Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,WUMB,Game Score,Team Indicator,Play,Period
15:33,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
15:33,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
15:33,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
15:33,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:33,,,,,"SUB IN by ZEHNER, DANNY",,,"SUB IN by ZEHNER, DANNY",2
15:33,,,,,"SUB IN by HUSKEY, JARROD",,,"SUB IN by HUSKEY, JARROD",2
15:33,,,,,"SUB IN by SOOTER, DIETRICK",,,"SUB IN by SOOTER, DIETRICK",2
15:33,,,,,"SUB OUT by GRIFFIN, AARON",,,"SUB OUT by GRIFFIN, AARON",2
15:33,,,,,"SUB OUT by EDWARDS, HOLLIS",,,"SUB OUT by EDWARDS, HOLLIS",2
15:33,,,,,"SUB OUT by BRADFISCH, CODY",,,"SUB OUT by BRADFISCH, CODY",2
15:24,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
14:47,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
14:46,,,,,"FOUL  by HUSKEY, JARROD",,,"FOUL  by HUSKEY, JARROD",2
14:29,"GOOD JUMPER by VEAL,ROBERT",46 (+13),,33,,SEWANEE 46-33 (+13),,"GOOD JUMPER by VEAL,ROBERT",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
14:00,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,,,,,"REBOUND OFF by HUSKEY, JARROD",,,"REBOUND OFF by HUSKEY, JARROD",2
13:48,,,,,"TURNOVER  by ROBINSON, ROMAN",,,"TURNOVER  by ROBINSON, ROMAN",2
13:47,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
13:36,"GOOD JUMPER by BROWN,SETH",48 (+15),,33,,SEWANEE 48-33 (+15),,"GOOD JUMPER by BROWN,SETH",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
13:34,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
13:34,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
13:34,,,,,"SUB IN by BRADFISCH, CODY",,,"SUB IN by BRADFISCH, CODY",2
13:34,,,,,"SUB OUT by ROBINSON, ROMAN",,,"SUB OUT by ROBINSON, ROMAN",2
12:59,,48 (+12),,36,"GOOD 3PTR by SOOTER, DIETRICK",WUMB 48-36 (+12),,"GOOD 3PTR by SOOTER, DIETRICK",2
12:48,"GOOD JUMPER by VEAL,ROBERT",50 (+14),,36,,SEWANEE 50-36 (+14),,"GOOD JUMPER by VEAL,ROBERT",2
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",2
12:33,,50 (+11),,39,"GOOD 3PTR by BRADFISCH, CODY",WUMB 50-39 (+11),,"GOOD 3PTR by BRADFISCH, CODY",2
--,,,,,"ASSIST  by SOOTER, DIETRICK",,,"ASSIST  by SOOTER, DIETRICK",2
12:12,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by BRADFISCH, CODY",,,"REBOUND DEF by BRADFISCH, CODY",2
12:04,,50 (+8),,42,"GOOD 3PTR by SOOTER, DIETRICK",WUMB 50-42 (+8),,"GOOD 3PTR by SOOTER, DIETRICK",2
--,,,,,"ASSIST  by BRADFISCH, CODY",,,"ASSIST  by BRADFISCH, CODY",2
11:46,"GOOD 3PTR by BOULDIN,BRETT",53 (+11),,42,,SEWANEE 53-42 (+11),,"GOOD 3PTR by BOULDIN,BRETT",2
11:46,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
11:46,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
11:46,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
11:46,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
11:32,,,,,"MISS JUMPER by BRADFISCH, CODY",,,"MISS JUMPER by BRADFISCH, CODY",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
11:30,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
11:30,,,,,"SUB IN by ROBINSON, ROMAN",,,"SUB IN by ROBINSON, ROMAN",2
11:30,,,,,"SUB OUT by SMITH, AHMAD",,,"SUB OUT by SMITH, AHMAD",2
11:18,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
10:55,,,,,"FOUL  by HUSKEY, JARROD",,,"FOUL  by HUSKEY, JARROD",2
10:54,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
10:53,,,,,"STEAL  by BRADFISCH, CODY",,,"STEAL  by BRADFISCH, CODY",2
10:50,,53 (+9),,44,"GOOD JUMPER by BRADFISCH, CODY",WUMB 53-44 (+9),,"GOOD JUMPER by BRADFISCH, CODY",2
10:29,,,,,"FOUL  by ROBINSON, ROMAN",,,"FOUL  by ROBINSON, ROMAN",2
10:29,"GOOD FT by VEAL,ROBERT",54 (+10),,44,,SEWANEE 54-44 (+10),,"GOOD FT by VEAL,ROBERT",2
10:29,"GOOD FT by VEAL,ROBERT",55 (+11),,44,,SEWANEE 55-44 (+11),,"GOOD FT by VEAL,ROBERT",2
10:29,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:29,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
10:29,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
10:29,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
10:19,,,,,"MISS JUMPER by ROBINSON, ROMAN",,,"MISS JUMPER by ROBINSON, ROMAN",2
10:19,"BLOCK  by AFFRONTI,LEWIS",,,,,,,"BLOCK  by AFFRONTI,LEWIS",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
10:07,"MISS JUMPER by AFFRONTI,LEWIS",,,,,,,"MISS JUMPER by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by ZEHNER, DANNY",,,"REBOUND DEF by ZEHNER, DANNY",2
09:59,,55 (+8),,47,"GOOD 3PTR by BRADFISCH, CODY",WUMB 55-47 (+8),,"GOOD 3PTR by BRADFISCH, CODY",2
--,,,,,"ASSIST  by SOOTER, DIETRICK",,,"ASSIST  by SOOTER, DIETRICK",2
09:41,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by HUSKEY, JARROD",,,"REBOUND DEF by HUSKEY, JARROD",2
09:30,,55 (+5),,50,"GOOD 3PTR by BRADFISCH, CODY",WUMB 55-50 (+5),,"GOOD 3PTR by BRADFISCH, CODY",2
--,,,,,"ASSIST  by SOOTER, DIETRICK",,,"ASSIST  by SOOTER, DIETRICK",2
09:01,"GOOD 3PTR by AFFRONTI,LEWIS",58 (+8),,50,,SEWANEE 58-50 (+8),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BROWN,TYLER",,,,,,,"ASSIST  by BROWN,TYLER",2
08:44,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
08:44,,58 (+7),,51,"GOOD FT by HUSKEY, JARROD",WUMB 58-51 (+7),,"GOOD FT by HUSKEY, JARROD",2
08:44,,,,,"MISS FT by HUSKEY, JARROD",,,"MISS FT by HUSKEY, JARROD",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
08:27,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",2
08:27,,,,,"BLOCK  by ZEHNER, DANNY",,,"BLOCK  by ZEHNER, DANNY",2
--,,,,,"REBOUND DEF by HUSKEY, JARROD",,,"REBOUND DEF by HUSKEY, JARROD",2
08:16,,58 (+5),,53,"GOOD JUMPER by HUSKEY, JARROD",WUMB 58-53 (+5),,"GOOD JUMPER by HUSKEY, JARROD",2
--,,,,,"ASSIST  by ZEHNER, DANNY",,,"ASSIST  by ZEHNER, DANNY",2
07:58,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by HUSKEY, JARROD",,,"REBOUND DEF by HUSKEY, JARROD",2
07:35,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
07:35,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
07:35,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
07:35,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
07:35,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
07:35,,,,,"SUB IN by SMITH, AHMAD",,,"SUB IN by SMITH, AHMAD",2
07:35,,,,,"SUB OUT by HUSKEY, JARROD",,,"SUB OUT by HUSKEY, JARROD",2
07:26,,,,,"MISS 3PTR by BRADFISCH, CODY",,,"MISS 3PTR by BRADFISCH, CODY",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
07:05,,,,,"SUB IN by EDWARDS, HOLLIS",,,"SUB IN by EDWARDS, HOLLIS",2
07:05,,,,,"SUB OUT by BRADFISCH, CODY",,,"SUB OUT by BRADFISCH, CODY",2
07:02,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",2
07:01,,,,,"STEAL  by SOOTER, DIETRICK",,,"STEAL  by SOOTER, DIETRICK",2
06:57,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",2
06:57,,58 (+4),,54,"GOOD FT by SOOTER, DIETRICK",WUMB 58-54 (+4),,"GOOD FT by SOOTER, DIETRICK",2
06:57,,,,,"MISS FT by SOOTER, DIETRICK",,,"MISS FT by SOOTER, DIETRICK",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
06:39,"GOOD JUMPER by AFFRONTI,LEWIS",60 (+6),,54,,SEWANEE 60-54 (+6),,"GOOD JUMPER by AFFRONTI,LEWIS",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
06:22,,,,,"MISS JUMPER by SMITH, AHMAD",,,"MISS JUMPER by SMITH, AHMAD",2
--,,,,,"REBOUND OFF by ROBINSON, ROMAN",,,"REBOUND OFF by ROBINSON, ROMAN",2
06:22,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
06:22,,60 (+5),,55,"GOOD FT by ROBINSON, ROMAN",WUMB 60-55 (+5),,"GOOD FT by ROBINSON, ROMAN",2
06:22,,,,,"MISS FT by ROBINSON, ROMAN",,,"MISS FT by ROBINSON, ROMAN",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
06:22,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
06:22,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
06:14,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
06:12,,,,,"STEAL  by EDWARDS, HOLLIS",,,"STEAL  by EDWARDS, HOLLIS",2
06:09,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",2
06:09,,60 (+4),,56,"GOOD FT by EDWARDS, HOLLIS",WUMB 60-56 (+4),,"GOOD FT by EDWARDS, HOLLIS",2
06:09,,,,,"MISS FT by EDWARDS, HOLLIS",,,"MISS FT by EDWARDS, HOLLIS",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
06:09,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
06:09,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
05:35,"GOOD 3PTR by BRYANT,VALENTINO",63 (+7),,56,,SEWANEE 63-56 (+7),,"GOOD 3PTR by BRYANT,VALENTINO",2
05:09,,,,,"MISS JUMPER by ZEHNER, DANNY",,,"MISS JUMPER by ZEHNER, DANNY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:58,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
04:58,,63 (+6),,57,"GOOD FT by ZEHNER, DANNY",WUMB 63-57 (+6),,"GOOD FT by ZEHNER, DANNY",2
04:58,,63 (+5),,58,"GOOD FT by ZEHNER, DANNY",WUMB 63-58 (+5),,"GOOD FT by ZEHNER, DANNY",2
04:51,,,,,"FOUL  by EDWARDS, HOLLIS",,,"FOUL  by EDWARDS, HOLLIS",2
04:51,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
04:51,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
04:51,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
04:51,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
04:51,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
04:51,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
04:51,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
04:51,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
04:40,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",2
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",2
04:28,,,,,"FOUL  by ROBINSON, ROMAN",,,"FOUL  by ROBINSON, ROMAN",2
04:28,"GOOD FT by BRYANT,VALENTINO",64 (+6),,58,,SEWANEE 64-58 (+6),,"GOOD FT by BRYANT,VALENTINO",2
04:28,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by SOOTER, DIETRICK",,,"REBOUND DEF by SOOTER, DIETRICK",2
04:08,,,,,"MISS 3PTR by SMITH, AHMAD",,,"MISS 3PTR by SMITH, AHMAD",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
04:00,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
03:49,,,,,"MISS JUMPER by ROBINSON, ROMAN",,,"MISS JUMPER by ROBINSON, ROMAN",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
03:30,"GOOD JUMPER by BRYANT,VALENTINO",66 (+8),,58,,SEWANEE 66-58 (+8),,"GOOD JUMPER by BRYANT,VALENTINO",2
03:30,,,,,"FOUL  by ZEHNER, DANNY",,,"FOUL  by ZEHNER, DANNY",2
03:30,"GOOD FT by BRYANT,VALENTINO",67 (+9),,58,,SEWANEE 67-58 (+9),,"GOOD FT by BRYANT,VALENTINO",2
03:30,,,,,"SUB IN by BRADFISCH, CODY",,,"SUB IN by BRADFISCH, CODY",2
03:30,,,,,"SUB OUT by ZEHNER, DANNY",,,"SUB OUT by ZEHNER, DANNY",2
03:03,,,,,"TURNOVER  by SOOTER, DIETRICK",,,"TURNOVER  by SOOTER, DIETRICK",2
03:03,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
03:03,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
03:03,,,,,"SUB IN by ZEHNER, DANNY",,,"SUB IN by ZEHNER, DANNY",2
03:03,,,,,"SUB OUT by SOOTER, DIETRICK",,,"SUB OUT by SOOTER, DIETRICK",2
02:56,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
02:38,,,,,"MISS JUMPER by ROBINSON, ROMAN",,,"MISS JUMPER by ROBINSON, ROMAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:28,,,,,"FOUL  by ROBINSON, ROMAN",,,"FOUL  by ROBINSON, ROMAN",2
02:28,"MISS FT by VEAL,ROBERT",,,,,,,"MISS FT by VEAL,ROBERT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:28,"MISS FT by VEAL,ROBERT",,,,,,,"MISS FT by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by SOOTER, DIETRICK",,,"REBOUND DEF by SOOTER, DIETRICK",2
02:28,,,,,"SUB IN by SOOTER, DIETRICK",,,"SUB IN by SOOTER, DIETRICK",2
02:28,,,,,"SUB OUT by ROBINSON, ROMAN",,,"SUB OUT by ROBINSON, ROMAN",2
02:22,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,,,,,"REBOUND OFF by ZEHNER, DANNY",,,"REBOUND OFF by ZEHNER, DANNY",2
02:15,,,,,"MISS JUMPER by BRADFISCH, CODY",,,"MISS JUMPER by BRADFISCH, CODY",2
--,,,,,"REBOUND OFF by ZEHNER, DANNY",,,"REBOUND OFF by ZEHNER, DANNY",2
02:13,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
02:13,,,,,"MISS FT by ZEHNER, DANNY",,,"MISS FT by ZEHNER, DANNY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:13,,67 (+8),,59,"GOOD FT by ZEHNER, DANNY",WUMB 67-59 (+8),,"GOOD FT by ZEHNER, DANNY",2
02:13,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
02:13,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
01:58,"GOOD JUMPER by BOULDIN,BRETT",69 (+10),,59,,SEWANEE 69-59 (+10),,"GOOD JUMPER by BOULDIN,BRETT",2
01:46,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
01:46,,69 (+9),,60,"GOOD FT by BRADFISCH, CODY",WUMB 69-60 (+9),,"GOOD FT by BRADFISCH, CODY",2
01:46,,69 (+8),,61,"GOOD FT by BRADFISCH, CODY",WUMB 69-61 (+8),,"GOOD FT by BRADFISCH, CODY",2
01:17,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
01:17,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
01:05,"GOOD 3PTR by AFFRONTI,LEWIS",72 (+11),,61,,SEWANEE 72-61 (+11),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
00:52,,72 (+9),,63,"GOOD JUMPER by SMITH, AHMAD",WUMB 72-63 (+9),,"GOOD JUMPER by SMITH, AHMAD",2
--,,,,,"ASSIST  by ZEHNER, DANNY",,,"ASSIST  by ZEHNER, DANNY",2
00:45,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
00:43,,,,,"STEAL  by SOOTER, DIETRICK",,,"STEAL  by SOOTER, DIETRICK",2
00:43,,72 (+7),,65,"GOOD JUMPER by SOOTER, DIETRICK",WUMB 72-65 (+7),,"GOOD JUMPER by SOOTER, DIETRICK",2
00:35,,,,,"FOUL  by BRADFISCH, CODY",,,"FOUL  by BRADFISCH, CODY",2
00:35,"GOOD FT by BROWN,TYLER",73 (+8),,65,,SEWANEE 73-65 (+8),,"GOOD FT by BROWN,TYLER",2
00:35,"GOOD FT by BROWN,TYLER",74 (+9),,65,,SEWANEE 74-65 (+9),,"GOOD FT by BROWN,TYLER",2
00:28,,,,,"MISS 3PTR by ZEHNER, DANNY",,,"MISS 3PTR by ZEHNER, DANNY",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
00:22,,,,,"FOUL  by EDWARDS, HOLLIS",,,"FOUL  by EDWARDS, HOLLIS",2
00:22,"GOOD FT by BROWN,TYLER",75 (+10),,65,,SEWANEE 75-65 (+10),,"GOOD FT by BROWN,TYLER",2
00:22,"GOOD FT by BROWN,TYLER",76 (+11),,65,,SEWANEE 76-65 (+11),,"GOOD FT by BROWN,TYLER",2
00:15,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
00:15,,76 (+10),,66,"GOOD FT by EDWARDS, HOLLIS",WUMB 76-66 (+10),,"GOOD FT by EDWARDS, HOLLIS",2
00:15,,,,,"MISS FT by EDWARDS, HOLLIS",,,"MISS FT by EDWARDS, HOLLIS",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
00:15,,,,,"FOUL  by ZEHNER, DANNY",,,"FOUL  by ZEHNER, DANNY",2
00:15,"GOOD FT by BROWN,TYLER",77 (+11),,66,,SEWANEE 77-66 (+11),,"GOOD FT by BROWN,TYLER",2
00:15,"GOOD FT by BROWN,TYLER",78 (+12),,66,,SEWANEE 78-66 (+12),,"GOOD FT by BROWN,TYLER",2
00:08,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:08,,,,,"FOUL  by SMITH, AHMAD",,,"FOUL  by SMITH, AHMAD",2
00:08,"MISS FT by BROWN,TYLER",,,,,,,"MISS FT by BROWN,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:08,"MISS FT by BROWN,TYLER",,,,,,,"MISS FT by BROWN,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:04,,78 (+10),,68,"GOOD JUMPER by ZEHNER, DANNY",WUMB 78-68 (+10),,"GOOD JUMPER by ZEHNER, DANNY",2
