Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:29,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
15:29,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
15:11,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",7 (+2),,5,,BERRY 7-5 (-2),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",1
14:59,,,,,"MISS 3PTR by BROWN,TYLER",,,"MISS 3PTR by BROWN,TYLER",1
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",1
14:44,"GOOD LAYUP by HOWARD,MAC(in the paint)",9 (+4),,5,,BERRY 9-5 (-4),,"GOOD LAYUP by HOWARD,MAC(in the paint)",1
14:15,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",1
--,"REBOUND DEF by HOWARD,MAC",,,,,,,"REBOUND DEF by HOWARD,MAC",1
13:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
13:48,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",1
13:48,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",1
13:48,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",1
13:48,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",1
13:48,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
13:48,SUB OUT by TEAM,,,,,,,SUB OUT by TEAM,1
13:48,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",1
13:48,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
13:48,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",1
13:48,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
13:48,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",1
13:48,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
13:48,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
13:48,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
13:48,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
13:37,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,"REBOUND OFF by WRIGHT,JAKE",,,,,,,"REBOUND OFF by WRIGHT,JAKE",1
13:24,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",1
13:24,"MISS FT by ABRAMS,JONATHAN",,,,,,,"MISS FT by ABRAMS,JONATHAN",1
13:24,"MISS FT by ABRAMS,JONATHAN",,,,,,,"MISS FT by ABRAMS,JONATHAN",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
13:24,"GOOD FT by ABRAMS,JONATHAN",10 (+5),,5,,BERRY 10-5 (-5),,"GOOD FT by ABRAMS,JONATHAN",1
13:16,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",1
--,,,,,"REBOUND OFF by HEATHERLY,GARRETT",,,"REBOUND OFF by HEATHERLY,GARRETT",1
13:12,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
13:05,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
13:01,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",1
12:58,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
12:58,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",1
12:58,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
12:55,,10 (+2),,8,"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 10-8 (-2),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",1
12:39,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",1
--,"REBOUND OFF by WRIGHT,JAKE",,,,,,,"REBOUND OFF by WRIGHT,JAKE",1
12:29,"MISS 3PTR by TEEMS,JORDAN",,,,,,,"MISS 3PTR by TEEMS,JORDAN",1
--,"REBOUND OFF by MARSH,CODY",,,,,,,"REBOUND OFF by MARSH,CODY",1
12:14,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",1
12:13,"GOOD FT by MARSH,CODY",11 (+3),,8,,BERRY 11-8 (-3),,"GOOD FT by MARSH,CODY",1
12:13,"GOOD FT by MARSH,CODY",12 (+4),,8,,BERRY 12-8 (-4),,"GOOD FT by MARSH,CODY",1
12:13,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
12:13,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
11:50,,12 (+1),,11,"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 12-11 (-1),,"GOOD 3PTR by BOULDIN,BRETT",1
11:38,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",1
11:14,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
11:14,,12,,12,"GOOD FT by BRYANT,VALENTINO",SEWANEE 12-12 (0),,"GOOD FT by BRYANT,VALENTINO",1
11:14,,12,,13 (+1),"GOOD FT by BRYANT,VALENTINO",SEWANEE 12-13 (+1),,"GOOD FT by BRYANT,VALENTINO",1
11:14,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
11:14,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
11:14,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
11:14,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",1
11:02,"MISS 3PTR by TEEMS,JORDAN",,,,,,,"MISS 3PTR by TEEMS,JORDAN",1
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",1
10:54,"FOUL  by TEEMS,JORDAN",,,,,,,"FOUL  by TEEMS,JORDAN",1
10:43,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",1
10:20,"MISS JUMPER by SMOAK,HUNTER",,,,,,,"MISS JUMPER by SMOAK,HUNTER",1
--,,,,,"REBOUND DEF by HEATHERLY,GARRETT",,,"REBOUND DEF by HEATHERLY,GARRETT",1
10:11,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",1
10:09,"STEAL  by TEEMS,JORDAN",,,,,,,"STEAL  by TEEMS,JORDAN",1
9:56,"MISS JUMPER by WRIGHT,JAKE",,,,,,,"MISS JUMPER by WRIGHT,JAKE",1
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",1
9:55,"FOUL  by MARSH,CODY",,,,,,,"FOUL  by MARSH,CODY",1
9:47,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",1
9:45,"STEAL  by WRIGHT,JAKE",,,,,,,"STEAL  by WRIGHT,JAKE",1
9:33,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
9:16,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
9:14,"FOUL  by BRUCE,DEVAN",,,,,,,"FOUL  by BRUCE,DEVAN",1
8:56,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
8:33,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",1
8:33,"GOOD FT by BRUCE,DEVAN",13,,13,,BERRY 13-13 (0),,"GOOD FT by BRUCE,DEVAN",1
8:33,"GOOD FT by BRUCE,DEVAN",14 (+1),,13,,BERRY 14-13 (-1),,"GOOD FT by BRUCE,DEVAN",1
8:22,,,,,"MISS 3PTR by HODGE,NILAN",,,"MISS 3PTR by HODGE,NILAN",1
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",1
8:06,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
8:04,,,,,"STEAL  by VEAL,ROBERT",,,"STEAL  by VEAL,ROBERT",1
8:02,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",1
7:59,"STEAL  by WHALEN,MAC",,,,,,,"STEAL  by WHALEN,MAC",1
7:57,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",1
--,"REBOUND OFF by WHALEN,MAC",,,,,,,"REBOUND OFF by WHALEN,MAC",1
7:48,"MISS LAYUP by WRIGHT,JAKE",,,,,,,"MISS LAYUP by WRIGHT,JAKE",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
7:23,,,,,"MISS LAYUP by VEAL,ROBERT",,,"MISS LAYUP by VEAL,ROBERT",1
--,"REBOUND DEF by WRIGHT,JAKE",,,,,,,"REBOUND DEF by WRIGHT,JAKE",1
7:14,"MISS LAYUP by BRUCE,DEVAN",,,,,,,"MISS LAYUP by BRUCE,DEVAN",1
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",1
6:34,,,,,"MISS JUMPER by AFFRONTI,LEWIS",,,"MISS JUMPER by AFFRONTI,LEWIS",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
6:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
6:26,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",1
5:53,,14,,16 (+2),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 14-16 (+2),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
5:44,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
5:44,"GOOD FT by GRAHAM,LAKE",15,,16 (+1),,BERRY 15-16 (+1),,"GOOD FT by GRAHAM,LAKE",1
5:44,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",1
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",1
5:29,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",1
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",1
5:13,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",1
5:13,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",1
4:56,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
4:36,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",1
4:17,,15,,19 (+4),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 15-19 (+4),,"GOOD 3PTR by BOULDIN,BRETT",1
4:05,"TURNOVER  by HOWARD,MAC",,,,,,,"TURNOVER  by HOWARD,MAC",1
4:05,"FOUL  by HOWARD,MAC",,,,,,,"FOUL  by HOWARD,MAC",1
4:05,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
3:54,,15,,22 (+7),"GOOD 3PTR by BRYANT,VALENTINO",SEWANEE 15-22 (+7),,"GOOD 3PTR by BRYANT,VALENTINO",1
3:28,"MISS 3PTR by MARSH,CODY",,,,,,,"MISS 3PTR by MARSH,CODY",1
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",1
3:07,,15,,24 (+9),"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",SEWANEE 15-24 (+9),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",1
2:55,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
2:46,,15,,26 (+11),"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",SEWANEE 15-26 (+11),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",1
2:18,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",1
--,"REBOUND OFF by HOWARD,MAC",,,,,,,"REBOUND OFF by HOWARD,MAC",1
2:13,"GOOD JUMPER by HOWARD,MAC",17,,26 (+9),,BERRY 17-26 (+9),,"GOOD JUMPER by HOWARD,MAC",1
1:56,,17,,28 (+11),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 17-28 (+11),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",1
1:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
1:32,"GOOD LAYUP by MARSH,CODY(in the paint)",19,,28 (+9),,BERRY 19-28 (+9),,"GOOD LAYUP by MARSH,CODY(in the paint)",1
1:12,"FOUL  by SMOAK,HUNTER",,,,,,,"FOUL  by SMOAK,HUNTER",1
1:12,,19,,29 (+10),"GOOD FT by BROWN,TYLER",SEWANEE 19-29 (+10),,"GOOD FT by BROWN,TYLER",1
1:12,,19,,30 (+11),"GOOD FT by BROWN,TYLER",SEWANEE 19-30 (+11),,"GOOD FT by BROWN,TYLER",1
0:48,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",1
--,,,,,"REBOUND DEF by NELSON,ANVIL",,,"REBOUND DEF by NELSON,ANVIL",1
0:25,,,,,"MISS 3PTR by BRYANT,VALENTINO",,,"MISS 3PTR by BRYANT,VALENTINO",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
0:14,"GOOD LAYUP by WHALEN,MAC(in the paint)",21,,30 (+9),,BERRY 21-30 (+9),,"GOOD LAYUP by WHALEN,MAC(in the paint)",1
09:55,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
09:55,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
09:55,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
09:55,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
09:55,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
09:55,,,,,SUB OUT by TEAM,,,SUB OUT by TEAM,1
09:55,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
09:55,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
09:55,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
09:55,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
09:55,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",1
09:33,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",1
09:33,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",1
09:33,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
09:33,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
08:33,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",1
08:33,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",1
08:33,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
08:33,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
06:34,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",1
06:34,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
06:34,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",1
06:34,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",1
06:34,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
06:34,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",1
06:34,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",1
06:34,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",1
06:34,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
06:34,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",1
06:34,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
06:34,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",1
06:34,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
06:34,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
06:34,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
06:34,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
06:34,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",1
06:34,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
06:34,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
06:34,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
06:34,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
06:34,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
05:44,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
05:44,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
04:05,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",1
04:05,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",1
04:05,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
04:05,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
01:51,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",1
01:51,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",1
01:51,"SUB IN by RANDOLPH,ZACH",,,,,,,"SUB IN by RANDOLPH,ZACH",1
01:51,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
01:51,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
01:51,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",1
01:51,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",1
01:51,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
01:51,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",1
01:51,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
01:51,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",1
01:51,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
01:51,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",1
01:51,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",1
01:51,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
01:51,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
01:51,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
01:51,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
01:51,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
01:51,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
01:51,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",1
01:12,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
01:12,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
20:00,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",2
20:00,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
20:00,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
20:00,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
20:00,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",2
20:00,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",2
20:00,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
20:00,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
20:00,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
20:00,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
20:00,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
20:00,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
20:00,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
20:00,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
20:00,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
20:00,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
