Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
05:32,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
05:32,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
05:32,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
05:32,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
05:32,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
05:32,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
04:32,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
04:32,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
04:32,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
04:32,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
03:52,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
03:52,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
03:52,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
03:52,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
03:52,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
03:52,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
03:52,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
03:52,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
03:52,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
03:52,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
03:52,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
03:52,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
03:52,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
03:52,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
03:52,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
03:52,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
03:52,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
03:52,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
03:52,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
03:52,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
02:45,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
02:45,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
02:45,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
02:45,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
02:45,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
02:45,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
02:45,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
02:45,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
02:45,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
02:45,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
02:45,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
02:45,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:45,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
02:45,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
01:05,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
01:05,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
4:54,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",52 (+2),,50,,COVENANT 52-50 (-2),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",3
4:33,,52,,52,"GOOD JUMPER by BROWN,TYLER(in the paint)",SEWANEE 52-52 (0),,"GOOD JUMPER by BROWN,TYLER(in the paint)",3
4:10,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",3
4:10,"GOOD FT by MCGRIFF,COLTON",53 (+1),,52,,COVENANT 53-52 (-1),,"GOOD FT by MCGRIFF,COLTON",3
4:10,"GOOD FT by MCGRIFF,COLTON",54 (+2),,52,,COVENANT 54-52 (-2),,"GOOD FT by MCGRIFF,COLTON",3
3:34,,,,,"MISS JUMPER by AFFRONTI,LEWIS",,,"MISS JUMPER by AFFRONTI,LEWIS",3
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",3
3:24,,54,,54,"GOOD JUMPER by BROWN,TYLER",SEWANEE 54-54 (0),,"GOOD JUMPER by BROWN,TYLER",3
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",3
3:08,"TURNOVER  by DEVRIES,JON",,,,,,,"TURNOVER  by DEVRIES,JON",3
3:07,,,,,"STEAL  by BROWN,TYLER",,,"STEAL  by BROWN,TYLER",3
2:48,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",3
2:47,"STEAL  by MUTCHERSON,ROSBIE",,,,,,,"STEAL  by MUTCHERSON,ROSBIE",3
2:22,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",56 (+2),,54,,COVENANT 56-54 (-2),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",3
2:16,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,3
1:50,,56,,57 (+1),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 56-57 (+1),,"GOOD 3PTR by AFFRONTI,LEWIS",3
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",3
1:43,"GOOD LAYUP by COX,TJ(in the paint)",58 (+1),,57,,COVENANT 58-57 (-1),,"GOOD LAYUP by COX,TJ(in the paint)",3
1:24,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",3
0:58,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",3
--,"REBOUND OFF by DEVRIES,JON",,,,,,,"REBOUND OFF by DEVRIES,JON",3
0:53,"GOOD LAYUP by DEVRIES,JON(in the paint)",60 (+3),,57,,COVENANT 60-57 (-3),,"GOOD LAYUP by DEVRIES,JON(in the paint)",3
0:32,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,3
0:25,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",3
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",3
0:23,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",3
0:23,"GOOD FT by DEVRIES,JON",61 (+4),,57,,COVENANT 61-57 (-4),,"GOOD FT by DEVRIES,JON",3
0:23,"GOOD FT by DEVRIES,JON",62 (+5),,57,,COVENANT 62-57 (-5),,"GOOD FT by DEVRIES,JON",3
0:18,,62 (+3),,59,"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 62-59 (-3),,"GOOD LAYUP by BROWN,TYLER(in the paint)",3
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",3
0:18,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,3
0:14,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",3
0:11,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",3
0:09,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",3
0:09,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",3
0:09,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",3
0:09,"MISS FT by BOWMAN,SAM",,,,,,,"MISS FT by BOWMAN,SAM",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
0:09,"MISS FT by BOWMAN,SAM",,,,,,,"MISS FT by BOWMAN,SAM",3
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",3
0:02,,,,,"MISS 3PTR by BROWN,TYLER",,,"MISS 3PTR by BROWN,TYLER",3
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",3
04:10,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",3
04:10,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",3
02:16,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",3
02:16,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",3
00:32,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",3
00:32,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",3
00:18,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",3
00:18,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",3
00:18,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",3
00:18,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",3
00:09,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",3
00:09,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",3
