Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:57,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
15:57,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
15:57,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",1
15:57,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
15:57,SUB OUT by TEAM,,,,,,,SUB OUT by TEAM,1
15:57,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",1
15:57,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",1
15:57,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
15:57,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
15:57,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",1
15:57,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
15:57,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
15:57,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
15:57,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
15:57,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
15:57,,,,,SUB OUT by TEAM,,,SUB OUT by TEAM,1
15:57,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
15:57,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
15:57,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
15:57,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
15:57,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
15:32,,7 (+4),,3,"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 7-3 (-4),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",1
15:10,"GOOD JUMPER by BOWMAN,SAM(in the paint)",9 (+6),,3,,COVENANT 9-3 (-6),,"GOOD JUMPER by BOWMAN,SAM(in the paint)",1
14:29,,9 (+4),,5,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 9-5 (-4),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",1
14:18,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",1
14:18,,,,,"STEAL  by AFFRONTI,LEWIS",,,"STEAL  by AFFRONTI,LEWIS",1
14:13,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",1
13:58,"GOOD 3PTR by COX,TJ",12 (+7),,5,,COVENANT 12-5 (-7),,"GOOD 3PTR by COX,TJ",1
13:43,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",1
13:41,"STEAL  by BOWMAN,SAM",,,,,,,"STEAL  by BOWMAN,SAM",1
13:34,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
13:34,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",1
13:34,"SUB IN by DANEK,JOEY",,,,,,,"SUB IN by DANEK,JOEY",1
13:34,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
13:34,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",1
13:34,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",1
13:34,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
13:34,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
13:34,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
13:34,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",1
13:34,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
13:34,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
13:34,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
13:34,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
13:34,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
13:34,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
13:25,"GOOD LAYUP by DANEK,JOEY(in the paint)",14 (+9),,5,,COVENANT 14-5 (-9),,"GOOD LAYUP by DANEK,JOEY(in the paint)",1
--,"ASSIST  by DELANEY,JAKE",,,,,,,"ASSIST  by DELANEY,JAKE",1
13:07,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
13:07,"BLOCK  by DEVRIES,JON",,,,,,,"BLOCK  by DEVRIES,JON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
13:04,,14 (+6),,8,"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 14-8 (-6),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by DOWNEY,WILL",,,"ASSIST  by DOWNEY,WILL",1
12:27,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",1
12:27,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
12:27,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
12:13,"TURNOVER  by DEVRIES,JON",,,,,,,"TURNOVER  by DEVRIES,JON",1
12:13,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
12:13,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
12:05,,14 (+4),,10,"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEWANEE 14-10 (-4),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",1
--,,,,,"ASSIST  by DOWNEY,WILL",,,"ASSIST  by DOWNEY,WILL",1
11:44,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
11:44,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
11:44,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
11:44,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
11:44,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
11:25,"MISS LAYUP by MCGRIFF,COLTON",,,,,,,"MISS LAYUP by MCGRIFF,COLTON",1
--,"REBOUND OFF by DANEK,JOEY",,,,,,,"REBOUND OFF by DANEK,JOEY",1
11:21,"MISS JUMPER by DANEK,JOEY",,,,,,,"MISS JUMPER by DANEK,JOEY",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
11:15,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",1
11:03,,,,,"MISS 3PTR by HODGE,NILAN",,,"MISS 3PTR by HODGE,NILAN",1
--,,,,,"REBOUND OFF by DOWNEY,WILL",,,"REBOUND OFF by DOWNEY,WILL",1
10:57,,,,,"TURNOVER  by DOWNEY,WILL",,,"TURNOVER  by DOWNEY,WILL",1
10:42,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
10:42,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
10:42,"SUB OUT by DANEK,JOEY",,,,,,,"SUB OUT by DANEK,JOEY",1
10:30,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",16 (+6),,10,,COVENANT 16-10 (-6),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",1
--,"ASSIST  by DEVRIES,JON",,,,,,,"ASSIST  by DEVRIES,JON",1
10:11,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
10:09,"STEAL  by DELANEY,JAKE",,,,,,,"STEAL  by DELANEY,JAKE",1
9:54,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",18 (+8),,10,,COVENANT 18-10 (-8),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",1
--,"ASSIST  by FRIERSON,NATE",,,,,,,"ASSIST  by FRIERSON,NATE",1
9:31,,,,,"TURNOVER  by DOWNEY,WILL",,,"TURNOVER  by DOWNEY,WILL",1
9:31,,,,,"FOUL  by DOWNEY,WILL",,,"FOUL  by DOWNEY,WILL",1
9:18,"MISS JUMPER by DEVRIES,JON",,,,,,,"MISS JUMPER by DEVRIES,JON",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
9:13,,18 (+6),,12,"GOOD LAYUP by HODGE,NILAN(in the paint)",SEWANEE 18-12 (-6),,"GOOD LAYUP by HODGE,NILAN(in the paint)",1
9:04,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",1
9:04,,,,,"STEAL  by HODGE,NILAN",,,"STEAL  by HODGE,NILAN",1
9:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
8:32,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
8:09,"GOOD 3PTR by COX,TJ",21 (+9),,12,,COVENANT 21-12 (-9),,"GOOD 3PTR by COX,TJ",1
7:53,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",1
7:26,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
7:15,,,,,"MISS LAYUP by VEAL,ROBERT",,,"MISS LAYUP by VEAL,ROBERT",1
--,"REBOUND DEF by ENGBERS,BRYANT",,,,,,,"REBOUND DEF by ENGBERS,BRYANT",1
6:58,"GOOD LAYUP by COX,TJ(in the paint)",23 (+11),,12,,COVENANT 23-12 (-11),,"GOOD LAYUP by COX,TJ(in the paint)",1
6:55,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,1
6:52,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",1
6:50,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",1
6:35,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",1
6:35,"GOOD FT by BOWMAN,SAM",24 (+12),,12,,COVENANT 24-12 (-12),,"GOOD FT by BOWMAN,SAM",1
6:35,"MISS FT by BOWMAN,SAM",,,,,,,"MISS FT by BOWMAN,SAM",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
6:02,,,,,"MISS JUMPER by BROWN,TYLER",,,"MISS JUMPER by BROWN,TYLER",1
--,,,,,"REBOUND OFF by HEATHERLY,GARRETT",,,"REBOUND OFF by HEATHERLY,GARRETT",1
6:00,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",1
5:55,,,,,"MISS JUMPER by BOULDIN,BRETT",,,"MISS JUMPER by BOULDIN,BRETT",1
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",1
5:39,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
5:27,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",1
5:22,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",1
5:22,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",1
5:16,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
5:12,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",1
4:54,,24 (+10),,14,"GOOD JUMPER by HEATHERLY,GARRETT(in the paint)",SEWANEE 24-14 (-10),,"GOOD JUMPER by HEATHERLY,GARRETT(in the paint)",1
4:37,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",1
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",1
4:22,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",1
4:16,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",1
4:15,"GOOD FT by BOYD,CHRIS",25 (+11),,14,,COVENANT 25-14 (-11),,"GOOD FT by BOYD,CHRIS",1
4:15,"MISS FT by BOYD,CHRIS",,,,,,,"MISS FT by BOYD,CHRIS",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
4:00,,25 (+9),,16,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 25-16 (-9),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",1
3:37,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",1
3:37,"GOOD FT by COX,TJ",26 (+10),,16,,COVENANT 26-16 (-10),,"GOOD FT by COX,TJ",1
3:37,"GOOD FT by COX,TJ",27 (+11),,16,,COVENANT 27-16 (-11),,"GOOD FT by COX,TJ",1
3:18,,27 (+9),,18,"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 27-18 (-9),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",1
2:53,"GOOD 3PTR by MCGRIFF,COLTON",30 (+12),,18,,COVENANT 30-18 (-12),,"GOOD 3PTR by MCGRIFF,COLTON",1
--,"ASSIST  by BOWMAN,SAM",,,,,,,"ASSIST  by BOWMAN,SAM",1
2:39,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",1
2:38,"STEAL  by DEVRIES,JON",,,,,,,"STEAL  by DEVRIES,JON",1
2:34,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",1
2:34,"GOOD FT by DEVRIES,JON",31 (+13),,18,,COVENANT 31-18 (-13),,"GOOD FT by DEVRIES,JON",1
2:34,"GOOD FT by DEVRIES,JON",32 (+14),,18,,COVENANT 32-18 (-14),,"GOOD FT by DEVRIES,JON",1
2:13,,,,,"MISS JUMPER by BROWN,TYLER",,,"MISS JUMPER by BROWN,TYLER",1
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",1
1:53,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
1:53,"MISS FT by DEVRIES,JON",,,,,,,"MISS FT by DEVRIES,JON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
1:53,"MISS FT by DEVRIES,JON",,,,,,,"MISS FT by DEVRIES,JON",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
1:30,"FOUL  by DELANEY,JAKE",,,,,,,"FOUL  by DELANEY,JAKE",1
1:30,,32 (+13),,19,"GOOD FT by HODGE,NILAN",SEWANEE 32-19 (-13),,"GOOD FT by HODGE,NILAN",1
1:30,,32 (+12),,20,"GOOD FT by HODGE,NILAN",SEWANEE 32-20 (-12),,"GOOD FT by HODGE,NILAN",1
1:15,"GOOD JUMPER by BOWMAN,SAM(in the paint)",34 (+14),,20,,COVENANT 34-20 (-14),,"GOOD JUMPER by BOWMAN,SAM(in the paint)",1
--,"ASSIST  by FRIERSON,NATE",,,,,,,"ASSIST  by FRIERSON,NATE",1
1:09,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",1
1:09,,34 (+13),,21,"GOOD FT by HODGE,NILAN",SEWANEE 34-21 (-13),,"GOOD FT by HODGE,NILAN",1
1:09,,34 (+12),,22,"GOOD FT by HODGE,NILAN",SEWANEE 34-22 (-12),,"GOOD FT by HODGE,NILAN",1
0:49,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",1
0:49,"GOOD FT by MCGRIFF,COLTON",35 (+13),,22,,COVENANT 35-22 (-13),,"GOOD FT by MCGRIFF,COLTON",1
0:49,"MISS FT by MCGRIFF,COLTON",,,,,,,"MISS FT by MCGRIFF,COLTON",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
0:27,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",1
0:26,"STEAL  by FRIERSON,NATE",,,,,,,"STEAL  by FRIERSON,NATE",1
0:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
0:02,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:31,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
09:31,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",1
09:31,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
09:31,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",1
09:31,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
09:31,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",1
09:31,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",1
09:31,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
09:31,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",1
09:31,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
09:31,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
09:31,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
09:31,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
09:31,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
09:31,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
08:32,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",1
08:32,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",1
06:55,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",1
06:55,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",1
06:55,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
06:55,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
06:55,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",1
06:55,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",1
06:55,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
06:55,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",1
06:55,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
06:55,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",1
06:55,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
06:55,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
06:55,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
06:55,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
06:55,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
06:55,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
06:55,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
06:55,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
06:55,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
06:35,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
06:35,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
04:22,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",1
04:22,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
04:22,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",1
04:22,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",1
04:22,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
04:22,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
04:15,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
04:15,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
04:15,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
04:15,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
03:37,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
03:37,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",1
03:37,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
03:37,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
02:34,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
02:34,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
01:53,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
01:53,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
01:09,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
01:09,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",1
00:16,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",1
00:16,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",1
00:16,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
00:16,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
00:16,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",1
