Time Remaining,EHCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
10:08,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:57,"MISS 3PTR by BROWN, STEPHEN",,,,,,,"MISS 3PTR by BROWN, STEPHEN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
09:40,"FOUL  by TURNER, MYLES",,,,,,,"FOUL  by TURNER, MYLES",2
09:20,"FOUL  by BROWN, STEPHEN",,,,,,,"FOUL  by BROWN, STEPHEN",2
09:20,,38,,56 (+18),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 38-56 (+18),,"GOOD FT by AFFRONTI,LEWIS",2
09:20,,38,,57 (+19),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 38-57 (+19),,"GOOD FT by AFFRONTI,LEWIS",2
09:13,"TURNOVER  by BROWN, STEPHEN",,,,,,,"TURNOVER  by BROWN, STEPHEN",2
09:08,,38,,59 (+21),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 38-59 (+21),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
09:08,"FOUL  by TURNER, MYLES",,,,,,,"FOUL  by TURNER, MYLES",2
09:08,,38,,60 (+22),"GOOD FT by BROWN,TYLER",SEWANEE 38-60 (+22),,"GOOD FT by BROWN,TYLER",2
08:51,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
08:42,"MISS JUMPER by TURNER, MYLES",,,,,,,"MISS JUMPER by TURNER, MYLES",2
--,"REBOUND OFF by MURRELL, ARMANDO",,,,,,,"REBOUND OFF by MURRELL, ARMANDO",2
08:42,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
08:38,"TURNOVER  by LETT, KJ",,,,,,,"TURNOVER  by LETT, KJ",2
08:36,,,,,"STEAL  by BOULDIN,BRETT",,,"STEAL  by BOULDIN,BRETT",2
08:33,,38,,62 (+24),"GOOD LAYUP by BOULDIN,BRETT(fastbreak)(in the paint)",SEWANEE 38-62 (+24),,"GOOD LAYUP by BOULDIN,BRETT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",2
08:22,"TURNOVER  by MURRELL, ARMANDO",,,,,,,"TURNOVER  by MURRELL, ARMANDO",2
08:05,,38,,64 (+26),"GOOD JUMPER by HODGE,NILAN",SEWANEE 38-64 (+26),,"GOOD JUMPER by HODGE,NILAN",2
07:17,"FOUL  by PEARMAN, BRETT",,,,,,,"FOUL  by PEARMAN, BRETT",2
07:17,,38,,65 (+27),"GOOD FT by HODGE,NILAN",SEWANEE 38-65 (+27),,"GOOD FT by HODGE,NILAN",2
07:17,,38,,66 (+28),"GOOD FT by HODGE,NILAN",SEWANEE 38-66 (+28),,"GOOD FT by HODGE,NILAN",2
07:17,"GOOD JUMPER by GIBSON, ONELL",40,,66 (+26),,EHCM 40-66 (+26),,"GOOD JUMPER by GIBSON, ONELL",2
07:17,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
07:17,"GOOD FT by GIBSON, ONELL",41,,66 (+25),,EHCM 41-66 (+25),,"GOOD FT by GIBSON, ONELL",2
07:13,"TURNOVER  by MURRELL, ARMANDO",,,,,,,"TURNOVER  by MURRELL, ARMANDO",2
07:00,"FOUL  by MURRELL, ARMANDO",,,,,,,"FOUL  by MURRELL, ARMANDO",2
07:00,,41,,67 (+26),"GOOD FT by NELSON,ANVIL",SEWANEE 41-67 (+26),,"GOOD FT by NELSON,ANVIL",2
07:00,,41,,68 (+27),"GOOD FT by NELSON,ANVIL",SEWANEE 41-68 (+27),,"GOOD FT by NELSON,ANVIL",2
06:42,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:42,"FOUL  by TURNER, MYLES",,,,,,,"FOUL  by TURNER, MYLES",2
06:42,"TURNOVER  by TURNER, MYLES",,,,,,,"TURNOVER  by TURNER, MYLES",2
06:42,FOUL  by TEAM,,,,,,,FOUL  by TEAM,2
06:42,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
06:42,,41,,69 (+28),"GOOD FT by BROWN,SETH",SEWANEE 41-69 (+28),,"GOOD FT by BROWN,SETH",2
06:42,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:37,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,"REBOUND DEF by GIBSON, ONELL",,,,,,,"REBOUND DEF by GIBSON, ONELL",2
06:35,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
06:35,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND OFF by NELSON,ANVIL",,,"REBOUND OFF by NELSON,ANVIL",2
06:35,,,,,"MISS JUMPER by NELSON,ANVIL",,,"MISS JUMPER by NELSON,ANVIL",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
06:35,,41,,71 (+30),"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 41-71 (+30),,"GOOD LAYUP by BORN,LEO(in the paint)",2
06:35,"MISS JUMPER by TURNER, MYLES",,,,,,,"MISS JUMPER by TURNER, MYLES",2
--,,,,,"REBOUND DEF by NELSON,ANVIL",,,"REBOUND DEF by NELSON,ANVIL",2
06:35,"MISS FT by TURNER, MYLES",,,,,,,"MISS FT by TURNER, MYLES",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
06:35,"GOOD 3PTR by TURNER, MYLES",44,,71 (+27),,EHCM 44-71 (+27),,"GOOD 3PTR by TURNER, MYLES",2
06:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:35,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
05:12,"MISS JUMPER by GIBSON, ONELL",,,,,,,"MISS JUMPER by GIBSON, ONELL",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
05:02,,44,,72 (+28),"GOOD FT by BORN,LEO",SEWANEE 44-72 (+28),,"GOOD FT by BORN,LEO",2
05:02,,44,,73 (+29),"GOOD FT by BORN,LEO",SEWANEE 44-73 (+29),,"GOOD FT by BORN,LEO",2
04:57,"FOUL  by GIBSON, ONELL",,,,,,,"FOUL  by GIBSON, ONELL",2
04:44,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
04:44,"GOOD FT by TURNER, MYLES",45,,73 (+28),,EHCM 45-73 (+28),,"GOOD FT by TURNER, MYLES",2
04:44,"GOOD FT by TURNER, MYLES",46,,73 (+27),,EHCM 46-73 (+27),,"GOOD FT by TURNER, MYLES",2
04:25,,,,,"MISS JUMPER by BEVIACQUA,BRYAN",,,"MISS JUMPER by BEVIACQUA,BRYAN",2
--,"REBOUND DEF by MULLINS, TYLER",,,,,,,"REBOUND DEF by MULLINS, TYLER",2
04:13,"GOOD 3PTR by ANZENBERGER, KEVIN",49,,73 (+24),,EHCM 49-73 (+24),,"GOOD 3PTR by ANZENBERGER, KEVIN",2
--,"ASSIST  by TURNER, MYLES",,,,,,,"ASSIST  by TURNER, MYLES",2
04:01,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
03:53,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,"REBOUND DEF by SMITH, CHARLES",,,,,,,"REBOUND DEF by SMITH, CHARLES",2
03:40,,,,,"FOUL  by ARNOLD,ALEX",,,"FOUL  by ARNOLD,ALEX",2
03:40,"GOOD FT by MULLINS, TYLER",50,,73 (+23),,EHCM 50-73 (+23),,"GOOD FT by MULLINS, TYLER",2
03:40,"GOOD FT by MULLINS, TYLER",51,,73 (+22),,EHCM 51-73 (+22),,"GOOD FT by MULLINS, TYLER",2
03:17,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",,,"MISS 3PTR by BEVIACQUA,BRYAN",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
03:07,,51,,76 (+25),"GOOD 3PTR by TURNER,BYRON",SEWANEE 51-76 (+25),,"GOOD 3PTR by TURNER,BYRON",2
02:59,,,,,"FOUL  by MCKENZIE,JOHN",,,"FOUL  by MCKENZIE,JOHN",2
02:59,"GOOD FT by TURNER, MYLES",52,,76 (+24),,EHCM 52-76 (+24),,"GOOD FT by TURNER, MYLES",2
02:59,"GOOD FT by TURNER, MYLES",53,,76 (+23),,EHCM 53-76 (+23),,"GOOD FT by TURNER, MYLES",2
02:46,,53,,78 (+25),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 53-78 (+25),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
02:38,"MISS JUMPER by COOPER, AUSTIN",,,,,,,"MISS JUMPER by COOPER, AUSTIN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
02:16,,53,,81 (+28),"GOOD 3PTR by ARNOLD,ALEX",SEWANEE 53-81 (+28),,"GOOD 3PTR by ARNOLD,ALEX",2
--,,,,,"ASSIST  by MCKENZIE,JOHN",,,"ASSIST  by MCKENZIE,JOHN",2
01:57,"GOOD LAYUP by TURNER, MYLES(in the paint)",55,,81 (+26),,EHCM 55-81 (+26),,"GOOD LAYUP by TURNER, MYLES(in the paint)",2
01:46,,,,,"MISS LAYUP by ARNOLD,ALEX",,,"MISS LAYUP by ARNOLD,ALEX",2
01:46,"BLOCK  by SCHWARTZ, JORDAN",,,,,,,"BLOCK  by SCHWARTZ, JORDAN",2
--,"REBOUND DEF by COOPER, AUSTIN",,,,,,,"REBOUND DEF by COOPER, AUSTIN",2
--,,,,,"ASSIST  by HEATHERLY,GARRETT",,,"ASSIST  by HEATHERLY,GARRETT",2
01:37,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
01:37,"GOOD FT by COOPER, AUSTIN",56,,81 (+25),,EHCM 56-81 (+25),,"GOOD FT by COOPER, AUSTIN",2
01:37,"MISS FT by COOPER, AUSTIN",,,,,,,"MISS FT by COOPER, AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:37,"GOOD FT by TURNER, MYLES",57,,81 (+24),,EHCM 57-81 (+24),,"GOOD FT by TURNER, MYLES",2
01:19,"FOUL  by GIBSON, ONELL",,,,,,,"FOUL  by GIBSON, ONELL",2
01:19,,57,,82 (+25),"GOOD FT by TURNER,BYRON",SEWANEE 57-82 (+25),,"GOOD FT by TURNER,BYRON",2
01:19,,57,,83 (+26),"GOOD FT by TURNER,BYRON",SEWANEE 57-83 (+26),,"GOOD FT by TURNER,BYRON",2
01:10,"GOOD JUMPER by SCHWARTZ, JORDAN",59,,83 (+24),,EHCM 59-83 (+24),,"GOOD JUMPER by SCHWARTZ, JORDAN",2
--,"ASSIST  by GIBSON, ONELL",,,,,,,"ASSIST  by GIBSON, ONELL",2
00:56,,59,,85 (+26),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 59-85 (+26),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
00:46,,,,,"FOUL  by ARNOLD,ALEX",,,"FOUL  by ARNOLD,ALEX",2
00:46,"MISS FT by COOPER, AUSTIN",,,,,,,"MISS FT by COOPER, AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:32,,59,,87 (+28),"GOOD LAYUP by MCKENZIE,JOHN(in the paint)",SEWANEE 59-87 (+28),,"GOOD LAYUP by MCKENZIE,JOHN(in the paint)",2
--,,,,,"ASSIST  by HITCHCOCK,SHELDON",,,"ASSIST  by HITCHCOCK,SHELDON",2
00:27,"MISS 3PTR by LETT, KJ",,,,,,,"MISS 3PTR by LETT, KJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
