Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BERRY,Game Score,Team Indicator,Play,Period
15:12,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",1
14:49,,3,,8 (+5),"GOOD LAYUP by COSTAS,RILEY(in the paint)",BERRY 3-8 (-5),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",1
14:31,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",1
14:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
14:31,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",1
14:31,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
14:31,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
14:31,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
14:31,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
14:31,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
14:31,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",1
14:31,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",1
14:31,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",1
14:31,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",1
14:23,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",1
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",1
14:01,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",1
14:01,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",1
13:50,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",1
13:26,,3,,11 (+8),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 3-11 (-8),,"GOOD 3PTR by JOHNSON,MICHAEL",1
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",1
13:10,"GOOD 3PTR by PARKS,JACKSON",6,,11 (+5),,HENDRIX 6-11 (-5),,"GOOD 3PTR by PARKS,JACKSON",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
12:48,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
12:36,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",8,,11 (+3),,HENDRIX 8-11 (-3),,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",1
12:36,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",1
12:36,"GOOD FT by JOHNSON,DAMECKO",9,,11 (+2),,HENDRIX 9-11 (-2),,"GOOD FT by JOHNSON,DAMECKO",1
12:28,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
12:28,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",1
12:28,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
12:28,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
12:17,,9,,14 (+5),"GOOD 3PTR by MBENOUN,ROB",BERRY 9-14 (-5),,"GOOD 3PTR by MBENOUN,ROB",1
12:06,"SUB IN by II,CRAIG COLLIER",,,,,,,"SUB IN by II,CRAIG COLLIER",1
12:06,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",1
12:06,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",1
12:06,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
12:00,"MISS JUMPER by PARKS,JACKSON",,,,,,,"MISS JUMPER by PARKS,JACKSON",1
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",1
11:37,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",1
11:37,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",1
11:36,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",1
11:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:21,"GOOD LAYUP by CONRAD,ALEX(in the paint)",11,,14 (+3),,HENDRIX 11-14 (-3),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
11:21,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",1
11:21,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",1
11:21,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
11:21,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
11:09,,11,,16 (+5),"GOOD LAYUP by COSTAS,RILEY(in the paint)",BERRY 11-16 (-5),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",1
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",1
10:55,"MISS JUMPER by JOHNSON,DAMECKO",,,,,,,"MISS JUMPER by JOHNSON,DAMECKO",1
10:55,,,,,"BLOCK  by ELLIS,CHASE",,,"BLOCK  by ELLIS,CHASE",1
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",1
10:44,,11,,18 (+7),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 11-18 (-7),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
10:28,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",1
10:28,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
10:14,,,,,"MISS JUMPER by MBENOUN,ROB",,,"MISS JUMPER by MBENOUN,ROB",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
09:48,"GOOD JUMPER by II,CRAIG COLLIER",13,,18 (+5),,HENDRIX 13-18 (-5),,"GOOD JUMPER by II,CRAIG COLLIER",1
09:35,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
09:35,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
09:35,"SUB OUT by JOHNSON,DAMECKO",,,,,,,"SUB OUT by JOHNSON,DAMECKO",1
09:35,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
09:21,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",1
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",1
09:21,"BLOCK  by PHILLIP,ADAM",,,,,,,"BLOCK  by PHILLIP,ADAM",1
09:04,,13,,20 (+7),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",BERRY 13-20 (-7),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",1
09:01,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",1
09:01,,,,,"SUB OUT by MBENOUN,ROB",,,"SUB OUT by MBENOUN,ROB",1
08:50,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",1
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",1
08:46,"GOOD LAYUP by STANLEY,SETH(in the paint)",15,,20 (+5),,HENDRIX 15-20 (-5),,"GOOD LAYUP by STANLEY,SETH(in the paint)",1
08:23,,15,,22 (+7),"GOOD JUMPER by JOHNSON,MICAH(in the paint)",BERRY 15-22 (-7),,"GOOD JUMPER by JOHNSON,MICAH(in the paint)",1
08:09,"MISS JUMPER by II,CRAIG COLLIER",,,,,,,"MISS JUMPER by II,CRAIG COLLIER",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
08:01,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",1
08:01,"STEAL  by II,CRAIG COLLIER",,,,,,,"STEAL  by II,CRAIG COLLIER",1
07:56,"GOOD LAYUP by II,CRAIG COLLIER(fastbreak)(in the paint)",17,,22 (+5),,HENDRIX 17-22 (-5),,"GOOD LAYUP by II,CRAIG COLLIER(fastbreak)(in the paint)",1
07:26,,17,,24 (+7),"GOOD JUMPER by ELLIS,CHASE",BERRY 17-24 (-7),,"GOOD JUMPER by ELLIS,CHASE",1
07:10,"MISS JUMPER by II,CRAIG COLLIER",,,,,,,"MISS JUMPER by II,CRAIG COLLIER",1
07:10,,,,,"BLOCK  by ELLIS,CHASE",,,"BLOCK  by ELLIS,CHASE",1
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",1
07:00,,17,,26 (+9),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 17-26 (-9),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
--,,,,,"ASSIST  by ESTES,DJ",,,"ASSIST  by ESTES,DJ",1
06:37,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
06:37,,,,,"STEAL  by ELLIS,CHASE",,,"STEAL  by ELLIS,CHASE",1
06:30,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
06:20,"TURNOVER  by II,CRAIG COLLIER",,,,,,,"TURNOVER  by II,CRAIG COLLIER",1
06:20,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",1
06:00,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND DEF by II,CRAIG COLLIER",,,,,,,"REBOUND DEF by II,CRAIG COLLIER",1
05:52,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",1
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",1
05:36,,17,,28 (+11),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",BERRY 17-28 (-11),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",1
05:36,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
05:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
05:36,,17,,29 (+12),"GOOD FT by JOHNSON,MICAH",BERRY 17-29 (-12),,"GOOD FT by JOHNSON,MICAH",1
05:36,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
05:36,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
05:36,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",1
05:36,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
05:36,"SUB OUT by II,CRAIG COLLIER",,,,,,,"SUB OUT by II,CRAIG COLLIER",1
05:36,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
05:36,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",1
05:36,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
05:36,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
05:36,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",1
05:36,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",1
05:36,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",1
05:36,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
05:36,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",1
05:36,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
05:36,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",1
05:23,,,,,"FOUL  by CLARK,BRYCE",,,"FOUL  by CLARK,BRYCE",1
05:22,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
05:06,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:44,,,,,"FOUL  by JOHNSON,MICHAEL",,,"FOUL  by JOHNSON,MICHAEL",1
04:44,"GOOD FT by STANLEY,SETH",18,,29 (+11),,HENDRIX 18-29 (-11),,"GOOD FT by STANLEY,SETH",1
04:44,"GOOD FT by STANLEY,SETH",19,,29 (+10),,HENDRIX 19-29 (-10),,"GOOD FT by STANLEY,SETH",1
04:38,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",1
04:38,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",1
04:35,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",1
04:35,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",1
04:35,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",1
04:20,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
04:06,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",1
04:06,"STEAL  by FITCH,CARL",,,,,,,"STEAL  by FITCH,CARL",1
04:02,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
04:02,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
03:50,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
03:50,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
03:46,,19,,32 (+13),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 19-32 (-13),,"GOOD 3PTR by JOHNSON,MICHAEL",1
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",1
03:30,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
03:30,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
03:29,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
03:29,,,,,"STEAL  by JOHNSON,MICAH",,,"STEAL  by JOHNSON,MICAH",1
03:19,,19,,34 (+15),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",BERRY 19-34 (-15),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,,,,,"ASSIST  by JOHNSON,MICAH",,,"ASSIST  by JOHNSON,MICAH",1
02:50,"MISS 3PTR by DEITHLOFF,TYLER",,,,,,,"MISS 3PTR by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
02:31,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",1
02:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:31,,19,,35 (+16),"GOOD FT by JOHNSON,MICHAEL",BERRY 19-35 (-16),,"GOOD FT by JOHNSON,MICHAEL",1
02:31,,19,,36 (+17),"GOOD FT by JOHNSON,MICHAEL",BERRY 19-36 (-17),,"GOOD FT by JOHNSON,MICHAEL",1
02:31,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
02:31,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",1
02:07,"GOOD LAYUP by FITCH,CARL(in the paint)",21,,36 (+15),,HENDRIX 21-36 (-15),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
01:42,,21,,39 (+18),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 21-39 (-18),,"GOOD 3PTR by JOHNSON,MICHAEL",1
01:26,"GOOD 3PTR by STANLEY,SETH",24,,39 (+15),,HENDRIX 24-39 (-15),,"GOOD 3PTR by STANLEY,SETH",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
01:07,,,,,"MISS 3PTR by JOHNSON,MICAH",,,"MISS 3PTR by JOHNSON,MICAH",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
00:55,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
00:55,,,,,"STEAL  by JOHNSON,MICAH",,,"STEAL  by JOHNSON,MICAH",1
00:50,,24,,42 (+18),"GOOD 3PTR by JONES,DREW(fastbreak)",BERRY 24-42 (-18),,"GOOD 3PTR by JONES,DREW(fastbreak)",1
00:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:46,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",1
00:46,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",1
00:46,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
00:46,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",1
00:30,,,,,"FOUL  by KRUEGER,JORDAN",,,"FOUL  by KRUEGER,JORDAN",1
00:30,"GOOD FT by STANLEY,SETH",25,,42 (+17),,HENDRIX 25-42 (-17),,"GOOD FT by STANLEY,SETH",1
00:30,"GOOD FT by STANLEY,SETH",26,,42 (+16),,HENDRIX 26-42 (-16),,"GOOD FT by STANLEY,SETH",1
00:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:30,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
00:30,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
00:30,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",1
00:30,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
00:04,,26,,44 (+18),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 26-44 (-18),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
19:47,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
19:34,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
19:05,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
19:05,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",2
19:05,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
19:05,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
18:33,"MISS LAYUP by II,ROD CUMMINGS",,,,,,,"MISS LAYUP by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
18:18,,,,,"MISS 3PTR by JOHNSON,MICAH",,,"MISS 3PTR by JOHNSON,MICAH",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
18:02,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
17:50,,,,,"MISS LAYUP by JONES,DREW",,,"MISS LAYUP by JONES,DREW",2
17:50,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,"REBOUND DEF by II,ROD CUMMINGS",,,,,,,"REBOUND DEF by II,ROD CUMMINGS",2
17:34,"MISS 3PTR by II,ROD CUMMINGS",,,,,,,"MISS 3PTR by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
17:31,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",2
17:18,,,,,"MISS 3PTR by COSTAS,RILEY",,,"MISS 3PTR by COSTAS,RILEY",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
17:10,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
17:01,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
