Time Remaining,BRESCIA,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
00:22,"TURNOVER  by MORRIS,AUSTIN",,,,,,,"TURNOVER  by MORRIS,AUSTIN",2
00:21,"FOUL  by WILGUS,KYLE",,,,,,,"FOUL  by WILGUS,KYLE",2
00:21,,53,,64 (+11),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 53-64 (+11),,"GOOD FT by TAYLOR,CHRIS",2
00:21,,53,,65 (+12),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 53-65 (+12),,"GOOD FT by TAYLOR,CHRIS",2
00:16,"GOOD LAYUP by LANGLEY,JERMAIN(in the paint)",55,,65 (+10),,BRESCIA 55-65 (+10),,"GOOD LAYUP by LANGLEY,JERMAIN(in the paint)",2
00:11,"FOUL  by HALCOMB,TROY",,,,,,,"FOUL  by HALCOMB,TROY",2
00:11,,55,,66 (+11),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 55-66 (+11),,"GOOD FT by TAYLOR,CHRIS",2
00:11,,55,,67 (+12),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 55-67 (+12),,"GOOD FT by TAYLOR,CHRIS",2
00:11,,,,,"SUB IN by CAHALL,CALVIN",,,"SUB IN by CAHALL,CALVIN",2
00:11,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
00:11,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
00:11,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
00:08,"GOOD 3PTR by WILGUS,KYLE",58,,67 (+9),,BRESCIA 58-67 (+9),,"GOOD 3PTR by WILGUS,KYLE",2
--,"ASSIST  by LANGLEY,JERMAIN",,,,,,,"ASSIST  by LANGLEY,JERMAIN",2
