Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,KALAMAZO,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by VINCENT,JEREMIAH",,,"REBOUND OFF by VINCENT,JEREMIAH",1
16:55,,4,,6 (+2),"GOOD LAYUP by OLLIE,BASS(in the paint)",KALAMAZO 4-6 (-2),,"GOOD LAYUP by OLLIE,BASS(in the paint)",1
16:34,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
16:30,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
16:30,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
16:16,,4,,8 (+4),"GOOD JUMPER by BLYLY,TANNER",KALAMAZO 4-8 (-4),,"GOOD JUMPER by BLYLY,TANNER",1
16:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
16:14,,,,,"SUB IN by THOMPSON,DRAKE",,,"SUB IN by THOMPSON,DRAKE",1
16:14,,,,,"SUB OUT by HAMANN,MERRITT",,,"SUB OUT by HAMANN,MERRITT",1
15:57,"GOOD 3PTR by WALKER,ART",7,,8 (+1),,CENTRE 7-8 (-1),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
15:45,,,,,"TURNOVER  by HUMES,TRE",,,"TURNOVER  by HUMES,TRE",1
15:43,"STEAL  by PURVIS,KC",,,,,,,"STEAL  by PURVIS,KC",1
15:32,,,,,"FOUL  by HUMES,TRE",,,"FOUL  by HUMES,TRE",1
15:32,,,,,"SUB IN by SHECKELL,DREW",,,"SUB IN by SHECKELL,DREW",1
15:32,,,,,"SUB IN by WARD,MARTY",,,"SUB IN by WARD,MARTY",1
15:32,,,,,"SUB OUT by OLLIE,BASS",,,"SUB OUT by OLLIE,BASS",1
15:32,,,,,"SUB OUT by HUMES,TRE",,,"SUB OUT by HUMES,TRE",1
15:19,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",1
--,,,,,"REBOUND DEF by VINCENT,JEREMIAH",,,"REBOUND DEF by VINCENT,JEREMIAH",1
15:07,,,,,"MISS 3PTR by VINCENT,JEREMIAH",,,"MISS 3PTR by VINCENT,JEREMIAH",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
14:53,"GOOD LAYUP by AYERS,PERRY(in the paint)",9 (+1),,8,,CENTRE 9-8 (+1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1
14:34,,,,,"MISS 3PTR by WARD,MARTY",,,"MISS 3PTR by WARD,MARTY",1
--,,,,,"REBOUND OFF by SHECKELL,DREW",,,"REBOUND OFF by SHECKELL,DREW",1
14:29,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",1
14:29,,9,,9,"GOOD FT by SHECKELL,DREW",KALAMAZO 9-9 (0),,"GOOD FT by SHECKELL,DREW",1
14:29,,,,,"MISS FT by SHECKELL,DREW",,,"MISS FT by SHECKELL,DREW",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
14:29,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
14:29,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
14:29,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",1
14:29,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
14:29,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
14:29,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
14:29,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
14:29,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
14:14,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by WARD,MARTY",,,"REBOUND DEF by WARD,MARTY",1
13:52,,9,,11 (+2),"GOOD LAYUP by BLYLY,TANNER(in the paint)",KALAMAZO 9-11 (-2),,"GOOD LAYUP by BLYLY,TANNER(in the paint)",1
13:24,"MISS LAYUP by PURVIS,KC",,,,,,,"MISS LAYUP by PURVIS,KC",1
13:24,,,,,"BLOCK  by THOMPSON,DRAKE",,,"BLOCK  by THOMPSON,DRAKE",1
--,,,,,"REBOUND DEF by VINCENT,JEREMIAH",,,"REBOUND DEF by VINCENT,JEREMIAH",1
13:12,,,,,"MISS 3PTR by VINCENT,JEREMIAH",,,"MISS 3PTR by VINCENT,JEREMIAH",1
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",1
12:59,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
12:59,,,,,"SUB IN by SMITH,JARNARD",,,"SUB IN by SMITH,JARNARD",1
12:59,,,,,"SUB IN by COOK,THOMAS",,,"SUB IN by COOK,THOMAS",1
12:59,,,,,"SUB IN by HAMANN,MERRITT",,,"SUB IN by HAMANN,MERRITT",1
12:59,,,,,"SUB OUT by THOMPSON,DRAKE",,,"SUB OUT by THOMPSON,DRAKE",1
12:59,,,,,"SUB OUT by BLYLY,TANNER",,,"SUB OUT by BLYLY,TANNER",1
12:59,,,,,"SUB OUT by VINCENT,JEREMIAH",,,"SUB OUT by VINCENT,JEREMIAH",1
12:47,,,,,"MISS 3PTR by COOK,THOMAS",,,"MISS 3PTR by COOK,THOMAS",1
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",1
12:26,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
12:25,,,,,"STEAL  by SMITH,JARNARD",,,"STEAL  by SMITH,JARNARD",1
12:23,,9,,13 (+4),"GOOD LAYUP by SMITH,JARNARD(in the paint)",KALAMAZO 9-13 (-4),,"GOOD LAYUP by SMITH,JARNARD(in the paint)",1
11:55,"MISS 3PTR by BROWNLEY,HOGAN",,,,,,,"MISS 3PTR by BROWNLEY,HOGAN",1
--,,,,,"REBOUND DEF by SHECKELL,DREW",,,"REBOUND DEF by SHECKELL,DREW",1
11:35,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
11:35,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
11:29,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
11:22,,,,,"MISS JUMPER by SHECKELL,DREW",,,"MISS JUMPER by SHECKELL,DREW",1
--,,,,,"REBOUND OFF by SHECKELL,DREW",,,"REBOUND OFF by SHECKELL,DREW",1
11:15,,,,,"MISS JUMPER by SHECKELL,DREW",,,"MISS JUMPER by SHECKELL,DREW",1
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",1
11:04,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",11,,13 (+2),,CENTRE 11-13 (-2),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
10:45,,,,,"MISS 3PTR by WARD,MARTY",,,"MISS 3PTR by WARD,MARTY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
10:41,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
10:41,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
10:41,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
10:41,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
10:41,"SUB OUT by BROWNLEY,HOGAN",,,,,,,"SUB OUT by BROWNLEY,HOGAN",1
10:41,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
10:41,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
10:41,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
10:41,,,,,"SUB IN by BLYLY,TANNER",,,"SUB IN by BLYLY,TANNER",1
10:41,,,,,"SUB IN by VINCENT,JEREMIAH",,,"SUB IN by VINCENT,JEREMIAH",1
10:41,,,,,"SUB IN by OLLIE,BASS",,,"SUB IN by OLLIE,BASS",1
10:41,,,,,"SUB IN by HUMES,TRE",,,"SUB IN by HUMES,TRE",1
10:41,,,,,"SUB OUT by COOK,THOMAS",,,"SUB OUT by COOK,THOMAS",1
10:41,,,,,"SUB OUT by SHECKELL,DREW",,,"SUB OUT by SHECKELL,DREW",1
10:41,,,,,"SUB OUT by WARD,MARTY",,,"SUB OUT by WARD,MARTY",1
10:41,,,,,"SUB OUT by SMITH,JARNARD",,,"SUB OUT by SMITH,JARNARD",1
10:22,"MISS JUMPER by SPITZER,JAKOB",,,,,,,"MISS JUMPER by SPITZER,JAKOB",1
--,,,,,"REBOUND DEF by HUMES,TRE",,,"REBOUND DEF by HUMES,TRE",1
10:07,,,,,"MISS 3PTR by OLLIE,BASS",,,"MISS 3PTR by OLLIE,BASS",1
--,,,,,"REBOUND OFF by BLYLY,TANNER",,,"REBOUND OFF by BLYLY,TANNER",1
09:55,,11,,15 (+4),"GOOD LAYUP by VINCENT,JEREMIAH(in the paint)",KALAMAZO 11-15 (-4),,"GOOD LAYUP by VINCENT,JEREMIAH(in the paint)",1
09:20,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
09:13,,,,,"MISS 3PTR by HUMES,TRE",,,"MISS 3PTR by HUMES,TRE",1
--,,,,,"REBOUND OFF by OLLIE,BASS",,,"REBOUND OFF by OLLIE,BASS",1
09:09,,,,,"MISS JUMPER by VINCENT,JEREMIAH",,,"MISS JUMPER by VINCENT,JEREMIAH",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:05,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
09:05,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
09:03,,,,,"MISS JUMPER by HUMES,TRE",,,"MISS JUMPER by HUMES,TRE",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
08:52,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",1
08:41,,,,,"TURNOVER  by OLLIE,BASS",,,"TURNOVER  by OLLIE,BASS",1
08:41,,,,,"SUB IN by THOMPSON,DRAKE",,,"SUB IN by THOMPSON,DRAKE",1
08:41,,,,,"SUB OUT by HAMANN,MERRITT",,,"SUB OUT by HAMANN,MERRITT",1
08:27,"GOOD LAYUP by BATES,JACOB(in the paint)",13,,15 (+2),,CENTRE 13-15 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
08:22,,,,,"FOUL  by BLYLY,TANNER",,,"FOUL  by BLYLY,TANNER",1
08:22,"GOOD FT by BATES,JACOB",14,,15 (+1),,CENTRE 14-15 (-1),,"GOOD FT by BATES,JACOB",1
08:08,,,,,"MISS 3PTR by OLLIE,BASS",,,"MISS 3PTR by OLLIE,BASS",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
07:54,"GOOD JUMPER by WALKER,ART",16 (+1),,15,,CENTRE 16-15 (+1),,"GOOD JUMPER by WALKER,ART",1
07:39,,,,,"MISS JUMPER by VINCENT,JEREMIAH",,,"MISS JUMPER by VINCENT,JEREMIAH",1
07:39,"BLOCK  by BATES,JACOB",,,,,,,"BLOCK  by BATES,JACOB",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
07:26,"TURNOVER  by WALKER,ART",,,,,,,"TURNOVER  by WALKER,ART",1
07:26,,,,,"SUB IN by SMITH,JARNARD",,,"SUB IN by SMITH,JARNARD",1
07:26,,,,,"SUB IN by SHECKELL,DREW",,,"SUB IN by SHECKELL,DREW",1
07:26,,,,,"SUB OUT by OLLIE,BASS",,,"SUB OUT by OLLIE,BASS",1
07:26,,,,,"SUB OUT by HUMES,TRE",,,"SUB OUT by HUMES,TRE",1
07:12,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
07:12,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
07:12,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
07:12,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
07:11,,16,,18 (+2),"GOOD 3PTR by SMITH,JARNARD",KALAMAZO 16-18 (-2),,"GOOD 3PTR by SMITH,JARNARD",1
07:10,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",1
07:10,,,,,"STEAL  by SHECKELL,DREW",,,"STEAL  by SHECKELL,DREW",1
06:45,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
06:45,,,,,"MISS FT by SMITH,JARNARD",,,"MISS FT by SMITH,JARNARD",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:45,,16,,19 (+3),"GOOD FT by SMITH,JARNARD",KALAMAZO 16-19 (-3),,"GOOD FT by SMITH,JARNARD",1
06:45,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
06:45,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
06:45,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
06:45,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
06:23,"GOOD 3PTR by GRIFFIN,JAROD",19,,19,,CENTRE 19-19 (0),,"GOOD 3PTR by GRIFFIN,JAROD",1
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",1
06:05,,,,,"MISS LAYUP by BLYLY,TANNER",,,"MISS LAYUP by BLYLY,TANNER",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
05:57,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",1
--,,,,,"REBOUND DEF by BLYLY,TANNER",,,"REBOUND DEF by BLYLY,TANNER",1
05:46,,,,,"TURNOVER  by BLYLY,TANNER",,,"TURNOVER  by BLYLY,TANNER",1
05:46,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",1
05:41,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
05:41,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
05:41,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
05:41,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
05:41,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
05:41,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
05:32,,,,,"MISS 3PTR by SMITH,JARNARD",,,"MISS 3PTR by SMITH,JARNARD",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
05:22,,,,,"FOUL  by SMITH,JARNARD",,,"FOUL  by SMITH,JARNARD",1
05:10,"GOOD 3PTR by GERALD,DUSTIN",22 (+3),,19,,CENTRE 22-19 (+3),,"GOOD 3PTR by GERALD,DUSTIN",1
--,"ASSIST  by PURVIS,KC",,,,,,,"ASSIST  by PURVIS,KC",1
04:45,,,,,"MISS LAYUP by BLYLY,TANNER",,,"MISS LAYUP by BLYLY,TANNER",1
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",1
04:42,,,,,"SUB IN by HAMANN,MERRITT",,,"SUB IN by HAMANN,MERRITT",1
04:42,,,,,"SUB IN by OLLIE,BASS",,,"SUB IN by OLLIE,BASS",1
04:42,,,,,"SUB IN by WARD,MARTY",,,"SUB IN by WARD,MARTY",1
04:42,,,,,"SUB OUT by THOMPSON,DRAKE",,,"SUB OUT by THOMPSON,DRAKE",1
04:42,,,,,"SUB OUT by SHECKELL,DREW",,,"SUB OUT by SHECKELL,DREW",1
04:42,,,,,"SUB OUT by SMITH,JARNARD",,,"SUB OUT by SMITH,JARNARD",1
04:17,"GOOD JUMPER by RAKES,BAILEY",24 (+5),,19,,CENTRE 24-19 (+5),,"GOOD JUMPER by RAKES,BAILEY",1
04:06,,,,,"MISS 3PTR by VINCENT,JEREMIAH",,,"MISS 3PTR by VINCENT,JEREMIAH",1
--,,,,,"REBOUND OFF by WARD,MARTY",,,"REBOUND OFF by WARD,MARTY",1
04:00,,,,,"MISS 3PTR by BLYLY,TANNER",,,"MISS 3PTR by BLYLY,TANNER",1
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",1
03:33,"GOOD 3PTR by RAKES,BAILEY",27 (+8),,19,,CENTRE 27-19 (+8),,"GOOD 3PTR by RAKES,BAILEY",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
03:13,,,,,"MISS JUMPER by OLLIE,BASS",,,"MISS JUMPER by OLLIE,BASS",1
--,,,,,"REBOUND OFF by OLLIE,BASS",,,"REBOUND OFF by OLLIE,BASS",1
03:07,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
03:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:03,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
03:03,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
02:52,,,,,"MISS JUMPER by HAMANN,MERRITT",,,"MISS JUMPER by HAMANN,MERRITT",1
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",1
02:23,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",1
02:12,,,,,"FOUL  by VINCENT,JEREMIAH",,,"FOUL  by VINCENT,JEREMIAH",1
02:12,,,,,"TURNOVER  by VINCENT,JEREMIAH",,,"TURNOVER  by VINCENT,JEREMIAH",1
02:12,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
02:12,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
02:12,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
02:12,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
02:04,"MISS LAYUP by RAKES,BAILEY",,,,,,,"MISS LAYUP by RAKES,BAILEY",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:43,,,,,"MISS 3PTR by HAMANN,MERRITT",,,"MISS 3PTR by HAMANN,MERRITT",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
01:33,"GOOD 3PTR by WALKER,ART",30 (+11),,19,,CENTRE 30-19 (+11),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",1
01:12,,30 (+9),,21,"GOOD JUMPER by HAMANN,MERRITT",KALAMAZO 30-21 (+9),,"GOOD JUMPER by HAMANN,MERRITT",1
00:49,"GOOD 3PTR by WALKER,ART",33 (+12),,21,,CENTRE 33-21 (+12),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",1
00:38,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",1
00:38,,33 (+11),,22,"GOOD FT by BLYLY,TANNER",KALAMAZO 33-22 (+11),,"GOOD FT by BLYLY,TANNER",1
00:38,,,,,"MISS FT by BLYLY,TANNER",,,"MISS FT by BLYLY,TANNER",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
00:38,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
00:38,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
00:10,"GOOD JUMPER by RAKES,BAILEY(in the paint)",35 (+13),,22,,CENTRE 35-22 (+13),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",1
00:02,,,,,"MISS LAYUP by BLYLY,TANNER",,,"MISS LAYUP by BLYLY,TANNER",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
19:58,,,,,"MISS 3PTR by OLLIE,BASS",,,"MISS 3PTR by OLLIE,BASS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
19:40,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",2
19:31,,35 (+11),,24,"GOOD JUMPER by OLLIE,BASS",KALAMAZO 35-24 (+11),,"GOOD JUMPER by OLLIE,BASS",2
19:17,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
--,,,,,"REBOUND DEF by HUMES,TRE",,,"REBOUND DEF by HUMES,TRE",2
19:05,,,,,"MISS 3PTR by VINCENT,JEREMIAH",,,"MISS 3PTR by VINCENT,JEREMIAH",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
18:41,"GOOD JUMPER by AYERS,PERRY(in the paint)",37 (+13),,24,,CENTRE 37-24 (+13),,"GOOD JUMPER by AYERS,PERRY(in the paint)",2
18:32,,37 (+10),,27,"GOOD 3PTR by HUMES,TRE",KALAMAZO 37-27 (+10),,"GOOD 3PTR by HUMES,TRE",2
--,,,,,"ASSIST  by BLYLY,TANNER",,,"ASSIST  by BLYLY,TANNER",2
18:08,,,,,"FOUL  by HUMES,TRE",,,"FOUL  by HUMES,TRE",2
18:08,"MISS FT by RAKES,BAILEY",,,,,,,"MISS FT by RAKES,BAILEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:08,"GOOD FT by RAKES,BAILEY",38 (+11),,27,,CENTRE 38-27 (+11),,"GOOD FT by RAKES,BAILEY",2
17:46,,,,,"TURNOVER  by BLYLY,TANNER",,,"TURNOVER  by BLYLY,TANNER",2
17:45,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",2
17:44,"GOOD LAYUP by AYERS,PERRY(in the paint)",40 (+13),,27,,CENTRE 40-27 (+13),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
17:30,,,,,"MISS 3PTR by HUMES,TRE",,,"MISS 3PTR by HUMES,TRE",2
--,,,,,"REBOUND OFF by VINCENT,JEREMIAH",,,"REBOUND OFF by VINCENT,JEREMIAH",2
17:24,,,,,"MISS JUMPER by HUMES,TRE",,,"MISS JUMPER by HUMES,TRE",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
17:12,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",2
17:01,,40 (+11),,29,"GOOD LAYUP by BLYLY,TANNER(in the paint)",KALAMAZO 40-29 (+11),,"GOOD LAYUP by BLYLY,TANNER(in the paint)",2
17:00,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
17:00,,40 (+10),,30,"GOOD FT by BLYLY,TANNER",KALAMAZO 40-30 (+10),,"GOOD FT by BLYLY,TANNER",2
17:00,,,,,"SUB IN by WARD,MARTY",,,"SUB IN by WARD,MARTY",2
17:00,,,,,"SUB IN by SHECKELL,DREW",,,"SUB IN by SHECKELL,DREW",2
17:00,,,,,"SUB OUT by OLLIE,BASS",,,"SUB OUT by OLLIE,BASS",2
