Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
14:08,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
14:08,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
14:08,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
14:08,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
14:08,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
14:08,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
14:08,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:06,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
13:51,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
13:43,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:34,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
13:34,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
13:33,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
13:06,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",44 (+14),,30,,CENTRE-M 44-30 (+14),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",2
12:43,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
12:43,,44 (+13),,31,"GOOD FT by COMAN,SEAN",HENDRIX 44-31 (+13),,"GOOD FT by COMAN,SEAN",2
12:43,,44 (+12),,32,"GOOD FT by COMAN,SEAN",HENDRIX 44-32 (+12),,"GOOD FT by COMAN,SEAN",2
12:40,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
12:40,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
12:40,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
12:40,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
12:40,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
12:32,,,,,"MISS 3PTR by FITCH,CARL",,,"MISS 3PTR by FITCH,CARL",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
12:12,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
12:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:31,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
11:31,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
11:31,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
11:31,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
11:22,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by RIDING,JAKE",,,"REBOUND DEF by RIDING,JAKE",2
11:06,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
10:56,"GOOD JUMPER by WALKER,ART(in the paint)",46 (+14),,32,,CENTRE-M 46-32 (+14),,"GOOD JUMPER by WALKER,ART(in the paint)",2
10:36,,,,,"MISS JUMPER by LINK,JACOB",,,"MISS JUMPER by LINK,JACOB",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
10:33,,,,,"MISS JUMPER by LINK,JACOB",,,"MISS JUMPER by LINK,JACOB",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
10:30,"FOUL TECH by GERALD,DUSTIN",,,,,,,"FOUL TECH by GERALD,DUSTIN",2
10:30,"GOOD FT by SINE,TUCKER",47 (+15),,32,,CENTRE-M 47-32 (+15),,"GOOD FT by SINE,TUCKER",2
10:30,"MISS FT by SINE,TUCKER",,,,,,,"MISS FT by SINE,TUCKER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:30,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
10:30,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
10:30,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
10:30,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
10:25,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
10:15,,,,,"TURNOVER  by ROUSE,TREY",,,"TURNOVER  by ROUSE,TREY",2
10:14,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",2
09:42,"GOOD JUMPER by BATES,JACOB",49 (+17),,32,,CENTRE-M 49-32 (+17),,"GOOD JUMPER by BATES,JACOB",2
09:25,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
09:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:19,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
09:13,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",2
08:37,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
08:37,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
08:37,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:37,"GOOD FT by BATES,JACOB",50 (+18),,32,,CENTRE-M 50-32 (+18),,"GOOD FT by BATES,JACOB",2
08:24,,50 (+16),,34,"GOOD JUMPER by RIDING,JAKE(in the paint)",HENDRIX 50-34 (+16),,"GOOD JUMPER by RIDING,JAKE(in the paint)",2
08:04,"GOOD JUMPER by RAKES,BAILEY",52 (+18),,34,,CENTRE-M 52-34 (+18),,"GOOD JUMPER by RAKES,BAILEY",2
07:43,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
07:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:43,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
07:43,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
07:43,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
07:43,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
07:43,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
07:43,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
07:43,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
07:23,,,,,"FOUL  by RIDING,JAKE",,,"FOUL  by RIDING,JAKE",2
07:23,"MISS FT by WALKER,ART",,,,,,,"MISS FT by WALKER,ART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:23,"GOOD FT by WALKER,ART",53 (+19),,34,,CENTRE-M 53-34 (+19),,"GOOD FT by WALKER,ART",2
07:16,,53 (+17),,36,"GOOD JUMPER by ROUSE,TREY",HENDRIX 53-36 (+17),,"GOOD JUMPER by ROUSE,TREY",2
06:34,"GOOD JUMPER by AYERS,PERRY",55 (+19),,36,,CENTRE-M 55-36 (+19),,"GOOD JUMPER by AYERS,PERRY",2
05:57,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
05:45,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
05:35,,,,,"MISS JUMPER by RIDING,JAKE",,,"MISS JUMPER by RIDING,JAKE",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
05:14,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
05:14,,,,,"MISS JUMPER by ROUSE,TREY",,,"MISS JUMPER by ROUSE,TREY",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
04:54,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
04:32,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
04:08,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",2
04:07,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
04:05,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
04:05,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:05,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
04:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:05,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
04:05,"SUB IN by TERRY,CHRISTIAN",,,,,,,"SUB IN by TERRY,CHRISTIAN",2
04:05,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
04:05,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
04:05,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
04:05,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
04:05,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
03:40,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
03:40,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",2
03:35,"GOOD JUMPER by AYERS,PERRY",57 (+21),,36,,CENTRE-M 57-36 (+21),,"GOOD JUMPER by AYERS,PERRY",2
03:29,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
03:29,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
03:24,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
03:21,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",2
03:01,"GOOD 3PTR by WALKER,ART",60 (+24),,36,,CENTRE-M 60-36 (+24),,"GOOD 3PTR by WALKER,ART",2
02:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:58,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
02:58,"SUB IN by JACKSON,BRAYDEN",,,,,,,"SUB IN by JACKSON,BRAYDEN",2
02:58,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
02:58,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
02:58,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
02:58,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
02:58,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
02:58,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
02:58,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
02:58,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",2
02:58,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
02:58,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
02:58,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
02:40,,,,,"SUB IN by PRINS,ZACHARY",,,"SUB IN by PRINS,ZACHARY",2
02:40,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
02:40,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
02:40,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
02:33,,60 (+21),,39,"GOOD 3PTR by JOHNSON,DAMECKO",HENDRIX 60-39 (+21),,"GOOD 3PTR by JOHNSON,DAMECKO",2
02:20,"GOOD JUMPER by BROWNLEY,HOGAN(in the paint)",62 (+23),,39,,CENTRE-M 62-39 (+23),,"GOOD JUMPER by BROWNLEY,HOGAN(in the paint)",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
02:08,,62 (+20),,42,"GOOD 3PTR by ROUSE,TREY",HENDRIX 62-42 (+20),,"GOOD 3PTR by ROUSE,TREY",2
01:54,"TURNOVER  by TERRY,CHRISTIAN",,,,,,,"TURNOVER  by TERRY,CHRISTIAN",2
01:52,,,,,"STEAL  by ROUSE,TREY",,,"STEAL  by ROUSE,TREY",2
01:50,,62 (+18),,44,"GOOD LAYUP by ROUSE,TREY(fastbreak)(in the paint)",HENDRIX 62-44 (+18),,"GOOD LAYUP by ROUSE,TREY(fastbreak)(in the paint)",2
01:50,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
01:50,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
01:45,"FOUL  by TERRY,CHRISTIAN",,,,,,,"FOUL  by TERRY,CHRISTIAN",2
01:24,,,,,"MISS 3PTR by PRINS,ZACHARY",,,"MISS 3PTR by PRINS,ZACHARY",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
01:08,"MISS JUMPER by TERRY,CHRISTIAN",,,,,,,"MISS JUMPER by TERRY,CHRISTIAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:05,,,,,"SUB IN by MAXWELL,PEYTON",,,"SUB IN by MAXWELL,PEYTON",2
01:05,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
00:50,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",2
00:43,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",2
00:40,,,,,"STEAL  by JOHNSON,DAMECKO",,,"STEAL  by JOHNSON,DAMECKO",2
00:39,,62 (+16),,46,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",HENDRIX 62-46 (+16),,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",2
00:23,"MISS 3PTR by JACKSON,BRAYDEN",,,,,,,"MISS 3PTR by JACKSON,BRAYDEN",2
--,,,,,"REBOUND DEF by PHILLIP,ADAM",,,"REBOUND DEF by PHILLIP,ADAM",2
00:11,,62 (+13),,49,"GOOD 3PTR by MAXWELL,PEYTON",HENDRIX 62-49 (+13),,"GOOD 3PTR by MAXWELL,PEYTON",2
--,,,,,"ASSIST  by PHILLIP,ADAM",,,"ASSIST  by PHILLIP,ADAM",2
