Time Remaining,FCMBB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
17:00,,37,,41 (+4),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 37-41 (+4),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
16:48,"MISS 3PTR by MORRIS,KALE",,,,,,,"MISS 3PTR by MORRIS,KALE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
16:39,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
16:24,"GOOD JUMPER by MEYER,KYLE(in the paint)",39,,41 (+2),,FCMBB 39-41 (+2),,"GOOD JUMPER by MEYER,KYLE(in the paint)",2
--,"ASSIST  by PATTERSON,BENNIE",,,,,,,"ASSIST  by PATTERSON,BENNIE",2
16:10,,39,,44 (+5),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 39-44 (+5),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
15:46,"GOOD LAYUP by MORRIS,KALE(in the paint)",41,,44 (+3),,FCMBB 41-44 (+3),,"GOOD LAYUP by MORRIS,KALE(in the paint)",2
15:26,,41,,46 (+5),"GOOD LAYUP by SINE,TUCKER(in the paint)",CENTRE-M 41-46 (+5),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
15:10,"TURNOVER  by GOGGANS,DANNY",,,,,,,"TURNOVER  by GOGGANS,DANNY",2
15:05,,41,,48 (+7),"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",CENTRE-M 41-48 (+7),,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",2
14:50,"GOOD 3PTR by ANDERSON,JORDAN",44,,48 (+4),,FCMBB 44-48 (+4),,"GOOD 3PTR by ANDERSON,JORDAN",2
14:39,"FOUL  by GOGGANS,DANNY",,,,,,,"FOUL  by GOGGANS,DANNY",2
14:39,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
14:39,,,,,"MISS FT by WALKER,ART",,,"MISS FT by WALKER,ART",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:39,,44,,49 (+5),"GOOD FT by WALKER,ART",CENTRE-M 44-49 (+5),,"GOOD FT by WALKER,ART",2
14:39,"SUB IN by GUTIERREZ,SAM",,,,,,,"SUB IN by GUTIERREZ,SAM",2
14:39,"SUB OUT by PATTERSON,BENNIE",,,,,,,"SUB OUT by PATTERSON,BENNIE",2
14:39,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
14:39,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
14:39,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
14:39,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:39,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
14:39,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:39,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
14:39,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
14:39,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
14:39,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
14:19,"MISS JUMPER by GOGGANS,DANNY",,,,,,,"MISS JUMPER by GOGGANS,DANNY",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
13:51,,,,,"MISS LAYUP by GRIFFIN,JAROD",,,"MISS LAYUP by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by GRIFFIN,JAROD",,,"REBOUND OFF by GRIFFIN,JAROD",2
13:51,"FOUL  by MEYER,KYLE",,,,,,,"FOUL  by MEYER,KYLE",2
13:51,,44,,50 (+6),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 44-50 (+6),,"GOOD FT by GRIFFIN,JAROD",2
13:51,,44,,51 (+7),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 44-51 (+7),,"GOOD FT by GRIFFIN,JAROD",2
13:51,"SUB IN by KRAUSE,MATT",,,,,,,"SUB IN by KRAUSE,MATT",2
13:51,"SUB OUT by MEYER,KYLE",,,,,,,"SUB OUT by MEYER,KYLE",2
13:43,"GOOD JUMPER by ANDERSON,JORDAN",46,,51 (+5),,FCMBB 46-51 (+5),,"GOOD JUMPER by ANDERSON,JORDAN",2
13:28,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BROWNLEY,HOGAN",,,"REBOUND OFF by BROWNLEY,HOGAN",2
13:23,,46,,53 (+7),"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",CENTRE-M 46-53 (+7),,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",2
13:23,"FOUL  by GOGGANS,DANNY",,,,,,,"FOUL  by GOGGANS,DANNY",2
13:23,,46,,54 (+8),"GOOD FT by BROWNLEY,HOGAN",CENTRE-M 46-54 (+8),,"GOOD FT by BROWNLEY,HOGAN",2
13:23,"SUB IN by MILLS,PAYTON",,,,,,,"SUB IN by MILLS,PAYTON",2
13:23,"SUB OUT by KRAUSE,MATT",,,,,,,"SUB OUT by KRAUSE,MATT",2
13:19,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
13:08,"GOOD FT by GUTIERREZ,SAM",47,,54 (+7),,FCMBB 47-54 (+7),,"GOOD FT by GUTIERREZ,SAM",2
13:08,"GOOD FT by GUTIERREZ,SAM",48,,54 (+6),,FCMBB 48-54 (+6),,"GOOD FT by GUTIERREZ,SAM",2
12:51,"FOUL  by MILLS,PAYTON",,,,,,,"FOUL  by MILLS,PAYTON",2
12:51,,,,,"MISS FT by PURVIS,KC",,,"MISS FT by PURVIS,KC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:51,,48,,55 (+7),"GOOD FT by PURVIS,KC",CENTRE-M 48-55 (+7),,"GOOD FT by PURVIS,KC",2
12:46,"TURNOVER  by ANDERSON,JORDAN",,,,,,,"TURNOVER  by ANDERSON,JORDAN",2
12:37,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
12:34,"STEAL  by MILLS,PAYTON",,,,,,,"STEAL  by MILLS,PAYTON",2
12:26,"TURNOVER  by GUTIERREZ,SAM",,,,,,,"TURNOVER  by GUTIERREZ,SAM",2
12:26,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
12:26,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
12:22,,48,,57 (+9),"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",CENTRE-M 48-57 (+9),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
12:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:02,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:44,,48,,59 (+11),"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",CENTRE-M 48-59 (+11),,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
11:30,"GOOD LAYUP by MILLS,PAYTON(in the paint)",50,,59 (+9),,FCMBB 50-59 (+9),,"GOOD LAYUP by MILLS,PAYTON(in the paint)",2
11:15,,,,,"TURNOVER  by BROWNLEY,HOGAN",,,"TURNOVER  by BROWNLEY,HOGAN",2
11:08,"STEAL  by GUTIERREZ,SAM",,,,,,,"STEAL  by GUTIERREZ,SAM",2
10:50,"TURNOVER  by GUTIERREZ,SAM",,,,,,,"TURNOVER  by GUTIERREZ,SAM",2
10:49,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
10:23,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:06,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:06,"SUB IN by MEYER,KYLE",,,,,,,"SUB IN by MEYER,KYLE",2
10:06,"SUB OUT by MILLS,PAYTON",,,,,,,"SUB OUT by MILLS,PAYTON",2
10:06,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
10:06,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
10:06,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
10:06,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
10:06,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
10:06,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",2
10:06,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
10:06,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
10:06,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
10:06,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
10:05,,50,,61 (+11),"GOOD JUMPER by SINE,TUCKER",CENTRE-M 50-61 (+11),,"GOOD JUMPER by SINE,TUCKER",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
09:45,"GOOD LAYUP by MEYER,KYLE(in the paint)",52,,61 (+9),,FCMBB 52-61 (+9),,"GOOD LAYUP by MEYER,KYLE(in the paint)",2
09:27,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by MEYER,KYLE",,,,,,,"REBOUND DEF by MEYER,KYLE",2
09:19,"MISS 3PTR by MORRIS,KALE",,,,,,,"MISS 3PTR by MORRIS,KALE",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
09:18,"FOUL  by MEYER,KYLE",,,,,,,"FOUL  by MEYER,KYLE",2
09:18,,,,,"MISS FT by SPITZER,JAKOB",,,"MISS FT by SPITZER,JAKOB",2
--,,,,,"REBOUND OFF by SPITZER,JAKOB",,,"REBOUND OFF by SPITZER,JAKOB",2
09:18,"SUB IN by KRAUSE,MATT",,,,,,,"SUB IN by KRAUSE,MATT",2
09:18,"SUB OUT by MEYER,KYLE",,,,,,,"SUB OUT by MEYER,KYLE",2
09:11,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by SPITZER,JAKOB",,,"REBOUND OFF by SPITZER,JAKOB",2
09:03,,,,,"MISS LAYUP by SPITZER,JAKOB",,,"MISS LAYUP by SPITZER,JAKOB",2
--,"REBOUND DEF by YORK,COLIN",,,,,,,"REBOUND DEF by YORK,COLIN",2
08:59,"FOUL  by ANDERSON,JORDAN",,,,,,,"FOUL  by ANDERSON,JORDAN",2
08:57,"TURNOVER  by ANDERSON,JORDAN",,,,,,,"TURNOVER  by ANDERSON,JORDAN",2
08:46,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by KRAUSE,MATT",,,,,,,"REBOUND DEF by KRAUSE,MATT",2
08:37,"GOOD JUMPER by GUTIERREZ,SAM(in the paint)",54,,61 (+7),,FCMBB 54-61 (+7),,"GOOD JUMPER by GUTIERREZ,SAM(in the paint)",2
08:37,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
08:37,"GOOD FT by GUTIERREZ,SAM",55,,61 (+6),,FCMBB 55-61 (+6),,"GOOD FT by GUTIERREZ,SAM",2
08:37,"SUB IN by YORK,COLIN",,,,,,,"SUB IN by YORK,COLIN",2
08:37,"SUB IN by JONES,ISMAIL",,,,,,,"SUB IN by JONES,ISMAIL",2
08:37,"SUB OUT by ANDERSON,JORDAN",,,,,,,"SUB OUT by ANDERSON,JORDAN",2
08:37,"SUB OUT by MORRIS,KALE",,,,,,,"SUB OUT by MORRIS,KALE",2
08:15,,,,,"MISS JUMPER by SPITZER,JAKOB",,,"MISS JUMPER by SPITZER,JAKOB",2
--,"REBOUND DEF by GUTIERREZ,SAM",,,,,,,"REBOUND DEF by GUTIERREZ,SAM",2
08:05,"GOOD LAYUP by JONES,ISMAIL(fastbreak)(in the paint)",57,,61 (+4),,FCMBB 57-61 (+4),,"GOOD LAYUP by JONES,ISMAIL(fastbreak)(in the paint)",2
07:47,,57,,64 (+7),"GOOD 3PTR by WALKER,ART",CENTRE-M 57-64 (+7),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
07:32,"MISS 3PTR by KRAUSE,MATT",,,,,,,"MISS 3PTR by KRAUSE,MATT",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
07:26,"FOUL  by GUTIERREZ,SAM",,,,,,,"FOUL  by GUTIERREZ,SAM",2
07:25,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:25,,,,,"MISS FT by SPITZER,JAKOB",,,"MISS FT by SPITZER,JAKOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:25,,,,,"MISS FT by SPITZER,JAKOB",,,"MISS FT by SPITZER,JAKOB",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
07:25,"SUB IN by MEYER,KYLE",,,,,,,"SUB IN by MEYER,KYLE",2
07:25,"SUB OUT by KRAUSE,MATT",,,,,,,"SUB OUT by KRAUSE,MATT",2
07:22,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by GOGGANS,DANNY",,,,,,,"REBOUND DEF by GOGGANS,DANNY",2
07:12,"GOOD JUMPER by GUTIERREZ,SAM",59,,64 (+5),,FCMBB 59-64 (+5),,"GOOD JUMPER by GUTIERREZ,SAM",2
06:59,,59,,66 (+7),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 59-66 (+7),,"GOOD LAYUP by WALKER,ART(in the paint)",2
06:49,"MISS LAYUP by GUTIERREZ,SAM",,,,,,,"MISS LAYUP by GUTIERREZ,SAM",2
--,"REBOUND OFF by GOGGANS,DANNY",,,,,,,"REBOUND OFF by GOGGANS,DANNY",2
06:47,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
06:47,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
06:47,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
06:47,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
06:42,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
06:42,"SUB IN by MORRIS,KALE",,,,,,,"SUB IN by MORRIS,KALE",2
06:42,"SUB OUT by GOGGANS,DANNY",,,,,,,"SUB OUT by GOGGANS,DANNY",2
06:34,"GOOD JUMPER by MEYER,KYLE(in the paint)",61,,66 (+5),,FCMBB 61-66 (+5),,"GOOD JUMPER by MEYER,KYLE(in the paint)",2
06:01,"FOUL  by MEYER,KYLE",,,,,,,"FOUL  by MEYER,KYLE",2
06:01,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:01,"SUB IN by ANDERSON,JORDAN",,,,,,,"SUB IN by ANDERSON,JORDAN",2
06:01,"SUB IN by GOGGANS,DANNY",,,,,,,"SUB IN by GOGGANS,DANNY",2
06:01,"SUB OUT by YORK,COLIN",,,,,,,"SUB OUT by YORK,COLIN",2
06:01,"SUB OUT by MEYER,KYLE",,,,,,,"SUB OUT by MEYER,KYLE",2
05:56,,61,,67 (+6),"GOOD FT by SINE,TUCKER",CENTRE-M 61-67 (+6),,"GOOD FT by SINE,TUCKER",2
05:39,"GOOD 3PTR by MORRIS,KALE",64,,67 (+3),,FCMBB 64-67 (+3),,"GOOD 3PTR by MORRIS,KALE",2
--,"ASSIST  by GUTIERREZ,SAM",,,,,,,"ASSIST  by GUTIERREZ,SAM",2
05:14,,64,,69 (+5),"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 64-69 (+5),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
05:05,"MISS JUMPER by JONES,ISMAIL",,,,,,,"MISS JUMPER by JONES,ISMAIL",2
--,"REBOUND OFF by GUTIERREZ,SAM",,,,,,,"REBOUND OFF by GUTIERREZ,SAM",2
04:59,"MISS 3PTR by ANDERSON,JORDAN",,,,,,,"MISS 3PTR by ANDERSON,JORDAN",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
04:44,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
04:41,"STEAL  by GUTIERREZ,SAM",,,,,,,"STEAL  by GUTIERREZ,SAM",2
04:39,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
04:39,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
04:39,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
04:39,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
04:26,"GOOD LAYUP by GUTIERREZ,SAM(in the paint)",66,,69 (+3),,FCMBB 66-69 (+3),,"GOOD LAYUP by GUTIERREZ,SAM(in the paint)",2
04:08,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by MORRIS,KALE",,,,,,,"REBOUND DEF by MORRIS,KALE",2
03:59,"MISS LAYUP by JONES,ISMAIL",,,,,,,"MISS LAYUP by JONES,ISMAIL",2
--,"REBOUND OFF by JONES,ISMAIL",,,,,,,"REBOUND OFF by JONES,ISMAIL",2
03:55,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:55,"GOOD FT by JONES,ISMAIL",67,,69 (+2),,FCMBB 67-69 (+2),,"GOOD FT by JONES,ISMAIL",2
03:55,"GOOD FT by JONES,ISMAIL",68,,69 (+1),,FCMBB 68-69 (+1),,"GOOD FT by JONES,ISMAIL",2
03:35,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by GUTIERREZ,SAM",,,,,,,"REBOUND DEF by GUTIERREZ,SAM",2
03:28,"MISS LAYUP by ANDERSON,JORDAN",,,,,,,"MISS LAYUP by ANDERSON,JORDAN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
03:19,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
03:13,,68,,71 (+3),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 68-71 (+3),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
03:03,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
02:44,"MISS 3PTR by GUTIERREZ,SAM",,,,,,,"MISS 3PTR by GUTIERREZ,SAM",2
--,"REBOUND OFF by ANDERSON,JORDAN",,,,,,,"REBOUND OFF by ANDERSON,JORDAN",2
02:38,"MISS 3PTR by ANDERSON,JORDAN",,,,,,,"MISS 3PTR by ANDERSON,JORDAN",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
02:12,,68,,73 (+5),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 68-73 (+5),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
02:12,"FOUL  by ANDERSON,JORDAN",,,,,,,"FOUL  by ANDERSON,JORDAN",2
02:12,,68,,74 (+6),"GOOD FT by AYERS,PERRY",CENTRE-M 68-74 (+6),,"GOOD FT by AYERS,PERRY",2
02:12,"SUB IN by KRAUSE,MATT",,,,,,,"SUB IN by KRAUSE,MATT",2
02:12,"SUB OUT by JONES,ISMAIL",,,,,,,"SUB OUT by JONES,ISMAIL",2
02:12,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
02:12,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
01:53,"MISS LAYUP by GOGGANS,DANNY",,,,,,,"MISS LAYUP by GOGGANS,DANNY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
01:28,,68,,76 (+8),"GOOD JUMPER by AYERS,PERRY",CENTRE-M 68-76 (+8),,"GOOD JUMPER by AYERS,PERRY",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
01:13,"MISS TIPIN by ANDERSON,JORDAN",,,,,,,"MISS TIPIN by ANDERSON,JORDAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
00:43,,68,,78 (+10),"GOOD LAYUP by CRUMP,DAWSON(in the paint)",CENTRE-M 68-78 (+10),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
00:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:40,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
00:40,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
00:34,"MISS JUMPER by MORRIS,KALE",,,,,,,"MISS JUMPER by MORRIS,KALE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
00:29,"FOUL  by MORRIS,KALE",,,,,,,"FOUL  by MORRIS,KALE",2
00:29,,68,,79 (+11),"GOOD FT by AYERS,PERRY",CENTRE-M 68-79 (+11),,"GOOD FT by AYERS,PERRY",2
00:29,,68,,80 (+12),"GOOD FT by AYERS,PERRY",CENTRE-M 68-80 (+12),,"GOOD FT by AYERS,PERRY",2
00:21,"MISS 3PTR by ANDERSON,JORDAN",,,,,,,"MISS 3PTR by ANDERSON,JORDAN",2
--,"REBOUND DEF by GOGGANS,DANNY",,,,,,,"REBOUND DEF by GOGGANS,DANNY",2
00:14,"GOOD 3PTR by KRAUSE,MATT",71,,80 (+9),,FCMBB 71-80 (+9),,"GOOD 3PTR by KRAUSE,MATT",2
--,"ASSIST  by GOGGANS,DANNY",,,,,,,"ASSIST  by GOGGANS,DANNY",2
00:14,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
00:14,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
