Time Remaining,TCNJ,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WALKO,RANDY",,,,,,,"REBOUND DEF by WALKO,RANDY",2
18:17,"MISS LAYUP by RINGEL,P.J.",,,,,,,"MISS LAYUP by RINGEL,P.J.",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
18:13,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
18:13,"STEAL  by GLOVER,JORDAN",,,,,,,"STEAL  by GLOVER,JORDAN",2
18:03,"MISS 3PTR by GLOVER,JORDAN",,,,,,,"MISS 3PTR by GLOVER,JORDAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
17:51,,35 (+1),,34,"GOOD 3PTR by AYERS,PERRY",CEN 35-34 (-1),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
17:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:38,"GOOD 3PTR by WALKO,RANDY",38 (+4),,34,,TCNJ 38-34 (-4),,"GOOD 3PTR by WALKO,RANDY",2
17:26,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
17:26,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
17:11,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
16:55,"GOOD JUMPER by RINGEL,P.J.(in the paint)",40 (+6),,34,,TCNJ 40-34 (-6),,"GOOD JUMPER by RINGEL,P.J.(in the paint)",2
16:35,,,,,"TURNOVER  by AYERS,PERRY(in the paint)",,,"TURNOVER  by AYERS,PERRY(in the paint)",2
16:20,"GOOD LAYUP by CARPENTER,NIALL",42 (+8),,34,,TCNJ 42-34 (-8),,"GOOD LAYUP by CARPENTER,NIALL",2
--,"ASSIST  by JENSEN,RYAN",,,,,,,"ASSIST  by JENSEN,RYAN",2
15:58,"FOUL  by JENSEN,RYAN",,,,,,,"FOUL  by JENSEN,RYAN",2
15:58,,42 (+7),,35,"GOOD FT by RAKES,BAILEY",CEN 42-35 (-7),,"GOOD FT by RAKES,BAILEY",2
15:58,,42 (+6),,36,"GOOD FT by RAKES,BAILEY",CEN 42-36 (-6),,"GOOD FT by RAKES,BAILEY",2
15:58,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
15:58,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
15:46,"MISS LAYUP by RINGEL,P.J.",,,,,,,"MISS LAYUP by RINGEL,P.J.",2
15:46,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:45,"FOUL  by CARPENTER,NIALL",,,,,,,"FOUL  by CARPENTER,NIALL",2
15:45,"TURNOVER  by CARPENTER,NIALL",,,,,,,"TURNOVER  by CARPENTER,NIALL",2
15:37,"FOUL  by RINGEL,P.J.(in the paint)",,,,,,,"FOUL  by RINGEL,P.J.(in the paint)",2
15:37,"SUB OUT by RINGEL,P.J.",,,,,,,"SUB OUT by RINGEL,P.J.",2
15:37,"SUB IN by MONTANO,JOE",,,,,,,"SUB IN by MONTANO,JOE",2
15:31,,,,,"MISS JUMPER by BATES,JACOB(in the paint)",,,"MISS JUMPER by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by GLOVER,JORDAN",,,,,,,"REBOUND DEF by GLOVER,JORDAN",2
15:30,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
15:30,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
15:30,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
15:14,"MISS JUMPER by CARPENTER,NIALL",,,,,,,"MISS JUMPER by CARPENTER,NIALL",2
15:14,,,,,"BLOCK  by PURVIS,KC",,,"BLOCK  by PURVIS,KC",2
--,"REBOUND OFF by CARPENTER,NIALL",,,,,,,"REBOUND OFF by CARPENTER,NIALL",2
15:06,"GOOD LAYUP by WALKO,RANDY(in the paint)",44 (+8),,36,,TCNJ 44-36 (-8),,"GOOD LAYUP by WALKO,RANDY(in the paint)",2
15:06,,,,,"FOUL  by AYERS,PERRY(in the paint)",,,"FOUL  by AYERS,PERRY(in the paint)",2
15:06,"SUB OUT by CARPENTER,NIALL",,,,,,,"SUB OUT by CARPENTER,NIALL",2
15:06,"SUB IN by BYRNE,LIAM",,,,,,,"SUB IN by BYRNE,LIAM",2
15:06,"GOOD FT by WALKO,RANDY",45 (+9),,36,,TCNJ 45-36 (-9),,"GOOD FT by WALKO,RANDY",2
14:55,"FOUL  by WALKO,RANDY",,,,,,,"FOUL  by WALKO,RANDY",2
14:55,,45 (+8),,37,"GOOD FT by CRUMP,DAWSON",CEN 45-37 (-8),,"GOOD FT by CRUMP,DAWSON",2
14:55,,45 (+7),,38,"GOOD FT by CRUMP,DAWSON",CEN 45-38 (-7),,"GOOD FT by CRUMP,DAWSON",2
14:43,"MISS 3PTR by GLOVER,JORDAN",,,,,,,"MISS 3PTR by GLOVER,JORDAN",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
14:18,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
14:18,"BLOCK  by BYRNE,LIAM",,,,,,,"BLOCK  by BYRNE,LIAM",2
--,"REBOUND DEF by JENSEN,RYAN",,,,,,,"REBOUND DEF by JENSEN,RYAN",2
14:16,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
14:06,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
14:06,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
14:06,"SUB OUT by GLOVER,JORDAN",,,,,,,"SUB OUT by GLOVER,JORDAN",2
14:06,"SUB IN by JOCELYN,TRAVIS",,,,,,,"SUB IN by JOCELYN,TRAVIS",2
14:06,"SUB OUT by JENSEN,RYAN",,,,,,,"SUB OUT by JENSEN,RYAN",2
14:06,"SUB IN by KEENAN,ANDREW",,,,,,,"SUB IN by KEENAN,ANDREW",2
14:03,"GOOD 3PTR by MONTANO,JOE",48 (+10),,38,,TCNJ 48-38 (-10),,"GOOD 3PTR by MONTANO,JOE",2
--,"ASSIST  by KEENAN,ANDREW",,,,,,,"ASSIST  by KEENAN,ANDREW",2
13:41,,48 (+8),,40,"GOOD LAYUP by PURVIS,KC",CEN 48-40 (-8),,"GOOD LAYUP by PURVIS,KC",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
13:24,"TURNOVER  by MONTANO,JOE(in the paint)",,,,,,,"TURNOVER  by MONTANO,JOE(in the paint)",2
13:12,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:12,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
13:08,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
13:08,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
13:08,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
13:08,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
13:08,"SUB OUT by WALKO,RANDY",,,,,,,"SUB OUT by WALKO,RANDY",2
13:08,"SUB IN by CARPENTER,NIALL",,,,,,,"SUB IN by CARPENTER,NIALL",2
12:47,"MISS 3PTR by JOCELYN,TRAVIS",,,,,,,"MISS 3PTR by JOCELYN,TRAVIS",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
12:40,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
12:24,"MISS 3PTR by MONTANO,JOE",,,,,,,"MISS 3PTR by MONTANO,JOE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:17,"MISS 3PTR by CARPENTER,NIALL",,,,,,,"MISS 3PTR by CARPENTER,NIALL",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
12:06,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
12:06,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
12:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:03,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
12:03,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
11:57,"MISS JUMPER by MONTANO,JOE(in the paint)",,,,,,,"MISS JUMPER by MONTANO,JOE(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:33,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
11:22,"FOUL  by BYRNE,LIAM",,,,,,,"FOUL  by BYRNE,LIAM",2
11:22,,48 (+7),,41,"GOOD FT by CRUMP,DAWSON",CEN 48-41 (-7),,"GOOD FT by CRUMP,DAWSON",2
11:22,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:22,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
11:22,"SUB OUT by BYRNE,LIAM",,,,,,,"SUB OUT by BYRNE,LIAM",2
11:22,"SUB IN by WALLEY,MIKE",,,,,,,"SUB IN by WALLEY,MIKE",2
11:22,"SUB OUT by MONTANO,JOE",,,,,,,"SUB OUT by MONTANO,JOE",2
11:22,"SUB IN by WALKO,RANDY",,,,,,,"SUB IN by WALKO,RANDY",2
11:21,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
11:19,,48 (+5),,43,"GOOD LAYUP by PURVIS,KC",CEN 48-43 (-5),,"GOOD LAYUP by PURVIS,KC",2
10:58,"TURNOVER  by WALLEY,MIKE",,,,,,,"TURNOVER  by WALLEY,MIKE",2
10:58,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
10:58,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
10:58,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
10:58,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
10:58,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
10:58,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
10:58,"SUB OUT by KEENAN,ANDREW",,,,,,,"SUB OUT by KEENAN,ANDREW",2
10:58,"SUB IN by JENSEN,RYAN",,,,,,,"SUB IN by JENSEN,RYAN",2
10:36,,48 (+2),,46,"GOOD 3PTR by AYERS,PERRY",CEN 48-46 (-2),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
10:01,"GOOD LAYUP by CARPENTER,NIALL",50 (+4),,46,,TCNJ 50-46 (-4),,"GOOD LAYUP by CARPENTER,NIALL",2
09:53,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:49,"SUB OUT by JOCELYN,TRAVIS",,,,,,,"SUB OUT by JOCELYN,TRAVIS",2
09:49,"SUB IN by GLOVER,JORDAN",,,,,,,"SUB IN by GLOVER,JORDAN",2
09:25,"FOUL  by WALLEY,MIKE",,,,,,,"FOUL  by WALLEY,MIKE",2
09:25,"TURNOVER  by WALLEY,MIKE",,,,,,,"TURNOVER  by WALLEY,MIKE",2
09:15,"FOUL  by JENSEN,RYAN(in the paint)",,,,,,,"FOUL  by JENSEN,RYAN(in the paint)",2
09:15,"SUB OUT by WALLEY,MIKE",,,,,,,"SUB OUT by WALLEY,MIKE",2
09:15,"SUB IN by RINGEL,P.J.",,,,,,,"SUB IN by RINGEL,P.J.",2
09:15,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by GLOVER,JORDAN",,,,,,,"REBOUND DEF by GLOVER,JORDAN",2
09:03,"GOOD 3PTR by GLOVER,JORDAN",53 (+7),,46,,TCNJ 53-46 (-7),,"GOOD 3PTR by GLOVER,JORDAN",2
--,"ASSIST  by JENSEN,RYAN",,,,,,,"ASSIST  by JENSEN,RYAN",2
08:42,"FOUL  by JENSEN,RYAN",,,,,,,"FOUL  by JENSEN,RYAN",2
08:42,,53 (+6),,47,"GOOD FT by BATES,JACOB",CEN 53-47 (-6),,"GOOD FT by BATES,JACOB",2
08:42,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",2
08:42,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
08:42,"SUB OUT by JENSEN,RYAN",,,,,,,"SUB OUT by JENSEN,RYAN",2
08:42,"SUB IN by JOCELYN,TRAVIS",,,,,,,"SUB IN by JOCELYN,TRAVIS",2
08:42,,53 (+5),,48,"GOOD FT by BATES,JACOB",CEN 53-48 (-5),,"GOOD FT by BATES,JACOB",2
08:27,"TURNOVER  by WALKO,RANDY",,,,,,,"TURNOVER  by WALKO,RANDY",2
08:27,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
08:24,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
08:24,"STEAL  by WALKO,RANDY",,,,,,,"STEAL  by WALKO,RANDY",2
08:24,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
08:24,"GOOD FT by WALKO,RANDY",54 (+6),,48,,TCNJ 54-48 (-6),,"GOOD FT by WALKO,RANDY",2
08:24,"SUB OUT by JOCELYN,TRAVIS",,,,,,,"SUB OUT by JOCELYN,TRAVIS",2
08:24,"SUB IN by KEENAN,ANDREW",,,,,,,"SUB IN by KEENAN,ANDREW",2
08:24,"GOOD FT by WALKO,RANDY",55 (+7),,48,,TCNJ 55-48 (-7),,"GOOD FT by WALKO,RANDY",2
08:10,,,,,"TURNOVER  by AYERS,PERRY(in the paint)",,,"TURNOVER  by AYERS,PERRY(in the paint)",2
08:10,"STEAL  by CARPENTER,NIALL",,,,,,,"STEAL  by CARPENTER,NIALL",2
08:07,"TURNOVER  by WALKO,RANDY",,,,,,,"TURNOVER  by WALKO,RANDY",2
08:07,,,,,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",2
08:07,"FOUL  by RINGEL,P.J.",,,,,,,"FOUL  by RINGEL,P.J.",2
08:07,,55 (+6),,49,"GOOD FT by AYERS,PERRY",CEN 55-49 (-6),,"GOOD FT by AYERS,PERRY",2
08:07,"SUB OUT by RINGEL,P.J.",,,,,,,"SUB OUT by RINGEL,P.J.",2
08:07,"SUB IN by MONTANO,JOE",,,,,,,"SUB IN by MONTANO,JOE",2
08:06,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",2
--,"REBOUND DEF by KEENAN,ANDREW",,,,,,,"REBOUND DEF by KEENAN,ANDREW",2
07:54,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
07:54,"GOOD FT by WALKO,RANDY",56 (+7),,49,,TCNJ 56-49 (-7),,"GOOD FT by WALKO,RANDY",2
07:54,"GOOD FT by WALKO,RANDY",57 (+8),,49,,TCNJ 57-49 (-8),,"GOOD FT by WALKO,RANDY",2
07:39,"FOUL  by WALKO,RANDY",,,,,,,"FOUL  by WALKO,RANDY",2
07:39,"SUB OUT by WALKO,RANDY",,,,,,,"SUB OUT by WALKO,RANDY",2
07:39,"SUB IN by BYRNE,LIAM",,,,,,,"SUB IN by BYRNE,LIAM",2
07:39,,57 (+7),,50,"GOOD FT by BATES,JACOB",CEN 57-50 (-7),,"GOOD FT by BATES,JACOB",2
07:39,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by CARPENTER,NIALL",,,,,,,"REBOUND DEF by CARPENTER,NIALL",2
07:23,,,,,"FOUL  by WALKER,ART(in the paint)",,,"FOUL  by WALKER,ART(in the paint)",2
07:23,"GOOD FT by GLOVER,JORDAN",58 (+8),,50,,TCNJ 58-50 (-8),,"GOOD FT by GLOVER,JORDAN",2
07:22,"MISS FT by GLOVER,JORDAN",,,,,,,"MISS FT by GLOVER,JORDAN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
07:15,,58 (+6),,52,"GOOD LAYUP by WALKER,ART(fastbreak)",CEN 58-52 (-6),,"GOOD LAYUP by WALKER,ART(fastbreak)",2
06:53,"MISS JUMPER by CARPENTER,NIALL(in the paint)",,,,,,,"MISS JUMPER by CARPENTER,NIALL(in the paint)",2
--,"REBOUND OFF by KEENAN,ANDREW",,,,,,,"REBOUND OFF by KEENAN,ANDREW",2
06:49,"MISS LAYUP by KEENAN,ANDREW",,,,,,,"MISS LAYUP by KEENAN,ANDREW",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:44,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,"REBOUND DEF by KEENAN,ANDREW",,,,,,,"REBOUND DEF by KEENAN,ANDREW",2
06:22,"MISS JUMPER by MONTANO,JOE",,,,,,,"MISS JUMPER by MONTANO,JOE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:15,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
06:10,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by MONTANO,JOE",,,,,,,"REBOUND DEF by MONTANO,JOE",2
05:51,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
05:51,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
05:51,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
05:51,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
05:51,"SUB OUT by BYRNE,LIAM",,,,,,,"SUB OUT by BYRNE,LIAM",2
05:51,"SUB IN by JOCELYN,TRAVIS",,,,,,,"SUB IN by JOCELYN,TRAVIS",2
05:51,"SUB OUT by GLOVER,JORDAN",,,,,,,"SUB OUT by GLOVER,JORDAN",2
05:51,"SUB IN by WALKO,RANDY",,,,,,,"SUB IN by WALKO,RANDY",2
05:47,"MISS 3PTR by WALKO,RANDY",,,,,,,"MISS 3PTR by WALKO,RANDY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
05:34,,58 (+4),,54,"GOOD LAYUP by CRUMP,DAWSON",CEN 58-54 (-4),,"GOOD LAYUP by CRUMP,DAWSON",2
05:34,"FOUL  by KEENAN,ANDREW",,,,,,,"FOUL  by KEENAN,ANDREW",2
05:34,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,"REBOUND DEF by KEENAN,ANDREW",,,,,,,"REBOUND DEF by KEENAN,ANDREW",2
05:25,"TURNOVER  by KEENAN,ANDREW",,,,,,,"TURNOVER  by KEENAN,ANDREW",2
05:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:14,,58 (+2),,56,"GOOD  by BATES,JACOB",CEN 58-56 (-2),,"GOOD  by BATES,JACOB",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
05:00,"MISS JUMPER by JOCELYN,TRAVIS",,,,,,,"MISS JUMPER by JOCELYN,TRAVIS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:50,,58,,58,"GOOD LAYUP by BATES,JACOB",CEN 58-58 (0),,"GOOD LAYUP by BATES,JACOB",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
04:17,"GOOD JUMPER by CARPENTER,NIALL(in the paint)",60 (+2),,58,,TCNJ 60-58 (-2),,"GOOD JUMPER by CARPENTER,NIALL(in the paint)",2
03:54,,,,,"TURNOVER  by BATES,JACOB(in the paint)",,,"TURNOVER  by BATES,JACOB(in the paint)",2
03:54,"STEAL  by WALKO,RANDY",,,,,,,"STEAL  by WALKO,RANDY",2
03:45,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
03:45,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
03:45,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
03:45,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
03:45,"SUB OUT by MONTANO,JOE",,,,,,,"SUB OUT by MONTANO,JOE",2
03:45,"SUB IN by JENSEN,RYAN",,,,,,,"SUB IN by JENSEN,RYAN",2
03:45,"SUB OUT by JOCELYN,TRAVIS",,,,,,,"SUB OUT by JOCELYN,TRAVIS",2
03:45,"SUB IN by RINGEL,P.J.",,,,,,,"SUB IN by RINGEL,P.J.",2
03:45,"SUB OUT by KEENAN,ANDREW",,,,,,,"SUB OUT by KEENAN,ANDREW",2
03:45,"SUB IN by GLOVER,JORDAN",,,,,,,"SUB IN by GLOVER,JORDAN",2
03:34,"GOOD 3PTR by WALKO,RANDY",63 (+5),,58,,TCNJ 63-58 (-5),,"GOOD 3PTR by WALKO,RANDY",2
--,"ASSIST  by JENSEN,RYAN",,,,,,,"ASSIST  by JENSEN,RYAN",2
03:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:12,,63 (+3),,60,"GOOD LAYUP by BATES,JACOB",CEN 63-60 (-3),,"GOOD LAYUP by BATES,JACOB",2
02:44,,,,,"FOUL  by CRUMP,DAWSON(in the paint)",,,"FOUL  by CRUMP,DAWSON(in the paint)",2
02:44,"GOOD FT by CARPENTER,NIALL",64 (+4),,60,,TCNJ 64-60 (-4),,"GOOD FT by CARPENTER,NIALL",2
02:44,"GOOD FT by CARPENTER,NIALL",65 (+5),,60,,TCNJ 65-60 (-5),,"GOOD FT by CARPENTER,NIALL",2
02:31,,,,,"TURNOVER  by BATES,JACOB(in the paint)",,,"TURNOVER  by BATES,JACOB(in the paint)",2
02:31,"STEAL  by WALKO,RANDY",,,,,,,"STEAL  by WALKO,RANDY",2
02:30,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
02:30,"GOOD FT by WALKO,RANDY(fastbreak)",66 (+6),,60,,TCNJ 66-60 (-6),,"GOOD FT by WALKO,RANDY(fastbreak)",2
02:30,"GOOD FT by WALKO,RANDY(fastbreak)",67 (+7),,60,,TCNJ 67-60 (-7),,"GOOD FT by WALKO,RANDY(fastbreak)",2
02:16,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by WALKO,RANDY",,,,,,,"REBOUND DEF by WALKO,RANDY",2
01:55,"FOUL  by WALKO,RANDY",,,,,,,"FOUL  by WALKO,RANDY",2
01:55,"TURNOVER  by WALKO,RANDY",,,,,,,"TURNOVER  by WALKO,RANDY",2
01:46,"FOUL  by RINGEL,P.J.",,,,,,,"FOUL  by RINGEL,P.J.",2
01:46,"SUB OUT by RINGEL,P.J.",,,,,,,"SUB OUT by RINGEL,P.J.",2
01:46,"SUB IN by MONTANO,JOE",,,,,,,"SUB IN by MONTANO,JOE",2
01:46,,67 (+6),,61,"GOOD FT by BATES,JACOB",CEN 67-61 (-6),,"GOOD FT by BATES,JACOB",2
01:46,,67 (+5),,62,"GOOD FT by BATES,JACOB",CEN 67-62 (-5),,"GOOD FT by BATES,JACOB",2
01:46,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
01:46,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
01:36,"TURNOVER  by CARPENTER,NIALL",,,,,,,"TURNOVER  by CARPENTER,NIALL",2
01:36,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
01:30,,67 (+2),,65,"GOOD 3PTR by AYERS,PERRY",CEN 67-65 (-2),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
01:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:56,"MISS 3PTR by JENSEN,RYAN",,,,,,,"MISS 3PTR by JENSEN,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
00:54,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
00:54,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
00:54,"MISS FT by GLOVER,JORDAN",,,,,,,"MISS FT by GLOVER,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,"MISS FT by GLOVER,JORDAN",,,,,,,"MISS FT by GLOVER,JORDAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
00:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:41,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
00:39,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:09,"MISS JUMPER by WALKO,RANDY(in the paint)",,,,,,,"MISS JUMPER by WALKO,RANDY(in the paint)",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
00:03,"FOUL  by JENSEN,RYAN",,,,,,,"FOUL  by JENSEN,RYAN",2
00:03,"SUB OUT by JENSEN,RYAN",,,,,,,"SUB OUT by JENSEN,RYAN",2
00:03,"SUB IN by JOCELYN,TRAVIS",,,,,,,"SUB IN by JOCELYN,TRAVIS",2
00:03,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:03,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
