Time Remaining,OU-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
18:05,,43 (+1),,42,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 43-42 (-1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
17:40,"MISS 3PTR by PERRY,WILL",,,,,,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
17:31,,43,,44 (+1),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 43-44 (+1),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
17:31,"FOUL  by BREATHWAITE,ZACH",,,,,,,"FOUL  by BREATHWAITE,ZACH",2
17:31,,43,,45 (+2),"GOOD FT by BATES,JACOB",CENTRE-M 43-45 (+2),,"GOOD FT by BATES,JACOB",2
17:31,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
17:31,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
17:31,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
17:31,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
17:12,"MISS JUMPER by INUNGU,TOM",,,,,,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
17:07,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
17:07,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:07,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
17:07,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
16:58,"GOOD FT by JENEI,RYAN",44,,45 (+1),,OU-M 44-45 (+1),,"GOOD FT by JENEI,RYAN",2
16:43,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
16:40,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:40,,44,,46 (+2),"GOOD FT by BATES,JACOB",CENTRE-M 44-46 (+2),,"GOOD FT by BATES,JACOB",2
16:40,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
16:40,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
16:38,"MISS 3PTR by PERRY,WILL",,,,,,,"MISS 3PTR by PERRY,WILL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:32,"MISS JUMPER by JENEI,RYAN",,,,,,,"MISS JUMPER by JENEI,RYAN",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
16:26,,44,,48 (+4),"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",CENTRE-M 44-48 (+4),,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
16:26,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
16:26,,44,,49 (+5),"GOOD FT by SINE,TUCKER",CENTRE-M 44-49 (+5),,"GOOD FT by SINE,TUCKER",2
16:26,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
16:26,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
16:06,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
16:05,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
15:45,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:44,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
15:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:27,"MISS JUMPER by FOSTER,LANE",,,,,,,"MISS JUMPER by FOSTER,LANE",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
15:16,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
15:16,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
15:12,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
15:07,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
14:54,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:53,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
14:53,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
14:53,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
14:50,"MISS LAYUP by SONE,CARLOS",,,,,,,"MISS LAYUP by SONE,CARLOS",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
14:42,"GOOD LAYUP by FOSTER,LANE(in the paint)",46,,49 (+3),,OU-M 46-49 (+3),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
14:13,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
14:05,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",2
14:05,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
14:05,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
14:05,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:45,"GOOD LAYUP by INUNGU,TOM(in the paint)",48,,49 (+1),,OU-M 48-49 (+1),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",2
13:45,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:43,"GOOD FT by INUNGU,TOM",49,,49,,OU-M 49-49 (0),,"GOOD FT by INUNGU,TOM",2
13:27,,49,,51 (+2),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 49-51 (+2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
13:08,"MISS JUMPER by RICE,TRE'",,,,,,,"MISS JUMPER by RICE,TRE'",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
12:41,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
12:41,,49,,52 (+3),"GOOD FT by WALKER,ART",CENTRE-M 49-52 (+3),,"GOOD FT by WALKER,ART",2
12:41,,49,,53 (+4),"GOOD FT by WALKER,ART",CENTRE-M 49-53 (+4),,"GOOD FT by WALKER,ART",2
12:41,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
12:41,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
12:41,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
12:41,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
12:41,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
12:41,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
12:16,"GOOD LAYUP by INUNGU,TOM(in the paint)",51,,53 (+2),,OU-M 51-53 (+2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
11:56,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
11:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:56,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",2
11:56,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",2
11:56,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:56,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
11:56,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
11:56,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:38,"MISS 3PTR by BREATHWAITE,ZACH",,,,,,,"MISS 3PTR by BREATHWAITE,ZACH",2
--,"REBOUND OFF by INUNGU,TOM",,,,,,,"REBOUND OFF by INUNGU,TOM",2
11:34,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
11:34,"GOOD FT by INUNGU,TOM",52,,53 (+1),,OU-M 52-53 (+1),,"GOOD FT by INUNGU,TOM",2
11:34,"GOOD FT by INUNGU,TOM",53,,53,,OU-M 53-53 (0),,"GOOD FT by INUNGU,TOM",2
11:34,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
11:34,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
11:22,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:19,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
11:19,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
10:49,"MISS 3PTR by FOSTER,LANE",,,,,,,"MISS 3PTR by FOSTER,LANE",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
10:35,,53,,55 (+2),"GOOD LAYUP by SINE,TUCKER(in the paint)",CENTRE-M 53-55 (+2),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
10:14,"GOOD LAYUP by PERRY,WILL(in the paint)",55,,55,,OU-M 55-55 (0),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
09:57,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:51,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:51,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
09:33,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
09:29,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
09:04,"GOOD LAYUP by PERRY,WILL(in the paint)",57 (+2),,55,,OU-M 57-55 (-2),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
08:46,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
08:31,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",2
08:31,"TURNOVER  by PERRY,WILL",,,,,,,"TURNOVER  by PERRY,WILL",2
08:31,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
08:31,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
08:14,,57,,57,"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 57-57 (0),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
07:54,"MISS LAYUP by SONE,CARLOS",,,,,,,"MISS LAYUP by SONE,CARLOS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
07:45,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
07:36,"GOOD LAYUP by FOSTER,LANE(in the paint)",59 (+2),,57,,OU-M 59-57 (-2),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
07:36,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
07:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:36,"GOOD FT by FOSTER,LANE",60 (+3),,57,,OU-M 60-57 (-3),,"GOOD FT by FOSTER,LANE",2
07:36,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
07:36,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
07:25,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
07:25,,60 (+2),,58,"GOOD FT by BATES,JACOB",CENTRE-M 60-58 (-2),,"GOOD FT by BATES,JACOB",2
07:25,,60 (+1),,59,"GOOD FT by BATES,JACOB",CENTRE-M 60-59 (-1),,"GOOD FT by BATES,JACOB",2
07:25,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
07:25,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
07:25,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
07:25,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
07:05,"GOOD LAYUP by INUNGU,TOM(in the paint)",62 (+3),,59,,OU-M 62-59 (-3),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
06:44,,62 (+1),,61,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 62-61 (-1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
06:44,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
06:44,,62,,62,"GOOD FT by AYERS,PERRY",CENTRE-M 62-62 (0),,"GOOD FT by AYERS,PERRY",2
06:44,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
06:44,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
06:44,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
06:44,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
06:33,"TURNOVER  by BREATHWAITE,ZACH",,,,,,,"TURNOVER  by BREATHWAITE,ZACH",2
06:21,,62,,64 (+2),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 62-64 (+2),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
06:05,"MISS LAYUP by SONE,CARLOS",,,,,,,"MISS LAYUP by SONE,CARLOS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:00,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
05:58,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
05:58,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
05:36,,62,,66 (+4),"GOOD JUMPER by RAKES,BAILEY(in the paint)",CENTRE-M 62-66 (+4),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",2
05:22,"MISS 3PTR by PERRY,WILL",,,,,,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
05:04,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
04:55,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
04:55,"GOOD FT by FOSTER,LANE",63,,66 (+3),,OU-M 63-66 (+3),,"GOOD FT by FOSTER,LANE",2
04:55,"GOOD FT by FOSTER,LANE",64,,66 (+2),,OU-M 64-66 (+2),,"GOOD FT by FOSTER,LANE",2
04:55,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
04:55,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
04:28,,64,,68 (+4),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 64-68 (+4),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
04:04,"GOOD JUMPER by INUNGU,TOM(in the paint)",66,,68 (+2),,OU-M 66-68 (+2),,"GOOD JUMPER by INUNGU,TOM(in the paint)",2
03:46,,66,,71 (+5),"GOOD 3PTR by AYERS,PERRY",CENTRE-M 66-71 (+5),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
03:10,"MISS JUMPER by INUNGU,TOM",,,,,,,"MISS JUMPER by INUNGU,TOM",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
02:46,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
02:37,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND OFF by SONE,CARLOS",,,,,,,"REBOUND OFF by SONE,CARLOS",2
02:31,"GOOD LAYUP by FOSTER,LANE(in the paint)",68,,71 (+3),,OU-M 68-71 (+3),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
02:26,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
02:05,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
01:55,"GOOD LAYUP by INUNGU,TOM(in the paint)",70,,71 (+1),,OU-M 70-71 (+1),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
01:27,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
01:27,,70,,72 (+2),"GOOD FT by AYERS,PERRY",CENTRE-M 70-72 (+2),,"GOOD FT by AYERS,PERRY",2
01:27,,70,,73 (+3),"GOOD FT by AYERS,PERRY",CENTRE-M 70-73 (+3),,"GOOD FT by AYERS,PERRY",2
01:10,"MISS 3PTR by PERRY,WILL",,,,,,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
01:03,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
01:02,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
00:36,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
00:33,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
00:33,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:33,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
00:33,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
00:33,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
00:25,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:25,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
00:25,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
00:16,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
00:16,"GOOD FT by JENEI,RYAN",71,,73 (+2),,OU-M 71-73 (+2),,"GOOD FT by JENEI,RYAN",2
00:16,"GOOD FT by JENEI,RYAN",72,,73 (+1),,OU-M 72-73 (+1),,"GOOD FT by JENEI,RYAN",2
00:16,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:14,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
00:13,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
00:13,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
00:12,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
00:06,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:03,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
00:03,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
00:03,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
00:02,,72,,74 (+2),"GOOD FT by CRUMP,DAWSON",CENTRE-M 72-74 (+2),,"GOOD FT by CRUMP,DAWSON",2
00:02,,72,,75 (+3),"GOOD FT by CRUMP,DAWSON",CENTRE-M 72-75 (+3),,"GOOD FT by CRUMP,DAWSON",2
00:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:00,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
