Time Remaining,CC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:41,"GOOD JUMPER by RAKES,BAILEY",54 (+22),,32,,CC 54-32 (+22),,"GOOD JUMPER by RAKES,BAILEY",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
14:27,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
14:17,"GOOD 3PTR by SINE,TUCKER",57 (+25),,32,,CC 57-32 (+25),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
13:49,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
13:49,,,,,"MISS FT by BREATHWAITE,ZACH",,,"MISS FT by BREATHWAITE,ZACH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:49,,,,,"MISS FT by BREATHWAITE,ZACH",,,"MISS FT by BREATHWAITE,ZACH",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
13:49,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
13:49,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
13:49,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",2
13:49,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
13:33,"TURNOVER  by WALKER,ART",,,,,,,"TURNOVER  by WALKER,ART",2
13:32,,,,,"STEAL  by PERRY,WILL",,,"STEAL  by PERRY,WILL",2
13:29,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
13:29,"BLOCK  by WALKER,ART",,,,,,,"BLOCK  by WALKER,ART",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
13:00,"GOOD 3PTR by CRUMP,DAWSON",60 (+28),,32,,CC 60-32 (+28),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",2
12:44,,,,,"MISS 3PTR by RICE,TRE'",,,"MISS 3PTR by RICE,TRE'",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
12:26,"GOOD LAYUP by PURVIS,KC(in the paint)",62 (+30),,32,,CC 62-32 (+30),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",2
12:09,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
12:09,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:09,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
12:09,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
12:09,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
12:09,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
12:09,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
12:09,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
12:09,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
11:55,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by GULLEY,TREVOR",,,"REBOUND DEF by GULLEY,TREVOR",2
11:50,,,,,"TURNOVER  by GULLEY,TREVOR",,,"TURNOVER  by GULLEY,TREVOR",2
11:50,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
11:37,"GOOD JUMPER by GERALD,DUSTIN",64 (+32),,32,,CC 64-32 (+32),,"GOOD JUMPER by GERALD,DUSTIN",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
11:05,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
11:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:05,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:05,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
11:05,,,,,"SUB IN by CROWE,CAMERON",,,"SUB IN by CROWE,CAMERON",2
11:05,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
10:52,"MISS LAYUP by PURVIS,KC",,,,,,,"MISS LAYUP by PURVIS,KC",2
10:52,,,,,"BLOCK  by BREATHWAITE,ZACH",,,"BLOCK  by BREATHWAITE,ZACH",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
10:47,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
10:47,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
10:47,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
10:33,,,,,"MISS JUMPER by ETIWE,TOJU",,,"MISS JUMPER by ETIWE,TOJU",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
10:15,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
10:04,,64 (+30),,34,"GOOD JUMPER by ETIWE,TOJU(in the paint)",OU 64-34 (+30),,"GOOD JUMPER by ETIWE,TOJU(in the paint)",2
09:33,"GOOD 3PTR by GRIFFIN,JAROD",67 (+33),,34,,CC 67-34 (+33),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
09:14,,67 (+30),,37,"GOOD 3PTR by RICE,TRE'",OU 67-37 (+30),,"GOOD 3PTR by RICE,TRE'",2
--,,,,,"ASSIST  by BREATHWAITE,ZACH",,,"ASSIST  by BREATHWAITE,ZACH",2
08:53,"GOOD LAYUP by PURVIS,KC(in the paint)",69 (+32),,37,,CC 69-37 (+32),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
08:36,,,,,MISS 3PTR by TEAM,,,MISS 3PTR by TEAM,2
--,,,,,"REBOUND OFF by RICE,TRE'",,,"REBOUND OFF by RICE,TRE'",2
08:32,,69 (+30),,39,"GOOD LAYUP by RICE,TRE'(in the paint)",OU 69-39 (+30),,"GOOD LAYUP by RICE,TRE'(in the paint)",2
08:11,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
07:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:51,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
07:51,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
07:51,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
07:51,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
07:51,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
07:51,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
07:40,,,,,"TURNOVER  by BREATHWAITE,ZACH",,,"TURNOVER  by BREATHWAITE,ZACH",2
07:17,"GOOD 3PTR by GRIFFIN,JAROD",72 (+33),,39,,CC 72-39 (+33),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",2
06:50,,,,,"MISS 3PTR by CROWE,CAMERON",,,"MISS 3PTR by CROWE,CAMERON",2
--,,,,,"REBOUND OFF by ETIWE,TOJU",,,"REBOUND OFF by ETIWE,TOJU",2
06:40,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
06:40,,72 (+32),,40,"GOOD FT by RICE,TRE'",OU 72-40 (+32),,"GOOD FT by RICE,TRE'",2
06:40,,,,,"MISS FT by RICE,TRE'",,,"MISS FT by RICE,TRE'",2
--,"REBOUND DEF by JACKSON,BRAYDEN",,,,,,,"REBOUND DEF by JACKSON,BRAYDEN",2
06:40,"SUB IN by JACKSON,BRAYDEN",,,,,,,"SUB IN by JACKSON,BRAYDEN",2
06:40,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
06:19,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
06:18,,,,,"STEAL  by GULLEY,TREVOR",,,"STEAL  by GULLEY,TREVOR",2
06:01,,72 (+29),,43,"GOOD 3PTR by RICE,TRE'",OU 72-43 (+29),,"GOOD 3PTR by RICE,TRE'",2
--,,,,,"ASSIST  by GULLEY,TREVOR",,,"ASSIST  by GULLEY,TREVOR",2
05:57,,,,,"FOUL  by BREATHWAITE,ZACH",,,"FOUL  by BREATHWAITE,ZACH",2
05:57,"TURNOVER  by SPITZER,JAKOB",,,,,,,"TURNOVER  by SPITZER,JAKOB",2
05:57,,,,,"STEAL  by ETIWE,TOJU",,,"STEAL  by ETIWE,TOJU",2
05:57,,72 (+27),,45,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",OU 72-45 (+27),,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",2
05:57,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
05:57,,,,,"MISS JUMPER by ETIWE,TOJU",,,"MISS JUMPER by ETIWE,TOJU",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
05:57,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
05:48,,,,,"MISS LAYUP by CROWE,CAMERON",,,"MISS LAYUP by CROWE,CAMERON",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
04:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:14,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
04:14,"SUB IN by DURBIN,TYLER",,,,,,,"SUB IN by DURBIN,TYLER",2
04:14,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
04:14,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
04:14,,,,,"SUB IN by WALKER,ALEX",,,"SUB IN by WALKER,ALEX",2
04:14,,,,,"SUB IN by STROMBERG,KEAGAN",,,"SUB IN by STROMBERG,KEAGAN",2
04:14,,,,,"SUB IN by SWILLUM,DAVID",,,"SUB IN by SWILLUM,DAVID",2
04:14,,,,,"SUB IN by SCHNEIDMILLER,SAM",,,"SUB IN by SCHNEIDMILLER,SAM",2
04:14,,,,,"SUB IN by PEAKS,WARNER",,,"SUB IN by PEAKS,WARNER",2
04:14,,,,,"SUB OUT by CROWE,CAMERON",,,"SUB OUT by CROWE,CAMERON",2
04:14,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
04:14,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",2
04:14,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",2
04:14,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
04:04,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",74 (+29),,45,,CC 74-45 (+29),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",2
03:41,,,,,"MISS 3PTR by PEAKS,WARNER",,,"MISS 3PTR by PEAKS,WARNER",2
--,"REBOUND DEF by BROWNLEY,HOGAN",,,,,,,"REBOUND DEF by BROWNLEY,HOGAN",2
03:29,,,,,"FOUL  by PEAKS,WARNER",,,"FOUL  by PEAKS,WARNER",2
03:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:28,,,,,"FOUL  by PEAKS,WARNER",,,"FOUL  by PEAKS,WARNER",2
03:27,"SUB IN by SNYDER,CALEB",,,,,,,"SUB IN by SNYDER,CALEB",2
03:27,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
03:23,"GOOD 3PTR by JACKSON,BRAYDEN",77 (+32),,45,,CC 77-45 (+32),,"GOOD 3PTR by JACKSON,BRAYDEN",2
--,"ASSIST  by SPITZER,JAKOB",,,,,,,"ASSIST  by SPITZER,JAKOB",2
03:14,,,,,"MISS 3PTR by WALKER,ALEX",,,"MISS 3PTR by WALKER,ALEX",2
--,,,,,"REBOUND OFF by SCHNEIDMILLER,SAM",,,"REBOUND OFF by SCHNEIDMILLER,SAM",2
02:56,"FOUL  by SNYDER,CALEB",,,,,,,"FOUL  by SNYDER,CALEB",2
02:56,,77 (+31),,46,"GOOD FT by STROMBERG,KEAGAN",OU 77-46 (+31),,"GOOD FT by STROMBERG,KEAGAN",2
02:56,,,,,"MISS FT by STROMBERG,KEAGAN",,,"MISS FT by STROMBERG,KEAGAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
02:56,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
02:56,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
02:44,"MISS JUMPER by SNYDER,CALEB",,,,,,,"MISS JUMPER by SNYDER,CALEB",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
02:36,,,,,"FOUL  by WALKER,ALEX",,,"FOUL  by WALKER,ALEX",2
02:26,"MISS 3PTR by DURBIN,TYLER",,,,,,,"MISS 3PTR by DURBIN,TYLER",2
--,,,,,"REBOUND DEF by SWILLUM,DAVID",,,"REBOUND DEF by SWILLUM,DAVID",2
02:12,,77 (+28),,49,"GOOD 3PTR by WALKER,ALEX",OU 77-49 (+28),,"GOOD 3PTR by WALKER,ALEX",2
--,,,,,"ASSIST  by SWILLUM,DAVID",,,"ASSIST  by SWILLUM,DAVID",2
01:45,"FOUL  by JACKSON,BRAYDEN",,,,,,,"FOUL  by JACKSON,BRAYDEN",2
01:45,"TURNOVER  by JACKSON,BRAYDEN",,,,,,,"TURNOVER  by JACKSON,BRAYDEN",2
01:21,"FOUL  by JACKSON,BRAYDEN",,,,,,,"FOUL  by JACKSON,BRAYDEN",2
01:18,,,,,"MISS FT by SWILLUM,DAVID",,,"MISS FT by SWILLUM,DAVID",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
01:10,"TURNOVER  by DURBIN,TYLER",,,,,,,"TURNOVER  by DURBIN,TYLER",2
01:06,,77 (+26),,51,"GOOD LAYUP by SWILLUM,DAVID(in the paint)",OU 77-51 (+26),,"GOOD LAYUP by SWILLUM,DAVID(in the paint)",2
--,,,,,"ASSIST  by SCHNEIDMILLER,SAM",,,"ASSIST  by SCHNEIDMILLER,SAM",2
01:06,"FOUL  by SNYDER,CALEB",,,,,,,"FOUL  by SNYDER,CALEB",2
01:06,,77 (+25),,52,"GOOD FT by SWILLUM,DAVID",OU 77-52 (+25),,"GOOD FT by SWILLUM,DAVID",2
00:58,"MISS 3PTR by SNYDER,CALEB",,,,,,,"MISS 3PTR by SNYDER,CALEB",2
--,,,,,"REBOUND DEF by PEAKS,WARNER",,,"REBOUND DEF by PEAKS,WARNER",2
00:36,,77 (+23),,54,"GOOD LAYUP by WALKER,ALEX(in the paint)",OU 77-54 (+23),,"GOOD LAYUP by WALKER,ALEX(in the paint)",2
