Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MUW,Game Score,Team Indicator,Play,Period
05:31,,,,,"MISS LAYUP by BLANTON,CLAY(in the paint)",,,"MISS LAYUP by BLANTON,CLAY(in the paint)",2
--,"REBOUND DEF by DAVIS,RANDALL",,,,,,,"REBOUND DEF by DAVIS,RANDALL",2
05:11,"MISS JUMPER by DAVIS,RANDALL(in the paint)",,,,,,,"MISS JUMPER by DAVIS,RANDALL(in the paint)",2
--,,,,,"REBOUND DEF by BLANTON,CLAY",,,"REBOUND DEF by BLANTON,CLAY",2
04:53,,,,,"MISS 3PTR by BAILEY,DDALLEN",,,"MISS 3PTR by BAILEY,DDALLEN",2
--,,,,,"REBOUND OFF by WRIGHT,SHON",,,"REBOUND OFF by WRIGHT,SHON",2
04:46,,56,,86 (+30),"GOOD LAYUP by WRIGHT,SHON(in the paint)",MUW 56-86 (-30),,"GOOD LAYUP by WRIGHT,SHON(in the paint)",2
04:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
04:23,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",2
04:23,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
04:23,"SUB OUT by DAVIS,RANDALL",,,,,,,"SUB OUT by DAVIS,RANDALL",2
04:23,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",2
04:23,"SUB OUT by NIX,JAMES",,,,,,,"SUB OUT by NIX,JAMES",2
04:23,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
04:23,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
04:23,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
04:23,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
04:23,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
04:10,,,,,"MISS JUMPER by WRIGHT,SHON",,,"MISS JUMPER by WRIGHT,SHON",2
04:10,"GOOD JUMPER by NIX,JAMES",56,,88 (+32),,BSC 56-88 (-32),,"GOOD JUMPER by NIX,JAMES",2
04:10,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
04:10,"SUB IN by NIX,JAMES",,,,,,,"SUB IN by NIX,JAMES",2
--,"REBOUND DEF by GLOVER,COLIN",,,,,,,"REBOUND DEF by GLOVER,COLIN",2
04:00,"MISS JUMPER by GLOVER,COLIN(in the paint)",,,,,,,"MISS JUMPER by GLOVER,COLIN(in the paint)",2
04:00,,,,,"BLOCK  by BAILEY,DDALLEN",,,"BLOCK  by BAILEY,DDALLEN",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
03:50,"GOOD LAYUP by DAVIS,BRODY(in the paint)",56,,90 (+34),,BSC 56-90 (-34),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
03:50,"SUB OUT by NIX,JAMES",,,,,,,"SUB OUT by NIX,JAMES",2
03:50,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
03:48,,,,,"SUB OUT by COLEMAN JR.,TERRY",,,"SUB OUT by COLEMAN JR.,TERRY",2
03:48,,,,,"SUB IN by DOSS,DARIUN",,,"SUB IN by DOSS,DARIUN",2
03:35,,,,,"MISS JUMPER by DOSS,DARIUN",,,"MISS JUMPER by DOSS,DARIUN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:33,,,,,"SUB OUT by DAVISON,KENTERRIUS",,,"SUB OUT by DAVISON,KENTERRIUS",2
03:33,,,,,"SUB OUT by BLANTON,CLAY",,,"SUB OUT by BLANTON,CLAY",2
03:33,,,,,"SUB IN by STEVENSON,ISAIAH",,,"SUB IN by STEVENSON,ISAIAH",2
03:33,,,,,"SUB IN by LONG,GRAYSON",,,"SUB IN by LONG,GRAYSON",2
03:27,,,,,"MISS JUMPER by DOSS,DARIUN(in the paint)",,,"MISS JUMPER by DOSS,DARIUN(in the paint)",2
--,,,,,"REBOUND OFF by DOSS,DARIUN",,,"REBOUND OFF by DOSS,DARIUN",2
03:23,,,,,"MISS LAYUP by DOSS,DARIUN(in the paint)",,,"MISS LAYUP by DOSS,DARIUN(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:06,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND DEF by STEVENSON,ISAIAH",,,"REBOUND DEF by STEVENSON,ISAIAH",2
02:59,,,,,"SUB OUT by BAILEY,DDALLEN",,,"SUB OUT by BAILEY,DDALLEN",2
02:59,,,,,"SUB IN by JONES,JAYLON",,,"SUB IN by JONES,JAYLON",2
02:57,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
02:57,"SUB IN by NIX,JAMES",,,,,,,"SUB IN by NIX,JAMES",2
02:49,,,,,"MISS 3PTR by STEVENSON,ISAIAH",,,"MISS 3PTR by STEVENSON,ISAIAH",2
--,,,,,"REBOUND OFF by LONG,GRAYSON",,,"REBOUND OFF by LONG,GRAYSON",2
02:46,,,,,"MISS JUMPER by DOSS,DARIUN",,,"MISS JUMPER by DOSS,DARIUN",2
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
02:36,"SUB OUT by NIX,JAMES",,,,,,,"SUB OUT by NIX,JAMES",2
02:36,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
02:32,"GOOD LAYUP by DAVIS,BRODY(in the paint)",56,,92 (+36),,BSC 56-92 (-36),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
--,"ASSIST  by GLOVER,COLIN",,,,,,,"ASSIST  by GLOVER,COLIN",2
02:19,,,,,"TURNOVER  by LONG,GRAYSON",,,"TURNOVER  by LONG,GRAYSON",2
02:19,"STEAL  by DAVIS,BRODY",,,,,,,"STEAL  by DAVIS,BRODY",2
02:12,"GOOD JUMPER by JACKSON,MARTISE(fastbreak)",56,,94 (+38),,BSC 56-94 (-38),,"GOOD JUMPER by JACKSON,MARTISE(fastbreak)",2
01:55,,,,,"MISS 3PTR by WRIGHT,SHON",,,"MISS 3PTR by WRIGHT,SHON",2
--,,,,,"REBOUND OFF by DOSS,DARIUN",,,"REBOUND OFF by DOSS,DARIUN",2
01:43,,,,,"MISS 3PTR by WRIGHT,SHON",,,"MISS 3PTR by WRIGHT,SHON",2
--,"REBOUND DEF by DAVIS,BRODY",,,,,,,"REBOUND DEF by DAVIS,BRODY",2
01:32,"MISS LAYUP by GREEN,KALEB(in the paint)",,,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:23,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
01:23,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
01:23,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
01:23,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
01:23,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
01:23,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
01:23,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
01:23,"SUB IN by DAVIS,RANDALL",,,,,,,"SUB IN by DAVIS,RANDALL",2
01:23,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
01:23,"SUB IN by NIX,JAMES",,,,,,,"SUB IN by NIX,JAMES",2
01:13,,58,,94 (+36),"GOOD LAYUP by WRIGHT,SHON(in the paint)",MUW 58-94 (-36),,"GOOD LAYUP by WRIGHT,SHON(in the paint)",2
01:13,"TURNOVER  by BARNETT,CHARLIE",,,,,,,"TURNOVER  by BARNETT,CHARLIE",2
01:00,"GOOD JUMPER by BARNETT,CHARLIE",58,,96 (+38),,BSC 58-96 (-38),,"GOOD JUMPER by BARNETT,CHARLIE",2
00:53,,60,,96 (+36),"GOOD JUMPER by DOSS,DARIUN",MUW 60-96 (-36),,"GOOD JUMPER by DOSS,DARIUN",2
--,,,,,"ASSIST  by STEVENSON,ISAIAH",,,"ASSIST  by STEVENSON,ISAIAH",2
00:44,"MISS JUMPER by DAVIS,RANDALL(in the paint)",,,,,,,"MISS JUMPER by DAVIS,RANDALL(in the paint)",2
--,"REBOUND OFF by NIX,JAMES",,,,,,,"REBOUND OFF by NIX,JAMES",2
00:40,"MISS LAYUP by NIX,JAMES(in the paint)",,,,,,,"MISS LAYUP by NIX,JAMES(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:35,"GOOD 3PTR by DEAN,NOLAN",60,,99 (+39),,BSC 60-99 (-39),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by NIX,JAMES",,,,,,,"ASSIST  by NIX,JAMES",2
00:15,,,,,"MISS 3PTR by JONES,JAYLON",,,"MISS 3PTR by JONES,JAYLON",2
--,,,,,"REBOUND OFF by LONG,GRAYSON",,,"REBOUND OFF by LONG,GRAYSON",2
00:06,,,,,"MISS JUMPER by DOSS,DARIUN",,,"MISS JUMPER by DOSS,DARIUN",2
--,,,,,"REBOUND OFF by DOSS,DARIUN",,,"REBOUND OFF by DOSS,DARIUN",2
