Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by DOLHANCYK,COOPER",,,,,,,"REBOUND OFF by DOLHANCYK,COOPER",2
01:55,"GOOD LAYUP by DOLHANCYK,COOPER(in the paint)",64,,94 (+30),,LAG 64-94 (+30),,"GOOD LAYUP by DOLHANCYK,COOPER(in the paint)",2
01:49,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",2
01:49,"STEAL  by BROWN,KYLE",,,,,,,"STEAL  by BROWN,KYLE",2
01:49,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
01:49,,,,,"SUB IN by GLOVER,COLIN",,,"SUB IN by GLOVER,COLIN",2
01:39,,,,,"FOUL  by DAVIS,RANDALL",,,"FOUL  by DAVIS,RANDALL",2
01:39,"MISS FT by DOLHANCYK,COOPER",,,,,,,"MISS FT by DOLHANCYK,COOPER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:39,"GOOD FT by DOLHANCYK,COOPER",65,,94 (+29),,LAG 65-94 (+29),,"GOOD FT by DOLHANCYK,COOPER",2
01:39,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",2
01:39,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",2
01:32,,,,,"TURNOVER  by DEAN,NOLAN",,,"TURNOVER  by DEAN,NOLAN",2
01:32,"STEAL  by ADAMS,XAVIER",,,,,,,"STEAL  by ADAMS,XAVIER",2
01:22,"GOOD JUMPER by BROWN,KYLE(in the paint)",67,,94 (+27),,LAG 67-94 (+27),,"GOOD JUMPER by BROWN,KYLE(in the paint)",2
01:12,,67,,96 (+29),"GOOD DUNK by DAVIS,RANDALL(in the paint)",BSC 67-96 (+29),,"GOOD DUNK by DAVIS,RANDALL(in the paint)",2
01:12,,,,,"FOUL TECH by DAVIS,RANDALL",,,"FOUL TECH by DAVIS,RANDALL",2
01:12,,,,,"SUB OUT by SPENCE,SAM",,,"SUB OUT by SPENCE,SAM",2
01:12,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
01:12,"MISS FT by ODEN,ISAIAH(fastbreak)",,,,,,,"MISS FT by ODEN,ISAIAH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:03,"MISS 3PTR by ODEN,ISAIAH",,,,,,,"MISS 3PTR by ODEN,ISAIAH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:57,"MISS 3PTR by SHEPHERD,ANDREW",,,,,,,"MISS 3PTR by SHEPHERD,ANDREW",2
--,,,,,"REBOUND DEF by GLOVER,COLIN",,,"REBOUND DEF by GLOVER,COLIN",2
00:53,,,,,"TURNOVER  by GLOVER,COLIN",,,"TURNOVER  by GLOVER,COLIN",2
00:53,"STEAL  by ODEN,ISAIAH",,,,,,,"STEAL  by ODEN,ISAIAH",2
00:50,,,,,"FOUL  by GLOVER,COLIN",,,"FOUL  by GLOVER,COLIN",2
00:50,"MISS FT by ODEN,ISAIAH(fastbreak)",,,,,,,"MISS FT by ODEN,ISAIAH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:50,"GOOD FT by ODEN,ISAIAH(fastbreak)",68,,96 (+28),,LAG 68-96 (+28),,"GOOD FT by ODEN,ISAIAH(fastbreak)",2
00:38,,68,,98 (+30),"GOOD JUMPER by DAVIS,RANDALL(in the paint)",BSC 68-98 (+30),,"GOOD JUMPER by DAVIS,RANDALL(in the paint)",2
00:38,"FOUL  by SHEPHERD,ANDREW",,,,,,,"FOUL  by SHEPHERD,ANDREW",2
00:38,,,,,"MISS FT by DAVIS,RANDALL",,,"MISS FT by DAVIS,RANDALL",2
--,,,,,"REBOUND OFF by DEAN,NOLAN",,,"REBOUND OFF by DEAN,NOLAN",2
00:37,,,,,"TURNOVER  by DEAN,NOLAN",,,"TURNOVER  by DEAN,NOLAN",2
00:27,"GOOD 3PTR by ODEN,ISAIAH",71,,98 (+27),,LAG 71-98 (+27),,"GOOD 3PTR by ODEN,ISAIAH",2
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",2
