Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
10:26,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
10:26,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
10:26,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",1
10:26,"SUB IN by SHEPHERD,ANDREW",,,,,,,"SUB IN by SHEPHERD,ANDREW",1
10:22,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",1
10:22,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",1
10:09,,17,,24 (+7),"GOOD 3PTR by GLOVER,CAMERON",BSC 17-24 (+7),,"GOOD 3PTR by GLOVER,CAMERON",1
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",1
09:58,"MISS JUMPER by BROWN,KYLE",,,,,,,"MISS JUMPER by BROWN,KYLE",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
09:51,,17,,27 (+10),"GOOD 3PTR by FITZGERALD,PAUL",BSC 17-27 (+10),,"GOOD 3PTR by FITZGERALD,PAUL",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
09:29,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",1
09:16,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",1
09:16,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
09:16,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
09:16,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
09:16,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
09:16,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",1
09:16,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
09:16,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",1
09:16,"SUB IN by ADAMS,XAVIER",,,,,,,"SUB IN by ADAMS,XAVIER",1
08:53,"MISS 3PTR by ADAMS,XAVIER",,,,,,,"MISS 3PTR by ADAMS,XAVIER",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
08:38,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",1
08:38,"STEAL  by SMITH,KYLE",,,,,,,"STEAL  by SMITH,KYLE",1
08:33,"TURNOVER  by BROWN,KYLE",,,,,,,"TURNOVER  by BROWN,KYLE",1
08:33,,,,,"STEAL  by GREEN,KALEB",,,"STEAL  by GREEN,KALEB",1
08:20,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
08:17,"FOUL  by SMITH,KYLE",,,,,,,"FOUL  by SMITH,KYLE",1
08:17,,17,,28 (+11),"GOOD FT by GILLISPIE,JAY",BSC 17-28 (+11),,"GOOD FT by GILLISPIE,JAY",1
08:17,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",1
08:17,"SUB OUT by SMITH,KYLE",,,,,,,"SUB OUT by SMITH,KYLE",1
08:17,"SUB IN by LYONS,CAMERIN",,,,,,,"SUB IN by LYONS,CAMERIN",1
08:17,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
08:17,,17,,29 (+12),"GOOD FT by GILLISPIE,JAY",BSC 17-29 (+12),,"GOOD FT by GILLISPIE,JAY",1
08:00,"MISS 3PTR by ADAMS,XAVIER",,,,,,,"MISS 3PTR by ADAMS,XAVIER",1
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",1
07:38,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,"REBOUND DEF by ADAMS,XAVIER",,,,,,,"REBOUND DEF by ADAMS,XAVIER",1
07:25,"MISS 3PTR by DOLHANCYK,COOPER",,,,,,,"MISS 3PTR by DOLHANCYK,COOPER",1
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",1
07:18,,17,,32 (+15),"GOOD 3PTR by GLOVER,CAMERON",BSC 17-32 (+15),,"GOOD 3PTR by GLOVER,CAMERON",1
06:52,"MISS 3PTR by ADAMS,XAVIER",,,,,,,"MISS 3PTR by ADAMS,XAVIER",1
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",1
06:45,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",1
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",1
06:36,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",1
06:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
06:36,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
06:36,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
06:36,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
06:36,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",1
06:36,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
06:36,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
06:36,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
06:36,,,,,"SUB IN by GLOVER,COLIN",,,"SUB IN by GLOVER,COLIN",1
06:36,,,,,"SUB IN by SPENCE,SAM",,,"SUB IN by SPENCE,SAM",1
06:36,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",1
06:36,"SUB OUT by ADAMS,XAVIER",,,,,,,"SUB OUT by ADAMS,XAVIER",1
06:36,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",1
06:29,"GOOD 3PTR by PENDLETON,TAYSHAWN",20,,32 (+12),,LAG 20-32 (+12),,"GOOD 3PTR by PENDLETON,TAYSHAWN",1
--,"ASSIST  by DOLHANCYK,COOPER",,,,,,,"ASSIST  by DOLHANCYK,COOPER",1
06:19,,20,,35 (+15),"GOOD 3PTR by KANE,DENMAN",BSC 20-35 (+15),,"GOOD 3PTR by KANE,DENMAN",1
--,,,,,"ASSIST  by SPENCE,SAM",,,"ASSIST  by SPENCE,SAM",1
06:02,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",,,,,,,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",1
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",1
05:55,,,,,"MISS 3PTR by GLOVER,COLIN",,,"MISS 3PTR by GLOVER,COLIN",1
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",1
05:34,"MISS 3PTR by LYONS,CAMERIN",,,,,,,"MISS 3PTR by LYONS,CAMERIN",1
--,,,,,"REBOUND DEF by SPENCE,SAM",,,"REBOUND DEF by SPENCE,SAM",1
05:15,,,,,"MISS JUMPER by DAVIS,BRODY(in the paint)",,,"MISS JUMPER by DAVIS,BRODY(in the paint)",1
--,,,,,"REBOUND OFF by GARRIDO,BRANDAN",,,"REBOUND OFF by GARRIDO,BRANDAN",1
05:10,,20,,38 (+18),"GOOD 3PTR by GLOVER,COLIN",BSC 20-38 (+18),,"GOOD 3PTR by GLOVER,COLIN",1
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",1
05:05,,,,,"FOUL  by GARRIDO,BRANDAN",,,"FOUL  by GARRIDO,BRANDAN",1
05:05,"SUB OUT by SHEPHERD,ANDREW",,,,,,,"SUB OUT by SHEPHERD,ANDREW",1
05:05,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",1
05:05,"SUB IN by EDWARDS,BERSHARD",,,,,,,"SUB IN by EDWARDS,BERSHARD",1
05:05,"SUB IN by SMITH,KYLE",,,,,,,"SUB IN by SMITH,KYLE",1
04:54,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",1
--,"REBOUND OFF by SMITH,KYLE",,,,,,,"REBOUND OFF by SMITH,KYLE",1
04:44,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",22,,38 (+16),,LAG 22-38 (+16),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",1
04:34,,,,,"TURNOVER  by KANE,DENMAN",,,"TURNOVER  by KANE,DENMAN",1
04:22,"GOOD LAYUP by SMITH,KYLE(in the paint)",24,,38 (+14),,LAG 24-38 (+14),,"GOOD LAYUP by SMITH,KYLE(in the paint)",1
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",1
04:06,,,,,"MISS JUMPER by GLOVER,COLIN(in the paint)",,,"MISS JUMPER by GLOVER,COLIN(in the paint)",1
--,,,,,"REBOUND OFF by SPENCE,SAM",,,"REBOUND OFF by SPENCE,SAM",1
03:53,,,,,"MISS JUMPER by SPENCE,SAM(in the paint)",,,"MISS JUMPER by SPENCE,SAM(in the paint)",1
--,"REBOUND DEF by SMITH,KYLE",,,,,,,"REBOUND DEF by SMITH,KYLE",1
03:43,"MISS 3PTR by SMITH,KYLE",,,,,,,"MISS 3PTR by SMITH,KYLE",1
--,"REBOUND OFF by EDWARDS,BERSHARD",,,,,,,"REBOUND OFF by EDWARDS,BERSHARD",1
03:34,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",1
03:34,,,,,"STEAL  by GARRIDO,BRANDAN",,,"STEAL  by GARRIDO,BRANDAN",1
03:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:28,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
03:28,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
03:28,,,,,"SUB OUT by GLOVER,COLIN",,,"SUB OUT by GLOVER,COLIN",1
03:28,,,,,"SUB OUT by SPENCE,SAM",,,"SUB OUT by SPENCE,SAM",1
03:28,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",1
03:28,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
03:28,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
03:28,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
03:28,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
03:28,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
03:28,"SUB OUT by LYONS,CAMERIN",,,,,,,"SUB OUT by LYONS,CAMERIN",1
03:28,"SUB IN by COFIELD,GABE",,,,,,,"SUB IN by COFIELD,GABE",1
03:15,,24,,40 (+16),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 24-40 (+16),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
03:06,"GOOD 3PTR by PENDLETON,TAYSHAWN",27,,40 (+13),,LAG 27-40 (+13),,"GOOD 3PTR by PENDLETON,TAYSHAWN",1
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",1
02:44,,27,,43 (+16),"GOOD 3PTR by TOULIATOS,LUKE",BSC 27-43 (+16),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
02:32,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",1
--,"REBOUND OFF by SMITH,KYLE",,,,,,,"REBOUND OFF by SMITH,KYLE",1
02:25,"TURNOVER  by SMITH,KYLE",,,,,,,"TURNOVER  by SMITH,KYLE",1
02:25,,,,,"STEAL  by GLOVER,CAMERON",,,"STEAL  by GLOVER,CAMERON",1
02:19,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,"REBOUND DEF by PENDLETON,TAYSHAWN",,,,,,,"REBOUND DEF by PENDLETON,TAYSHAWN",1
01:57,"GOOD JUMPER by SMITH,KYLE(in the paint)",29,,43 (+14),,LAG 29-43 (+14),,"GOOD JUMPER by SMITH,KYLE(in the paint)",1
01:48,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
01:48,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",1
01:48,"SUB OUT by PENDLETON,TAYSHAWN",,,,,,,"SUB OUT by PENDLETON,TAYSHAWN",1
01:48,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
01:22,"MISS JUMPER by BROWN,KYLE",,,,,,,"MISS JUMPER by BROWN,KYLE",1
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",1
00:57,,29,,46 (+17),"GOOD 3PTR by TOULIATOS,LUKE",BSC 29-46 (+17),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",1
00:44,"GOOD 3PTR by SMITH,KYLE",32,,46 (+14),,LAG 32-46 (+14),,"GOOD 3PTR by SMITH,KYLE",1
00:35,,32,,48 (+16),"GOOD JUMPER by STEPHENS,TROY(in the paint)",BSC 32-48 (+16),,"GOOD JUMPER by STEPHENS,TROY(in the paint)",1
00:28,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
00:00,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
00:00,"BLOCK  by DOLHANCYK,COOPER",,,,,,,"BLOCK  by DOLHANCYK,COOPER",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
20:00,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
20:00,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
20:00,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
20:00,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
20:00,"SUB OUT by SMITH,KYLE",,,,,,,"SUB OUT by SMITH,KYLE",2
20:00,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",2
19:49,"TURNOVER  by HILL,ZAC",,,,,,,"TURNOVER  by HILL,ZAC",2
19:49,,,,,"STEAL  by GILLISPIE,JAY",,,"STEAL  by GILLISPIE,JAY",2
19:43,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",2
19:20,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
19:20,"STEAL  by BROWN,KYLE",,,,,,,"STEAL  by BROWN,KYLE",2
19:18,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
19:04,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",2
19:04,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",2
18:47,,32,,50 (+18),"GOOD JUMPER by GILLISPIE,JAY",BSC 32-50 (+18),,"GOOD JUMPER by GILLISPIE,JAY",2
18:36,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",2
