Time Remaining,MUW,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:17,"GOOD FT by WRIGHT,THOMAS",52 (+8),,44,,MUW 52-44 (-8),,"GOOD FT by WRIGHT,THOMAS",2
18:56,,52 (+6),,46,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 52-46 (-6),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
18:56,"FOUL  by HINES,JAQUAN",,,,,,,"FOUL  by HINES,JAQUAN",2
18:56,,52 (+5),,47,"GOOD FT by STEWART,CHRISTIAN",BSC 52-47 (-5),,"GOOD FT by STEWART,CHRISTIAN",2
18:34,"MISS LAYUP by WRIGHT,THOMAS(in the paint)",,,,,,,"MISS LAYUP by WRIGHT,THOMAS(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:27,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
18:27,"BLOCK  by WRIGHT,THOMAS",,,,,,,"BLOCK  by WRIGHT,THOMAS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:54,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",54 (+7),,47,,MUW 54-47 (-7),,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",2
--,"ASSIST  by THOMAS,TERRYONTE",,,,,,,"ASSIST  by THOMAS,TERRYONTE",2
17:36,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by FITZGERALD,PAUL",,,"REBOUND OFF by FITZGERALD,PAUL",2
17:30,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
17:30,"STEAL  by ZERADJANIN,MILOS",,,,,,,"STEAL  by ZERADJANIN,MILOS",2
17:30,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
17:21,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",2
17:02,"MISS JUMPER by THOMAS,TERRYONTE",,,,,,,"MISS JUMPER by THOMAS,TERRYONTE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:55,,,,,"MISS JUMPER by GLOVER,CAMERON",,,"MISS JUMPER by GLOVER,CAMERON",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
16:52,"FOUL  by HINES,JAQUAN",,,,,,,"FOUL  by HINES,JAQUAN",2
16:52,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:52,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
16:52,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
16:52,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
16:52,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
16:52,"SUB OUT by HINES,JAQUAN",,,,,,,"SUB OUT by HINES,JAQUAN",2
16:52,"SUB IN by COLLINS,TANNER",,,,,,,"SUB IN by COLLINS,TANNER",2
16:52,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,"REBOUND DEF by WRIGHT,THOMAS",,,,,,,"REBOUND DEF by WRIGHT,THOMAS",2
16:44,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",,,,,,,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",2
16:44,,,,,"BLOCK  by JACKSON,MARTISE",,,"BLOCK  by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:38,,54 (+5),,49,"GOOD LAYUP by STEWART,CHRISTIAN(fastbreak)(in the paint)",BSC 54-49 (-5),,"GOOD LAYUP by STEWART,CHRISTIAN(fastbreak)(in the paint)",2
16:21,"MISS 3PTR by ZERADJANIN,MILOS",,,,,,,"MISS 3PTR by ZERADJANIN,MILOS",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
16:11,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
16:07,,54 (+3),,51,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 54-51 (-3),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
16:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:04,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:36,"TURNOVER  by WRIGHT,SHON",,,,,,,"TURNOVER  by WRIGHT,SHON",2
15:22,,54,,54,"GOOD 3PTR by GLOVER,CAMERON",BSC 54-54 (0),,"GOOD 3PTR by GLOVER,CAMERON",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
15:01,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
15:01,"GOOD FT by COLLINS,TANNER",55 (+1),,54,,MUW 55-54 (-1),,"GOOD FT by COLLINS,TANNER",2
15:01,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
15:01,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
15:01,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
15:01,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
15:01,"GOOD FT by COLLINS,TANNER",56 (+2),,54,,MUW 56-54 (-2),,"GOOD FT by COLLINS,TANNER",2
14:50,,56,,56,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",BSC 56-56 (0),,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",2
14:21,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",58 (+2),,56,,MUW 58-56 (-2),,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",2
--,"ASSIST  by THOMAS,TERRYONTE",,,,,,,"ASSIST  by THOMAS,TERRYONTE",2
14:06,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by THOMAS,TERRYONTE",,,,,,,"REBOUND DEF by THOMAS,TERRYONTE",2
13:45,"MISS 3PTR by ZERADJANIN,MILOS",,,,,,,"MISS 3PTR by ZERADJANIN,MILOS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:41,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
13:41,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
13:41,"SUB OUT by ZERADJANIN,MILOS",,,,,,,"SUB OUT by ZERADJANIN,MILOS",2
13:41,"SUB OUT by WRIGHT,SHON",,,,,,,"SUB OUT by WRIGHT,SHON",2
13:41,"SUB IN by CAUSEY,QUINTIYUS",,,,,,,"SUB IN by CAUSEY,QUINTIYUS",2
13:41,"SUB IN by JACKSON,TREY",,,,,,,"SUB IN by JACKSON,TREY",2
13:33,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND OFF by TOULIATOS,LUKE",,,"REBOUND OFF by TOULIATOS,LUKE",2
13:32,"FOUL  by WRIGHT,THOMAS",,,,,,,"FOUL  by WRIGHT,THOMAS",2
13:20,,58,,58,"GOOD JUMPER by JACKSON,MARTISE(in the paint)",BSC 58-58 (0),,"GOOD JUMPER by JACKSON,MARTISE(in the paint)",2
13:03,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",,,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",2
--,"REBOUND OFF by WRIGHT,THOMAS",,,,,,,"REBOUND OFF by WRIGHT,THOMAS",2
12:57,"GOOD 3PTR by JACKSON,TREY",61 (+3),,58,,MUW 61-58 (-3),,"GOOD 3PTR by JACKSON,TREY",2
--,"ASSIST  by CAUSEY,QUINTIYUS",,,,,,,"ASSIST  by CAUSEY,QUINTIYUS",2
12:45,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",2
12:45,"BLOCK  by WRIGHT,THOMAS",,,,,,,"BLOCK  by WRIGHT,THOMAS",2
--,"REBOUND DEF by THOMAS,TERRYONTE",,,,,,,"REBOUND DEF by THOMAS,TERRYONTE",2
12:24,"MISS 3PTR by JACKSON,TREY",,,,,,,"MISS 3PTR by JACKSON,TREY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:53,,61 (+1),,60,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 61-60 (-1),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
11:36,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",,,,,,,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",2
--,"REBOUND OFF by THOMAS,TERRYONTE",,,,,,,"REBOUND OFF by THOMAS,TERRYONTE",2
11:35,,,,,"FOUL  by GARRIDO,BRANDAN",,,"FOUL  by GARRIDO,BRANDAN",2
11:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:35,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
11:35,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
11:35,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
11:35,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
11:35,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
11:35,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
11:35,"SUB OUT by COLLINS,TANNER",,,,,,,"SUB OUT by COLLINS,TANNER",2
11:35,"SUB IN by WRIGHT,SHON",,,,,,,"SUB IN by WRIGHT,SHON",2
11:35,"GOOD FT by THOMAS,TERRYONTE",62 (+2),,60,,MUW 62-60 (-2),,"GOOD FT by THOMAS,TERRYONTE",2
11:35,"GOOD FT by THOMAS,TERRYONTE",63 (+3),,60,,MUW 63-60 (-3),,"GOOD FT by THOMAS,TERRYONTE",2
11:24,"FOUL  by WRIGHT,SHON",,,,,,,"FOUL  by WRIGHT,SHON",2
11:19,,63,,63,"GOOD 3PTR by STEPHENS,TROY",BSC 63-63 (0),,"GOOD 3PTR by STEPHENS,TROY",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
10:58,"MISS JUMPER by JACKSON,TREY",,,,,,,"MISS JUMPER by JACKSON,TREY",2
--,"REBOUND OFF by WRIGHT,THOMAS",,,,,,,"REBOUND OFF by WRIGHT,THOMAS",2
10:53,"GOOD 3PTR by CAUSEY,QUINTIYUS",66 (+3),,63,,MUW 66-63 (-3),,"GOOD 3PTR by CAUSEY,QUINTIYUS",2
--,"ASSIST  by WRIGHT,THOMAS",,,,,,,"ASSIST  by WRIGHT,THOMAS",2
10:39,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND DEF by WRIGHT,SHON",,,,,,,"REBOUND DEF by WRIGHT,SHON",2
10:29,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",,,,,,,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:27,,,,,"FOUL  by TOULIATOS,LUKE",,,"FOUL  by TOULIATOS,LUKE",2
10:27,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
10:27,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
10:24,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",,,,,,,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
10:21,"FOUL  by WRIGHT,THOMAS",,,,,,,"FOUL  by WRIGHT,THOMAS",2
10:16,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
10:16,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
10:16,"SUB OUT by WRIGHT,THOMAS",,,,,,,"SUB OUT by WRIGHT,THOMAS",2
10:16,"SUB IN by HINES,JAQUAN",,,,,,,"SUB IN by HINES,JAQUAN",2
10:16,"FOUL  by HINES,JAQUAN",,,,,,,"FOUL  by HINES,JAQUAN",2
10:16,"SUB OUT by HINES,JAQUAN",,,,,,,"SUB OUT by HINES,JAQUAN",2
10:16,"SUB IN by COLEMAN JR.,TERRY",,,,,,,"SUB IN by COLEMAN JR.,TERRY",2
10:16,,,,,"MISS FT by STEWART,CHRISTIAN(fastbreak)",,,"MISS FT by STEWART,CHRISTIAN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:16,,66 (+2),,64,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",BSC 66-64 (-2),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",2
09:53,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
09:53,"GOOD FT by COLEMAN JR.,TERRY",67 (+3),,64,,MUW 67-64 (-3),,"GOOD FT by COLEMAN JR.,TERRY",2
09:53,"GOOD FT by COLEMAN JR.,TERRY",68 (+4),,64,,MUW 68-64 (-4),,"GOOD FT by COLEMAN JR.,TERRY",2
09:42,,68 (+2),,66,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 68-66 (-2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
09:24,"TURNOVER  by COLEMAN JR.,TERRY",,,,,,,"TURNOVER  by COLEMAN JR.,TERRY",2
09:14,,68,,68,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",BSC 68-68 (0),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",2
08:57,"GOOD 3PTR by WRIGHT,SHON",71 (+3),,68,,MUW 71-68 (-3),,"GOOD 3PTR by WRIGHT,SHON",2
--,"ASSIST  by THOMAS,TERRYONTE",,,,,,,"ASSIST  by THOMAS,TERRYONTE",2
08:33,,71 (+1),,70,"GOOD JUMPER by GLOVER,CAMERON",BSC 71-70 (-1),,"GOOD JUMPER by GLOVER,CAMERON",2
08:11,"MISS LAYUP by JACKSON,TREY(in the paint)",,,,,,,"MISS LAYUP by JACKSON,TREY(in the paint)",2
--,"REBOUND OFF by COLEMAN JR.,TERRY",,,,,,,"REBOUND OFF by COLEMAN JR.,TERRY",2
08:06,"MISS JUMPER by COLEMAN JR.,TERRY(in the paint)",,,,,,,"MISS JUMPER by COLEMAN JR.,TERRY(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
08:04,"FOUL  by JACKSON,TREY",,,,,,,"FOUL  by JACKSON,TREY",2
08:04,,71,,71,"GOOD FT by GILLISPIE,JAY(fastbreak)",BSC 71-71 (0),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
08:04,,71,,72 (+1),"GOOD FT by GILLISPIE,JAY(fastbreak)",BSC 71-72 (+1),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
07:53,"MISS 3PTR by CAUSEY,QUINTIYUS",,,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
07:46,"FOUL  by COLEMAN JR.,TERRY",,,,,,,"FOUL  by COLEMAN JR.,TERRY",2
07:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:46,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
07:46,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
07:46,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
07:46,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
07:46,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
07:46,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
07:46,,71,,73 (+2),"GOOD FT by STEWART,CHRISTIAN(fastbreak)",BSC 71-73 (+2),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",2
07:46,"SUB OUT by CAUSEY,QUINTIYUS",,,,,,,"SUB OUT by CAUSEY,QUINTIYUS",2
07:46,"SUB IN by ZERADJANIN,MILOS",,,,,,,"SUB IN by ZERADJANIN,MILOS",2
07:46,,71,,74 (+3),"GOOD FT by STEWART,CHRISTIAN(fastbreak)",BSC 71-74 (+3),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",2
07:30,"GOOD LAYUP by WRIGHT,SHON(in the paint)",73,,74 (+1),,MUW 73-74 (+1),,"GOOD LAYUP by WRIGHT,SHON(in the paint)",2
--,"ASSIST  by ZERADJANIN,MILOS",,,,,,,"ASSIST  by ZERADJANIN,MILOS",2
07:30,,,,,"FOUL  by TOULIATOS,LUKE",,,"FOUL  by TOULIATOS,LUKE",2
07:30,"GOOD FT by WRIGHT,SHON",74,,74,,MUW 74-74 (0),,"GOOD FT by WRIGHT,SHON",2
07:16,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by ZERADJANIN,MILOS",,,,,,,"REBOUND DEF by ZERADJANIN,MILOS",2
07:05,"GOOD JUMPER by THOMAS,TERRYONTE(in the paint)",76 (+2),,74,,MUW 76-74 (-2),,"GOOD JUMPER by THOMAS,TERRYONTE(in the paint)",2
06:57,,76,,77 (+1),"GOOD 3PTR by GLOVER,CAMERON",BSC 76-77 (+1),,"GOOD 3PTR by GLOVER,CAMERON",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
06:37,"MISS 3PTR by JACKSON,TREY",,,,,,,"MISS 3PTR by JACKSON,TREY",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
06:30,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
06:30,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
06:25,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,"REBOUND DEF by COLEMAN JR.,TERRY",,,,,,,"REBOUND DEF by COLEMAN JR.,TERRY",2
06:12,"GOOD 3PTR by WRIGHT,SHON",79 (+2),,77,,MUW 79-77 (-2),,"GOOD 3PTR by WRIGHT,SHON",2
--,"ASSIST  by JACKSON,TREY",,,,,,,"ASSIST  by JACKSON,TREY",2
05:47,,79,,80 (+1),"GOOD 3PTR by GLOVER,CAMERON",BSC 79-80 (+1),,"GOOD 3PTR by GLOVER,CAMERON",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
05:18,"MISS LAYUP by JACKSON,TREY(in the paint)",,,,,,,"MISS LAYUP by JACKSON,TREY(in the paint)",2
05:13,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",81 (+1),,80,,MUW 81-80 (-1),,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",2
--,"REBOUND OFF by COLEMAN JR.,TERRY",,,,,,,"REBOUND OFF by COLEMAN JR.,TERRY",2
05:01,,,,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",2
--,"REBOUND DEF by THOMAS,TERRYONTE",,,,,,,"REBOUND DEF by THOMAS,TERRYONTE",2
05:00,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
05:00,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
05:00,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
05:00,"GOOD FT by THOMAS,TERRYONTE(fastbreak)",82 (+2),,80,,MUW 82-80 (-2),,"GOOD FT by THOMAS,TERRYONTE(fastbreak)",2
05:00,"GOOD FT by THOMAS,TERRYONTE(fastbreak)",83 (+3),,80,,MUW 83-80 (-3),,"GOOD FT by THOMAS,TERRYONTE(fastbreak)",2
04:39,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",2
04:39,"STEAL  by WRIGHT,SHON",,,,,,,"STEAL  by WRIGHT,SHON",2
04:35,"TURNOVER  by WRIGHT,SHON",,,,,,,"TURNOVER  by WRIGHT,SHON",2
04:35,,,,,"STEAL  by GLOVER,CAMERON",,,"STEAL  by GLOVER,CAMERON",2
04:35,"FOUL  by ZERADJANIN,MILOS",,,,,,,"FOUL  by ZERADJANIN,MILOS",2
04:35,,83 (+2),,81,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",BSC 83-81 (-2),,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",2
04:35,,83 (+1),,82,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",BSC 83-82 (-1),,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",2
04:17,"GOOD LAYUP by THOMAS,TERRYONTE(in the paint)",85 (+3),,82,,MUW 85-82 (-3),,"GOOD LAYUP by THOMAS,TERRYONTE(in the paint)",2
--,"ASSIST  by COLEMAN JR.,TERRY",,,,,,,"ASSIST  by COLEMAN JR.,TERRY",2
04:03,,85 (+1),,84,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 85-84 (-1),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
03:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:39,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
03:39,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
03:39,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
03:39,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
03:39,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
03:39,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
03:28,"GOOD DUNK by COLEMAN JR.,TERRY(in the paint)",87 (+3),,84,,MUW 87-84 (-3),,"GOOD DUNK by COLEMAN JR.,TERRY(in the paint)",2
--,"ASSIST  by ZERADJANIN,MILOS",,,,,,,"ASSIST  by ZERADJANIN,MILOS",2
03:11,,87 (+1),,86,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 87-86 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
02:44,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
02:44,"GOOD FT by COLEMAN JR.,TERRY",88 (+2),,86,,MUW 88-86 (-2),,"GOOD FT by COLEMAN JR.,TERRY",2
02:44,"GOOD FT by COLEMAN JR.,TERRY",89 (+3),,86,,MUW 89-86 (-3),,"GOOD FT by COLEMAN JR.,TERRY",2
02:19,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
02:19,"BLOCK  by JACKSON,TREY",,,,,,,"BLOCK  by JACKSON,TREY",2
--,"REBOUND DEF by ZERADJANIN,MILOS",,,,,,,"REBOUND DEF by ZERADJANIN,MILOS",2
02:06,"FOUL  by COLEMAN JR.,TERRY",,,,,,,"FOUL  by COLEMAN JR.,TERRY",2
02:06,"TURNOVER  by COLEMAN JR.,TERRY",,,,,,,"TURNOVER  by COLEMAN JR.,TERRY",2
01:50,,89 (+1),,88,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 89-88 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",2
01:26,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",,,,,,,"MISS LAYUP by THOMAS,TERRYONTE(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
01:17,,89,,90 (+1),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 89-90 (+1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
01:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:50,"GOOD JUMPER by COLEMAN JR.,TERRY(in the paint)",91 (+1),,90,,MUW 91-90 (-1),,"GOOD JUMPER by COLEMAN JR.,TERRY(in the paint)",2
00:30,"FOUL  by COLEMAN JR.,TERRY",,,,,,,"FOUL  by COLEMAN JR.,TERRY",2
00:30,,91,,91,"GOOD FT by STEWART,CHRISTIAN",BSC 91-91 (0),,"GOOD FT by STEWART,CHRISTIAN",2
00:30,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
00:30,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
00:30,,91,,92 (+1),"GOOD FT by STEWART,CHRISTIAN",BSC 91-92 (+1),,"GOOD FT by STEWART,CHRISTIAN",2
00:06,"MISS JUMPER by ZERADJANIN,MILOS(in the paint)",,,,,,,"MISS JUMPER by ZERADJANIN,MILOS(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
00:03,"FOUL  by THOMAS,TERRYONTE",,,,,,,"FOUL  by THOMAS,TERRYONTE",2
00:03,,91,,93 (+2),"GOOD FT by GLOVER,CAMERON(fastbreak)",BSC 91-93 (+2),,"GOOD FT by GLOVER,CAMERON(fastbreak)",2
00:03,,91,,94 (+3),"GOOD FT by GLOVER,CAMERON(fastbreak)",BSC 91-94 (+3),,"GOOD FT by GLOVER,CAMERON(fastbreak)",2
00:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:03,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
