Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,TrinTX,Game Score,Team Indicator,Play,Period
04:06,,27,,39 (+12),"GOOD FT by JENKINS,KALEB",TrinTX 27-39 (-12),,"GOOD FT by JENKINS,KALEB",1
03:38,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",1
03:32,,27,,41 (+14),"GOOD LAYUP by HANLEY,BEN(fastbreak)(in the paint)",TrinTX 27-41 (-14),,"GOOD LAYUP by HANLEY,BEN(fastbreak)(in the paint)",1
03:11,"GOOD 3PTR by SIGLER,EVAN",30,,41 (+11),,BSC 30-41 (-11),,"GOOD 3PTR by SIGLER,EVAN",1
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",1
03:02,,30,,44 (+14),"GOOD 3PTR by SECHI,ENZO",TrinTX 30-44 (-14),,"GOOD 3PTR by SECHI,ENZO",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
02:46,"TURNOVER  by SPENCE,SAM",,,,,,,"TURNOVER  by SPENCE,SAM",1
02:46,,,,,"STEAL  by SECHI,ENZO",,,"STEAL  by SECHI,ENZO",1
02:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:46,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",1
02:46,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
02:31,,,,,"MISS JUMPER by BARRY,BRAXTON",,,"MISS JUMPER by BARRY,BRAXTON",1
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",1
02:15,"GOOD 3PTR by TOULIATOS,LUKE",33,,44 (+11),,BSC 33-44 (-11),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by FITZGERALD,PAUL",,,,,,,"ASSIST  by FITZGERALD,PAUL",1
01:50,,,,,"MISS 3PTR by WILLIAMS,JACK",,,"MISS 3PTR by WILLIAMS,JACK",1
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",1
01:39,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by SECHI,ENZO",,,"REBOUND DEF by SECHI,ENZO",1
01:32,,,,,"TURNOVER  by BARRY,BRAXTON",,,"TURNOVER  by BARRY,BRAXTON",1
01:32,,,,,"SUB OUT by HANLEY,BEN",,,"SUB OUT by HANLEY,BEN",1
01:32,,,,,"SUB OUT by BARRY,BRAXTON",,,"SUB OUT by BARRY,BRAXTON",1
01:32,,,,,"SUB OUT by WILLIAMS,JACK",,,"SUB OUT by WILLIAMS,JACK",1
01:32,,,,,"SUB IN by HARVEY,JACOB",,,"SUB IN by HARVEY,JACOB",1
01:32,,,,,"SUB IN by BROWN,TANNER",,,"SUB IN by BROWN,TANNER",1
01:32,,,,,"SUB IN by ROBERTS,ABDULLAH",,,"SUB IN by ROBERTS,ABDULLAH",1
01:22,,,,,"FOUL  by SECHI,ENZO",,,"FOUL  by SECHI,ENZO",1
01:22,"GOOD FT by STEWART,CHRISTIAN",34,,44 (+10),,BSC 34-44 (-10),,"GOOD FT by STEWART,CHRISTIAN",1
01:22,"GOOD FT by STEWART,CHRISTIAN",35,,44 (+9),,BSC 35-44 (-9),,"GOOD FT by STEWART,CHRISTIAN",1
01:05,,,,,"MISS 3PTR by ROBERTS,ABDULLAH",,,"MISS 3PTR by ROBERTS,ABDULLAH",1
--,,,,,"REBOUND OFF by HARVEY,JACOB",,,"REBOUND OFF by HARVEY,JACOB",1
00:58,,35,,46 (+11),"GOOD LAYUP by JENKINS,KALEB(in the paint)",TrinTX 35-46 (-11),,"GOOD LAYUP by JENKINS,KALEB(in the paint)",1
--,,,,,"ASSIST  by BROWN,TANNER",,,"ASSIST  by BROWN,TANNER",1
00:48,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",1
--,,,,,"REBOUND DEF by BROWN,TANNER",,,"REBOUND DEF by BROWN,TANNER",1
00:42,,35,,48 (+13),"GOOD LAYUP by JENKINS,KALEB(fastbreak)(in the paint)",TrinTX 35-48 (-13),,"GOOD LAYUP by JENKINS,KALEB(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BROWN,TANNER",,,"ASSIST  by BROWN,TANNER",1
00:19,"GOOD 3PTR by SIGLER,EVAN",38,,48 (+10),,BSC 38-48 (-10),,"GOOD 3PTR by SIGLER,EVAN",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
00:06,,,,,"MISS LAYUP by BROWN,TANNER(in the paint)",,,"MISS LAYUP by BROWN,TANNER(in the paint)",1
00:06,"BLOCK  by STEWART,CHRISTIAN",,,,,,,"BLOCK  by STEWART,CHRISTIAN",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
20:00,,,,,"SUB OUT by HARVEY,JACOB",,,"SUB OUT by HARVEY,JACOB",2
20:00,,,,,"SUB OUT by ROBERTS,ABDULLAH",,,"SUB OUT by ROBERTS,ABDULLAH",2
20:00,,,,,"SUB IN by HANLEY,BEN",,,"SUB IN by HANLEY,BEN",2
20:00,,,,,"SUB IN by CLARK,A.J.",,,"SUB IN by CLARK,A.J.",2
20:00,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
20:00,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
19:53,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
19:53,,,,,"STEAL  by BROWN,TANNER",,,"STEAL  by BROWN,TANNER",2
19:42,,,,,"MISS LAYUP by JENKINS,KALEB(in the paint)",,,"MISS LAYUP by JENKINS,KALEB(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
19:34,"GOOD 3PTR by SIGLER,EVAN",41,,48 (+7),,BSC 41-48 (-7),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
19:26,,41,,50 (+9),"GOOD LAYUP by HANLEY,BEN(fastbreak)(in the paint)",TrinTX 41-50 (-9),,"GOOD LAYUP by HANLEY,BEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BROWN,TANNER",,,"ASSIST  by BROWN,TANNER",2
19:09,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
19:09,,,,,"STEAL  by CLARK,A.J.",,,"STEAL  by CLARK,A.J.",2
19:04,,41,,52 (+11),"GOOD LAYUP by CLARK,A.J.(fastbreak)(in the paint)",TrinTX 41-52 (-11),,"GOOD LAYUP by CLARK,A.J.(fastbreak)(in the paint)",2
19:04,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
19:04,,41,,53 (+12),"GOOD FT by CLARK,A.J.(fastbreak)",TrinTX 41-53 (-12),,"GOOD FT by CLARK,A.J.(fastbreak)",2
18:55,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",43,,53 (+10),,BSC 43-53 (-10),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
18:46,,43,,55 (+12),"GOOD LAYUP by JENKINS,KALEB(in the paint)",TrinTX 43-55 (-12),,"GOOD LAYUP by JENKINS,KALEB(in the paint)",2
--,,,,,"ASSIST  by CLARK,A.J.",,,"ASSIST  by CLARK,A.J.",2
18:36,"MISS JUMPER by GLOVER,CAMERON",,,,,,,"MISS JUMPER by GLOVER,CAMERON",2
18:34,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
18:34,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
18:34,"GOOD FT by GLOVER,CAMERON",44,,55 (+11),,BSC 44-55 (-11),,"GOOD FT by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by SECHI,ENZO",,,"REBOUND DEF by SECHI,ENZO",2
18:16,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
18:16,,44,,56 (+12),"GOOD FT by BROWN,TANNER",TrinTX 44-56 (-12),,"GOOD FT by BROWN,TANNER",2
18:16,,44,,57 (+13),"GOOD FT by BROWN,TANNER",TrinTX 44-57 (-13),,"GOOD FT by BROWN,TANNER",2
18:03,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",46,,57 (+11),,BSC 46-57 (-11),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",2
17:38,,46,,59 (+13),"GOOD LAYUP by CLARK,A.J.(in the paint)",TrinTX 46-59 (-13),,"GOOD LAYUP by CLARK,A.J.(in the paint)",2
17:18,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
17:03,,,,,"MISS 3PTR by SECHI,ENZO",,,"MISS 3PTR by SECHI,ENZO",2
--,,,,,"REBOUND OFF by BROWN,TANNER",,,"REBOUND OFF by BROWN,TANNER",2
16:58,,46,,62 (+16),"GOOD 3PTR by CLARK,A.J.",TrinTX 46-62 (-16),,"GOOD 3PTR by CLARK,A.J.",2
--,,,,,"ASSIST  by BROWN,TANNER",,,"ASSIST  by BROWN,TANNER",2
16:57,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
16:57,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
16:57,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
16:57,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
16:57,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
16:57,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
16:57,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
16:57,,46,,63 (+17),"GOOD FT by CLARK,A.J.",TrinTX 46-63 (-17),,"GOOD FT by CLARK,A.J.",2
16:41,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
16:38,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
16:36,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by SECHI,ENZO",,,"REBOUND DEF by SECHI,ENZO",2
16:17,,,,,"TURNOVER  by SECHI,ENZO",,,"TURNOVER  by SECHI,ENZO",2
16:04,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",48,,63 (+15),,BSC 48-63 (-15),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
15:55,,,,,"MISS JUMPER by JENKINS,KALEB",,,"MISS JUMPER by JENKINS,KALEB",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
15:42,"GOOD JUMPER by JACKSON,MARTISE",50,,63 (+13),,BSC 50-63 (-13),,"GOOD JUMPER by JACKSON,MARTISE",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
15:32,,50,,65 (+15),"GOOD LAYUP by BROWN,TANNER(in the paint)",TrinTX 50-65 (-15),,"GOOD LAYUP by BROWN,TANNER(in the paint)",2
15:15,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
15:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:15,,,,,"SUB OUT by HANLEY,BEN",,,"SUB OUT by HANLEY,BEN",2
15:15,,,,,"SUB IN by HARVEY,JACOB",,,"SUB IN by HARVEY,JACOB",2
15:15,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
15:15,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
14:51,,50,,67 (+17),"GOOD LAYUP by SECHI,ENZO(in the paint)",TrinTX 50-67 (-17),,"GOOD LAYUP by SECHI,ENZO(in the paint)",2
--,,,,,"ASSIST  by HARVEY,JACOB",,,"ASSIST  by HARVEY,JACOB",2
14:42,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
14:42,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
14:33,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
14:31,,,,,"MISS LAYUP by CLARK,A.J.(in the paint)",,,"MISS LAYUP by CLARK,A.J.(in the paint)",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
14:27,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
14:27,,,,,"STEAL  by CLARK,A.J.",,,"STEAL  by CLARK,A.J.",2
14:19,,50,,69 (+19),"GOOD DUNK by CLARK,A.J.(fastbreak)(in the paint)",TrinTX 50-69 (-19),,"GOOD DUNK by CLARK,A.J.(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BROWN,TANNER",,,"ASSIST  by BROWN,TANNER",2
14:08,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
14:08,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
13:48,,,,,"MISS 3PTR by BROWN,TANNER",,,"MISS 3PTR by BROWN,TANNER",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
13:27,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND DEF by BROWN,TANNER",,,"REBOUND DEF by BROWN,TANNER",2
13:15,,50,,71 (+21),"GOOD JUMPER by SECHI,ENZO(in the paint)",TrinTX 50-71 (-21),,"GOOD JUMPER by SECHI,ENZO(in the paint)",2
12:58,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND OFF by TOULIATOS,LUKE",,,,,,,"REBOUND OFF by TOULIATOS,LUKE",2
12:50,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,,,,,"REBOUND DEF by CLARK,A.J.",,,"REBOUND DEF by CLARK,A.J.",2
12:46,,50,,73 (+23),"GOOD LAYUP by BROWN,TANNER(fastbreak)(in the paint)",TrinTX 50-73 (-23),,"GOOD LAYUP by BROWN,TANNER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CLARK,A.J.",,,"ASSIST  by CLARK,A.J.",2
12:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:44,,,,,"SUB OUT by BROWN,TANNER",,,"SUB OUT by BROWN,TANNER",2
12:44,,,,,"SUB IN by OWENS,ASHTON",,,"SUB IN by OWENS,ASHTON",2
12:44,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
12:44,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
12:44,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
12:44,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
12:44,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
12:44,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
12:34,"TURNOVER  by SPENCE,SAM",,,,,,,"TURNOVER  by SPENCE,SAM",2
12:34,,,,,"STEAL  by SECHI,ENZO",,,"STEAL  by SECHI,ENZO",2
12:26,,,,,"TURNOVER  by SECHI,ENZO",,,"TURNOVER  by SECHI,ENZO",2
12:21,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
12:13,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",52,,73 (+21),,BSC 52-73 (-21),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
12:06,,52,,75 (+23),"GOOD JUMPER by SECHI,ENZO(in the paint)",TrinTX 52-75 (-23),,"GOOD JUMPER by SECHI,ENZO(in the paint)",2
11:52,"GOOD 3PTR by JACKSON,MARTISE",55,,75 (+20),,BSC 55-75 (-20),,"GOOD 3PTR by JACKSON,MARTISE",2
--,"ASSIST  by SPENCE,SAM",,,,,,,"ASSIST  by SPENCE,SAM",2
11:46,,,,,"TURNOVER  by CLARK,A.J.",,,"TURNOVER  by CLARK,A.J.",2
11:40,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
11:33,,55,,77 (+22),"GOOD LAYUP by JENKINS,KALEB(fastbreak)(in the paint)",TrinTX 55-77 (-22),,"GOOD LAYUP by JENKINS,KALEB(fastbreak)(in the paint)",2
11:26,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
11:26,,,,,"STEAL  by CLARK,A.J.",,,"STEAL  by CLARK,A.J.",2
11:22,,55,,79 (+24),"GOOD DUNK by CLARK,A.J.(fastbreak)(in the paint)",TrinTX 55-79 (-24),,"GOOD DUNK by CLARK,A.J.(fastbreak)(in the paint)",2
11:03,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
11:02,"FOUL  by SPENCE,SAM",,,,,,,"FOUL  by SPENCE,SAM",2
11:02,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:02,,,,,"SUB OUT by SECHI,ENZO",,,"SUB OUT by SECHI,ENZO",2
11:02,,,,,"SUB OUT by CLARK,A.J.",,,"SUB OUT by CLARK,A.J.",2
11:02,,,,,"SUB IN by ROBERTS,ABDULLAH",,,"SUB IN by ROBERTS,ABDULLAH",2
11:02,,,,,"SUB IN by MARQUEZ,MICHAEL",,,"SUB IN by MARQUEZ,MICHAEL",2
11:02,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
11:02,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
11:02,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
11:02,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
11:02,,55,,80 (+25),"GOOD FT by JENKINS,KALEB(fastbreak)",TrinTX 55-80 (-25),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
11:02,,,,,"MISS FT by JENKINS,KALEB(fastbreak)",,,"MISS FT by JENKINS,KALEB(fastbreak)",2
--,,,,,"REBOUND OFF by MARQUEZ,MICHAEL",,,"REBOUND OFF by MARQUEZ,MICHAEL",2
10:58,,,,,"MISS JUMPER by JENKINS,KALEB",,,"MISS JUMPER by JENKINS,KALEB",2
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
10:52,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",57,,80 (+23),,BSC 57-80 (-23),,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",2
10:41,,,,,"TURNOVER  by MARQUEZ,MICHAEL",,,"TURNOVER  by MARQUEZ,MICHAEL",2
10:41,"STEAL  by WILLIAMS,JU'QUAN",,,,,,,"STEAL  by WILLIAMS,JU'QUAN",2
10:31,"GOOD 3PTR by GLOVER,COLIN",60,,80 (+20),,BSC 60-80 (-20),,"GOOD 3PTR by GLOVER,COLIN",2
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",2
10:12,,,,,"MISS 3PTR by HARVEY,JACOB",,,"MISS 3PTR by HARVEY,JACOB",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:01,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:57,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
09:57,,,,,"SUB IN by LEVINE,GRIFFIN",,,"SUB IN by LEVINE,GRIFFIN",2
09:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:49,,60,,83 (+23),"GOOD 3PTR by OWENS,ASHTON",TrinTX 60-83 (-23),,"GOOD 3PTR by OWENS,ASHTON",2
--,,,,,"ASSIST  by HARVEY,JACOB",,,"ASSIST  by HARVEY,JACOB",2
09:32,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND OFF by GLOVER,COLIN",,,,,,,"REBOUND OFF by GLOVER,COLIN",2
09:25,"MISS LAYUP by GLOVER,COLIN(in the paint)",,,,,,,"MISS LAYUP by GLOVER,COLIN(in the paint)",2
09:25,,,,,"BLOCK  by MARQUEZ,MICHAEL",,,"BLOCK  by MARQUEZ,MICHAEL",2
--,"REBOUND OFF by GLOVER,COLIN",,,,,,,"REBOUND OFF by GLOVER,COLIN",2
09:17,"MISS 3PTR by GLOVER,COLIN",,,,,,,"MISS 3PTR by GLOVER,COLIN",2
--,,,,,"REBOUND DEF by MARQUEZ,MICHAEL",,,"REBOUND DEF by MARQUEZ,MICHAEL",2
09:17,"FOUL  by GLOVER,COLIN",,,,,,,"FOUL  by GLOVER,COLIN",2
09:17,,,,,"SUB OUT by MARQUEZ,MICHAEL",,,"SUB OUT by MARQUEZ,MICHAEL",2
09:17,,,,,"SUB IN by ROBERTS,MASON",,,"SUB IN by ROBERTS,MASON",2
09:17,,60,,84 (+24),"GOOD FT by ROBERTS,ABDULLAH",TrinTX 60-84 (-24),,"GOOD FT by ROBERTS,ABDULLAH",2
09:17,,,,,"MISS FT by ROBERTS,ABDULLAH",,,"MISS FT by ROBERTS,ABDULLAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:10,,,,,"FOUL  by LEVINE,GRIFFIN",,,"FOUL  by LEVINE,GRIFFIN",2
09:10,,,,,"TURNOVER  by LEVINE,GRIFFIN",,,"TURNOVER  by LEVINE,GRIFFIN",2
09:01,,,,,"FOUL  by ROBERTS,MASON",,,"FOUL  by ROBERTS,MASON",2
09:01,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:01,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,"REBOUND OFF by SPENCE,SAM",,,,,,,"REBOUND OFF by SPENCE,SAM",2
08:58,,,,,"FOUL  by ROBERTS,MASON",,,"FOUL  by ROBERTS,MASON",2
08:58,"GOOD FT by SPENCE,SAM",61,,84 (+23),,BSC 61-84 (-23),,"GOOD FT by SPENCE,SAM",2
08:58,"GOOD FT by SPENCE,SAM",62,,84 (+22),,BSC 62-84 (-22),,"GOOD FT by SPENCE,SAM",2
08:58,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
08:58,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
08:51,,,,,"TURNOVER  by LEVINE,GRIFFIN",,,"TURNOVER  by LEVINE,GRIFFIN",2
08:46,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",64,,84 (+20),,BSC 64-84 (-20),,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",2
--,"ASSIST  by GARRIDO,BRANDAN",,,,,,,"ASSIST  by GARRIDO,BRANDAN",2
08:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:25,,64,,86 (+22),"GOOD LAYUP by LEVINE,GRIFFIN(in the paint)",TrinTX 64-86 (-22),,"GOOD LAYUP by LEVINE,GRIFFIN(in the paint)",2
08:25,"FOUL  by GARRIDO,BRANDAN",,,,,,,"FOUL  by GARRIDO,BRANDAN",2
08:25,,,,,"SUB OUT by HARVEY,JACOB",,,"SUB OUT by HARVEY,JACOB",2
08:25,,,,,"SUB IN by HANLEY,BEN",,,"SUB IN by HANLEY,BEN",2
08:25,,,,,"MISS FT by LEVINE,GRIFFIN",,,"MISS FT by LEVINE,GRIFFIN",2
--,"REBOUND DEF by SPENCE,SAM",,,,,,,"REBOUND DEF by SPENCE,SAM",2
08:07,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
07:53,,64,,89 (+25),"GOOD 3PTR by LEVINE,GRIFFIN",TrinTX 64-89 (-25),,"GOOD 3PTR by LEVINE,GRIFFIN",2
07:32,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",66,,89 (+23),,BSC 66-89 (-23),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
07:16,,,,,"MISS LAYUP by HANLEY,BEN(in the paint)",,,"MISS LAYUP by HANLEY,BEN(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
07:10,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND DEF by ROBERTS,ABDULLAH",,,"REBOUND DEF by ROBERTS,ABDULLAH",2
07:00,,,,,"MISS 3PTR by ROBERTS,ABDULLAH",,,"MISS 3PTR by ROBERTS,ABDULLAH",2
--,,,,,"REBOUND OFF by ROBERTS,MASON",,,"REBOUND OFF by ROBERTS,MASON",2
06:52,,,,,"FOUL  by ROBERTS,ABDULLAH",,,"FOUL  by ROBERTS,ABDULLAH",2
06:52,,,,,"TURNOVER  by ROBERTS,ABDULLAH",,,"TURNOVER  by ROBERTS,ABDULLAH",2
06:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:52,,,,,"SUB OUT by OWENS,ASHTON",,,"SUB OUT by OWENS,ASHTON",2
06:52,,,,,"SUB OUT by ROBERTS,ABDULLAH",,,"SUB OUT by ROBERTS,ABDULLAH",2
