Time Remaining,EC-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
15:59,"MISS 3PTR by BONIN,BLAKE",,,,,,,"MISS 3PTR by BONIN,BLAKE",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
15:58,"FOUL  by HUTCHISON,DARRELL",,,,,,,"FOUL  by HUTCHISON,DARRELL",2
15:33,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
15:29,,35,,46 (+11),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 35-46 (+11),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
15:07,"GOOD LAYUP by ELDOSOUGI,TARIG(in the paint)",37,,46 (+9),,EC-M 37-46 (+9),,"GOOD LAYUP by ELDOSOUGI,TARIG(in the paint)",2
--,"ASSIST  by BONIN,BLAKE",,,,,,,"ASSIST  by BONIN,BLAKE",2
14:44,,37,,48 (+11),"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 37-48 (+11),,"GOOD JUMPER by RAKES,BAILEY",2
14:25,"GOOD JUMPER by HUTCHISON,DARRELL(in the paint)",39,,48 (+9),,EC-M 39-48 (+9),,"GOOD JUMPER by HUTCHISON,DARRELL(in the paint)",2
14:09,"FOUL  by HUTCHISON,DARRELL",,,,,,,"FOUL  by HUTCHISON,DARRELL",2
14:09,"SUB IN by WILSON-THOMAS,ELIJAH",,,,,,,"SUB IN by WILSON-THOMAS,ELIJAH",2
14:09,"SUB OUT by STALLING,KENNETH",,,,,,,"SUB OUT by STALLING,KENNETH",2
14:09,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
14:09,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
14:09,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
14:09,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
14:09,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:09,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
14:09,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
14:09,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
13:52,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
13:50,"STEAL  by WILSON-THOMAS,ELIJAH",,,,,,,"STEAL  by WILSON-THOMAS,ELIJAH",2
13:43,"GOOD 3PTR by SANDS,NICK",42,,48 (+6),,EC-M 42-48 (+6),,"GOOD 3PTR by SANDS,NICK",2
13:17,"FOUL  by WILSON-THOMAS,ELIJAH",,,,,,,"FOUL  by WILSON-THOMAS,ELIJAH",2
12:56,,,,,"MISS JUMPER by WALKER,ART",,,"MISS JUMPER by WALKER,ART",2
--,"REBOUND DEF by WILSON-THOMAS,ELIJAH",,,,,,,"REBOUND DEF by WILSON-THOMAS,ELIJAH",2
12:44,"MISS 3PTR by SANDS,NICK",,,,,,,"MISS 3PTR by SANDS,NICK",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
12:18,,42,,51 (+9),"GOOD 3PTR by WALKER,ART",CENTRE-M 42-51 (+9),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
11:57,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:57,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
11:42,"MISS LAYUP by SANDS,NICK",,,,,,,"MISS LAYUP by SANDS,NICK",2
11:42,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:35,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",44,,51 (+7),,EC-M 44-51 (+7),,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",2
11:14,,44,,53 (+9),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 44-53 (+9),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
10:54,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
10:54,"GOOD FT by HUTCHISON,DARRELL",45,,53 (+8),,EC-M 45-53 (+8),,"GOOD FT by HUTCHISON,DARRELL",2
10:54,"GOOD FT by HUTCHISON,DARRELL",46,,53 (+7),,EC-M 46-53 (+7),,"GOOD FT by HUTCHISON,DARRELL",2
10:54,"SUB IN by TOPALOVIC,ALEX",,,,,,,"SUB IN by TOPALOVIC,ALEX",2
10:54,"SUB IN by WAIRE,ISAIAH",,,,,,,"SUB IN by WAIRE,ISAIAH",2
10:54,"SUB OUT by BONIN,BLAKE",,,,,,,"SUB OUT by BONIN,BLAKE",2
10:54,"SUB OUT by ELDOSOUGI,TARIG",,,,,,,"SUB OUT by ELDOSOUGI,TARIG",2
10:54,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
10:54,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
10:54,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
10:54,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
10:32,"FOUL  by WILSON-THOMAS,ELIJAH",,,,,,,"FOUL  by WILSON-THOMAS,ELIJAH",2
10:12,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND DEF by WILSON-THOMAS,ELIJAH",,,,,,,"REBOUND DEF by WILSON-THOMAS,ELIJAH",2
09:55,"TURNOVER  by WAIRE,ISAIAH",,,,,,,"TURNOVER  by WAIRE,ISAIAH",2
09:55,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
09:55,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
09:48,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
09:47,"STEAL  by SANDS,NICK",,,,,,,"STEAL  by SANDS,NICK",2
09:40,"GOOD LAYUP by TOPALOVIC,ALEX(in the paint)",48,,53 (+5),,EC-M 48-53 (+5),,"GOOD LAYUP by TOPALOVIC,ALEX(in the paint)",2
--,"ASSIST  by WAIRE,ISAIAH",,,,,,,"ASSIST  by WAIRE,ISAIAH",2
09:40,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
09:40,"MISS FT by TOPALOVIC,ALEX",,,,,,,"MISS FT by TOPALOVIC,ALEX",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
09:21,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by HUTCHISON,DARRELL",,,,,,,"REBOUND DEF by HUTCHISON,DARRELL",2
09:04,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",50,,53 (+3),,EC-M 50-53 (+3),,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",2
--,"ASSIST  by WAIRE,ISAIAH",,,,,,,"ASSIST  by WAIRE,ISAIAH",2
08:31,,,,,"MISS 3PTR by SCHMUCKER,ZACH",,,"MISS 3PTR by SCHMUCKER,ZACH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:29,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
08:29,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
08:21,"MISS JUMPER by WILSON-THOMAS,ELIJAH",,,,,,,"MISS JUMPER by WILSON-THOMAS,ELIJAH",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
08:13,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
08:12,"STEAL  by SANDS,NICK",,,,,,,"STEAL  by SANDS,NICK",2
08:11,"MISS LAYUP by SANDS,NICK",,,,,,,"MISS LAYUP by SANDS,NICK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,"SUB IN by HUNTER,KAMARI",,,,,,,"SUB IN by HUNTER,KAMARI",2
07:54,"SUB OUT by WILSON-THOMAS,ELIJAH",,,,,,,"SUB OUT by WILSON-THOMAS,ELIJAH",2
07:54,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
07:54,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
07:51,"TURNOVER  by HUTCHISON,DARRELL",,,,,,,"TURNOVER  by HUTCHISON,DARRELL",2
07:51,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
07:51,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
07:37,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by WAIRE,ISAIAH",,,,,,,"REBOUND DEF by WAIRE,ISAIAH",2
07:30,"MISS JUMPER by WAIRE,ISAIAH",,,,,,,"MISS JUMPER by WAIRE,ISAIAH",2
--,"REBOUND OFF by HUTCHISON,DARRELL",,,,,,,"REBOUND OFF by HUTCHISON,DARRELL",2
07:26,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",52,,53 (+1),,EC-M 52-53 (+1),,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",2
07:10,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
07:09,"STEAL  by HUTCHISON,DARRELL",,,,,,,"STEAL  by HUTCHISON,DARRELL",2
07:06,"MISS LAYUP by WAIRE,ISAIAH",,,,,,,"MISS LAYUP by WAIRE,ISAIAH",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
07:03,"FOUL  by HUNTER,KAMARI",,,,,,,"FOUL  by HUNTER,KAMARI",2
06:52,"FOUL  by HUTCHISON,DARRELL",,,,,,,"FOUL  by HUTCHISON,DARRELL",2
06:52,,,,,"MISS FT by SCHMUCKER,ZACH",,,"MISS FT by SCHMUCKER,ZACH",2
--,"REBOUND DEF by SANDS,NICK",,,,,,,"REBOUND DEF by SANDS,NICK",2
06:52,"SUB IN by KELLY,LAJAY",,,,,,,"SUB IN by KELLY,LAJAY",2
06:52,"SUB OUT by HUTCHISON,DARRELL",,,,,,,"SUB OUT by HUTCHISON,DARRELL",2
06:52,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
06:52,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
06:31,"MISS LAYUP by HUNTER,KAMARI",,,,,,,"MISS LAYUP by HUNTER,KAMARI",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:03,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
06:02,"STEAL  by KELLY,LAJAY",,,,,,,"STEAL  by KELLY,LAJAY",2
05:42,"GOOD JUMPER by KELLY,LAJAY",54 (+1),,53,,EC-M 54-53 (-1),,"GOOD JUMPER by KELLY,LAJAY",2
--,"ASSIST  by WAIRE,ISAIAH",,,,,,,"ASSIST  by WAIRE,ISAIAH",2
05:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:29,"SUB IN by STALLING,KENNETH",,,,,,,"SUB IN by STALLING,KENNETH",2
05:29,"SUB OUT by WAIRE,ISAIAH",,,,,,,"SUB OUT by WAIRE,ISAIAH",2
05:12,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND DEF by KELLY,LAJAY",,,,,,,"REBOUND DEF by KELLY,LAJAY",2
04:52,"MISS JUMPER by KELLY,LAJAY",,,,,,,"MISS JUMPER by KELLY,LAJAY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:51,"FOUL  by STALLING,KENNETH",,,,,,,"FOUL  by STALLING,KENNETH",2
04:51,,54,,54,"GOOD FT by SINE,TUCKER",CENTRE-M 54-54 (0),,"GOOD FT by SINE,TUCKER",2
04:51,,54,,55 (+1),"GOOD FT by SINE,TUCKER",CENTRE-M 54-55 (+1),,"GOOD FT by SINE,TUCKER",2
04:28,"MISS JUMPER by KELLY,LAJAY",,,,,,,"MISS JUMPER by KELLY,LAJAY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:15,,,,,"MISS JUMPER by GRIFFIN,JAROD",,,"MISS JUMPER by GRIFFIN,JAROD",2
--,"REBOUND DEF by TOPALOVIC,ALEX",,,,,,,"REBOUND DEF by TOPALOVIC,ALEX",2
03:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:59,"SUB IN by HUTCHISON,DARRELL",,,,,,,"SUB IN by HUTCHISON,DARRELL",2
03:59,"SUB OUT by TOPALOVIC,ALEX",,,,,,,"SUB OUT by TOPALOVIC,ALEX",2
03:59,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
03:59,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
03:36,"MISS 3PTR by KELLY,LAJAY",,,,,,,"MISS 3PTR by KELLY,LAJAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:26,,54,,57 (+3),"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 54-57 (+3),,"GOOD JUMPER by RAKES,BAILEY",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
03:01,"SUB IN by WAIRE,ISAIAH",,,,,,,"SUB IN by WAIRE,ISAIAH",2
03:01,"SUB OUT by HUNTER,KAMARI",,,,,,,"SUB OUT by HUNTER,KAMARI",2
02:58,"MISS JUMPER by WAIRE,ISAIAH",,,,,,,"MISS JUMPER by WAIRE,ISAIAH",2
--,"REBOUND OFF by KELLY,LAJAY",,,,,,,"REBOUND OFF by KELLY,LAJAY",2
02:52,"MISS 3PTR by WAIRE,ISAIAH",,,,,,,"MISS 3PTR by WAIRE,ISAIAH",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
02:30,,54,,60 (+6),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 54-60 (+6),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
02:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:27,"SUB IN by WILSON-THOMAS,ELIJAH",,,,,,,"SUB IN by WILSON-THOMAS,ELIJAH",2
02:27,"SUB OUT by KELLY,LAJAY",,,,,,,"SUB OUT by KELLY,LAJAY",2
02:21,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
02:21,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",56,,60 (+4),,EC-M 56-60 (+4),,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",2
--,"ASSIST  by WAIRE,ISAIAH",,,,,,,"ASSIST  by WAIRE,ISAIAH",2
02:21,"GOOD FT by HUTCHISON,DARRELL",57,,60 (+3),,EC-M 57-60 (+3),,"GOOD FT by HUTCHISON,DARRELL",2
02:21,"SUB IN by HUNTER,KAMARI",,,,,,,"SUB IN by HUNTER,KAMARI",2
02:21,"SUB IN by KELLY,LAJAY",,,,,,,"SUB IN by KELLY,LAJAY",2
02:21,"SUB OUT by WILSON-THOMAS,ELIJAH",,,,,,,"SUB OUT by WILSON-THOMAS,ELIJAH",2
02:21,"SUB OUT by WAIRE,ISAIAH",,,,,,,"SUB OUT by WAIRE,ISAIAH",2
02:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:56,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
01:54,"STEAL  by STALLING,KENNETH",,,,,,,"STEAL  by STALLING,KENNETH",2
01:53,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
01:53,"SUB IN by WAIRE,ISAIAH",,,,,,,"SUB IN by WAIRE,ISAIAH",2
01:53,"SUB IN by WILSON-THOMAS,ELIJAH",,,,,,,"SUB IN by WILSON-THOMAS,ELIJAH",2
01:53,"SUB OUT by HUNTER,KAMARI",,,,,,,"SUB OUT by HUNTER,KAMARI",2
01:53,"SUB OUT by KELLY,LAJAY",,,,,,,"SUB OUT by KELLY,LAJAY",2
01:40,"MISS LAYUP by WAIRE,ISAIAH",,,,,,,"MISS LAYUP by WAIRE,ISAIAH",2
--,"REBOUND OFF by HUTCHISON,DARRELL",,,,,,,"REBOUND OFF by HUTCHISON,DARRELL",2
01:38,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",59,,60 (+1),,EC-M 59-60 (+1),,"GOOD LAYUP by HUTCHISON,DARRELL(in the paint)",2
01:05,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by STALLING,KENNETH",,,,,,,"REBOUND DEF by STALLING,KENNETH",2
00:41,"GOOD 3PTR by WILSON-THOMAS,ELIJAH",62 (+2),,60,,EC-M 62-60 (-2),,"GOOD 3PTR by WILSON-THOMAS,ELIJAH",2
00:39,"SUB IN by ELDOSOUGI,TARIG",,,,,,,"SUB IN by ELDOSOUGI,TARIG",2
00:39,"SUB IN by KELLY,LAJAY",,,,,,,"SUB IN by KELLY,LAJAY",2
00:39,"SUB IN by HUNTER,KAMARI",,,,,,,"SUB IN by HUNTER,KAMARI",2
00:39,"SUB OUT by WAIRE,ISAIAH",,,,,,,"SUB OUT by WAIRE,ISAIAH",2
00:39,"SUB OUT by WILSON-THOMAS,ELIJAH",,,,,,,"SUB OUT by WILSON-THOMAS,ELIJAH",2
00:39,"SUB OUT by HUTCHISON,DARRELL",,,,,,,"SUB OUT by HUTCHISON,DARRELL",2
00:16,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by SANDS,NICK",,,,,,,"REBOUND DEF by SANDS,NICK",2
00:13,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
00:13,"GOOD FT by SANDS,NICK",63 (+3),,60,,EC-M 63-60 (-3),,"GOOD FT by SANDS,NICK",2
00:13,"GOOD FT by SANDS,NICK",64 (+4),,60,,EC-M 64-60 (-4),,"GOOD FT by SANDS,NICK",2
00:13,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
00:13,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
00:06,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:01,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
