Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
15:05,,,,,"SUB IN by HATTON,LANGDON",,,"SUB IN by HATTON,LANGDON",2
15:05,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
15:05,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
15:05,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
15:05,"SUB IN by MAUL,CALEB",,,,,,,"SUB IN by MAUL,CALEB",2
14:37,,,,,"TURNOVER  by TIPTON,GARRETT",,,"TURNOVER  by TIPTON,GARRETT",2
14:12,,,,,"FOUL  by WIELAND,BASH",,,"FOUL  by WIELAND,BASH",2
14:12,"GOOD FT by MOORE,CHEZ",23,,51 (+28),,Centre 23-51 (-28),,"GOOD FT by MOORE,CHEZ",2
14:12,,,,,"SUB OUT by WIELAND,BASH",,,"SUB OUT by WIELAND,BASH",2
14:12,,,,,"SUB IN by BETZ,JUSTON",,,"SUB IN by BETZ,JUSTON",2
14:12,"GOOD FT by MOORE,CHEZ",24,,51 (+27),,Centre 24-51 (-27),,"GOOD FT by MOORE,CHEZ",2
13:48,,24,,53 (+29),"GOOD LAYUP by TIPTON,GARRETT(in the paint)",BU 24-53 (-29),,"GOOD LAYUP by TIPTON,GARRETT(in the paint)",2
--,,,,,"ASSIST  by FAIRMAN,JAYLEN",,,"ASSIST  by FAIRMAN,JAYLEN",2
13:27,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
13:27,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
13:27,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
13:27,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
13:27,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
13:27,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",2
13:27,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
13:06,,24,,55 (+31),"GOOD JUMPER by SUDER,PETER(in the paint)",BU 24-55 (-31),,"GOOD JUMPER by SUDER,PETER(in the paint)",2
12:50,"MISS JUMPER by MAUL,CALEB",,,,,,,"MISS JUMPER by MAUL,CALEB",2
12:50,,,,,"BLOCK  by SUDER,PETER",,,"BLOCK  by SUDER,PETER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:46,,,,,"SUB OUT by FAIRMAN,JAYLEN",,,"SUB OUT by FAIRMAN,JAYLEN",2
12:46,,,,,"SUB OUT by SUDER,PETER",,,"SUB OUT by SUDER,PETER",2
12:46,,,,,"SUB OUT by TIPTON,GARRETT",,,"SUB OUT by TIPTON,GARRETT",2
12:46,,,,,"SUB OUT by HATTON,LANGDON",,,"SUB OUT by HATTON,LANGDON",2
12:46,,,,,"SUB IN by HACKER,LANDIN",,,"SUB IN by HACKER,LANDIN",2
12:46,,,,,"SUB IN by DEVAULT,SAM",,,"SUB IN by DEVAULT,SAM",2
12:46,,,,,"SUB IN by WIELAND,BASH",,,"SUB IN by WIELAND,BASH",2
12:46,,,,,"SUB IN by JENNINGS,ZAC",,,"SUB IN by JENNINGS,ZAC",2
12:46,"SUB OUT by MAUL,CALEB",,,,,,,"SUB OUT by MAUL,CALEB",2
12:46,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
12:20,,,,,"MISS 3PTR by WIELAND,BASH",,,"MISS 3PTR by WIELAND,BASH",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
12:06,"MISS JUMPER by RING,NOAH",,,,,,,"MISS JUMPER by RING,NOAH",2
--,,,,,"REBOUND DEF by WIELAND,BASH",,,"REBOUND DEF by WIELAND,BASH",2
11:51,,,,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",2
--,"REBOUND DEF by STEWART,BLAKE",,,,,,,"REBOUND DEF by STEWART,BLAKE",2
11:38,"MISS 3PTR by WOOLDRIDGE,CARSON",,,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",2
--,,,,,"REBOUND DEF by WIELAND,BASH",,,"REBOUND DEF by WIELAND,BASH",2
11:28,,,,,"MISS 3PTR by DEVAULT,SAM",,,"MISS 3PTR by DEVAULT,SAM",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
11:20,"GOOD 3PTR by RING,NOAH(fastbreak)",27,,55 (+28),,Centre 27-55 (-28),,"GOOD 3PTR by RING,NOAH(fastbreak)",2
11:05,,,,,"MISS 3PTR by WIELAND,BASH",,,"MISS 3PTR by WIELAND,BASH",2
--,,,,,"REBOUND OFF by WIELAND,BASH",,,"REBOUND OFF by WIELAND,BASH",2
10:45,,,,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",2
10:45,"BLOCK  by BANKS,JAXSON",,,,,,,"BLOCK  by BANKS,JAXSON",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
10:36,"MISS 3PTR by STEWART,BLAKE",,,,,,,"MISS 3PTR by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by WIELAND,BASH",,,"REBOUND DEF by WIELAND,BASH",2
10:28,,,,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",,,"MISS LAYUP by JENNINGS,ZAC(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:25,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:25,,,,,"SUB OUT by BETZ,JUSTON",,,"SUB OUT by BETZ,JUSTON",2
10:25,,,,,"SUB OUT by HACKER,LANDIN",,,"SUB OUT by HACKER,LANDIN",2
10:25,,,,,"SUB OUT by DEVAULT,SAM",,,"SUB OUT by DEVAULT,SAM",2
10:25,,,,,"SUB OUT by JENNINGS,ZAC",,,"SUB OUT by JENNINGS,ZAC",2
10:25,,,,,"SUB IN by SUDER,PETER",,,"SUB IN by SUDER,PETER",2
10:25,,,,,"SUB IN by TIPTON,GARRETT",,,"SUB IN by TIPTON,GARRETT",2
10:25,,,,,"SUB IN by HATTON,LANGDON",,,"SUB IN by HATTON,LANGDON",2
10:25,,,,,"SUB IN by HOPF,CURT",,,"SUB IN by HOPF,CURT",2
10:13,,,,,"MISS JUMPER by SUDER,PETER",,,"MISS JUMPER by SUDER,PETER",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
09:58,"MISS LAYUP by WOOLDRIDGE,CARSON(in the paint)",,,,,,,"MISS LAYUP by WOOLDRIDGE,CARSON(in the paint)",2
--,,,,,"REBOUND DEF by SUDER,PETER",,,"REBOUND DEF by SUDER,PETER",2
09:48,,,,,"TURNOVER  by TIPTON,GARRETT",,,"TURNOVER  by TIPTON,GARRETT",2
09:48,"SUB OUT by STEWART,BLAKE",,,,,,,"SUB OUT by STEWART,BLAKE",2
09:48,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
09:48,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
09:48,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
09:35,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
09:35,,,,,"STEAL  by HATTON,LANGDON",,,"STEAL  by HATTON,LANGDON",2
09:29,,,,,"TURNOVER  by TIPTON,GARRETT",,,"TURNOVER  by TIPTON,GARRETT",2
09:29,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
09:05,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
09:00,,,,,"MISS DUNK by TIPTON,GARRETT(in the paint)",,,"MISS DUNK by TIPTON,GARRETT(in the paint)",2
--,,,,,"REBOUND OFF by HATTON,LANGDON",,,"REBOUND OFF by HATTON,LANGDON",2
08:53,,27,,57 (+30),"GOOD LAYUP by HATTON,LANGDON(in the paint)",BU 27-57 (-30),,"GOOD LAYUP by HATTON,LANGDON(in the paint)",2
08:28,"GOOD JUMPER by TAYLOR,MARSHALL",29,,57 (+28),,Centre 29-57 (-28),,"GOOD JUMPER by TAYLOR,MARSHALL",2
08:18,,,,,"FOUL  by HOPF,CURT",,,"FOUL  by HOPF,CURT",2
08:18,,,,,"TURNOVER  by HOPF,CURT",,,"TURNOVER  by HOPF,CURT",2
08:18,,,,,"SUB OUT by TIPTON,GARRETT",,,"SUB OUT by TIPTON,GARRETT",2
08:18,,,,,"SUB IN by FAIRMAN,JAYLEN",,,"SUB IN by FAIRMAN,JAYLEN",2
08:18,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
08:18,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",2
08:18,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
08:18,"SUB IN by LOVELL,TREY",,,,,,,"SUB IN by LOVELL,TREY",2
07:59,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by SUDER,PETER",,,"REBOUND DEF by SUDER,PETER",2
07:38,,,,,"MISS 3PTR by WIELAND,BASH",,,"MISS 3PTR by WIELAND,BASH",2
--,,,,,"REBOUND OFF by WIELAND,BASH",,,"REBOUND OFF by WIELAND,BASH",2
07:26,,,,,"MISS JUMPER by FAIRMAN,JAYLEN",,,"MISS JUMPER by FAIRMAN,JAYLEN",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
07:17,"MISS JUMPER by TAYLOR,MARSHALL",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by WIELAND,BASH",,,"REBOUND DEF by WIELAND,BASH",2
06:59,,,,,"FOUL  by HOPF,CURT",,,"FOUL  by HOPF,CURT",2
06:59,,,,,"TURNOVER  by HOPF,CURT",,,"TURNOVER  by HOPF,CURT",2
06:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:59,,,,,"SUB OUT by HATTON,LANGDON",,,"SUB OUT by HATTON,LANGDON",2
06:59,,,,,"SUB OUT by WIELAND,BASH",,,"SUB OUT by WIELAND,BASH",2
06:59,,,,,"SUB OUT by HOPF,CURT",,,"SUB OUT by HOPF,CURT",2
06:59,,,,,"SUB IN by HACKER,LANDIN",,,"SUB IN by HACKER,LANDIN",2
06:59,,,,,"SUB IN by DEVAULT,SAM",,,"SUB IN by DEVAULT,SAM",2
06:59,,,,,"SUB IN by JENNINGS,ZAC",,,"SUB IN by JENNINGS,ZAC",2
06:39,,,,,"FOUL  by DEVAULT,SAM",,,"FOUL  by DEVAULT,SAM",2
06:39,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:39,"GOOD FT by MOORE,CHEZ",30,,57 (+27),,Centre 30-57 (-27),,"GOOD FT by MOORE,CHEZ",2
06:22,,,,,"MISS 3PTR by SUDER,PETER",,,"MISS 3PTR by SUDER,PETER",2
--,,,,,"REBOUND OFF by HACKER,LANDIN",,,"REBOUND OFF by HACKER,LANDIN",2
06:14,,30,,59 (+29),"GOOD LAYUP by HACKER,LANDIN(in the paint)",BU 30-59 (-29),,"GOOD LAYUP by HACKER,LANDIN(in the paint)",2
05:57,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by JENNINGS,ZAC",,,"REBOUND DEF by JENNINGS,ZAC",2
05:48,,,,,"MISS LAYUP by DEVAULT,SAM(in the paint)",,,"MISS LAYUP by DEVAULT,SAM(in the paint)",2
05:48,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:48,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
05:48,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
05:48,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
05:48,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
05:48,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
05:48,"SUB IN by MAUL,CALEB",,,,,,,"SUB IN by MAUL,CALEB",2
05:26,"MISS 3PTR by BANKS,JAXSON",,,,,,,"MISS 3PTR by BANKS,JAXSON",2
--,,,,,"REBOUND DEF by DEVAULT,SAM",,,"REBOUND DEF by DEVAULT,SAM",2
05:14,,,,,"TURNOVER  by FAIRMAN,JAYLEN",,,"TURNOVER  by FAIRMAN,JAYLEN",2
05:14,"STEAL  by LOVELL,TREY",,,,,,,"STEAL  by LOVELL,TREY",2
05:06,"TURNOVER  by MAUL,CALEB",,,,,,,"TURNOVER  by MAUL,CALEB",2
04:38,,,,,"MISS JUMPER by FAIRMAN,JAYLEN",,,"MISS JUMPER by FAIRMAN,JAYLEN",2
--,,,,,"REBOUND OFF by SUDER,PETER",,,"REBOUND OFF by SUDER,PETER",2
04:33,,30,,61 (+31),"GOOD LAYUP by SUDER,PETER(in the paint)",BU 30-61 (-31),,"GOOD LAYUP by SUDER,PETER(in the paint)",2
04:22,"MISS 3PTR by MOORE,CHEZ",,,,,,,"MISS 3PTR by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by HACKER,LANDIN",,,"REBOUND DEF by HACKER,LANDIN",2
04:05,,30,,63 (+33),"GOOD LAYUP by JENNINGS,ZAC(in the paint)",BU 30-63 (-33),,"GOOD LAYUP by JENNINGS,ZAC(in the paint)",2
--,,,,,"ASSIST  by SUDER,PETER",,,"ASSIST  by SUDER,PETER",2
03:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:53,,,,,"SUB OUT by FAIRMAN,JAYLEN",,,"SUB OUT by FAIRMAN,JAYLEN",2
03:53,,,,,"SUB OUT by JENNINGS,ZAC",,,"SUB OUT by JENNINGS,ZAC",2
03:53,,,,,"SUB IN by REED,ZACH",,,"SUB IN by REED,ZACH",2
03:53,,,,,"SUB IN by ROBERTS,ELI",,,"SUB IN by ROBERTS,ELI",2
03:53,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
03:53,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
03:53,"SUB OUT by LOVELL,TREY",,,,,,,"SUB OUT by LOVELL,TREY",2
03:53,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
03:53,"SUB OUT by MAUL,CALEB",,,,,,,"SUB OUT by MAUL,CALEB",2
03:53,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",2
03:53,"SUB IN by MAGEE,NOAH",,,,,,,"SUB IN by MAGEE,NOAH",2
03:53,"SUB IN by SIZEMORE,CLAY",,,,,,,"SUB IN by SIZEMORE,CLAY",2
03:53,"SUB IN by BLANTON,JAYDEN",,,,,,,"SUB IN by BLANTON,JAYDEN",2
03:53,"SUB IN by MERRILL,BRYSON",,,,,,,"SUB IN by MERRILL,BRYSON",2
03:40,"TURNOVER  by MAGEE,NOAH",,,,,,,"TURNOVER  by MAGEE,NOAH",2
03:40,,,,,"STEAL  by SUDER,PETER",,,"STEAL  by SUDER,PETER",2
03:32,,,,,"MISS LAYUP by REED,ZACH(in the paint)",,,"MISS LAYUP by REED,ZACH(in the paint)",2
--,"REBOUND DEF by BUSH,TYLER",,,,,,,"REBOUND DEF by BUSH,TYLER",2
03:20,"TURNOVER  by BLANTON,JAYDEN",,,,,,,"TURNOVER  by BLANTON,JAYDEN",2
03:20,,,,,"STEAL  by HACKER,LANDIN",,,"STEAL  by HACKER,LANDIN",2
02:57,,,,,"SUB OUT by SUDER,PETER",,,"SUB OUT by SUDER,PETER",2
02:57,,,,,"SUB IN by FAIRMAN,JAYLEN",,,"SUB IN by FAIRMAN,JAYLEN",2
02:54,,30,,65 (+35),"GOOD LAYUP by FAIRMAN,JAYLEN(in the paint)",BU 30-65 (-35),,"GOOD LAYUP by FAIRMAN,JAYLEN(in the paint)",2
02:48,"MISS LAYUP by BLANTON,JAYDEN(in the paint)",,,,,,,"MISS LAYUP by BLANTON,JAYDEN(in the paint)",2
--,,,,,"REBOUND DEF by DEVAULT,SAM",,,"REBOUND DEF by DEVAULT,SAM",2
02:45,,,,,"MISS LAYUP by FAIRMAN,JAYLEN(in the paint)",,,"MISS LAYUP by FAIRMAN,JAYLEN(in the paint)",2
--,,,,,"REBOUND OFF by ROBERTS,ELI",,,"REBOUND OFF by ROBERTS,ELI",2
02:45,"FOUL  by MERRILL,BRYSON",,,,,,,"FOUL  by MERRILL,BRYSON",2
02:45,,30,,66 (+36),"GOOD FT by ROBERTS,ELI(fastbreak)",BU 30-66 (-36),,"GOOD FT by ROBERTS,ELI(fastbreak)",2
02:45,,30,,67 (+37),"GOOD FT by ROBERTS,ELI(fastbreak)",BU 30-67 (-37),,"GOOD FT by ROBERTS,ELI(fastbreak)",2
02:28,"MISS 3PTR by BLANTON,JAYDEN",,,,,,,"MISS 3PTR by BLANTON,JAYDEN",2
--,,,,,"REBOUND DEF by HACKER,LANDIN",,,"REBOUND DEF by HACKER,LANDIN",2
02:15,,30,,69 (+39),"GOOD JUMPER by DEVAULT,SAM(in the paint)",BU 30-69 (-39),,"GOOD JUMPER by DEVAULT,SAM(in the paint)",2
01:53,"MISS 3PTR by MERRILL,BRYSON",,,,,,,"MISS 3PTR by MERRILL,BRYSON",2
--,,,,,"REBOUND DEF by HACKER,LANDIN",,,"REBOUND DEF by HACKER,LANDIN",2
01:39,,,,,"MISS 3PTR by HACKER,LANDIN",,,"MISS 3PTR by HACKER,LANDIN",2
--,"REBOUND DEF by BLANTON,JAYDEN",,,,,,,"REBOUND DEF by BLANTON,JAYDEN",2
01:36,,,,,"FOUL  by DEVAULT,SAM",,,"FOUL  by DEVAULT,SAM",2
01:36,,,,,"SUB OUT by DEVAULT,SAM",,,"SUB OUT by DEVAULT,SAM",2
01:36,,,,,"SUB IN by JENNINGS,ZAC",,,"SUB IN by JENNINGS,ZAC",2
01:14,"MISS 3PTR by SIZEMORE,CLAY",,,,,,,"MISS 3PTR by SIZEMORE,CLAY",2
--,"REBOUND OFF by MERRILL,BRYSON",,,,,,,"REBOUND OFF by MERRILL,BRYSON",2
01:12,,,,,"FOUL  by REED,ZACH",,,"FOUL  by REED,ZACH",2
01:12,"GOOD FT by MERRILL,BRYSON",31,,69 (+38),,Centre 31-69 (-38),,"GOOD FT by MERRILL,BRYSON",2
01:11,"MISS FT by MERRILL,BRYSON",,,,,,,"MISS FT by MERRILL,BRYSON",2
--,,,,,"REBOUND DEF by REED,ZACH",,,"REBOUND DEF by REED,ZACH",2
00:53,,31,,71 (+40),"GOOD JUMPER by FAIRMAN,JAYLEN(in the paint)",BU 31-71 (-40),,"GOOD JUMPER by FAIRMAN,JAYLEN(in the paint)",2
00:31,"GOOD 3PTR by BUSH,TYLER",34,,71 (+37),,Centre 34-71 (-37),,"GOOD 3PTR by BUSH,TYLER",2
--,"ASSIST  by MAGEE,NOAH",,,,,,,"ASSIST  by MAGEE,NOAH",2
00:00,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
