Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,FCMBB,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by SAMPLES,CODY",,,"REBOUND DEF by SAMPLES,CODY",1
16:04,,3,,7 (+4),"GOOD 3PTR by HUDGINS,LOGAN",FCMBB 3-7 (-4),,"GOOD 3PTR by HUDGINS,LOGAN",1
--,,,,,"ASSIST  by HOFFMAN,NATHANIEL",,,"ASSIST  by HOFFMAN,NATHANIEL",1
15:43,"MISS JUMPER by STINNETT,CADE",,,,,,,"MISS JUMPER by STINNETT,CADE",1
--,"REBOUND OFF by STINNETT,CADE",,,,,,,"REBOUND OFF by STINNETT,CADE",1
15:37,"GOOD LAYUP by STINNETT,CADE(in the paint)",5,,7 (+2),,CENTRE 5-7 (-2),,"GOOD LAYUP by STINNETT,CADE(in the paint)",1
15:25,,,,,"MISS LAYUP by HOFFMAN,NATHANIEL",,,"MISS LAYUP by HOFFMAN,NATHANIEL",1
15:25,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",1
--,,,,,"REBOUND OFF by CROWE,CARTER",,,"REBOUND OFF by CROWE,CARTER",1
15:14,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",1
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",1
15:03,"GOOD LAYUP by STINNETT,CADE(in the paint)",7,,7,,CENTRE 7-7 (0),,"GOOD LAYUP by STINNETT,CADE(in the paint)",1
14:56,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",1
--,,,,,"REBOUND OFF by HUDGINS,LOGAN",,,"REBOUND OFF by HUDGINS,LOGAN",1
14:50,,7,,9 (+2),"GOOD LAYUP by HUDGINS,LOGAN(in the paint)",FCMBB 7-9 (-2),,"GOOD LAYUP by HUDGINS,LOGAN(in the paint)",1
14:35,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",9,,9,,CENTRE 9-9 (0),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",1
14:30,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
14:30,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
14:30,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
14:30,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
14:30,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
14:30,,,,,"SUB IN by LOVE,JALEN",,,"SUB IN by LOVE,JALEN",1
14:30,,,,,"SUB IN by KING,LYNN",,,"SUB IN by KING,LYNN",1
14:30,,,,,"SUB IN by BOSTIC,RYAN",,,"SUB IN by BOSTIC,RYAN",1
14:30,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",1
14:30,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",1
14:30,,,,,"SUB OUT by HOFFMAN,NATHANIEL",,,"SUB OUT by HOFFMAN,NATHANIEL",1
14:21,,9,,12 (+3),"GOOD 3PTR by LOVE,JALEN",FCMBB 9-12 (-3),,"GOOD 3PTR by LOVE,JALEN",1
--,,,,,"ASSIST  by BOSTIC,RYAN",,,"ASSIST  by BOSTIC,RYAN",1
14:07,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,,,,,"REBOUND DEF by LOVE,JALEN",,,"REBOUND DEF by LOVE,JALEN",1
13:45,,9,,14 (+5),"GOOD JUMPER by BOSTIC,RYAN",FCMBB 9-14 (-5),,"GOOD JUMPER by BOSTIC,RYAN",1
--,,,,,"ASSIST  by KING,LYNN",,,"ASSIST  by KING,LYNN",1
13:17,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",1
13:17,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",1
13:17,"SUB IN by LOVELL,TREY",,,,,,,"SUB IN by LOVELL,TREY",1
13:17,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
13:17,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
13:00,,9,,17 (+8),"GOOD 3PTR by SAMPLES,CODY",FCMBB 9-17 (-8),,"GOOD 3PTR by SAMPLES,CODY",1
--,,,,,"ASSIST  by CROWE,CARTER",,,"ASSIST  by CROWE,CARTER",1
12:37,,,,,"FOUL  by LOVE,JALEN",,,"FOUL  by LOVE,JALEN",1
12:37,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",1
12:37,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",1
12:37,,,,,"SUB IN by HUDGINS,LOGAN",,,"SUB IN by HUDGINS,LOGAN",1
12:37,,,,,"SUB IN by FLATT,TREY",,,"SUB IN by FLATT,TREY",1
12:37,,,,,"SUB OUT by SAMPLES,CODY",,,"SUB OUT by SAMPLES,CODY",1
12:37,,,,,"SUB OUT by CROWE,CARTER",,,"SUB OUT by CROWE,CARTER",1
12:25,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
12:08,,,,,"MISS 3PTR by HUDGINS,LOGAN",,,"MISS 3PTR by HUDGINS,LOGAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
11:52,"MISS JUMPER by MARKHAM,DRU",,,,,,,"MISS JUMPER by MARKHAM,DRU",1
--,"REBOUND OFF by BUSH,TYLER",,,,,,,"REBOUND OFF by BUSH,TYLER",1
11:45,"GOOD LAYUP by WILSON,DREW(in the paint)",11,,17 (+6),,CENTRE 11-17 (-6),,"GOOD LAYUP by WILSON,DREW(in the paint)",1
11:35,,,,,"MISS 3PTR by BOSTIC,RYAN",,,"MISS 3PTR by BOSTIC,RYAN",1
--,,,,,"REBOUND OFF by HUDGINS,LOGAN",,,"REBOUND OFF by HUDGINS,LOGAN",1
11:27,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",1
--,"REBOUND DEF by BUSH,TYLER",,,,,,,"REBOUND DEF by BUSH,TYLER",1
11:11,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,,,,,"REBOUND DEF by HUDGINS,LOGAN",,,"REBOUND DEF by HUDGINS,LOGAN",1
10:57,,,,,"MISS LAYUP by HUDGINS,LOGAN",,,"MISS LAYUP by HUDGINS,LOGAN",1
--,,,,,"REBOUND OFF by KING,LYNN",,,"REBOUND OFF by KING,LYNN",1
10:57,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
10:57,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
10:57,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
10:57,"SUB OUT by LOVELL,TREY",,,,,,,"SUB OUT by LOVELL,TREY",1
10:57,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
10:57,,,,,"SUB IN by HENDRICKS,JACK",,,"SUB IN by HENDRICKS,JACK",1
10:57,,,,,"SUB IN by SAMPLES,CODY",,,"SUB IN by SAMPLES,CODY",1
10:57,,,,,"SUB OUT by LOVE,JALEN",,,"SUB OUT by LOVE,JALEN",1
10:57,,,,,"SUB OUT by BOSTIC,RYAN",,,"SUB OUT by BOSTIC,RYAN",1
10:50,,,,,"MISS 3PTR by HUDGINS,LOGAN",,,"MISS 3PTR by HUDGINS,LOGAN",1
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",1
10:20,"GOOD 3PTR by BAUGHMAN,CARTER",14,,17 (+3),,CENTRE 14-17 (-3),,"GOOD 3PTR by BAUGHMAN,CARTER",1
09:56,,14,,19 (+5),"GOOD LAYUP by KING,LYNN(in the paint)",FCMBB 14-19 (-5),,"GOOD LAYUP by KING,LYNN(in the paint)",1
--,,,,,"ASSIST  by SAMPLES,CODY",,,"ASSIST  by SAMPLES,CODY",1
09:35,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",1
09:35,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",1
09:35,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",1
09:35,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",1
09:35,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
09:35,"SUB OUT by MARKHAM,DRU",,,,,,,"SUB OUT by MARKHAM,DRU",1
09:35,,,,,"SUB IN by CROWE,CARTER",,,"SUB IN by CROWE,CARTER",1
09:35,,,,,"SUB IN by HOFFMAN,NATHANIEL",,,"SUB IN by HOFFMAN,NATHANIEL",1
09:35,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",1
09:35,,,,,"SUB OUT by KING,LYNN",,,"SUB OUT by KING,LYNN",1
09:19,,,,,"MISS 3PTR by HOFFMAN,NATHANIEL",,,"MISS 3PTR by HOFFMAN,NATHANIEL",1
--,,,,,"REBOUND OFF by HENDRICKS,JACK",,,"REBOUND OFF by HENDRICKS,JACK",1
09:04,,,,,"MISS 3PTR by HENDRICKS,JACK",,,"MISS 3PTR by HENDRICKS,JACK",1
--,,,,,"REBOUND OFF by HOFFMAN,NATHANIEL",,,"REBOUND OFF by HOFFMAN,NATHANIEL",1
08:48,"FOUL  by COLEMAN,HUNTER",,,,,,,"FOUL  by COLEMAN,HUNTER",1
08:36,"FOUL  by COLEMAN,HUNTER",,,,,,,"FOUL  by COLEMAN,HUNTER",1
08:36,,14,,20 (+6),"GOOD FT by SAMPLES,CODY",FCMBB 14-20 (-6),,"GOOD FT by SAMPLES,CODY",1
08:36,,,,,"MISS FT by SAMPLES,CODY",,,"MISS FT by SAMPLES,CODY",1
--,"REBOUND DEF by BUSH,TYLER",,,,,,,"REBOUND DEF by BUSH,TYLER",1
08:36,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",1
08:36,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
08:22,"GOOD 3PTR by BAUGHMAN,CARTER",17,,20 (+3),,CENTRE 17-20 (-3),,"GOOD 3PTR by BAUGHMAN,CARTER",1
08:10,,17,,23 (+6),"GOOD 3PTR by SAMPLES,CODY",FCMBB 17-23 (-6),,"GOOD 3PTR by SAMPLES,CODY",1
--,,,,,"ASSIST  by CROWE,CARTER",,,"ASSIST  by CROWE,CARTER",1
07:51,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
07:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:51,,,,,"SUB IN by BOSTIC,RYAN",,,"SUB IN by BOSTIC,RYAN",1
07:51,,,,,"SUB OUT by HENDRICKS,JACK",,,"SUB OUT by HENDRICKS,JACK",1
07:47,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
07:47,"SUB OUT by BUSH,TYLER",,,,,,,"SUB OUT by BUSH,TYLER",1
07:32,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",1
--,,,,,"REBOUND DEF by BOSTIC,RYAN",,,"REBOUND DEF by BOSTIC,RYAN",1
07:29,,,,,"SUB IN by LOVE,JALEN",,,"SUB IN by LOVE,JALEN",1
07:29,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",1
07:07,,17,,26 (+9),"GOOD 3PTR by LOVE,JALEN",FCMBB 17-26 (-9),,"GOOD 3PTR by LOVE,JALEN",1
--,,,,,"ASSIST  by BOSTIC,RYAN",,,"ASSIST  by BOSTIC,RYAN",1
06:49,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",1
--,,,,,"REBOUND DEF by SAMPLES,CODY",,,"REBOUND DEF by SAMPLES,CODY",1
06:38,,,,,"MISS LAYUP by HOFFMAN,NATHANIEL",,,"MISS LAYUP by HOFFMAN,NATHANIEL",1
--,,,,,"REBOUND OFF by HOFFMAN,NATHANIEL",,,"REBOUND OFF by HOFFMAN,NATHANIEL",1
06:38,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",1
06:38,,,,,"MISS FT by HOFFMAN,NATHANIEL",,,"MISS FT by HOFFMAN,NATHANIEL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:38,,17,,27 (+10),"GOOD FT by HOFFMAN,NATHANIEL",FCMBB 17-27 (-10),,"GOOD FT by HOFFMAN,NATHANIEL",1
06:38,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
06:38,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",1
06:38,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",1
06:38,"SUB OUT by MARKHAM,DRU",,,,,,,"SUB OUT by MARKHAM,DRU",1
06:38,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
06:38,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
06:38,,,,,"SUB IN by KING,LYNN",,,"SUB IN by KING,LYNN",1
06:38,,,,,"SUB OUT by SAMPLES,CODY",,,"SUB OUT by SAMPLES,CODY",1
06:29,,,,,"FOUL  by LOVE,JALEN",,,"FOUL  by LOVE,JALEN",1
06:17,"GOOD JUMPER by STINNETT,CADE",19,,27 (+8),,CENTRE 19-27 (-8),,"GOOD JUMPER by STINNETT,CADE",1
06:04,,,,,"MISS 3PTR by LOVE,JALEN",,,"MISS 3PTR by LOVE,JALEN",1
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",1
05:57,"MISS LAYUP by BANKS,JAXSON",,,,,,,"MISS LAYUP by BANKS,JAXSON",1
05:57,,,,,"BLOCK  by LOVE,JALEN",,,"BLOCK  by LOVE,JALEN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:37,,,,,"FOUL  by LOVE,JALEN",,,"FOUL  by LOVE,JALEN",1
05:37,,,,,"SUB IN by HUDGINS,LOGAN",,,"SUB IN by HUDGINS,LOGAN",1
05:37,,,,,"SUB IN by FLATT,TREY",,,"SUB IN by FLATT,TREY",1
05:37,,,,,"SUB OUT by LOVE,JALEN",,,"SUB OUT by LOVE,JALEN",1
05:37,,,,,"SUB OUT by HOFFMAN,NATHANIEL",,,"SUB OUT by HOFFMAN,NATHANIEL",1
05:26,"MISS LAYUP by STINNETT,CADE",,,,,,,"MISS LAYUP by STINNETT,CADE",1
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",1
05:09,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:09,,,,,"FOUL  by FLATT,TREY",,,"FOUL  by FLATT,TREY",1
05:07,,,,,"SUB IN by SAMPLES,CODY",,,"SUB IN by SAMPLES,CODY",1
05:07,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",1
04:58,"MISS JUMPER by STINNETT,CADE",,,,,,,"MISS JUMPER by STINNETT,CADE",1
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",1
04:58,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",21,,27 (+6),,CENTRE 21-27 (-6),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",1
04:38,,,,,"MISS 3PTR by BOSTIC,RYAN",,,"MISS 3PTR by BOSTIC,RYAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:38,,,,,"SUB IN by FLATT,TREY",,,"SUB IN by FLATT,TREY",1
04:38,,,,,"SUB OUT by BOSTIC,RYAN",,,"SUB OUT by BOSTIC,RYAN",1
04:36,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
04:36,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
04:16,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",1
04:16,,,,,"STEAL  by FLATT,TREY",,,"STEAL  by FLATT,TREY",1
04:05,,21,,30 (+9),"GOOD 3PTR by HUDGINS,LOGAN",FCMBB 21-30 (-9),,"GOOD 3PTR by HUDGINS,LOGAN",1
--,,,,,"ASSIST  by SAMPLES,CODY",,,"ASSIST  by SAMPLES,CODY",1
03:37,"GOOD 3PTR by BANKS,JAXSON",24,,30 (+6),,CENTRE 24-30 (-6),,"GOOD 3PTR by BANKS,JAXSON",1
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",1
03:25,,24,,32 (+8),"GOOD LAYUP by KING,LYNN(in the paint)",FCMBB 24-32 (-8),,"GOOD LAYUP by KING,LYNN(in the paint)",1
03:04,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",1
03:00,"FOUL  by BANKS,JAXSON",,,,,,,"FOUL  by BANKS,JAXSON",1
03:00,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
03:00,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
03:00,,,,,"SUB IN by HOFFMAN,NATHANIEL",,,"SUB IN by HOFFMAN,NATHANIEL",1
03:00,,,,,"SUB OUT by KING,LYNN",,,"SUB OUT by KING,LYNN",1
02:50,,,,,"TURNOVER  by FLATT,TREY",,,"TURNOVER  by FLATT,TREY",1
02:50,"STEAL  by RING,NOAH",,,,,,,"STEAL  by RING,NOAH",1
02:43,"GOOD 3PTR by BANKS,JAXSON(fastbreak)",27,,32 (+5),,CENTRE 27-32 (-5),,"GOOD 3PTR by BANKS,JAXSON(fastbreak)",1
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",1
02:31,,,,,"TURNOVER  by SAMPLES,CODY",,,"TURNOVER  by SAMPLES,CODY",1
02:31,"STEAL  by BANKS,JAXSON",,,,,,,"STEAL  by BANKS,JAXSON",1
02:25,"MISS JUMPER by STINNETT,CADE",,,,,,,"MISS JUMPER by STINNETT,CADE",1
--,,,,,"REBOUND DEF by HOFFMAN,NATHANIEL",,,"REBOUND DEF by HOFFMAN,NATHANIEL",1
02:19,,,,,"TURNOVER  by HOFFMAN,NATHANIEL",,,"TURNOVER  by HOFFMAN,NATHANIEL",1
02:19,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
02:01,"TURNOVER  by BANKS,JAXSON",,,,,,,"TURNOVER  by BANKS,JAXSON",1
02:01,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",1
02:01,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
02:01,,,,,"SUB IN by HENDRICKS,JACK",,,"SUB IN by HENDRICKS,JACK",1
02:01,,,,,"SUB IN by BOSTIC,RYAN",,,"SUB IN by BOSTIC,RYAN",1
02:01,,,,,"SUB IN by KING,LYNN",,,"SUB IN by KING,LYNN",1
02:01,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",1
02:01,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",1
02:01,,,,,"SUB OUT by HOFFMAN,NATHANIEL",,,"SUB OUT by HOFFMAN,NATHANIEL",1
01:43,,27,,35 (+8),"GOOD 3PTR by SAMPLES,CODY",FCMBB 27-35 (-8),,"GOOD 3PTR by SAMPLES,CODY",1
--,,,,,"ASSIST  by BOSTIC,RYAN",,,"ASSIST  by BOSTIC,RYAN",1
01:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:15,,,,,"SUB IN by HOFFMAN,NATHANIEL",,,"SUB IN by HOFFMAN,NATHANIEL",1
01:15,,,,,"SUB OUT by SAMPLES,CODY",,,"SUB OUT by SAMPLES,CODY",1
01:10,"GOOD 3PTR by BAUGHMAN,CARTER",30,,35 (+5),,CENTRE 30-35 (-5),,"GOOD 3PTR by BAUGHMAN,CARTER",1
00:40,,30,,38 (+8),"GOOD 3PTR by CROWE,CARTER",FCMBB 30-38 (-8),,"GOOD 3PTR by CROWE,CARTER",1
--,,,,,"ASSIST  by KING,LYNN",,,"ASSIST  by KING,LYNN",1
00:36,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",1
00:36,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
00:36,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",1
00:20,,30,,41 (+11),"GOOD 3PTR by BOSTIC,RYAN",FCMBB 30-41 (-11),,"GOOD 3PTR by BOSTIC,RYAN",1
--,,,,,"ASSIST  by HENDRICKS,JACK",,,"ASSIST  by HENDRICKS,JACK",1
00:02,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
20:00,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
19:47,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
19:36,,,,,"MISS JUMPER by HOFFMAN,NATHANIEL",,,"MISS JUMPER by HOFFMAN,NATHANIEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:36,,,,,"FOUL  by SAMPLES,CODY",,,"FOUL  by SAMPLES,CODY",2
19:13,"MISS LAYUP by WILSON,DREW",,,,,,,"MISS LAYUP by WILSON,DREW",2
19:13,,,,,"BLOCK  by HUDGINS,LOGAN",,,"BLOCK  by HUDGINS,LOGAN",2
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",2
19:02,,,,,"MISS LAYUP by CROWE,CARTER",,,"MISS LAYUP by CROWE,CARTER",2
--,,,,,"REBOUND OFF by CROWE,CARTER",,,"REBOUND OFF by CROWE,CARTER",2
19:02,,,,,"MISS LAYUP by CROWE,CARTER",,,"MISS LAYUP by CROWE,CARTER",2
19:02,"BLOCK  by KNOCHELMANN,PETE",,,,,,,"BLOCK  by KNOCHELMANN,PETE",2
--,,,,,"REBOUND OFF by CROWE,CARTER",,,"REBOUND OFF by CROWE,CARTER",2
18:49,,30,,43 (+13),"GOOD LAYUP by SAMPLES,CODY(in the paint)",FCMBB 30-43 (-13),,"GOOD LAYUP by SAMPLES,CODY(in the paint)",2
18:29,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
18:29,,,,,"FOUL  by SAMPLES,CODY",,,"FOUL  by SAMPLES,CODY",2
18:29,"MISS FT by KNOCHELMANN,PETE",,,,,,,"MISS FT by KNOCHELMANN,PETE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:29,"MISS FT by KNOCHELMANN,PETE",,,,,,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:10,,,,,"MISS 3PTR by HUDGINS,LOGAN",,,"MISS 3PTR by HUDGINS,LOGAN",2
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",2
18:04,"TURNOVER  by COLEMAN,HUNTER",,,,,,,"TURNOVER  by COLEMAN,HUNTER",2
17:58,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:58,,,,,"FOUL  by CROWE,CARTER",,,"FOUL  by CROWE,CARTER",2
17:34,,,,,"FOUL  by SAMPLES,CODY",,,"FOUL  by SAMPLES,CODY",2
17:34,"GOOD FT by WILSON,DREW",31,,43 (+12),,CENTRE 31-43 (-12),,"GOOD FT by WILSON,DREW",2
17:34,"GOOD FT by WILSON,DREW",32,,43 (+11),,CENTRE 32-43 (-11),,"GOOD FT by WILSON,DREW",2
