Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
16:10,"SUB OUT by NOEL,MALCOLM",,,,,,,"SUB OUT by NOEL,MALCOLM",2
16:10,"SUB IN by ST. GERMAIN,MICHAEL",,,,,,,"SUB IN by ST. GERMAIN,MICHAEL",2
15:51,"TURNOVER  by GERNATT,JONATHAN",,,,,,,"TURNOVER  by GERNATT,JONATHAN",2
15:51,,,,,"STEAL  by COLEMAN,HUNTER",,,"STEAL  by COLEMAN,HUNTER",2
15:42,,38,,56 (+18),"GOOD 3PTR by STINNETT,CADE",Centre 38-56 (+18),,"GOOD 3PTR by STINNETT,CADE",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
15:27,"GOOD JUMPER by ST. GERMAIN,MICHAEL(in the paint)",40,,56 (+16),,COV 40-56 (+16),,"GOOD JUMPER by ST. GERMAIN,MICHAEL(in the paint)",2
15:19,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by ST. GERMAIN,MICHAEL",,,,,,,"REBOUND DEF by ST. GERMAIN,MICHAEL",2
15:13,"MISS JUMPER by MATHIS,WALKER(in the paint)",,,,,,,"MISS JUMPER by MATHIS,WALKER(in the paint)",2
--,"REBOUND OFF by ST. GERMAIN,MICHAEL",,,,,,,"REBOUND OFF by ST. GERMAIN,MICHAEL",2
15:09,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
15:09,"FOUL  by MATHIS,WALKER",,,,,,,"FOUL  by MATHIS,WALKER",2
15:09,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:03,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
15:03,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
15:03,"SUB IN by HOOD,GUS",,,,,,,"SUB IN by HOOD,GUS",2
15:03,"SUB IN by WITT,ELI",,,,,,,"SUB IN by WITT,ELI",2
14:42,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
14:42,"BLOCK  by WITT,ELI",,,,,,,"BLOCK  by WITT,ELI",2
--,"REBOUND DEF by HOOD,GUS",,,,,,,"REBOUND DEF by HOOD,GUS",2
14:32,,,,,"FOUL  by COLEMAN,HUNTER",,,"FOUL  by COLEMAN,HUNTER",2
14:32,"GOOD FT by WITT,ELI",41,,56 (+15),,COV 41-56 (+15),,"GOOD FT by WITT,ELI",2
14:32,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
14:32,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
14:32,"GOOD FT by WITT,ELI",42,,56 (+14),,COV 42-56 (+14),,"GOOD FT by WITT,ELI",2
14:32,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
14:32,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
14:20,,42,,58 (+16),"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 42-58 (+16),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
13:52,"MISS 3PTR by HOOD,GUS",,,,,,,"MISS 3PTR by HOOD,GUS",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
13:39,,,,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",2
--,"REBOUND DEF by ST. GERMAIN,MICHAEL",,,,,,,"REBOUND DEF by ST. GERMAIN,MICHAEL",2
13:31,"TURNOVER  by PEARLMAN,LOGAN",,,,,,,"TURNOVER  by PEARLMAN,LOGAN",2
13:07,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by HOOD,GUS",,,,,,,"REBOUND DEF by HOOD,GUS",2
12:55,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",2
--,"REBOUND OFF by WITT,ELI",,,,,,,"REBOUND OFF by WITT,ELI",2
12:48,"GOOD LAYUP by WITT,ELI(in the paint)",44,,58 (+14),,COV 44-58 (+14),,"GOOD LAYUP by WITT,ELI(in the paint)",2
12:39,,44,,60 (+16),"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",Centre 44-60 (+16),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",2
12:26,"TURNOVER  by HOOD,GUS",,,,,,,"TURNOVER  by HOOD,GUS",2
12:22,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
12:22,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
12:09,,44,,63 (+19),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 44-63 (+19),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
11:56,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:48,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
11:48,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
11:48,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
11:48,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
11:37,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
11:29,,,,,"FOUL  by COLEMAN,HUNTER",,,"FOUL  by COLEMAN,HUNTER",2
11:29,"GOOD FT by ST. GERMAIN,MICHAEL(fastbreak)",45,,63 (+18),,COV 45-63 (+18),,"GOOD FT by ST. GERMAIN,MICHAEL(fastbreak)",2
11:29,"SUB OUT by WITT,ELI",,,,,,,"SUB OUT by WITT,ELI",2
11:29,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
11:29,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
11:29,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
11:29,"GOOD FT by ST. GERMAIN,MICHAEL(fastbreak)",46,,63 (+17),,COV 46-63 (+17),,"GOOD FT by ST. GERMAIN,MICHAEL(fastbreak)",2
11:29,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
11:29,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
10:58,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
10:58,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
10:58,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by MARKHAM,DRU",,,"REBOUND OFF by MARKHAM,DRU",2
10:58,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
10:58,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
10:48,"GOOD LAYUP by CROWDEN,LUKE(in the paint)",48,,63 (+15),,COV 48-63 (+15),,"GOOD LAYUP by CROWDEN,LUKE(in the paint)",2
10:48,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
10:48,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
10:48,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
10:48,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
10:48,,48,,65 (+17),"GOOD LAYUP by WILSON,DREW(in the paint)",Centre 48-65 (+17),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
10:26,,48,,67 (+19),"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",Centre 48-67 (+19),,"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",2
10:08,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by ST. GERMAIN,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by MARKHAM,DRU",,,"REBOUND DEF by MARKHAM,DRU",2
10:08,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
10:08,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
10:08,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
10:08,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
10:08,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
10:08,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
10:08,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
10:08,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
10:08,"SUB OUT by HOOD,GUS",,,,,,,"SUB OUT by HOOD,GUS",2
10:08,"SUB IN by NOEL,MALCOLM",,,,,,,"SUB IN by NOEL,MALCOLM",2
10:08,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
10:08,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
10:08,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
10:08,,,,,"MISS FT by MARKHAM,DRU",,,"MISS FT by MARKHAM,DRU",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:08,,48,,68 (+20),"GOOD FT by MARKHAM,DRU",Centre 48-68 (+20),,"GOOD FT by MARKHAM,DRU",2
10:05,"MISS LAYUP by MATHIS,WALKER(in the paint)",,,,,,,"MISS LAYUP by MATHIS,WALKER(in the paint)",2
10:05,,,,,"FOUL  by MARKHAM,DRU",,,"FOUL  by MARKHAM,DRU",2
10:05,,48,,70 (+22),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 48-70 (+22),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
10:05,"MISS FT by HESTER,CHARLIE",,,,,,,"MISS FT by HESTER,CHARLIE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:05,"MISS FT by HESTER,CHARLIE",,,,,,,"MISS FT by HESTER,CHARLIE",2
--,,,,,"REBOUND DEF by MARKHAM,DRU",,,"REBOUND DEF by MARKHAM,DRU",2
10:05,,,,,"MISS LAYUP by MARKHAM,DRU(in the paint)",,,"MISS LAYUP by MARKHAM,DRU(in the paint)",2
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",2
10:05,"GOOD 3PTR by NOEL,MALCOLM",51,,70 (+19),,COV 51-70 (+19),,"GOOD 3PTR by NOEL,MALCOLM",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
09:55,,,,,"MISS LAYUP by MARKHAM,DRU(in the paint)",,,"MISS LAYUP by MARKHAM,DRU(in the paint)",2
09:55,"BLOCK  by MATHIS,WALKER",,,,,,,"BLOCK  by MATHIS,WALKER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:39,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
09:39,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
09:09,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
09:09,"SUB IN by CROWDEN,LUKE",,,,,,,"SUB IN by CROWDEN,LUKE",2
08:52,"GOOD 3PTR by CROWDEN,LUKE",54,,70 (+16),,COV 54-70 (+16),,"GOOD 3PTR by CROWDEN,LUKE",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
08:31,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
08:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:16,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
08:16,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
08:16,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
08:16,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
08:07,"GOOD LAYUP by MATHIS,WALKER(in the paint)",56,,70 (+14),,COV 56-70 (+14),,"GOOD LAYUP by MATHIS,WALKER(in the paint)",2
--,"ASSIST  by CROWDEN,LUKE",,,,,,,"ASSIST  by CROWDEN,LUKE",2
07:45,"SUB OUT by ST. GERMAIN,MICHAEL",,,,,,,"SUB OUT by ST. GERMAIN,MICHAEL",2
07:45,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
07:45,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
07:45,,56,,71 (+15),"GOOD FT by STINNETT,CADE",Centre 56-71 (+15),,"GOOD FT by STINNETT,CADE",2
07:45,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
07:45,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
07:45,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
07:38,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
06:55,,56,,73 (+17),"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 56-73 (+17),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
06:55,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
06:55,,56,,74 (+18),"GOOD FT by STINNETT,CADE",Centre 56-74 (+18),,"GOOD FT by STINNETT,CADE",2
06:55,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
06:55,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
06:55,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
06:55,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
06:55,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
06:55,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
06:55,"GOOD FT by CROWDEN,LUKE",57,,74 (+17),,COV 57-74 (+17),,"GOOD FT by CROWDEN,LUKE",2
06:55,"GOOD FT by CROWDEN,LUKE",58,,74 (+16),,COV 58-74 (+16),,"GOOD FT by CROWDEN,LUKE",2
06:42,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",60,,74 (+14),,COV 60-74 (+14),,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",2
06:17,,,,,"TURNOVER  by STINNETT,CADE",,,"TURNOVER  by STINNETT,CADE",2
06:17,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",2
06:07,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
06:06,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
06:06,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
06:06,"GOOD FT by IGBANU,PROMISE",61,,74 (+13),,COV 61-74 (+13),,"GOOD FT by IGBANU,PROMISE",2
06:06,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
06:06,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
06:06,"GOOD FT by IGBANU,PROMISE",62,,74 (+12),,COV 62-74 (+12),,"GOOD FT by IGBANU,PROMISE",2
05:57,,,,,"MISS JUMPER by COLEMAN,HUNTER",,,"MISS JUMPER by COLEMAN,HUNTER",2
--,"REBOUND DEF by CROWDEN,LUKE",,,,,,,"REBOUND DEF by CROWDEN,LUKE",2
05:46,"MISS JUMPER by PEARLMAN,LOGAN(in the paint)",,,,,,,"MISS JUMPER by PEARLMAN,LOGAN(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
05:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:21,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",2
--,,,,,"REBOUND OFF by RING,NOAH",,,"REBOUND OFF by RING,NOAH",2
05:15,,62,,76 (+14),"GOOD LAYUP by RING,NOAH(in the paint)",Centre 62-76 (+14),,"GOOD LAYUP by RING,NOAH(in the paint)",2
04:59,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
04:34,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
04:34,,62,,77 (+15),"GOOD FT by COLEMAN,HUNTER",Centre 62-77 (+15),,"GOOD FT by COLEMAN,HUNTER",2
04:34,,62,,78 (+16),"GOOD FT by COLEMAN,HUNTER",Centre 62-78 (+16),,"GOOD FT by COLEMAN,HUNTER",2
04:34,,,,,"MISS FT by COLEMAN,HUNTER",,,"MISS FT by COLEMAN,HUNTER",2
--,"REBOUND DEF by CROWDEN,LUKE",,,,,,,"REBOUND DEF by CROWDEN,LUKE",2
04:23,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",64,,78 (+14),,COV 64-78 (+14),,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",2
04:08,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
04:08,"STEAL  by GERNATT,JONATHAN",,,,,,,"STEAL  by GERNATT,JONATHAN",2
04:03,"GOOD LAYUP by IGBANU,PROMISE(fastbreak)(in the paint)",66,,78 (+12),,COV 66-78 (+12),,"GOOD LAYUP by IGBANU,PROMISE(fastbreak)(in the paint)",2
--,"ASSIST  by GERNATT,JONATHAN",,,,,,,"ASSIST  by GERNATT,JONATHAN",2
03:39,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
03:29,"MISS 3PTR by GERNATT,JONATHAN",,,,,,,"MISS 3PTR by GERNATT,JONATHAN",2
--,"REBOUND OFF by CROWDEN,LUKE",,,,,,,"REBOUND OFF by CROWDEN,LUKE",2
03:24,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by COLEMAN,HUNTER",,,"REBOUND DEF by COLEMAN,HUNTER",2
03:16,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
03:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:11,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
03:11,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
03:11,,66,,79 (+13),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 66-79 (+13),,"GOOD FT by STINNETT,CADE(fastbreak)",2
03:11,,66,,80 (+14),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 66-80 (+14),,"GOOD FT by STINNETT,CADE(fastbreak)",2
03:03,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:45,"FOUL  by GERNATT,JONATHAN",,,,,,,"FOUL  by GERNATT,JONATHAN",2
02:38,,66,,81 (+15),"GOOD FT by STINNETT,CADE",Centre 66-81 (+15),,"GOOD FT by STINNETT,CADE",2
02:38,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
02:38,"MISS 3PTR by GERNATT,JONATHAN",,,,,,,"MISS 3PTR by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
02:38,,,,,"TURNOVER  by RING,NOAH",,,"TURNOVER  by RING,NOAH",2
02:38,"STEAL  by GERNATT,JONATHAN",,,,,,,"STEAL  by GERNATT,JONATHAN",2
02:38,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
02:37,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
02:37,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
02:37,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
02:37,,66,,82 (+16),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 66-82 (+16),,"GOOD FT by STINNETT,CADE(fastbreak)",2
02:37,,66,,83 (+17),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 66-83 (+17),,"GOOD FT by STINNETT,CADE(fastbreak)",2
02:26,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS JUMPER by GERNATT,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
02:06,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
02:06,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
02:06,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
02:06,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
02:06,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
02:06,"SUB IN by COMPERE,DAVID",,,,,,,"SUB IN by COMPERE,DAVID",2
02:06,"SUB IN by HUNTER,RUSSELL",,,,,,,"SUB IN by HUNTER,RUSSELL",2
02:06,"SUB IN by MITCHELL,FISHER",,,,,,,"SUB IN by MITCHELL,FISHER",2
02:00,,66,,85 (+19),"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",Centre 66-85 (+19),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",2
01:51,"GOOD JUMPER by NOEL,MALCOLM",68,,85 (+17),,COV 68-85 (+17),,"GOOD JUMPER by NOEL,MALCOLM",2
01:25,,68,,87 (+19),"GOOD DUNK by MOORE,CHEZ(in the paint)",Centre 68-87 (+19),,"GOOD DUNK by MOORE,CHEZ(in the paint)",2
01:10,"GOOD LAYUP by HESTER,CHARLIE(in the paint)",70,,87 (+17),,COV 70-87 (+17),,"GOOD LAYUP by HESTER,CHARLIE(in the paint)",2
01:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:10,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
01:10,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
01:10,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
01:10,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
01:10,"SUB OUT by NOEL,MALCOLM",,,,,,,"SUB OUT by NOEL,MALCOLM",2
01:10,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
01:10,"SUB IN by HOOD,GUS",,,,,,,"SUB IN by HOOD,GUS",2
01:10,"SUB IN by CHRISTIANSEN,EVERRET",,,,,,,"SUB IN by CHRISTIANSEN,EVERRET",2
00:48,,,,,"MISS 3PTR by COLEMAN,HUNTER",,,"MISS 3PTR by COLEMAN,HUNTER",2
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",2
00:45,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
00:45,,,,,"SUB IN by MAUL,CALEB",,,"SUB IN by MAUL,CALEB",2
00:39,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
00:39,"STEAL  by HOOD,GUS",,,,,,,"STEAL  by HOOD,GUS",2
00:34,"MISS 3PTR by MITCHELL,FISHER",,,,,,,"MISS 3PTR by MITCHELL,FISHER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:25,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",2
00:02,"MISS 3PTR by HUNTER,RUSSELL",,,,,,,"MISS 3PTR by HUNTER,RUSSELL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
