Time Remaining,BenU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
16:23,"STEAL  by BOATRIGHT,MIKE",,,,,,,"STEAL  by BOATRIGHT,MIKE",2
16:23,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
16:14,"GOOD JUMPER by BOGUS,KENNY(in the paint)",45 (+9),,36,,BenU 45-36 (-9),,"GOOD JUMPER by BOGUS,KENNY(in the paint)",2
15:55,,,,,"MISS LAYUP by PIPPENGER,WILEY(in the paint)",,,"MISS LAYUP by PIPPENGER,WILEY(in the paint)",2
--,"REBOUND DEF by BOGUS,KENNY",,,,,,,"REBOUND DEF by BOGUS,KENNY",2
15:35,"MISS LAYUP by GRAEBNER,KYLE(in the paint)",,,,,,,"MISS LAYUP by GRAEBNER,KYLE(in the paint)",2
--,"REBOUND OFF by GRYGO,ERIC",,,,,,,"REBOUND OFF by GRYGO,ERIC",2
15:30,"GOOD LAYUP by GRYGO,ERIC(in the paint)",47 (+11),,36,,BenU 47-36 (-11),,"GOOD LAYUP by GRYGO,ERIC(in the paint)",2
15:21,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
15:21,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
15:15,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by GRYGO,ERIC",,,,,,,"REBOUND DEF by GRYGO,ERIC",2
14:59,"GOOD JUMPER by BOGUS,KENNY",49 (+13),,36,,BenU 49-36 (-13),,"GOOD JUMPER by BOGUS,KENNY",2
--,"ASSIST  by GRAEBNER,KYLE",,,,,,,"ASSIST  by GRAEBNER,KYLE",2
14:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:58,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:58,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
14:58,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:58,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
14:33,,49 (+11),,38,"GOOD JUMPER by WALKER,JEFFERSON",Rhodes 49-38 (-11),,"GOOD JUMPER by WALKER,JEFFERSON",2
14:21,"GOOD 3PTR by BOATRIGHT,MIKE",52 (+14),,38,,BenU 52-38 (-14),,"GOOD 3PTR by BOATRIGHT,MIKE",2
--,"ASSIST  by GRAEBNER,KYLE",,,,,,,"ASSIST  by GRAEBNER,KYLE",2
13:54,"FOUL  by BOGUS,KENNY",,,,,,,"FOUL  by BOGUS,KENNY",2
13:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:54,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
13:54,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
13:54,"SUB OUT by KOSICH,NICK",,,,,,,"SUB OUT by KOSICH,NICK",2
13:54,"SUB OUT by BOGUS,KENNY",,,,,,,"SUB OUT by BOGUS,KENNY",2
13:54,"SUB IN by GRAEBNER,KEEGAN",,,,,,,"SUB IN by GRAEBNER,KEEGAN",2
13:54,"SUB IN by TAYLOR,WALTER",,,,,,,"SUB IN by TAYLOR,WALTER",2
13:54,,52 (+13),,39,"GOOD FT by WILEY,KOKI",Rhodes 52-39 (-13),,"GOOD FT by WILEY,KOKI",2
13:54,,52 (+12),,40,"GOOD FT by WILEY,KOKI",Rhodes 52-40 (-12),,"GOOD FT by WILEY,KOKI",2
13:24,"GOOD LAYUP by GRYGO,ERIC(in the paint)",54 (+14),,40,,BenU 54-40 (-14),,"GOOD LAYUP by GRYGO,ERIC(in the paint)",2
--,"ASSIST  by GRAEBNER,KYLE",,,,,,,"ASSIST  by GRAEBNER,KYLE",2
13:20,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
13:20,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
13:12,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
13:12,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
13:12,"SUB OUT by GRAEBNER,KYLE",,,,,,,"SUB OUT by GRAEBNER,KYLE",2
13:12,"SUB OUT by GRYGO,ERIC",,,,,,,"SUB OUT by GRYGO,ERIC",2
13:12,"SUB IN by KOSICH,NICK",,,,,,,"SUB IN by KOSICH,NICK",2
13:12,"SUB IN by HESTER,CHRIS",,,,,,,"SUB IN by HESTER,CHRIS",2
12:56,"GOOD 3PTR by KOSICH,NICK",57 (+17),,40,,BenU 57-40 (-17),,"GOOD 3PTR by KOSICH,NICK",2
--,"ASSIST  by BOATRIGHT,MIKE",,,,,,,"ASSIST  by BOATRIGHT,MIKE",2
12:44,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND DEF by TAYLOR,WALTER",,,,,,,"REBOUND DEF by TAYLOR,WALTER",2
12:32,"GOOD LAYUP by BOATRIGHT,MIKE(in the paint)",59 (+19),,40,,BenU 59-40 (-19),,"GOOD LAYUP by BOATRIGHT,MIKE(in the paint)",2
12:28,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
12:14,"MISS 3PTR by GRAEBNER,KEEGAN",,,,,,,"MISS 3PTR by GRAEBNER,KEEGAN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
12:03,,,,,"MISS LAYUP by NESTLEHUTT,JAKE(in the paint)",,,"MISS LAYUP by NESTLEHUTT,JAKE(in the paint)",2
--,"REBOUND DEF by TAYLOR,WALTER",,,,,,,"REBOUND DEF by TAYLOR,WALTER",2
11:52,"GOOD LAYUP by HESTER,CHRIS(in the paint)",61 (+21),,40,,BenU 61-40 (-21),,"GOOD LAYUP by HESTER,CHRIS(in the paint)",2
--,"ASSIST  by BOATRIGHT,MIKE",,,,,,,"ASSIST  by BOATRIGHT,MIKE",2
11:30,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",2
--,"REBOUND DEF by TAYLOR,WALTER",,,,,,,"REBOUND DEF by TAYLOR,WALTER",2
11:18,"GOOD JUMPER by GRAEBNER,KEEGAN(in the paint)",63 (+23),,40,,BenU 63-40 (-23),,"GOOD JUMPER by GRAEBNER,KEEGAN(in the paint)",2
11:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:14,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:14,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
11:14,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:14,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
11:14,"SUB OUT by TAYLOR,WALTER",,,,,,,"SUB OUT by TAYLOR,WALTER",2
11:14,"SUB OUT by BOATRIGHT,MIKE",,,,,,,"SUB OUT by BOATRIGHT,MIKE",2
11:14,"SUB IN by FAULKNER,DERRICK",,,,,,,"SUB IN by FAULKNER,DERRICK",2
11:14,"SUB IN by BOGUS,KENNY",,,,,,,"SUB IN by BOGUS,KENNY",2
11:05,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
11:05,"STEAL  by KOSICH,NICK",,,,,,,"STEAL  by KOSICH,NICK",2
10:41,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
10:41,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
10:41,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
10:28,"GOOD 3PTR by BOGUS,KENNY",66 (+26),,40,,BenU 66-40 (-26),,"GOOD 3PTR by BOGUS,KENNY",2
--,"ASSIST  by KOSICH,NICK",,,,,,,"ASSIST  by KOSICH,NICK",2
10:10,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",2
--,"REBOUND DEF by BOGUS,KENNY",,,,,,,"REBOUND DEF by BOGUS,KENNY",2
10:04,"MISS LAYUP by HESTER,CHRIS(in the paint)",,,,,,,"MISS LAYUP by HESTER,CHRIS(in the paint)",2
10:04,,,,,"BLOCK  by GALVIN,OWEN",,,"BLOCK  by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
09:46,,66 (+24),,42,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 66-42 (-24),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
09:46,"FOUL  by HESTER,CHRIS",,,,,,,"FOUL  by HESTER,CHRIS",2
09:46,"SUB OUT by HESTER,CHRIS",,,,,,,"SUB OUT by HESTER,CHRIS",2
09:46,"SUB IN by GRYGO,ERIC",,,,,,,"SUB IN by GRYGO,ERIC",2
09:46,,66 (+23),,43,"GOOD FT by GIROUX,PRESTON",Rhodes 66-43 (-23),,"GOOD FT by GIROUX,PRESTON",2
--,,,,,"ASSIST  by SHEN,KEVIN",,,"ASSIST  by SHEN,KEVIN",2
09:46,"SUB OUT by GRAEBNER,KEEGAN",,,,,,,"SUB OUT by GRAEBNER,KEEGAN",2
09:46,"SUB IN by GRAEBNER,KYLE",,,,,,,"SUB IN by GRAEBNER,KYLE",2
09:27,"MISS LAYUP by FAULKNER,DERRICK(in the paint)",,,,,,,"MISS LAYUP by FAULKNER,DERRICK(in the paint)",2
--,"REBOUND OFF by GRYGO,ERIC",,,,,,,"REBOUND OFF by GRYGO,ERIC",2
09:21,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
09:21,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
09:21,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
09:21,"GOOD FT by GRYGO,ERIC",67 (+24),,43,,BenU 67-43 (-24),,"GOOD FT by GRYGO,ERIC",2
09:21,"GOOD FT by GRYGO,ERIC",68 (+25),,43,,BenU 68-43 (-25),,"GOOD FT by GRYGO,ERIC",2
09:10,,,,,"MISS LAYUP by GALVIN,OWEN(in the paint)",,,"MISS LAYUP by GALVIN,OWEN(in the paint)",2
--,"REBOUND DEF by BOGUS,KENNY",,,,,,,"REBOUND DEF by BOGUS,KENNY",2
08:40,"GOOD LAYUP by GRYGO,ERIC(in the paint)",70 (+27),,43,,BenU 70-43 (-27),,"GOOD LAYUP by GRYGO,ERIC(in the paint)",2
--,"ASSIST  by FAULKNER,DERRICK",,,,,,,"ASSIST  by FAULKNER,DERRICK",2
08:20,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",2
--,"REBOUND DEF by GRYGO,ERIC",,,,,,,"REBOUND DEF by GRYGO,ERIC",2
08:12,"MISS 3PTR by BOGUS,KENNY",,,,,,,"MISS 3PTR by BOGUS,KENNY",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
07:49,,70 (+25),,45,"GOOD JUMPER by GALVIN,OWEN(in the paint)",Rhodes 70-45 (-25),,"GOOD JUMPER by GALVIN,OWEN(in the paint)",2
07:30,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
07:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:30,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
07:30,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
07:30,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
07:30,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",2
07:30,"GOOD FT by FAULKNER,DERRICK",71 (+26),,45,,BenU 71-45 (-26),,"GOOD FT by FAULKNER,DERRICK",2
07:30,"GOOD FT by FAULKNER,DERRICK",72 (+27),,45,,BenU 72-45 (-27),,"GOOD FT by FAULKNER,DERRICK",2
07:30,"SUB OUT by FAULKNER,DERRICK",,,,,,,"SUB OUT by FAULKNER,DERRICK",2
07:30,"SUB IN by BOATRIGHT,MIKE",,,,,,,"SUB IN by BOATRIGHT,MIKE",2
07:13,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by KOSICH,NICK",,,,,,,"REBOUND DEF by KOSICH,NICK",2
07:01,"GOOD LAYUP by GRYGO,ERIC(in the paint)",74 (+29),,45,,BenU 74-45 (-29),,"GOOD LAYUP by GRYGO,ERIC(in the paint)",2
--,"ASSIST  by KOSICH,NICK",,,,,,,"ASSIST  by KOSICH,NICK",2
06:36,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
06:36,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
06:36,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
06:10,"MISS JUMPER by BOGUS,KENNY",,,,,,,"MISS JUMPER by BOGUS,KENNY",2
--,"REBOUND OFF by GRAEBNER,KYLE",,,,,,,"REBOUND OFF by GRAEBNER,KYLE",2
05:57,"MISS 3PTR by GRAEBNER,KYLE",,,,,,,"MISS 3PTR by GRAEBNER,KYLE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
05:47,"FOUL  by KOSICH,NICK",,,,,,,"FOUL  by KOSICH,NICK",2
05:47,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
05:47,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
05:47,"SUB OUT by KOSICH,NICK",,,,,,,"SUB OUT by KOSICH,NICK",2
05:47,"SUB IN by GRAEBNER,KEEGAN",,,,,,,"SUB IN by GRAEBNER,KEEGAN",2
05:44,"FOUL  by GRYGO,ERIC",,,,,,,"FOUL  by GRYGO,ERIC",2
05:44,,74 (+28),,46,"GOOD FT by ESSICK,JALEN",Rhodes 74-46 (-28),,"GOOD FT by ESSICK,JALEN",2
05:44,,74 (+27),,47,"GOOD FT by ESSICK,JALEN",Rhodes 74-47 (-27),,"GOOD FT by ESSICK,JALEN",2
05:27,"MISS 3PTR by GRAEBNER,KEEGAN",,,,,,,"MISS 3PTR by GRAEBNER,KEEGAN",2
--,,,,,"REBOUND DEF by PIPPENGER,WILEY",,,"REBOUND DEF by PIPPENGER,WILEY",2
05:17,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
05:17,"SUB OUT by GRAEBNER,KYLE",,,,,,,"SUB OUT by GRAEBNER,KYLE",2
05:17,"SUB IN by ELLINGSON,CADE",,,,,,,"SUB IN by ELLINGSON,CADE",2
05:08,"MISS LAYUP by GRYGO,ERIC(in the paint)",,,,,,,"MISS LAYUP by GRYGO,ERIC(in the paint)",2
--,,,,,"REBOUND DEF by PIPPENGER,WILEY",,,"REBOUND DEF by PIPPENGER,WILEY",2
05:01,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND DEF by BOATRIGHT,MIKE",,,,,,,"REBOUND DEF by BOATRIGHT,MIKE",2
04:56,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
04:56,"MISS FT by BOGUS,KENNY(fastbreak)",,,,,,,"MISS FT by BOGUS,KENNY(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:56,"SUB OUT by GRYGO,ERIC",,,,,,,"SUB OUT by GRYGO,ERIC",2
04:56,"SUB IN by MERGL,COLLIN",,,,,,,"SUB IN by MERGL,COLLIN",2
04:56,"GOOD FT by BOGUS,KENNY(fastbreak)",75 (+28),,47,,BenU 75-47 (-28),,"GOOD FT by BOGUS,KENNY(fastbreak)",2
04:44,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,"MISS LAYUP by SHEN,KEVIN(in the paint)",2
--,"REBOUND DEF by MERGL,COLLIN",,,,,,,"REBOUND DEF by MERGL,COLLIN",2
04:30,"MISS 3PTR by BOATRIGHT,MIKE",,,,,,,"MISS 3PTR by BOATRIGHT,MIKE",2
--,,,,,"REBOUND DEF by PIPPENGER,WILEY",,,"REBOUND DEF by PIPPENGER,WILEY",2
04:21,,75 (+25),,50,"GOOD 3PTR by SHEN,KEVIN",Rhodes 75-50 (-25),,"GOOD 3PTR by SHEN,KEVIN",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
03:55,"FOUL  by GRAEBNER,KEEGAN",,,,,,,"FOUL  by GRAEBNER,KEEGAN",2
03:55,"TURNOVER  by GRAEBNER,KEEGAN",,,,,,,"TURNOVER  by GRAEBNER,KEEGAN",2
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:55,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
03:55,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
03:55,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
03:55,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
03:55,"SUB OUT by BOGUS,KENNY",,,,,,,"SUB OUT by BOGUS,KENNY",2
03:55,"SUB OUT by BOATRIGHT,MIKE",,,,,,,"SUB OUT by BOATRIGHT,MIKE",2
03:55,"SUB IN by RILEY,CONNOR",,,,,,,"SUB IN by RILEY,CONNOR",2
03:55,"SUB IN by TAYLOR,WALTER",,,,,,,"SUB IN by TAYLOR,WALTER",2
03:38,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND DEF by TAYLOR,WALTER",,,,,,,"REBOUND DEF by TAYLOR,WALTER",2
03:27,"MISS LAYUP by MERGL,COLLIN(in the paint)",,,,,,,"MISS LAYUP by MERGL,COLLIN(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:10,,75 (+23),,52,"GOOD LAYUP by JAMES,MAC(in the paint)",Rhodes 75-52 (-23),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
03:10,"FOUL  by RILEY,CONNOR",,,,,,,"FOUL  by RILEY,CONNOR",2
03:10,,75 (+22),,53,"GOOD FT by JAMES,MAC",Rhodes 75-53 (-22),,"GOOD FT by JAMES,MAC",2
03:10,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
03:10,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
03:10,"SUB OUT by GRAEBNER,KEEGAN",,,,,,,"SUB OUT by GRAEBNER,KEEGAN",2
03:10,"SUB IN by KOSICH,NICK",,,,,,,"SUB IN by KOSICH,NICK",2
02:57,"GOOD 3PTR by KOSICH,NICK",78 (+25),,53,,BenU 78-53 (-25),,"GOOD 3PTR by KOSICH,NICK",2
--,"ASSIST  by ELLINGSON,CADE",,,,,,,"ASSIST  by ELLINGSON,CADE",2
02:48,"FOUL  by TAYLOR,WALTER",,,,,,,"FOUL  by TAYLOR,WALTER",2
02:48,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
02:48,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
02:48,,,,,"SUB IN by COPELAND,GRAHAM",,,"SUB IN by COPELAND,GRAHAM",2
02:48,,,,,"SUB IN by WALKER,GRAYSON",,,"SUB IN by WALKER,GRAYSON",2
02:48,,78 (+24),,54,"GOOD FT by ESSICK,JALEN",Rhodes 78-54 (-24),,"GOOD FT by ESSICK,JALEN",2
02:48,,78 (+23),,55,"GOOD FT by ESSICK,JALEN",Rhodes 78-55 (-23),,"GOOD FT by ESSICK,JALEN",2
02:48,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
02:48,,,,,"SUB IN by JOHNSON,ROSS",,,"SUB IN by JOHNSON,ROSS",2
02:32,"MISS 3PTR by ELLINGSON,CADE",,,,,,,"MISS 3PTR by ELLINGSON,CADE",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
02:20,"FOUL  by ELLINGSON,CADE",,,,,,,"FOUL  by ELLINGSON,CADE",2
02:20,"SUB OUT by KOSICH,NICK",,,,,,,"SUB OUT by KOSICH,NICK",2
02:20,"SUB OUT by ELLINGSON,CADE",,,,,,,"SUB OUT by ELLINGSON,CADE",2
02:20,"SUB OUT by TAYLOR,WALTER",,,,,,,"SUB OUT by TAYLOR,WALTER",2
02:20,"SUB IN by STREMICK,KEATON",,,,,,,"SUB IN by STREMICK,KEATON",2
02:20,"SUB IN by HORNACEK,KYLE",,,,,,,"SUB IN by HORNACEK,KYLE",2
02:20,"SUB IN by SOBIESK,MASON",,,,,,,"SUB IN by SOBIESK,MASON",2
02:20,,,,,"MISS FT by WALKER,GRAYSON",,,"MISS FT by WALKER,GRAYSON",2
--,"REBOUND DEF by RILEY,CONNOR",,,,,,,"REBOUND DEF by RILEY,CONNOR",2
02:07,"TURNOVER  by MERGL,COLLIN",,,,,,,"TURNOVER  by MERGL,COLLIN",2
01:59,,,,,"TURNOVER  by DE FERIA,NICK",,,"TURNOVER  by DE FERIA,NICK",2
01:42,"MISS 3PTR by HORNACEK,KYLE",,,,,,,"MISS 3PTR by HORNACEK,KYLE",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
01:27,,,,,"MISS 3PTR by GRUBBS,COBY",,,"MISS 3PTR by GRUBBS,COBY",2
--,,,,,"REBOUND OFF by JOHNSON,ROSS",,,"REBOUND OFF by JOHNSON,ROSS",2
01:21,,,,,"MISS JUMPER by JOHNSON,ROSS",,,"MISS JUMPER by JOHNSON,ROSS",2
--,"REBOUND DEF by RILEY,CONNOR",,,,,,,"REBOUND DEF by RILEY,CONNOR",2
01:15,"MISS LAYUP by RILEY,CONNOR(in the paint)",,,,,,,"MISS LAYUP by RILEY,CONNOR(in the paint)",2
--,"REBOUND OFF by MERGL,COLLIN",,,,,,,"REBOUND OFF by MERGL,COLLIN",2
01:11,"GOOD LAYUP by MERGL,COLLIN(in the paint)",80 (+25),,55,,BenU 80-55 (-25),,"GOOD LAYUP by MERGL,COLLIN(in the paint)",2
00:37,,80 (+23),,57,"GOOD JUMPER by JOHNSON,ROSS(in the paint)",Rhodes 80-57 (-23),,"GOOD JUMPER by JOHNSON,ROSS(in the paint)",2
00:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:34,"SUB OUT by MERGL,COLLIN",,,,,,,"SUB OUT by MERGL,COLLIN",2
00:34,"SUB IN by GRANSBERRY,ISAIAH",,,,,,,"SUB IN by GRANSBERRY,ISAIAH",2
00:21,"TURNOVER  by SOBIESK,MASON",,,,,,,"TURNOVER  by SOBIESK,MASON",2
00:09,"FOUL  by HORNACEK,KYLE",,,,,,,"FOUL  by HORNACEK,KYLE",2
00:09,,80 (+22),,58,"GOOD FT by WALKER,GRAYSON",Rhodes 80-58 (-22),,"GOOD FT by WALKER,GRAYSON",2
00:09,,,,,"MISS FT by WALKER,GRAYSON",,,"MISS FT by WALKER,GRAYSON",2
--,"REBOUND DEF by HORNACEK,KYLE",,,,,,,"REBOUND DEF by HORNACEK,KYLE",2
