Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
17:35,,,,,"MISS JUMPER by NESTLEHUTT,JAKE(in the paint)",,,"MISS JUMPER by NESTLEHUTT,JAKE(in the paint)",1
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",1
17:24,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
17:20,"GOOD JUMPER by COOKS,BROSNAN(in the paint)",11 (+7),,4,,BU 11-4 (-7),,"GOOD JUMPER by COOKS,BROSNAN(in the paint)",1
16:53,"FOUL  by ROBERTS,JOSHUA",,,,,,,"FOUL  by ROBERTS,JOSHUA",1
16:51,,,,,"MISS JUMPER by BERRY,BRYCE(in the paint)",,,"MISS JUMPER by BERRY,BRYCE(in the paint)",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
16:49,,11 (+5),,6,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 11-6 (-5),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
16:49,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",1
16:49,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
16:49,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
16:49,,11 (+4),,7,"GOOD FT by GIROUX,PRESTON",Rhodes 11-7 (-4),,"GOOD FT by GIROUX,PRESTON",1
16:37,"TURNOVER  by DUPREE,RYAN",,,,,,,"TURNOVER  by DUPREE,RYAN",1
16:37,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
16:29,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",1
16:29,"SUB IN by WOMACK,NEHEMIAH",,,,,,,"SUB IN by WOMACK,NEHEMIAH",1
16:26,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",1
16:13,"MISS 3PTR by COUCH,LUKE",,,,,,,"MISS 3PTR by COUCH,LUKE",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
16:07,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
16:07,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
16:07,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
16:07,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
16:00,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",1
--,,,,,"REBOUND OFF by JAMES,MAC",,,"REBOUND OFF by JAMES,MAC",1
15:51,,11 (+2),,9,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 11-9 (-2),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by DE FERIA,NICK",,,"ASSIST  by DE FERIA,NICK",1
15:38,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",1
15:38,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
15:31,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,"REBOUND DEF by WOMACK,NEHEMIAH",,,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",1
15:05,"MISS LAYUP by COOKS,BROSNAN(in the paint)",,,,,,,"MISS LAYUP by COOKS,BROSNAN(in the paint)",1
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",1
14:59,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
14:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
14:59,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
14:59,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
14:59,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
14:59,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
14:59,"SUB OUT by DUPREE,RYAN",,,,,,,"SUB OUT by DUPREE,RYAN",1
14:59,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",1
14:59,"SUB IN by JAMES,TRAI",,,,,,,"SUB IN by JAMES,TRAI",1
14:59,"SUB IN by PHILLIPS,BRANDON",,,,,,,"SUB IN by PHILLIPS,BRANDON",1
14:52,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",1
14:36,,11,,11,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 11-11 (0),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by DE FERIA,NICK",,,"ASSIST  by DE FERIA,NICK",1
14:24,"FOUL  by JAMES,TRAI",,,,,,,"FOUL  by JAMES,TRAI",1
14:24,"TURNOVER  by JAMES,TRAI",,,,,,,"TURNOVER  by JAMES,TRAI",1
14:13,,11,,13 (+2),"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 11-13 (+2),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",1
13:58,"GOOD 3PTR by JONES,JUSTIN",14 (+1),,13,,BU 14-13 (-1),,"GOOD 3PTR by JONES,JUSTIN",1
--,"ASSIST  by JAMES,TRAI",,,,,,,"ASSIST  by JAMES,TRAI",1
13:31,,14,,15 (+1),"GOOD JUMPER by WEATHERFORD,MITCH",Rhodes 14-15 (+1),,"GOOD JUMPER by WEATHERFORD,MITCH",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
13:16,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",1
13:02,,,,,"MISS JUMPER by GALVIN,OWEN(in the paint)",,,"MISS JUMPER by GALVIN,OWEN(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
13:01,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
13:01,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
12:56,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by WOMACK,NEHEMIAH",,,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",1
12:47,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",1
12:47,"GOOD FT by WOMACK,NEHEMIAH",15,,15,,BU 15-15 (0),,"GOOD FT by WOMACK,NEHEMIAH",1
12:47,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
12:47,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",1
12:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
12:47,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
12:47,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",1
12:47,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",1
12:47,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",1
12:47,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",1
12:47,"GOOD FT by WOMACK,NEHEMIAH",16 (+1),,15,,BU 16-15 (-1),,"GOOD FT by WOMACK,NEHEMIAH",1
12:30,,16,,18 (+2),"GOOD 3PTR by WILEY,KOKI",Rhodes 16-18 (+2),,"GOOD 3PTR by WILEY,KOKI",1
--,,,,,"ASSIST  by SHEN,KEVIN",,,"ASSIST  by SHEN,KEVIN",1
12:15,"TURNOVER  by WOMACK,NEHEMIAH",,,,,,,"TURNOVER  by WOMACK,NEHEMIAH",1
12:05,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",1
--,"REBOUND DEF by JAMES,TRAI",,,,,,,"REBOUND DEF by JAMES,TRAI",1
11:58,"MISS LAYUP by JAMES,TRAI(in the paint)",,,,,,,"MISS LAYUP by JAMES,TRAI(in the paint)",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
11:49,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,"MISS LAYUP by SHEN,KEVIN(in the paint)",1
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",1
11:43,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND DEF by MCMILLAN,MATTHEW",,,,,,,"REBOUND DEF by MCMILLAN,MATTHEW",1
11:32,"TURNOVER  by WOMACK,NEHEMIAH",,,,,,,"TURNOVER  by WOMACK,NEHEMIAH",1
11:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:32,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
11:32,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
11:18,,16,,20 (+4),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 16-20 (+4),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
11:06,"FOUL  by PHILLIPS,BRANDON",,,,,,,"FOUL  by PHILLIPS,BRANDON",1
11:06,"TURNOVER  by PHILLIPS,BRANDON",,,,,,,"TURNOVER  by PHILLIPS,BRANDON",1
11:03,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
11:02,"SUB OUT by JAMES,TRAI",,,,,,,"SUB OUT by JAMES,TRAI",1
11:02,"SUB OUT by PHILLIPS,BRANDON",,,,,,,"SUB OUT by PHILLIPS,BRANDON",1
11:02,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",1
11:02,"SUB OUT by WOMACK,NEHEMIAH",,,,,,,"SUB OUT by WOMACK,NEHEMIAH",1
11:02,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",1
11:02,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",1
11:02,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",1
11:02,"SUB IN by DUPREE,RYAN",,,,,,,"SUB IN by DUPREE,RYAN",1
11:02,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",1
11:02,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",1
10:39,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",18,,20 (+2),,BU 18-20 (+2),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",1
10:19,,18,,22 (+4),"GOOD LAYUP by BERRY,BRYCE(in the paint)",Rhodes 18-22 (+4),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
10:19,"FOUL  by COOKS,BROSNAN",,,,,,,"FOUL  by COOKS,BROSNAN",1
10:19,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",1
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",1
09:58,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
09:50,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",1
09:40,"MISS 3PTR by COOKS,BROSNAN",,,,,,,"MISS 3PTR by COOKS,BROSNAN",1
--,"REBOUND OFF by ROBERTS,JOSHUA",,,,,,,"REBOUND OFF by ROBERTS,JOSHUA",1
09:27,"MISS 3PTR by COUCH,LUKE",,,,,,,"MISS 3PTR by COUCH,LUKE",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
09:06,,18,,24 (+6),"GOOD JUMPER by WILEY,KOKI",Rhodes 18-24 (+6),,"GOOD JUMPER by WILEY,KOKI",1
09:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
08:59,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
08:59,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
08:51,"GOOD JUMPER by COOKS,BROSNAN",20,,24 (+4),,BU 20-24 (+4),,"GOOD JUMPER by COOKS,BROSNAN",1
--,"ASSIST  by JONES,JUSTIN",,,,,,,"ASSIST  by JONES,JUSTIN",1
08:31,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
08:31,"STEAL  by DUPREE,RYAN",,,,,,,"STEAL  by DUPREE,RYAN",1
08:24,"TURNOVER  by DUPREE,RYAN",,,,,,,"TURNOVER  by DUPREE,RYAN",1
08:12,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
08:12,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
08:12,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
08:12,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
08:12,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
08:12,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
08:06,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",1
08:06,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",1
08:03,,20,,26 (+6),"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",Rhodes 20-26 (+6),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",1
08:03,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",1
08:03,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",1
08:03,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",1
08:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
08:03,,20,,27 (+7),"GOOD FT by BERRY,BRYCE(fastbreak)",Rhodes 20-27 (+7),,"GOOD FT by BERRY,BRYCE(fastbreak)",1
07:50,"GOOD 3PTR by PRUITT,KELVIN",23,,27 (+4),,BU 23-27 (+4),,"GOOD 3PTR by PRUITT,KELVIN",1
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",1
07:50,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
07:50,"MISS FT by PRUITT,KELVIN",,,,,,,"MISS FT by PRUITT,KELVIN",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
07:24,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",1
07:24,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:24,,23,,28 (+5),"GOOD FT by GIROUX,PRESTON",Rhodes 23-28 (+5),,"GOOD FT by GIROUX,PRESTON",1
07:24,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
07:24,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
07:11,"GOOD 3PTR by PRUITT,KELVIN",26,,28 (+2),,BU 26-28 (+2),,"GOOD 3PTR by PRUITT,KELVIN",1
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",1
07:02,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
07:02,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
07:02,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
07:02,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
06:45,"MISS 3PTR by PRUITT,KELVIN",,,,,,,"MISS 3PTR by PRUITT,KELVIN",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
06:42,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",1
06:42,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",1
06:42,"SUB IN by YOUNG,QUESHOD",,,,,,,"SUB IN by YOUNG,QUESHOD",1
06:42,,26,,29 (+3),"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 26-29 (+3),,"GOOD FT by JAMES,MAC(fastbreak)",1
06:42,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",1
06:42,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",1
06:42,,,,,"MISS FT by JAMES,MAC(fastbreak)",,,"MISS FT by JAMES,MAC(fastbreak)",1
--,"REBOUND DEF by DUPREE,RYAN",,,,,,,"REBOUND DEF by DUPREE,RYAN",1
06:30,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",28,,29 (+1),,BU 28-29 (+1),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",1
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",1
06:15,,,,,"MISS JUMPER by SHEN,KEVIN",,,"MISS JUMPER by SHEN,KEVIN",1
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",1
06:08,"GOOD 3PTR by DUPREE,RYAN",31 (+2),,29,,BU 31-29 (-2),,"GOOD 3PTR by DUPREE,RYAN",1
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",1
05:39,,31,,31,"GOOD JUMPER by SHEN,KEVIN(in the paint)",Rhodes 31-31 (0),,"GOOD JUMPER by SHEN,KEVIN(in the paint)",1
05:22,"TURNOVER  by YOUNG,QUESHOD",,,,,,,"TURNOVER  by YOUNG,QUESHOD",1
05:06,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",1
05:06,"STEAL  by ROBERTS,JOSHUA",,,,,,,"STEAL  by ROBERTS,JOSHUA",1
04:57,"MISS 3PTR by HODUM,RICK",,,,,,,"MISS 3PTR by HODUM,RICK",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
04:47,,,,,"MISS LAYUP by PIPPENGER,WILEY(in the paint)",,,"MISS LAYUP by PIPPENGER,WILEY(in the paint)",1
--,,,,,"REBOUND OFF by PIPPENGER,WILEY",,,"REBOUND OFF by PIPPENGER,WILEY",1
04:43,,31,,33 (+2),"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",Rhodes 31-33 (+2),,"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",1
04:23,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",1
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",1
04:19,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",1
04:19,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",1
04:08,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
04:08,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
04:08,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
04:08,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
03:55,,31,,35 (+4),"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",Rhodes 31-35 (+4),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",1
03:37,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",33,,35 (+2),,BU 33-35 (+2),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",1
--,"ASSIST  by DUPREE,RYAN",,,,,,,"ASSIST  by DUPREE,RYAN",1
03:27,,33,,38 (+5),"GOOD 3PTR by DE FERIA,NICK",Rhodes 33-38 (+5),,"GOOD 3PTR by DE FERIA,NICK",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
03:11,"MISS 3PTR by COOKS,BROSNAN",,,,,,,"MISS 3PTR by COOKS,BROSNAN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
02:57,,33,,40 (+7),"GOOD JUMPER by NESTLEHUTT,JAKE",Rhodes 33-40 (+7),,"GOOD JUMPER by NESTLEHUTT,JAKE",1
02:43,"GOOD 3PTR by HODUM,RICK",36,,40 (+4),,BU 36-40 (+4),,"GOOD 3PTR by HODUM,RICK",1
--,"ASSIST  by DUPREE,RYAN",,,,,,,"ASSIST  by DUPREE,RYAN",1
02:28,,,,,"TURNOVER  by PIPPENGER,WILEY",,,"TURNOVER  by PIPPENGER,WILEY",1
02:28,"STEAL  by ROBERTS,JOSHUA",,,,,,,"STEAL  by ROBERTS,JOSHUA",1
02:23,"GOOD LAYUP by COOKS,BROSNAN(fastbreak)(in the paint)",38,,40 (+2),,BU 38-40 (+2),,"GOOD LAYUP by COOKS,BROSNAN(fastbreak)(in the paint)",1
02:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:20,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
02:20,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",1
02:20,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:20,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:20,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",1
02:20,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",1
02:20,"SUB IN by JAMES,TRAI",,,,,,,"SUB IN by JAMES,TRAI",1
02:20,"SUB IN by PHILLIPS,BRANDON",,,,,,,"SUB IN by PHILLIPS,BRANDON",1
02:10,,,,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",1
--,"REBOUND DEF by HODUM,RICK",,,,,,,"REBOUND DEF by HODUM,RICK",1
02:01,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",40,,40,,BU 40-40 (0),,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",1
--,"ASSIST  by YOUNG,QUESHOD",,,,,,,"ASSIST  by YOUNG,QUESHOD",1
01:36,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",1
--,"REBOUND DEF by PHILLIPS,BRANDON",,,,,,,"REBOUND DEF by PHILLIPS,BRANDON",1
01:28,,,,,"FOUL  by DE FERIA,NICK",,,"FOUL  by DE FERIA,NICK",1
01:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
01:28,"MISS FT by JAMES,TRAI(fastbreak)",,,,,,,"MISS FT by JAMES,TRAI(fastbreak)",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
01:28,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
01:27,"FOUL  by DUPREE,RYAN",,,,,,,"FOUL  by DUPREE,RYAN",1
