Time Remaining,MCM,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
18:00,"BLOCK  by WILLIAMS JR.,MIKE",,,,,,,"BLOCK  by WILLIAMS JR.,MIKE",2
--,"REBOUND DEF by WILLIAMS JR.,MIKE",,,,,,,"REBOUND DEF by WILLIAMS JR.,MIKE",2
17:49,"MISS 3PTR by CARTER,ZACC",,,,,,,"MISS 3PTR by CARTER,ZACC",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
17:26,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by WILLIAMS JR.,MIKE",,,,,,,"REBOUND DEF by WILLIAMS JR.,MIKE",2
17:12,"TURNOVER  by WILLIAMS JR.,MIKE",,,,,,,"TURNOVER  by WILLIAMS JR.,MIKE",2
17:12,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",2
17:08,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by TERRY,KRISHAWN",,,,,,,"REBOUND DEF by TERRY,KRISHAWN",2
16:47,"MISS JUMPER by TERRY,KRISHAWN(in the paint)",,,,,,,"MISS JUMPER by TERRY,KRISHAWN(in the paint)",2
--,"REBOUND OFF by TERRY,KRISHAWN",,,,,,,"REBOUND OFF by TERRY,KRISHAWN",2
16:43,"MISS LAYUP by TERRY,KRISHAWN(in the paint)",,,,,,,"MISS LAYUP by TERRY,KRISHAWN(in the paint)",2
--,"REBOUND OFF by TERRY,KRISHAWN",,,,,,,"REBOUND OFF by TERRY,KRISHAWN",2
16:41,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",41 (+9),,32,,MCM 41-32 (-9),,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",2
16:30,"FOUL  by BERRY JR.,DEDRICK",,,,,,,"FOUL  by BERRY JR.,DEDRICK",2
16:29,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
16:29,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
16:29,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
16:29,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
16:29,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
16:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
16:29,"SUB OUT by TERRY,KRISHAWN",,,,,,,"SUB OUT by TERRY,KRISHAWN",2
16:29,"SUB IN by SHERMAN,JORDAN",,,,,,,"SUB IN by SHERMAN,JORDAN",2
16:13,,,,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",2
--,"REBOUND DEF by WILLIAMS JR.,MIKE",,,,,,,"REBOUND DEF by WILLIAMS JR.,MIKE",2
16:02,"TURNOVER  by SHERMAN,JORDAN",,,,,,,"TURNOVER  by SHERMAN,JORDAN",2
16:02,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",2
15:59,"FOUL  by SHERMAN,JORDAN",,,,,,,"FOUL  by SHERMAN,JORDAN",2
15:47,"FOUL  by TAYLOR,COLIN",,,,,,,"FOUL  by TAYLOR,COLIN",2
15:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:29,,41 (+7),,34,"GOOD JUMPER by BERRY,BRYCE(in the paint)",Rhodes 41-34 (-7),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",2
15:02,"TURNOVER  by CARTER,ZACC",,,,,,,"TURNOVER  by CARTER,ZACC",2
14:52,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,"MISS LAYUP by BERRY,BRYCE(in the paint)",2
--,"REBOUND DEF by WILLIAMS JR.,MIKE",,,,,,,"REBOUND DEF by WILLIAMS JR.,MIKE",2
14:27,"GOOD 3PTR by BERRY JR.,DEDRICK",44 (+10),,34,,MCM 44-34 (-10),,"GOOD 3PTR by BERRY JR.,DEDRICK",2
--,"ASSIST  by TAYLOR,COLIN",,,,,,,"ASSIST  by TAYLOR,COLIN",2
14:12,,,,,"MISS LAYUP by GALVIN,OWEN(in the paint)",,,"MISS LAYUP by GALVIN,OWEN(in the paint)",2
--,"REBOUND DEF by CARTER,ZACC",,,,,,,"REBOUND DEF by CARTER,ZACC",2
14:03,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
14:03,"SUB OUT by WILLIAMS JR.,MIKE",,,,,,,"SUB OUT by WILLIAMS JR.,MIKE",2
14:03,"SUB IN by TERRY,KRISHAWN",,,,,,,"SUB IN by TERRY,KRISHAWN",2
13:51,"TURNOVER  by SHERMAN,JORDAN",,,,,,,"TURNOVER  by SHERMAN,JORDAN",2
13:40,,44 (+8),,36,"GOOD LAYUP by BERRY,BRYCE(in the paint)",Rhodes 44-36 (-8),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
13:30,"GOOD 3PTR by BERRY JR.,DEDRICK",47 (+11),,36,,MCM 47-36 (-11),,"GOOD 3PTR by BERRY JR.,DEDRICK",2
--,"ASSIST  by CARTER,ZACC",,,,,,,"ASSIST  by CARTER,ZACC",2
13:18,,47 (+8),,39,"GOOD 3PTR by WILEY,KOKI",Rhodes 47-39 (-8),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
13:07,"MISS LAYUP by BERRY JR.,DEDRICK(in the paint)",,,,,,,"MISS LAYUP by BERRY JR.,DEDRICK(in the paint)",2
--,"REBOUND OFF by TERRY,KRISHAWN",,,,,,,"REBOUND OFF by TERRY,KRISHAWN",2
13:02,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",49 (+10),,39,,MCM 49-39 (-10),,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",2
12:52,,49 (+7),,42,"GOOD 3PTR by DE FERIA,NICK",Rhodes 49-42 (-7),,"GOOD 3PTR by DE FERIA,NICK",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:41,"GOOD 3PTR by TAYLOR,COLIN",52 (+10),,42,,MCM 52-42 (-10),,"GOOD 3PTR by TAYLOR,COLIN",2
--,"ASSIST  by CARTER,ZACC",,,,,,,"ASSIST  by CARTER,ZACC",2
12:20,,,,,"MISS JUMPER by BERRY,BRYCE(in the paint)",,,"MISS JUMPER by BERRY,BRYCE(in the paint)",2
--,"REBOUND DEF by TAYLOR,COLIN",,,,,,,"REBOUND DEF by TAYLOR,COLIN",2
12:10,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
12:10,"MISS FT by TERRY,KRISHAWN",,,,,,,"MISS FT by TERRY,KRISHAWN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:10,"MISS FT by TERRY,KRISHAWN",,,,,,,"MISS FT by TERRY,KRISHAWN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
11:57,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:57,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
11:57,"SUB OUT by TAYLOR,COLIN",,,,,,,"SUB OUT by TAYLOR,COLIN",2
11:57,"SUB OUT by CARTER,ZACC",,,,,,,"SUB OUT by CARTER,ZACC",2
11:57,"SUB IN by LEBLANC,CODY",,,,,,,"SUB IN by LEBLANC,CODY",2
11:57,"SUB IN by MILLIORN,BRAD",,,,,,,"SUB IN by MILLIORN,BRAD",2
11:51,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:49,"SUB OUT by TERRY,KRISHAWN",,,,,,,"SUB OUT by TERRY,KRISHAWN",2
11:49,"SUB IN by WILLIAMS JR.,MIKE",,,,,,,"SUB IN by WILLIAMS JR.,MIKE",2
11:34,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
11:16,"TURNOVER  by SHERMAN,JORDAN",,,,,,,"TURNOVER  by SHERMAN,JORDAN",2
11:16,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
10:59,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
10:59,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:59,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
10:59,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
10:59,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:45,"MISS JUMPER by WILLIAMS JR.,MIKE(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS JR.,MIKE(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
10:36,"SUB OUT by WILLIAMS JR.,MIKE",,,,,,,"SUB OUT by WILLIAMS JR.,MIKE",2
10:36,"SUB IN by TERRY,KRISHAWN",,,,,,,"SUB IN by TERRY,KRISHAWN",2
10:29,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by SHERMAN,JORDAN",,,,,,,"REBOUND DEF by SHERMAN,JORDAN",2
10:19,"GOOD JUMPER by SHERMAN,JORDAN",54 (+12),,42,,MCM 54-42 (-12),,"GOOD JUMPER by SHERMAN,JORDAN",2
09:54,,,,,"MISS LAYUP by NESTLEHUTT,JAKE(in the paint)",,,"MISS LAYUP by NESTLEHUTT,JAKE(in the paint)",2
--,"REBOUND DEF by LEBLANC,CODY",,,,,,,"REBOUND DEF by LEBLANC,CODY",2
09:45,"MISS 3PTR by MILLIORN,BRAD",,,,,,,"MISS 3PTR by MILLIORN,BRAD",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
09:34,"FOUL  by MILLIORN,BRAD",,,,,,,"FOUL  by MILLIORN,BRAD",2
09:34,,54 (+11),,43,"GOOD FT by GIROUX,PRESTON",Rhodes 54-43 (-11),,"GOOD FT by GIROUX,PRESTON",2
09:34,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
09:34,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
09:34,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",2
09:18,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by MILLIORN,BRAD",,,,,,,"REBOUND DEF by MILLIORN,BRAD",2
09:05,"MISS JUMPER by SHERMAN,JORDAN",,,,,,,"MISS JUMPER by SHERMAN,JORDAN",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
08:59,,54 (+9),,45,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",Rhodes 54-45 (-9),,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
08:39,"MISS 3PTR by SHERMAN,JORDAN",,,,,,,"MISS 3PTR by SHERMAN,JORDAN",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
08:32,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:27,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
08:27,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
08:27,"SUB OUT by BERRY JR.,DEDRICK",,,,,,,"SUB OUT by BERRY JR.,DEDRICK",2
08:27,"SUB IN by CAMPBELL,SHAYDON",,,,,,,"SUB IN by CAMPBELL,SHAYDON",2
08:27,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
08:27,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",2
08:26,,54 (+7),,47,"GOOD LAYUP by DE FERIA,NICK(in the paint)",Rhodes 54-47 (-7),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
08:24,"FOUL  by LEBLANC,CODY",,,,,,,"FOUL  by LEBLANC,CODY",2
08:08,"SUB OUT by LEBLANC,CODY",,,,,,,"SUB OUT by LEBLANC,CODY",2
08:08,"SUB OUT by MILLIORN,BRAD",,,,,,,"SUB OUT by MILLIORN,BRAD",2
08:08,"SUB IN by TAYLOR,COLIN",,,,,,,"SUB IN by TAYLOR,COLIN",2
08:08,"SUB IN by CARTER,ZACC",,,,,,,"SUB IN by CARTER,ZACC",2
07:57,,54 (+6),,48,"GOOD FT by DE FERIA,NICK",Rhodes 54-48 (-6),,"GOOD FT by DE FERIA,NICK",2
07:54,"MISS JUMPER by CARTER,ZACC(in the paint)",,,,,,,"MISS JUMPER by CARTER,ZACC(in the paint)",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
07:41,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND DEF by TAYLOR,COLIN",,,,,,,"REBOUND DEF by TAYLOR,COLIN",2
07:17,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
07:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:17,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
07:17,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
07:17,"GOOD FT by CARTER,ZACC",55 (+7),,48,,MCM 55-48 (-7),,"GOOD FT by CARTER,ZACC",2
07:17,"GOOD FT by CARTER,ZACC",56 (+8),,48,,MCM 56-48 (-8),,"GOOD FT by CARTER,ZACC",2
07:10,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
07:10,"STEAL  by TAYLOR,COLIN",,,,,,,"STEAL  by TAYLOR,COLIN",2
07:04,"MISS 3PTR by CARTER,ZACC",,,,,,,"MISS 3PTR by CARTER,ZACC",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
06:55,,56 (+6),,50,"GOOD JUMPER by JAMES,MAC",Rhodes 56-50 (-6),,"GOOD JUMPER by JAMES,MAC",2
06:40,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
06:34,"MISS JUMPER by TERRY,KRISHAWN(in the paint)",,,,,,,"MISS JUMPER by TERRY,KRISHAWN(in the paint)",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
06:21,,56 (+3),,53,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 56-53 (-3),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
06:09,"MISS 3PTR by TAYLOR,COLIN",,,,,,,"MISS 3PTR by TAYLOR,COLIN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
06:01,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by CAMPBELL,SHAYDON",,,,,,,"REBOUND DEF by CAMPBELL,SHAYDON",2
05:56,"TURNOVER  by CAMPBELL,SHAYDON",,,,,,,"TURNOVER  by CAMPBELL,SHAYDON",2
05:56,,,,,"STEAL  by PIPPENGER,WILEY",,,"STEAL  by PIPPENGER,WILEY",2
05:56,"FOUL  by CAMPBELL,SHAYDON",,,,,,,"FOUL  by CAMPBELL,SHAYDON",2
05:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:56,"SUB OUT by CAMPBELL,SHAYDON",,,,,,,"SUB OUT by CAMPBELL,SHAYDON",2
05:56,"SUB IN by BERRY JR.,DEDRICK",,,,,,,"SUB IN by BERRY JR.,DEDRICK",2
05:36,"FOUL  by CARTER,ZACC",,,,,,,"FOUL  by CARTER,ZACC",2
05:36,,,,,"MISS FT by PIPPENGER,WILEY",,,"MISS FT by PIPPENGER,WILEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:36,,,,,"MISS FT by PIPPENGER,WILEY",,,"MISS FT by PIPPENGER,WILEY",2
--,"REBOUND DEF by SHERMAN,JORDAN",,,,,,,"REBOUND DEF by SHERMAN,JORDAN",2
05:21,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",58 (+5),,53,,MCM 58-53 (-5),,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",2
05:07,"FOUL  by TERRY,KRISHAWN",,,,,,,"FOUL  by TERRY,KRISHAWN",2
05:07,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
05:07,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
05:07,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,"REBOUND DEF by TERRY,KRISHAWN",,,,,,,"REBOUND DEF by TERRY,KRISHAWN",2
04:47,"MISS LAYUP by TAYLOR,COLIN(in the paint)",,,,,,,"MISS LAYUP by TAYLOR,COLIN(in the paint)",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
04:35,,,,,"MISS JUMPER by GIROUX,PRESTON(in the paint)",,,"MISS JUMPER by GIROUX,PRESTON(in the paint)",2
04:35,"BLOCK  by SHERMAN,JORDAN",,,,,,,"BLOCK  by SHERMAN,JORDAN",2
--,"REBOUND DEF by TERRY,KRISHAWN",,,,,,,"REBOUND DEF by TERRY,KRISHAWN",2
04:14,"GOOD JUMPER by BERRY JR.,DEDRICK",60 (+7),,53,,MCM 60-53 (-7),,"GOOD JUMPER by BERRY JR.,DEDRICK",2
03:48,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
03:48,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
03:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:48,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
03:48,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:48,"SUB OUT by TERRY,KRISHAWN",,,,,,,"SUB OUT by TERRY,KRISHAWN",2
03:48,"SUB OUT by TAYLOR,COLIN",,,,,,,"SUB OUT by TAYLOR,COLIN",2
03:48,"SUB IN by LEBLANC,CODY",,,,,,,"SUB IN by LEBLANC,CODY",2
03:48,"SUB IN by WILLIAMS JR.,MIKE",,,,,,,"SUB IN by WILLIAMS JR.,MIKE",2
03:37,"GOOD LAYUP by WILLIAMS JR.,MIKE(in the paint)",62 (+9),,53,,MCM 62-53 (-9),,"GOOD LAYUP by WILLIAMS JR.,MIKE(in the paint)",2
03:37,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
03:37,"GOOD FT by WILLIAMS JR.,MIKE",63 (+10),,53,,MCM 63-53 (-10),,"GOOD FT by WILLIAMS JR.,MIKE",2
03:37,"SUB OUT by WILLIAMS JR.,MIKE",,,,,,,"SUB OUT by WILLIAMS JR.,MIKE",2
03:37,"SUB IN by TERRY,KRISHAWN",,,,,,,"SUB IN by TERRY,KRISHAWN",2
03:32,"FOUL  by BERRY JR.,DEDRICK",,,,,,,"FOUL  by BERRY JR.,DEDRICK",2
03:32,,63 (+9),,54,"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 63-54 (-9),,"GOOD FT by JAMES,MAC(fastbreak)",2
03:32,,63 (+8),,55,"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 63-55 (-8),,"GOOD FT by JAMES,MAC(fastbreak)",2
03:20,"MISS 3PTR by CARTER,ZACC",,,,,,,"MISS 3PTR by CARTER,ZACC",2
--,,,,,"REBOUND DEF by DE FERIA,NICK",,,"REBOUND DEF by DE FERIA,NICK",2
03:14,"FOUL  by CARTER,ZACC",,,,,,,"FOUL  by CARTER,ZACC",2
03:14,,63 (+7),,56,"GOOD FT by WILEY,KOKI(fastbreak)",Rhodes 63-56 (-7),,"GOOD FT by WILEY,KOKI(fastbreak)",2
03:14,"SUB OUT by CARTER,ZACC",,,,,,,"SUB OUT by CARTER,ZACC",2
03:14,"SUB IN by TAYLOR,COLIN",,,,,,,"SUB IN by TAYLOR,COLIN",2
03:14,,63 (+6),,57,"GOOD FT by WILEY,KOKI(fastbreak)",Rhodes 63-57 (-6),,"GOOD FT by WILEY,KOKI(fastbreak)",2
03:04,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
02:49,"GOOD JUMPER by SHERMAN,JORDAN(in the paint)",65 (+8),,57,,MCM 65-57 (-8),,"GOOD JUMPER by SHERMAN,JORDAN(in the paint)",2
02:49,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
02:49,"GOOD FT by SHERMAN,JORDAN",66 (+9),,57,,MCM 66-57 (-9),,"GOOD FT by SHERMAN,JORDAN",2
02:38,,,,,"MISS JUMPER by BERRY,BRYCE(in the paint)",,,"MISS JUMPER by BERRY,BRYCE(in the paint)",2
02:38,"BLOCK  by TERRY,KRISHAWN",,,,,,,"BLOCK  by TERRY,KRISHAWN",2
--,"REBOUND DEF by BERRY JR.,DEDRICK",,,,,,,"REBOUND DEF by BERRY JR.,DEDRICK",2
02:29,"TURNOVER  by SHERMAN,JORDAN",,,,,,,"TURNOVER  by SHERMAN,JORDAN",2
02:21,,66 (+7),,59,"GOOD JUMPER by JAMES,MAC",Rhodes 66-59 (-7),,"GOOD JUMPER by JAMES,MAC",2
01:56,"GOOD JUMPER by TERRY,KRISHAWN",68 (+9),,59,,MCM 68-59 (-9),,"GOOD JUMPER by TERRY,KRISHAWN",2
01:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:46,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by SHERMAN,JORDAN",,,,,,,"REBOUND DEF by SHERMAN,JORDAN",2
01:22,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",70 (+11),,59,,MCM 70-59 (-11),,"GOOD LAYUP by TERRY,KRISHAWN(in the paint)",2
--,"ASSIST  by TAYLOR,COLIN",,,,,,,"ASSIST  by TAYLOR,COLIN",2
01:13,,70 (+9),,61,"GOOD JUMPER by JAMES,MAC(in the paint)",Rhodes 70-61 (-9),,"GOOD JUMPER by JAMES,MAC(in the paint)",2
00:50,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
00:50,"GOOD FT by BERRY JR.,DEDRICK",71 (+10),,61,,MCM 71-61 (-10),,"GOOD FT by BERRY JR.,DEDRICK",2
00:50,"GOOD FT by BERRY JR.,DEDRICK",72 (+11),,61,,MCM 72-61 (-11),,"GOOD FT by BERRY JR.,DEDRICK",2
00:50,"SUB OUT by TERRY,KRISHAWN",,,,,,,"SUB OUT by TERRY,KRISHAWN",2
00:50,"SUB IN by CARTER,ZACC",,,,,,,"SUB IN by CARTER,ZACC",2
00:44,,72 (+8),,64,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 72-64 (-8),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
00:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:44,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
00:44,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
00:43,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
00:43,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
00:43,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
00:43,"GOOD FT by CARTER,ZACC(fastbreak)",73 (+9),,64,,MCM 73-64 (-9),,"GOOD FT by CARTER,ZACC(fastbreak)",2
00:43,"MISS FT by CARTER,ZACC(fastbreak)",,,,,,,"MISS FT by CARTER,ZACC(fastbreak)",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
00:39,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,"MISS LAYUP by BERRY,BRYCE(in the paint)",2
--,"REBOUND DEF by CARTER,ZACC",,,,,,,"REBOUND DEF by CARTER,ZACC",2
00:23,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
00:23,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
00:23,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
00:23,"MISS FT by CARTER,ZACC(fastbreak)",,,,,,,"MISS FT by CARTER,ZACC(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:23,"GOOD FT by CARTER,ZACC(fastbreak)",74 (+10),,64,,MCM 74-64 (-10),,"GOOD FT by CARTER,ZACC(fastbreak)",2
00:16,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND OFF by JAMES,MAC",,,"REBOUND OFF by JAMES,MAC",2
00:12,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND DEF by SHERMAN,JORDAN",,,,,,,"REBOUND DEF by SHERMAN,JORDAN",2
