Time Remaining,ETBU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
13:06,"MISS 3PTR by FONTENOT,NATHAN",,,,,,,"MISS 3PTR by FONTENOT,NATHAN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
12:56,,7,,13 (+6),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 7-13 (+6),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
12:40,"MISS 3PTR by CALDWELL,AHMAD",,,,,,,"MISS 3PTR by CALDWELL,AHMAD",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
12:21,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",1
--,"REBOUND DEF by COLLINS,COLTON",,,,,,,"REBOUND DEF by COLLINS,COLTON",1
12:13,"MISS 3PTR by FONTENOT,NATHAN",,,,,,,"MISS 3PTR by FONTENOT,NATHAN",1
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",1
11:50,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,"MISS LAYUP by SHEN,KEVIN(in the paint)",1
--,,,,,"REBOUND OFF by GRUBBS,COBY",,,"REBOUND OFF by GRUBBS,COBY",1
11:43,,7,,15 (+8),"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",Rhodes 7-15 (+8),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",1
11:25,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:18,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",1
11:18,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
11:18,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
11:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
11:18,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
11:18,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
11:18,"SUB OUT by FONTENOT,NATHAN",,,,,,,"SUB OUT by FONTENOT,NATHAN",1
11:18,"SUB OUT by COLLINS,COLTON",,,,,,,"SUB OUT by COLLINS,COLTON",1
11:18,"SUB OUT by BROWN,LANDIN",,,,,,,"SUB OUT by BROWN,LANDIN",1
11:18,"SUB OUT by CALDWELL,AHMAD",,,,,,,"SUB OUT by CALDWELL,AHMAD",1
11:18,"SUB IN by WILLIAMS,JAYDEN",,,,,,,"SUB IN by WILLIAMS,JAYDEN",1
11:18,"SUB IN by GRAY,JORDAN",,,,,,,"SUB IN by GRAY,JORDAN",1
11:18,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",1
11:18,"SUB IN by HAYNES,CHRIS",,,,,,,"SUB IN by HAYNES,CHRIS",1
11:11,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",,,,,,,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
10:55,,7,,17 (+10),"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 7-17 (+10),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
10:39,"GOOD LAYUP by HAYNES,CHRIS(in the paint)",9,,17 (+8),,ETBU 9-17 (+8),,"GOOD LAYUP by HAYNES,CHRIS(in the paint)",1
--,"ASSIST  by RIDDICK,WESTIN",,,,,,,"ASSIST  by RIDDICK,WESTIN",1
10:31,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",1
10:31,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
10:31,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
10:19,,9,,19 (+10),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 9-19 (+10),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",1
10:08,"MISS 3PTR by WILLIAMS,JAYDEN",,,,,,,"MISS 3PTR by WILLIAMS,JAYDEN",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
09:50,,,,,"TURNOVER  by NESTLEHUTT,JAKE",,,"TURNOVER  by NESTLEHUTT,JAKE",1
09:50,"STEAL  by HAYNES,CHRIS",,,,,,,"STEAL  by HAYNES,CHRIS",1
09:44,"GOOD LAYUP by GRAY,JORDAN(fastbreak)(in the paint)",11,,19 (+8),,ETBU 11-19 (+8),,"GOOD LAYUP by GRAY,JORDAN(fastbreak)(in the paint)",1
--,"ASSIST  by HAYNES,CHRIS",,,,,,,"ASSIST  by HAYNES,CHRIS",1
09:24,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",1
09:24,"STEAL  by HAYNES,CHRIS",,,,,,,"STEAL  by HAYNES,CHRIS",1
09:17,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",13,,19 (+6),,ETBU 13-19 (+6),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",1
--,"ASSIST  by GRAY,JORDAN",,,,,,,"ASSIST  by GRAY,JORDAN",1
09:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:11,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
09:11,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",1
09:11,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
09:11,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
09:11,"SUB OUT by RIDDICK,WESTIN",,,,,,,"SUB OUT by RIDDICK,WESTIN",1
09:11,"SUB IN by CONNER,JADEN",,,,,,,"SUB IN by CONNER,JADEN",1
09:06,,13,,21 (+8),"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",Rhodes 13-21 (+8),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",1
08:53,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",15,,21 (+6),,ETBU 15-21 (+6),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",1
08:36,,15,,23 (+8),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 15-23 (+8),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
08:14,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",1
08:14,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
08:14,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",1
07:56,,15,,25 (+10),"GOOD JUMPER by NESTLEHUTT,JAKE",Rhodes 15-25 (+10),,"GOOD JUMPER by NESTLEHUTT,JAKE",1
07:44,"MISS 3PTR by WILLIAMS,JAYDEN",,,,,,,"MISS 3PTR by WILLIAMS,JAYDEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:43,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",1
07:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:39,"SUB OUT by GRAY,JORDAN",,,,,,,"SUB OUT by GRAY,JORDAN",1
07:39,"SUB OUT by HAYNES,CHRIS",,,,,,,"SUB OUT by HAYNES,CHRIS",1
07:39,"SUB IN by FONTENOT,NATHAN",,,,,,,"SUB IN by FONTENOT,NATHAN",1
07:39,"SUB IN by COCHRAN,SPENCER",,,,,,,"SUB IN by COCHRAN,SPENCER",1
07:30,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
07:30,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
07:18,,,,,"MISS 3PTR by GRUBBS,COBY",,,"MISS 3PTR by GRUBBS,COBY",1
--,"REBOUND DEF by DOOLEY,ROBBY",,,,,,,"REBOUND DEF by DOOLEY,ROBBY",1
07:08,"GOOD 3PTR by CONNER,JADEN",18,,25 (+7),,ETBU 18-25 (+7),,"GOOD 3PTR by CONNER,JADEN",1
--,"ASSIST  by DOOLEY,ROBBY",,,,,,,"ASSIST  by DOOLEY,ROBBY",1
06:53,,18,,27 (+9),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 18-27 (+9),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",1
06:40,"SUB OUT by WILLIAMS,JAYDEN",,,,,,,"SUB OUT by WILLIAMS,JAYDEN",1
06:40,"SUB IN by BROWN,LANDIN",,,,,,,"SUB IN by BROWN,LANDIN",1
06:31,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",,,,,,,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
06:18,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
06:18,"STEAL  by DOOLEY,ROBBY",,,,,,,"STEAL  by DOOLEY,ROBBY",1
06:14,"GOOD LAYUP by DOOLEY,ROBBY(fastbreak)(in the paint)",20,,27 (+7),,ETBU 20-27 (+7),,"GOOD LAYUP by DOOLEY,ROBBY(fastbreak)(in the paint)",1
06:14,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
06:14,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
06:14,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
06:14,"GOOD FT by DOOLEY,ROBBY(fastbreak)",21,,27 (+6),,ETBU 21-27 (+6),,"GOOD FT by DOOLEY,ROBBY(fastbreak)",1
06:05,,,,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",1
--,"REBOUND DEF by DOOLEY,ROBBY",,,,,,,"REBOUND DEF by DOOLEY,ROBBY",1
05:57,"MISS 3PTR by DOOLEY,ROBBY",,,,,,,"MISS 3PTR by DOOLEY,ROBBY",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
05:50,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
05:50,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",1
05:34,"MISS 3PTR by COLLINS,COLTON",,,,,,,"MISS 3PTR by COLLINS,COLTON",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
05:17,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",1
--,"REBOUND DEF by FONTENOT,NATHAN",,,,,,,"REBOUND DEF by FONTENOT,NATHAN",1
05:09,"GOOD 3PTR by COLLINS,COLTON",24,,27 (+3),,ETBU 24-27 (+3),,"GOOD 3PTR by COLLINS,COLTON",1
--,"ASSIST  by FONTENOT,NATHAN",,,,,,,"ASSIST  by FONTENOT,NATHAN",1
04:50,,24,,29 (+5),"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 24-29 (+5),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",1
04:40,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",1
04:40,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
04:40,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
04:40,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
04:40,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",1
04:40,"SUB IN by COLLINS,COLTON",,,,,,,"SUB IN by COLLINS,COLTON",1
04:40,"MISS LAYUP by COCHRAN,SPENCER(in the paint)",,,,,,,"MISS LAYUP by COCHRAN,SPENCER(in the paint)",1
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",1
04:30,,24,,32 (+8),"GOOD 3PTR by WEATHERFORD,MITCH",Rhodes 24-32 (+8),,"GOOD 3PTR by WEATHERFORD,MITCH",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
04:17,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
04:17,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
04:13,"MISS JUMPER by BROWN,LANDIN",,,,,,,"MISS JUMPER by BROWN,LANDIN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
04:04,,24,,34 (+10),"GOOD LAYUP by ESSICK,JALEN(fastbreak)(in the paint)",Rhodes 24-34 (+10),,"GOOD LAYUP by ESSICK,JALEN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
03:45,"GOOD LAYUP by COLLINS,COLTON(in the paint)",26,,34 (+8),,ETBU 26-34 (+8),,"GOOD LAYUP by COLLINS,COLTON(in the paint)",1
03:45,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
03:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:44,"MISS FT by COLLINS,COLTON",,,,,,,"MISS FT by COLLINS,COLTON",1
--,,,,,"REBOUND DEF by PIPPENGER,WILEY",,,"REBOUND DEF by PIPPENGER,WILEY",1
03:28,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,"MISS LAYUP by BERRY,BRYCE(in the paint)",1
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",1
03:20,"GOOD 3PTR by COCHRAN,SPENCER",29,,34 (+5),,ETBU 29-34 (+5),,"GOOD 3PTR by COCHRAN,SPENCER",1
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",1
03:02,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",1
03:02,"STEAL  by COLLINS,COLTON",,,,,,,"STEAL  by COLLINS,COLTON",1
02:55,"MISS 3PTR by CONNER,JADEN",,,,,,,"MISS 3PTR by CONNER,JADEN",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
02:47,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",1
02:47,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",1
02:33,"MISS 3PTR by COLLINS,COLTON",,,,,,,"MISS 3PTR by COLLINS,COLTON",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
02:21,"FOUL  by BROWN,LANDIN",,,,,,,"FOUL  by BROWN,LANDIN",1
02:08,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",1
--,"REBOUND DEF by COCHRAN,SPENCER",,,,,,,"REBOUND DEF by COCHRAN,SPENCER",1
01:58,"TURNOVER  by FONTENOT,NATHAN",,,,,,,"TURNOVER  by FONTENOT,NATHAN",1
01:36,,,,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",1
--,"REBOUND DEF by COCHRAN,SPENCER",,,,,,,"REBOUND DEF by COCHRAN,SPENCER",1
01:25,"MISS 3PTR by COCHRAN,SPENCER",,,,,,,"MISS 3PTR by COCHRAN,SPENCER",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
01:13,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
01:13,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",1
00:55,"MISS JUMPER by CONNER,JADEN",,,,,,,"MISS JUMPER by CONNER,JADEN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
00:33,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",1
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",1
00:04,"GOOD JUMPER by BROWN,LANDIN(in the paint)",31,,34 (+3),,ETBU 31-34 (+3),,"GOOD JUMPER by BROWN,LANDIN(in the paint)",1
19:58,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
19:58,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
19:58,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:58,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
19:58,"SUB OUT by FONTENOT,NATHAN",,,,,,,"SUB OUT by FONTENOT,NATHAN",2
19:58,"SUB OUT by COLLINS,COLTON",,,,,,,"SUB OUT by COLLINS,COLTON",2
19:58,"SUB OUT by COCHRAN,SPENCER",,,,,,,"SUB OUT by COCHRAN,SPENCER",2
19:58,"SUB IN by GRAY,JORDAN",,,,,,,"SUB IN by GRAY,JORDAN",2
19:58,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",2
19:58,"SUB IN by HAYNES,CHRIS",,,,,,,"SUB IN by HAYNES,CHRIS",2
19:47,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND DEF by HAYNES,CHRIS",,,,,,,"REBOUND DEF by HAYNES,CHRIS",2
19:33,"GOOD LAYUP by BROWN,LANDIN(in the paint)",33,,34 (+1),,ETBU 33-34 (+1),,"GOOD LAYUP by BROWN,LANDIN(in the paint)",2
19:13,,33,,36 (+3),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 33-36 (+3),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
18:52,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
18:52,"GOOD FT by BROWN,LANDIN",34,,36 (+2),,ETBU 34-36 (+2),,"GOOD FT by BROWN,LANDIN",2
18:52,"GOOD FT by BROWN,LANDIN",35,,36 (+1),,ETBU 35-36 (+1),,"GOOD FT by BROWN,LANDIN",2
18:28,,35,,38 (+3),"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 35-38 (+3),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
18:21,"GOOD 3PTR by GRAY,JORDAN",38,,38,,ETBU 38-38 (0),,"GOOD 3PTR by GRAY,JORDAN",2
