Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,AC,Game Score,Team Indicator,Play,Period
03:14,,,,,"FOUL TECH by HOGAN,KAM",,,"FOUL TECH by HOGAN,KAM",1
03:14,"GOOD FT by WILEY,KOKI",24,,37 (+13),,RHODES 24-37 (-13),,"GOOD FT by WILEY,KOKI",1
03:14,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",1
03:14,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",1
03:14,,,,,"SUB OUT by GOODMAN,CHANSTON",,,"SUB OUT by GOODMAN,CHANSTON",1
03:14,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",1
03:07,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",1
03:07,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",1
02:58,,,,,"MISS 3PTR by HILL,KAMERON",,,"MISS 3PTR by HILL,KAMERON",1
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",1
02:46,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",1
--,,,,,"ASSIST  by ROLAND,DEVIN",,,"ASSIST  by ROLAND,DEVIN",1
02:36,,24,,39 (+15),"GOOD JUMPER by MERCADEL,JUSTICE(in the paint)",AC 24-39 (-15),,"GOOD JUMPER by MERCADEL,JUSTICE(in the paint)",1
02:16,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",1
02:16,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
02:16,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
02:01,,,,,"MISS 3PTR by MERCADEL,JUSTICE",,,"MISS 3PTR by MERCADEL,JUSTICE",1
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",1
01:53,"MISS LAYUP by ESSICK,JALEN",,,,,,,"MISS LAYUP by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",1
01:48,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",1
01:47,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",1
01:44,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",26,,39 (+13),,RHODES 26-39 (-13),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",1
--,"ASSIST  by ESSICK,JALEN",,,,,,,"ASSIST  by ESSICK,JALEN",1
01:31,,,,,"MISS JUMPER by ROLAND,DEVIN",,,"MISS JUMPER by ROLAND,DEVIN",1
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",1
01:17,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",1
01:13,,,,,"STEAL  by HILL,KAMERON",,,"STEAL  by HILL,KAMERON",1
01:01,,,,,"MISS 3PTR by HOLLAND,MICHAEL",,,"MISS 3PTR by HOLLAND,MICHAEL",1
--,,,,,"REBOUND OFF by STRICKLAND,ROMAN",,,"REBOUND OFF by STRICKLAND,ROMAN",1
00:44,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",1
00:44,,26,,40 (+14),"GOOD FT by HOLLAND,MICHAEL",AC 26-40 (-14),,"GOOD FT by HOLLAND,MICHAEL",1
00:44,,26,,41 (+15),"GOOD FT by HOLLAND,MICHAEL",AC 26-41 (-15),,"GOOD FT by HOLLAND,MICHAEL",1
00:44,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
00:44,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
00:44,,,,,"SUB IN by BRUMBAUGH,LUKE",,,"SUB IN by BRUMBAUGH,LUKE",1
00:44,,,,,"SUB OUT by STRICKLAND,ROMAN",,,"SUB OUT by STRICKLAND,ROMAN",1
00:24,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
00:23,,,,,"STEAL  by BRUMBAUGH,LUKE",,,"STEAL  by BRUMBAUGH,LUKE",1
00:18,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",1
00:18,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
00:03,,,,,"MISS 3PTR by MERCADEL,JUSTICE",,,"MISS 3PTR by MERCADEL,JUSTICE",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
20:00,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
20:00,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
19:49,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by HILL,KAMERON",,,"REBOUND DEF by HILL,KAMERON",2
19:41,,,,,"MISS 3PTR by HILL,KAMERON",,,"MISS 3PTR by HILL,KAMERON",2
--,,,,,"REBOUND OFF by MERCADEL,JUSTICE",,,"REBOUND OFF by MERCADEL,JUSTICE",2
19:37,,,,,"MISS JUMPER by BRUMBAUGH,LUKE",,,"MISS JUMPER by BRUMBAUGH,LUKE",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
19:24,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
19:07,,,,,"TURNOVER  by BRUMBAUGH,LUKE",,,"TURNOVER  by BRUMBAUGH,LUKE",2
19:06,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
18:58,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",28,,41 (+13),,RHODES 28-41 (-13),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
18:57,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
18:57,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by PATIN,JAKE",,,"REBOUND DEF by PATIN,JAKE",2
18:57,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
18:57,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
18:57,,,,,"SUB IN by PATIN,JAKE",,,"SUB IN by PATIN,JAKE",2
18:57,,,,,"SUB OUT by BRUMBAUGH,LUKE",,,"SUB OUT by BRUMBAUGH,LUKE",2
18:30,,,,,"MISS 3PTR by HILL,KAMERON",,,"MISS 3PTR by HILL,KAMERON",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
18:26,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
18:13,,,,,"FOUL  by PATIN,JAKE",,,"FOUL  by PATIN,JAKE",2
18:13,"GOOD FT by GIROUX,PRESTON",29,,41 (+12),,RHODES 29-41 (-12),,"GOOD FT by GIROUX,PRESTON",2
18:13,"GOOD FT by GIROUX,PRESTON",30,,41 (+11),,RHODES 30-41 (-11),,"GOOD FT by GIROUX,PRESTON",2
18:13,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
18:13,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:01,,30,,44 (+14),"GOOD 3PTR by ROLAND,DEVIN",AC 30-44 (-14),,"GOOD 3PTR by ROLAND,DEVIN",2
--,,,,,"ASSIST  by PATIN,JAKE",,,"ASSIST  by PATIN,JAKE",2
17:38,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
17:38,,,,,"STEAL  by ROLAND,DEVIN",,,"STEAL  by ROLAND,DEVIN",2
17:22,,,,,"MISS JUMPER by HILL,KAMERON",,,"MISS JUMPER by HILL,KAMERON",2
--,"REBOUND DEF by PIPPENGER,WILEY",,,,,,,"REBOUND DEF by PIPPENGER,WILEY",2
17:12,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by PATIN,JAKE",,,"REBOUND DEF by PATIN,JAKE",2
17:00,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",2
16:59,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
16:42,"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",32,,44 (+12),,RHODES 32-44 (-12),,"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
16:25,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
16:25,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
16:25,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:25,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
16:25,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
16:25,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",2
16:25,,,,,"SUB IN by BRUMBAUGH,LUKE",,,"SUB IN by BRUMBAUGH,LUKE",2
16:25,,,,,"SUB OUT by MERCADEL,JUSTICE",,,"SUB OUT by MERCADEL,JUSTICE",2
16:25,,,,,"SUB OUT by PATIN,JAKE",,,"SUB OUT by PATIN,JAKE",2
16:17,,32,,46 (+14),"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",AC 32-46 (-14),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by BRUMBAUGH,LUKE",,,"ASSIST  by BRUMBAUGH,LUKE",2
16:04,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:56,,,,,"SUB IN by STRICKLAND,ROMAN",,,"SUB IN by STRICKLAND,ROMAN",2
15:56,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
15:54,,,,,"FOUL  by ROLAND,DEVIN",,,"FOUL  by ROLAND,DEVIN",2
15:54,"GOOD FT by WILEY,KOKI",33,,46 (+13),,RHODES 33-46 (-13),,"GOOD FT by WILEY,KOKI",2
15:54,"GOOD FT by WILEY,KOKI",34,,46 (+12),,RHODES 34-46 (-12),,"GOOD FT by WILEY,KOKI",2
15:40,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
15:40,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
15:36,,,,,"TURNOVER  by ROLAND,DEVIN",,,"TURNOVER  by ROLAND,DEVIN",2
15:35,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",2
15:31,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
15:31,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
15:20,,34,,48 (+14),"GOOD LAYUP by HOGAN,KAM(in the paint)",AC 34-48 (-14),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
15:19,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
15:19,,34,,49 (+15),"GOOD FT by HOGAN,KAM",AC 34-49 (-15),,"GOOD FT by HOGAN,KAM",2
15:19,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
15:19,,,,,"SUB IN by GOODMAN,CHANSTON",,,"SUB IN by GOODMAN,CHANSTON",2
15:19,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",2
15:19,,,,,"SUB OUT by ROLAND,DEVIN",,,"SUB OUT by ROLAND,DEVIN",2
15:07,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
15:07,,,,,"BLOCK  by BRUMBAUGH,LUKE",,,"BLOCK  by BRUMBAUGH,LUKE",2
--,,,,,"REBOUND DEF by HOGAN,KAM",,,"REBOUND DEF by HOGAN,KAM",2
14:54,,,,,"MISS LAYUP by GOODMAN,CHANSTON",,,"MISS LAYUP by GOODMAN,CHANSTON",2
14:54,"BLOCK  by ESSICK,JALEN",,,,,,,"BLOCK  by ESSICK,JALEN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
14:50,"GOOD LAYUP by ESSICK,JALEN(in the paint)",36,,49 (+13),,RHODES 36-49 (-13),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
14:32,,,,,"MISS JUMPER by HOLLAND,MICHAEL",,,"MISS JUMPER by HOLLAND,MICHAEL",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
14:27,,,,,"FOUL  by STRICKLAND,ROMAN",,,"FOUL  by STRICKLAND,ROMAN",2
14:27,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:27,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
14:10,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by STRICKLAND,ROMAN",,,"REBOUND DEF by STRICKLAND,ROMAN",2
13:53,,36,,52 (+16),"GOOD 3PTR by STRICKLAND,ROMAN",AC 36-52 (-16),,"GOOD 3PTR by STRICKLAND,ROMAN",2
--,,,,,"ASSIST  by HOLLAND,MICHAEL",,,"ASSIST  by HOLLAND,MICHAEL",2
13:36,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
13:35,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",2
13:33,,36,,54 (+18),"GOOD LAYUP by GOODMAN,CHANSTON(fastbreak)(in the paint)",AC 36-54 (-18),,"GOOD LAYUP by GOODMAN,CHANSTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,MICHAEL",,,"ASSIST  by HOLLAND,MICHAEL",2
13:22,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
13:21,,,,,"STEAL  by GOODMAN,CHANSTON",,,"STEAL  by GOODMAN,CHANSTON",2
13:19,,36,,56 (+20),"GOOD LAYUP by STRICKLAND,ROMAN(in the paint)",AC 36-56 (-20),,"GOOD LAYUP by STRICKLAND,ROMAN(in the paint)",2
--,,,,,"ASSIST  by GOODMAN,CHANSTON",,,"ASSIST  by GOODMAN,CHANSTON",2
13:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:12,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:12,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
12:52,"GOOD 3PTR by WILEY,KOKI",39,,56 (+17),,RHODES 39-56 (-17),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
12:31,,,,,"MISS 3PTR by GOODMAN,CHANSTON",,,"MISS 3PTR by GOODMAN,CHANSTON",2
--,,,,,"REBOUND OFF by BRUMBAUGH,LUKE",,,"REBOUND OFF by BRUMBAUGH,LUKE",2
12:28,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:28,,39,,57 (+18),"GOOD FT by BRUMBAUGH,LUKE",AC 39-57 (-18),,"GOOD FT by BRUMBAUGH,LUKE",2
12:28,,39,,58 (+19),"GOOD FT by BRUMBAUGH,LUKE",AC 39-58 (-19),,"GOOD FT by BRUMBAUGH,LUKE",2
12:14,,,,,"FOUL  by GOODMAN,CHANSTON",,,"FOUL  by GOODMAN,CHANSTON",2
12:14,"GOOD FT by GIROUX,PRESTON",40,,58 (+18),,RHODES 40-58 (-18),,"GOOD FT by GIROUX,PRESTON",2
12:14,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by STRICKLAND,ROMAN",,,"REBOUND DEF by STRICKLAND,ROMAN",2
12:14,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
12:14,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
11:57,,,,,"FOUL  by STRICKLAND,ROMAN",,,"FOUL  by STRICKLAND,ROMAN",2
11:57,,,,,"TURNOVER  by STRICKLAND,ROMAN",,,"TURNOVER  by STRICKLAND,ROMAN",2
11:57,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:57,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:29,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
11:21,,40,,61 (+21),"GOOD 3PTR by HOGAN,KAM",AC 40-61 (-21),,"GOOD 3PTR by HOGAN,KAM",2
--,,,,,"ASSIST  by GOODMAN,CHANSTON",,,"ASSIST  by GOODMAN,CHANSTON",2
11:10,"GOOD LAYUP by GALVIN,OWEN(in the paint)",42,,61 (+19),,RHODES 42-61 (-19),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
10:51,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
10:46,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND OFF by BRUMBAUGH,LUKE",,,"REBOUND OFF by BRUMBAUGH,LUKE",2
10:43,,42,,63 (+21),"GOOD TIPIN by BRUMBAUGH,LUKE(in the paint)",AC 42-63 (-21),,"GOOD TIPIN by BRUMBAUGH,LUKE(in the paint)",2
10:40,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
10:34,,,,,"MISS JUMPER by BRUMBAUGH,LUKE",,,"MISS JUMPER by BRUMBAUGH,LUKE",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
10:22,,,,,"FOUL  by BRUMBAUGH,LUKE",,,"FOUL  by BRUMBAUGH,LUKE",2
10:22,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:22,"GOOD FT by GALVIN,OWEN",43,,63 (+20),,RHODES 43-63 (-20),,"GOOD FT by GALVIN,OWEN",2
10:22,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
10:22,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
10:22,,,,,"SUB IN by PATIN,JAKE",,,"SUB IN by PATIN,JAKE",2
10:22,,,,,"SUB OUT by BRUMBAUGH,LUKE",,,"SUB OUT by BRUMBAUGH,LUKE",2
10:09,,,,,"MISS 3PTR by PATIN,JAKE",,,"MISS 3PTR by PATIN,JAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:55,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
09:48,,43,,65 (+22),"GOOD LAYUP by GOODMAN,CHANSTON(fastbreak)(in the paint)",AC 43-65 (-22),,"GOOD LAYUP by GOODMAN,CHANSTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,MICHAEL",,,"ASSIST  by HOLLAND,MICHAEL",2
09:34,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
09:28,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by PATIN,JAKE",,,"REBOUND DEF by PATIN,JAKE",2
09:26,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
09:25,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:25,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:25,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
09:25,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
09:25,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",2
09:25,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
09:25,,,,,"SUB OUT by GOODMAN,CHANSTON",,,"SUB OUT by GOODMAN,CHANSTON",2
09:25,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
09:13,,,,,"TURNOVER  by HOLLAND,MICHAEL",,,"TURNOVER  by HOLLAND,MICHAEL",2
09:13,,,,,"SUB IN by ROLAND,DEVIN",,,"SUB IN by ROLAND,DEVIN",2
09:13,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
08:56,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
08:56,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
08:34,,,,,"MISS 3PTR by STRICKLAND,ROMAN",,,"MISS 3PTR by STRICKLAND,ROMAN",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
08:28,"MISS LAYUP by WALKER,JEFFERSON",,,,,,,"MISS LAYUP by WALKER,JEFFERSON",2
--,"REBOUND OFF by WEATHERFORD,MITCH",,,,,,,"REBOUND OFF by WEATHERFORD,MITCH",2
08:22,"GOOD 3PTR by WALKER,JEFFERSON",46,,65 (+19),,RHODES 46-65 (-19),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
07:59,,,,,"MISS JUMPER by MERCADEL,JUSTICE",,,"MISS JUMPER by MERCADEL,JUSTICE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:56,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
07:56,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
07:56,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
07:56,,,,,"SUB OUT by STRICKLAND,ROMAN",,,"SUB OUT by STRICKLAND,ROMAN",2
07:44,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:29,,,,,"FOUL  by HILL,KAMERON",,,"FOUL  by HILL,KAMERON",2
07:29,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:29,"GOOD FT by WILEY,KOKI",47,,65 (+18),,RHODES 47-65 (-18),,"GOOD FT by WILEY,KOKI",2
07:01,,,,,"MISS 3PTR by HILL,KAMERON",,,"MISS 3PTR by HILL,KAMERON",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
06:58,,,,,"MISS JUMPER by HOLLAND,MICHAEL",,,"MISS JUMPER by HOLLAND,MICHAEL",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
06:55,,,,,"FOUL  by HILL,KAMERON",,,"FOUL  by HILL,KAMERON",2
06:55,"GOOD FT by WEATHERFORD,MITCH",48,,65 (+17),,RHODES 48-65 (-17),,"GOOD FT by WEATHERFORD,MITCH",2
06:55,"GOOD FT by WEATHERFORD,MITCH",49,,65 (+16),,RHODES 49-65 (-16),,"GOOD FT by WEATHERFORD,MITCH",2
06:55,,,,,"SUB IN by BRUMBAUGH,LUKE",,,"SUB IN by BRUMBAUGH,LUKE",2
06:55,,,,,"SUB OUT by PATIN,JAKE",,,"SUB OUT by PATIN,JAKE",2
06:39,,,,,"TURNOVER  by ROLAND,DEVIN",,,"TURNOVER  by ROLAND,DEVIN",2
06:30,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND OFF by PIPPENGER,WILEY",,,,,,,"REBOUND OFF by PIPPENGER,WILEY",2
06:23,"GOOD JUMPER by WEATHERFORD,MITCH",51,,65 (+14),,RHODES 51-65 (-14),,"GOOD JUMPER by WEATHERFORD,MITCH",2
06:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:05,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
06:05,,51,,66 (+15),"GOOD FT by HOLLAND,MICHAEL",AC 51-66 (-15),,"GOOD FT by HOLLAND,MICHAEL",2
06:05,,,,,"MISS FT by HOLLAND,MICHAEL",,,"MISS FT by HOLLAND,MICHAEL",2
--,,,,,"REBOUND OFF by ROLAND,DEVIN",,,"REBOUND OFF by ROLAND,DEVIN",2
06:05,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
06:05,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
06:05,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:05,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
05:46,,,,,"MISS JUMPER by HOLLAND,MICHAEL",,,"MISS JUMPER by HOLLAND,MICHAEL",2
--,"REBOUND DEF by GRUBBS,COBY",,,,,,,"REBOUND DEF by GRUBBS,COBY",2
05:37,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
