Time Remaining,UO,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
03:07,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
03:07,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
03:07,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
03:07,"SUB OUT by CHEATER,DILLON",,,,,,,"SUB OUT by CHEATER,DILLON",2
03:07,"SUB IN by LOPEZ,ADAM",,,,,,,"SUB IN by LOPEZ,ADAM",2
03:07,"GOOD FT by JACKSON,TYLAN",70 (+11),,59,,UO 70-59 (-11),,"GOOD FT by JACKSON,TYLAN",2
03:07,"GOOD FT by JACKSON,TYLAN",71 (+12),,59,,UO 71-59 (-12),,"GOOD FT by JACKSON,TYLAN",2
02:57,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
02:57,"BLOCK  by ROELKE,KAMREN",,,,,,,"BLOCK  by ROELKE,KAMREN",2
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",2
02:44,"GOOD LAYUP by ROELKE,KAMREN(in the paint)",73 (+14),,59,,UO 73-59 (-14),,"GOOD LAYUP by ROELKE,KAMREN(in the paint)",2
02:22,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",2
02:09,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
02:09,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
02:09,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
02:09,"MISS FT by NIX,GRAYSON",,,,,,,"MISS FT by NIX,GRAYSON",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
02:06,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by NIX,GRAYSON",,,,,,,"REBOUND DEF by NIX,GRAYSON",2
01:51,"MISS JUMPER by ROELKE,KAMREN",,,,,,,"MISS JUMPER by ROELKE,KAMREN",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
01:42,,,,,"MISS JUMPER by HOGAN,TJ(in the paint)",,,"MISS JUMPER by HOGAN,TJ(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:42,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
01:42,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
01:42,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
01:42,,,,,"SUB IN by LITTLEJOHN,TREVION",,,"SUB IN by LITTLEJOHN,TREVION",2
01:42,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
01:42,,,,,"SUB IN by VANBEBER ,RJ",,,"SUB IN by VANBEBER ,RJ",2
01:22,"GOOD 3PTR by UKPE,JOSH",76 (+17),,59,,UO 76-59 (-17),,"GOOD 3PTR by UKPE,JOSH",2
01:06,,,,,"MISS 3PTR by VANBEBER ,RJ",,,"MISS 3PTR by VANBEBER ,RJ",2
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",2
00:52,"TURNOVER  by UKPE,JOSH",,,,,,,"TURNOVER  by UKPE,JOSH",2
00:46,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
00:46,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
00:46,"SUB OUT by UKPE,JOSH",,,,,,,"SUB OUT by UKPE,JOSH",2
00:46,"SUB OUT by ROELKE,KAMREN",,,,,,,"SUB OUT by ROELKE,KAMREN",2
00:46,"SUB OUT by NIX,GRAYSON",,,,,,,"SUB OUT by NIX,GRAYSON",2
00:46,"SUB OUT by JACKSON,TYLAN",,,,,,,"SUB OUT by JACKSON,TYLAN",2
00:46,"SUB IN by TRAYLOR,OSCAR",,,,,,,"SUB IN by TRAYLOR,OSCAR",2
00:46,"SUB IN by GAFFNEY,XAVIER",,,,,,,"SUB IN by GAFFNEY,XAVIER",2
00:46,"SUB IN by BARNES,EUGENE",,,,,,,"SUB IN by BARNES,EUGENE",2
00:46,"SUB IN by LITTLE,CARTER",,,,,,,"SUB IN by LITTLE,CARTER",2
00:43,"FOUL  by TRAYLOR,OSCAR",,,,,,,"FOUL  by TRAYLOR,OSCAR",2
00:43,,76 (+16),,60,"GOOD FT by FORBES,TRACE",Mill 76-60 (-16),,"GOOD FT by FORBES,TRACE",2
00:43,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
00:43,,,,,"SUB IN by WATSON,EVAN",,,"SUB IN by WATSON,EVAN",2
00:43,,76 (+15),,61,"GOOD FT by FORBES,TRACE",Mill 76-61 (-15),,"GOOD FT by FORBES,TRACE",2
00:34,"GOOD LAYUP by TRAYLOR,OSCAR(in the paint)",78 (+17),,61,,UO 78-61 (-17),,"GOOD LAYUP by TRAYLOR,OSCAR(in the paint)",2
00:19,,,,,"FOUL  by LITTLEJOHN,TREVION",,,"FOUL  by LITTLEJOHN,TREVION",2
00:19,,,,,"TURNOVER  by LITTLEJOHN,TREVION",,,"TURNOVER  by LITTLEJOHN,TREVION",2
