Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
13:09,,,,,"TURNOVER  by FORBES,TRACE",,,"TURNOVER  by FORBES,TRACE",1
12:54,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",1
12:44,"TURNOVER  by COLEMAN,HUNTER",,,,,,,"TURNOVER  by COLEMAN,HUNTER",1
12:44,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",1
12:44,"SUB OUT by RAYMER,COLBY",,,,,,,"SUB OUT by RAYMER,COLBY",1
12:44,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
12:44,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
12:30,,,,,"MISS 3PTR by FORBES,TRACE",,,"MISS 3PTR by FORBES,TRACE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:28,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",1
12:28,"SUB OUT by JONES,KAM",,,,,,,"SUB OUT by JONES,KAM",1
12:28,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
12:25,"GOOD 3PTR by COLEMAN,HUNTER",14 (+5),,9,,Centre 14-9 (-5),,"GOOD 3PTR by COLEMAN,HUNTER",1
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",1
11:52,,14 (+2),,12,"GOOD 3PTR by RUCKER,CAM",Mill 14-12 (-2),,"GOOD 3PTR by RUCKER,CAM",1
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",1
11:30,,,,,"FOUL  by FORBES,TRACE",,,"FOUL  by FORBES,TRACE",1
11:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:30,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",1
11:30,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
11:30,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
11:30,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
11:30,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:30,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
11:09,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",1
10:53,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:47,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",1
10:47,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",1
10:47,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
10:47,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
10:47,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
10:47,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",1
10:39,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",1
10:29,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
10:29,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
10:00,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",1
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",1
09:52,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",1
09:52,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
09:52,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",1
09:52,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
09:52,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
09:52,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
09:52,"SUB IN by RAYMER,COLBY",,,,,,,"SUB IN by RAYMER,COLBY",1
09:41,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
09:41,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
09:28,"MISS JUMPER by RAYMER,COLBY(in the paint)",,,,,,,"MISS JUMPER by RAYMER,COLBY(in the paint)",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
09:23,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",1
09:23,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",1
09:12,"GOOD 3PTR by RING,NOAH",17 (+5),,12,,Centre 17-12 (-5),,"GOOD 3PTR by RING,NOAH",1
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",1
08:51,,17 (+3),,14,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 17-14 (-3),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",1
08:34,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",1
08:32,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:32,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
08:32,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
08:32,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
08:32,"SUB IN by JONES,KAM",,,,,,,"SUB IN by JONES,KAM",1
08:32,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
08:24,,17 (+1),,16,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",Mill 17-16 (-1),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",1
08:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
07:52,"GOOD JUMPER by RAYMER,COLBY(in the paint)",19 (+3),,16,,Centre 19-16 (-3),,"GOOD JUMPER by RAYMER,COLBY(in the paint)",1
07:40,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:37,"SUB OUT by JONES,KAM",,,,,,,"SUB OUT by JONES,KAM",1
07:37,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
07:24,"GOOD 3PTR by BAUGHMAN,CARTER",22 (+6),,16,,Centre 22-16 (-6),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",1
07:00,,,,,"MISS JUMPER by GASCA,DAKOTA(in the paint)",,,"MISS JUMPER by GASCA,DAKOTA(in the paint)",1
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",1
06:58,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
06:58,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
06:52,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",1
06:40,"TURNOVER  by KNOCHELMANN,PETE",,,,,,,"TURNOVER  by KNOCHELMANN,PETE",1
06:40,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",1
06:36,,22 (+4),,18,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 22-18 (-4),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",1
06:36,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",1
06:36,,22 (+3),,19,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 22-19 (-3),,"GOOD FT by WATSON,DOUG(fastbreak)",1
06:35,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
06:35,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
06:35,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
06:35,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
06:17,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",1
06:14,"FOUL  by RAYMER,COLBY",,,,,,,"FOUL  by RAYMER,COLBY",1
06:14,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
06:14,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
06:14,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
06:14,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
06:05,,22 (+1),,21,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 22-21 (-1),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
05:39,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",1
05:22,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",1
05:03,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",1
05:03,"TURNOVER  by KNOCHELMANN,PETE",,,,,,,"TURNOVER  by KNOCHELMANN,PETE",1
05:03,"SUB OUT by RAYMER,COLBY",,,,,,,"SUB OUT by RAYMER,COLBY",1
05:03,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
04:36,,22,,24 (+2),"GOOD 3PTR by GASCA,DAKOTA",Mill 22-24 (+2),,"GOOD 3PTR by GASCA,DAKOTA",1
04:11,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",1
04:11,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
04:11,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",1
04:11,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
04:11,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",1
04:11,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
04:11,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
03:53,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
03:53,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
03:42,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
03:21,,22,,27 (+5),"GOOD 3PTR by PHILLIPS JR,RODNEY",Mill 22-27 (+5),,"GOOD 3PTR by PHILLIPS JR,RODNEY",1
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",1
03:08,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",1
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",1
03:03,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",1
03:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:03,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
03:03,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
03:03,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
03:03,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",1
02:47,"MISS LAYUP by WILSON,DREW(in the paint)",,,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",1
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",1
02:41,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",1
02:31,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",1
02:31,"BLOCK  by BAUGHMAN,CARTER",,,,,,,"BLOCK  by BAUGHMAN,CARTER",1
02:22,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",1
02:21,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
02:21,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",23,,27 (+4),,Centre 23-27 (+4),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",1
02:21,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",24,,27 (+3),,Centre 24-27 (+3),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",1
02:21,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
02:21,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
02:21,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
02:21,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
02:19,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",1
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",1
01:55,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",1
01:55,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",1
01:55,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
01:55,"SUB IN by JONES,KAM",,,,,,,"SUB IN by JONES,KAM",1
01:45,,24,,30 (+6),"GOOD 3PTR by PHILLIPS JR,RODNEY",Mill 24-30 (+6),,"GOOD 3PTR by PHILLIPS JR,RODNEY",1
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",1
01:17,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",1
01:16,"GOOD FT by STINNETT,CADE",25,,30 (+5),,Centre 25-30 (+5),,"GOOD FT by STINNETT,CADE",1
01:16,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
01:16,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
01:16,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
01:12,"FOUL  by JONES,KAM",,,,,,,"FOUL  by JONES,KAM",1
01:09,,,,,"MISS FT by BONNECAZE,STEWART(fastbreak)",,,"MISS FT by BONNECAZE,STEWART(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:09,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
01:09,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
01:09,,25,,31 (+6),"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 25-31 (+6),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",1
00:45,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
00:45,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
00:45,"SUB OUT by JONES,KAM",,,,,,,"SUB OUT by JONES,KAM",1
00:45,"SUB IN by RAYMER,COLBY",,,,,,,"SUB IN by RAYMER,COLBY",1
00:42,"GOOD 3PTR by RING,NOAH",28,,31 (+3),,Centre 28-31 (+3),,"GOOD 3PTR by RING,NOAH",1
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",1
00:07,,28,,33 (+5),"GOOD JUMPER by PHILLIPS JR,RODNEY(in the paint)",Mill 28-33 (+5),,"GOOD JUMPER by PHILLIPS JR,RODNEY(in the paint)",1
--,,,,,"ASSIST  by URSIN,AARON",,,"ASSIST  by URSIN,AARON",1
00:02,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
00:02,"MISS FT by RAYMER,COLBY(fastbreak)",,,,,,,"MISS FT by RAYMER,COLBY(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:02,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
00:02,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
00:02,"MISS FT by RAYMER,COLBY(fastbreak)",,,,,,,"MISS FT by RAYMER,COLBY(fastbreak)",1
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",1
20:00,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
20:00,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
20:00,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
20:00,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
