Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
01:23,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
01:10,"GOOD 3PTR by MARSHALL,JORDAN",38 (+1),,37,,BU 38-37 (-1),,"GOOD 3PTR by MARSHALL,JORDAN",1
--,"ASSIST  by JORDAN,JUDAH",,,,,,,"ASSIST  by JORDAN,JUDAH",1
00:59,,38,,39 (+1),"GOOD JUMPER by WATSON,DOUG",Mill 38-39 (+1),,"GOOD JUMPER by WATSON,DOUG",1
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",1
00:39,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",1
00:39,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,1
00:39,"GOOD FT by COUCH,LUKE",39,,39,,BU 39-39 (0),,"GOOD FT by COUCH,LUKE",1
00:39,"GOOD FT by COUCH,LUKE",40 (+1),,39,,BU 40-39 (-1),,"GOOD FT by COUCH,LUKE",1
00:39,"MISS FT by MARSHALL,JORDAN",,,,,,,"MISS FT by MARSHALL,JORDAN",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
00:19,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:04,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:00,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",1
00:00,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
20:00,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
20:00,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
20:00,"SUB OUT by MCWILLIAMS,MARTAVIN",,,,,,,"SUB OUT by MCWILLIAMS,MARTAVIN",2
20:00,"SUB IN by GIVENS,DONOVAN",,,,,,,"SUB IN by GIVENS,DONOVAN",2
19:56,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",42 (+3),,39,,BU 42-39 (-3),,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",2
19:28,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
19:28,"STEAL  by MARSHALL,JORDAN",,,,,,,"STEAL  by MARSHALL,JORDAN",2
19:21,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
19:06,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
19:06,"BLOCK  by WHEATON,DAMIEN",,,,,,,"BLOCK  by WHEATON,DAMIEN",2
18:55,,42 (+1),,41,"GOOD JUMPER by URSIN,AARON(in the paint)",Mill 42-41 (-1),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
18:42,"GOOD 3PTR by COUCH,LUKE",45 (+4),,41,,BU 45-41 (-4),,"GOOD 3PTR by COUCH,LUKE",2
18:25,,45 (+2),,43,"GOOD JUMPER by UGHOVWA,NICHOLAS(in the paint)",Mill 45-43 (-2),,"GOOD JUMPER by UGHOVWA,NICHOLAS(in the paint)",2
18:10,"FOUL  by JORDAN,JUDAH",,,,,,,"FOUL  by JORDAN,JUDAH",2
18:10,"TURNOVER  by JORDAN,JUDAH",,,,,,,"TURNOVER  by JORDAN,JUDAH",2
17:59,,45,,45,"GOOD JUMPER by WATSON,DOUG",Mill 45-45 (0),,"GOOD JUMPER by WATSON,DOUG",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
17:37,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",,,,,,,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
17:28,,45,,47 (+2),"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 45-47 (+2),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",2
17:11,"MISS LAYUP by COUCH,LUKE(in the paint)",,,,,,,"MISS LAYUP by COUCH,LUKE(in the paint)",2
17:11,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
17:02,,45,,49 (+4),"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",Mill 45-49 (+4),,"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",2
16:46,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,"REBOUND OFF by WHEATON,DAMIEN",,,,,,,"REBOUND OFF by WHEATON,DAMIEN",2
16:31,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:31,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
16:22,"MISS 3PTR by MARSHALL,JORDAN",,,,,,,"MISS 3PTR by MARSHALL,JORDAN",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
16:05,"FOUL  by MARSHALL,JORDAN",,,,,,,"FOUL  by MARSHALL,JORDAN",2
16:05,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
16:05,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
16:05,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
16:05,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
16:05,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
15:47,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
15:39,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,"REBOUND DEF by WHEATON,DAMIEN",,,,,,,"REBOUND DEF by WHEATON,DAMIEN",2
15:25,"TURNOVER  by JORDAN,JUDAH",,,,,,,"TURNOVER  by JORDAN,JUDAH",2
15:25,,,,,"STEAL  by RUCKER,CAM",,,"STEAL  by RUCKER,CAM",2
15:25,"FOUL  by JORDAN,JUDAH",,,,,,,"FOUL  by JORDAN,JUDAH",2
15:07,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
15:02,"FOUL  by WHEATON,DAMIEN",,,,,,,"FOUL  by WHEATON,DAMIEN",2
14:47,,,,,"MISS 3PTR by GORTON,MACK",,,"MISS 3PTR by GORTON,MACK",2
--,,,,,"REBOUND OFF by GORTON,MACK",,,"REBOUND OFF by GORTON,MACK",2
14:30,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
14:15,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
14:15,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
14:15,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
14:15,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
14:12,"GOOD LAYUP by WHEATON,DAMIEN(in the paint)",47,,49 (+2),,BU 47-49 (+2),,"GOOD LAYUP by WHEATON,DAMIEN(in the paint)",2
--,"ASSIST  by COUCH,LUKE",,,,,,,"ASSIST  by COUCH,LUKE",2
13:51,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",2
13:24,"GOOD 3PTR by GIVENS,DONOVAN",50 (+1),,49,,BU 50-49 (-1),,"GOOD 3PTR by GIVENS,DONOVAN",2
--,"ASSIST  by COUCH,LUKE",,,,,,,"ASSIST  by COUCH,LUKE",2
13:10,,50,,51 (+1),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 50-51 (+1),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
12:53,"TURNOVER  by GIVENS,DONOVAN",,,,,,,"TURNOVER  by GIVENS,DONOVAN",2
12:53,,,,,"STEAL  by BUSH,RODREEKAS",,,"STEAL  by BUSH,RODREEKAS",2
12:45,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",,,"MISS LAYUP by RUCKER,CAM(in the paint)",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
12:39,"GOOD 3PTR by GIVENS,DONOVAN",53 (+2),,51,,BU 53-51 (-2),,"GOOD 3PTR by GIVENS,DONOVAN",2
--,"ASSIST  by JORDAN,JUDAH",,,,,,,"ASSIST  by JORDAN,JUDAH",2
12:18,,53,,54 (+1),"GOOD 3PTR by WATSON,DOUG",Mill 53-54 (+1),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
11:53,"MISS LAYUP by WHEATON,DAMIEN(in the paint)",,,,,,,"MISS LAYUP by WHEATON,DAMIEN(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
11:45,,53,,56 (+3),"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",Mill 53-56 (+3),,"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",2
11:28,"MISS JUMPER by MARSHALL,JORDAN(in the paint)",,,,,,,"MISS JUMPER by MARSHALL,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
11:17,,53,,58 (+5),"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 53-58 (+5),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",2
10:53,"GOOD JUMPER by MARSHALL,JORDAN(in the paint)",55,,58 (+3),,BU 55-58 (+3),,"GOOD JUMPER by MARSHALL,JORDAN(in the paint)",2
10:53,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
10:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:53,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
10:53,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
10:53,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
10:53,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
10:53,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
10:53,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
10:53,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
10:53,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
10:53,"SUB OUT by JORDAN,JUDAH",,,,,,,"SUB OUT by JORDAN,JUDAH",2
10:53,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",2
10:53,"GOOD FT by MARSHALL,JORDAN",56,,58 (+2),,BU 56-58 (+2),,"GOOD FT by MARSHALL,JORDAN",2
10:38,,56,,61 (+5),"GOOD 3PTR by BUSH,RODREEKAS",Mill 56-61 (+5),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
10:18,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
10:18,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
10:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:15,"SUB OUT by GIVENS,DONOVAN",,,,,,,"SUB OUT by GIVENS,DONOVAN",2
10:15,"SUB IN by MCWILLIAMS,MARTAVIN",,,,,,,"SUB IN by MCWILLIAMS,MARTAVIN",2
09:51,,,,,"MISS 3PTR by LITTLE ,JAMES",,,"MISS 3PTR by LITTLE ,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:50,"MISS JUMPER by COUCH,LUKE(in the paint)",,,,,,,"MISS JUMPER by COUCH,LUKE(in the paint)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
09:20,,56,,63 (+7),"GOOD JUMPER by LITTLE ,JAMES(in the paint)",Mill 56-63 (+7),,"GOOD JUMPER by LITTLE ,JAMES(in the paint)",2
09:03,"MISS 3PTR by MCMILLAN,MATTHEW",,,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
08:56,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by MCWILLIAMS,MARTAVIN",,,,,,,"REBOUND DEF by MCWILLIAMS,MARTAVIN",2
08:46,"MISS JUMPER by MARSHALL,JORDAN",,,,,,,"MISS JUMPER by MARSHALL,JORDAN",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
08:35,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,"REBOUND DEF by WHEATON,DAMIEN",,,,,,,"REBOUND DEF by WHEATON,DAMIEN",2
08:27,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
08:27,"GOOD FT by MARSHALL,JORDAN(fastbreak)",57,,63 (+6),,BU 57-63 (+6),,"GOOD FT by MARSHALL,JORDAN(fastbreak)",2
08:27,"SUB OUT by WHEATON,DAMIEN",,,,,,,"SUB OUT by WHEATON,DAMIEN",2
08:27,"SUB IN by TERRY,NEAL",,,,,,,"SUB IN by TERRY,NEAL",2
08:27,"GOOD FT by MARSHALL,JORDAN(fastbreak)",58,,63 (+5),,BU 58-63 (+5),,"GOOD FT by MARSHALL,JORDAN(fastbreak)",2
08:27,"SUB OUT by MARSHALL,JORDAN",,,,,,,"SUB OUT by MARSHALL,JORDAN",2
08:27,"SUB IN by JORDAN,JUDAH",,,,,,,"SUB IN by JORDAN,JUDAH",2
08:18,"FOUL  by TERRY,NEAL",,,,,,,"FOUL  by TERRY,NEAL",2
08:02,,58,,65 (+7),"GOOD JUMPER by URSIN,AARON(in the paint)",Mill 58-65 (+7),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
07:54,"TURNOVER  by JORDAN,JUDAH",,,,,,,"TURNOVER  by JORDAN,JUDAH",2
07:54,,,,,"STEAL  by LITTLE ,JAMES",,,"STEAL  by LITTLE ,JAMES",2
07:54,,,,,"TURNOVER  by LITTLE ,JAMES",,,"TURNOVER  by LITTLE ,JAMES",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
07:54,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
07:42,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",2
07:21,"MISS 3PTR by MCMILLAN,MATTHEW",,,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",2
07:21,,,,,"BLOCK  by LITTLE ,JAMES",,,"BLOCK  by LITTLE ,JAMES",2
--,,,,,"REBOUND DEF by LITTLE ,JAMES",,,"REBOUND DEF by LITTLE ,JAMES",2
07:13,,,,,"MISS LAYUP by LITTLE ,JAMES(in the paint)",,,"MISS LAYUP by LITTLE ,JAMES(in the paint)",2
--,,,,,"REBOUND OFF by LITTLE ,JAMES",,,"REBOUND OFF by LITTLE ,JAMES",2
06:47,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
06:47,"GOOD FT by JORDAN,JUDAH",59,,65 (+6),,BU 59-65 (+6),,"GOOD FT by JORDAN,JUDAH",2
06:47,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
06:47,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
06:47,"GOOD FT by JORDAN,JUDAH",60,,65 (+5),,BU 60-65 (+5),,"GOOD FT by JORDAN,JUDAH",2
06:47,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:40,"FOUL  by MCMILLAN,MATTHEW",,,,,,,"FOUL  by MCMILLAN,MATTHEW",2
06:40,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
06:40,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
06:40,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
06:40,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
06:15,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
06:15,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
06:15,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",2
06:15,"SUB IN by MARSHALL,JORDAN",,,,,,,"SUB IN by MARSHALL,JORDAN",2
06:15,"SUB OUT by MCWILLIAMS,MARTAVIN",,,,,,,"SUB OUT by MCWILLIAMS,MARTAVIN",2
06:15,"SUB IN by GIVENS,DONOVAN",,,,,,,"SUB IN by GIVENS,DONOVAN",2
05:49,"MISS JUMPER by JORDAN,JUDAH(in the paint)",,,,,,,"MISS JUMPER by JORDAN,JUDAH(in the paint)",2
--,"REBOUND OFF by JORDAN,JUDAH",,,,,,,"REBOUND OFF by JORDAN,JUDAH",2
05:45,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",62,,65 (+3),,BU 62-65 (+3),,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",2
05:45,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
05:45,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
05:45,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
05:45,"GOOD FT by JORDAN,JUDAH",63,,65 (+2),,BU 63-65 (+2),,"GOOD FT by JORDAN,JUDAH",2
05:28,,63,,67 (+4),"GOOD JUMPER by URSIN,AARON(in the paint)",Mill 63-67 (+4),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
05:13,"MISS LAYUP by JORDAN,JUDAH(in the paint)",,,,,,,"MISS LAYUP by JORDAN,JUDAH(in the paint)",2
--,"REBOUND OFF by TERRY,NEAL",,,,,,,"REBOUND OFF by TERRY,NEAL",2
05:13,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
05:13,"MISS FT by TERRY,NEAL",,,,,,,"MISS FT by TERRY,NEAL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:13,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
05:13,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
05:13,"GOOD FT by TERRY,NEAL",64,,67 (+3),,BU 64-67 (+3),,"GOOD FT by TERRY,NEAL",2
05:13,"SUB OUT by TERRY,NEAL",,,,,,,"SUB OUT by TERRY,NEAL",2
05:13,"SUB IN by WHEATON,DAMIEN",,,,,,,"SUB IN by WHEATON,DAMIEN",2
05:00,,64,,70 (+6),"GOOD 3PTR by HOGAN,TJ",Mill 64-70 (+6),,"GOOD 3PTR by HOGAN,TJ",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
04:43,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",,,,,,,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
04:36,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
04:34,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",2
04:23,"MISS LAYUP by JORDAN,JUDAH(in the paint)",,,,,,,"MISS LAYUP by JORDAN,JUDAH(in the paint)",2
04:23,"MISS FT by COUCH,LUKE",,,,,,,"MISS FT by COUCH,LUKE",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
04:22,"FOUL  by JORDAN,JUDAH",,,,,,,"FOUL  by JORDAN,JUDAH",2
04:22,"SUB OUT by JORDAN,JUDAH",,,,,,,"SUB OUT by JORDAN,JUDAH",2
04:22,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",2
04:05,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
03:59,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,"REBOUND DEF by MARSHALL,JORDAN",,,,,,,"REBOUND DEF by MARSHALL,JORDAN",2
03:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:56,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
03:56,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
03:56,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",2
03:56,"SUB IN by JORDAN,JUDAH",,,,,,,"SUB IN by JORDAN,JUDAH",2
03:37,"MISS 3PTR by JORDAN,JUDAH",,,,,,,"MISS 3PTR by JORDAN,JUDAH",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
03:11,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
03:06,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
03:06,"BLOCK  by WHEATON,DAMIEN",,,,,,,"BLOCK  by WHEATON,DAMIEN",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
02:57,,64,,73 (+9),"GOOD 3PTR by GASCA,DAKOTA",Mill 64-73 (+9),,"GOOD 3PTR by GASCA,DAKOTA",2
02:46,"MISS JUMPER by GIVENS,DONOVAN",,,,,,,"MISS JUMPER by GIVENS,DONOVAN",2
--,"REBOUND OFF by JORDAN,JUDAH",,,,,,,"REBOUND OFF by JORDAN,JUDAH",2
02:22,"TURNOVER  by GIVENS,DONOVAN",,,,,,,"TURNOVER  by GIVENS,DONOVAN",2
02:22,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
02:20,"GOOD LAYUP by WHEATON,DAMIEN(in the paint)",66,,73 (+7),,BU 66-73 (+7),,"GOOD LAYUP by WHEATON,DAMIEN(in the paint)",2
--,"ASSIST  by JORDAN,JUDAH",,,,,,,"ASSIST  by JORDAN,JUDAH",2
02:20,"FOUL  by GIVENS,DONOVAN",,,,,,,"FOUL  by GIVENS,DONOVAN",2
02:20,,,,,"MISS FT by GASCA,DAKOTA",,,"MISS FT by GASCA,DAKOTA",2
--,"REBOUND DEF by WHEATON,DAMIEN",,,,,,,"REBOUND DEF by WHEATON,DAMIEN",2
02:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:20,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
02:20,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
02:20,"SUB OUT by GIVENS,DONOVAN",,,,,,,"SUB OUT by GIVENS,DONOVAN",2
02:20,"SUB IN by MCWILLIAMS,MARTAVIN",,,,,,,"SUB IN by MCWILLIAMS,MARTAVIN",2
02:05,,66,,75 (+9),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 66-75 (+9),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
01:53,"FOUL  by MCWILLIAMS,MARTAVIN",,,,,,,"FOUL  by MCWILLIAMS,MARTAVIN",2
01:53,"TURNOVER  by MCWILLIAMS,MARTAVIN",,,,,,,"TURNOVER  by MCWILLIAMS,MARTAVIN",2
01:30,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
01:30,"BLOCK  by WHEATON,DAMIEN",,,,,,,"BLOCK  by WHEATON,DAMIEN",2
--,,,,,"REBOUND OFF by HOGAN,TJ",,,"REBOUND OFF by HOGAN,TJ",2
01:17,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
01:15,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
01:15,,66,,76 (+10),"GOOD FT by BONNECAZE,STEWART",Mill 66-76 (+10),,"GOOD FT by BONNECAZE,STEWART",2
01:15,,,,,"MISS FT by BONNECAZE,STEWART",,,"MISS FT by BONNECAZE,STEWART",2
--,"REBOUND DEF by JORDAN,JUDAH",,,,,,,"REBOUND DEF by JORDAN,JUDAH",2
01:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
