Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
20:00,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
19:36,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",32 (+4),,28,,Mill 32-28 (+4),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
19:19,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
19:19,,,,,"SUB OUT by GIVENS,DONOVAN",,,"SUB OUT by GIVENS,DONOVAN",2
19:19,,,,,"SUB IN by LARKIN,TODD",,,"SUB IN by LARKIN,TODD",2
18:56,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
18:42,,,,,"FOUL  by MCWILLIAMS,MARTAVIN",,,"FOUL  by MCWILLIAMS,MARTAVIN",2
18:33,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",34 (+6),,28,,Mill 34-28 (+6),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
18:30,"FOUL  by PHILLIPS JR,RODNEY",,,,,,,"FOUL  by PHILLIPS JR,RODNEY",2
18:23,"FOUL  by PHILLIPS JR,RODNEY",,,,,,,"FOUL  by PHILLIPS JR,RODNEY",2
18:18,,34 (+5),,29,"GOOD FT by MCWILLIAMS,MARTAVIN",BU 34-29 (+5),,"GOOD FT by MCWILLIAMS,MARTAVIN",2
18:18,,34 (+4),,30,"GOOD FT by MCWILLIAMS,MARTAVIN",BU 34-30 (+4),,"GOOD FT by MCWILLIAMS,MARTAVIN",2
18:09,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
18:09,"TURNOVER  by UGHOVWA,NICHOLAS",,,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",2
17:58,,,,,"TURNOVER  by MCWILLIAMS,MARTAVIN",,,"TURNOVER  by MCWILLIAMS,MARTAVIN",2
17:58,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
17:58,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
17:55,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
17:55,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
17:55,,34 (+3),,31,"GOOD FT by MARSHALL,JORDAN",BU 34-31 (+3),,"GOOD FT by MARSHALL,JORDAN",2
17:55,,34 (+2),,32,"GOOD FT by MARSHALL,JORDAN",BU 34-32 (+2),,"GOOD FT by MARSHALL,JORDAN",2
17:55,,,,,"SUB OUT by MCWILLIAMS,MARTAVIN",,,"SUB OUT by MCWILLIAMS,MARTAVIN",2
17:55,,,,,"SUB IN by TERRY,NEAL",,,"SUB IN by TERRY,NEAL",2
17:55,"TURNOVER  by BUSH,RODREEKAS",,,,,,,"TURNOVER  by BUSH,RODREEKAS",2
17:55,,,,,"STEAL  by MARSHALL,JORDAN",,,"STEAL  by MARSHALL,JORDAN",2
17:48,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
17:41,,34,,34,"GOOD JUMPER by JORDAN,JUDAH",BU 34-34 (0),,"GOOD JUMPER by JORDAN,JUDAH",2
17:26,"TURNOVER  by UGHOVWA,NICHOLAS",,,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",2
17:26,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
17:26,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
16:59,,,,,"FOUL  by WHEATON,DAMIEN",,,"FOUL  by WHEATON,DAMIEN",2
16:59,,,,,"TURNOVER  by WHEATON,DAMIEN",,,"TURNOVER  by WHEATON,DAMIEN",2
16:59,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
16:59,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
16:36,,,,,"FOUL  by LARKIN,TODD",,,"FOUL  by LARKIN,TODD",2
16:31,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
16:19,,,,,"TURNOVER  by JORDAN,JUDAH",,,"TURNOVER  by JORDAN,JUDAH",2
16:15,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
15:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:45,,34,,37 (+3),"GOOD 3PTR by TERRY,NEAL",BU 34-37 (-3),,"GOOD 3PTR by TERRY,NEAL",2
--,,,,,"ASSIST  by MARSHALL,JORDAN",,,"ASSIST  by MARSHALL,JORDAN",2
15:23,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"REBOUND DEF by TERRY,NEAL",,,"REBOUND DEF by TERRY,NEAL",2
15:15,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
15:15,,,,,"FOUL TECH by WHEATON,DAMIEN",,,"FOUL TECH by WHEATON,DAMIEN",2
15:15,,,,,"TURNOVER  by WHEATON,DAMIEN",,,"TURNOVER  by WHEATON,DAMIEN",2
15:15,"FOUL TECH by RUCKER,CAM",,,,,,,"FOUL TECH by RUCKER,CAM",2
15:15,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
15:15,,,,,"SUB OUT by WHEATON,DAMIEN",,,"SUB OUT by WHEATON,DAMIEN",2
15:15,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
15:15,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
15:15,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
15:15,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
15:15,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
15:15,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",2
15:15,,34,,38 (+4),"GOOD FT by JORDAN,JUDAH",BU 34-38 (-4),,"GOOD FT by JORDAN,JUDAH",2
15:15,,34,,39 (+5),"GOOD FT by JORDAN,JUDAH",BU 34-39 (-5),,"GOOD FT by JORDAN,JUDAH",2
14:51,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
14:51,,,,,"STEAL  by JORDAN,JUDAH",,,"STEAL  by JORDAN,JUDAH",2
14:38,,,,,"MISS JUMPER by MARSHALL,JORDAN",,,"MISS JUMPER by MARSHALL,JORDAN",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
14:30,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND DEF by MARSHALL,JORDAN",,,"REBOUND DEF by MARSHALL,JORDAN",2
14:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:18,,,,,"SUB OUT by MARSHALL,JORDAN",,,"SUB OUT by MARSHALL,JORDAN",2
14:18,,,,,"SUB IN by MCWILLIAMS,MARTAVIN",,,"SUB IN by MCWILLIAMS,MARTAVIN",2
14:00,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
14:00,,,,,"MISS FT by LARKIN,TODD",,,"MISS FT by LARKIN,TODD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:56,,34,,42 (+8),"GOOD 3PTR by GIVENS,DONOVAN",BU 34-42 (-8),,"GOOD 3PTR by GIVENS,DONOVAN",2
13:47,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",36,,42 (+6),,Mill 36-42 (-6),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
13:34,,,,,"TURNOVER  by TERRY,NEAL",,,"TURNOVER  by TERRY,NEAL",2
13:34,,,,,"SUB OUT by LARKIN,TODD",,,"SUB OUT by LARKIN,TODD",2
13:34,,,,,"SUB IN by MARSHALL,JORDAN",,,"SUB IN by MARSHALL,JORDAN",2
13:34,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
13:34,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
13:18,"MISS JUMPER by GASCA,DAKOTA(in the paint)",,,,,,,"MISS JUMPER by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND DEF by TERRY,NEAL",,,"REBOUND DEF by TERRY,NEAL",2
13:07,,,,,"TURNOVER  by TERRY,NEAL",,,"TURNOVER  by TERRY,NEAL",2
13:07,"STEAL  by GASCA,DAKOTA",,,,,,,"STEAL  by GASCA,DAKOTA",2
13:02,,,,,"FOUL  by TERRY,NEAL",,,"FOUL  by TERRY,NEAL",2
13:02,"MISS FT by GASCA,DAKOTA(fastbreak)",,,,,,,"MISS FT by GASCA,DAKOTA(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:02,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
13:02,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
13:02,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
13:02,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
13:02,"GOOD FT by GASCA,DAKOTA(fastbreak)",37,,42 (+5),,Mill 37-42 (-5),,"GOOD FT by GASCA,DAKOTA(fastbreak)",2
12:53,,37,,44 (+7),"GOOD LAYUP by JORDAN,JUDAH(in the paint)",BU 37-44 (-7),,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",2
12:50,"FOUL  by GORTON,MACK",,,,,,,"FOUL  by GORTON,MACK",2
12:48,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,"REBOUND DEF by GORTON,MACK",,,,,,,"REBOUND DEF by GORTON,MACK",2
12:32,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
12:32,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
12:32,,,,,"FOUL  by JORDAN,JUDAH",,,"FOUL  by JORDAN,JUDAH",2
12:32,"GOOD FT by BUSH,RODREEKAS",38,,44 (+6),,Mill 38-44 (-6),,"GOOD FT by BUSH,RODREEKAS",2
12:32,"GOOD FT by BUSH,RODREEKAS",39,,44 (+5),,Mill 39-44 (-5),,"GOOD FT by BUSH,RODREEKAS",2
12:32,,,,,"SUB OUT by JORDAN,JUDAH",,,"SUB OUT by JORDAN,JUDAH",2
12:32,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
12:32,"GOOD FT by BUSH,RODREEKAS",40,,44 (+4),,Mill 40-44 (-4),,"GOOD FT by BUSH,RODREEKAS",2
12:17,,,,,"TURNOVER  by MARSHALL,JORDAN",,,"TURNOVER  by MARSHALL,JORDAN",2
11:50,"GOOD 3PTR by HOGAN,TJ",43,,44 (+1),,Mill 43-44 (-1),,"GOOD 3PTR by HOGAN,TJ",2
--,"ASSIST  by GORTON,MACK",,,,,,,"ASSIST  by GORTON,MACK",2
11:26,,43,,46 (+3),"GOOD JUMPER by MARSHALL,JORDAN",BU 43-46 (-3),,"GOOD JUMPER by MARSHALL,JORDAN",2
11:20,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
11:20,,,,,"BLOCK  by TERRY,NEAL",,,"BLOCK  by TERRY,NEAL",2
--,,,,,"REBOUND DEF by MARSHALL,JORDAN",,,"REBOUND DEF by MARSHALL,JORDAN",2
11:12,,43,,48 (+5),"GOOD LAYUP by MARSHALL,JORDAN(fastbreak)(in the paint)",BU 43-48 (-5),,"GOOD LAYUP by MARSHALL,JORDAN(fastbreak)(in the paint)",2
11:12,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
11:12,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
11:12,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
11:12,,43,,49 (+6),"GOOD FT by MARSHALL,JORDAN(fastbreak)",BU 43-49 (-6),,"GOOD FT by MARSHALL,JORDAN(fastbreak)",2
10:49,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
10:49,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
10:40,"GOOD 3PTR by WATSON,DOUG",46,,49 (+3),,Mill 46-49 (-3),,"GOOD 3PTR by WATSON,DOUG",2
--,"ASSIST  by GORTON,MACK",,,,,,,"ASSIST  by GORTON,MACK",2
10:34,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
10:34,,46,,50 (+4),"GOOD FT by MARSHALL,JORDAN",BU 46-50 (-4),,"GOOD FT by MARSHALL,JORDAN",2
10:34,,46,,51 (+5),"GOOD FT by MARSHALL,JORDAN",BU 46-51 (-5),,"GOOD FT by MARSHALL,JORDAN",2
10:21,,,,,"FOUL  by SHIELDS,RIAN",,,"FOUL  by SHIELDS,RIAN",2
10:21,"GOOD FT by GASCA,DAKOTA",47,,51 (+4),,Mill 47-51 (-4),,"GOOD FT by GASCA,DAKOTA",2
10:21,"GOOD FT by GASCA,DAKOTA",48,,51 (+3),,Mill 48-51 (-3),,"GOOD FT by GASCA,DAKOTA",2
10:03,,,,,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",,,"MISS LAYUP by MARSHALL,JORDAN(in the paint)",2
--,,,,,"REBOUND OFF by MCWILLIAMS,MARTAVIN",,,"REBOUND OFF by MCWILLIAMS,MARTAVIN",2
10:01,,,,,"MISS LAYUP by MCWILLIAMS,MARTAVIN(in the paint)",,,"MISS LAYUP by MCWILLIAMS,MARTAVIN(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:35,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND DEF by GIVENS,DONOVAN",,,"REBOUND DEF by GIVENS,DONOVAN",2
09:24,,48,,53 (+5),"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",BU 48-53 (-5),,"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by MCWILLIAMS,MARTAVIN",,,"ASSIST  by MCWILLIAMS,MARTAVIN",2
09:19,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
09:19,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",2
09:19,,,,,"SUB IN by JORDAN,JUDAH",,,"SUB IN by JORDAN,JUDAH",2
09:19,,,,,"MISS FT by GIVENS,DONOVAN",,,"MISS FT by GIVENS,DONOVAN",2
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",2
09:12,"MISS JUMPER by GASCA,DAKOTA",,,,,,,"MISS JUMPER by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
08:57,,48,,55 (+7),"GOOD LAYUP by JORDAN,JUDAH(in the paint)",BU 48-55 (-7),,"GOOD LAYUP by JORDAN,JUDAH(in the paint)",2
08:43,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
08:43,,,,,"BLOCK  by TERRY,NEAL",,,"BLOCK  by TERRY,NEAL",2
--,,,,,"REBOUND DEF by TERRY,NEAL",,,"REBOUND DEF by TERRY,NEAL",2
08:23,,,,,"MISS DUNK by MCWILLIAMS,MARTAVIN(in the paint)",,,"MISS DUNK by MCWILLIAMS,MARTAVIN(in the paint)",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
08:14,"MISS JUMPER by WATSON,DOUG(in the paint)",,,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,,,,,"REBOUND DEF by MCWILLIAMS,MARTAVIN",,,"REBOUND DEF by MCWILLIAMS,MARTAVIN",2
08:04,,,,,"MISS 3PTR by MARSHALL,JORDAN",,,"MISS 3PTR by MARSHALL,JORDAN",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
07:53,,,,,"FOUL  by JORDAN,JUDAH",,,"FOUL  by JORDAN,JUDAH",2
07:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:53,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
07:53,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
07:53,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
07:53,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
07:53,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
07:53,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
07:53,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
07:53,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
07:53,"GOOD FT by WATSON,DOUG",49,,55 (+6),,Mill 49-55 (-6),,"GOOD FT by WATSON,DOUG",2
07:53,"GOOD FT by WATSON,DOUG",50,,55 (+5),,Mill 50-55 (-5),,"GOOD FT by WATSON,DOUG",2
07:35,,50,,57 (+7),"GOOD JUMPER by MARSHALL,JORDAN(in the paint)",BU 50-57 (-7),,"GOOD JUMPER by MARSHALL,JORDAN(in the paint)",2
07:07,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",52,,57 (+5),,Mill 52-57 (-5),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
06:54,,,,,"TURNOVER  by MCWILLIAMS,MARTAVIN",,,"TURNOVER  by MCWILLIAMS,MARTAVIN",2
06:41,"MISS 3PTR by FORBES,TRACE",,,,,,,"MISS 3PTR by FORBES,TRACE",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
06:34,,,,,"TURNOVER  by MARSHALL,JORDAN",,,"TURNOVER  by MARSHALL,JORDAN",2
06:34,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
06:20,"GOOD 3PTR by BONNECAZE,STEWART",55,,57 (+2),,Mill 55-57 (-2),,"GOOD 3PTR by BONNECAZE,STEWART",2
05:58,,,,,"MISS 3PTR by MARSHALL,JORDAN",,,"MISS 3PTR by MARSHALL,JORDAN",2
--,,,,,"REBOUND OFF by JORDAN,JUDAH",,,"REBOUND OFF by JORDAN,JUDAH",2
05:44,,,,,"MISS JUMPER by MCWILLIAMS,MARTAVIN",,,"MISS JUMPER by MCWILLIAMS,MARTAVIN",2
--,,,,,"REBOUND OFF by TERRY,NEAL",,,"REBOUND OFF by TERRY,NEAL",2
05:38,,,,,"TURNOVER  by TERRY,NEAL",,,"TURNOVER  by TERRY,NEAL",2
05:38,"STEAL  by FORBES,TRACE",,,,,,,"STEAL  by FORBES,TRACE",2
05:31,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by MARSHALL,JORDAN",,,"REBOUND DEF by MARSHALL,JORDAN",2
05:23,,,,,"TURNOVER  by MARSHALL,JORDAN",,,"TURNOVER  by MARSHALL,JORDAN",2
05:23,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
05:14,,,,,"SUB OUT by MCWILLIAMS,MARTAVIN",,,"SUB OUT by MCWILLIAMS,MARTAVIN",2
05:14,,,,,"SUB IN by LARKIN,TODD",,,"SUB IN by LARKIN,TODD",2
05:14,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
05:14,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
05:07,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",57,,57,,Mill 57-57 (0),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
05:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:53,,,,,"TURNOVER  by MARSHALL,JORDAN",,,"TURNOVER  by MARSHALL,JORDAN",2
04:53,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
04:46,,,,,"SUB OUT by TERRY,NEAL",,,"SUB OUT by TERRY,NEAL",2
04:46,,,,,"SUB IN by WHEATON,DAMIEN",,,"SUB IN by WHEATON,DAMIEN",2
04:46,,,,,"FOUL  by WHEATON,DAMIEN",,,"FOUL  by WHEATON,DAMIEN",2
04:46,,,,,"SUB OUT by WHEATON,DAMIEN",,,"SUB OUT by WHEATON,DAMIEN",2
04:46,,,,,"SUB IN by TERRY,NEAL",,,"SUB IN by TERRY,NEAL",2
04:46,"GOOD FT by WATSON,DOUG(fastbreak)",58 (+1),,57,,Mill 58-57 (+1),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:46,"GOOD FT by WATSON,DOUG(fastbreak)",59 (+2),,57,,Mill 59-57 (+2),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:29,,,,,"MISS JUMPER by MARSHALL,JORDAN(in the paint)",,,"MISS JUMPER by MARSHALL,JORDAN(in the paint)",2
--,,,,,"REBOUND OFF by TERRY,NEAL",,,"REBOUND OFF by TERRY,NEAL",2
04:21,,,,,"MISS 3PTR by MARSHALL,JORDAN",,,"MISS 3PTR by MARSHALL,JORDAN",2
--,"REBOUND DEF by FORBES,TRACE",,,,,,,"REBOUND DEF by FORBES,TRACE",2
04:12,,,,,"FOUL  by JORDAN,JUDAH",,,"FOUL  by JORDAN,JUDAH",2
04:12,"GOOD FT by BONNECAZE,STEWART",60 (+3),,57,,Mill 60-57 (+3),,"GOOD FT by BONNECAZE,STEWART",2
04:12,"GOOD FT by BONNECAZE,STEWART",61 (+4),,57,,Mill 61-57 (+4),,"GOOD FT by BONNECAZE,STEWART",2
03:54,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
03:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:54,,,,,"SUB OUT by LARKIN,TODD",,,"SUB OUT by LARKIN,TODD",2
03:54,,,,,"SUB IN by MCWILLIAMS,MARTAVIN",,,"SUB IN by MCWILLIAMS,MARTAVIN",2
03:54,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:54,,61 (+3),,58,"GOOD FT by JORDAN,JUDAH",BU 61-58 (+3),,"GOOD FT by JORDAN,JUDAH",2
03:37,"TURNOVER  by BUSH,RODREEKAS",,,,,,,"TURNOVER  by BUSH,RODREEKAS",2
03:37,,,,,"STEAL  by GIVENS,DONOVAN",,,"STEAL  by GIVENS,DONOVAN",2
03:28,,61,,61,"GOOD 3PTR by GIVENS,DONOVAN",BU 61-61 (0),,"GOOD 3PTR by GIVENS,DONOVAN",2
--,,,,,"ASSIST  by JORDAN,JUDAH",,,"ASSIST  by JORDAN,JUDAH",2
03:12,,,,,"FOUL  by TERRY,NEAL",,,"FOUL  by TERRY,NEAL",2
03:12,"GOOD FT by UGHOVWA,NICHOLAS",62 (+1),,61,,Mill 62-61 (+1),,"GOOD FT by UGHOVWA,NICHOLAS",2
03:12,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
03:12,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
03:12,"MISS FT by UGHOVWA,NICHOLAS",,,,,,,"MISS FT by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by TERRY,NEAL",,,"REBOUND DEF by TERRY,NEAL",2
03:07,,,,,"TURNOVER  by GIVENS,DONOVAN",,,"TURNOVER  by GIVENS,DONOVAN",2
03:07,"STEAL  by PHILLIPS JR,RODNEY",,,,,,,"STEAL  by PHILLIPS JR,RODNEY",2
02:55,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
02:55,,,,,"BLOCK  by TERRY,NEAL",,,"BLOCK  by TERRY,NEAL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:49,"GOOD 3PTR by FORBES,TRACE",65 (+4),,61,,Mill 65-61 (+4),,"GOOD 3PTR by FORBES,TRACE",2
--,"ASSIST  by UGHOVWA,NICHOLAS",,,,,,,"ASSIST  by UGHOVWA,NICHOLAS",2
02:32,"FOUL  by FORBES,TRACE",,,,,,,"FOUL  by FORBES,TRACE",2
02:32,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:32,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
02:23,"TURNOVER  by PHILLIPS JR,RODNEY",,,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",2
02:11,,,,,"MISS 3PTR by GIVENS,DONOVAN",,,"MISS 3PTR by GIVENS,DONOVAN",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
01:44,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:28,,,,,"MISS LAYUP by MCWILLIAMS,MARTAVIN(in the paint)",,,"MISS LAYUP by MCWILLIAMS,MARTAVIN(in the paint)",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
01:13,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",67 (+6),,61,,Mill 67-61 (+6),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
01:02,,,,,"MISS 3PTR by MARSHALL,JORDAN",,,"MISS 3PTR by MARSHALL,JORDAN",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
00:58,,,,,"SUB OUT by MCWILLIAMS,MARTAVIN",,,"SUB OUT by MCWILLIAMS,MARTAVIN",2
00:58,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
