Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:08,"GOOD FT by GASCA,DAKOTA(fastbreak)",4,,8 (+4),,Mill 4-8 (-4),,"GOOD FT by GASCA,DAKOTA(fastbreak)",1
17:08,"MISS FT by GASCA,DAKOTA(fastbreak)",,,,,,,"MISS FT by GASCA,DAKOTA(fastbreak)",1
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",1
17:08,,,,,"MISS JUMPER by WILSON,DREW",,,"MISS JUMPER by WILSON,DREW",1
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",1
17:08,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",1
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
17:08,"GOOD JUMPER by WATSON,DOUG",6,,8 (+2),,Mill 6-8 (-2),,"GOOD JUMPER by WATSON,DOUG",1
16:55,,6,,10 (+4),"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 6-10 (-4),,"GOOD LAYUP by STINNETT,CADE(in the paint)",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
16:48,"GOOD JUMPER by GASCA,DAKOTA",8,,10 (+2),,Mill 8-10 (-2),,"GOOD JUMPER by GASCA,DAKOTA",1
15:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
15:51,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",10,,10,,Mill 10-10 (0),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",1
15:51,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
15:51,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",1
15:51,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",1
15:51,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
15:51,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",1
15:51,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",1
15:51,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",1
15:51,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",1
15:51,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
15:36,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
15:11,,10,,12 (+2),"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",Centre 10-12 (-2),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
15:11,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
15:11,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",1
15:11,"STEAL  by BUSH,RODREEKAS",,,,,,,"STEAL  by BUSH,RODREEKAS",1
14:59,"MISS JUMPER by WATSON,DOUG(in the paint)",,,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",1
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",1
14:54,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",1
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",1
14:49,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
14:49,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",1
14:47,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",1
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",1
14:18,"GOOD 3PTR by PHILLIPS JR,RODNEY",13 (+1),,12,,Mill 13-12 (+1),,"GOOD 3PTR by PHILLIPS JR,RODNEY",1
--,"ASSIST  by GASCA,DAKOTA",,,,,,,"ASSIST  by GASCA,DAKOTA",1
14:08,,13,,14 (+1),"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",Centre 13-14 (-1),,"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",1
13:57,"GOOD LAYUP by STEPHEN,SETH(in the paint)",15 (+1),,14,,Mill 15-14 (+1),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",1
--,"ASSIST  by BUSH,RODREEKAS",,,,,,,"ASSIST  by BUSH,RODREEKAS",1
13:39,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",1
13:30,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",1
13:11,"GOOD FT by WATSON,DOUG",16 (+2),,14,,Mill 16-14 (+2),,"GOOD FT by WATSON,DOUG",1
13:09,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
13:09,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",1
13:09,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
13:09,,,,,"SUB IN by MAUL,CALEB",,,"SUB IN by MAUL,CALEB",1
13:09,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",1
13:09,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
12:42,"GOOD FT by WATSON,DOUG",17 (+3),,14,,Mill 17-14 (+3),,"GOOD FT by WATSON,DOUG",1
12:41,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",1
12:41,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
12:25,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",1
12:25,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",1
12:25,,,,,"MISS JUMPER by RAYMER,COLBY",,,"MISS JUMPER by RAYMER,COLBY",1
--,,,,,"REBOUND OFF by RING,NOAH",,,"REBOUND OFF by RING,NOAH",1
12:25,"FOUL  by PHILLIPS JR,RODNEY",,,,,,,"FOUL  by PHILLIPS JR,RODNEY",1
12:22,,17 (+1),,16,"GOOD JUMPER by COLEMAN,HUNTER",Centre 17-16 (+1),,"GOOD JUMPER by COLEMAN,HUNTER",1
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",1
11:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:49,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
11:49,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",1
11:49,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",1
11:49,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
11:29,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",19 (+3),,16,,Mill 19-16 (+3),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",1
11:12,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",1
10:58,,,,,"MISS FT by MAUL,CALEB",,,"MISS FT by MAUL,CALEB",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:58,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",1
10:58,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
10:58,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
10:58,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",1
10:58,,19 (+2),,17,"GOOD FT by MAUL,CALEB",Centre 19-17 (+2),,"GOOD FT by MAUL,CALEB",1
10:58,,,,,"SUB OUT by MAUL,CALEB",,,"SUB OUT by MAUL,CALEB",1
10:58,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
10:50,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",1
10:50,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",1
10:40,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",1
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",1
10:31,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:25,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
10:25,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",1
10:04,,19,,19,"GOOD JUMPER by RAYMER,COLBY",Centre 19-19 (0),,"GOOD JUMPER by RAYMER,COLBY",1
09:53,,,,,"FOUL  by RAYMER,COLBY",,,"FOUL  by RAYMER,COLBY",1
09:52,"GOOD FT by BONNECAZE,STEWART",20 (+1),,19,,Mill 20-19 (+1),,"GOOD FT by BONNECAZE,STEWART",1
09:52,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
09:52,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",1
09:52,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
09:52,,,,,"SUB IN by JONES,KAM",,,"SUB IN by JONES,KAM",1
09:52,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
09:52,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
09:52,"MISS FT by BONNECAZE,STEWART",,,,,,,"MISS FT by BONNECAZE,STEWART",1
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",1
09:52,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",1
09:52,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
09:45,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",,,"MISS JUMPER by STINNETT,CADE(in the paint)",1
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",1
09:19,"MISS 3PTR by BONNECAZE,STEWART",,,,,,,"MISS 3PTR by BONNECAZE,STEWART",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
09:11,,,,,"MISS 3PTR by JONES,KAM",,,"MISS 3PTR by JONES,KAM",1
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",1
09:04,"GOOD JUMPER by WATSON,DOUG(in the paint)",22 (+3),,19,,Mill 22-19 (+3),,"GOOD JUMPER by WATSON,DOUG(in the paint)",1
08:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
08:59,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",1
08:59,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",1
08:59,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
08:59,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",1
08:59,"SUB IN by LITTLE ,JAMES",,,,,,,"SUB IN by LITTLE ,JAMES",1
08:59,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",1
08:59,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",1
08:59,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",1
08:01,,,,,"MISS 3PTR by STINNETT,CADE",,,"MISS 3PTR by STINNETT,CADE",1
--,,,,,"REBOUND OFF by JONES,KAM",,,"REBOUND OFF by JONES,KAM",1
07:50,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",1
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",1
07:43,,22 (+1),,21,"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 22-21 (+1),,"GOOD LAYUP by STINNETT,CADE(in the paint)",1
07:41,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",1
07:37,"GOOD 3PTR by WATSON,DOUG",25 (+4),,21,,Mill 25-21 (+4),,"GOOD 3PTR by WATSON,DOUG",1
--,"ASSIST  by LITTLE ,JAMES",,,,,,,"ASSIST  by LITTLE ,JAMES",1
07:19,,,,,"TURNOVER  by JONES,KAM",,,"TURNOVER  by JONES,KAM",1
07:16,,,,,"SUB OUT by JONES,KAM",,,"SUB OUT by JONES,KAM",1
07:16,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
07:03,"MISS 3PTR by GORTON,MACK",,,,,,,"MISS 3PTR by GORTON,MACK",1
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",1
06:44,,25 (+2),,23,"GOOD JUMPER by STINNETT,CADE(in the paint)",Centre 25-23 (+2),,"GOOD JUMPER by STINNETT,CADE(in the paint)",1
06:27,"GOOD 3PTR by WATSON,DOUG",28 (+5),,23,,Mill 28-23 (+5),,"GOOD 3PTR by WATSON,DOUG",1
--,"ASSIST  by GORTON,MACK",,,,,,,"ASSIST  by GORTON,MACK",1
06:02,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",,,"MISS JUMPER by WILSON,DREW(in the paint)",1
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",1
05:43,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",1
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",1
05:18,,28 (+2),,26,"GOOD 3PTR by WILSON,DREW",Centre 28-26 (+2),,"GOOD 3PTR by WILSON,DREW",1
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",1
04:59,"GOOD JUMPER by LITTLE ,JAMES",30 (+4),,26,,Mill 30-26 (+4),,"GOOD JUMPER by LITTLE ,JAMES",1
--,"ASSIST  by GORTON,MACK",,,,,,,"ASSIST  by GORTON,MACK",1
04:40,,30 (+2),,28,"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 30-28 (+2),,"GOOD LAYUP by STINNETT,CADE(in the paint)",1
04:40,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",1
04:40,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
04:40,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",1
04:40,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",1
04:40,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",1
04:40,,30 (+1),,29,"GOOD FT by STINNETT,CADE",Centre 30-29 (+1),,"GOOD FT by STINNETT,CADE",1
04:32,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",1
04:11,"MISS 3PTR by HAUPT,KYLE",,,,,,,"MISS 3PTR by HAUPT,KYLE",1
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",1
03:50,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
03:50,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
03:42,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",1
03:38,,30,,31 (+1),"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",Centre 30-31 (-1),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",1
03:33,"MISS JUMPER by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS JUMPER by PHILLIPS JR,RODNEY(in the paint)",1
--,"REBOUND OFF by LITTLE ,JAMES",,,,,,,"REBOUND OFF by LITTLE ,JAMES",1
03:28,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",32 (+1),,31,,Mill 32-31 (+1),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
03:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:11,"SUB OUT by LITTLE ,JAMES",,,,,,,"SUB OUT by LITTLE ,JAMES",1
03:11,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",1
03:11,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",1
03:11,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
03:10,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",1
02:57,,32,,34 (+2),"GOOD 3PTR by WILSON,DREW",Centre 32-34 (-2),,"GOOD 3PTR by WILSON,DREW",1
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",1
02:40,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",1
02:40,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",1
02:23,,32,,37 (+5),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 32-37 (-5),,"GOOD 3PTR by TAYLOR,MARSHALL",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
02:03,"GOOD 3PTR by PHILLIPS JR,RODNEY",35,,37 (+2),,Mill 35-37 (-2),,"GOOD 3PTR by PHILLIPS JR,RODNEY",1
--,"ASSIST  by HAUPT,KYLE",,,,,,,"ASSIST  by HAUPT,KYLE",1
01:41,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",1
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",1
01:30,"MISS JUMPER by URSIN,AARON(in the paint)",,,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:25,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
01:25,,,,,"SUB IN by MAUL,CALEB",,,"SUB IN by MAUL,CALEB",1
01:25,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",1
01:25,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",1
01:09,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",1
01:09,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
01:03,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",1
00:58,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",1
00:58,,35,,38 (+3),"GOOD FT by MAUL,CALEB",Centre 35-38 (-3),,"GOOD FT by MAUL,CALEB",1
00:58,,35,,39 (+4),"GOOD FT by MAUL,CALEB",Centre 35-39 (-4),,"GOOD FT by MAUL,CALEB",1
00:55,"GOOD JUMPER by BONNECAZE,STEWART",37,,39 (+2),,Mill 37-39 (-2),,"GOOD JUMPER by BONNECAZE,STEWART",1
--,"ASSIST  by URSIN,AARON",,,,,,,"ASSIST  by URSIN,AARON",1
00:31,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:30,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
00:30,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",1
00:15,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",1
00:12,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",1
00:08,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
00:08,,,,,"SUB OUT by MAUL,CALEB",,,"SUB OUT by MAUL,CALEB",1
00:08,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
00:08,,,,,"SUB IN by JONES,KAM",,,"SUB IN by JONES,KAM",1
00:08,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",1
00:08,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
00:01,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",39,,39,,Mill 39-39 (0),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",1
20:00,,,,,"SUB OUT by JONES,KAM",,,"SUB OUT by JONES,KAM",2
20:00,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
20:00,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
20:00,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
20:00,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
19:34,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",,,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
19:23,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
19:23,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
19:16,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
19:16,"MISS FT by BONNECAZE,STEWART",,,,,,,"MISS FT by BONNECAZE,STEWART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:16,"GOOD FT by BONNECAZE,STEWART",40 (+1),,39,,Mill 40-39 (+1),,"GOOD FT by BONNECAZE,STEWART",2
19:06,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",2
