Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
00:53,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
00:53,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
00:53,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
00:53,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
00:44,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
00:44,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
00:44,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
00:44,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
00:44,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
00:44,,,,,"MISS FT by TAYLOR,MARSHALL",,,"MISS FT by TAYLOR,MARSHALL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:44,,,,,"MISS FT by TAYLOR,MARSHALL",,,"MISS FT by TAYLOR,MARSHALL",2
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",2
00:26,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
00:26,,,,,"STEAL  by TAYLOR,MARSHALL",,,"STEAL  by TAYLOR,MARSHALL",2
00:20,,77,,92 (+15),"GOOD LAYUP by WILSON,DREW(fastbreak)(in the paint)",Centre 77-92 (-15),,"GOOD LAYUP by WILSON,DREW(fastbreak)(in the paint)",2
00:14,"FOUL TECH by ROTH,DREW",,,,,,,"FOUL TECH by ROTH,DREW",2
00:14,"TURNOVER  by ROTH,DREW",,,,,,,"TURNOVER  by ROTH,DREW",2
00:07,,,,,"FOUL TECH by WILSON,DREW",,,"FOUL TECH by WILSON,DREW",2
00:07,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
00:07,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
