Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
03:38,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
03:38,"GOOD FT by JAMES,JORDAN",70 (+9),,61,,OU 70-61 (-9),,"GOOD FT by JAMES,JORDAN",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
03:13,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
03:13,,,,,"MISS FT by GASCA,DAKOTA",,,"MISS FT by GASCA,DAKOTA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:13,,70 (+8),,62,"GOOD FT by GASCA,DAKOTA",Mill 70-62 (-8),,"GOOD FT by GASCA,DAKOTA",2
03:13,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
03:13,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
03:13,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
03:13,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
02:54,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
02:45,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
02:45,"STEAL  by JAMES,JORDAN",,,,,,,"STEAL  by JAMES,JORDAN",2
02:42,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",2
02:42,"GOOD FT by EZIGBO,UBA(fastbreak)",71 (+9),,62,,OU 71-62 (-9),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
02:42,"GOOD FT by EZIGBO,UBA(fastbreak)",72 (+10),,62,,OU 72-62 (-10),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
02:25,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
02:17,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
02:17,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
02:17,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
02:17,,72 (+9),,63,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 72-63 (-9),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
02:17,,72 (+8),,64,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 72-64 (-8),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
02:08,"GOOD JUMPER by EZIGBO,UBA",74 (+10),,64,,OU 74-64 (-10),,"GOOD JUMPER by EZIGBO,UBA",2
--,"ASSIST  by JAMES,JORDAN",,,,,,,"ASSIST  by JAMES,JORDAN",2
01:55,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
01:55,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
01:46,"MISS JUMPER by EZIGBO,UBA(in the paint)",,,,,,,"MISS JUMPER by EZIGBO,UBA(in the paint)",2
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",2
01:34,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:29,,,,,"TURNOVER  by ROTH,DREW",,,"TURNOVER  by ROTH,DREW",2
01:18,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
01:02,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
00:40,"GOOD JUMPER by EZIGBO,UBA(in the paint)",76 (+12),,64,,OU 76-64 (-12),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
00:27,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
