Time Remaining,LAGRANGE,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
15:35,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
15:35,"SUB OUT by LYONS,CAMERIN",,,,,,,"SUB OUT by LYONS,CAMERIN",2
15:28,"GOOD LAYUP by PETTIGREW,ISAIAH(in the paint)",40,,40,,LAGRANGE 40-40 (0),,"GOOD LAYUP by PETTIGREW,ISAIAH(in the paint)",2
15:08,,,,,"MISS LAYUP by BONNECAZE,STEWART",,,"MISS LAYUP by BONNECAZE,STEWART",2
--,"REBOUND DEF by EDWARDS,BERSHARD",,,,,,,"REBOUND DEF by EDWARDS,BERSHARD",2
14:59,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",2
14:48,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
14:39,"GOOD JUMPER by SMITH,KYLE",42 (+2),,40,,LAGRANGE 42-40 (-2),,"GOOD JUMPER by SMITH,KYLE",2
--,"ASSIST  by ODEN,ISAIAH",,,,,,,"ASSIST  by ODEN,ISAIAH",2
14:22,,42,,42,"GOOD LAYUP by GORTON,MACK(in the paint)",MILLSAPS 42-42 (0),,"GOOD LAYUP by GORTON,MACK(in the paint)",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
14:13,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",44 (+2),,42,,LAGRANGE 44-42 (-2),,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",2
13:48,"FOUL  by SMITH,KYLE",,,,,,,"FOUL  by SMITH,KYLE",2
13:48,,44 (+1),,43,"GOOD FT by JR,RODNEY PHILLIPS",MILLSAPS 44-43 (-1),,"GOOD FT by JR,RODNEY PHILLIPS",2
13:48,,44,,44,"GOOD FT by JR,RODNEY PHILLIPS",MILLSAPS 44-44 (0),,"GOOD FT by JR,RODNEY PHILLIPS",2
13:48,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
13:48,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
13:48,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
13:48,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
13:48,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
13:48,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
13:25,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
13:15,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
13:07,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
12:51,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
12:46,,,,,"MISS LAYUP by BONNECAZE,STEWART",,,"MISS LAYUP by BONNECAZE,STEWART",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
12:33,"TURNOVER  by SCOTT,BRODIE",,,,,,,"TURNOVER  by SCOTT,BRODIE",2
12:29,"SUB IN by LYONS,CAMERIN",,,,,,,"SUB IN by LYONS,CAMERIN",2
12:29,"SUB OUT by ODEN,ISAIAH",,,,,,,"SUB OUT by ODEN,ISAIAH",2
12:11,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
12:11,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",2
12:11,"SUB OUT by PETTIGREW,ISAIAH",,,,,,,"SUB OUT by PETTIGREW,ISAIAH",2
12:02,"MISS 3PTR by DOLHANCYK,COOPER",,,,,,,"MISS 3PTR by DOLHANCYK,COOPER",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
11:49,"FOUL  by SCOTT,BRODIE",,,,,,,"FOUL  by SCOTT,BRODIE",2
11:30,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
11:19,"MISS 3PTR by SMITH,KYLE",,,,,,,"MISS 3PTR by SMITH,KYLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:14,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
11:14,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
10:57,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
10:48,,44,,46 (+2),"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",MILLSAPS 44-46 (+2),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
10:27,"TURNOVER  by SMITH,KYLE",,,,,,,"TURNOVER  by SMITH,KYLE",2
10:27,"SUB IN by HERRELL,JACE",,,,,,,"SUB IN by HERRELL,JACE",2
10:27,"SUB OUT by LYONS,CAMERIN",,,,,,,"SUB OUT by LYONS,CAMERIN",2
10:27,,,,,"SUB IN by JR,RODNEY PHILLIPS",,,"SUB IN by JR,RODNEY PHILLIPS",2
10:27,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
10:27,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
10:27,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
10:02,,44,,49 (+5),"GOOD 3PTR by WATSON,DOUG",MILLSAPS 44-49 (+5),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
09:32,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
09:32,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",2
09:32,"SUB OUT by SCOTT,BRODIE",,,,,,,"SUB OUT by SCOTT,BRODIE",2
09:29,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
09:09,,,,,"TURNOVER  by JR,RODNEY PHILLIPS",,,"TURNOVER  by JR,RODNEY PHILLIPS",2
09:09,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
09:09,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
08:57,"MISS JUMPER by HERRELL,JACE",,,,,,,"MISS JUMPER by HERRELL,JACE",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
08:44,,,,,"MISS LAYUP by WATSON,DOUG",,,"MISS LAYUP by WATSON,DOUG",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
08:38,,44,,51 (+7),"GOOD LAYUP by URSIN,AARON(in the paint)",MILLSAPS 44-51 (+7),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
08:35,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
08:35,,44,,52 (+8),"GOOD FT by URSIN,AARON",MILLSAPS 44-52 (+8),,"GOOD FT by URSIN,AARON",2
08:27,"TURNOVER  by SMITH,KYLE",,,,,,,"TURNOVER  by SMITH,KYLE",2
08:27,"SUB IN by LYONS,CAMERIN",,,,,,,"SUB IN by LYONS,CAMERIN",2
08:27,"SUB OUT by HERRELL,JACE",,,,,,,"SUB OUT by HERRELL,JACE",2
08:17,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
08:15,"STEAL  by EDWARDS,BERSHARD",,,,,,,"STEAL  by EDWARDS,BERSHARD",2
08:13,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
08:13,"MISS FT by LYONS,CAMERIN",,,,,,,"MISS FT by LYONS,CAMERIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:13,"MISS FT by LYONS,CAMERIN",,,,,,,"MISS FT by LYONS,CAMERIN",2
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",2
07:59,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
07:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
07:20,,44,,54 (+10),"GOOD JUMPER by RUCKER,CAM",MILLSAPS 44-54 (+10),,"GOOD JUMPER by RUCKER,CAM",2
07:03,"GOOD JUMPER by EDWARDS,BERSHARD",46,,54 (+8),,LAGRANGE 46-54 (+8),,"GOOD JUMPER by EDWARDS,BERSHARD",2
06:48,,,,,"MISS JUMPER by RUCKER,CAM",,,"MISS JUMPER by RUCKER,CAM",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
06:44,,,,,"MISS LAYUP by URSIN,AARON",,,"MISS LAYUP by URSIN,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:38,,,,,"SUB IN by JR,RODNEY PHILLIPS",,,"SUB IN by JR,RODNEY PHILLIPS",2
06:38,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
06:38,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
06:38,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
06:34,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
06:18,"GOOD LAYUP by SMITH,KYLE(in the paint)",48,,54 (+6),,LAGRANGE 48-54 (+6),,"GOOD LAYUP by SMITH,KYLE(in the paint)",2
--,"ASSIST  by DOLHANCYK,COOPER",,,,,,,"ASSIST  by DOLHANCYK,COOPER",2
06:02,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
05:59,"MISS 3PTR by PENDLETON,TAYSHAWN",,,,,,,"MISS 3PTR by PENDLETON,TAYSHAWN",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
05:28,,48,,56 (+8),"GOOD LAYUP by JR,RODNEY PHILLIPS(in the paint)",MILLSAPS 48-56 (+8),,"GOOD LAYUP by JR,RODNEY PHILLIPS(in the paint)",2
05:14,"GOOD JUMPER by EDWARDS,BERSHARD",50,,56 (+6),,LAGRANGE 50-56 (+6),,"GOOD JUMPER by EDWARDS,BERSHARD",2
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",2
05:04,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",2
05:04,"SUB IN by SCOTT,BRODIE",,,,,,,"SUB IN by SCOTT,BRODIE",2
05:04,"SUB OUT by PENDLETON,TAYSHAWN",,,,,,,"SUB OUT by PENDLETON,TAYSHAWN",2
05:04,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
05:04,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
04:54,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
04:54,"MISS FT by EDWARDS,BERSHARD",,,,,,,"MISS FT by EDWARDS,BERSHARD",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:54,"GOOD FT by EDWARDS,BERSHARD",51,,56 (+5),,LAGRANGE 51-56 (+5),,"GOOD FT by EDWARDS,BERSHARD",2
04:54,,,,,"SUB IN by JR,RODNEY PHILLIPS",,,"SUB IN by JR,RODNEY PHILLIPS",2
04:54,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
04:47,"FOUL  by SCOTT,BRODIE",,,,,,,"FOUL  by SCOTT,BRODIE",2
04:47,,51,,57 (+6),"GOOD FT by WATSON,DOUG",MILLSAPS 51-57 (+6),,"GOOD FT by WATSON,DOUG",2
04:47,,51,,58 (+7),"GOOD FT by WATSON,DOUG",MILLSAPS 51-58 (+7),,"GOOD FT by WATSON,DOUG",2
04:47,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
04:47,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
04:47,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
04:47,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
04:20,"GOOD JUMPER by LYONS,CAMERIN",53,,58 (+5),,LAGRANGE 53-58 (+5),,"GOOD JUMPER by LYONS,CAMERIN",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
04:05,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
04:01,"GOOD LAYUP by SMITH,KYLE(in the paint)",55,,58 (+3),,LAGRANGE 55-58 (+3),,"GOOD LAYUP by SMITH,KYLE(in the paint)",2
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",2
03:44,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
03:31,"GOOD 3PTR by DOLHANCYK,COOPER",58,,58,,LAGRANGE 58-58 (0),,"GOOD 3PTR by DOLHANCYK,COOPER",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
03:06,,58,,60 (+2),"GOOD LAYUP by WATSON,DOUG(in the paint)",MILLSAPS 58-60 (+2),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
03:03,"FOUL  by SCOTT,BRODIE",,,,,,,"FOUL  by SCOTT,BRODIE",2
03:03,,58,,61 (+3),"GOOD FT by WATSON,DOUG",MILLSAPS 58-61 (+3),,"GOOD FT by WATSON,DOUG",2
03:03,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
03:03,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
02:53,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",60,,61 (+1),,LAGRANGE 60-61 (+1),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",2
02:53,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
02:53,"GOOD FT by LYONS,CAMERIN",61,,61,,LAGRANGE 61-61 (0),,"GOOD FT by LYONS,CAMERIN",2
02:53,,,,,"SUB IN by JR,RODNEY PHILLIPS",,,"SUB IN by JR,RODNEY PHILLIPS",2
02:53,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
02:39,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
02:15,"TURNOVER  by DOLHANCYK,COOPER",,,,,,,"TURNOVER  by DOLHANCYK,COOPER",2
02:15,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
02:15,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
02:02,"FOUL  by DOLHANCYK,COOPER",,,,,,,"FOUL  by DOLHANCYK,COOPER",2
02:02,,,,,"MISS FT by JR,RODNEY PHILLIPS",,,"MISS FT by JR,RODNEY PHILLIPS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:02,,61,,62 (+1),"GOOD FT by JR,RODNEY PHILLIPS",MILLSAPS 61-62 (+1),,"GOOD FT by JR,RODNEY PHILLIPS",2
02:02,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
02:02,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
02:02,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
02:02,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
01:39,"MISS JUMPER by LYONS,CAMERIN",,,,,,,"MISS JUMPER by LYONS,CAMERIN",2
--,"REBOUND OFF by SMITH,KYLE",,,,,,,"REBOUND OFF by SMITH,KYLE",2
01:29,"MISS 3PTR by SCOTT,BRODIE",,,,,,,"MISS 3PTR by SCOTT,BRODIE",2
--,"REBOUND OFF by LYONS,CAMERIN",,,,,,,"REBOUND OFF by LYONS,CAMERIN",2
01:23,"GOOD LAYUP by SCOTT,BRODIE(in the paint)",63 (+1),,62,,LAGRANGE 63-62 (-1),,"GOOD LAYUP by SCOTT,BRODIE(in the paint)",2
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",2
01:17,,,,,"SUB IN by JR,RODNEY PHILLIPS",,,"SUB IN by JR,RODNEY PHILLIPS",2
01:17,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
01:17,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
01:17,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
01:08,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND DEF by EDWARDS,BERSHARD",,,,,,,"REBOUND DEF by EDWARDS,BERSHARD",2
00:43,"MISS LAYUP by SMITH,KYLE",,,,,,,"MISS LAYUP by SMITH,KYLE",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
00:28,,,,,"MISS LAYUP by JR,RODNEY PHILLIPS",,,"MISS LAYUP by JR,RODNEY PHILLIPS",2
--,"REBOUND DEF by SCOTT,BRODIE",,,,,,,"REBOUND DEF by SCOTT,BRODIE",2
00:23,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
00:22,"GOOD FT by EDWARDS,BERSHARD",64 (+2),,62,,LAGRANGE 64-62 (-2),,"GOOD FT by EDWARDS,BERSHARD",2
00:22,"GOOD FT by EDWARDS,BERSHARD",65 (+3),,62,,LAGRANGE 65-62 (-3),,"GOOD FT by EDWARDS,BERSHARD",2
00:22,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
00:22,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
00:17,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
00:14,,,,,"FOUL  by JR,RODNEY PHILLIPS",,,"FOUL  by JR,RODNEY PHILLIPS",2
00:14,"GOOD FT by EDWARDS,BERSHARD",66 (+4),,62,,LAGRANGE 66-62 (-4),,"GOOD FT by EDWARDS,BERSHARD",2
00:14,"GOOD FT by EDWARDS,BERSHARD",67 (+5),,62,,LAGRANGE 67-62 (-5),,"GOOD FT by EDWARDS,BERSHARD",2
00:08,,67 (+3),,64,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",MILLSAPS 67-64 (-3),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
00:08,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
00:08,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
00:08,,,,,"SUB OUT by JR,RODNEY PHILLIPS",,,"SUB OUT by JR,RODNEY PHILLIPS",2
00:08,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
00:07,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
00:07,"MISS FT by EDWARDS,BERSHARD",,,,,,,"MISS FT by EDWARDS,BERSHARD",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:07,"GOOD FT by EDWARDS,BERSHARD",68 (+4),,64,,LAGRANGE 68-64 (-4),,"GOOD FT by EDWARDS,BERSHARD",2
00:07,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
00:07,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
00:07,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
00:07,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
00:07,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
00:07,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
00:03,,68 (+1),,67,"GOOD 3PTR by GASCA,DAKOTA",MILLSAPS 68-67 (-1),,"GOOD 3PTR by GASCA,DAKOTA",2
00:01,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
00:01,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
