Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
15:35,,7 (+1),,6,"GOOD 3PTR by HOGAN,TJ",Mill 7-6 (-1),,"GOOD 3PTR by HOGAN,TJ",1
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",1
15:19,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
15:18,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
15:18,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
15:18,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
15:18,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
15:18,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
15:18,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
15:15,"GOOD 3PTR by BROWN,BRANTHONY",10 (+4),,6,,LC 10-6 (-4),,"GOOD 3PTR by BROWN,BRANTHONY",1
--,"ASSIST  by BILBO,K.J.",,,,,,,"ASSIST  by BILBO,K.J.",1
15:15,"MISS FT by BROWN,BRANTHONY",,,,,,,"MISS FT by BROWN,BRANTHONY",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
15:15,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",1
14:58,"MISS 3PTR by BILBO,K.J.",,,,,,,"MISS 3PTR by BILBO,K.J.",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
14:42,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
14:36,"GOOD LAYUP by SMITH,GARY(in the paint)",12 (+6),,6,,LC 12-6 (-6),,"GOOD LAYUP by SMITH,GARY(in the paint)",1
14:28,"FOUL  by SMITH,GARY",,,,,,,"FOUL  by SMITH,GARY",1
14:19,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",1
14:19,"STEAL  by BANKS,FERONTAY",,,,,,,"STEAL  by BANKS,FERONTAY",1
14:19,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
14:19,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",1
14:10,"TURNOVER  by BANKS,FERONTAY",,,,,,,"TURNOVER  by BANKS,FERONTAY",1
14:10,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",1
14:10,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
14:10,"SUB OUT by SMITH,GARY",,,,,,,"SUB OUT by SMITH,GARY",1
14:10,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",1
14:10,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
14:10,"SUB OUT by BROWN,BRANTHONY",,,,,,,"SUB OUT by BROWN,BRANTHONY",1
14:10,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
14:10,"SUB IN by BROWN,BRANTHONY",,,,,,,"SUB IN by BROWN,BRANTHONY",1
14:06,"FOUL  by DEJEAN,KONNOR",,,,,,,"FOUL  by DEJEAN,KONNOR",1
13:51,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
13:51,"STEAL  by JOHNSON,DELOR",,,,,,,"STEAL  by JOHNSON,DELOR",1
13:51,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",1
13:51,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
13:34,"MISS 3PTR by BILBO,K.J.",,,,,,,"MISS 3PTR by BILBO,K.J.",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:26,"SUB OUT by BANKS,FERONTAY",,,,,,,"SUB OUT by BANKS,FERONTAY",1
13:26,"SUB IN by OWUSU,JAMAEL",,,,,,,"SUB IN by OWUSU,JAMAEL",1
13:26,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
13:26,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",1
13:26,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
13:26,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
13:23,"FOUL  by BANKS,FERONTAY",,,,,,,"FOUL  by BANKS,FERONTAY",1
13:23,"TURNOVER  by BANKS,FERONTAY",,,,,,,"TURNOVER  by BANKS,FERONTAY",1
13:23,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",1
13:23,"STEAL  by DEJEAN,KONNOR",,,,,,,"STEAL  by DEJEAN,KONNOR",1
13:23,"FOUL  by BILBO,K.J.",,,,,,,"FOUL  by BILBO,K.J.",1
13:23,"TURNOVER  by BILBO,K.J.",,,,,,,"TURNOVER  by BILBO,K.J.",1
13:23,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",1
13:23,"SUB OUT by OWUSU,JAMAEL",,,,,,,"SUB OUT by OWUSU,JAMAEL",1
13:23,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
13:23,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",1
13:06,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
13:06,"STEAL  by HARDY,BAILEY",,,,,,,"STEAL  by HARDY,BAILEY",1
13:06,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
13:06,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",1
12:56,"GOOD LAYUP by HARDY,BAILEY(fastbreak)(in the paint)",14 (+8),,6,,LC 14-6 (-8),,"GOOD LAYUP by HARDY,BAILEY(fastbreak)(in the paint)",1
12:37,,14 (+6),,8,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 14-8 (-6),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",1
11:55,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
11:55,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
11:55,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
11:55,"SUB OUT by DEJEAN,KONNOR",,,,,,,"SUB OUT by DEJEAN,KONNOR",1
11:55,"SUB OUT by BROWN,BRANTHONY",,,,,,,"SUB OUT by BROWN,BRANTHONY",1
11:55,"SUB IN by TEBBE,DREW",,,,,,,"SUB IN by TEBBE,DREW",1
11:55,"SUB IN by OWUSU,JAMAEL",,,,,,,"SUB IN by OWUSU,JAMAEL",1
11:47,"TURNOVER  by HARDY,BAILEY",,,,,,,"TURNOVER  by HARDY,BAILEY",1
11:47,,,,,"STEAL  by BUSH,RODREEKAS",,,"STEAL  by BUSH,RODREEKAS",1
11:40,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",1
--,"REBOUND DEF by BILBO,K.J.",,,,,,,"REBOUND DEF by BILBO,K.J.",1
11:33,"FOUL  by HARDY,BAILEY",,,,,,,"FOUL  by HARDY,BAILEY",1
11:15,,,,,"MISS JUMPER by BONNECAZE,STEWART",,,"MISS JUMPER by BONNECAZE,STEWART",1
11:15,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
11:15,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
--,"REBOUND DEF by HARDY,BAILEY",,,,,,,"REBOUND DEF by HARDY,BAILEY",1
10:57,"MISS 3PTR by BILBO,K.J.",,,,,,,"MISS 3PTR by BILBO,K.J.",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
10:46,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",1
10:46,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
10:46,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
--,"REBOUND DEF by BANKS,FERONTAY",,,,,,,"REBOUND DEF by BANKS,FERONTAY",1
10:35,"MISS JUMPER by TEBBE,DREW",,,,,,,"MISS JUMPER by TEBBE,DREW",1
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
10:23,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",,,"MISS LAYUP by RUCKER,CAM(in the paint)",1
10:23,"BLOCK  by BILBO,K.J.",,,,,,,"BLOCK  by BILBO,K.J.",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:23,"SUB OUT by OWUSU,JAMAEL",,,,,,,"SUB OUT by OWUSU,JAMAEL",1
10:23,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
10:18,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
10:08,"TURNOVER  by BANKS,FERONTAY",,,,,,,"TURNOVER  by BANKS,FERONTAY",1
10:08,,,,,"STEAL  by UGHOVWA,NICHOLAS",,,"STEAL  by UGHOVWA,NICHOLAS",1
09:57,,14 (+3),,11,"GOOD 3PTR by BUSH,RODREEKAS",Mill 14-11 (-3),,"GOOD 3PTR by BUSH,RODREEKAS",1
--,,,,,"ASSIST  by UGHOVWA,NICHOLAS",,,"ASSIST  by UGHOVWA,NICHOLAS",1
09:39,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
09:39,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
09:39,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",1
09:39,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",1
09:39,"SUB IN by SMITH,GARY",,,,,,,"SUB IN by SMITH,GARY",1
09:37,"TURNOVER  by BILBO,K.J.",,,,,,,"TURNOVER  by BILBO,K.J.",1
09:24,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",1
--,"REBOUND DEF by BANKS,FERONTAY",,,,,,,"REBOUND DEF by BANKS,FERONTAY",1
09:06,"TURNOVER  by SMITH,GARY",,,,,,,"TURNOVER  by SMITH,GARY",1
09:06,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
09:06,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
08:49,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",1
08:49,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
08:49,"SUB OUT by BILBO,K.J.",,,,,,,"SUB OUT by BILBO,K.J.",1
08:49,"SUB IN by BROWN,BRANTHONY",,,,,,,"SUB IN by BROWN,BRANTHONY",1
08:40,"GOOD LAYUP by BROWN,BRANTHONY(in the paint)",16 (+5),,11,,LC 16-11 (-5),,"GOOD LAYUP by BROWN,BRANTHONY(in the paint)",1
--,"ASSIST  by JOHNSON,DELOR",,,,,,,"ASSIST  by JOHNSON,DELOR",1
08:31,,16 (+2),,14,"GOOD 3PTR by RUCKER,CAM",Mill 16-14 (-2),,"GOOD 3PTR by RUCKER,CAM",1
--,,,,,"ASSIST  by UGHOVWA,NICHOLAS",,,"ASSIST  by UGHOVWA,NICHOLAS",1
07:55,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",1
07:55,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
07:55,"SUB OUT by BANKS,FERONTAY",,,,,,,"SUB OUT by BANKS,FERONTAY",1
07:55,"SUB IN by DEJEAN,KONNOR",,,,,,,"SUB IN by DEJEAN,KONNOR",1
07:55,"SUB IN by JOHNSON,KOBI",,,,,,,"SUB IN by JOHNSON,KOBI",1
07:55,"SUB OUT by DEJEAN,KONNOR",,,,,,,"SUB OUT by DEJEAN,KONNOR",1
07:55,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
07:55,"MISS FT by JOHNSON,DELOR",,,,,,,"MISS FT by JOHNSON,DELOR",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:55,"GOOD FT by JOHNSON,DELOR",17 (+3),,14,,LC 17-14 (-3),,"GOOD FT by JOHNSON,DELOR",1
07:55,"SUB OUT by TEBBE,DREW",,,,,,,"SUB OUT by TEBBE,DREW",1
07:55,"SUB IN by DEJEAN,KONNOR",,,,,,,"SUB IN by DEJEAN,KONNOR",1
07:46,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by JOHNSON,KOBI",,,,,,,"REBOUND DEF by JOHNSON,KOBI",1
07:21,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
07:21,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
07:16,"MISS LAYUP by JOHNSON,KOBI(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,KOBI(in the paint)",1
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",1
06:52,,17 (+1),,16,"GOOD DUNK by UGHOVWA,NICHOLAS(in the paint)",Mill 17-16 (-1),,"GOOD DUNK by UGHOVWA,NICHOLAS(in the paint)",1
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",1
06:36,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",1
06:36,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
06:36,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",1
06:36,"SUB OUT by BROWN,BRANTHONY",,,,,,,"SUB OUT by BROWN,BRANTHONY",1
06:36,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",1
06:36,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",1
06:36,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
06:13,"MISS LAYUP by SMITH,GARY(in the paint)",,,,,,,"MISS LAYUP by SMITH,GARY(in the paint)",1
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
06:00,"TURNOVER  by HARDY,BAILEY",,,,,,,"TURNOVER  by HARDY,BAILEY",1
06:00,,,,,"STEAL  by STEPHEN,SETH",,,"STEAL  by STEPHEN,SETH",1
05:55,"GOOD DUNK by SMITH,GARY(in the paint)",19 (+3),,16,,LC 19-16 (-3),,"GOOD DUNK by SMITH,GARY(in the paint)",1
05:55,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
05:55,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
05:55,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
05:55,"GOOD LAYUP by HARDY,BAILEY(fastbreak)(in the paint)",21 (+5),,16,,LC 21-16 (-5),,"GOOD LAYUP by HARDY,BAILEY(fastbreak)(in the paint)",1
05:43,,21 (+3),,18,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 21-18 (-3),,"GOOD LAYUP by WATSON,DOUG(in the paint)",1
05:42,"FOUL  by SMITH,GARY",,,,,,,"FOUL  by SMITH,GARY",1
05:42,,21 (+2),,19,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 21-19 (-2),,"GOOD FT by WATSON,DOUG(fastbreak)",1
05:32,,,,,"FOUL  by PHILLIPS JR,RODNEY",,,"FOUL  by PHILLIPS JR,RODNEY",1
05:32,"MISS FT by DEJEAN,KONNOR",,,,,,,"MISS FT by DEJEAN,KONNOR",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:32,"SUB OUT by JOHNSON,KOBI",,,,,,,"SUB OUT by JOHNSON,KOBI",1
05:32,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",1
05:32,"MISS FT by DEJEAN,KONNOR",,,,,,,"MISS FT by DEJEAN,KONNOR",1
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",1
05:17,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by JOHNSON,DELOR",,,,,,,"REBOUND DEF by JOHNSON,DELOR",1
05:01,"GOOD 3PTR by SMITH,GARY",24 (+5),,19,,LC 24-19 (-5),,"GOOD 3PTR by SMITH,GARY",1
--,"ASSIST  by BANKS,FERONTAY",,,,,,,"ASSIST  by BANKS,FERONTAY",1
04:37,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
04:37,"STEAL  by DEJEAN,KONNOR",,,,,,,"STEAL  by DEJEAN,KONNOR",1
04:24,"GOOD JUMPER by DEJEAN,KONNOR(in the paint)",26 (+7),,19,,LC 26-19 (-7),,"GOOD JUMPER by DEJEAN,KONNOR(in the paint)",1
03:57,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",1
03:57,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
03:57,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",1
03:57,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
03:57,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
03:55,"TURNOVER  by HARDY,BAILEY",,,,,,,"TURNOVER  by HARDY,BAILEY",1
03:55,,,,,"STEAL  by HOGAN,TJ",,,"STEAL  by HOGAN,TJ",1
03:43,,,,,"TURNOVER  by HOGAN,TJ",,,"TURNOVER  by HOGAN,TJ",1
03:36,"GOOD 3PTR by HARDY,BAILEY",29 (+10),,19,,LC 29-19 (-10),,"GOOD 3PTR by HARDY,BAILEY",1
03:22,"FOUL  by HARDY,BAILEY",,,,,,,"FOUL  by HARDY,BAILEY",1
03:22,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
03:22,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
03:22,"SUB OUT by DEJEAN,KONNOR",,,,,,,"SUB OUT by DEJEAN,KONNOR",1
03:22,"SUB IN by BILBO,K.J.",,,,,,,"SUB IN by BILBO,K.J.",1
03:22,,29 (+9),,20,"GOOD FT by URSIN,AARON",Mill 29-20 (-9),,"GOOD FT by URSIN,AARON",1
03:22,,29 (+8),,21,"GOOD FT by URSIN,AARON",Mill 29-21 (-8),,"GOOD FT by URSIN,AARON",1
03:09,"GOOD 3PTR by SMITH,GARY",32 (+11),,21,,LC 32-21 (-11),,"GOOD 3PTR by SMITH,GARY",1
--,"ASSIST  by TEBBE,DREW",,,,,,,"ASSIST  by TEBBE,DREW",1
03:09,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",1
03:09,"SUB IN by TEBBE,DREW",,,,,,,"SUB IN by TEBBE,DREW",1
02:57,"FOUL  by BANKS,FERONTAY",,,,,,,"FOUL  by BANKS,FERONTAY",1
02:57,,32 (+10),,22,"GOOD FT by WATSON,DOUG",Mill 32-22 (-10),,"GOOD FT by WATSON,DOUG",1
02:57,,32 (+9),,23,"GOOD FT by WATSON,DOUG",Mill 32-23 (-9),,"GOOD FT by WATSON,DOUG",1
02:46,"MISS JUMPER by BILBO,K.J.",,,,,,,"MISS JUMPER by BILBO,K.J.",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:43,"FOUL  by BANKS,FERONTAY",,,,,,,"FOUL  by BANKS,FERONTAY",1
02:43,"TURNOVER  by BANKS,FERONTAY",,,,,,,"TURNOVER  by BANKS,FERONTAY",1
02:43,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
02:43,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
02:43,"SUB IN by TEBBE,DREW",,,,,,,"SUB IN by TEBBE,DREW",1
02:43,,32 (+8),,24,"GOOD FT by HOGAN,TJ",Mill 32-24 (-8),,"GOOD FT by HOGAN,TJ",1
02:43,,32 (+7),,25,"GOOD FT by HOGAN,TJ",Mill 32-25 (-7),,"GOOD FT by HOGAN,TJ",1
02:43,"SUB OUT by TEBBE,DREW",,,,,,,"SUB OUT by TEBBE,DREW",1
02:43,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",1
02:43,"SUB OUT by BANKS,FERONTAY",,,,,,,"SUB OUT by BANKS,FERONTAY",1
02:31,"MISS JUMPER by JOHNSON,DELOR(in the paint)",,,,,,,"MISS JUMPER by JOHNSON,DELOR(in the paint)",1
02:31,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",1
02:31,"SUB IN by JOHNSON,KOBI",,,,,,,"SUB IN by JOHNSON,KOBI",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
02:19,,,,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",1
--,"REBOUND DEF by BILBO,K.J.",,,,,,,"REBOUND DEF by BILBO,K.J.",1
02:08,"GOOD LAYUP by JOHNSON,DELOR(in the paint)",34 (+9),,25,,LC 34-25 (-9),,"GOOD LAYUP by JOHNSON,DELOR(in the paint)",1
--,"ASSIST  by SMITH,GARY",,,,,,,"ASSIST  by SMITH,GARY",1
01:53,,34 (+7),,27,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 34-27 (-7),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",1
01:39,"GOOD 3PTR by TEBBE,DREW",37 (+10),,27,,LC 37-27 (-10),,"GOOD 3PTR by TEBBE,DREW",1
--,"ASSIST  by JOHNSON,KOBI",,,,,,,"ASSIST  by JOHNSON,KOBI",1
01:14,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by TEBBE,DREW",,,,,,,"REBOUND DEF by TEBBE,DREW",1
