Time Remaining,WEBSTR,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:34,"TURNOVER  by SYKES II,JEMARD",,,,,,,"TURNOVER  by SYKES II,JEMARD",1
17:34,,,,,"STEAL  by GASCA,DAKOTA",,,"STEAL  by GASCA,DAKOTA",1
17:30,"FOUL  by COLEMAN,JASON",,,,,,,"FOUL  by COLEMAN,JASON",1
17:30,,4,,4,"GOOD FT by GASCA,DAKOTA(fastbreak)",Mill 4-4 (0),,"GOOD FT by GASCA,DAKOTA(fastbreak)",1
17:30,,4,,5 (+1),"GOOD FT by GASCA,DAKOTA(fastbreak)",Mill 4-5 (+1),,"GOOD FT by GASCA,DAKOTA(fastbreak)",1
17:15,"MISS JUMPER by BECTON,MARKUS",,,,,,,"MISS JUMPER by BECTON,MARKUS",1
--,"REBOUND OFF by MOORE,KARL",,,,,,,"REBOUND OFF by MOORE,KARL",1
17:08,"GOOD JUMPER by BROWN JR.,WYNNE(in the paint)",6 (+1),,5,,WEBSTR 6-5 (-1),,"GOOD JUMPER by BROWN JR.,WYNNE(in the paint)",1
16:48,,6,,7 (+1),"GOOD JUMPER by WATSON,DOUG",Mill 6-7 (+1),,"GOOD JUMPER by WATSON,DOUG",1
16:16,"MISS JUMPER by BROWN JR.,WYNNE",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE",1
--,"REBOUND OFF by MOORE,KARL",,,,,,,"REBOUND OFF by MOORE,KARL",1
16:08,"GOOD JUMPER by BECTON,MARKUS",8 (+1),,7,,WEBSTR 8-7 (-1),,"GOOD JUMPER by BECTON,MARKUS",1
--,"ASSIST  by MOORE,KARL",,,,,,,"ASSIST  by MOORE,KARL",1
15:53,"FOUL  by MOORE,KARL",,,,,,,"FOUL  by MOORE,KARL",1
15:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:53,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
15:53,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
15:53,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
15:53,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
15:53,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",1
15:53,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",1
15:53,"SUB OUT by SYKES II,JEMARD",,,,,,,"SUB OUT by SYKES II,JEMARD",1
15:53,"SUB OUT by MOORE,KARL",,,,,,,"SUB OUT by MOORE,KARL",1
15:53,"SUB IN by DIALLO,ALPHA",,,,,,,"SUB IN by DIALLO,ALPHA",1
15:53,"SUB IN by JONES,NATE",,,,,,,"SUB IN by JONES,NATE",1
15:50,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",1
15:33,"TURNOVER  by BECTON,MARKUS",,,,,,,"TURNOVER  by BECTON,MARKUS",1
15:17,,,,,"MISS JUMPER by GORTON,MACK",,,"MISS JUMPER by GORTON,MACK",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
15:11,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,"REBOUND DEF by JONES,NATE",,,,,,,"REBOUND DEF by JONES,NATE",1
14:59,"MISS JUMPER by BECTON,MARKUS(in the paint)",,,,,,,"MISS JUMPER by BECTON,MARKUS(in the paint)",1
--,"REBOUND OFF by BECTON,MARKUS",,,,,,,"REBOUND OFF by BECTON,MARKUS",1
14:52,"GOOD 3PTR by BROWN JR.,WYNNE",11 (+4),,7,,WEBSTR 11-7 (-4),,"GOOD 3PTR by BROWN JR.,WYNNE",1
--,"ASSIST  by BECTON,MARKUS",,,,,,,"ASSIST  by BECTON,MARKUS",1
14:34,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",1
--,,,,,"REBOUND OFF by FORBES,TRACE",,,"REBOUND OFF by FORBES,TRACE",1
14:27,,11 (+2),,9,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 11-9 (-2),,"GOOD LAYUP by WATSON,DOUG(in the paint)",1
14:12,"GOOD 3PTR by BROWN JR.,WYNNE",14 (+5),,9,,WEBSTR 14-9 (-5),,"GOOD 3PTR by BROWN JR.,WYNNE",1
13:51,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
13:45,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",1
13:37,"TURNOVER  by JONES,NATE",,,,,,,"TURNOVER  by JONES,NATE",1
13:37,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",1
13:32,"FOUL  by JONES,NATE",,,,,,,"FOUL  by JONES,NATE",1
13:32,,14 (+4),,10,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 14-10 (-4),,"GOOD FT by WATSON,DOUG(fastbreak)",1
13:32,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
13:32,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",1
13:32,"SUB OUT by COLEMAN,JASON",,,,,,,"SUB OUT by COLEMAN,JASON",1
13:32,"SUB IN by LUSTER,JOSH",,,,,,,"SUB IN by LUSTER,JOSH",1
13:32,,,,,"MISS FT by WATSON,DOUG(fastbreak)",,,"MISS FT by WATSON,DOUG(fastbreak)",1
--,"REBOUND DEF by JONES,NATE",,,,,,,"REBOUND DEF by JONES,NATE",1
13:03,"GOOD 3PTR by BROWN JR.,WYNNE",17 (+7),,10,,WEBSTR 17-10 (-7),,"GOOD 3PTR by BROWN JR.,WYNNE",1
12:44,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND OFF by WATSON,DOUG",,,"REBOUND OFF by WATSON,DOUG",1
12:41,"FOUL  by BROWN JR.,WYNNE",,,,,,,"FOUL  by BROWN JR.,WYNNE",1
12:41,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
12:41,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
12:41,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
12:41,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
12:41,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",1
--,"REBOUND DEF by LUSTER,JOSH",,,,,,,"REBOUND DEF by LUSTER,JOSH",1
12:32,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",1
12:22,"GOOD 3PTR by LUSTER,JOSH",20 (+10),,10,,WEBSTR 20-10 (-10),,"GOOD 3PTR by LUSTER,JOSH",1
--,"ASSIST  by BROWN JR.,WYNNE",,,,,,,"ASSIST  by BROWN JR.,WYNNE",1
12:07,,,,,"TURNOVER  by FORBES,TRACE",,,"TURNOVER  by FORBES,TRACE",1
12:07,"SUB OUT by BROWN JR.,WYNNE",,,,,,,"SUB OUT by BROWN JR.,WYNNE",1
12:07,"SUB IN by COLEMAN,JASON",,,,,,,"SUB IN by COLEMAN,JASON",1
11:48,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",1
11:48,"SUB OUT by COLEMAN,JASON",,,,,,,"SUB OUT by COLEMAN,JASON",1
11:48,"SUB IN by SYKES II,JEMARD",,,,,,,"SUB IN by SYKES II,JEMARD",1
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:48,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",1
11:48,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
11:48,"SUB OUT by JONES,NATE",,,,,,,"SUB OUT by JONES,NATE",1
11:48,"SUB OUT by BECTON,MARKUS",,,,,,,"SUB OUT by BECTON,MARKUS",1
11:48,"SUB IN by NUGENT,JAVANE",,,,,,,"SUB IN by NUGENT,JAVANE",1
11:48,"SUB IN by COLEMAN,JASON",,,,,,,"SUB IN by COLEMAN,JASON",1
11:48,"MISS FT by SYKES II,JEMARD",,,,,,,"MISS FT by SYKES II,JEMARD",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:48,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",1
11:48,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
11:48,"GOOD FT by SYKES II,JEMARD",21 (+11),,10,,WEBSTR 21-10 (-11),,"GOOD FT by SYKES II,JEMARD",1
11:34,,,,,"TURNOVER  by HAUPT,KYLE",,,"TURNOVER  by HAUPT,KYLE",1
11:34,"STEAL  by COLEMAN,JASON",,,,,,,"STEAL  by COLEMAN,JASON",1
11:28,"GOOD DUNK by COLEMAN,JASON(fastbreak)(in the paint)",23 (+13),,10,,WEBSTR 23-10 (-13),,"GOOD DUNK by COLEMAN,JASON(fastbreak)(in the paint)",1
11:12,,,,,"MISS 3PTR by ROTH,DREW",,,"MISS 3PTR by ROTH,DREW",1
--,"REBOUND DEF by COLEMAN,JASON",,,,,,,"REBOUND DEF by COLEMAN,JASON",1
11:02,"MISS LAYUP by NUGENT,JAVANE(in the paint)",,,,,,,"MISS LAYUP by NUGENT,JAVANE(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:00,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",1
10:47,"MISS JUMPER by DIALLO,ALPHA",,,,,,,"MISS JUMPER by DIALLO,ALPHA",1
--,"REBOUND OFF by DIALLO,ALPHA",,,,,,,"REBOUND OFF by DIALLO,ALPHA",1
10:40,"GOOD LAYUP by LUSTER,JOSH(in the paint)",25 (+15),,10,,WEBSTR 25-10 (-15),,"GOOD LAYUP by LUSTER,JOSH(in the paint)",1
10:20,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by LUSTER,JOSH",,,,,,,"REBOUND DEF by LUSTER,JOSH",1
10:09,"TURNOVER  by NUGENT,JAVANE",,,,,,,"TURNOVER  by NUGENT,JAVANE",1
10:09,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",1
10:05,,25 (+13),,12,"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",Mill 25-12 (-13),,"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",1
09:46,"GOOD 3PTR by LUSTER,JOSH",28 (+16),,12,,WEBSTR 28-12 (-16),,"GOOD 3PTR by LUSTER,JOSH",1
--,"ASSIST  by COLEMAN,JASON",,,,,,,"ASSIST  by COLEMAN,JASON",1
09:28,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",1
09:28,"STEAL  by DIALLO,ALPHA",,,,,,,"STEAL  by DIALLO,ALPHA",1
09:27,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",1
09:27,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",1
09:27,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
09:27,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
09:27,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
09:27,"SUB OUT by DIALLO,ALPHA",,,,,,,"SUB OUT by DIALLO,ALPHA",1
09:27,"SUB OUT by SYKES II,JEMARD",,,,,,,"SUB OUT by SYKES II,JEMARD",1
09:27,"SUB IN by BROWN JR.,WYNNE",,,,,,,"SUB IN by BROWN JR.,WYNNE",1
09:27,"SUB IN by BECTON,MARKUS",,,,,,,"SUB IN by BECTON,MARKUS",1
09:25,"TURNOVER  by LUSTER,JOSH",,,,,,,"TURNOVER  by LUSTER,JOSH",1
09:04,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
09:04,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
08:57,,28 (+14),,14,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 28-14 (-14),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",1
08:34,"TURNOVER  by BECTON,MARKUS",,,,,,,"TURNOVER  by BECTON,MARKUS",1
08:34,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",1
08:32,"FOUL  by BECTON,MARKUS",,,,,,,"FOUL  by BECTON,MARKUS",1
08:32,,28 (+13),,15,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 28-15 (-13),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",1
08:32,,28 (+12),,16,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 28-16 (-12),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",1
08:11,"TURNOVER  by NUGENT,JAVANE",,,,,,,"TURNOVER  by NUGENT,JAVANE",1
08:11,,,,,"STEAL  by BUSH,RODREEKAS",,,"STEAL  by BUSH,RODREEKAS",1
08:08,"FOUL  by NUGENT,JAVANE",,,,,,,"FOUL  by NUGENT,JAVANE",1
08:08,"SUB OUT by NUGENT,JAVANE",,,,,,,"SUB OUT by NUGENT,JAVANE",1
08:08,"SUB IN by JONES,NATE",,,,,,,"SUB IN by JONES,NATE",1
08:08,,28 (+11),,17,"GOOD FT by BUSH,RODREEKAS(fastbreak)",Mill 28-17 (-11),,"GOOD FT by BUSH,RODREEKAS(fastbreak)",1
08:08,,28 (+10),,18,"GOOD FT by BUSH,RODREEKAS(fastbreak)",Mill 28-18 (-10),,"GOOD FT by BUSH,RODREEKAS(fastbreak)",1
07:50,"MISS 3PTR by LUSTER,JOSH",,,,,,,"MISS 3PTR by LUSTER,JOSH",1
--,"REBOUND OFF by JONES,NATE",,,,,,,"REBOUND OFF by JONES,NATE",1
07:35,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
07:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:35,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
07:35,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
07:35,"MISS FT by COLEMAN,JASON",,,,,,,"MISS FT by COLEMAN,JASON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:35,"GOOD FT by COLEMAN,JASON",29 (+11),,18,,WEBSTR 29-18 (-11),,"GOOD FT by COLEMAN,JASON",1
07:21,,,,,"MISS JUMPER by BUSH,RODREEKAS",,,"MISS JUMPER by BUSH,RODREEKAS",1
07:21,"BLOCK  by LUSTER,JOSH",,,,,,,"BLOCK  by LUSTER,JOSH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:07,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",1
06:58,"MISS 3PTR by BROWN JR.,WYNNE",,,,,,,"MISS 3PTR by BROWN JR.,WYNNE",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
06:48,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",1
06:34,"MISS JUMPER by BECTON,MARKUS",,,,,,,"MISS JUMPER by BECTON,MARKUS",1
--,"REBOUND OFF by JONES,NATE",,,,,,,"REBOUND OFF by JONES,NATE",1
06:30,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",1
06:30,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
06:30,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
06:24,"TURNOVER  by LUSTER,JOSH",,,,,,,"TURNOVER  by LUSTER,JOSH",1
06:24,"SUB OUT by LUSTER,JOSH",,,,,,,"SUB OUT by LUSTER,JOSH",1
06:24,"SUB IN by SYKES II,JEMARD",,,,,,,"SUB IN by SYKES II,JEMARD",1
06:05,,,,,"MISS 3PTR by UGHOVWA,NICHOLAS",,,"MISS 3PTR by UGHOVWA,NICHOLAS",1
--,"REBOUND DEF by JONES,NATE",,,,,,,"REBOUND DEF by JONES,NATE",1
05:50,"MISS LAYUP by COLEMAN,JASON(in the paint)",,,,,,,"MISS LAYUP by COLEMAN,JASON(in the paint)",1
05:50,,,,,"BLOCK  by PHILLIPS JR,RODNEY",,,"BLOCK  by PHILLIPS JR,RODNEY",1
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",1
05:36,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
--,,,,,"REBOUND OFF by HOGAN,TJ",,,"REBOUND OFF by HOGAN,TJ",1
05:29,,,,,"MISS LAYUP by HOGAN,TJ(in the paint)",,,"MISS LAYUP by HOGAN,TJ(in the paint)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:24,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
05:24,"STEAL  by BECTON,MARKUS",,,,,,,"STEAL  by BECTON,MARKUS",1
04:55,"MISS 3PTR by BROWN JR.,WYNNE",,,,,,,"MISS 3PTR by BROWN JR.,WYNNE",1
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",1
04:45,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
04:45,"STEAL  by BECTON,MARKUS",,,,,,,"STEAL  by BECTON,MARKUS",1
04:38,"GOOD LAYUP by BECTON,MARKUS(fastbreak)(in the paint)",31 (+13),,18,,WEBSTR 31-18 (-13),,"GOOD LAYUP by BECTON,MARKUS(fastbreak)(in the paint)",1
04:33,,,,,"MISS LAYUP by HOGAN,TJ(in the paint)",,,"MISS LAYUP by HOGAN,TJ(in the paint)",1
04:33,"BLOCK  by BECTON,MARKUS",,,,,,,"BLOCK  by BECTON,MARKUS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:33,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
04:33,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
04:33,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",1
04:33,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
04:33,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",1
04:33,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
04:31,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",1
--,"REBOUND DEF by JONES,NATE",,,,,,,"REBOUND DEF by JONES,NATE",1
04:20,"MISS LAYUP by COLEMAN,JASON(in the paint)",,,,,,,"MISS LAYUP by COLEMAN,JASON(in the paint)",1
04:20,,,,,"BLOCK  by STEPHEN,SETH",,,"BLOCK  by STEPHEN,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:07,"MISS JUMPER by JONES,NATE(in the paint)",,,,,,,"MISS JUMPER by JONES,NATE(in the paint)",1
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",1
03:49,,31 (+11),,20,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 31-20 (-11),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
03:21,"MISS 3PTR by SYKES II,JEMARD",,,,,,,"MISS 3PTR by SYKES II,JEMARD",1
--,"REBOUND OFF by COLEMAN,JASON",,,,,,,"REBOUND OFF by COLEMAN,JASON",1
03:17,"GOOD LAYUP by COLEMAN,JASON(in the paint)",33 (+13),,20,,WEBSTR 33-20 (-13),,"GOOD LAYUP by COLEMAN,JASON(in the paint)",1
03:00,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",1
02:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:57,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
02:57,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
02:43,"MISS LAYUP by SYKES II,JEMARD(in the paint)",,,,,,,"MISS LAYUP by SYKES II,JEMARD(in the paint)",1
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",1
02:33,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
02:33,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
02:33,"MISS LAYUP by BECTON,MARKUS(in the paint)",,,,,,,"MISS LAYUP by BECTON,MARKUS(in the paint)",1
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",1
02:33,,,,,"BLOCK  by STEPHEN,SETH",,,"BLOCK  by STEPHEN,SETH",1
02:29,"SUB OUT by SYKES II,JEMARD",,,,,,,"SUB OUT by SYKES II,JEMARD",1
02:29,"SUB IN by LUSTER,JOSH",,,,,,,"SUB IN by LUSTER,JOSH",1
02:03,"FOUL  by COLEMAN,JASON",,,,,,,"FOUL  by COLEMAN,JASON",1
02:03,,33 (+12),,21,"GOOD FT by WATSON,DOUG",Mill 33-21 (-12),,"GOOD FT by WATSON,DOUG",1
02:03,,33 (+11),,22,"GOOD FT by WATSON,DOUG",Mill 33-22 (-11),,"GOOD FT by WATSON,DOUG",1
02:03,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
02:03,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
02:03,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
02:03,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",1
01:49,"MISS LAYUP by JONES,NATE(in the paint)",,,,,,,"MISS LAYUP by JONES,NATE(in the paint)",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
01:32,,33 (+9),,24,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 33-24 (-9),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
01:17,"TURNOVER  by COLEMAN,JASON",,,,,,,"TURNOVER  by COLEMAN,JASON",1
01:17,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
01:17,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",1
01:17,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
01:17,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
01:17,"SUB OUT by COLEMAN,JASON",,,,,,,"SUB OUT by COLEMAN,JASON",1
01:17,"SUB IN by DIALLO,ALPHA",,,,,,,"SUB IN by DIALLO,ALPHA",1
00:57,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",,,"MISS 3PTR by PHILLIPS JR,RODNEY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:28,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",1
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",1
00:05,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",1
--,"REBOUND DEF by DIALLO,ALPHA",,,,,,,"REBOUND DEF by DIALLO,ALPHA",1
00:00,"GOOD LAYUP by LUSTER,JOSH(fastbreak)(in the paint)",35 (+11),,24,,WEBSTR 35-24 (-11),,"GOOD LAYUP by LUSTER,JOSH(fastbreak)(in the paint)",1
