Time Remaining,E&HM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
00:42,,57,,65 (+8),"GOOD FT by BARRY,MICHAEL",SEWANEE 57-65 (+8),,"GOOD FT by BARRY,MICHAEL",2
00:42,,57,,66 (+9),"GOOD FT by BARRY,MICHAEL",SEWANEE 57-66 (+9),,"GOOD FT by BARRY,MICHAEL",2
00:36,"GOOD LAYUP by MOLDEN,COLIN(in the paint)",59,,66 (+7),,E&HM 59-66 (+7),,"GOOD LAYUP by MOLDEN,COLIN(in the paint)",2
00:32,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
00:30,"STEAL  by MOLDEN,COLIN",,,,,,,"STEAL  by MOLDEN,COLIN",2
00:29,"TURNOVER  by MOLDEN,COLIN",,,,,,,"TURNOVER  by MOLDEN,COLIN",2
00:27,,,,,"STEAL  by BARRY,MICHAEL",,,"STEAL  by BARRY,MICHAEL",2
00:20,"FOUL  by GRANT,JORDAN",,,,,,,"FOUL  by GRANT,JORDAN",2
00:20,,59,,67 (+8),"GOOD FT by KNOX,JOEY",SEWANEE 59-67 (+8),,"GOOD FT by KNOX,JOEY",2
00:20,,59,,68 (+9),"GOOD FT by KNOX,JOEY",SEWANEE 59-68 (+9),,"GOOD FT by KNOX,JOEY",2
00:17,"GOOD 3PTR by HOLLIDAY,ROBERT",62,,68 (+6),,E&HM 62-68 (+6),,"GOOD 3PTR by HOLLIDAY,ROBERT",2
00:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,"SUB IN by CLARKE,JAMIE",,,,,,,"SUB IN by CLARKE,JAMIE",2
00:16,"SUB OUT by MOLDEN,COLIN",,,,,,,"SUB OUT by MOLDEN,COLIN",2
00:11,"FOUL  by MORGAN,MALCOLM",,,,,,,"FOUL  by MORGAN,MALCOLM",2
00:11,,62,,69 (+7),"GOOD FT by BARRY,MICHAEL",SEWANEE 62-69 (+7),,"GOOD FT by BARRY,MICHAEL",2
00:11,,,,,"MISS FT by BARRY,MICHAEL",,,"MISS FT by BARRY,MICHAEL",2
--,"REBOUND DEF by HOLLIDAY,ROBERT",,,,,,,"REBOUND DEF by HOLLIDAY,ROBERT",2
00:11,"SUB IN by MOLDEN,COLIN",,,,,,,"SUB IN by MOLDEN,COLIN",2
00:11,"SUB OUT by CLARKE,JAMIE",,,,,,,"SUB OUT by CLARKE,JAMIE",2
00:04,"TURNOVER  by MOLDEN,COLIN",,,,,,,"TURNOVER  by MOLDEN,COLIN",2
00:03,,,,,"STEAL  by KNOX,JOEY",,,"STEAL  by KNOX,JOEY",2
