Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,TREVECCA,Game Score,Team Indicator,Play,Period
18:00,,28,,34 (+6),"GOOD 3PTR by WILLS,AUSTIN",TREVECCA 28-34 (-6),,"GOOD 3PTR by WILLS,AUSTIN",2
--,,,,,"ASSIST  by SMITH,REED",,,"ASSIST  by SMITH,REED",2
17:42,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by SMITH,REED",,,"REBOUND DEF by SMITH,REED",2
17:21,"FOUL  by STARR,RYAN",,,,,,,"FOUL  by STARR,RYAN",2
17:21,,,,,"MISS FT by SMITH,REED",,,"MISS FT by SMITH,REED",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:21,,28,,35 (+7),"GOOD FT by SMITH,REED",TREVECCA 28-35 (-7),,"GOOD FT by SMITH,REED",2
17:13,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by STARLING,IMANI",,,"REBOUND DEF by STARLING,IMANI",2
17:06,,28,,38 (+10),"GOOD 3PTR by WILLS,AUSTIN(fastbreak)",TREVECCA 28-38 (-10),,"GOOD 3PTR by WILLS,AUSTIN(fastbreak)",2
--,,,,,"ASSIST  by STARLING,IMANI",,,"ASSIST  by STARLING,IMANI",2
16:35,"GOOD 3PTR by KNOX,JOEY",31,,38 (+7),,SEWANEE 31-38 (-7),,"GOOD 3PTR by KNOX,JOEY",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
16:18,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
16:18,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
16:18,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
16:18,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
16:18,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
16:12,,,,,"MISS 3PTR by WILLS,AUSTIN",,,"MISS 3PTR by WILLS,AUSTIN",2
16:12,"BLOCK  by KNOX,JOEY",,,,,,,"BLOCK  by KNOX,JOEY",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
15:52,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:46,,,,,"SUB IN by HARPER,NATHAN",,,"SUB IN by HARPER,NATHAN",2
15:46,,,,,"SUB IN by THARPE,JAYLON",,,"SUB IN by THARPE,JAYLON",2
15:46,,,,,"SUB IN by MCKAY,GABRIEL",,,"SUB IN by MCKAY,GABRIEL",2
15:46,,,,,"SUB OUT by RAGSDALE,EVAN",,,"SUB OUT by RAGSDALE,EVAN",2
15:46,,,,,"SUB OUT by WILLS,AUSTIN",,,"SUB OUT by WILLS,AUSTIN",2
15:46,,,,,"SUB OUT by STARLING,IMANI",,,"SUB OUT by STARLING,IMANI",2
15:44,"MISS JUMPER by STARR,RYAN",,,,,,,"MISS JUMPER by STARR,RYAN",2
15:44,,,,,"BLOCK  by SMITH,REED",,,"BLOCK  by SMITH,REED",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:39,,,,,"FOUL  by SMITH,REED",,,"FOUL  by SMITH,REED",2
15:33,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
15:20,,,,,"MISS 3PTR by HARPER,NATHAN",,,"MISS 3PTR by HARPER,NATHAN",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
15:06,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,"REBOUND OFF by GARWOOD,MACKIE",,,,,,,"REBOUND OFF by GARWOOD,MACKIE",2
14:54,,,,,"FOUL  by HARPER,NATHAN",,,"FOUL  by HARPER,NATHAN",2
14:54,,,,,"SUB IN by STARLING,IMANI",,,"SUB IN by STARLING,IMANI",2
14:54,,,,,"SUB IN by WEBB,ADAM",,,"SUB IN by WEBB,ADAM",2
14:54,,,,,"SUB OUT by SMITH,REED",,,"SUB OUT by SMITH,REED",2
14:54,,,,,"SUB OUT by HARPER,NATHAN",,,"SUB OUT by HARPER,NATHAN",2
14:48,"FOUL  by GARWOOD,MACKIE",,,,,,,"FOUL  by GARWOOD,MACKIE",2
14:48,"TURNOVER  by GARWOOD,MACKIE",,,,,,,"TURNOVER  by GARWOOD,MACKIE",2
14:38,,,,,"MISS JUMPER by WEBB,ADAM",,,"MISS JUMPER by WEBB,ADAM",2
--,"REBOUND DEF by HOLLOWAY,JACK",,,,,,,"REBOUND DEF by HOLLOWAY,JACK",2
14:16,,,,,"FOUL  by WEBB,ADAM",,,"FOUL  by WEBB,ADAM",2
14:16,,,,,"SUB IN by SMITH,REED",,,"SUB IN by SMITH,REED",2
14:16,,,,,"SUB OUT by WEBB,ADAM",,,"SUB OUT by WEBB,ADAM",2
13:59,"TURNOVER  by GARWOOD,MACKIE",,,,,,,"TURNOVER  by GARWOOD,MACKIE",2
13:57,,,,,"MISS 3PTR by MCKAY,GABRIEL",,,"MISS 3PTR by MCKAY,GABRIEL",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
13:47,"TURNOVER  by KNOX,JOEY",,,,,,,"TURNOVER  by KNOX,JOEY",2
13:45,,,,,"STEAL  by THARPE,JAYLON",,,"STEAL  by THARPE,JAYLON",2
13:44,,,,,"MISS LAYUP by THARPE,JAYLON",,,"MISS LAYUP by THARPE,JAYLON",2
--,,,,,"REBOUND OFF by STARLING,IMANI",,,"REBOUND OFF by STARLING,IMANI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:41,"MISS FT by WARLICK,JORDAN",,,,,,,"MISS FT by WARLICK,JORDAN",2
13:41,,31,,40 (+9),"GOOD TIPIN by STARLING,IMANI(fastbreak)(in the paint)",TREVECCA 31-40 (-9),,"GOOD TIPIN by STARLING,IMANI(fastbreak)(in the paint)",2
13:40,,,,,"FOUL  by THARPE,JAYLON",,,"FOUL  by THARPE,JAYLON",2
13:40,"MISS FT by WARLICK,JORDAN",,,,,,,"MISS FT by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by SMITH,REED",,,"REBOUND DEF by SMITH,REED",2
13:40,,,,,"SUB IN by RAGSDALE,EVAN",,,"SUB IN by RAGSDALE,EVAN",2
13:40,,,,,"SUB IN by HERBERT,CJ",,,"SUB IN by HERBERT,CJ",2
13:40,,,,,"SUB OUT by MCKAY,GABRIEL",,,"SUB OUT by MCKAY,GABRIEL",2
13:40,,,,,"SUB OUT by HEADRICK,JUSTIN",,,"SUB OUT by HEADRICK,JUSTIN",2
13:29,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
13:29,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
13:29,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
13:27,,31,,42 (+11),"GOOD JUMPER by THARPE,JAYLON(in the paint)",TREVECCA 31-42 (-11),,"GOOD JUMPER by THARPE,JAYLON(in the paint)",2
13:12,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
13:00,,,,,"MISS 3PTR by WILLS,AUSTIN",,,"MISS 3PTR by WILLS,AUSTIN",2
12:52,,,,,"TURNOVER  by SMITH,REED",,,"TURNOVER  by SMITH,REED",2
12:51,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",33,,42 (+9),,SEWANEE 33-42 (-9),,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",2
12:36,,,,,"MISS JUMPER by STARLING,IMANI",,,"MISS JUMPER by STARLING,IMANI",2
--,"REBOUND DEF by MCDONOUGH,SEAN",,,,,,,"REBOUND DEF by MCDONOUGH,SEAN",2
12:19,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by THARPE,JAYLON",,,"REBOUND DEF by THARPE,JAYLON",2
12:11,,33,,45 (+12),"GOOD 3PTR by HERBERT,CJ",TREVECCA 33-45 (-12),,"GOOD 3PTR by HERBERT,CJ",2
--,,,,,"ASSIST  by THARPE,JAYLON",,,"ASSIST  by THARPE,JAYLON",2
11:41,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
11:41,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
11:41,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
11:41,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
11:41,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
11:41,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
11:41,,,,,"SUB IN by WILLS,AUSTIN",,,"SUB IN by WILLS,AUSTIN",2
11:41,,,,,"SUB OUT by STARLING,IMANI",,,"SUB OUT by STARLING,IMANI",2
11:18,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",35,,45 (+10),,SEWANEE 35-45 (-10),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
11:18,,,,,"FOUL  by SMITH,REED",,,"FOUL  by SMITH,REED",2
11:18,,35,,47 (+12),"GOOD LAYUP by THARPE,JAYLON(in the paint)",TREVECCA 35-47 (-12),,"GOOD LAYUP by THARPE,JAYLON(in the paint)",2
11:18,"GOOD FT by THOMAS,ADRIAN",36,,47 (+11),,SEWANEE 36-47 (-11),,"GOOD FT by THOMAS,ADRIAN",2
10:57,,,,,"FOUL  by HEADRICK,JUSTIN",,,"FOUL  by HEADRICK,JUSTIN",2
10:57,"GOOD FT by THOMAS,ADRIAN",37,,47 (+10),,SEWANEE 37-47 (-10),,"GOOD FT by THOMAS,ADRIAN",2
10:57,"GOOD FT by THOMAS,ADRIAN",38,,47 (+9),,SEWANEE 38-47 (-9),,"GOOD FT by THOMAS,ADRIAN",2
10:31,,,,,"MISS JUMPER by HERBERT,CJ",,,"MISS JUMPER by HERBERT,CJ",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
10:25,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by RAGSDALE,EVAN",,,"REBOUND DEF by RAGSDALE,EVAN",2
10:08,,,,,"MISS JUMPER by THARPE,JAYLON",,,"MISS JUMPER by THARPE,JAYLON",2
--,"REBOUND DEF by HEITZENRATER,ANDREW",,,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",2
09:59,,,,,"FOUL  by WILLS,AUSTIN",,,"FOUL  by WILLS,AUSTIN",2
09:58,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by SMITH,REED",,,"REBOUND DEF by SMITH,REED",2
09:58,,,,,"SUB IN by STARLING,IMANI",,,"SUB IN by STARLING,IMANI",2
09:58,,,,,"SUB IN by HEADRICK,JUSTIN",,,"SUB IN by HEADRICK,JUSTIN",2
09:58,,,,,"SUB OUT by THARPE,JAYLON",,,"SUB OUT by THARPE,JAYLON",2
09:58,,,,,"SUB OUT by HERBERT,CJ",,,"SUB OUT by HERBERT,CJ",2
09:38,,,,,"MISS JUMPER by STARLING,IMANI",,,"MISS JUMPER by STARLING,IMANI",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
09:25,,,,,"FOUL  by RAGSDALE,EVAN",,,"FOUL  by RAGSDALE,EVAN",2
09:25,"GOOD FT by KNOX,JOEY",39,,47 (+8),,SEWANEE 39-47 (-8),,"GOOD FT by KNOX,JOEY",2
09:25,"GOOD FT by KNOX,JOEY",40,,47 (+7),,SEWANEE 40-47 (-7),,"GOOD FT by KNOX,JOEY",2
09:25,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
09:25,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
09:25,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
09:25,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",2
09:25,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
09:25,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
09:17,,,,,"MISS 3PTR by RAGSDALE,EVAN",,,"MISS 3PTR by RAGSDALE,EVAN",2
--,,,,,"REBOUND OFF by RAGSDALE,EVAN",,,"REBOUND OFF by RAGSDALE,EVAN",2
09:12,,,,,"TURNOVER  by STARLING,IMANI",,,"TURNOVER  by STARLING,IMANI",2
09:12,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
09:12,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
09:12,,,,,"SUB IN by HERBERT,CJ",,,"SUB IN by HERBERT,CJ",2
09:12,,,,,"SUB OUT by HEADRICK,JUSTIN",,,"SUB OUT by HEADRICK,JUSTIN",2
08:54,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
08:47,,,,,"MISS 3PTR by RAGSDALE,EVAN",,,"MISS 3PTR by RAGSDALE,EVAN",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
08:31,"GOOD 3PTR by WARLICK,JORDAN",43,,47 (+4),,SEWANEE 43-47 (-4),,"GOOD 3PTR by WARLICK,JORDAN",2
08:13,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
07:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:54,,43,,48 (+5),"GOOD FT by WILLS,AUSTIN",TREVECCA 43-48 (-5),,"GOOD FT by WILLS,AUSTIN",2
07:54,,43,,49 (+6),"GOOD FT by WILLS,AUSTIN",TREVECCA 43-49 (-6),,"GOOD FT by WILLS,AUSTIN",2
07:54,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
07:54,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
07:54,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
07:54,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
07:54,,,,,"SUB IN by HARPER,NATHAN",,,"SUB IN by HARPER,NATHAN",2
07:54,,,,,"SUB IN by MCKAY,GABRIEL",,,"SUB IN by MCKAY,GABRIEL",2
07:54,,,,,"SUB OUT by WILLS,AUSTIN",,,"SUB OUT by WILLS,AUSTIN",2
07:54,,,,,"SUB OUT by RAGSDALE,EVAN",,,"SUB OUT by RAGSDALE,EVAN",2
07:47,,,,,"FOUL  by SMITH,REED",,,"FOUL  by SMITH,REED",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:47,"GOOD FT by THOMAS,ADRIAN",44,,49 (+5),,SEWANEE 44-49 (-5),,"GOOD FT by THOMAS,ADRIAN",2
07:40,,44,,51 (+7),"GOOD JUMPER by WEBB,ADAM(in the paint)",TREVECCA 44-51 (-7),,"GOOD JUMPER by WEBB,ADAM(in the paint)",2
07:28,"MISS 3PTR by GARWOOD,MACKIE",,,,,,,"MISS 3PTR by GARWOOD,MACKIE",2
--,,,,,"REBOUND DEF by STARLING,IMANI",,,"REBOUND DEF by STARLING,IMANI",2
07:19,,,,,"MISS JUMPER by STARLING,IMANI",,,"MISS JUMPER by STARLING,IMANI",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
07:06,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:03,,,,,"FOUL  by HARPER,NATHAN",,,"FOUL  by HARPER,NATHAN",2
07:03,"GOOD FT by MCDONOUGH,SEAN",45,,51 (+6),,SEWANEE 45-51 (-6),,"GOOD FT by MCDONOUGH,SEAN",2
07:03,"GOOD FT by MCDONOUGH,SEAN",46,,51 (+5),,SEWANEE 46-51 (-5),,"GOOD FT by MCDONOUGH,SEAN",2
07:03,,,,,"SUB IN by THARPE,JAYLON",,,"SUB IN by THARPE,JAYLON",2
07:03,,,,,"SUB OUT by HARPER,NATHAN",,,"SUB OUT by HARPER,NATHAN",2
06:42,,46,,53 (+7),"GOOD LAYUP by WEBB,ADAM(in the paint)",TREVECCA 46-53 (-7),,"GOOD LAYUP by WEBB,ADAM(in the paint)",2
--,,,,,"ASSIST  by THARPE,JAYLON",,,"ASSIST  by THARPE,JAYLON",2
06:31,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by THARPE,JAYLON",,,"REBOUND DEF by THARPE,JAYLON",2
06:23,,,,,"MISS 3PTR by MCKAY,GABRIEL",,,"MISS 3PTR by MCKAY,GABRIEL",2
--,"REBOUND DEF by GARWOOD,MACKIE",,,,,,,"REBOUND DEF by GARWOOD,MACKIE",2
06:07,"GOOD 3PTR by MCDONOUGH,SEAN",49,,53 (+4),,SEWANEE 49-53 (-4),,"GOOD 3PTR by MCDONOUGH,SEAN",2
05:58,,,,,"SUB IN by WEBB,ADAM",,,"SUB IN by WEBB,ADAM",2
05:58,,,,,"SUB OUT by SMITH,REED",,,"SUB OUT by SMITH,REED",2
05:53,,,,,"MISS LAYUP by THARPE,JAYLON",,,"MISS LAYUP by THARPE,JAYLON",2
--,,,,,"REBOUND OFF by WEBB,ADAM",,,"REBOUND OFF by WEBB,ADAM",2
05:53,"FOUL  by GARWOOD,MACKIE",,,,,,,"FOUL  by GARWOOD,MACKIE",2
05:45,,49,,54 (+5),"GOOD FT by WEBB,ADAM",TREVECCA 49-54 (-5),,"GOOD FT by WEBB,ADAM",2
05:45,,49,,55 (+6),"GOOD FT by WEBB,ADAM",TREVECCA 49-55 (-6),,"GOOD FT by WEBB,ADAM",2
05:33,"GOOD 3PTR by THOMAS,ADRIAN",52,,55 (+3),,SEWANEE 52-55 (-3),,"GOOD 3PTR by THOMAS,ADRIAN",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
05:14,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
05:14,,52,,56 (+4),"GOOD FT by THARPE,JAYLON",TREVECCA 52-56 (-4),,"GOOD FT by THARPE,JAYLON",2
05:14,,52,,57 (+5),"GOOD FT by THARPE,JAYLON",TREVECCA 52-57 (-5),,"GOOD FT by THARPE,JAYLON",2
05:14,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
05:14,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
05:14,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
05:14,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
05:14,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
05:14,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
05:14,,,,,"SUB IN by HEADRICK,JUSTIN",,,"SUB IN by HEADRICK,JUSTIN",2
05:14,,,,,"SUB OUT by HERBERT,CJ",,,"SUB OUT by HERBERT,CJ",2
05:04,"MISS JUMPER by WARLICK,JORDAN",,,,,,,"MISS JUMPER by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by HEADRICK,JUSTIN",,,"REBOUND DEF by HEADRICK,JUSTIN",2
04:49,,52,,59 (+7),"GOOD LAYUP by STARLING,IMANI(in the paint)",TREVECCA 52-59 (-7),,"GOOD LAYUP by STARLING,IMANI(in the paint)",2
--,,,,,"ASSIST  by WEBB,ADAM",,,"ASSIST  by WEBB,ADAM",2
04:49,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
04:48,,,,,"MISS FT by STARLING,IMANI",,,"MISS FT by STARLING,IMANI",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
04:38,,,,,"FOUL  by MCKAY,GABRIEL",,,"FOUL  by MCKAY,GABRIEL",2
04:38,"GOOD FT by KNOX,JOEY",53,,59 (+6),,SEWANEE 53-59 (-6),,"GOOD FT by KNOX,JOEY",2
04:38,"MISS FT by KNOX,JOEY",,,,,,,"MISS FT by KNOX,JOEY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:38,,,,,"SUB IN by RAGSDALE,EVAN",,,"SUB IN by RAGSDALE,EVAN",2
04:38,,,,,"SUB OUT by MCKAY,GABRIEL",,,"SUB OUT by MCKAY,GABRIEL",2
04:36,,53,,61 (+8),"GOOD LAYUP by STARLING,IMANI(in the paint)",TREVECCA 53-61 (-8),,"GOOD LAYUP by STARLING,IMANI(in the paint)",2
04:24,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
04:10,,,,,"MISS 3PTR by THARPE,JAYLON",,,"MISS 3PTR by THARPE,JAYLON",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
03:59,"GOOD JUMPER by KNOX,JOEY(in the paint)",55,,61 (+6),,SEWANEE 55-61 (-6),,"GOOD JUMPER by KNOX,JOEY(in the paint)",2
--,"ASSIST  by CRUMLY,JONNY",,,,,,,"ASSIST  by CRUMLY,JONNY",2
03:42,,55,,64 (+9),"GOOD 3PTR by HEADRICK,JUSTIN",TREVECCA 55-64 (-9),,"GOOD 3PTR by HEADRICK,JUSTIN",2
--,,,,,"ASSIST  by STARLING,IMANI",,,"ASSIST  by STARLING,IMANI",2
03:28,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by WEBB,ADAM",,,"REBOUND DEF by WEBB,ADAM",2
03:24,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
03:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:23,,55,,65 (+10),"GOOD FT by WEBB,ADAM",TREVECCA 55-65 (-10),,"GOOD FT by WEBB,ADAM",2
03:23,,55,,66 (+11),"GOOD FT by WEBB,ADAM",TREVECCA 55-66 (-11),,"GOOD FT by WEBB,ADAM",2
03:23,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
03:23,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
03:23,,,,,"SUB IN by SMITH,REED",,,"SUB IN by SMITH,REED",2
03:23,,,,,"SUB OUT by WEBB,ADAM",,,"SUB OUT by WEBB,ADAM",2
03:19,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",57,,66 (+9),,SEWANEE 57-66 (-9),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
02:55,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",2
02:55,,57,,67 (+10),"GOOD FT by RAGSDALE,EVAN",TREVECCA 57-67 (-10),,"GOOD FT by RAGSDALE,EVAN",2
02:55,,57,,68 (+11),"GOOD FT by RAGSDALE,EVAN",TREVECCA 57-68 (-11),,"GOOD FT by RAGSDALE,EVAN",2
02:55,,57,,69 (+12),"GOOD FT by RAGSDALE,EVAN",TREVECCA 57-69 (-12),,"GOOD FT by RAGSDALE,EVAN",2
02:55,,,,,"SUB IN by WEBB,ADAM",,,"SUB IN by WEBB,ADAM",2
02:55,,,,,"SUB OUT by HEADRICK,JUSTIN",,,"SUB OUT by HEADRICK,JUSTIN",2
02:50,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
02:49,,,,,"FOUL  by MCKAY,GABRIEL",,,"FOUL  by MCKAY,GABRIEL",2
02:48,,,,,"STEAL  by STARLING,IMANI",,,"STEAL  by STARLING,IMANI",2
02:37,,,,,"TURNOVER  by STARLING,IMANI",,,"TURNOVER  by STARLING,IMANI",2
02:30,"GOOD 3PTR by WARLICK,JORDAN",60,,69 (+9),,SEWANEE 60-69 (-9),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by KNOX,JOEY",,,,,,,"ASSIST  by KNOX,JOEY",2
02:11,,60,,71 (+11),"GOOD LAYUP by RAGSDALE,EVAN(in the paint)",TREVECCA 60-71 (-11),,"GOOD LAYUP by RAGSDALE,EVAN(in the paint)",2
01:53,,,,,"FOUL  by RAGSDALE,EVAN",,,"FOUL  by RAGSDALE,EVAN",2
01:53,"GOOD FT by BARRY,MICHAEL",61,,71 (+10),,SEWANEE 61-71 (-10),,"GOOD FT by BARRY,MICHAEL",2
01:53,"GOOD FT by BARRY,MICHAEL",62,,71 (+9),,SEWANEE 62-71 (-9),,"GOOD FT by BARRY,MICHAEL",2
01:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:53,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
01:53,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
01:50,"FOUL  by HEITZENRATER,ANDREW",,,,,,,"FOUL  by HEITZENRATER,ANDREW",2
01:50,,62,,72 (+10),"GOOD FT by WEBB,ADAM",TREVECCA 62-72 (-10),,"GOOD FT by WEBB,ADAM",2
01:50,,,,,"MISS FT by WEBB,ADAM",,,"MISS FT by WEBB,ADAM",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
01:50,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
01:50,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",2
01:39,"GOOD 3PTR by WARLICK,JORDAN",65,,72 (+7),,SEWANEE 65-72 (-7),,"GOOD 3PTR by WARLICK,JORDAN",2
01:31,"FOUL  by STARR,RYAN",,,,,,,"FOUL  by STARR,RYAN",2
01:31,,65,,73 (+8),"GOOD FT by STARLING,IMANI",TREVECCA 65-73 (-8),,"GOOD FT by STARLING,IMANI",2
01:31,,65,,74 (+9),"GOOD FT by STARLING,IMANI",TREVECCA 65-74 (-9),,"GOOD FT by STARLING,IMANI",2
