Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,FCM,Game Score,Team Indicator,Play,Period
16:30,,40 (+9),,31,"GOOD LAYUP by JR,JAMES SMITH(in the paint)",FCM 40-31 (+9),,"GOOD LAYUP by JR,JAMES SMITH(in the paint)",2
16:02,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",42 (+11),,31,,SEWANEE 42-31 (+11),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
15:43,,,,,"MISS 3PTR by REEVES,BRANDON",,,"MISS 3PTR by REEVES,BRANDON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:39,,,,,"SUB IN by YOUNG,CARRINGTON",,,"SUB IN by YOUNG,CARRINGTON",2
15:39,,,,,"SUB OUT by REEVES,BRANDON",,,"SUB OUT by REEVES,BRANDON",2
15:21,,,,,"FOUL  by PLAIR,MARCUS",,,"FOUL  by PLAIR,MARCUS",2
15:21,"MISS FT by KNOX,JOEY",,,,,,,"MISS FT by KNOX,JOEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:21,"GOOD FT by KNOX,JOEY",43 (+12),,31,,SEWANEE 43-31 (+12),,"GOOD FT by KNOX,JOEY",2
15:21,,,,,"SUB IN by HELTON,NICK",,,"SUB IN by HELTON,NICK",2
15:21,,,,,"SUB OUT by PLAIR,MARCUS",,,"SUB OUT by PLAIR,MARCUS",2
15:12,,43 (+10),,33,"GOOD LAYUP by YOUNG,CARRINGTON(fastbreak)(in the paint)",FCM 43-33 (+10),,"GOOD LAYUP by YOUNG,CARRINGTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JR,JAMES SMITH",,,"ASSIST  by JR,JAMES SMITH",2
14:52,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by JR,JAMES SMITH",,,"REBOUND DEF by JR,JAMES SMITH",2
14:40,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",2
14:40,,43 (+9),,34,"GOOD FT by JR,JAMES SMITH",FCM 43-34 (+9),,"GOOD FT by JR,JAMES SMITH",2
14:40,,,,,"MISS FT by JR,JAMES SMITH",,,"MISS FT by JR,JAMES SMITH",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
14:40,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
14:40,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
14:40,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
14:40,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
14:40,,,,,"SUB IN by SCOTT,JAMAL",,,"SUB IN by SCOTT,JAMAL",2
14:40,,,,,"SUB OUT by REED,RASHAD",,,"SUB OUT by REED,RASHAD",2
14:25,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by YOUNG,CARRINGTON",,,"REBOUND DEF by YOUNG,CARRINGTON",2
14:15,,,,,"MISS JUMPER by HELTON,NICK",,,"MISS JUMPER by HELTON,NICK",2
--,"REBOUND DEF by HOLLOWAY,JACK",,,,,,,"REBOUND DEF by HOLLOWAY,JACK",2
13:52,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by MADDEN-MCAFEE,KAJUAN",,,"REBOUND DEF by MADDEN-MCAFEE,KAJUAN",2
13:35,,,,,"TURNOVER  by JR,JAMES SMITH",,,"TURNOVER  by JR,JAMES SMITH",2
13:30,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
13:05,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
12:53,,43 (+7),,36,"GOOD JUMPER by JR,JAMES SMITH(in the paint)",FCM 43-36 (+7),,"GOOD JUMPER by JR,JAMES SMITH(in the paint)",2
12:37,"MISS JUMPER by HOLLOWAY,JACK",,,,,,,"MISS JUMPER by HOLLOWAY,JACK",2
--,,,,,"REBOUND DEF by YOUNG,CARRINGTON",,,"REBOUND DEF by YOUNG,CARRINGTON",2
12:28,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
12:28,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
12:28,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
12:28,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
12:28,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
12:17,,,,,"MISS JUMPER by JR,JAMES SMITH",,,"MISS JUMPER by JR,JAMES SMITH",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
12:11,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
12:05,,43 (+5),,38,"GOOD LAYUP by MADDEN-MCAFEE,KAJUAN(in the paint)",FCM 43-38 (+5),,"GOOD LAYUP by MADDEN-MCAFEE,KAJUAN(in the paint)",2
--,,,,,"ASSIST  by YOUNG,CARRINGTON",,,"ASSIST  by YOUNG,CARRINGTON",2
11:41,,,,,"FOUL  by HELTON,NICK",,,"FOUL  by HELTON,NICK",2
11:41,"MISS FT by WARLICK,JORDAN",,,,,,,"MISS FT by WARLICK,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:41,"MISS FT by WARLICK,JORDAN",,,,,,,"MISS FT by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by YOUNG,CARRINGTON",,,"REBOUND DEF by YOUNG,CARRINGTON",2
11:24,,43 (+3),,40,"GOOD LAYUP by MADDEN-MCAFEE,KAJUAN(in the paint)",FCM 43-40 (+3),,"GOOD LAYUP by MADDEN-MCAFEE,KAJUAN(in the paint)",2
10:56,,,,,"FOUL  by YOUNG,CARRINGTON",,,"FOUL  by YOUNG,CARRINGTON",2
10:56,"GOOD FT by THOMAS,ADRIAN",44 (+4),,40,,SEWANEE 44-40 (+4),,"GOOD FT by THOMAS,ADRIAN",2
10:56,"GOOD FT by THOMAS,ADRIAN",45 (+5),,40,,SEWANEE 45-40 (+5),,"GOOD FT by THOMAS,ADRIAN",2
10:56,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
10:56,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
10:56,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
10:56,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
10:39,,,,,"MISS 3PTR by MADDEN-MCAFEE,KAJUAN",,,"MISS 3PTR by MADDEN-MCAFEE,KAJUAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:19,,,,,"FOUL  by YOUNG,CARRINGTON",,,"FOUL  by YOUNG,CARRINGTON",2
10:19,"GOOD FT by THOMAS,ADRIAN",46 (+6),,40,,SEWANEE 46-40 (+6),,"GOOD FT by THOMAS,ADRIAN",2
10:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:19,"GOOD FT by THOMAS,ADRIAN",47 (+7),,40,,SEWANEE 47-40 (+7),,"GOOD FT by THOMAS,ADRIAN",2
09:55,,,,,"MISS 3PTR by YOUNG,CARRINGTON",,,"MISS 3PTR by YOUNG,CARRINGTON",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
09:48,"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",49 (+9),,40,,SEWANEE 49-40 (+9),,"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by BARRY,MICHAEL",,,,,,,"ASSIST  by BARRY,MICHAEL",2
09:25,,,,,"SUB IN by REEVES,BRANDON",,,"SUB IN by REEVES,BRANDON",2
09:25,,,,,"SUB OUT by YOUNG,CARRINGTON",,,"SUB OUT by YOUNG,CARRINGTON",2
09:18,,,,,"MISS JUMPER by JR,JAMES SMITH",,,"MISS JUMPER by JR,JAMES SMITH",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
08:59,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
08:58,,,,,"STEAL  by REEVES,BRANDON",,,"STEAL  by REEVES,BRANDON",2
08:52,,49 (+7),,42,"GOOD LAYUP by JR,JAMES SMITH(fastbreak)(in the paint)",FCM 49-42 (+7),,"GOOD LAYUP by JR,JAMES SMITH(fastbreak)(in the paint)",2
08:49,,,,,"SUB IN by REED,RASHAD",,,"SUB IN by REED,RASHAD",2
08:49,,,,,"SUB OUT by SCOTT,JAMAL",,,"SUB OUT by SCOTT,JAMAL",2
08:22,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by REEVES,BRANDON",,,"REBOUND DEF by REEVES,BRANDON",2
08:05,,,,,"MISS 3PTR by JR,JAMES SMITH",,,"MISS 3PTR by JR,JAMES SMITH",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
07:50,,,,,"FOUL  by REEVES,BRANDON",,,"FOUL  by REEVES,BRANDON",2
07:50,"GOOD FT by THOMAS,ADRIAN",50 (+8),,42,,SEWANEE 50-42 (+8),,"GOOD FT by THOMAS,ADRIAN",2
07:50,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by REEVES,BRANDON",,,"REBOUND DEF by REEVES,BRANDON",2
07:50,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
07:50,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
07:38,,50 (+6),,44,"GOOD LAYUP by REED,RASHAD(in the paint)",FCM 50-44 (+6),,"GOOD LAYUP by REED,RASHAD(in the paint)",2
07:38,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",2
07:38,,,,,"MISS FT by REED,RASHAD",,,"MISS FT by REED,RASHAD",2
--,"REBOUND DEF by GARWOOD,MACKIE",,,,,,,"REBOUND DEF by GARWOOD,MACKIE",2
07:38,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
07:38,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
07:38,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
07:38,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
07:21,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",52 (+8),,44,,SEWANEE 52-44 (+8),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
07:07,,52 (+6),,46,"GOOD LAYUP by REED,RASHAD(in the paint)",FCM 52-46 (+6),,"GOOD LAYUP by REED,RASHAD(in the paint)",2
06:43,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:30,,,,,"MISS 3PTR by MADDEN-MCAFEE,KAJUAN",,,"MISS 3PTR by MADDEN-MCAFEE,KAJUAN",2
--,,,,,"REBOUND OFF by REEVES,BRANDON",,,"REBOUND OFF by REEVES,BRANDON",2
06:14,,,,,"TURNOVER  by REED,RASHAD",,,"TURNOVER  by REED,RASHAD",2
06:14,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
06:14,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
06:14,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
06:02,"MISS LAYUP by MCDONOUGH,SEAN",,,,,,,"MISS LAYUP by MCDONOUGH,SEAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:29,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
05:29,,,,,"MISS FT by REEVES,BRANDON",,,"MISS FT by REEVES,BRANDON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:29,,,,,"MISS FT by REEVES,BRANDON",,,"MISS FT by REEVES,BRANDON",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
05:29,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
05:29,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
05:29,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
05:29,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
05:09,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by JR,JAMES SMITH",,,"REBOUND DEF by JR,JAMES SMITH",2
04:51,,52 (+4),,48,"GOOD LAYUP by REED,RASHAD(in the paint)",FCM 52-48 (+4),,"GOOD LAYUP by REED,RASHAD(in the paint)",2
04:31,"GOOD 3PTR by MCDONOUGH,SEAN",55 (+7),,48,,SEWANEE 55-48 (+7),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,"ASSIST  by THOMAS,ADRIAN",,,,,,,"ASSIST  by THOMAS,ADRIAN",2
04:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:28,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
04:28,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
04:28,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
04:28,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
04:14,,55 (+5),,50,"GOOD JUMPER by HELTON,NICK(in the paint)",FCM 55-50 (+5),,"GOOD JUMPER by HELTON,NICK(in the paint)",2
03:57,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,"REBOUND OFF by STARR,RYAN",,,,,,,"REBOUND OFF by STARR,RYAN",2
03:39,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",57 (+7),,50,,SEWANEE 57-50 (+7),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
03:22,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
03:22,,,,,"MISS FT by REEVES,BRANDON",,,"MISS FT by REEVES,BRANDON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:22,,57 (+6),,51,"GOOD FT by REEVES,BRANDON",FCM 57-51 (+6),,"GOOD FT by REEVES,BRANDON",2
03:22,,,,,"SUB IN by PLAIR,MARCUS",,,"SUB IN by PLAIR,MARCUS",2
03:22,,,,,"SUB OUT by HELTON,NICK",,,"SUB OUT by HELTON,NICK",2
03:11,"GOOD LAYUP by KNOX,JOEY(in the paint)",59 (+8),,51,,SEWANEE 59-51 (+8),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
02:57,,59 (+5),,54,"GOOD 3PTR by REED,RASHAD",FCM 59-54 (+5),,"GOOD 3PTR by REED,RASHAD",2
--,,,,,"ASSIST  by JR,JAMES SMITH",,,"ASSIST  by JR,JAMES SMITH",2
02:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:43,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by PLAIR,MARCUS",,,"REBOUND DEF by PLAIR,MARCUS",2
02:36,,,,,"MISS LAYUP by JR,JAMES SMITH",,,"MISS LAYUP by JR,JAMES SMITH",2
02:36,"BLOCK  by KNOX,JOEY",,,,,,,"BLOCK  by KNOX,JOEY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:29,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",2
02:29,,59 (+4),,55,"GOOD FT by MADDEN-MCAFEE,KAJUAN",FCM 59-55 (+4),,"GOOD FT by MADDEN-MCAFEE,KAJUAN",2
02:29,,59 (+3),,56,"GOOD FT by MADDEN-MCAFEE,KAJUAN",FCM 59-56 (+3),,"GOOD FT by MADDEN-MCAFEE,KAJUAN",2
02:15,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
02:06,"FOUL  by STARR,RYAN",,,,,,,"FOUL  by STARR,RYAN",2
02:06,,59 (+2),,57,"GOOD FT by JR,JAMES SMITH",FCM 59-57 (+2),,"GOOD FT by JR,JAMES SMITH",2
02:06,,59 (+1),,58,"GOOD FT by JR,JAMES SMITH",FCM 59-58 (+1),,"GOOD FT by JR,JAMES SMITH",2
01:47,"TURNOVER  by KNOX,JOEY",,,,,,,"TURNOVER  by KNOX,JOEY",2
01:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:20,,59,,60 (+1),"GOOD JUMPER by JR,JAMES SMITH",FCM 59-60 (-1),,"GOOD JUMPER by JR,JAMES SMITH",2
00:49,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",61 (+1),,60,,SEWANEE 61-60 (+1),,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",2
00:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:38,,61,,62 (+1),"GOOD JUMPER by JR,JAMES SMITH",FCM 61-62 (-1),,"GOOD JUMPER by JR,JAMES SMITH",2
00:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:35,,,,,"SUB IN by YOUNG,CARRINGTON",,,"SUB IN by YOUNG,CARRINGTON",2
00:35,,,,,"SUB OUT by REEVES,BRANDON",,,"SUB OUT by REEVES,BRANDON",2
00:24,"MISS LAYUP by KNOX,JOEY",,,,,,,"MISS LAYUP by KNOX,JOEY",2
--,,,,,"REBOUND DEF by YOUNG,CARRINGTON",,,"REBOUND DEF by YOUNG,CARRINGTON",2
00:19,,,,,"MISS LAYUP by REED,RASHAD",,,"MISS LAYUP by REED,RASHAD",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
00:16,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
00:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:16,,,,,"SUB IN by HELTON,NICK",,,"SUB IN by HELTON,NICK",2
00:16,,,,,"SUB IN by REEVES,BRANDON",,,"SUB IN by REEVES,BRANDON",2
00:16,,,,,"SUB OUT by PLAIR,MARCUS",,,"SUB OUT by PLAIR,MARCUS",2
00:16,,,,,"SUB OUT by YOUNG,CARRINGTON",,,"SUB OUT by YOUNG,CARRINGTON",2
00:09,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
00:09,,61,,63 (+2),"GOOD FT by REED,RASHAD",FCM 61-63 (-2),,"GOOD FT by REED,RASHAD",2
00:09,,61,,64 (+3),"GOOD FT by REED,RASHAD",FCM 61-64 (-3),,"GOOD FT by REED,RASHAD",2
00:09,,,,,"SUB IN by PLAIR,MARCUS",,,"SUB IN by PLAIR,MARCUS",2
00:09,,,,,"SUB IN by YOUNG,CARRINGTON",,,"SUB IN by YOUNG,CARRINGTON",2
00:09,,,,,"SUB OUT by HELTON,NICK",,,"SUB OUT by HELTON,NICK",2
00:09,,,,,"SUB OUT by REEVES,BRANDON",,,"SUB OUT by REEVES,BRANDON",2
00:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:01,"GOOD 3PTR by THOMAS,ADRIAN",64,,64,,SEWANEE 64-64 (0),,"GOOD 3PTR by THOMAS,ADRIAN",2
--,"ASSIST  by KNOX,JOEY",,,,,,,"ASSIST  by KNOX,JOEY",2
05:00,,,,,"SUB IN by JR,JAMES SMITH",,,"SUB IN by JR,JAMES SMITH",3
05:00,,,,,"SUB IN by MADDEN-MCAFEE,KAJUAN",,,"SUB IN by MADDEN-MCAFEE,KAJUAN",3
05:00,,,,,"SUB OUT by HELTON,NICK",,,"SUB OUT by HELTON,NICK",3
05:00,,,,,"SUB OUT by JONES,KALIP",,,"SUB OUT by JONES,KALIP",3
04:53,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",3
04:53,,64,,65 (+1),"GOOD FT by JR,JAMES SMITH",FCM 64-65 (-1),,"GOOD FT by JR,JAMES SMITH",3
04:53,,,,,"MISS FT by JR,JAMES SMITH",,,"MISS FT by JR,JAMES SMITH",3
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",3
04:43,"TURNOVER  by STARR,RYAN",,,,,,,"TURNOVER  by STARR,RYAN",3
04:42,,,,,"STEAL  by JR,JAMES SMITH",,,"STEAL  by JR,JAMES SMITH",3
04:36,,,,,"MISS LAYUP by PLAIR,MARCUS",,,"MISS LAYUP by PLAIR,MARCUS",3
--,,,,,"REBOUND OFF by REEVES,BRANDON",,,"REBOUND OFF by REEVES,BRANDON",3
04:31,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",3
04:31,,64,,66 (+2),"GOOD FT by REEVES,BRANDON",FCM 64-66 (-2),,"GOOD FT by REEVES,BRANDON",3
04:31,,,,,"MISS FT by REEVES,BRANDON",,,"MISS FT by REEVES,BRANDON",3
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",3
04:31,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",3
04:31,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",3
04:21,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",3
04:21,,,,,"BLOCK  by REEVES,BRANDON",,,"BLOCK  by REEVES,BRANDON",3
--,,,,,"REBOUND DEF by JR,JAMES SMITH",,,"REBOUND DEF by JR,JAMES SMITH",3
04:04,,,,,"MISS 3PTR by JR,JAMES SMITH",,,"MISS 3PTR by JR,JAMES SMITH",3
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",3
03:42,"TURNOVER  by STARR,RYAN",,,,,,,"TURNOVER  by STARR,RYAN",3
03:40,,,,,"STEAL  by REED,RASHAD",,,"STEAL  by REED,RASHAD",3
03:20,,,,,"MISS JUMPER by JR,JAMES SMITH",,,"MISS JUMPER by JR,JAMES SMITH",3
--,,,,,"REBOUND OFF by JR,JAMES SMITH",,,"REBOUND OFF by JR,JAMES SMITH",3
03:17,,64,,68 (+4),"GOOD LAYUP by REEVES,BRANDON(in the paint)",FCM 64-68 (-4),,"GOOD LAYUP by REEVES,BRANDON(in the paint)",3
--,,,,,"ASSIST  by JR,JAMES SMITH",,,"ASSIST  by JR,JAMES SMITH",3
03:10,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",3
03:08,,,,,"STEAL  by MADDEN-MCAFEE,KAJUAN",,,"STEAL  by MADDEN-MCAFEE,KAJUAN",3
03:06,"FOUL  by GARWOOD,MACKIE",,,,,,,"FOUL  by GARWOOD,MACKIE",3
03:06,,,,,"MISS FT by MADDEN-MCAFEE,KAJUAN",,,"MISS FT by MADDEN-MCAFEE,KAJUAN",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:06,,64,,69 (+5),"GOOD FT by MADDEN-MCAFEE,KAJUAN",FCM 64-69 (-5),,"GOOD FT by MADDEN-MCAFEE,KAJUAN",3
02:52,"GOOD LAYUP by KNOX,JOEY(in the paint)",66,,69 (+3),,SEWANEE 66-69 (-3),,"GOOD LAYUP by KNOX,JOEY(in the paint)",3
02:33,,,,,"TURNOVER  by REED,RASHAD",,,"TURNOVER  by REED,RASHAD",3
02:32,"STEAL  by STARR,RYAN",,,,,,,"STEAL  by STARR,RYAN",3
02:30,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",3
--,,,,,"REBOUND DEF by PLAIR,MARCUS",,,"REBOUND DEF by PLAIR,MARCUS",3
02:13,,,,,"MISS JUMPER by JR,JAMES SMITH",,,"MISS JUMPER by JR,JAMES SMITH",3
--,,,,,"REBOUND OFF by PLAIR,MARCUS",,,"REBOUND OFF by PLAIR,MARCUS",3
02:09,,,,,"MISS JUMPER by PLAIR,MARCUS",,,"MISS JUMPER by PLAIR,MARCUS",3
--,,,,,"REBOUND OFF by REEVES,BRANDON",,,"REBOUND OFF by REEVES,BRANDON",3
01:47,,,,,"MISS 3PTR by REEVES,BRANDON",,,"MISS 3PTR by REEVES,BRANDON",3
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",3
01:36,"TURNOVER  by STARR,RYAN",,,,,,,"TURNOVER  by STARR,RYAN",3
01:34,,,,,"STEAL  by REEVES,BRANDON",,,"STEAL  by REEVES,BRANDON",3
01:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:15,,,,,"MISS JUMPER by REED,RASHAD",,,"MISS JUMPER by REED,RASHAD",3
01:15,"BLOCK  by WARLICK,JORDAN",,,,,,,"BLOCK  by WARLICK,JORDAN",3
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",3
00:45,"MISS 3PTR by GARWOOD,MACKIE",,,,,,,"MISS 3PTR by GARWOOD,MACKIE",3
--,"REBOUND OFF by STARR,RYAN",,,,,,,"REBOUND OFF by STARR,RYAN",3
00:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:23,,,,,"FOUL  by REEVES,BRANDON",,,"FOUL  by REEVES,BRANDON",3
00:23,"MISS FT by GARWOOD,MACKIE",,,,,,,"MISS FT by GARWOOD,MACKIE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:23,"GOOD FT by GARWOOD,MACKIE",67,,69 (+2),,SEWANEE 67-69 (-2),,"GOOD FT by GARWOOD,MACKIE",3
00:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:23,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",3
