Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,RUST,Game Score,Team Indicator,Play,Period
12:56,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",1
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",1
12:51,,,,,"FOUL  by STUCKEY,CURTIS",,,"FOUL  by STUCKEY,CURTIS",1
12:47,"GOOD FT by ATKINSON,QUINN",11,,21 (+10),,MILLSAPS 11-21 (-10),,"GOOD FT by ATKINSON,QUINN",1
12:47,"GOOD FT by ATKINSON,QUINN",12,,21 (+9),,MILLSAPS 12-21 (-9),,"GOOD FT by ATKINSON,QUINN",1
12:47,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
12:47,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
12:39,,,,,"MISS 3PTR by HUDSON,DOMINIC",,,"MISS 3PTR by HUDSON,DOMINIC",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:13,,12,,24 (+12),"GOOD 3PTR by HUDSON,DOMINIC",RUST 12-24 (-12),,"GOOD 3PTR by HUDSON,DOMINIC",1
--,,,,,"ASSIST  by WILKINS,RYAN",,,"ASSIST  by WILKINS,RYAN",1
11:54,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",1
11:54,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",1
11:52,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by WILKINS,RYAN",,,"REBOUND DEF by WILKINS,RYAN",1
11:21,,12,,27 (+15),"GOOD 3PTR by WILKINS,RYAN",RUST 12-27 (-15),,"GOOD 3PTR by WILKINS,RYAN",1
--,,,,,"ASSIST  by MCCOLLUM,RICK",,,"ASSIST  by MCCOLLUM,RICK",1
10:55,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by WAITE,LADARIUS",,,"REBOUND DEF by WAITE,LADARIUS",1
10:48,,,,,"TURNOVER  by HUDSON,DOMINIC",,,"TURNOVER  by HUDSON,DOMINIC",1
10:47,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
10:47,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
10:37,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",1
--,,,,,"REBOUND DEF by STUCKEY,CURTIS",,,"REBOUND DEF by STUCKEY,CURTIS",1
10:22,,12,,29 (+17),"GOOD JUMPER by BOWNES,JON",RUST 12-29 (-17),,"GOOD JUMPER by BOWNES,JON",1
--,,,,,"ASSIST  by WAITE,LADARIUS",,,"ASSIST  by WAITE,LADARIUS",1
10:12,,,,,"FOUL  by STUCKEY,CURTIS",,,"FOUL  by STUCKEY,CURTIS",1
10:12,"GOOD FT by AUBERT,DUSTIN",13,,29 (+16),,MILLSAPS 13-29 (-16),,"GOOD FT by AUBERT,DUSTIN",1
10:12,"GOOD FT by AUBERT,DUSTIN",14,,29 (+15),,MILLSAPS 14-29 (-15),,"GOOD FT by AUBERT,DUSTIN",1
10:08,,14,,31 (+17),"GOOD JUMPER by LOWE,O'DARIUS",RUST 14-31 (-17),,"GOOD JUMPER by LOWE,O'DARIUS",1
09:54,,,,,"FOUL  by LOWE,O'DARIUS",,,"FOUL  by LOWE,O'DARIUS",1
09:54,"GOOD FT by AUBERT,DUSTIN",15,,31 (+16),,MILLSAPS 15-31 (-16),,"GOOD FT by AUBERT,DUSTIN",1
09:54,"GOOD FT by AUBERT,DUSTIN",16,,31 (+15),,MILLSAPS 16-31 (-15),,"GOOD FT by AUBERT,DUSTIN",1
09:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:45,,16,,34 (+18),"GOOD 3PTR by HUDSON,DOMINIC",RUST 16-34 (-18),,"GOOD 3PTR by HUDSON,DOMINIC",1
--,,,,,"ASSIST  by WILKINS,RYAN",,,"ASSIST  by WILKINS,RYAN",1
09:28,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",1
09:28,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
09:19,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",1
--,,,,,"REBOUND DEF by WAITE,LADARIUS",,,"REBOUND DEF by WAITE,LADARIUS",1
09:04,,,,,"MISS LAYUP by ANDERSON,PAUL",,,"MISS LAYUP by ANDERSON,PAUL",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:55,,16,,36 (+20),"GOOD LAYUP by ANDERSON,PAUL(fastbreak)(in the paint)",RUST 16-36 (-20),,"GOOD LAYUP by ANDERSON,PAUL(fastbreak)(in the paint)",1
08:37,"GOOD JUMPER by DETILLIEU,RYAN",18,,36 (+18),,MILLSAPS 18-36 (-18),,"GOOD JUMPER by DETILLIEU,RYAN",1
08:22,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",1
08:20,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",1
08:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:20,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
08:20,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
07:59,,,,,"MISS JUMPER by FAIRMAN,FREDRICK",,,"MISS JUMPER by FAIRMAN,FREDRICK",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
07:48,"TURNOVER  by DETILLIEU,RYAN",,,,,,,"TURNOVER  by DETILLIEU,RYAN",1
07:44,,,,,"STEAL  by JOHNSON,DEVONTE",,,"STEAL  by JOHNSON,DEVONTE",1
07:42,,18,,38 (+20),"GOOD LAYUP by JOHNSON,DEVONTE(in the paint)",RUST 18-38 (-20),,"GOOD LAYUP by JOHNSON,DEVONTE(in the paint)",1
07:23,"MISS 3PTR by DETILLIEU,RYAN",,,,,,,"MISS 3PTR by DETILLIEU,RYAN",1
--,,,,,"REBOUND DEF by HUDSON,DOMINIC",,,"REBOUND DEF by HUDSON,DOMINIC",1
07:18,,,,,"TURNOVER  by HUDSON,DOMINIC",,,"TURNOVER  by HUDSON,DOMINIC",1
07:17,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",1
07:17,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
07:17,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",1
07:17,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",1
07:17,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
07:17,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",1
06:56,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by LOWE,O'DARIUS",,,"REBOUND DEF by LOWE,O'DARIUS",1
06:41,,18,,41 (+23),"GOOD 3PTR by HUDSON,DOMINIC",RUST 18-41 (-23),,"GOOD 3PTR by HUDSON,DOMINIC",1
--,,,,,"ASSIST  by LOWE,O'DARIUS",,,"ASSIST  by LOWE,O'DARIUS",1
06:24,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",1
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",1
06:20,,,,,"FOUL  by LOWE,O'DARIUS",,,"FOUL  by LOWE,O'DARIUS",1
06:20,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:20,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",1
--,,,,,"REBOUND DEF by FAIRMAN,FREDRICK",,,"REBOUND DEF by FAIRMAN,FREDRICK",1
06:04,,18,,43 (+25),"GOOD LAYUP by WILKINS,RYAN(in the paint)",RUST 18-43 (-25),,"GOOD LAYUP by WILKINS,RYAN(in the paint)",1
--,,,,,"ASSIST  by ANDERSON,PAUL",,,"ASSIST  by ANDERSON,PAUL",1
05:58,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
05:58,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",1
05:56,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",1
--,,,,,"REBOUND DEF by LOWE,O'DARIUS",,,"REBOUND DEF by LOWE,O'DARIUS",1
05:39,,18,,45 (+27),"GOOD JUMPER by LOWE,O'DARIUS",RUST 18-45 (-27),,"GOOD JUMPER by LOWE,O'DARIUS",1
05:36,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
05:36,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",1
05:36,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
05:36,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
05:18,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
05:18,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
05:10,"MISS JUMPER by HANSTAD,RAJAN",,,,,,,"MISS JUMPER by HANSTAD,RAJAN",1
--,,,,,"REBOUND DEF by WILKINS,RYAN",,,"REBOUND DEF by WILKINS,RYAN",1
05:03,,,,,"TURNOVER  by WILKINS,RYAN",,,"TURNOVER  by WILKINS,RYAN",1
05:01,"STEAL  by HANSTAD,RAJAN",,,,,,,"STEAL  by HANSTAD,RAJAN",1
04:46,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",1
--,,,,,"REBOUND DEF by FAIRMAN,FREDRICK",,,"REBOUND DEF by FAIRMAN,FREDRICK",1
04:26,,,,,"TURNOVER  by WAITE,LADARIUS",,,"TURNOVER  by WAITE,LADARIUS",1
04:07,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",1
--,,,,,"REBOUND DEF by JOHNSON,DEVONTE",,,"REBOUND DEF by JOHNSON,DEVONTE",1
03:55,,,,,"MISS JUMPER by FAIRMAN,FREDRICK",,,"MISS JUMPER by FAIRMAN,FREDRICK",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
03:43,"TURNOVER  by HANSTAD,RAJAN",,,,,,,"TURNOVER  by HANSTAD,RAJAN",1
03:30,,,,,"MISS 3PTR by WORTHY,MALCOM",,,"MISS 3PTR by WORTHY,MALCOM",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
03:25,,,,,"FOUL  by WORTHY,MALCOM",,,"FOUL  by WORTHY,MALCOM",1
03:23,"GOOD FT by AUBERT,DUSTIN",19,,45 (+26),,MILLSAPS 19-45 (-26),,"GOOD FT by AUBERT,DUSTIN",1
03:23,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",1
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",1
03:17,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",1
--,,,,,"REBOUND DEF by LOWE,O'DARIUS",,,"REBOUND DEF by LOWE,O'DARIUS",1
02:57,,19,,47 (+28),"GOOD JUMPER by STUCKEY,CURTIS(in the paint)",RUST 19-47 (-28),,"GOOD JUMPER by STUCKEY,CURTIS(in the paint)",1
02:42,"GOOD LAYUP by MOORE,MYLES(in the paint)",21,,47 (+26),,MILLSAPS 21-47 (-26),,"GOOD LAYUP by MOORE,MYLES(in the paint)",1
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",1
02:42,,,,,"FOUL  by STUCKEY,CURTIS",,,"FOUL  by STUCKEY,CURTIS",1
02:42,"GOOD FT by MOORE,MYLES",22,,47 (+25),,MILLSAPS 22-47 (-25),,"GOOD FT by MOORE,MYLES",1
02:29,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",1
02:25,,,,,"MISS JUMPER by WILKINS,RYAN",,,"MISS JUMPER by WILKINS,RYAN",1
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",1
02:10,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
02:10,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",1
02:10,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
02:10,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",1
02:00,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by STUCKEY,CURTIS",,,"REBOUND DEF by STUCKEY,CURTIS",1
01:47,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",1
01:47,,,,,"MISS FT by POTTS,ALLEN",,,"MISS FT by POTTS,ALLEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:47,,22,,48 (+26),"GOOD FT by POTTS,ALLEN",RUST 22-48 (-26),,"GOOD FT by POTTS,ALLEN",1
01:33,,,,,"FOUL  by POTTS,ALLEN",,,"FOUL  by POTTS,ALLEN",1
01:33,"GOOD FT by GERCHOW,ALEX",23,,48 (+25),,MILLSAPS 23-48 (-25),,"GOOD FT by GERCHOW,ALEX",1
01:33,"GOOD FT by GERCHOW,ALEX",24,,48 (+24),,MILLSAPS 24-48 (-24),,"GOOD FT by GERCHOW,ALEX",1
01:08,,24,,50 (+26),"GOOD LAYUP by BOWNES,JON(in the paint)",RUST 24-50 (-26),,"GOOD LAYUP by BOWNES,JON(in the paint)",1
--,,,,,"ASSIST  by WAITE,LADARIUS",,,"ASSIST  by WAITE,LADARIUS",1
00:58,"MISS JUMPER by MOORE,MYLES",,,,,,,"MISS JUMPER by MOORE,MYLES",1
--,,,,,"REBOUND DEF by STUCKEY,CURTIS",,,"REBOUND DEF by STUCKEY,CURTIS",1
00:50,,24,,52 (+28),"GOOD LAYUP by POTTS,ALLEN(in the paint)",RUST 24-52 (-28),,"GOOD LAYUP by POTTS,ALLEN(in the paint)",1
--,,,,,"ASSIST  by STUCKEY,CURTIS",,,"ASSIST  by STUCKEY,CURTIS",1
00:22,,,,,"FOUL  by POTTS,ALLEN",,,"FOUL  by POTTS,ALLEN",1
00:22,"GOOD FT by ATKINSON,QUINN",25,,52 (+27),,MILLSAPS 25-52 (-27),,"GOOD FT by ATKINSON,QUINN",1
00:22,"GOOD FT by ATKINSON,QUINN",26,,52 (+26),,MILLSAPS 26-52 (-26),,"GOOD FT by ATKINSON,QUINN",1
00:22,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
00:22,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
00:10,,,,,"MISS 3PTR by STUCKEY,CURTIS",,,"MISS 3PTR by STUCKEY,CURTIS",1
--,,,,,"REBOUND OFF by STUCKEY,CURTIS",,,"REBOUND OFF by STUCKEY,CURTIS",1
00:04,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
00:04,,,,,"FOUL  by STUCKEY,CURTIS",,,"FOUL  by STUCKEY,CURTIS",1
00:04,"GOOD FT by MANCUSO,LOGAN",27,,52 (+25),,MILLSAPS 27-52 (-25),,"GOOD FT by MANCUSO,LOGAN",1
00:04,"GOOD FT by MANCUSO,LOGAN",28,,52 (+24),,MILLSAPS 28-52 (-24),,"GOOD FT by MANCUSO,LOGAN",1
00:01,,,,,"MISS 3PTR by MCCOLLUM,RICK",,,"MISS 3PTR by MCCOLLUM,RICK",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:51,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",30,,52 (+22),,MILLSAPS 30-52 (-22),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
19:17,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
18:50,,,,,"FOUL  by MCCOLLUM,RICK",,,"FOUL  by MCCOLLUM,RICK",2
18:43,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by FAIRMAN,FREDRICK",,,"REBOUND DEF by FAIRMAN,FREDRICK",2
18:40,,,,,"TURNOVER  by FAIRMAN,FREDRICK",,,"TURNOVER  by FAIRMAN,FREDRICK",2
18:26,,,,,"FOUL  by WILKINS,RYAN",,,"FOUL  by WILKINS,RYAN",2
18:26,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:26,"GOOD FT by AUBERT,DUSTIN",31,,52 (+21),,MILLSAPS 31-52 (-21),,"GOOD FT by AUBERT,DUSTIN",2
18:26,,,,,"SUB IN by HUDSON,DOMINIC",,,"SUB IN by HUDSON,DOMINIC",2
18:26,,,,,"SUB OUT by WILKINS,RYAN",,,"SUB OUT by WILKINS,RYAN",2
18:12,,,,,"MISS JUMPER by LOWE,O'DARIUS",,,"MISS JUMPER by LOWE,O'DARIUS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:51,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by FAIRMAN,FREDRICK",,,"REBOUND DEF by FAIRMAN,FREDRICK",2
17:36,,,,,"FOUL  by FAIRMAN,FREDRICK",,,"FOUL  by FAIRMAN,FREDRICK",2
17:36,,,,,"TURNOVER  by FAIRMAN,FREDRICK",,,"TURNOVER  by FAIRMAN,FREDRICK",2
17:36,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
17:36,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
17:20,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
17:19,,,,,"STEAL  by LOWE,O'DARIUS",,,"STEAL  by LOWE,O'DARIUS",2
