Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,ETBU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",1
00:33,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",1
00:18,,,,,"FOUL  by THOMPSON,ERBY",,,"FOUL  by THOMPSON,ERBY",1
00:18,"MISS FT by PRATER,DALLAS",,,,,,,"MISS FT by PRATER,DALLAS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:18,"GOOD FT by PRATER,DALLAS",25,,36 (+11),,MILLSAPS 25-36 (-11),,"GOOD FT by PRATER,DALLAS",1
00:08,,,,,"MISS 3PTR by AUGUSTINE,DYLAN",,,"MISS 3PTR by AUGUSTINE,DYLAN",1
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",1
19:41,,25,,38 (+13),"GOOD JUMPER by SAMUEL,JAMIL",ETBU 25-38 (-13),,"GOOD JUMPER by SAMUEL,JAMIL",2
--,,,,,"ASSIST  by FELICIA,JUSTIN",,,"ASSIST  by FELICIA,JUSTIN",2
19:11,,,,,"FOUL  by FELICIA,JUSTIN",,,"FOUL  by FELICIA,JUSTIN",2
19:11,"GOOD FT by GERCHOW,ALEX",26,,38 (+12),,MILLSAPS 26-38 (-12),,"GOOD FT by GERCHOW,ALEX",2
19:11,"GOOD FT by GERCHOW,ALEX",27,,38 (+11),,MILLSAPS 27-38 (-11),,"GOOD FT by GERCHOW,ALEX",2
19:05,,,,,"MISS 3PTR by FELICIA,JUSTIN",,,"MISS 3PTR by FELICIA,JUSTIN",2
--,,,,,"REBOUND OFF by SAMUEL,JAMIL",,,"REBOUND OFF by SAMUEL,JAMIL",2
18:56,,,,,"MISS 3PTR by ATKINS,BRET",,,"MISS 3PTR by ATKINS,BRET",2
--,,,,,"REBOUND OFF by FELICIA,JUSTIN",,,"REBOUND OFF by FELICIA,JUSTIN",2
18:36,,27,,41 (+14),"GOOD 3PTR by ATKINS,BRET",ETBU 27-41 (-14),,"GOOD 3PTR by ATKINS,BRET",2
18:12,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by MITCHELL,JUNIOR",,,"REBOUND DEF by MITCHELL,JUNIOR",2
18:09,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
18:00,,,,,"FOUL  by FELICIA,JUSTIN",,,"FOUL  by FELICIA,JUSTIN",2
18:00,,,,,"TURNOVER  by FELICIA,JUSTIN",,,"TURNOVER  by FELICIA,JUSTIN",2
17:57,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",29,,41 (+12),,MILLSAPS 29-41 (-12),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
17:41,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
17:35,,,,,"MISS JUMPER by SAMUEL,JAMIL",,,"MISS JUMPER by SAMUEL,JAMIL",2
--,,,,,"REBOUND OFF by MITCHELL,JUNIOR",,,"REBOUND OFF by MITCHELL,JUNIOR",2
17:30,,29,,43 (+14),"GOOD LAYUP by MITCHELL,JUNIOR(in the paint)",ETBU 29-43 (-14),,"GOOD LAYUP by MITCHELL,JUNIOR(in the paint)",2
17:06,,,,,"FOUL  by FELICIA,JUSTIN",,,"FOUL  by FELICIA,JUSTIN",2
16:59,"GOOD JUMPER by ROBERTSON,MARC",31,,43 (+12),,MILLSAPS 31-43 (-12),,"GOOD JUMPER by ROBERTSON,MARC",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
16:51,,,,,"TURNOVER  by MITCHELL,JUNIOR",,,"TURNOVER  by MITCHELL,JUNIOR",2
16:50,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
16:48,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
16:48,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
16:48,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
16:48,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
16:48,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
16:48,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
16:48,,,,,"SUB IN by GRAY,AHNRE",,,"SUB IN by GRAY,AHNRE",2
16:48,,,,,"SUB OUT by FELICIA,JUSTIN",,,"SUB OUT by FELICIA,JUSTIN",2
16:34,,,,,"FOUL  by ATKINS,BRET",,,"FOUL  by ATKINS,BRET",2
16:18,"MISS JUMPER by MCSWAIN,JOSH",,,,,,,"MISS JUMPER by MCSWAIN,JOSH",2
16:18,,,,,"BLOCK  by SAMUEL,JAMIL",,,"BLOCK  by SAMUEL,JAMIL",2
--,,,,,"REBOUND DEF by SAMUEL,JAMIL",,,"REBOUND DEF by SAMUEL,JAMIL",2
16:18,,,,,"TURNOVER  by ATKINS,BRET",,,"TURNOVER  by ATKINS,BRET",2
16:18,,,,,"SUB IN by AUGUSTINE,DYLAN",,,"SUB IN by AUGUSTINE,DYLAN",2
16:18,,,,,"SUB IN by DAVIS,ANTHONY",,,"SUB IN by DAVIS,ANTHONY",2
16:18,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
16:18,,,,,"SUB OUT by ATKINS,BRET",,,"SUB OUT by ATKINS,BRET",2
16:10,"TURNOVER  by DETILLIEU,RYAN",,,,,,,"TURNOVER  by DETILLIEU,RYAN",2
15:54,,31,,46 (+15),"GOOD 3PTR by DAVIS,ANTHONY",ETBU 31-46 (-15),,"GOOD 3PTR by DAVIS,ANTHONY",2
--,,,,,"ASSIST  by SAMUEL,JAMIL",,,"ASSIST  by SAMUEL,JAMIL",2
15:35,,,,,"FOUL  by GRAY,AHNRE",,,"FOUL  by GRAY,AHNRE",2
15:35,"MISS FT by FREBIS,RONNIE",,,,,,,"MISS FT by FREBIS,RONNIE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:35,"GOOD FT by FREBIS,RONNIE",32,,46 (+14),,MILLSAPS 32-46 (-14),,"GOOD FT by FREBIS,RONNIE",2
15:35,"GOOD FT by FREBIS,RONNIE",33,,46 (+13),,MILLSAPS 33-46 (-13),,"GOOD FT by FREBIS,RONNIE",2
15:35,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
15:35,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
15:12,"FOUL  by FREBIS,RONNIE",,,,,,,"FOUL  by FREBIS,RONNIE",2
15:12,,33,,47 (+14),"GOOD FT by GRAY,AHNRE",ETBU 33-47 (-14),,"GOOD FT by GRAY,AHNRE",2
15:12,,,,,"MISS FT by GRAY,AHNRE",,,"MISS FT by GRAY,AHNRE",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
14:56,"TURNOVER  by MCSWAIN,JOSH",,,,,,,"TURNOVER  by MCSWAIN,JOSH",2
14:56,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
14:43,,,,,"FOUL  by THOMPSON,ERBY",,,"FOUL  by THOMPSON,ERBY",2
14:43,,,,,"TURNOVER  by THOMPSON,ERBY",,,"TURNOVER  by THOMPSON,ERBY",2
14:29,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
14:28,,,,,"STEAL  by AUGUSTINE,DYLAN",,,"STEAL  by AUGUSTINE,DYLAN",2
14:18,,,,,"TURNOVER  by THOMPSON,ERBY",,,"TURNOVER  by THOMPSON,ERBY",2
14:15,"MISS 3PTR by PRATER,DALLAS",,,,,,,"MISS 3PTR by PRATER,DALLAS",2
14:15,,,,,"BLOCK  by SAMUEL,JAMIL",,,"BLOCK  by SAMUEL,JAMIL",2
--,,,,,"REBOUND DEF by DAVIS,ANTHONY",,,"REBOUND DEF by DAVIS,ANTHONY",2
14:15,"SUB IN by DOUGLASS,PARKS",,,,,,,"SUB IN by DOUGLASS,PARKS",2
14:15,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
14:00,,,,,"TURNOVER  by AUGUSTINE,DYLAN",,,"TURNOVER  by AUGUSTINE,DYLAN",2
13:39,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
13:39,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",2
13:39,,,,,"SUB IN by ATKINS,BRET",,,"SUB IN by ATKINS,BRET",2
13:39,,,,,"SUB OUT by THOMPSON,ERBY",,,"SUB OUT by THOMPSON,ERBY",2
13:19,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
12:51,,33,,49 (+16),"GOOD JUMPER by SAMUEL,JAMIL",ETBU 33-49 (-16),,"GOOD JUMPER by SAMUEL,JAMIL",2
--,,,,,"ASSIST  by DAVIS,ANTHONY",,,"ASSIST  by DAVIS,ANTHONY",2
12:29,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",35,,49 (+14),,MILLSAPS 35-49 (-14),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
12:29,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
12:29,"GOOD FT by DETILLIEU,RYAN",36,,49 (+13),,MILLSAPS 36-49 (-13),,"GOOD FT by DETILLIEU,RYAN",2
12:29,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
12:29,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
12:29,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
12:29,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
12:29,,,,,"SUB IN by MITCHELL,JUNIOR",,,"SUB IN by MITCHELL,JUNIOR",2
12:29,,,,,"SUB IN by MCCLAHAN,KERRY",,,"SUB IN by MCCLAHAN,KERRY",2
12:29,,,,,"SUB OUT by DAVIS,ANTHONY",,,"SUB OUT by DAVIS,ANTHONY",2
12:29,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
12:20,,,,,"MISS 3PTR by AUGUSTINE,DYLAN",,,"MISS 3PTR by AUGUSTINE,DYLAN",2
--,,,,,"REBOUND OFF by MCCLAHAN,KERRY",,,"REBOUND OFF by MCCLAHAN,KERRY",2
12:16,,,,,"MISS JUMPER by MCCLAHAN,KERRY",,,"MISS JUMPER by MCCLAHAN,KERRY",2
--,,,,,"REBOUND OFF by GRAY,AHNRE",,,"REBOUND OFF by GRAY,AHNRE",2
12:12,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
12:12,,36,,50 (+14),"GOOD FT by GRAY,AHNRE",ETBU 36-50 (-14),,"GOOD FT by GRAY,AHNRE",2
12:12,,36,,51 (+15),"GOOD FT by GRAY,AHNRE",ETBU 36-51 (-15),,"GOOD FT by GRAY,AHNRE",2
12:11,,,,,"FOUL  by MITCHELL,JUNIOR",,,"FOUL  by MITCHELL,JUNIOR",2
12:06,"GOOD FT by AUBERT,DUSTIN",37,,51 (+14),,MILLSAPS 37-51 (-14),,"GOOD FT by AUBERT,DUSTIN",2
11:58,,37,,53 (+16),"GOOD LAYUP by MCCLAHAN,KERRY(in the paint)",ETBU 37-53 (-16),,"GOOD LAYUP by MCCLAHAN,KERRY(in the paint)",2
--,,,,,"ASSIST  by AUGUSTINE,DYLAN",,,"ASSIST  by AUGUSTINE,DYLAN",2
11:57,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
11:44,,,,,"MISS FT by MCCLAHAN,KERRY",,,"MISS FT by MCCLAHAN,KERRY",2
--,,,,,"REBOUND OFF by HORTON,ERIC",,,"REBOUND OFF by HORTON,ERIC",2
11:30,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
11:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:30,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:30,"GOOD FT by ATKINSON,QUINN",38,,53 (+15),,MILLSAPS 38-53 (-15),,"GOOD FT by ATKINSON,QUINN",2
11:23,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
11:23,,,,,"MISS FT by GRAY,AHNRE",,,"MISS FT by GRAY,AHNRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:23,,,,,"MISS FT by GRAY,AHNRE",,,"MISS FT by GRAY,AHNRE",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
11:23,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
11:23,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
11:08,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by MCCLAHAN,KERRY",,,"REBOUND DEF by MCCLAHAN,KERRY",2
11:03,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
11:03,,,,,"MISS FT by MCCLAHAN,KERRY",,,"MISS FT by MCCLAHAN,KERRY",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
11:03,,,,,"SUB IN by FELICIA,JUSTIN",,,"SUB IN by FELICIA,JUSTIN",2
11:03,,,,,"SUB OUT by GRAY,AHNRE",,,"SUB OUT by GRAY,AHNRE",2
10:52,"GOOD 3PTR by ATKINSON,QUINN",41,,53 (+12),,MILLSAPS 41-53 (-12),,"GOOD 3PTR by ATKINSON,QUINN",2
--,"ASSIST  by DOUGLASS,PARKS",,,,,,,"ASSIST  by DOUGLASS,PARKS",2
10:48,,41,,56 (+15),"GOOD 3PTR by AUGUSTINE,DYLAN",ETBU 41-56 (-15),,"GOOD 3PTR by AUGUSTINE,DYLAN",2
--,,,,,"ASSIST  by MITCHELL,JUNIOR",,,"ASSIST  by MITCHELL,JUNIOR",2
10:33,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
10:33,,,,,"SUB IN by SAMUEL,JAMIL",,,"SUB IN by SAMUEL,JAMIL",2
10:33,,,,,"SUB OUT by MCCLAHAN,KERRY",,,"SUB OUT by MCCLAHAN,KERRY",2
10:23,,41,,58 (+17),"GOOD LAYUP by MITCHELL,JUNIOR(in the paint)",ETBU 41-58 (-17),,"GOOD LAYUP by MITCHELL,JUNIOR(in the paint)",2
--,,,,,"ASSIST  by SAMUEL,JAMIL",,,"ASSIST  by SAMUEL,JAMIL",2
10:19,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",2
10:14,,,,,"MISS FT by MITCHELL,JUNIOR",,,"MISS FT by MITCHELL,JUNIOR",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
10:09,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
10:09,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
10:09,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
10:09,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
10:09,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
10:09,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
10:02,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
10:02,,,,,"BLOCK  by SAMUEL,JAMIL",,,"BLOCK  by SAMUEL,JAMIL",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
10:02,"GOOD JUMPER by GERCHOW,ALEX",43,,58 (+15),,MILLSAPS 43-58 (-15),,"GOOD JUMPER by GERCHOW,ALEX",2
09:46,,43,,60 (+17),"GOOD JUMPER by SAMUEL,JAMIL",ETBU 43-60 (-17),,"GOOD JUMPER by SAMUEL,JAMIL",2
09:19,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
09:16,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
09:16,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
09:16,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
09:16,,,,,"SUB IN by GRAY,AHNRE",,,"SUB IN by GRAY,AHNRE",2
09:16,,,,,"SUB IN by DAVIS,ANTHONY",,,"SUB IN by DAVIS,ANTHONY",2
09:16,,,,,"SUB IN by THOMPSON,ERBY",,,"SUB IN by THOMPSON,ERBY",2
09:16,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
09:16,,,,,"SUB OUT by ATKINS,BRET",,,"SUB OUT by ATKINS,BRET",2
09:16,,,,,"SUB OUT by FELICIA,JUSTIN",,,"SUB OUT by FELICIA,JUSTIN",2
09:13,,,,,"MISS LAYUP by GRAY,AHNRE",,,"MISS LAYUP by GRAY,AHNRE",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
08:58,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by SAMUEL,JAMIL",,,"REBOUND DEF by SAMUEL,JAMIL",2
08:36,,43,,63 (+20),"GOOD 3PTR by DAVIS,ANTHONY",ETBU 43-63 (-20),,"GOOD 3PTR by DAVIS,ANTHONY",2
08:20,"GOOD 3PTR by ROBERTSON,MARC",46,,63 (+17),,MILLSAPS 46-63 (-17),,"GOOD 3PTR by ROBERTSON,MARC",2
07:53,,46,,65 (+19),"GOOD LAYUP by SAMUEL,JAMIL(in the paint)",ETBU 46-65 (-19),,"GOOD LAYUP by SAMUEL,JAMIL(in the paint)",2
07:30,"GOOD 3PTR by MCELVEEN,MAC",49,,65 (+16),,MILLSAPS 49-65 (-16),,"GOOD 3PTR by MCELVEEN,MAC",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
07:17,,,,,"MISS JUMPER by SAMUEL,JAMIL",,,"MISS JUMPER by SAMUEL,JAMIL",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
06:59,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
06:59,"GOOD FT by DOUGLASS,PARKS",50,,65 (+15),,MILLSAPS 50-65 (-15),,"GOOD FT by DOUGLASS,PARKS",2
06:59,"MISS FT by DOUGLASS,PARKS",,,,,,,"MISS FT by DOUGLASS,PARKS",2
--,,,,,"REBOUND DEF by MITCHELL,JUNIOR",,,"REBOUND DEF by MITCHELL,JUNIOR",2
06:59,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
06:59,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
06:59,,,,,"SUB IN by FELICIA,JUSTIN",,,"SUB IN by FELICIA,JUSTIN",2
06:59,,,,,"SUB IN by ATKINS,BRET",,,"SUB IN by ATKINS,BRET",2
06:59,,,,,"SUB IN by MITCHELL,JUNIOR",,,"SUB IN by MITCHELL,JUNIOR",2
06:59,,,,,"SUB IN by DAY,TYLER",,,"SUB IN by DAY,TYLER",2
06:59,,,,,"SUB OUT by AUGUSTINE,DYLAN",,,"SUB OUT by AUGUSTINE,DYLAN",2
06:59,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
06:59,,,,,"SUB OUT by DAVIS,ANTHONY",,,"SUB OUT by DAVIS,ANTHONY",2
06:59,,,,,"SUB OUT by THOMPSON,ERBY",,,"SUB OUT by THOMPSON,ERBY",2
06:41,,,,,"TURNOVER  by GRAY,AHNRE",,,"TURNOVER  by GRAY,AHNRE",2
06:41,,,,,"FOUL  by GRAY,AHNRE",,,"FOUL  by GRAY,AHNRE",2
06:41,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
06:41,"SUB OUT by DOUGLASS,PARKS",,,,,,,"SUB OUT by DOUGLASS,PARKS",2
06:29,,,,,"FOUL  by GRAY,AHNRE",,,"FOUL  by GRAY,AHNRE",2
06:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:29,"GOOD FT by GAGEN,BRENNAN",51,,65 (+14),,MILLSAPS 51-65 (-14),,"GOOD FT by GAGEN,BRENNAN",2
06:29,"MISS FT by GAGEN,BRENNAN",,,,,,,"MISS FT by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
06:17,,51,,68 (+17),"GOOD 3PTR by DAY,TYLER",ETBU 51-68 (-17),,"GOOD 3PTR by DAY,TYLER",2
--,,,,,"ASSIST  by GRAY,AHNRE",,,"ASSIST  by GRAY,AHNRE",2
05:57,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
05:54,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",53,,68 (+15),,MILLSAPS 53-68 (-15),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",2
05:49,,,,,"MISS 3PTR by DAY,TYLER",,,"MISS 3PTR by DAY,TYLER",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
05:31,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
05:27,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
05:22,,53,,69 (+16),"GOOD FT by FELICIA,JUSTIN",ETBU 53-69 (-16),,"GOOD FT by FELICIA,JUSTIN",2
05:22,,,,,"MISS FT by FELICIA,JUSTIN",,,"MISS FT by FELICIA,JUSTIN",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
05:22,,,,,"SUB IN by SAMUEL,JAMIL",,,"SUB IN by SAMUEL,JAMIL",2
05:22,,,,,"SUB IN by DAVIS,ANTHONY",,,"SUB IN by DAVIS,ANTHONY",2
05:22,,,,,"SUB IN by LATIN,MALIK",,,"SUB IN by LATIN,MALIK",2
05:22,,,,,"SUB OUT by GRAY,AHNRE",,,"SUB OUT by GRAY,AHNRE",2
05:22,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
05:22,,,,,"SUB OUT by DAY,TYLER",,,"SUB OUT by DAY,TYLER",2
05:09,,,,,"FOUL  by ATKINS,BRET",,,"FOUL  by ATKINS,BRET",2
05:09,"GOOD FT by MCELVEEN,MAC",54,,69 (+15),,MILLSAPS 54-69 (-15),,"GOOD FT by MCELVEEN,MAC",2
05:09,"GOOD FT by MCELVEEN,MAC",55,,69 (+14),,MILLSAPS 55-69 (-14),,"GOOD FT by MCELVEEN,MAC",2
04:56,,,,,"MISS JUMPER by FELICIA,JUSTIN",,,"MISS JUMPER by FELICIA,JUSTIN",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
04:30,"MISS LAYUP by DETILLIEU,RYAN",,,,,,,"MISS LAYUP by DETILLIEU,RYAN",2
04:30,,,,,"BLOCK  by SAMUEL,JAMIL",,,"BLOCK  by SAMUEL,JAMIL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:25,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by DAY,TYLER",,,"REBOUND DEF by DAY,TYLER",2
04:25,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
04:25,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
04:25,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
04:25,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
04:24,,,,,"SUB IN by DAY,TYLER",,,"SUB IN by DAY,TYLER",2
04:24,,,,,"SUB IN by AUGUSTINE,DYLAN",,,"SUB IN by AUGUSTINE,DYLAN",2
04:24,,,,,"SUB OUT by ATKINS,BRET",,,"SUB OUT by ATKINS,BRET",2
04:24,,,,,"SUB OUT by LATIN,MALIK",,,"SUB OUT by LATIN,MALIK",2
04:11,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
04:11,,55,,70 (+15),"GOOD FT by FELICIA,JUSTIN",ETBU 55-70 (-15),,"GOOD FT by FELICIA,JUSTIN",2
04:11,,55,,71 (+16),"GOOD FT by FELICIA,JUSTIN",ETBU 55-71 (-16),,"GOOD FT by FELICIA,JUSTIN",2
03:48,"GOOD 3PTR by DETILLIEU,RYAN",58,,71 (+13),,MILLSAPS 58-71 (-13),,"GOOD 3PTR by DETILLIEU,RYAN",2
03:34,,58,,73 (+15),"GOOD LAYUP by DAY,TYLER(in the paint)",ETBU 58-73 (-15),,"GOOD LAYUP by DAY,TYLER(in the paint)",2
03:34,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
03:34,,58,,74 (+16),"GOOD FT by DAY,TYLER",ETBU 58-74 (-16),,"GOOD FT by DAY,TYLER",2
03:34,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
03:34,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
03:24,"TURNOVER  by DETILLIEU,RYAN",,,,,,,"TURNOVER  by DETILLIEU,RYAN",2
03:24,,,,,"STEAL  by DAVIS,ANTHONY",,,"STEAL  by DAVIS,ANTHONY",2
03:10,,58,,77 (+19),"GOOD 3PTR by AUGUSTINE,DYLAN",ETBU 58-77 (-19),,"GOOD 3PTR by AUGUSTINE,DYLAN",2
--,,,,,"ASSIST  by DAVIS,ANTHONY",,,"ASSIST  by DAVIS,ANTHONY",2
