Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
16:13,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",,,"REBOUND DEF by CHAYKOWSKY,ZACK",2
16:07,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
16:02,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
16:02,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:02,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
16:02,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
16:02,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
16:02,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
16:02,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
16:02,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
16:02,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
15:49,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
15:47,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
15:43,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
15:26,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
14:50,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
14:50,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
14:47,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
14:46,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
14:44,,,,,"MISS LAYUP by HARVILLE,TYLER",,,"MISS LAYUP by HARVILLE,TYLER",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
14:36,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",34,,41 (+7),,MILLSAPS 34-41 (-7),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
14:02,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
13:59,,34,,43 (+9),"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 34-43 (-9),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
13:48,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
13:46,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",2
13:40,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by PRATER,DALLAS",,,,,,,"REBOUND DEF by PRATER,DALLAS",2
13:23,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
13:21,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
13:20,,34,,45 (+11),"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 34-45 (-11),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
13:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:16,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
13:16,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
13:03,"TURNOVER  by MCSWAIN,JOSH",,,,,,,"TURNOVER  by MCSWAIN,JOSH",2
13:02,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
12:56,"FOUL  by PRATER,DALLAS",,,,,,,"FOUL  by PRATER,DALLAS",2
12:56,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:56,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
12:51,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
12:49,,,,,"STEAL  by CHAYKOWSKY,ZACK",,,"STEAL  by CHAYKOWSKY,ZACK",2
12:45,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
12:43,"STEAL  by JENNINGS,DANIEL",,,,,,,"STEAL  by JENNINGS,DANIEL",2
12:41,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",2
12:38,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",36,,45 (+9),,MILLSAPS 36-45 (-9),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
12:22,"GOOD LAYUP by PRATER,DALLAS(in the paint)",38,,45 (+7),,MILLSAPS 38-45 (-7),,"GOOD LAYUP by PRATER,DALLAS(in the paint)",2
11:59,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
11:59,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
11:59,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
11:59,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
11:59,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
11:59,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
11:59,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
11:59,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",2
11:59,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
11:59,,,,,"SUB IN by LEWIS,AJ",,,"SUB IN by LEWIS,AJ",2
11:59,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
11:42,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
11:26,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
11:07,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by KORN,LUKAS",,,"REBOUND OFF by KORN,LUKAS",2
10:40,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
10:39,"STEAL  by DETILLIEU,RYAN",,,,,,,"STEAL  by DETILLIEU,RYAN",2
10:14,,,,,"FOUL  by LEWIS,AJ",,,"FOUL  by LEWIS,AJ",2
10:14,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
10:14,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
10:14,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
10:14,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
10:14,,,,,"SUB OUT by LEWIS,AJ",,,"SUB OUT by LEWIS,AJ",2
10:14,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
10:01,"MISS JUMPER by MCSWAIN,JOSH",,,,,,,"MISS JUMPER by MCSWAIN,JOSH",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
09:47,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
09:33,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
09:19,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
09:09,"GOOD LAYUP by MOORE,MYLES(in the paint)",40,,45 (+5),,MILLSAPS 40-45 (-5),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
08:51,,40,,47 (+7),"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",BCM 40-47 (-7),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
08:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:42,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",42,,47 (+5),,MILLSAPS 42-47 (-5),,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",2
--,,,,,"ASSIST  by JACOBS,OWEN",,,"ASSIST  by JACOBS,OWEN",2
08:42,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
08:42,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
08:42,,,,,"SUB IN by POWELL,SAMUEL",,,"SUB IN by POWELL,SAMUEL",2
08:42,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
08:31,"GOOD FT by MCSWAIN,JOSH",43,,47 (+4),,MILLSAPS 43-47 (-4),,"GOOD FT by MCSWAIN,JOSH",2
08:31,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
08:31,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
08:31,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
08:31,,,,,"SUB OUT by POWELL,SAMUEL",,,"SUB OUT by POWELL,SAMUEL",2
08:00,,,,,"TURNOVER  by POWELL,SAMUEL",,,"TURNOVER  by POWELL,SAMUEL",2
07:59,"GOOD JUMPER by MCSWAIN,JOSH",45,,47 (+2),,MILLSAPS 45-47 (-2),,"GOOD JUMPER by MCSWAIN,JOSH",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
07:28,,45,,50 (+5),"GOOD 3PTR by CHAYKOWSKY,ZACK",BCM 45-50 (-5),,"GOOD 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
07:02,"GOOD 3PTR by ROBERTSON,MARC",48,,50 (+2),,MILLSAPS 48-50 (-2),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
06:44,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
06:40,,48,,52 (+4),"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 48-52 (-4),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
06:18,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
06:18,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
06:18,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
06:18,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
06:17,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",50,,52 (+2),,MILLSAPS 50-52 (-2),,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",2
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",2
06:01,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
05:54,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",52,,52,,MILLSAPS 52-52 (0),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
05:37,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
05:37,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:37,,52,,53 (+1),"GOOD FT by JACOBS,OWEN",BCM 52-53 (-1),,"GOOD FT by JACOBS,OWEN",2
05:37,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
05:37,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
05:25,"MISS JUMPER by PRATER,DALLAS",,,,,,,"MISS JUMPER by PRATER,DALLAS",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
05:05,,,,,"MISS JUMPER by KORN,LUKAS",,,"MISS JUMPER by KORN,LUKAS",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
04:54,"MISS 3PTR by PRATER,DALLAS",,,,,,,"MISS 3PTR by PRATER,DALLAS",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
04:52,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
04:52,,,,,"MISS FT by KORN,LUKAS",,,"MISS FT by KORN,LUKAS",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
04:52,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
04:52,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
04:31,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
03:58,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
03:58,,52,,54 (+2),"GOOD FT by KORN,LUKAS",BCM 52-54 (-2),,"GOOD FT by KORN,LUKAS",2
03:58,,52,,55 (+3),"GOOD FT by KORN,LUKAS",BCM 52-55 (-3),,"GOOD FT by KORN,LUKAS",2
03:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:58,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
03:58,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
03:38,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
03:38,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
03:38,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
03:31,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
03:08,,52,,58 (+6),"GOOD 3PTR by HARVILLE,TYLER",BCM 52-58 (-6),,"GOOD 3PTR by HARVILLE,TYLER",2
02:47,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
02:45,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:28,"GOOD FT by AUBERT,DUSTIN",53,,58 (+5),,MILLSAPS 53-58 (-5),,"GOOD FT by AUBERT,DUSTIN",2
02:18,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
02:14,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
02:14,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
02:00,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
02:00,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
02:00,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
02:00,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
01:49,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
01:48,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
01:46,"MISS LAYUP by DETILLIEU,RYAN",,,,,,,"MISS LAYUP by DETILLIEU,RYAN",2
--,"REBOUND OFF by PRATER,DALLAS",,,,,,,"REBOUND OFF by PRATER,DALLAS",2
01:25,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by PRATER,DALLAS",,,,,,,"REBOUND OFF by PRATER,DALLAS",2
01:20,"MISS LAYUP by ROBERTSON,MARC",,,,,,,"MISS LAYUP by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",,,"REBOUND DEF by CHAYKOWSKY,ZACK",2
01:04,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
01:04,,,,,"MISS FT by CHAYKOWSKY,ZACK",,,"MISS FT by CHAYKOWSKY,ZACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:03,,53,,59 (+6),"GOOD FT by CHAYKOWSKY,ZACK",BCM 53-59 (-6),,"GOOD FT by CHAYKOWSKY,ZACK",2
01:03,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
01:03,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
01:03,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
01:03,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
00:48,"GOOD LAYUP by MOORE,MYLES(in the paint)",55,,59 (+4),,MILLSAPS 55-59 (-4),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
00:48,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
00:48,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
00:45,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
00:45,"MISS FT by MOORE,MYLES",,,,,,,"MISS FT by MOORE,MYLES",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
00:27,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
00:27,,55,,60 (+5),"GOOD FT by MCCLOUD,LEE",BCM 55-60 (-5),,"GOOD FT by MCCLOUD,LEE",2
00:27,,55,,61 (+6),"GOOD FT by MCCLOUD,LEE",BCM 55-61 (-6),,"GOOD FT by MCCLOUD,LEE",2
00:27,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
00:27,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
00:20,"GOOD 3PTR by DETILLIEU,RYAN",58,,61 (+3),,MILLSAPS 58-61 (-3),,"GOOD 3PTR by DETILLIEU,RYAN",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
00:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",2
00:16,,58,,62 (+4),"GOOD FT by HARVILLE,TYLER",BCM 58-62 (-4),,"GOOD FT by HARVILLE,TYLER",2
00:16,,58,,63 (+5),"GOOD FT by HARVILLE,TYLER",BCM 58-63 (-5),,"GOOD FT by HARVILLE,TYLER",2
00:11,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
00:10,,,,,"STEAL  by CHAYKOWSKY,ZACK",,,"STEAL  by CHAYKOWSKY,ZACK",2
00:07,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
00:07,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,58,,64 (+6),"GOOD FT by JACOBS,OWEN",BCM 58-64 (-6),,"GOOD FT by JACOBS,OWEN",2
00:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:07,,,,,"SUB IN by THIGPEN,LOGAN",,,"SUB IN by THIGPEN,LOGAN",2
00:07,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
00:02,"GOOD JUMPER by DETILLIEU,RYAN",60,,64 (+4),,MILLSAPS 60-64 (-4),,"GOOD JUMPER by DETILLIEU,RYAN",2
00:02,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
00:02,,60,,65 (+5),"GOOD FT by HARVILLE,TYLER",BCM 60-65 (-5),,"GOOD FT by HARVILLE,TYLER",2
00:02,,60,,66 (+6),"GOOD FT by HARVILLE,TYLER",BCM 60-66 (-6),,"GOOD FT by HARVILLE,TYLER",2
00:02,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
00:00,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
00:00,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
00:00,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
