Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,MCM,Game Score,Team Indicator,Play,Period
12:40,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
12:40,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
12:40,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
12:40,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
12:40,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
12:21,,,,,"TURNOVER  by PRATER,DALLAS",,,"TURNOVER  by PRATER,DALLAS",2
12:16,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
12:16,,,,,"FOUL  by HANSTAD,RAJAN",,,"FOUL  by HANSTAD,RAJAN",2
12:16,"GOOD FT by PATRICK,DREW",39 (+3),,36,,OUM 39-36 (-3),,"GOOD FT by PATRICK,DREW",2
12:16,"MISS FT by PATRICK,DREW",,,,,,,"MISS FT by PATRICK,DREW",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
12:16,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
12:16,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
12:16,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
12:16,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
12:16,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
12:16,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
12:16,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
12:16,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
12:02,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
11:54,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
11:53,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
11:48,,39 (+1),,38,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",MCM 39-38 (-1),,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
11:18,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",2
10:58,,39,,40 (+1),"GOOD JUMPER by ATKINSON,QUINN",MCM 39-40 (+1),,"GOOD JUMPER by ATKINSON,QUINN",2
10:34,"TURNOVER  by LAWRENCE,CHRIS",,,,,,,"TURNOVER  by LAWRENCE,CHRIS",2
10:34,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
10:34,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
10:34,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
09:48,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
09:40,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
09:40,"GOOD FT by WARDLAW,CHASE",40,,40,,OUM 40-40 (0),,"GOOD FT by WARDLAW,CHASE",2
09:40,"GOOD FT by WARDLAW,CHASE",41 (+1),,40,,OUM 41-40 (-1),,"GOOD FT by WARDLAW,CHASE",2
09:40,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
09:40,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
09:40,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
09:40,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",2
09:20,,41,,42 (+1),"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MCM 41-42 (+1),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
09:20,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
09:20,,41,,43 (+2),"GOOD FT by AUBERT,DUSTIN",MCM 41-43 (+2),,"GOOD FT by AUBERT,DUSTIN",2
09:05,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",43,,43,,OUM 43-43 (0),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",2
08:42,,43,,45 (+2),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",MCM 43-45 (+2),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
08:42,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
08:42,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
08:42,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
08:42,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
08:42,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
08:42,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
08:36,"GOOD LAYUP by PATRICK,DREW(in the paint)",45,,45,,OUM 45-45 (0),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
08:09,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",2
08:08,"STEAL  by DAVIS,ALEX",,,,,,,"STEAL  by DAVIS,ALEX",2
08:04,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",47 (+2),,45,,OUM 47-45 (-2),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
08:04,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
08:04,"GOOD FT by DAVIS,ALEX",48 (+3),,45,,OUM 48-45 (-3),,"GOOD FT by DAVIS,ALEX",2
08:04,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
08:04,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
07:27,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:23,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
07:23,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
07:09,,,,,"FOUL  by HANSTAD,RAJAN",,,"FOUL  by HANSTAD,RAJAN",2
07:09,"GOOD FT by SMITH,CONNOR",49 (+4),,45,,OUM 49-45 (-4),,"GOOD FT by SMITH,CONNOR",2
07:09,"GOOD FT by SMITH,CONNOR",50 (+5),,45,,OUM 50-45 (-5),,"GOOD FT by SMITH,CONNOR",2
06:36,,,,,"MISS 3PTR by HANSTAD,RAJAN",,,"MISS 3PTR by HANSTAD,RAJAN",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
06:36,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
06:36,,50 (+4),,46,"GOOD FT by MOORE,MYLES",MCM 50-46 (-4),,"GOOD FT by MOORE,MYLES",2
06:36,,50 (+3),,47,"GOOD FT by MOORE,MYLES",MCM 50-47 (-3),,"GOOD FT by MOORE,MYLES",2
06:36,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
06:36,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
06:36,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
06:36,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",2
06:24,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",2
06:18,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
06:16,,,,,"STEAL  by PRATER,DALLAS",,,"STEAL  by PRATER,DALLAS",2
05:45,,50 (+1),,49,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",MCM 50-49 (-1),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
05:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:32,"MISS LAYUP by BATES,ROMELLO",,,,,,,"MISS LAYUP by BATES,ROMELLO",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
05:07,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
05:07,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:07,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
05:07,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
05:07,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
04:51,"GOOD LAYUP by DAVIS,ALEX(in the paint)",52 (+3),,49,,OUM 52-49 (-3),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
04:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:20,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
04:12,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND OFF by SIGRIST,CONNOR",,,,,,,"REBOUND OFF by SIGRIST,CONNOR",2
04:08,"MISS LAYUP by SIGRIST,CONNOR",,,,,,,"MISS LAYUP by SIGRIST,CONNOR",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
03:57,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",2
03:56,"STEAL  by DAVIS,ALEX",,,,,,,"STEAL  by DAVIS,ALEX",2
03:33,"MISS JUMPER by LAWRENCE,CHRIS",,,,,,,"MISS JUMPER by LAWRENCE,CHRIS",2
--,"REBOUND OFF by SIGRIST,CONNOR",,,,,,,"REBOUND OFF by SIGRIST,CONNOR",2
03:15,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND DEF by DETILLIEU,RYAN",,,"REBOUND DEF by DETILLIEU,RYAN",2
02:59,,,,,"MISS 3PTR by PRATER,DALLAS",,,"MISS 3PTR by PRATER,DALLAS",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
02:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:55,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
02:55,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
02:55,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
02:55,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
02:55,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
02:55,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
02:55,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
02:55,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
02:55,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
02:06,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
02:03,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
02:03,,52 (+2),,50,"GOOD FT by GERCHOW,ALEX",MCM 52-50 (-2),,"GOOD FT by GERCHOW,ALEX",2
02:03,,52 (+1),,51,"GOOD FT by GERCHOW,ALEX",MCM 52-51 (-1),,"GOOD FT by GERCHOW,ALEX",2
01:35,"GOOD JUMPER by DAVIS,ALEX",54 (+3),,51,,OUM 54-51 (-3),,"GOOD JUMPER by DAVIS,ALEX",2
01:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:22,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
01:22,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
01:00,,,,,"MISS JUMPER by AUBERT,DUSTIN",,,"MISS JUMPER by AUBERT,DUSTIN",2
01:00,"BLOCK  by WARDLAW,CHASE",,,,,,,"BLOCK  by WARDLAW,CHASE",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
00:34,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
00:34,"MISS FT by BATES,ROMELLO",,,,,,,"MISS FT by BATES,ROMELLO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:34,"MISS FT by BATES,ROMELLO",,,,,,,"MISS FT by BATES,ROMELLO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:34,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
00:34,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
00:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:05,,54 (+1),,53,"GOOD LAYUP by MOORE,MYLES(in the paint)",MCM 54-53 (-1),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
00:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:05,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
00:05,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",2
00:02,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
00:02,"GOOD FT by LAWRENCE,CHRIS",55 (+2),,53,,OUM 55-53 (-2),,"GOOD FT by LAWRENCE,CHRIS",2
00:02,"GOOD FT by LAWRENCE,CHRIS",56 (+3),,53,,OUM 56-53 (-3),,"GOOD FT by LAWRENCE,CHRIS",2
