Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
17:27,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
17:27,"MISS FT by PRIMM,COLTON",,,,,,,"MISS FT by PRIMM,COLTON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
17:27,"GOOD FT by PRIMM,COLTON",1,,7 (+6),,HENDRIX 1-7 (+6),,"GOOD FT by PRIMM,COLTON",1
17:09,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
17:09,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
17:09,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
16:48,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
16:38,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by MCCUBBIN,NATHAN",,,,,,,"REBOUND DEF by MCCUBBIN,NATHAN",1
16:30,"MISS JUMPER by RILEY,JAREN",,,,,,,"MISS JUMPER by RILEY,JAREN",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
16:21,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",1
16:21,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
16:21,,1,,8 (+7),"GOOD FT by SCHAMP,GRIFFIN",BSC 1-8 (+7),,"GOOD FT by SCHAMP,GRIFFIN",1
16:19,"GOOD LAYUP by RILEY,JAREN(in the paint)",3,,8 (+5),,HENDRIX 3-8 (+5),,"GOOD LAYUP by RILEY,JAREN(in the paint)",1
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",1
15:57,,3,,10 (+7),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 3-10 (+7),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
15:25,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
15:21,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
15:19,"STEAL  by PRIMM,COLTON",,,,,,,"STEAL  by PRIMM,COLTON",1
14:58,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
14:50,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
14:48,"STEAL  by RILEY,JAREN",,,,,,,"STEAL  by RILEY,JAREN",1
14:27,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",1
14:27,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",1
14:27,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",1
14:27,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",1
14:27,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",1
14:27,"SUB OUT by MCCUBBIN,NATHAN",,,,,,,"SUB OUT by MCCUBBIN,NATHAN",1
14:27,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
14:27,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
14:27,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",1
14:27,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
14:27,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
14:27,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
14:04,,,,,"MISS 3PTR by ASSANESI,KELLY",,,"MISS 3PTR by ASSANESI,KELLY",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
13:56,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",1
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",1
13:50,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by TAULTON,JORDAN",,,,,,,"REBOUND DEF by TAULTON,JORDAN",1
13:41,"MISS LAYUP by TAULTON,JORDAN",,,,,,,"MISS LAYUP by TAULTON,JORDAN",1
13:41,,,,,"BLOCK  by SCHAMP,GRIFFIN",,,"BLOCK  by SCHAMP,GRIFFIN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
13:34,,3,,12 (+9),"GOOD JUMPER by THOMAS,LARRY",BSC 3-12 (+9),,"GOOD JUMPER by THOMAS,LARRY",1
13:34,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",1
13:34,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",1
--,"REBOUND DEF by ROLAND,WILL",,,,,,,"REBOUND DEF by ROLAND,WILL",1
13:34,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",1
13:34,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",1
13:34,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",1
13:34,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",1
13:25,"MISS JUMPER by GRAM,ANDY",,,,,,,"MISS JUMPER by GRAM,ANDY",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
12:50,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",1
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",1
12:39,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",1
12:39,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
12:39,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
12:39,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
12:39,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
12:21,"GOOD JUMPER by SHERIDAN,DAYTON",5,,12 (+7),,HENDRIX 5-12 (+7),,"GOOD JUMPER by SHERIDAN,DAYTON",1
12:03,,5,,14 (+9),"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",BSC 5-14 (+9),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",1
11:40,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",1
11:38,"TURNOVER  by GRAM,ANDY",,,,,,,"TURNOVER  by GRAM,ANDY",1
11:11,"FOUL  by GRAM,ANDY",,,,,,,"FOUL  by GRAM,ANDY",1
11:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
11:11,,,,,"MISS FT by ASSANESI,KELLY",,,"MISS FT by ASSANESI,KELLY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:11,,5,,15 (+10),"GOOD FT by ASSANESI,KELLY",BSC 5-15 (+10),,"GOOD FT by ASSANESI,KELLY",1
11:01,"TURNOVER  by RILEY,JAREN",,,,,,,"TURNOVER  by RILEY,JAREN",1
11:00,"FOUL  by RILEY,JAREN",,,,,,,"FOUL  by RILEY,JAREN",1
10:44,,,,,"TURNOVER  by ASSANESI,KELLY",,,"TURNOVER  by ASSANESI,KELLY",1
10:23,"MISS JUMPER by SHERIDAN,DAYTON",,,,,,,"MISS JUMPER by SHERIDAN,DAYTON",1
--,"REBOUND OFF by GRAM,ANDY",,,,,,,"REBOUND OFF by GRAM,ANDY",1
10:17,"GOOD LAYUP by GRAM,ANDY(in the paint)",7,,15 (+8),,HENDRIX 7-15 (+8),,"GOOD LAYUP by GRAM,ANDY(in the paint)",1
10:06,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",1
10:06,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:06,,7,,16 (+9),"GOOD FT by FREEMAN,SCHYLAR",BSC 7-16 (+9),,"GOOD FT by FREEMAN,SCHYLAR",1
09:46,"GOOD 3PTR by CONARD,ALEC",10,,16 (+6),,HENDRIX 10-16 (+6),,"GOOD 3PTR by CONARD,ALEC",1
--,"ASSIST  by SHERIDAN,DAYTON",,,,,,,"ASSIST  by SHERIDAN,DAYTON",1
09:33,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",1
09:33,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",1
09:33,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
09:33,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
09:33,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
09:33,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
09:33,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
09:33,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
09:33,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
09:33,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
09:33,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
09:33,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",1
09:17,"GOOD 3PTR by RILEY,JAREN",13,,16 (+3),,HENDRIX 13-16 (+3),,"GOOD 3PTR by RILEY,JAREN",1
--,"ASSIST  by GRAM,ANDY",,,,,,,"ASSIST  by GRAM,ANDY",1
09:00,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
09:00,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",1
09:00,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",1
08:59,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",15,,16 (+1),,HENDRIX 15-16 (+1),,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",1
--,"ASSIST  by ROLAND,WILL",,,,,,,"ASSIST  by ROLAND,WILL",1
08:49,,15,,18 (+3),"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",BSC 15-18 (+3),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:42,"TURNOVER  by RILEY,JAREN",,,,,,,"TURNOVER  by RILEY,JAREN",1
08:41,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
08:39,,15,,20 (+5),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 15-20 (+5),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:15,"GOOD 3PTR by RILEY,JAREN",18,,20 (+2),,HENDRIX 18-20 (+2),,"GOOD 3PTR by RILEY,JAREN",1
--,"ASSIST  by TAULTON,JORDAN",,,,,,,"ASSIST  by TAULTON,JORDAN",1
07:53,,18,,22 (+4),"GOOD JUMPER by RICHARDS,ZAC(in the paint)",BSC 18-22 (+4),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
07:38,"MISS 3PTR by ROLAND,WILL",,,,,,,"MISS 3PTR by ROLAND,WILL",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
07:32,,18,,24 (+6),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 18-24 (+6),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
07:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
07:27,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",1
07:27,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",1
07:27,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",1
07:27,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",1
07:15,"GOOD LAYUP by PRIMM,COLTON(in the paint)",20,,24 (+4),,HENDRIX 20-24 (+4),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",1
--,"ASSIST  by TAULTON,JORDAN",,,,,,,"ASSIST  by TAULTON,JORDAN",1
07:05,"FOUL  by ROLAND,WILL",,,,,,,"FOUL  by ROLAND,WILL",1
07:05,,20,,25 (+5),"GOOD FT by HENRY,COLIN",BSC 20-25 (+5),,"GOOD FT by HENRY,COLIN",1
07:05,,20,,26 (+6),"GOOD FT by HENRY,COLIN",BSC 20-26 (+6),,"GOOD FT by HENRY,COLIN",1
07:05,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",1
07:05,"SUB OUT by ROLAND,WILL",,,,,,,"SUB OUT by ROLAND,WILL",1
06:52,"TURNOVER  by TAULTON,JORDAN",,,,,,,"TURNOVER  by TAULTON,JORDAN",1
06:51,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",1
06:47,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",1
06:47,,20,,27 (+7),"GOOD FT by WHITE,BLAISE",BSC 20-27 (+7),,"GOOD FT by WHITE,BLAISE",1
06:47,,20,,28 (+8),"GOOD FT by WHITE,BLAISE",BSC 20-28 (+8),,"GOOD FT by WHITE,BLAISE",1
06:29,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
06:25,"MISS JUMPER by RILEY,JAREN",,,,,,,"MISS JUMPER by RILEY,JAREN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
06:17,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:08,"FOUL  by GRAM,ANDY",,,,,,,"FOUL  by GRAM,ANDY",1
06:03,,20,,29 (+9),"GOOD FT by HENRY,COLIN",BSC 20-29 (+9),,"GOOD FT by HENRY,COLIN",1
05:51,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",1
05:48,"GOOD LAYUP by PRIMM,COLTON(in the paint)",22,,29 (+7),,HENDRIX 22-29 (+7),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",1
05:47,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
05:44,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",1
05:44,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",1
05:43,,22,,31 (+9),"GOOD TIPIN by THOMAS,LARRY(in the paint)",BSC 22-31 (+9),,"GOOD TIPIN by THOMAS,LARRY(in the paint)",1
05:24,,22,,33 (+11),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 22-33 (+11),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
04:53,"GOOD JUMPER by RILEY,JAREN(in the paint)",24,,33 (+9),,HENDRIX 24-33 (+9),,"GOOD JUMPER by RILEY,JAREN(in the paint)",1
04:38,,24,,35 (+11),"GOOD JUMPER by RICHARDS,ZAC(in the paint)",BSC 24-35 (+11),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
04:10,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
03:54,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
03:51,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
03:51,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",1
03:51,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",1
03:51,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
03:51,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
03:51,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
03:51,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
03:51,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
03:51,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
03:14,"GOOD 3PTR by NIKOLOVSKI,DREW",27,,35 (+8),,HENDRIX 27-35 (+8),,"GOOD 3PTR by NIKOLOVSKI,DREW",1
--,"ASSIST  by TAULTON,JORDAN",,,,,,,"ASSIST  by TAULTON,JORDAN",1
03:03,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",1
02:55,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
02:55,"GOOD FT by TAULTON,JORDAN",28,,35 (+7),,HENDRIX 28-35 (+7),,"GOOD FT by TAULTON,JORDAN",1
02:55,"MISS FT by TAULTON,JORDAN",,,,,,,"MISS FT by TAULTON,JORDAN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
02:55,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
02:55,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
02:32,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",1
02:31,"STEAL  by SHERIDAN,DAYTON",,,,,,,"STEAL  by SHERIDAN,DAYTON",1
02:09,"MISS JUMPER by TAULTON,JORDAN",,,,,,,"MISS JUMPER by TAULTON,JORDAN",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
01:47,,28,,38 (+10),"GOOD 3PTR by HOLLAND,JASON",BSC 28-38 (+10),,"GOOD 3PTR by HOLLAND,JASON",1
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",1
01:37,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",1
01:36,,,,,"STEAL  by SCHAMP,GRIFFIN",,,"STEAL  by SCHAMP,GRIFFIN",1
01:32,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",1
01:25,,28,,41 (+13),"GOOD 3PTR by WELCH,ROSS",BSC 28-41 (+13),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
01:17,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",1
01:17,"GOOD FT by TAULTON,JORDAN",29,,41 (+12),,HENDRIX 29-41 (+12),,"GOOD FT by TAULTON,JORDAN",1
01:17,"GOOD FT by TAULTON,JORDAN",30,,41 (+11),,HENDRIX 30-41 (+11),,"GOOD FT by TAULTON,JORDAN",1
01:17,"SUB IN by MCCUBBIN,NATHAN",,,,,,,"SUB IN by MCCUBBIN,NATHAN",1
01:17,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",1
01:17,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",1
01:17,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",1
01:17,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",1
01:17,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",1
01:17,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
01:17,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",1
01:17,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
01:17,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
01:00,"TURNOVER  by ROLAND,WILL",,,,,,,"TURNOVER  by ROLAND,WILL",1
00:41,"MISS JUMPER by RILEY,JAREN",,,,,,,"MISS JUMPER by RILEY,JAREN",1
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",1
00:29,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",1
00:09,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
00:02,,,,,"MISS LAYUP by ASSANESI,KELLY",,,"MISS LAYUP by ASSANESI,KELLY",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
00:00,,,,,"MISS TIPIN by THOMAS,LARRY",,,"MISS TIPIN by THOMAS,LARRY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:53,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
19:22,"MISS 3PTR by TAULTON,JORDAN",,,,,,,"MISS 3PTR by TAULTON,JORDAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
19:14,,30,,44 (+14),"GOOD 3PTR by KEGARISE,KEVIN",BSC 30-44 (+14),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
18:33,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
18:26,,30,,46 (+16),"GOOD JUMPER by THOMAS,LARRY(fastbreak)(in the paint)",BSC 30-46 (+16),,"GOOD JUMPER by THOMAS,LARRY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
18:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
18:18,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
18:03,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
18:03,"MISS FT by TAULTON,JORDAN",,,,,,,"MISS FT by TAULTON,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:03,"GOOD FT by TAULTON,JORDAN",31,,46 (+15),,HENDRIX 31-46 (+15),,"GOOD FT by TAULTON,JORDAN",2
18:03,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
18:03,"SUB OUT by RILEY,JAREN",,,,,,,"SUB OUT by RILEY,JAREN",2
18:03,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
