Time Remaining,OZARKS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
17:47,,,,,"MISS JUMPER by WHITE,BLAISE",,,"MISS JUMPER by WHITE,BLAISE",1
--,"REBOUND DEF by DODD,RONNIE",,,,,,,"REBOUND DEF by DODD,RONNIE",1
17:36,"MISS 3PTR by CUMMINGS,ANDREW",,,,,,,"MISS 3PTR by CUMMINGS,ANDREW",1
--,"REBOUND OFF by DODD,RONNIE",,,,,,,"REBOUND OFF by DODD,RONNIE",1
17:23,"MISS LAYUP by VICTOR,JERMERY",,,,,,,"MISS LAYUP by VICTOR,JERMERY",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
17:19,,,,,"MISS FT by KEGARISE,KEVIN",,,"MISS FT by KEGARISE,KEVIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
17:12,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
17:10,"STEAL  by DODD,RONNIE",,,,,,,"STEAL  by DODD,RONNIE",1
17:00,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
17:00,"GOOD FT by VICTOR,JERMERY",5,,7 (+2),,OZARKS 5-7 (+2),,"GOOD FT by VICTOR,JERMERY",1
17:00,"GOOD FT by VICTOR,JERMERY",6,,7 (+1),,OZARKS 6-7 (+1),,"GOOD FT by VICTOR,JERMERY",1
16:44,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
16:31,"GOOD LAYUP by BOBB,MARCUS(in the paint)",8 (+1),,7,,OZARKS 8-7 (-1),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",1
16:13,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
16:09,"TURNOVER  by CUMMINGS,ANDREW",,,,,,,"TURNOVER  by CUMMINGS,ANDREW",1
16:07,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
16:04,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",1
16:00,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by BOBB,MARCUS",,,,,,,"REBOUND DEF by BOBB,MARCUS",1
15:48,"GOOD 3PTR by DODD,RONNIE",11 (+4),,7,,OZARKS 11-7 (-4),,"GOOD 3PTR by DODD,RONNIE",1
--,"ASSIST  by CUMMINGS,ANDREW",,,,,,,"ASSIST  by CUMMINGS,ANDREW",1
15:29,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by DODD,RONNIE",,,,,,,"REBOUND DEF by DODD,RONNIE",1
15:11,"MISS JUMPER by CUMMINGS,ANDREW",,,,,,,"MISS JUMPER by CUMMINGS,ANDREW",1
15:11,,,,,"BLOCK  by HENRY,COLIN",,,"BLOCK  by HENRY,COLIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
15:11,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
15:11,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
15:11,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
15:11,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
15:05,"GOOD LAYUP by BOBB,MARCUS(in the paint)",13 (+6),,7,,OZARKS 13-7 (-6),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",1
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",1
14:50,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by DODD,RONNIE",,,,,,,"REBOUND DEF by DODD,RONNIE",1
14:16,"MISS 3PTR by DODD,RONNIE",,,,,,,"MISS 3PTR by DODD,RONNIE",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
14:11,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
14:10,"STEAL  by CUMMINGS,ANDREW",,,,,,,"STEAL  by CUMMINGS,ANDREW",1
14:01,"TURNOVER  by DODD,RONNIE",,,,,,,"TURNOVER  by DODD,RONNIE",1
14:00,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
13:57,,13 (+4),,9,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",BSC 13-9 (-4),,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",1
13:39,"TURNOVER  by BOXELL,ISAIAH",,,,,,,"TURNOVER  by BOXELL,ISAIAH",1
13:38,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",1
13:32,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",1
--,"REBOUND DEF by BOBB,MARCUS",,,,,,,"REBOUND DEF by BOBB,MARCUS",1
13:11,"GOOD JUMPER by VICTOR,JERMERY",15 (+6),,9,,OZARKS 15-9 (-6),,"GOOD JUMPER by VICTOR,JERMERY",1
12:53,,15 (+4),,11,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 15-11 (-4),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",1
12:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:43,"SUB IN by MARTIN,JOHN",,,,,,,"SUB IN by MARTIN,JOHN",1
12:43,"SUB IN by MCCRARY,KRISTOPHER",,,,,,,"SUB IN by MCCRARY,KRISTOPHER",1
12:43,"SUB IN by LUSK,VASHUN",,,,,,,"SUB IN by LUSK,VASHUN",1
12:43,"SUB IN by CLARK,JOSHUA",,,,,,,"SUB IN by CLARK,JOSHUA",1
12:43,"SUB IN by PLEASANT,DEON",,,,,,,"SUB IN by PLEASANT,DEON",1
12:43,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",1
12:43,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",1
12:43,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",1
12:43,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",1
12:43,"SUB OUT by CUMMINGS,ANDREW",,,,,,,"SUB OUT by CUMMINGS,ANDREW",1
12:43,,,,,SUB IN by 0,,,SUB IN by 0,1
12:43,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
12:28,"MISS JUMPER by MARTIN,JOHN",,,,,,,"MISS JUMPER by MARTIN,JOHN",1
--,,,,,"REBOUND DEF by OLAFSSON,ODDUR",,,"REBOUND DEF by OLAFSSON,ODDUR",1
12:19,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
12:19,"BLOCK  by MARTIN,JOHN",,,,,,,"BLOCK  by MARTIN,JOHN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:15,,15 (+1),,14,"GOOD 3PTR by KEGARISE,KEVIN",BSC 15-14 (-1),,"GOOD 3PTR by KEGARISE,KEVIN",1
11:42,"MISS JUMPER by LUSK,VASHUN",,,,,,,"MISS JUMPER by LUSK,VASHUN",1
--,"REBOUND OFF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND OFF by MCCRARY,KRISTOPHER",1
11:41,"MISS JUMPER by MCCRARY,KRISTOPHER",,,,,,,"MISS JUMPER by MCCRARY,KRISTOPHER",1
--,"REBOUND OFF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND OFF by MCCRARY,KRISTOPHER",1
11:39,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",17 (+3),,14,,OZARKS 17-14 (-3),,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",1
11:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
11:26,"FOUL  by MARTIN,JOHN",,,,,,,"FOUL  by MARTIN,JOHN",1
11:26,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
11:26,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
11:26,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
11:26,,,,,SUB OUT by 0,,,SUB OUT by 0,1
11:15,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
11:15,"STEAL  by CLARK,JOSHUA",,,,,,,"STEAL  by CLARK,JOSHUA",1
11:15,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
11:15,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
10:47,"SUB IN by BOBB,MARCUS",,,,,,,"SUB IN by BOBB,MARCUS",1
10:47,"SUB IN by VICTOR,JERMERY",,,,,,,"SUB IN by VICTOR,JERMERY",1
10:47,"SUB IN by DODD,RONNIE",,,,,,,"SUB IN by DODD,RONNIE",1
10:47,"SUB IN by BOXELL,ISAIAH",,,,,,,"SUB IN by BOXELL,ISAIAH",1
10:47,"SUB IN by CUMMINGS,ANDREW",,,,,,,"SUB IN by CUMMINGS,ANDREW",1
10:47,"SUB OUT by MARTIN,JOHN",,,,,,,"SUB OUT by MARTIN,JOHN",1
10:47,"SUB OUT by MCCRARY,KRISTOPHER",,,,,,,"SUB OUT by MCCRARY,KRISTOPHER",1
10:47,"SUB OUT by LUSK,VASHUN",,,,,,,"SUB OUT by LUSK,VASHUN",1
10:47,"SUB OUT by CLARK,JOSHUA",,,,,,,"SUB OUT by CLARK,JOSHUA",1
10:47,"SUB OUT by PLEASANT,DEON",,,,,,,"SUB OUT by PLEASANT,DEON",1
10:39,"MISS JUMPER by VICTOR,JERMERY",,,,,,,"MISS JUMPER by VICTOR,JERMERY",1
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",1
10:29,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
10:27,"STEAL  by DODD,RONNIE",,,,,,,"STEAL  by DODD,RONNIE",1
10:11,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
10:10,"GOOD FT by BOBB,MARCUS",18 (+4),,14,,OZARKS 18-14 (-4),,"GOOD FT by BOBB,MARCUS",1
10:10,"GOOD FT by BOBB,MARCUS",19 (+5),,14,,OZARKS 19-14 (-5),,"GOOD FT by BOBB,MARCUS",1
10:10,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
10:10,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
09:58,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:43,"GOOD JUMPER by DODD,RONNIE",21 (+7),,14,,OZARKS 21-14 (-7),,"GOOD JUMPER by DODD,RONNIE",1
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",1
09:23,,21 (+4),,17,"GOOD 3PTR by KEGARISE,KEVIN",BSC 21-17 (-4),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
09:00,"GOOD JUMPER by VICTOR,JERMERY",23 (+6),,17,,OZARKS 23-17 (-6),,"GOOD JUMPER by VICTOR,JERMERY",1
--,"ASSIST  by CUMMINGS,ANDREW",,,,,,,"ASSIST  by CUMMINGS,ANDREW",1
08:41,,23 (+3),,20,"GOOD 3PTR by KEGARISE,KEVIN",BSC 23-20 (-3),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:19,"TURNOVER  by DODD,RONNIE",,,,,,,"TURNOVER  by DODD,RONNIE",1
08:19,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
08:19,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
08:12,"FOUL  by VICTOR,JERMERY",,,,,,,"FOUL  by VICTOR,JERMERY",1
07:51,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
07:47,,23 (+1),,22,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 23-22 (-1),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
07:21,"TURNOVER  by BOXELL,ISAIAH",,,,,,,"TURNOVER  by BOXELL,ISAIAH",1
07:20,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",1
07:18,,23,,24 (+1),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 23-24 (+1),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
07:04,"MISS 3PTR by VICTOR,JERMERY",,,,,,,"MISS 3PTR by VICTOR,JERMERY",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
06:44,,23,,26 (+3),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 23-26 (+3),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",1
06:27,"MISS JUMPER by VICTOR,JERMERY",,,,,,,"MISS JUMPER by VICTOR,JERMERY",1
--,"REBOUND OFF by BOBB,MARCUS",,,,,,,"REBOUND OFF by BOBB,MARCUS",1
06:22,"GOOD LAYUP by BOBB,MARCUS(in the paint)",25,,26 (+1),,OZARKS 25-26 (+1),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",1
06:02,,25,,28 (+3),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 25-28 (+3),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
05:54,"TURNOVER  by BOXELL,ISAIAH",,,,,,,"TURNOVER  by BOXELL,ISAIAH",1
05:52,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
05:50,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:50,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
05:50,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
05:50,,,,,SUB IN by 0,,,SUB IN by 0,1
05:50,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
05:50,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
05:44,"GOOD 3PTR by BOBB,MARCUS",28,,28,,OZARKS 28-28 (0),,"GOOD 3PTR by BOBB,MARCUS",1
--,"ASSIST  by CLARK,JOSHUA",,,,,,,"ASSIST  by CLARK,JOSHUA",1
05:19,,28,,30 (+2),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 28-30 (+2),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
04:42,"SUB IN by MARTIN,JOHN",,,,,,,"SUB IN by MARTIN,JOHN",1
04:36,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
04:36,"SUB IN by BALLARD,DYLAN",,,,,,,"SUB IN by BALLARD,DYLAN",1
04:36,"SUB IN by LUSK,VASHUN",,,,,,,"SUB IN by LUSK,VASHUN",1
04:36,"SUB IN by CLARK,JOSHUA",,,,,,,"SUB IN by CLARK,JOSHUA",1
04:36,"SUB OUT by MARTIN,JOHN",,,,,,,"SUB OUT by MARTIN,JOHN",1
04:36,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",1
04:36,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",1
04:36,"SUB OUT by CUMMINGS,ANDREW",,,,,,,"SUB OUT by CUMMINGS,ANDREW",1
04:26,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by LUSK,VASHUN",,,,,,,"REBOUND DEF by LUSK,VASHUN",1
04:14,"MISS JUMPER by DODD,RONNIE",,,,,,,"MISS JUMPER by DODD,RONNIE",1
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",1
04:03,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
04:03,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
03:44,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
03:43,"STEAL  by CLARK,JOSHUA",,,,,,,"STEAL  by CLARK,JOSHUA",1
03:31,"MISS JUMPER by LUSK,VASHUN",,,,,,,"MISS JUMPER by LUSK,VASHUN",1
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",1
02:52,"FOUL  by DODD,RONNIE",,,,,,,"FOUL  by DODD,RONNIE",1
02:50,"SUB IN by MCCRARY,KRISTOPHER",,,,,,,"SUB IN by MCCRARY,KRISTOPHER",1
02:50,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",1
02:50,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:50,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
02:50,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
02:50,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
02:50,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
02:50,,,,,SUB OUT by 0,,,SUB OUT by 0,1
02:31,"FOUL  by LUSK,VASHUN",,,,,,,"FOUL  by LUSK,VASHUN",1
02:26,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
02:26,"STEAL  by CLARK,JOSHUA",,,,,,,"STEAL  by CLARK,JOSHUA",1
02:11,"GOOD 3PTR by BOXELL,ISAIAH",31 (+1),,30,,OZARKS 31-30 (-1),,"GOOD 3PTR by BOXELL,ISAIAH",1
01:59,,31,,33 (+2),"GOOD 3PTR by KEGARISE,KEVIN",BSC 31-33 (+2),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
01:38,"GOOD JUMPER by BALLARD,DYLAN",33,,33,,OZARKS 33-33 (0),,"GOOD JUMPER by BALLARD,DYLAN",1
01:25,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",1
--,"REBOUND DEF by CLARK,JOSHUA",,,,,,,"REBOUND DEF by CLARK,JOSHUA",1
01:15,"GOOD 3PTR by CLARK,JOSHUA",36 (+3),,33,,OZARKS 36-33 (-3),,"GOOD 3PTR by CLARK,JOSHUA",1
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",1
00:52,,,,,"MISS DUNK by FREEMAN,SCHYLAR",,,"MISS DUNK by FREEMAN,SCHYLAR",1
--,"REBOUND DEF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND DEF by MCCRARY,KRISTOPHER",1
00:42,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",1
00:42,"SUB IN by PLEASANT,DEON",,,,,,,"SUB IN by PLEASANT,DEON",1
00:42,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",1
00:42,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
00:42,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
00:31,"MISS 3PTR by PLEASANT,DEON",,,,,,,"MISS 3PTR by PLEASANT,DEON",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
00:20,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by LUSK,VASHUN",,,,,,,"REBOUND DEF by LUSK,VASHUN",1
00:00,"MISS 3PTR by CLARK,JOSHUA",,,,,,,"MISS 3PTR by CLARK,JOSHUA",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
19:49,"FOUL  by BOBB,MARCUS",,,,,,,"FOUL  by BOBB,MARCUS",2
19:49,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:49,,36 (+2),,34,"GOOD FT by RICHARDS,ZAC",BSC 36-34 (-2),,"GOOD FT by RICHARDS,ZAC",2
19:49,"SUB IN by BOBB,MARCUS",,,,,,,"SUB IN by BOBB,MARCUS",2
19:49,"SUB IN by CLARK,JOSHUA",,,,,,,"SUB IN by CLARK,JOSHUA",2
19:49,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",2
19:49,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",2
19:33,"TURNOVER  by BOBB,MARCUS",,,,,,,"TURNOVER  by BOBB,MARCUS",2
19:32,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
19:20,,36,,36,"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 36-36 (0),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
18:58,"GOOD LAYUP by CUMMINGS,ANDREW(in the paint)",38 (+2),,36,,OZARKS 38-36 (-2),,"GOOD LAYUP by CUMMINGS,ANDREW(in the paint)",2
18:47,,38,,38,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 38-38 (0),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
18:24,"MISS 3PTR by DODD,RONNIE",,,,,,,"MISS 3PTR by DODD,RONNIE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:02,"FOUL  by CLARK,JOSHUA",,,,,,,"FOUL  by CLARK,JOSHUA",2
18:02,,38,,39 (+1),"GOOD FT by RICHARDS,ZAC",BSC 38-39 (+1),,"GOOD FT by RICHARDS,ZAC",2
18:02,,38,,40 (+2),"GOOD FT by RICHARDS,ZAC",BSC 38-40 (+2),,"GOOD FT by RICHARDS,ZAC",2
17:46,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
17:40,"MISS LAYUP by BOBB,MARCUS",,,,,,,"MISS LAYUP by BOBB,MARCUS",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
17:34,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
17:31,"STEAL  by CUMMINGS,ANDREW",,,,,,,"STEAL  by CUMMINGS,ANDREW",2
17:21,"GOOD JUMPER by DODD,RONNIE",40,,40,,OZARKS 40-40 (0),,"GOOD JUMPER by DODD,RONNIE",2
17:12,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
