Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
03:23,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
03:23,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
02:51,,62,,85 (+23),"GOOD LAYUP by WARRICK,JOHN(in the paint)",BSC 62-85 (+23),,"GOOD LAYUP by WARRICK,JOHN(in the paint)",2
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",2
02:29,"TURNOVER  by LONDON,ANDREW",,,,,,,"TURNOVER  by LONDON,ANDREW",2
02:26,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
02:25,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
02:25,"BLOCK  by BRUCE,DEVAN",,,,,,,"BLOCK  by BRUCE,DEVAN",2
--,"REBOUND DEF by LONDON,ANDREW",,,,,,,"REBOUND DEF by LONDON,ANDREW",2
02:20,"TURNOVER  by LONDON,ANDREW",,,,,,,"TURNOVER  by LONDON,ANDREW",2
02:18,,,,,"STEAL  by GALFSKY,ANDER",,,"STEAL  by GALFSKY,ANDER",2
02:06,,,,,"TURNOVER  by PLAYER,MATT",,,"TURNOVER  by PLAYER,MATT",2
02:04,"STEAL  by HOWARD,MAC",,,,,,,"STEAL  by HOWARD,MAC",2
01:49,"MISS 3PTR by RANDOLPH,ZACH",,,,,,,"MISS 3PTR by RANDOLPH,ZACH",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
01:32,,62,,88 (+26),"GOOD 3PTR by AVERY,ALEX",BSC 62-88 (+26),,"GOOD 3PTR by AVERY,ALEX",2
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",2
01:18,"MISS 3PTR by LONDON,ANDREW",,,,,,,"MISS 3PTR by LONDON,ANDREW",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
01:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:16,"SUB IN by TURNER,JT",,,,,,,"SUB IN by TURNER,JT",2
01:16,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",2
01:16,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
01:16,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
00:58,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by RANDOLPH,ZACH",,,,,,,"REBOUND DEF by RANDOLPH,ZACH",2
00:36,"MISS JUMPER by RANDOLPH,ZACH",,,,,,,"MISS JUMPER by RANDOLPH,ZACH",2
00:36,,,,,"BLOCK  by PLAYER,MATT",,,"BLOCK  by PLAYER,MATT",2
--,,,,,"REBOUND DEF by MCKAY,COLLIN",,,"REBOUND DEF by MCKAY,COLLIN",2
00:34,"FOUL  by RANDOLPH,ZACH",,,,,,,"FOUL  by RANDOLPH,ZACH",2
00:34,,,,,"MISS FT by MCKAY,COLLIN",,,"MISS FT by MCKAY,COLLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:34,,,,,"MISS FT by MCKAY,COLLIN",,,"MISS FT by MCKAY,COLLIN",2
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",2
