Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MVILLE,Game Score,Team Indicator,Play,Period
13:11,,11,,16 (+5),"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVILLE 11-16 (-5),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",1
12:53,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",13,,16 (+3),,BSC 13-16 (-3),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",1
--,"ASSIST  by MARSCHNER,BRENDAN",,,,,,,"ASSIST  by MARSCHNER,BRENDAN",1
12:37,,,,,"TURNOVER  by KELLY,RICHARD",,,"TURNOVER  by KELLY,RICHARD",1
12:34,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",1
12:32,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND DEF by BURRIS,JP",,,"REBOUND DEF by BURRIS,JP",1
12:13,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
12:13,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
12:13,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
12:13,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
12:13,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
12:13,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
12:13,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
12:13,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",1
12:13,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",1
12:13,,,,,"SUB OUT by KELLY,RICHARD",,,"SUB OUT by KELLY,RICHARD",1
12:13,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",1
11:52,,13,,18 (+5),"GOOD JUMPER by LAMBERT,WES(in the paint)",MVILLE 13-18 (-5),,"GOOD JUMPER by LAMBERT,WES(in the paint)",1
11:29,"GOOD JUMPER by KEGARISE,KEVIN",15,,18 (+3),,BSC 15-18 (-3),,"GOOD JUMPER by KEGARISE,KEVIN",1
11:07,,,,,"TURNOVER  by PEAKE,SPENCER",,,"TURNOVER  by PEAKE,SPENCER",1
11:07,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
11:07,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",1
11:07,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",1
11:07,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
11:07,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",1
11:07,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",1
11:07,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",1
11:07,,,,,"SUB OUT by BURRIS,JP",,,"SUB OUT by BURRIS,JP",1
10:48,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",1
10:47,,,,,"STEAL  by BODEWIG,JOEY",,,"STEAL  by BODEWIG,JOEY",1
10:37,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
10:26,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",1
10:24,,,,,"STEAL  by BUTLER,OSCAR",,,"STEAL  by BUTLER,OSCAR",1
10:19,,,,,"MISS LAYUP by RAYE,CRAIG",,,"MISS LAYUP by RAYE,CRAIG",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
10:06,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",1
10:06,,,,,"BLOCK  by BODEWIG,JOEY",,,"BLOCK  by BODEWIG,JOEY",1
--,"REBOUND OFF by WHITE,BLAISE",,,,,,,"REBOUND OFF by WHITE,BLAISE",1
10:00,"GOOD JUMPER by HENRY,COLIN",17,,18 (+1),,BSC 17-18 (-1),,"GOOD JUMPER by HENRY,COLIN",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
09:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:33,,,,,"TURNOVER  by FORD,CHRISTIAN",,,"TURNOVER  by FORD,CHRISTIAN",1
09:33,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",1
09:20,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
09:20,,,,,"BLOCK  by BUTLER,OSCAR",,,"BLOCK  by BUTLER,OSCAR",1
--,,,,,"REBOUND DEF by RAYE,CRAIG",,,"REBOUND DEF by RAYE,CRAIG",1
09:11,,17,,20 (+3),"GOOD LAYUP by FORD,CHRISTIAN(fastbreak)(in the paint)",MVILLE 17-20 (-3),,"GOOD LAYUP by FORD,CHRISTIAN(fastbreak)(in the paint)",1
09:11,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",1
09:11,,,,,"MISS FT by FORD,CHRISTIAN",,,"MISS FT by FORD,CHRISTIAN",1
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",1
09:11,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",1
09:11,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",1
08:52,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",19,,20 (+1),,BSC 19-20 (-1),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",1
08:31,,19,,23 (+4),"GOOD 3PTR by LAMBERT,WES",MVILLE 19-23 (-4),,"GOOD 3PTR by LAMBERT,WES",1
08:14,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",1
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",1
08:11,,,,,"TURNOVER  by BYRD,JAUMONEE",,,"TURNOVER  by BYRD,JAUMONEE",1
08:11,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",1
08:11,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",1
07:58,"GOOD JUMPER by HENRY,COLIN(in the paint)",21,,23 (+2),,BSC 21-23 (-2),,"GOOD JUMPER by HENRY,COLIN(in the paint)",1
07:48,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",1
07:48,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
07:48,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",1
07:45,,,,,"FOUL  by BYRD,JAUMONEE",,,"FOUL  by BYRD,JAUMONEE",1
07:45,,,,,"TURNOVER  by BYRD,JAUMONEE",,,"TURNOVER  by BYRD,JAUMONEE",1
07:23,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",1
07:19,"GOOD JUMPER by THOMAS,LARRY(in the paint)",23,,23,,BSC 23-23 (0),,"GOOD JUMPER by THOMAS,LARRY(in the paint)",1
07:03,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
06:52,"GOOD 3PTR by THOMAS,LARRY",26 (+3),,23,,BSC 26-23 (+3),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
06:44,,,,,"TURNOVER  by GRIFFIN,JETHRO",,,"TURNOVER  by GRIFFIN,JETHRO",1
06:43,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",1
06:42,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",28 (+5),,23,,BSC 28-23 (+5),,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",1
06:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:42,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
06:42,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",1
06:42,,,,,"SUB IN by PEAKE,SPENCER",,,"SUB IN by PEAKE,SPENCER",1
06:42,,,,,"SUB IN by KELLY,RICHARD",,,"SUB IN by KELLY,RICHARD",1
06:42,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",1
06:42,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",1
06:38,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
06:38,,28 (+4),,24,"GOOD FT by KELLY,RICHARD",MVILLE 28-24 (+4),,"GOOD FT by KELLY,RICHARD",1
06:38,,28 (+3),,25,"GOOD FT by KELLY,RICHARD",MVILLE 28-25 (+3),,"GOOD FT by KELLY,RICHARD",1
06:25,"GOOD 3PTR by THOMAS,LARRY",31 (+6),,25,,BSC 31-25 (+6),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
05:59,,31 (+3),,28,"GOOD 3PTR by FORD,CHRISTIAN",MVILLE 31-28 (+3),,"GOOD 3PTR by FORD,CHRISTIAN",1
--,,,,,"ASSIST  by KELLY,RICHARD",,,"ASSIST  by KELLY,RICHARD",1
05:52,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",33 (+5),,28,,BSC 33-28 (+5),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
05:39,,,,,"TURNOVER  by GRIFFIN,JETHRO",,,"TURNOVER  by GRIFFIN,JETHRO",1
05:39,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",1
05:39,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",1
05:39,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",1
05:39,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",1
05:39,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
05:39,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
05:39,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",1
05:39,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",1
05:39,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",1
05:39,,,,,"SUB OUT by KELLY,RICHARD",,,"SUB OUT by KELLY,RICHARD",1
05:39,,,,,"SUB OUT by GRIFFIN,JETHRO",,,"SUB OUT by GRIFFIN,JETHRO",1
05:21,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",1
05:19,,,,,"STEAL  by FORD,CHRISTIAN",,,"STEAL  by FORD,CHRISTIAN",1
05:13,,,,,"MISS 3PTR by BUTLER,OSCAR",,,"MISS 3PTR by BUTLER,OSCAR",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:10,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",1
05:10,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",1
05:07,,33 (+3),,30,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",MVILLE 33-30 (+3),,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",1
--,,,,,"ASSIST  by LAMBERT,WES",,,"ASSIST  by LAMBERT,WES",1
04:45,,,,,"FOUL  by BODEWIG,JOEY",,,"FOUL  by BODEWIG,JOEY",1
04:45,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
04:45,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
04:45,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
04:45,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
04:43,"MISS JUMPER by MARSCHNER,BRENDAN",,,,,,,"MISS JUMPER by MARSCHNER,BRENDAN",1
--,,,,,"REBOUND DEF by BODEWIG,JOEY",,,"REBOUND DEF by BODEWIG,JOEY",1
04:30,,,,,"TURNOVER  by BODEWIG,JOEY",,,"TURNOVER  by BODEWIG,JOEY",1
04:16,"GOOD 3PTR by MARSCHNER,BRENDAN",36 (+6),,30,,BSC 36-30 (+6),,"GOOD 3PTR by MARSCHNER,BRENDAN",1
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",1
03:52,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",1
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",1
03:43,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",38 (+8),,30,,BSC 38-30 (+8),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
03:43,,,,,"FOUL  by BODEWIG,JOEY",,,"FOUL  by BODEWIG,JOEY",1
03:43,"GOOD FT by RICHARDS,ZAC",39 (+9),,30,,BSC 39-30 (+9),,"GOOD FT by RICHARDS,ZAC",1
03:43,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
03:43,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
03:43,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",1
03:43,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",1
03:43,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
03:43,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
03:43,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",1
03:43,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",1
03:36,,,,,"TURNOVER  by RAYE,CRAIG",,,"TURNOVER  by RAYE,CRAIG",1
03:35,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",1
03:33,,,,,"FOUL  by RAYE,CRAIG",,,"FOUL  by RAYE,CRAIG",1
03:33,"GOOD FT by THOMAS,LARRY",40 (+10),,30,,BSC 40-30 (+10),,"GOOD FT by THOMAS,LARRY",1
03:33,"GOOD FT by THOMAS,LARRY",41 (+11),,30,,BSC 41-30 (+11),,"GOOD FT by THOMAS,LARRY",1
03:00,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",1
--,,,,,"REBOUND OFF by BUTLER,OSCAR",,,"REBOUND OFF by BUTLER,OSCAR",1
02:56,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",1
02:56,,41 (+10),,31,"GOOD FT by BUTLER,OSCAR",MVILLE 41-31 (+10),,"GOOD FT by BUTLER,OSCAR",1
02:56,,41 (+9),,32,"GOOD FT by BUTLER,OSCAR",MVILLE 41-32 (+9),,"GOOD FT by BUTLER,OSCAR",1
02:56,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",1
02:56,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",1
02:43,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by LAMBERT,WES",,,"REBOUND DEF by LAMBERT,WES",1
02:34,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1
02:34,,41 (+8),,33,"GOOD FT by BODEWIG,JOEY",MVILLE 41-33 (+8),,"GOOD FT by BODEWIG,JOEY",1
02:34,,41 (+7),,34,"GOOD FT by BODEWIG,JOEY",MVILLE 41-34 (+7),,"GOOD FT by BODEWIG,JOEY",1
02:15,"GOOD LAYUP by WHITE,BLAISE(in the paint)",43 (+9),,34,,BSC 43-34 (+9),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",1
02:01,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1
02:01,,43 (+8),,35,"GOOD FT by LAMBERT,WES",MVILLE 43-35 (+8),,"GOOD FT by LAMBERT,WES",1
02:01,,43 (+7),,36,"GOOD FT by LAMBERT,WES",MVILLE 43-36 (+7),,"GOOD FT by LAMBERT,WES",1
02:01,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
02:01,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
02:01,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",1
