Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by RICHARDSON,TERIK",,,"REBOUND OFF by RICHARDSON,TERIK",1
05:47,,35,,43 (+8),"GOOD JUMPER by RICHARDSON,TERIK",BU 35-43 (-8),,"GOOD JUMPER by RICHARDSON,TERIK",1
05:47,"MISS LAYUP by BUTLER,TERENCE",,,,,,,"MISS LAYUP by BUTLER,TERENCE",1
05:47,,,,,"BLOCK  by MCCOY,TOMMY",,,"BLOCK  by MCCOY,TOMMY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:47,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",1
05:47,"GOOD FT by BUTLER,TERENCE",36,,43 (+7),,17BSC-M 36-43 (-7),,"GOOD FT by BUTLER,TERENCE",1
05:47,"GOOD FT by BUTLER,TERENCE",37,,43 (+6),,17BSC-M 37-43 (-6),,"GOOD FT by BUTLER,TERENCE",1
05:47,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
05:47,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",1
05:47,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",1
05:47,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",1
05:47,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",1
05:47,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",1
05:47,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",1
05:47,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",1
05:47,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",1
05:47,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",1
05:28,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",39,,43 (+4),,17BSC-M 39-43 (-4),,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",1
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",1
05:04,,39,,46 (+7),"GOOD 3PTR by BROWN,ISIAH",BU 39-46 (-7),,"GOOD 3PTR by BROWN,ISIAH",1
--,,,,,"ASSIST  by HODUM,RICK",,,"ASSIST  by HODUM,RICK",1
04:56,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",1
04:52,,,,,"STEAL  by ROBERTS,JOSHUA",,,"STEAL  by ROBERTS,JOSHUA",1
04:47,,39,,48 (+9),"GOOD LAYUP by HODUM,RICK(fastbreak)(in the paint)",BU 39-48 (-9),,"GOOD LAYUP by HODUM,RICK(fastbreak)(in the paint)",1
04:41,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",1
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",1
04:29,,,,,"FOUL  by ROBERTS,JOSHUA",,,"FOUL  by ROBERTS,JOSHUA",1
04:29,"MISS FT by LOVING,JIBRI",,,,,,,"MISS FT by LOVING,JIBRI",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:29,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",1
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",1
04:29,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",1
04:29,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",1
04:29,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
04:29,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
04:28,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",1
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",1
04:18,"GOOD 3PTR by BUTLER,TERENCE",42,,48 (+6),,17BSC-M 42-48 (-6),,"GOOD 3PTR by BUTLER,TERENCE",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
04:11,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",1
04:11,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",1
04:08,,,,,"MISS JUMPER by HODUM,RICK",,,"MISS JUMPER by HODUM,RICK",1
--,"REBOUND DEF by LOVING,JIBRI",,,,,,,"REBOUND DEF by LOVING,JIBRI",1
04:01,"GOOD 3PTR by DENBESTIN,COLE",45,,48 (+3),,17BSC-M 45-48 (-3),,"GOOD 3PTR by DENBESTIN,COLE",1
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",1
03:36,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",1
03:22,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:22,,,,,"MISS FT by RICHARDSON,TERIK",,,"MISS FT by RICHARDSON,TERIK",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
03:09,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
03:09,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",1
03:09,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
03:09,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
03:09,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",1
03:09,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",1
03:09,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",1
03:09,,,,,"SUB IN by DAVIS,RON",,,"SUB IN by DAVIS,RON",1
03:09,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",1
03:09,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",1
03:09,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",1
03:09,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",1
03:09,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",1
03:09,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",1
03:01,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",1
02:54,"GOOD FT by RUDAK,MATEUSZ",46,,48 (+2),,17BSC-M 46-48 (-2),,"GOOD FT by RUDAK,MATEUSZ",1
02:54,"GOOD FT by RUDAK,MATEUSZ",47,,48 (+1),,17BSC-M 47-48 (-1),,"GOOD FT by RUDAK,MATEUSZ",1
02:43,,,,,"MISS 3PTR by DURHAM,JONATHAN",,,"MISS 3PTR by DURHAM,JONATHAN",1
--,"REBOUND DEF by BUTLER,TERENCE",,,,,,,"REBOUND DEF by BUTLER,TERENCE",1
02:37,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",49 (+1),,48,,17BSC-M 49-48 (+1),,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",1
02:24,,49,,50 (+1),"GOOD LAYUP by WORKS,JOHN(in the paint)",BU 49-50 (-1),,"GOOD LAYUP by WORKS,JOHN(in the paint)",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
02:04,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:56,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
01:56,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",1
01:56,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",1
01:56,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",1
01:54,,,,,"MISS 3PTR by DURHAM,JONATHAN",,,"MISS 3PTR by DURHAM,JONATHAN",1
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",1
01:44,"MISS JUMPER by RUDAK,MATEUSZ",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ",1
--,"REBOUND OFF by RUDAK,MATEUSZ",,,,,,,"REBOUND OFF by RUDAK,MATEUSZ",1
01:39,"MISS JUMPER by RUDAK,MATEUSZ",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ",1
--,"REBOUND OFF by ALLISON,ZACH",,,,,,,"REBOUND OFF by ALLISON,ZACH",1
01:31,"STEAL  by ALLISON,ZACH",,,,,,,"STEAL  by ALLISON,ZACH",1
01:27,,,,,"TURNOVER  by WORKS,JOHN",,,"TURNOVER  by WORKS,JOHN",1
01:12,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
01:12,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",1
01:12,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",1
01:12,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",1
01:02,"MISS JUMPER by MOORE,KADEN",,,,,,,"MISS JUMPER by MOORE,KADEN",1
--,,,,,"REBOUND DEF by DURHAM,JONATHAN",,,"REBOUND DEF by DURHAM,JONATHAN",1
00:56,,,,,"MISS LAYUP by PRICE,VICTOR",,,"MISS LAYUP by PRICE,VICTOR",1
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",1
00:36,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",51 (+1),,50,,17BSC-M 51-50 (+1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,"ASSIST  by RUDAK,MATEUSZ",,,,,,,"ASSIST  by RUDAK,MATEUSZ",1
00:19,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",1
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",1
00:11,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",1
--,,,,,"REBOUND DEF by WORKS,JOHN",,,"REBOUND DEF by WORKS,JOHN",1
00:08,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",1
00:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:08,,51,,51,"GOOD FT by WORKS,JOHN",BU 51-51 (0),,"GOOD FT by WORKS,JOHN",1
00:08,,51,,52 (+1),"GOOD FT by WORKS,JOHN",BU 51-52 (-1),,"GOOD FT by WORKS,JOHN",1
00:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:08,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",1
00:08,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
00:00,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",2
19:53,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
19:43,"GOOD LAYUP by RUDAK,MATEUSZ(fastbreak)(in the paint)",53 (+1),,52,,17BSC-M 53-52 (+1),,"GOOD LAYUP by RUDAK,MATEUSZ(fastbreak)(in the paint)",2
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",2
19:21,,53,,54 (+1),"GOOD JUMPER by RICHARDSON,TERIK(in the paint)",BU 53-54 (-1),,"GOOD JUMPER by RICHARDSON,TERIK(in the paint)",2
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",2
19:14,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
19:04,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",55 (+1),,54,,17BSC-M 55-54 (+1),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
19:04,,,,,"FOUL  by WEBBER,BRENT",,,"FOUL  by WEBBER,BRENT",2
18:57,"GOOD FT by RUDAK,MATEUSZ",56 (+2),,54,,17BSC-M 56-54 (+2),,"GOOD FT by RUDAK,MATEUSZ",2
18:38,,,,,"MISS JUMPER by DAVIS,RON",,,"MISS JUMPER by DAVIS,RON",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
18:31,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by ALLISON,ZACH",,,,,,,"REBOUND OFF by ALLISON,ZACH",2
18:23,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:15,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
18:15,"GOOD FT by RUDAK,MATEUSZ",57 (+3),,54,,17BSC-M 57-54 (+3),,"GOOD FT by RUDAK,MATEUSZ",2
18:15,"GOOD FT by RUDAK,MATEUSZ",58 (+4),,54,,17BSC-M 58-54 (+4),,"GOOD FT by RUDAK,MATEUSZ",2
18:14,,,,,"MISS 3PTR by WEBBER,BRENT",,,"MISS 3PTR by WEBBER,BRENT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:07,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",60 (+6),,54,,17BSC-M 60-54 (+6),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
18:01,,,,,"FOUL  by SR,KYLE PATTERSON",,,"FOUL  by SR,KYLE PATTERSON",2
18:01,"GOOD FT by RUDAK,MATEUSZ",61 (+7),,54,,17BSC-M 61-54 (+7),,"GOOD FT by RUDAK,MATEUSZ",2
17:53,,61 (+4),,57,"GOOD 3PTR by DAVIS,RON",BU 61-57 (+4),,"GOOD 3PTR by DAVIS,RON",2
--,,,,,"ASSIST  by WEBBER,BRENT",,,"ASSIST  by WEBBER,BRENT",2
17:42,,,,,"STEAL  by DAVIS,RON",,,"STEAL  by DAVIS,RON",2
17:33,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
17:22,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:16,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",2
17:16,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
17:15,,61 (+1),,60,"GOOD 3PTR by WEBBER,BRENT",BU 61-60 (+1),,"GOOD 3PTR by WEBBER,BRENT",2
--,,,,,"ASSIST  by SR,KYLE PATTERSON",,,"ASSIST  by SR,KYLE PATTERSON",2
17:03,"GOOD 3PTR by BAK,CALVIN",64 (+4),,60,,17BSC-M 64-60 (+4),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
16:52,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:44,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
16:44,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
16:44,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
16:44,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
16:44,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
16:44,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
16:44,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",2
16:44,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
16:44,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
16:44,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
16:44,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",2
16:44,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
16:40,"GOOD 3PTR by BAK,CALVIN",67 (+7),,60,,17BSC-M 67-60 (+7),,"GOOD 3PTR by BAK,CALVIN",2
16:17,,67 (+4),,63,"GOOD 3PTR by DURHAM,JONATHAN",BU 67-63 (+4),,"GOOD 3PTR by DURHAM,JONATHAN",2
--,,,,,"ASSIST  by JONES,JUSTIN",,,"ASSIST  by JONES,JUSTIN",2
16:05,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",69 (+6),,63,,17BSC-M 69-63 (+6),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",2
15:56,,69 (+4),,65,"GOOD LAYUP by JONES,JUSTIN(fastbreak)(in the paint)",BU 69-65 (+4),,"GOOD LAYUP by JONES,JUSTIN(fastbreak)(in the paint)",2
15:56,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
15:56,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:56,,69 (+3),,66,"GOOD FT by JONES,JUSTIN",BU 69-66 (+3),,"GOOD FT by JONES,JUSTIN",2
15:56,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
15:56,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
15:56,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:56,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
15:44,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
15:28,,,,,"MISS JUMPER by JONES,JUSTIN",,,"MISS JUMPER by JONES,JUSTIN",2
15:28,"BLOCK  by GONDA,MATT",,,,,,,"BLOCK  by GONDA,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:28,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
15:28,,69 (+2),,67,"GOOD FT by JONES,JUSTIN",BU 69-67 (+2),,"GOOD FT by JONES,JUSTIN",2
15:28,,69 (+1),,68,"GOOD FT by JONES,JUSTIN",BU 69-68 (+1),,"GOOD FT by JONES,JUSTIN",2
15:16,,,,,"STEAL  by JONES,JUSTIN",,,"STEAL  by JONES,JUSTIN",2
15:13,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
15:11,,,,,"MISS LAYUP by JONES,JUSTIN",,,"MISS LAYUP by JONES,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:11,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
15:11,,,,,"MISS FT by JONES,JUSTIN",,,"MISS FT by JONES,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:11,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
15:11,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
15:11,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
15:11,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:10,,69,,69,"GOOD FT by JONES,JUSTIN",BU 69-69 (0),,"GOOD FT by JONES,JUSTIN",2
14:46,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
14:39,"FOUL  by BUTLER,TERENCE",,,,,,,"FOUL  by BUTLER,TERENCE",2
14:39,"FOUL  by BUTLER,TERENCE",,,,,,,"FOUL  by BUTLER,TERENCE",2
14:15,,,,,"MISS 3PTR by JONES,JUSTIN",,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND DEF by BUTLER,TERENCE",,,,,,,"REBOUND DEF by BUTLER,TERENCE",2
14:07,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",71 (+2),,69,,17BSC-M 71-69 (+2),,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",2
--,"ASSIST  by BUTLER,TERENCE",,,,,,,"ASSIST  by BUTLER,TERENCE",2
14:00,,,,,"TURNOVER  by JONES,JUSTIN",,,"TURNOVER  by JONES,JUSTIN",2
13:56,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
13:53,"GOOD LAYUP by ALLISON,ZACH(in the paint)",73 (+4),,69,,17BSC-M 73-69 (+4),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
--,"ASSIST  by BUTLER,TERENCE",,,,,,,"ASSIST  by BUTLER,TERENCE",2
13:37,,,,,"MISS 3PTR by ROBERTS,JOSHUA",,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
13:26,"TURNOVER  by BUTLER,TERENCE",,,,,,,"TURNOVER  by BUTLER,TERENCE",2
13:22,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
13:22,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
13:22,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
13:22,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
13:22,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
13:22,,,,,"SUB IN by COLE,DAVID",,,"SUB IN by COLE,DAVID",2
13:22,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",2
13:22,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
13:22,,,,,"SUB IN by DAVIS,RON",,,"SUB IN by DAVIS,RON",2
13:22,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",2
13:22,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
13:22,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
13:22,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",2
13:22,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
13:14,,,,,"MISS 3PTR by PRICE,VICTOR",,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:52,"GOOD LAYUP by LOVING,JIBRI(fastbreak)(in the paint)",75 (+6),,69,,17BSC-M 75-69 (+6),,"GOOD LAYUP by LOVING,JIBRI(fastbreak)(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
12:38,,75 (+4),,71,"GOOD JUMPER by MCCOY,TOMMY(in the paint)",BU 75-71 (+4),,"GOOD JUMPER by MCCOY,TOMMY(in the paint)",2
12:25,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
12:21,,,,,"STEAL  by PRICE,VICTOR",,,"STEAL  by PRICE,VICTOR",2
12:17,,,,,"MISS LAYUP by MCCOY,TOMMY",,,"MISS LAYUP by MCCOY,TOMMY",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
12:09,"GOOD 3PTR by BUTLER,TERENCE",78 (+7),,71,,17BSC-M 78-71 (+7),,"GOOD 3PTR by BUTLER,TERENCE",2
--,"ASSIST  by LOVING,JIBRI",,,,,,,"ASSIST  by LOVING,JIBRI",2
12:01,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
11:55,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",80 (+9),,71,,17BSC-M 80-71 (+9),,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
11:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:45,,,,,"TURNOVER  by MCCOY,TOMMY",,,"TURNOVER  by MCCOY,TOMMY",2
11:37,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:37,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
11:37,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
11:32,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",2
11:27,"GOOD LAYUP by LOVING,JIBRI(in the paint)",82 (+11),,71,,17BSC-M 82-71 (+11),,"GOOD LAYUP by LOVING,JIBRI(in the paint)",2
11:10,,,,,"MISS DUNK by MCCOY,TOMMY",,,"MISS DUNK by MCCOY,TOMMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:45,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
10:31,,,,,"STEAL  by BROWN,ISIAH",,,"STEAL  by BROWN,ISIAH",2
10:28,,,,,"TURNOVER  by RICHARDSON,TERIK",,,"TURNOVER  by RICHARDSON,TERIK",2
