Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:48,,28,,30 (+2),"GOOD 3PTR by MITCHELL,JAMES",CCM 28-30 (-2),,"GOOD 3PTR by MITCHELL,JAMES",1
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",1
02:34,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:30,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
02:30,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
02:30,,,,,"SUB IN by JAUCH,JARED",,,"SUB IN by JAUCH,JARED",1
02:30,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",1
02:24,"GOOD JUMPER by BAK,CALVIN",30,,30,,17BSC-M 30-30 (0),,"GOOD JUMPER by BAK,CALVIN",1
02:12,,30,,33 (+3),"GOOD 3PTR by HAYNES,CALEB",CCM 30-33 (-3),,"GOOD 3PTR by HAYNES,CALEB",1
--,,,,,"ASSIST  by JAUCH,JARED",,,"ASSIST  by JAUCH,JARED",1
01:59,"GOOD LAYUP by ALLISON,ZACH(in the paint)",32,,33 (+1),,17BSC-M 32-33 (-1),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",1
01:59,,,,,"FOUL  by TWAGIRAYEZU,PATJO",,,"FOUL  by TWAGIRAYEZU,PATJO",1
01:59,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",1
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",1
01:50,,32,,36 (+4),"GOOD 3PTR by DRYDEN,BERTO",CCM 32-36 (-4),,"GOOD 3PTR by DRYDEN,BERTO",1
--,,,,,"ASSIST  by JAUCH,JARED",,,"ASSIST  by JAUCH,JARED",1
01:37,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",1
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",1
01:31,,32,,38 (+6),"GOOD LAYUP by TWAGIRAYEZU,PATJO(fastbreak)(in the paint)",CCM 32-38 (-6),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by JAUCH,JARED",,,"ASSIST  by JAUCH,JARED",1
01:17,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",1
01:17,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",1
01:17,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",1
01:17,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",1
01:17,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",1
01:17,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",1
01:07,,32,,40 (+8),"GOOD LAYUP by HAYNES,CALEB(in the paint)",CCM 32-40 (-8),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",1
01:00,,,,,"FOUL  by JAUCH,JARED",,,"FOUL  by JAUCH,JARED",1
01:00,"GOOD FT by ALLISON,ZACH",33,,40 (+7),,17BSC-M 33-40 (-7),,"GOOD FT by ALLISON,ZACH",1
01:00,"GOOD FT by ALLISON,ZACH",34,,40 (+6),,17BSC-M 34-40 (-6),,"GOOD FT by ALLISON,ZACH",1
01:00,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",1
01:00,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
01:00,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",1
01:00,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
00:32,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",1
--,"REBOUND DEF by BUTLER,TERENCE",,,,,,,"REBOUND DEF by BUTLER,TERENCE",1
00:07,"GOOD 3PTR by BUTLER,TERENCE",37,,40 (+3),,17BSC-M 37-40 (-3),,"GOOD 3PTR by BUTLER,TERENCE",1
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",1
00:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
00:05,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",1
00:05,"SUB IN by LOVING,TAU",,,,,,,"SUB IN by LOVING,TAU",1
00:05,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
00:05,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",1
00:05,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",1
00:05,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",1
00:05,,,,,"SUB IN by MITCHELL,JAMES",,,"SUB IN by MITCHELL,JAMES",1
00:05,,,,,"SUB IN by JAUCH,JARED",,,"SUB IN by JAUCH,JARED",1
00:05,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",1
00:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:03,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
00:03,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
00:03,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
00:03,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
00:03,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",1
00:03,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",1
00:03,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",1
00:03,,,,,"SUB OUT by MITCHELL,JAMES",,,"SUB OUT by MITCHELL,JAMES",1
00:03,,,,,"SUB OUT by JAUCH,JARED",,,"SUB OUT by JAUCH,JARED",1
00:03,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",1
00:00,,37,,43 (+6),"GOOD 3PTR by CRUMLY,WILL",CCM 37-43 (-6),,"GOOD 3PTR by CRUMLY,WILL",1
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",1
19:39,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",39,,43 (+4),,17BSC-M 39-43 (-4),,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",2
19:30,,,,,"MISS 3PTR by MITCHELL,JAMES",,,"MISS 3PTR by MITCHELL,JAMES",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
19:20,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
19:20,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
19:20,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
19:02,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",2
19:02,"BLOCK  by RUDAK,MATEUSZ",,,,,,,"BLOCK  by RUDAK,MATEUSZ",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
18:54,,39,,46 (+7),"GOOD 3PTR by DRYDEN,BERTO",CCM 39-46 (-7),,"GOOD 3PTR by DRYDEN,BERTO",2
--,,,,,"ASSIST  by MITCHELL,JAMES",,,"ASSIST  by MITCHELL,JAMES",2
18:29,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",41,,46 (+5),,17BSC-M 41-46 (-5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by RUDAK,MATEUSZ",,,,,,,"ASSIST  by RUDAK,MATEUSZ",2
18:20,,41,,48 (+7),"GOOD JUMPER by TWAGIRAYEZU,PATJO",CCM 41-48 (-7),,"GOOD JUMPER by TWAGIRAYEZU,PATJO",2
18:10,,,,,"FOUL  by HOLLIS,MITCHELL",,,"FOUL  by HOLLIS,MITCHELL",2
18:06,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
18:06,"GOOD FT by ALLISON,ZACH",42,,48 (+6),,17BSC-M 42-48 (-6),,"GOOD FT by ALLISON,ZACH",2
18:06,"GOOD FT by ALLISON,ZACH",43,,48 (+5),,17BSC-M 43-48 (-5),,"GOOD FT by ALLISON,ZACH",2
18:06,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
18:06,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
18:06,,,,,"SUB IN by JAUCH,JARED",,,"SUB IN by JAUCH,JARED",2
18:06,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
18:06,,,,,"SUB OUT by HOLLIS,MITCHELL",,,"SUB OUT by HOLLIS,MITCHELL",2
18:06,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
17:48,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,,,,,"REBOUND OFF by CRUMLY,WILL",,,"REBOUND OFF by CRUMLY,WILL",2
17:42,,,,,"TURNOVER  by CRUMLY,WILL",,,"TURNOVER  by CRUMLY,WILL",2
17:41,"STEAL  by RUDAK,MATEUSZ",,,,,,,"STEAL  by RUDAK,MATEUSZ",2
17:27,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
17:12,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
17:12,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
17:12,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
17:10,,,,,"TURNOVER  by DRYDEN,BERTO",,,"TURNOVER  by DRYDEN,BERTO",2
17:00,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by MITCHELL,JAMES",,,"REBOUND DEF by MITCHELL,JAMES",2
16:48,,43,,50 (+7),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 43-50 (-7),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
16:40,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
16:40,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
16:40,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
16:40,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
16:26,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by LOVING,JIBRI",,,,,,,"REBOUND DEF by LOVING,JIBRI",2
16:15,,,,,"FOUL  by JAUCH,JARED",,,"FOUL  by JAUCH,JARED",2
16:15,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
16:15,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
16:15,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
16:15,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
16:15,,,,,"SUB IN by HOLLIS,MITCHELL",,,"SUB IN by HOLLIS,MITCHELL",2
16:15,,,,,"SUB IN by SPRAGG,BAILEY",,,"SUB IN by SPRAGG,BAILEY",2
16:15,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
16:15,,,,,"SUB OUT by MITCHELL,JAMES",,,"SUB OUT by MITCHELL,JAMES",2
16:03,"GOOD LAYUP by DENBESTIN,COLE(in the paint)",45,,50 (+5),,17BSC-M 45-50 (-5),,"GOOD LAYUP by DENBESTIN,COLE(in the paint)",2
--,"ASSIST  by BUTLER,TERENCE",,,,,,,"ASSIST  by BUTLER,TERENCE",2
15:40,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",,,"TURNOVER  by TWAGIRAYEZU,PATJO",2
15:39,"STEAL  by DENBESTIN,COLE",,,,,,,"STEAL  by DENBESTIN,COLE",2
15:33,,,,,"FOUL  by HOLLIS,MITCHELL",,,"FOUL  by HOLLIS,MITCHELL",2
15:31,"TURNOVER  by DENBESTIN,COLE",,,,,,,"TURNOVER  by DENBESTIN,COLE",2
15:28,,,,,"STEAL  by SPRAGG,BAILEY",,,"STEAL  by SPRAGG,BAILEY",2
15:25,,,,,"MISS 3PTR by HOLLIS,MITCHELL",,,"MISS 3PTR by HOLLIS,MITCHELL",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
15:16,"GOOD 3PTR by DENBESTIN,COLE",48,,50 (+2),,17BSC-M 48-50 (-2),,"GOOD 3PTR by DENBESTIN,COLE",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
14:59,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,"REBOUND OFF by TWAGIRAYEZU,PATJO",2
14:50,,48,,52 (+4),"GOOD LAYUP by JAUCH,JARED(in the paint)",CCM 48-52 (-4),,"GOOD LAYUP by JAUCH,JARED(in the paint)",2
14:39,"GOOD LAYUP by LOVING,JIBRI(in the paint)",50,,52 (+2),,17BSC-M 50-52 (-2),,"GOOD LAYUP by LOVING,JIBRI(in the paint)",2
--,"ASSIST  by DENBESTIN,COLE",,,,,,,"ASSIST  by DENBESTIN,COLE",2
14:37,,,,,"SUB IN by BRYAN,WILLIAM",,,"SUB IN by BRYAN,WILLIAM",2
14:37,,,,,"SUB IN by MITCHELL,JAMES",,,"SUB IN by MITCHELL,JAMES",2
14:37,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
14:37,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",2
14:15,,,,,"TURNOVER  by JAUCH,JARED",,,"TURNOVER  by JAUCH,JARED",2
14:14,"STEAL  by BUTLER,TERENCE",,,,,,,"STEAL  by BUTLER,TERENCE",2
14:11,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",52,,52,,17BSC-M 52-52 (0),,"GOOD LAYUP by BUTLER,TERENCE(fastbreak)(in the paint)",2
14:01,,,,,"MISS LAYUP by CRUMLY,WILL",,,"MISS LAYUP by CRUMLY,WILL",2
--,,,,,"REBOUND OFF by BRYAN,WILLIAM",,,"REBOUND OFF by BRYAN,WILLIAM",2
14:00,,,,,"MISS LAYUP by BRYAN,WILLIAM",,,"MISS LAYUP by BRYAN,WILLIAM",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
13:51,"GOOD JUMPER by BUTLER,TERENCE",54 (+2),,52,,17BSC-M 54-52 (+2),,"GOOD JUMPER by BUTLER,TERENCE",2
13:37,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
13:37,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
13:37,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
13:37,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
13:37,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",2
13:37,,,,,"SUB OUT by JAUCH,JARED",,,"SUB OUT by JAUCH,JARED",2
13:27,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,,,,,"REBOUND OFF by BRYAN,WILLIAM",,,"REBOUND OFF by BRYAN,WILLIAM",2
13:22,,,,,"TURNOVER  by BRYAN,WILLIAM",,,"TURNOVER  by BRYAN,WILLIAM",2
13:21,"STEAL  by BUTLER,TERENCE",,,,,,,"STEAL  by BUTLER,TERENCE",2
13:14,,,,,"FOUL  by BRYAN,WILLIAM",,,"FOUL  by BRYAN,WILLIAM",2
13:14,"GOOD FT by SPENCE,BEN",55 (+3),,52,,17BSC-M 55-52 (+3),,"GOOD FT by SPENCE,BEN",2
13:14,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",2
--,,,,,"REBOUND DEF by HOLLIS,MITCHELL",,,"REBOUND DEF by HOLLIS,MITCHELL",2
13:14,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
13:14,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
13:14,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
13:14,,,,,"SUB OUT by BRYAN,WILLIAM",,,"SUB OUT by BRYAN,WILLIAM",2
13:05,,,,,"MISS 3PTR by MITCHELL,JAMES",,,"MISS 3PTR by MITCHELL,JAMES",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
12:51,,,,,"MISS JUMPER by HOLLIS,MITCHELL",,,"MISS JUMPER by HOLLIS,MITCHELL",2
--,,,,,"REBOUND OFF by MITCHELL,JAMES",,,"REBOUND OFF by MITCHELL,JAMES",2
12:40,"FOUL  by DENBESTIN,COLE",,,,,,,"FOUL  by DENBESTIN,COLE",2
12:40,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
12:40,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
12:39,,55 (+1),,54,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 55-54 (+1),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
12:21,"MISS JUMPER by BUTLER,TERENCE",,,,,,,"MISS JUMPER by BUTLER,TERENCE",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
12:00,,55,,57 (+2),"GOOD 3PTR by TWAGIRAYEZU,PATJO",CCM 55-57 (-2),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by MITCHELL,JAMES",,,"ASSIST  by MITCHELL,JAMES",2
11:47,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",57,,57,,17BSC-M 57-57 (0),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
11:24,,57,,59 (+2),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 57-59 (-2),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
11:12,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",59,,59,,17BSC-M 59-59 (0),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
10:50,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
10:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:44,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
10:44,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
10:44,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:44,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
10:44,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
10:44,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
10:44,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
10:44,,,,,"SUB IN by JAUCH,JARED",,,"SUB IN by JAUCH,JARED",2
10:44,,,,,"SUB OUT by HOLLIS,MITCHELL",,,"SUB OUT by HOLLIS,MITCHELL",2
10:26,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
10:26,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
10:26,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
10:26,,,,,"SUB IN by MOORE,BEN",,,"SUB IN by MOORE,BEN",2
10:26,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
10:22,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",61 (+2),,59,,17BSC-M 61-59 (+2),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
10:03,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",,,"TURNOVER  by TWAGIRAYEZU,PATJO",2
10:02,"STEAL  by DENBESTIN,COLE",,,,,,,"STEAL  by DENBESTIN,COLE",2
09:58,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",63 (+4),,59,,17BSC-M 63-59 (+4),,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
09:42,"FOUL  by DENBESTIN,COLE",,,,,,,"FOUL  by DENBESTIN,COLE",2
09:31,,63 (+1),,62,"GOOD 3PTR by TWAGIRAYEZU,PATJO",CCM 63-62 (+1),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by JAUCH,JARED",,,"ASSIST  by JAUCH,JARED",2
09:20,"GOOD LAYUP by ALLISON,ZACH(in the paint)",65 (+3),,62,,17BSC-M 65-62 (+3),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
09:16,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
09:16,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
08:54,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
08:38,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
08:38,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
08:38,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
08:38,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
08:38,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
08:38,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
08:38,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
08:38,,,,,"SUB OUT by MOORE,BEN",,,"SUB OUT by MOORE,BEN",2
08:31,,65,,65,"GOOD 3PTR by MITCHELL,JAMES",CCM 65-65 (0),,"GOOD 3PTR by MITCHELL,JAMES",2
--,,,,,"ASSIST  by JAUCH,JARED",,,"ASSIST  by JAUCH,JARED",2
08:16,"GOOD LAYUP by LOVING,JIBRI(in the paint)",67 (+2),,65,,17BSC-M 67-65 (+2),,"GOOD LAYUP by LOVING,JIBRI(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
08:16,,,,,"FOUL  by CRUMLY,WILL",,,"FOUL  by CRUMLY,WILL",2
08:16,"GOOD FT by LOVING,JIBRI",68 (+3),,65,,17BSC-M 68-65 (+3),,"GOOD FT by LOVING,JIBRI",2
08:07,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
07:52,,,,,"FOUL  by MITCHELL,JAMES",,,"FOUL  by MITCHELL,JAMES",2
07:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:52,"GOOD FT by ALLISON,ZACH",69 (+4),,65,,17BSC-M 69-65 (+4),,"GOOD FT by ALLISON,ZACH",2
07:52,"GOOD FT by ALLISON,ZACH",70 (+5),,65,,17BSC-M 70-65 (+5),,"GOOD FT by ALLISON,ZACH",2
07:52,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
07:52,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
07:52,,,,,"SUB IN by PALMER,NICK",,,"SUB IN by PALMER,NICK",2
07:52,,,,,"SUB OUT by JAUCH,JARED",,,"SUB OUT by JAUCH,JARED",2
07:43,,,,,"MISS 3PTR by MITCHELL,JAMES",,,"MISS 3PTR by MITCHELL,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:40,,,,,"FOUL  by PALMER,NICK",,,"FOUL  by PALMER,NICK",2
07:40,"MISS FT by LOVING,JIBRI",,,,,,,"MISS FT by LOVING,JIBRI",2
--,,,,,"REBOUND DEF by CRUMLY,WILL",,,"REBOUND DEF by CRUMLY,WILL",2
07:32,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by LOVING,JIBRI",,,,,,,"REBOUND DEF by LOVING,JIBRI",2
07:20,"MISS 3PTR by BUTLER,TERENCE",,,,,,,"MISS 3PTR by BUTLER,TERENCE",2
--,,,,,"REBOUND DEF by PALMER,NICK",,,"REBOUND DEF by PALMER,NICK",2
07:06,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
06:50,"MISS LAYUP by BUTLER,TERENCE",,,,,,,"MISS LAYUP by BUTLER,TERENCE",2
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",2
