Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
00:39,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",87 (+16),,71,,17BSC-M 87-71 (+16),,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",2
00:29,,87 (+13),,74,"GOOD 3PTR by FISHER,ELI",HXM 87-74 (+13),,"GOOD 3PTR by FISHER,ELI",2
00:29,,87 (+11),,76,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 87-76 (+11),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
00:29,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
00:29,"GOOD FT by HARTER,J MORGAN",88 (+12),,76,,17BSC-M 88-76 (+12),,"GOOD FT by HARTER,J MORGAN",2
00:29,"GOOD FT by HARTER,J MORGAN",89 (+13),,76,,17BSC-M 89-76 (+13),,"GOOD FT by HARTER,J MORGAN",2
00:26,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",2
00:26,"SUB IN by LOVING,TAU",,,,,,,"SUB IN by LOVING,TAU",2
00:26,"SUB IN by MCCURRY,CONAL",,,,,,,"SUB IN by MCCURRY,CONAL",2
00:26,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",2
00:26,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
00:26,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
