Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"ASSIST  by HIRSH,ELIJAH",,,,,,,"ASSIST  by HIRSH,ELIJAH",1
17:32,,,,,"MISS JUMPER by ALLISON,ZACH",,,"MISS JUMPER by ALLISON,ZACH",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
17:23,"GOOD 3PTR by MCCLOUD,ALTON",8 (+4),,4,,BCM 8-4 (-4),,"GOOD 3PTR by MCCLOUD,ALTON",1
17:03,,8 (+2),,6,"GOOD JUMPER by DENEKA,HARRISON",BSC 8-6 (-2),,"GOOD JUMPER by DENEKA,HARRISON",1
16:53,"MISS 3PTR by FORTE,MCCARTY",,,,,,,"MISS 3PTR by FORTE,MCCARTY",1
--,"REBOUND OFF by MOORE,MILES",,,,,,,"REBOUND OFF by MOORE,MILES",1
16:45,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",1
16:43,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",1
16:40,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",1
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",1
16:31,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
16:19,,8,,8,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",BSC 8-8 (0),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
16:05,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",10 (+2),,8,,BCM 10-8 (-2),,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",1
15:56,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,"REBOUND DEF by FORTE,MCCARTY",,,,,,,"REBOUND DEF by FORTE,MCCARTY",1
15:44,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
15:28,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",1
15:28,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
15:28,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",1
15:28,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
15:28,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",1
15:28,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
15:28,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",1
15:28,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
15:28,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
15:28,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",1
15:28,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
15:28,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
15:28,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",1
15:24,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",1
15:22,"STEAL  by JOHNSON,CALEB",,,,,,,"STEAL  by JOHNSON,CALEB",1
15:20,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",1
15:10,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",1
15:10,,,,,"BLOCK  by LOVING,JIBRI",,,"BLOCK  by LOVING,JIBRI",1
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",1
14:51,,10,,11 (+1),"GOOD 3PTR by SPENCE,BEN",BSC 10-11 (+1),,"GOOD 3PTR by SPENCE,BEN",1
14:45,"MISS 3PTR by MOORE,MILES",,,,,,,"MISS 3PTR by MOORE,MILES",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:34,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
13:58,"GOOD 3PTR by JOHNSON,CALEB",13 (+2),,11,,BCM 13-11 (-2),,"GOOD 3PTR by JOHNSON,CALEB",1
13:36,,,,,"MISS LAYUP by MURPHY,JUWAN",,,"MISS LAYUP by MURPHY,JUWAN",1
--,,,,,"REBOUND OFF by DENBESTEN,COLE",,,"REBOUND OFF by DENBESTEN,COLE",1
13:26,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
13:19,,,,,"FOUL  by LOVING,JIBRI",,,"FOUL  by LOVING,JIBRI",1
13:19,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",1
13:19,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",1
13:16,"TURNOVER  by HIRSH,ELIJAH",,,,,,,"TURNOVER  by HIRSH,ELIJAH",1
13:15,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",1
13:15,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
13:10,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
12:41,,13,,14 (+1),"GOOD 3PTR by SPENCE,BEN",BSC 13-14 (+1),,"GOOD 3PTR by SPENCE,BEN",1
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",1
12:27,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",1
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",1
12:14,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",1
12:14,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",1
12:14,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
12:14,"SUB OUT by MOORE,MILES",,,,,,,"SUB OUT by MOORE,MILES",1
12:14,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
11:54,,13,,16 (+3),"GOOD JUMPER by SPENCE,BEN",BSC 13-16 (+3),,"GOOD JUMPER by SPENCE,BEN",1
11:36,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by ALLISON,ZACH",,,"REBOUND DEF by ALLISON,ZACH",1
11:22,,13,,18 (+5),"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",BSC 13-18 (+5),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",1
11:22,"GOOD LAYUP by MARDER,NICK(in the paint)",15,,18 (+3),,BCM 15-18 (+3),,"GOOD LAYUP by MARDER,NICK(in the paint)",1
11:22,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
11:22,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
11:22,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
11:22,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
11:22,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
11:22,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
11:22,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
11:22,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",1
11:17,,,,,"MISS LAYUP by RUDAK,MATEUSZ",,,"MISS LAYUP by RUDAK,MATEUSZ",1
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",1
11:09,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by ALLISON,ZACH",,,"REBOUND DEF by ALLISON,ZACH",1
11:02,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",1
11:02,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",1
10:21,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",17,,18 (+1),,BCM 17-18 (+1),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
10:20,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",1
10:20,"GOOD FT by HIRSH,ELIJAH",18,,18,,BCM 18-18 (0),,"GOOD FT by HIRSH,ELIJAH",1
10:20,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",1
10:20,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",1
10:09,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
10:09,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
10:09,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",1
10:04,,,,,"FOUL  by ALLISON,ZACH",,,"FOUL  by ALLISON,ZACH",1
10:04,"GOOD FT by MARDER,NICK",19 (+1),,18,,BCM 19-18 (-1),,"GOOD FT by MARDER,NICK",1
10:04,"GOOD FT by MARDER,NICK",20 (+2),,18,,BCM 20-18 (-2),,"GOOD FT by MARDER,NICK",1
10:04,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
10:04,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",1
09:57,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
09:48,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",1
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",1
09:33,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
09:19,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",1
09:19,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",1
09:19,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
09:14,"SUB IN by MOORE,MILES",,,,,,,"SUB IN by MOORE,MILES",1
09:14,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",1
09:05,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",1
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",1
08:54,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",22 (+4),,18,,BCM 22-18 (-4),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
08:47,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",1
08:47,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
08:28,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",1
08:28,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",1
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",1
07:59,"GOOD JUMPER by MOORE,MILES",24 (+6),,18,,BCM 24-18 (-6),,"GOOD JUMPER by MOORE,MILES",1
07:58,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
07:57,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
07:57,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",1
07:57,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
07:57,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",1
07:57,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
07:57,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",1
07:57,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",1
07:57,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
07:57,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
07:57,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",1
07:57,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
07:57,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
07:43,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",1
07:37,"FOUL  by MOORE,MILES",,,,,,,"FOUL  by MOORE,MILES",1
07:11,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
07:11,,24 (+5),,19,"GOOD FT by RUDAK,MATEUSZ",BSC 24-19 (-5),,"GOOD FT by RUDAK,MATEUSZ",1
07:11,,,,,"MISS FT by RUDAK,MATEUSZ",,,"MISS FT by RUDAK,MATEUSZ",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
07:11,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",1
07:11,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
07:06,"MISS LAYUP by CLARK,ETHAN",,,,,,,"MISS LAYUP by CLARK,ETHAN",1
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",1
06:49,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",1
06:49,"GOOD FT by HIRSH,ELIJAH",25 (+6),,19,,BCM 25-19 (-6),,"GOOD FT by HIRSH,ELIJAH",1
06:49,"GOOD FT by HIRSH,ELIJAH",26 (+7),,19,,BCM 26-19 (-7),,"GOOD FT by HIRSH,ELIJAH",1
06:49,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",1
06:49,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",1
06:29,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",1
06:17,,26 (+4),,22,"GOOD 3PTR by GONDA,MATT",BSC 26-22 (-4),,"GOOD 3PTR by GONDA,MATT",1
--,,,,,"ASSIST  by DENBESTEN,COLE",,,"ASSIST  by DENBESTEN,COLE",1
05:56,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",1
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",1
05:38,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",1
05:38,,26 (+3),,23,"GOOD FT by LOVING,JIBRI",BSC 26-23 (-3),,"GOOD FT by LOVING,JIBRI",1
05:38,,26 (+2),,24,"GOOD FT by LOVING,JIBRI",BSC 26-24 (-2),,"GOOD FT by LOVING,JIBRI",1
05:38,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",1
05:38,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
05:38,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
05:38,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
05:14,,,,,"FOUL  by LOVING,JIBRI",,,"FOUL  by LOVING,JIBRI",1
05:14,"GOOD FT by JOHNSON,CALEB",27 (+3),,24,,BCM 27-24 (-3),,"GOOD FT by JOHNSON,CALEB",1
05:14,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",1
05:06,,27 (+1),,26,"GOOD JUMPER by GONDA,MATT",BSC 27-26 (-1),,"GOOD JUMPER by GONDA,MATT",1
04:48,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",29 (+3),,26,,BCM 29-26 (-3),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
--,"ASSIST  by MOORE,MILES",,,,,,,"ASSIST  by MOORE,MILES",1
04:29,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
04:29,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
04:15,,,,,"MISS JUMPER by LOVING,JIBRI",,,"MISS JUMPER by LOVING,JIBRI",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
03:53,"GOOD LAYUP by MOORE,MILES(in the paint)",31 (+5),,26,,BCM 31-26 (-5),,"GOOD LAYUP by MOORE,MILES(in the paint)",1
03:48,,31 (+3),,28,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 31-28 (-3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",1
03:39,"MISS LAYUP by MOORE,MILES",,,,,,,"MISS LAYUP by MOORE,MILES",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
03:18,"FOUL  by HIRSH,ELIJAH",,,,,,,"FOUL  by HIRSH,ELIJAH",1
03:18,,31 (+2),,29,"GOOD FT by DENEKA,HARRISON",BSC 31-29 (-2),,"GOOD FT by DENEKA,HARRISON",1
03:18,,31 (+1),,30,"GOOD FT by DENEKA,HARRISON",BSC 31-30 (-1),,"GOOD FT by DENEKA,HARRISON",1
03:18,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
03:18,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
03:18,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",1
03:18,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",1
02:56,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
02:56,"GOOD FT by MARDER,NICK",32 (+2),,30,,BCM 32-30 (-2),,"GOOD FT by MARDER,NICK",1
02:56,"GOOD FT by MARDER,NICK",33 (+3),,30,,BCM 33-30 (-3),,"GOOD FT by MARDER,NICK",1
02:49,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",1
02:46,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",1
02:24,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",1
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",1
02:21,"GOOD LAYUP by MARDER,NICK(in the paint)",35 (+5),,30,,BCM 35-30 (-5),,"GOOD LAYUP by MARDER,NICK(in the paint)",1
02:08,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",1
02:02,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",1
02:02,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:02,"GOOD FT by MARDER,NICK",36 (+6),,30,,BCM 36-30 (-6),,"GOOD FT by MARDER,NICK",1
02:02,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
02:02,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
02:02,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
02:02,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
01:53,,,,,"MISS LAYUP by ALLISON,ZACH",,,"MISS LAYUP by ALLISON,ZACH",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
01:43,"GOOD LAYUP by MOORE,MILES(fastbreak)(in the paint)",38 (+8),,30,,BCM 38-30 (-8),,"GOOD LAYUP by MOORE,MILES(fastbreak)(in the paint)",1
01:28,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
01:15,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
01:10,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",1
01:10,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
01:10,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
01:10,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",1
01:08,"GOOD LAYUP by MOORE,MILES(fastbreak)(in the paint)",40 (+10),,30,,BCM 40-30 (-10),,"GOOD LAYUP by MOORE,MILES(fastbreak)(in the paint)",1
01:03,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",1
00:41,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",1
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",1
00:33,,40 (+8),,32,"GOOD JUMPER by BAK,CALVIN",BSC 40-32 (-8),,"GOOD JUMPER by BAK,CALVIN",1
00:21,,40 (+5),,35,"GOOD 3PTR by BAK,CALVIN",BSC 40-35 (-5),,"GOOD 3PTR by BAK,CALVIN",1
00:05,"GOOD JUMPER by FORTE,MCCARTY",42 (+7),,35,,BCM 42-35 (-7),,"GOOD JUMPER by FORTE,MCCARTY",1
19:47,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",2
19:40,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",44 (+9),,35,,BCM 44-35 (-9),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
19:14,,,,,"MISS LAYUP by RUDAK,MATEUSZ",,,"MISS LAYUP by RUDAK,MATEUSZ",2
19:14,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
19:03,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",46 (+11),,35,,BCM 46-35 (-11),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
18:56,,46 (+9),,37,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 46-37 (-9),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
18:48,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
18:48,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
18:48,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
18:29,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
18:25,"STEAL  by HIRSH,ELIJAH",,,,,,,"STEAL  by HIRSH,ELIJAH",2
