Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
06:07,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:07,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
05:52,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
05:46,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
05:27,,,,,"MISS LAYUP by ELMORE,TC",,,"MISS LAYUP by ELMORE,TC",2
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",2
05:24,,,,,"MISS DUNK by MCLEAN,BRANDON",,,"MISS DUNK by MCLEAN,BRANDON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
05:18,,,,,"FOUL  by MCLEAN,BRANDON",,,"FOUL  by MCLEAN,BRANDON",2
05:18,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:18,"GOOD FT by DENEKA,HARRISON",67,,75 (+8),,17BSC-M 67-75 (-8),,"GOOD FT by DENEKA,HARRISON",2
05:18,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
05:18,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
05:09,,67,,77 (+10),"GOOD LAYUP by ELMORE,TC(in the paint)",HCM 67-77 (-10),,"GOOD LAYUP by ELMORE,TC(in the paint)",2
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",2
04:50,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
04:50,,,,,"BLOCK  by MCLEAN,BRANDON",,,"BLOCK  by MCLEAN,BRANDON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:37,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
04:29,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",2
04:25,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
04:25,,,,,"MISS FT by KING,ISAIAH",,,"MISS FT by KING,ISAIAH",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
04:08,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
04:08,,,,,"FOUL  by BOYD,CAM",,,"FOUL  by BOYD,CAM",2
04:08,"GOOD FT by DENEKA,HARRISON",68,,77 (+9),,17BSC-M 68-77 (-9),,"GOOD FT by DENEKA,HARRISON",2
04:08,"GOOD FT by DENEKA,HARRISON",69,,77 (+8),,17BSC-M 69-77 (-8),,"GOOD FT by DENEKA,HARRISON",2
04:08,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
04:08,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
03:45,,,,,"MISS JUMPER by ELMORE,TC",,,"MISS JUMPER by ELMORE,TC",2
--,"REBOUND DEF by DENBESTIN,COLE",,,,,,,"REBOUND DEF by DENBESTIN,COLE",2
03:21,"GOOD 3PTR by DENEKA,HARRISON",72,,77 (+5),,17BSC-M 72-77 (-5),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
02:59,,,,,"MISS LAYUP by ELMORE,TC",,,"MISS LAYUP by ELMORE,TC",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
02:50,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,"REBOUND OFF by ALLISON,ZACH",,,,,,,"REBOUND OFF by ALLISON,ZACH",2
02:39,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by ELMORE,TC",,,"REBOUND DEF by ELMORE,TC",2
02:34,,72,,79 (+7),"GOOD LAYUP by PINES,KYANTE(fastbreak)(in the paint)",HCM 72-79 (-7),,"GOOD LAYUP by PINES,KYANTE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ELMORE,TC",,,"ASSIST  by ELMORE,TC",2
02:17,"GOOD LAYUP by ALLISON,ZACH(in the paint)",74,,79 (+5),,17BSC-M 74-79 (-5),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
02:16,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
01:45,,,,,"MISS LAYUP by MCLEAN,BRANDON",,,"MISS LAYUP by MCLEAN,BRANDON",2
01:45,"BLOCK  by DENEKA,HARRISON",,,,,,,"BLOCK  by DENEKA,HARRISON",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
01:27,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",76,,79 (+3),,17BSC-M 76-79 (-3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
01:15,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
01:15,,,,,"MISS FT by ELMORE,TC",,,"MISS FT by ELMORE,TC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:15,,,,,"MISS FT by ELMORE,TC",,,"MISS FT by ELMORE,TC",2
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",2
01:13,,76,,81 (+5),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 76-81 (-5),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
01:01,"GOOD 3PTR by SPENCE,BEN",79,,81 (+2),,17BSC-M 79-81 (-2),,"GOOD 3PTR by SPENCE,BEN",2
00:58,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
00:58,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
00:35,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
00:35,,79,,82 (+3),"GOOD FT by BOYD,CAM",HCM 79-82 (-3),,"GOOD FT by BOYD,CAM",2
00:35,,,,,"MISS FT by BOYD,CAM",,,"MISS FT by BOYD,CAM",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:25,"MISS 3PTR by BUTLER,TERENCE",,,,,,,"MISS 3PTR by BUTLER,TERENCE",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
00:16,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",2
00:15,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
00:15,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:15,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:07,"GOOD 3PTR by BUTLER,TERENCE",82,,82,,17BSC-M 82-82 (0),,"GOOD 3PTR by BUTLER,TERENCE",2
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",2
00:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:04,,,,,"MISS 3PTR by PINES,KYANTE",,,"MISS 3PTR by PINES,KYANTE",2
--,,,,,"REBOUND OFF by PINES,KYANTE",,,"REBOUND OFF by PINES,KYANTE",2
00:01,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
00:01,,82,,83 (+1),"GOOD FT by PINES,KYANTE",HCM 82-83 (-1),,"GOOD FT by PINES,KYANTE",2
00:01,,82,,84 (+2),"GOOD FT by PINES,KYANTE",HCM 82-84 (-2),,"GOOD FT by PINES,KYANTE",2
00:01,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",2
00:01,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",2
00:01,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",2
00:01,,,,,"SUB OUT by ELMORE,TC",,,"SUB OUT by ELMORE,TC",2
00:00,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
00:00,,,,,"STEAL  by CHADWICK,SCOTTY",,,"STEAL  by CHADWICK,SCOTTY",2
