Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
03:50,"BLOCK  by DENEKA,HARRISON",,,,,,,"BLOCK  by DENEKA,HARRISON",1
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",1
03:43,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
03:36,"GOOD 3PTR by BAK,CALVIN",35,,38 (+3),,17BSC-M 35-38 (-3),,"GOOD 3PTR by BAK,CALVIN",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
03:27,,,,,"MISS 3PTR by WILLIAMS,ROMIN",,,"MISS 3PTR by WILLIAMS,ROMIN",1
--,,,,,"REBOUND OFF by STUCK,NICK",,,"REBOUND OFF by STUCK,NICK",1
03:23,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",1
03:09,,,,,"MISS 3PTR by STUCK,NICK",,,"MISS 3PTR by STUCK,NICK",1
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",1
02:50,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",37,,38 (+1),,17BSC-M 37-38 (-1),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
02:43,,37,,40 (+3),"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",EUM 37-40 (-3),,"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",1
02:41,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",1
02:33,,,,,"MISS FT by WILLIAMS,ROMIN",,,"MISS FT by WILLIAMS,ROMIN",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
02:33,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",1
02:33,,,,,"SUB IN by AVANT,CHRISTOPHER",,,"SUB IN by AVANT,CHRISTOPHER",1
02:33,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",1
02:33,,,,,"SUB OUT by ROWLEY,LAWRENCE",,,"SUB OUT by ROWLEY,LAWRENCE",1
02:09,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND OFF by RUDAK,MATEUSZ",,,,,,,"REBOUND OFF by RUDAK,MATEUSZ",1
01:54,,,,,"FOUL  by WILLIAMS,ROMIN",,,"FOUL  by WILLIAMS,ROMIN",1
01:54,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:54,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",1
--,,,,,"REBOUND DEF by BAITEY,GEBEREAL",,,"REBOUND DEF by BAITEY,GEBEREAL",1
01:54,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
01:54,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",1
01:54,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",1
01:54,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",1
01:54,,,,,"SUB OUT by WASHBURN,CLAY",,,"SUB OUT by WASHBURN,CLAY",1
01:54,,,,,"SUB OUT by WILLIAMS,ROMIN",,,"SUB OUT by WILLIAMS,ROMIN",1
01:46,,,,,"MISS 3PTR by BAITEY,GEBEREAL",,,"MISS 3PTR by BAITEY,GEBEREAL",1
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",1
01:35,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",39,,40 (+1),,17BSC-M 39-40 (-1),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
01:19,,39,,43 (+4),"GOOD 3PTR by AVANT,CHRISTOPHER",EUM 39-43 (-4),,"GOOD 3PTR by AVANT,CHRISTOPHER",1
--,,,,,"ASSIST  by BAITEY,GEBEREAL",,,"ASSIST  by BAITEY,GEBEREAL",1
00:41,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",41,,43 (+2),,17BSC-M 41-43 (-2),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",1
00:33,,,,,"TURNOVER  by STUCK,NICK",,,"TURNOVER  by STUCK,NICK",1
00:10,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",43,,43,,17BSC-M 43-43 (0),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",1
00:04,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",1
--,,,,,"REBOUND OFF by BAITEY,GEBEREAL",,,"REBOUND OFF by BAITEY,GEBEREAL",1
19:38,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",45 (+2),,43,,17BSC-M 45-43 (+2),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
19:26,,45,,46 (+1),"GOOD 3PTR by AVANT,CHRISTOPHER",EUM 45-46 (-1),,"GOOD 3PTR by AVANT,CHRISTOPHER",2
--,,,,,"ASSIST  by GIGAX,ADAM",,,"ASSIST  by GIGAX,ADAM",2
19:08,"GOOD LAYUP by ALLISON,ZACH(in the paint)",47 (+1),,46,,17BSC-M 47-46 (+1),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
18:59,,47,,49 (+2),"GOOD 3PTR by BOMMARITO,BEAU(fastbreak)",EUM 47-49 (-2),,"GOOD 3PTR by BOMMARITO,BEAU(fastbreak)",2
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",2
18:28,"MISS JUMPER by RUDAK,MATEUSZ",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",2
18:20,,,,,"TURNOVER  by WILLIAMS,ROMIN",,,"TURNOVER  by WILLIAMS,ROMIN",2
18:17,"STEAL  by ALLISON,ZACH",,,,,,,"STEAL  by ALLISON,ZACH",2
18:10,"GOOD JUMPER by DENEKA,HARRISON(fastbreak)",49,,49,,17BSC-M 49-49 (0),,"GOOD JUMPER by DENEKA,HARRISON(fastbreak)",2
17:58,,,,,"MISS LAYUP by BOMMARITO,BEAU",,,"MISS LAYUP by BOMMARITO,BEAU",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
17:45,"MISS JUMPER by RUDAK,MATEUSZ",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ",2
17:45,,,,,"BLOCK  by AVANT,CHRISTOPHER",,,"BLOCK  by AVANT,CHRISTOPHER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:41,,,,,"SUB IN by WASHBURN,CLAY",,,"SUB IN by WASHBURN,CLAY",2
17:41,,,,,"SUB OUT by BAITEY,GEBEREAL",,,"SUB OUT by BAITEY,GEBEREAL",2
17:34,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
17:21,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by WILLIAMS,ROMIN",,,"REBOUND DEF by WILLIAMS,ROMIN",2
17:14,,,,,"MISS LAYUP by WILLIAMS,ROMIN",,,"MISS LAYUP by WILLIAMS,ROMIN",2
--,,,,,"REBOUND OFF by GIGAX,ADAM",,,"REBOUND OFF by GIGAX,ADAM",2
17:10,,,,,"MISS TIPIN by GIGAX,ADAM",,,"MISS TIPIN by GIGAX,ADAM",2
--,,,,,"REBOUND OFF by AVANT,CHRISTOPHER",,,"REBOUND OFF by AVANT,CHRISTOPHER",2
17:06,,,,,"MISS LAYUP by AVANT,CHRISTOPHER",,,"MISS LAYUP by AVANT,CHRISTOPHER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:05,,,,,"SUB IN by TUPANJANIN,NICK",,,"SUB IN by TUPANJANIN,NICK",2
17:05,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",2
17:00,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
16:43,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
16:40,,,,,"FOUL  by GIGAX,ADAM",,,"FOUL  by GIGAX,ADAM",2
16:40,"GOOD FT by DENEKA,HARRISON",50 (+1),,49,,17BSC-M 50-49 (+1),,"GOOD FT by DENEKA,HARRISON",2
16:40,"GOOD FT by DENEKA,HARRISON",51 (+2),,49,,17BSC-M 51-49 (+2),,"GOOD FT by DENEKA,HARRISON",2
16:32,,,,,"MISS 3PTR by TUPANJANIN,NICK",,,"MISS 3PTR by TUPANJANIN,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:30,,51,,52 (+1),"GOOD 3PTR by GIGAX,ADAM",EUM 51-52 (-1),,"GOOD 3PTR by GIGAX,ADAM",2
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",2
16:13,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by AVANT,CHRISTOPHER",,,"REBOUND DEF by AVANT,CHRISTOPHER",2
16:04,,,,,"TURNOVER  by WASHBURN,CLAY",,,"TURNOVER  by WASHBURN,CLAY",2
16:02,"STEAL  by ALLISON,ZACH",,,,,,,"STEAL  by ALLISON,ZACH",2
15:57,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by WASHBURN,CLAY",,,"REBOUND DEF by WASHBURN,CLAY",2
15:53,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
15:53,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
15:53,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
15:53,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
15:32,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
15:27,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
15:25,,,,,"STEAL  by WASHBURN,CLAY",,,"STEAL  by WASHBURN,CLAY",2
15:23,,,,,"MISS 3PTR by STUCK,NICK",,,"MISS 3PTR by STUCK,NICK",2
--,,,,,"REBOUND OFF by GIGAX,ADAM",,,"REBOUND OFF by GIGAX,ADAM",2
15:18,,51,,54 (+3),"GOOD JUMPER by WASHBURN,CLAY",EUM 51-54 (-3),,"GOOD JUMPER by WASHBURN,CLAY",2
--,,,,,"ASSIST  by GIGAX,ADAM",,,"ASSIST  by GIGAX,ADAM",2
15:10,,,,,"FOUL  by AVANT,CHRISTOPHER",,,"FOUL  by AVANT,CHRISTOPHER",2
15:10,"GOOD FT by YANCEY,RICH",52,,54 (+2),,17BSC-M 52-54 (-2),,"GOOD FT by YANCEY,RICH",2
15:10,"GOOD FT by YANCEY,RICH",53,,54 (+1),,17BSC-M 53-54 (-1),,"GOOD FT by YANCEY,RICH",2
15:10,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
15:10,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
15:10,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
15:10,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
14:52,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
14:52,,53,,55 (+2),"GOOD FT by WILLIAMS,ROMIN",EUM 53-55 (-2),,"GOOD FT by WILLIAMS,ROMIN",2
14:52,,53,,56 (+3),"GOOD FT by WILLIAMS,ROMIN",EUM 53-56 (-3),,"GOOD FT by WILLIAMS,ROMIN",2
14:52,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",2
14:52,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",2
14:52,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",2
14:52,,,,,"SUB IN by DAVET,MATT",,,"SUB IN by DAVET,MATT",2
14:52,,,,,"SUB OUT by WILLIAMS,ROMIN",,,"SUB OUT by WILLIAMS,ROMIN",2
14:52,,,,,"SUB OUT by WASHBURN,CLAY",,,"SUB OUT by WASHBURN,CLAY",2
14:52,,,,,"SUB OUT by TUPANJANIN,NICK",,,"SUB OUT by TUPANJANIN,NICK",2
14:52,,,,,"SUB OUT by GIGAX,ADAM",,,"SUB OUT by GIGAX,ADAM",2
14:17,,,,,"FOUL  by STUCK,NICK",,,"FOUL  by STUCK,NICK",2
14:17,"GOOD FT by DENEKA,HARRISON",54,,56 (+2),,17BSC-M 54-56 (-2),,"GOOD FT by DENEKA,HARRISON",2
14:17,"GOOD FT by DENEKA,HARRISON",55,,56 (+1),,17BSC-M 55-56 (-1),,"GOOD FT by DENEKA,HARRISON",2
13:57,,55,,58 (+3),"GOOD JUMPER by BAITEY,GEBEREAL(in the paint)",EUM 55-58 (-3),,"GOOD JUMPER by BAITEY,GEBEREAL(in the paint)",2
13:20,"MISS JUMPER by ALLISON,ZACH",,,,,,,"MISS JUMPER by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by AVANT,CHRISTOPHER",,,"REBOUND DEF by AVANT,CHRISTOPHER",2
13:06,,,,,"MISS 3PTR by DAVET,MATT",,,"MISS 3PTR by DAVET,MATT",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
12:40,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,,,,,"REBOUND DEF by DAVET,MATT",,,"REBOUND DEF by DAVET,MATT",2
12:29,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
12:29,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
12:29,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
12:29,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
12:29,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
12:29,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
12:29,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
12:29,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
12:17,,,,,"MISS JUMPER by BAITEY,GEBEREAL",,,"MISS JUMPER by BAITEY,GEBEREAL",2
--,,,,,"REBOUND OFF by DAVET,MATT",,,"REBOUND OFF by DAVET,MATT",2
12:11,"FOUL  by DENBESTIN,COLE",,,,,,,"FOUL  by DENBESTIN,COLE",2
12:11,,55,,59 (+4),"GOOD FT by DAVET,MATT",EUM 55-59 (-4),,"GOOD FT by DAVET,MATT",2
12:11,,55,,60 (+5),"GOOD FT by DAVET,MATT",EUM 55-60 (-5),,"GOOD FT by DAVET,MATT",2
12:11,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
12:11,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
12:11,,,,,"SUB IN by WILLIAMS,ROMIN",,,"SUB IN by WILLIAMS,ROMIN",2
12:11,,,,,"SUB IN by GIGAX,ADAM",,,"SUB IN by GIGAX,ADAM",2
12:11,,,,,"SUB OUT by AVANT,CHRISTOPHER",,,"SUB OUT by AVANT,CHRISTOPHER",2
12:11,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",2
12:05,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
12:03,,,,,"STEAL  by BAITEY,GEBEREAL",,,"STEAL  by BAITEY,GEBEREAL",2
12:03,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
11:48,,,,,"MISS 3PTR by DAVET,MATT",,,"MISS 3PTR by DAVET,MATT",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
11:28,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
11:23,,,,,"FOUL  by BAITEY,GEBEREAL",,,"FOUL  by BAITEY,GEBEREAL",2
11:23,"GOOD FT by SPENCE,BEN",56,,60 (+4),,17BSC-M 56-60 (-4),,"GOOD FT by SPENCE,BEN",2
11:23,"GOOD FT by SPENCE,BEN",57,,60 (+3),,17BSC-M 57-60 (-3),,"GOOD FT by SPENCE,BEN",2
11:14,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
10:58,,57,,62 (+5),"GOOD JUMPER by DAVET,MATT(in the paint)",EUM 57-62 (-5),,"GOOD JUMPER by DAVET,MATT(in the paint)",2
10:55,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
10:55,,,,,"MISS FT by DAVET,MATT",,,"MISS FT by DAVET,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:49,,,,,"FOUL  by DAVET,MATT",,,"FOUL  by DAVET,MATT",2
10:49,,,,,"TURNOVER  by DAVET,MATT",,,"TURNOVER  by DAVET,MATT",2
10:32,"MISS 3PTR by BUTLER,TERENCE",,,,,,,"MISS 3PTR by BUTLER,TERENCE",2
--,,,,,"REBOUND DEF by WILLIAMS,ROMIN",,,"REBOUND DEF by WILLIAMS,ROMIN",2
10:24,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,,,,,"REBOUND OFF by DAVET,MATT",,,"REBOUND OFF by DAVET,MATT",2
10:19,,57,,64 (+7),"GOOD LAYUP by DAVET,MATT(in the paint)",EUM 57-64 (-7),,"GOOD LAYUP by DAVET,MATT(in the paint)",2
10:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:17,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:10,,,,,"MISS JUMPER by GIGAX,ADAM",,,"MISS JUMPER by GIGAX,ADAM",2
--,,,,,"REBOUND OFF by DAVET,MATT",,,"REBOUND OFF by DAVET,MATT",2
10:08,,,,,"MISS LAYUP by DAVET,MATT",,,"MISS LAYUP by DAVET,MATT",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
09:59,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",59,,64 (+5),,17BSC-M 59-64 (-5),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
09:53,,,,,"TURNOVER  by WILLIAMS,ROMIN",,,"TURNOVER  by WILLIAMS,ROMIN",2
09:50,"STEAL  by ALLISON,ZACH",,,,,,,"STEAL  by ALLISON,ZACH",2
09:45,"MISS 3PTR by RUDAK,MATEUSZ",,,,,,,"MISS 3PTR by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by BAITEY,GEBEREAL",,,"REBOUND DEF by BAITEY,GEBEREAL",2
09:35,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
09:28,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
09:28,,,,,"STEAL  by WILLIAMS,ROMIN",,,"STEAL  by WILLIAMS,ROMIN",2
09:28,,,,,"SUB IN by AVANT,CHRISTOPHER",,,"SUB IN by AVANT,CHRISTOPHER",2
09:28,,,,,"SUB IN by WASHBURN,CLAY",,,"SUB IN by WASHBURN,CLAY",2
09:28,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",2
09:28,,,,,"SUB OUT by DAVET,MATT",,,"SUB OUT by DAVET,MATT",2
09:22,,59,,67 (+8),"GOOD 3PTR by BAITEY,GEBEREAL",EUM 59-67 (-8),,"GOOD 3PTR by BAITEY,GEBEREAL",2
--,,,,,"ASSIST  by AVANT,CHRISTOPHER",,,"ASSIST  by AVANT,CHRISTOPHER",2
09:00,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",61,,67 (+6),,17BSC-M 61-67 (-6),,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",2
08:53,,,,,"MISS LAYUP by BAITEY,GEBEREAL",,,"MISS LAYUP by BAITEY,GEBEREAL",2
08:53,"BLOCK  by RUDAK,MATEUSZ",,,,,,,"BLOCK  by RUDAK,MATEUSZ",2
--,,,,,"REBOUND OFF by GIGAX,ADAM",,,"REBOUND OFF by GIGAX,ADAM",2
08:48,,,,,"MISS JUMPER by AVANT,CHRISTOPHER",,,"MISS JUMPER by AVANT,CHRISTOPHER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:40,,,,,"FOUL  by BAITEY,GEBEREAL",,,"FOUL  by BAITEY,GEBEREAL",2
08:40,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",2
08:40,,,,,"SUB OUT by BAITEY,GEBEREAL",,,"SUB OUT by BAITEY,GEBEREAL",2
08:26,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",63,,67 (+4),,17BSC-M 63-67 (-4),,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",2
08:20,,,,,"FOUL  by GIGAX,ADAM",,,"FOUL  by GIGAX,ADAM",2
08:16,"GOOD FT by RUDAK,MATEUSZ",64,,67 (+3),,17BSC-M 64-67 (-3),,"GOOD FT by RUDAK,MATEUSZ",2
08:10,,,,,"MISS JUMPER by AVANT,CHRISTOPHER",,,"MISS JUMPER by AVANT,CHRISTOPHER",2
--,,,,,"REBOUND OFF by GIGAX,ADAM",,,"REBOUND OFF by GIGAX,ADAM",2
08:01,,,,,"MISS JUMPER by WILLIAMS,ROMIN",,,"MISS JUMPER by WILLIAMS,ROMIN",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
07:54,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:50,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",2
07:50,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",2
07:50,,,,,"SUB OUT by WASHBURN,CLAY",,,"SUB OUT by WASHBURN,CLAY",2
07:50,,,,,"SUB OUT by WILLIAMS,ROMIN",,,"SUB OUT by WILLIAMS,ROMIN",2
07:44,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
07:44,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
07:41,"GOOD LAYUP by ALLISON,ZACH(in the paint)",66,,67 (+1),,17BSC-M 66-67 (-1),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
07:31,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
07:31,,66,,68 (+2),"GOOD FT by AVANT,CHRISTOPHER",EUM 66-68 (-2),,"GOOD FT by AVANT,CHRISTOPHER",2
07:31,,,,,"MISS FT by AVANT,CHRISTOPHER",,,"MISS FT by AVANT,CHRISTOPHER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:31,,,,,"SUB IN by WILLIAMS,ROMIN",,,"SUB IN by WILLIAMS,ROMIN",2
07:31,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",2
07:30,,66,,71 (+5),"GOOD 3PTR by GIGAX,ADAM",EUM 66-71 (-5),,"GOOD 3PTR by GIGAX,ADAM",2
07:28,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
07:28,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
07:28,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
07:28,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
07:28,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",2
07:28,,,,,"SUB OUT by WILLIAMS,ROMIN",,,"SUB OUT by WILLIAMS,ROMIN",2
06:54,"GOOD JUMPER by ALLISON,ZACH",68,,71 (+3),,17BSC-M 68-71 (-3),,"GOOD JUMPER by ALLISON,ZACH",2
06:26,,,,,"MISS 3PTR by BAITEY,GEBEREAL",,,"MISS 3PTR by BAITEY,GEBEREAL",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
06:03,,,,,"FOUL  by AVANT,CHRISTOPHER",,,"FOUL  by AVANT,CHRISTOPHER",2
06:03,"GOOD FT by RUDAK,MATEUSZ",69,,71 (+2),,17BSC-M 69-71 (-2),,"GOOD FT by RUDAK,MATEUSZ",2
06:03,"GOOD FT by RUDAK,MATEUSZ",70,,71 (+1),,17BSC-M 70-71 (-1),,"GOOD FT by RUDAK,MATEUSZ",2
06:03,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
06:03,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
06:03,,,,,"SUB IN by WILLIAMS,ROMIN",,,"SUB IN by WILLIAMS,ROMIN",2
06:03,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",2
05:57,,,,,"TURNOVER  by BAITEY,GEBEREAL",,,"TURNOVER  by BAITEY,GEBEREAL",2
05:48,,,,,"FOUL  by AVANT,CHRISTOPHER",,,"FOUL  by AVANT,CHRISTOPHER",2
05:48,,,,,"SUB IN by DAVET,MATT",,,"SUB IN by DAVET,MATT",2
05:48,,,,,"SUB OUT by AVANT,CHRISTOPHER",,,"SUB OUT by AVANT,CHRISTOPHER",2
