Time Remaining,LCM,Away Team Score,Play Team Indicator,Home Team Score,17BSC-M,Game Score,Team Indicator,Play,Period
00:16,"TURNOVER  by LEE,TORRIAN",,,,,,,"TURNOVER  by LEE,TORRIAN",1
00:06,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",1
00:06,"STEAL  by STOKES,TIMOTHY",,,,,,,"STEAL  by STOKES,TIMOTHY",1
00:00,"GOOD 3PTR by LEE,TORRIAN",38,,41 (+3),,LCM 38-41 (+3),,"GOOD 3PTR by LEE,TORRIAN",1
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",1
20:00,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",2
20:00,"SUB OUT by POWELL,LASHARD",,,,,,,"SUB OUT by POWELL,LASHARD",2
19:46,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
19:45,"STEAL  by HOLLIS,REX",,,,,,,"STEAL  by HOLLIS,REX",2
19:43,"GOOD LAYUP by HOLLIS,REX(fastbreak)(in the paint)",40,,41 (+1),,LCM 40-41 (+1),,"GOOD LAYUP by HOLLIS,REX(fastbreak)(in the paint)",2
19:31,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
19:29,"STEAL  by GROGAN,TAYLAN",,,,,,,"STEAL  by GROGAN,TAYLAN",2
19:26,"MISS LAYUP by GROGAN,TAYLAN",,,,,,,"MISS LAYUP by GROGAN,TAYLAN",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
19:24,,,,,"FOUL  by ALLISON,ZACH",,,"FOUL  by ALLISON,ZACH",2
19:24,"GOOD FT by WASHINGTON,DEVON",41,,41,,LCM 41-41 (0),,"GOOD FT by WASHINGTON,DEVON",2
19:24,"GOOD FT by WASHINGTON,DEVON",42 (+1),,41,,LCM 42-41 (-1),,"GOOD FT by WASHINGTON,DEVON",2
19:22,"FOUL  by STOKES,TIMOTHY",,,,,,,"FOUL  by STOKES,TIMOTHY",2
19:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:55,,42,,43 (+1),"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",17BSC-M 42-43 (+1),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
18:46,"TURNOVER  by WASHINGTON,DEVON",,,,,,,"TURNOVER  by WASHINGTON,DEVON",2
18:33,,42,,46 (+4),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 42-46 (+4),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by MOORE,KADEN",,,"ASSIST  by MOORE,KADEN",2
18:22,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
18:20,,,,,"STEAL  by ALLISON,ZACH",,,"STEAL  by ALLISON,ZACH",2
18:16,,42,,49 (+7),"GOOD 3PTR by DENBESTEN,COLE",17BSC-M 42-49 (+7),,"GOOD 3PTR by DENBESTEN,COLE",2
18:02,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
17:36,,42,,51 (+9),"GOOD JUMPER by DENBESTEN,COLE(in the paint)",17BSC-M 42-51 (+9),,"GOOD JUMPER by DENBESTEN,COLE(in the paint)",2
17:14,"GOOD JUMPER by HOLLIS,REX",44,,51 (+7),,LCM 44-51 (+7),,"GOOD JUMPER by HOLLIS,REX",2
17:02,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
16:58,"MISS LAYUP by HOLLIS,REX",,,,,,,"MISS LAYUP by HOLLIS,REX",2
--,,,,,"REBOUND DEF by MOORE,KADEN",,,"REBOUND DEF by MOORE,KADEN",2
16:49,,,,,"TURNOVER  by MOORE,KADEN",,,"TURNOVER  by MOORE,KADEN",2
16:19,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",46,,51 (+5),,LCM 46-51 (+5),,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",2
--,"ASSIST  by SCHULTZ,TRAVIS",,,,,,,"ASSIST  by SCHULTZ,TRAVIS",2
16:05,,46,,53 (+7),"GOOD LAYUP by ALLISON,ZACH(in the paint)",17BSC-M 46-53 (+7),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
16:05,"FOUL  by SCHULTZ,TRAVIS",,,,,,,"FOUL  by SCHULTZ,TRAVIS",2
16:05,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,"REBOUND DEF by HOLLIS,REX",,,,,,,"REBOUND DEF by HOLLIS,REX",2
15:47,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
15:44,,,,,"STEAL  by YANCEY,RICH",,,"STEAL  by YANCEY,RICH",2
15:42,,,,,"MISS JUMPER by ALLISON,ZACH",,,"MISS JUMPER by ALLISON,ZACH",2
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",2
15:28,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
15:24,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:01,"GOOD 3PTR by COLEMAN,JAQUEZ",49,,53 (+4),,LCM 49-53 (+4),,"GOOD 3PTR by COLEMAN,JAQUEZ",2
--,"ASSIST  by HOLLIS,REX",,,,,,,"ASSIST  by HOLLIS,REX",2
14:46,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND DEF by BURKS,NICK",,,,,,,"REBOUND DEF by BURKS,NICK",2
14:15,"FOUL  by BURKS,NICK",,,,,,,"FOUL  by BURKS,NICK",2
14:08,,49,,55 (+6),"GOOD LAYUP by ALLISON,ZACH(in the paint)",17BSC-M 49-55 (+6),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
13:56,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
13:56,"GOOD FT by WASHINGTON,DEVON",50,,55 (+5),,LCM 50-55 (+5),,"GOOD FT by WASHINGTON,DEVON",2
13:56,"GOOD FT by WASHINGTON,DEVON",51,,55 (+4),,LCM 51-55 (+4),,"GOOD FT by WASHINGTON,DEVON",2
13:56,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",2
13:56,"SUB IN by COLEMAN,JAQUEZ",,,,,,,"SUB IN by COLEMAN,JAQUEZ",2
13:56,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",2
13:56,"SUB OUT by SCHULTZ,TRAVIS",,,,,,,"SUB OUT by SCHULTZ,TRAVIS",2
13:56,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
13:56,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
13:56,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
13:56,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
13:56,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
13:56,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
13:51,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND DEF by COLEMAN,JAQUEZ",,,,,,,"REBOUND DEF by COLEMAN,JAQUEZ",2
13:40,"MISS JUMPER by COLEMAN,JAQUEZ",,,,,,,"MISS JUMPER by COLEMAN,JAQUEZ",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
13:35,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",53,,55 (+2),,LCM 53-55 (+2),,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",2
--,"ASSIST  by LEE,TORRIAN",,,,,,,"ASSIST  by LEE,TORRIAN",2
13:28,,,,,"STEAL  by JR,BRUCE BRIGHT",,,"STEAL  by JR,BRUCE BRIGHT",2
13:02,"GOOD LAYUP by BURKS,NICK(in the paint)",55,,55,,LCM 55-55 (0),,"GOOD LAYUP by BURKS,NICK(in the paint)",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
12:55,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by WASHINGTON,DEVON",,,,,,,"REBOUND DEF by WASHINGTON,DEVON",2
12:40,"GOOD 3PTR by BURKS,NICK",58 (+3),,55,,LCM 58-55 (-3),,"GOOD 3PTR by BURKS,NICK",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
12:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:33,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
12:33,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
12:33,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
12:33,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
12:25,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
12:17,,58 (+1),,57,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",17BSC-M 58-57 (-1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
12:14,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
12:12,"GOOD 3PTR by GROGAN,TAYLAN",61 (+4),,57,,LCM 61-57 (-4),,"GOOD 3PTR by GROGAN,TAYLAN",2
11:53,"FOUL  by WASHINGTON,DEVON",,,,,,,"FOUL  by WASHINGTON,DEVON",2
11:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:53,,,,,"MISS FT by LOVING,JIBRI",,,"MISS FT by LOVING,JIBRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:53,,,,,"MISS FT by LOVING,JIBRI",,,"MISS FT by LOVING,JIBRI",2
--,"REBOUND DEF by WASHINGTON,DEVON",,,,,,,"REBOUND DEF by WASHINGTON,DEVON",2
11:53,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",2
11:53,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",2
11:53,,,,,"SUB IN by ZHOU,ANDY",,,"SUB IN by ZHOU,ANDY",2
11:53,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
11:43,"MISS 3PTR by GROGAN,TAYLAN",,,,,,,"MISS 3PTR by GROGAN,TAYLAN",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
11:32,,,,,"FOUL  by LOVING,JIBRI",,,"FOUL  by LOVING,JIBRI",2
11:32,,,,,"TURNOVER  by LOVING,JIBRI",,,"TURNOVER  by LOVING,JIBRI",2
11:16,"MISS LAYUP by WASHINGTON,DEVON",,,,,,,"MISS LAYUP by WASHINGTON,DEVON",2
--,,,,,"REBOUND DEF by LOVING,JIBRI",,,"REBOUND DEF by LOVING,JIBRI",2
11:08,,,,,"MISS 3PTR by LOVING,JIBRI",,,"MISS 3PTR by LOVING,JIBRI",2
--,"REBOUND DEF by HOLLIS,REX",,,,,,,"REBOUND DEF by HOLLIS,REX",2
10:47,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",2
--,,,,,"REBOUND DEF by BAK,CALVIN",,,"REBOUND DEF by BAK,CALVIN",2
10:40,"FOUL  by COLEMAN,JAQUEZ",,,,,,,"FOUL  by COLEMAN,JAQUEZ",2
10:40,"SUB IN by LEBLANC,LEJAWON",,,,,,,"SUB IN by LEBLANC,LEJAWON",2
10:40,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",2
10:40,"SUB OUT by WASHINGTON,DEVON",,,,,,,"SUB OUT by WASHINGTON,DEVON",2
10:40,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",2
10:40,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
10:40,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
10:40,,,,,"SUB OUT by ZHOU,ANDY",,,"SUB OUT by ZHOU,ANDY",2
10:40,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
10:34,"FOUL  by HOLLIS,REX",,,,,,,"FOUL  by HOLLIS,REX",2
10:34,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:34,,61 (+3),,58,"GOOD FT by DENEKA,HARRISON",17BSC-M 61-58 (-3),,"GOOD FT by DENEKA,HARRISON",2
10:12,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
10:10,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
10:07,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
10:04,"STEAL  by GROGAN,TAYLAN",,,,,,,"STEAL  by GROGAN,TAYLAN",2
09:52,"GOOD LAYUP by GROGAN,TAYLAN(in the paint)",63 (+5),,58,,LCM 63-58 (-5),,"GOOD LAYUP by GROGAN,TAYLAN(in the paint)",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
09:37,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by COLEMAN,JAQUEZ",,,,,,,"REBOUND DEF by COLEMAN,JAQUEZ",2
09:28,"GOOD LAYUP by LEBLANC,LEJAWON(in the paint)",65 (+7),,58,,LCM 65-58 (-7),,"GOOD LAYUP by LEBLANC,LEJAWON(in the paint)",2
--,"ASSIST  by GROGAN,TAYLAN",,,,,,,"ASSIST  by GROGAN,TAYLAN",2
09:05,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by STOKES,TIMOTHY",,,,,,,"REBOUND DEF by STOKES,TIMOTHY",2
08:59,"MISS LAYUP by STOKES,TIMOTHY",,,,,,,"MISS LAYUP by STOKES,TIMOTHY",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
08:52,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
08:44,"FOUL  by LEBLANC,LEJAWON",,,,,,,"FOUL  by LEBLANC,LEJAWON",2
08:44,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by WASHINGTON,DEVON",,,,,,,"REBOUND DEF by WASHINGTON,DEVON",2
08:44,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
08:44,"SUB IN by WASHINGTON,DEVON",,,,,,,"SUB IN by WASHINGTON,DEVON",2
08:44,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",2
08:44,"SUB OUT by HOLLIS,REX",,,,,,,"SUB OUT by HOLLIS,REX",2
08:44,"SUB OUT by COLEMAN,JAQUEZ",,,,,,,"SUB OUT by COLEMAN,JAQUEZ",2
08:44,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
08:44,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
08:44,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
08:44,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
08:36,"MISS LAYUP by GROGAN,TAYLAN",,,,,,,"MISS LAYUP by GROGAN,TAYLAN",2
08:36,,,,,"BLOCK  by RUDAK,MATEUSZ",,,"BLOCK  by RUDAK,MATEUSZ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:34,"MISS 3PTR by GROGAN,TAYLAN",,,,,,,"MISS 3PTR by GROGAN,TAYLAN",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
08:13,,65 (+4),,61,"GOOD 3PTR by BAK,CALVIN",17BSC-M 65-61 (-4),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
08:02,"GOOD JUMPER by GROGAN,TAYLAN",67 (+6),,61,,LCM 67-61 (-6),,"GOOD JUMPER by GROGAN,TAYLAN",2
08:01,,,,,"FOUL  by ALLISON,ZACH",,,"FOUL  by ALLISON,ZACH",2
08:01,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",2
07:49,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
07:48,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
07:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:48,"GOOD FT by WASHINGTON,DEVON",68 (+7),,61,,LCM 68-61 (-7),,"GOOD FT by WASHINGTON,DEVON",2
07:48,"GOOD FT by WASHINGTON,DEVON",69 (+8),,61,,LCM 69-61 (-8),,"GOOD FT by WASHINGTON,DEVON",2
07:48,"SUB IN by SCHULTZ,TRAVIS",,,,,,,"SUB IN by SCHULTZ,TRAVIS",2
07:48,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",2
07:36,"FOUL  by LEE,TORRIAN",,,,,,,"FOUL  by LEE,TORRIAN",2
07:36,,69 (+7),,62,"GOOD FT by ALLISON,ZACH",17BSC-M 69-62 (-7),,"GOOD FT by ALLISON,ZACH",2
07:36,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,"REBOUND DEF by LEBLANC,LEJAWON",,,,,,,"REBOUND DEF by LEBLANC,LEJAWON",2
07:16,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",2
07:16,,,,,"BLOCK  by ALLISON,ZACH",,,"BLOCK  by ALLISON,ZACH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:10,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
07:10,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
07:10,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
07:10,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
07:07,"GOOD LAYUP by LEBLANC,LEJAWON(in the paint)",71 (+9),,62,,LCM 71-62 (-9),,"GOOD LAYUP by LEBLANC,LEJAWON(in the paint)",2
06:55,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",2
06:52,"STEAL  by LEBLANC,LEJAWON",,,,,,,"STEAL  by LEBLANC,LEJAWON",2
06:36,"FOUL  by WASHINGTON,DEVON",,,,,,,"FOUL  by WASHINGTON,DEVON",2
06:36,"TURNOVER  by WASHINGTON,DEVON",,,,,,,"TURNOVER  by WASHINGTON,DEVON",2
06:36,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",2
06:36,"SUB OUT by LEE,TORRIAN",,,,,,,"SUB OUT by LEE,TORRIAN",2
06:34,"FOUL  by LEBLANC,LEJAWON",,,,,,,"FOUL  by LEBLANC,LEJAWON",2
06:34,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:34,,71 (+8),,63,"GOOD FT by ALLISON,ZACH",17BSC-M 71-63 (-8),,"GOOD FT by ALLISON,ZACH",2
06:06,"TURNOVER  by BURKS,NICK",,,,,,,"TURNOVER  by BURKS,NICK",2
06:05,,,,,"STEAL  by MOORE,KADEN",,,"STEAL  by MOORE,KADEN",2
06:03,,71 (+6),,65,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",17BSC-M 71-65 (-6),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
05:42,"MISS 3PTR by GROGAN,TAYLAN",,,,,,,"MISS 3PTR by GROGAN,TAYLAN",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
05:29,"GOOD 3PTR by GROGAN,TAYLAN",74 (+9),,65,,LCM 74-65 (-9),,"GOOD 3PTR by GROGAN,TAYLAN",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
05:13,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by GROGAN,TAYLAN",,,,,,,"REBOUND DEF by GROGAN,TAYLAN",2
04:46,"GOOD JUMPER by BURKS,NICK",76 (+11),,65,,LCM 76-65 (-11),,"GOOD JUMPER by BURKS,NICK",2
04:22,,76 (+9),,67,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",17BSC-M 76-67 (-9),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
03:50,"GOOD JUMPER by LEBLANC,LEJAWON(in the paint)",78 (+11),,67,,LCM 78-67 (-11),,"GOOD JUMPER by LEBLANC,LEJAWON(in the paint)",2
03:38,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",2
03:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:26,"GOOD JUMPER by HOLLIS,REX",80 (+13),,67,,LCM 80-67 (-13),,"GOOD JUMPER by HOLLIS,REX",2
--,"ASSIST  by GROGAN,TAYLAN",,,,,,,"ASSIST  by GROGAN,TAYLAN",2
03:14,,80 (+11),,69,"GOOD LAYUP by ALLISON,ZACH(in the paint)",17BSC-M 80-69 (-11),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
03:04,"MISS 3PTR by STOKES,TIMOTHY",,,,,,,"MISS 3PTR by STOKES,TIMOTHY",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
02:56,"GOOD 3PTR by BURKS,NICK",83 (+14),,69,,LCM 83-69 (-14),,"GOOD 3PTR by BURKS,NICK",2
--,"ASSIST  by WASHINGTON,DEVON",,,,,,,"ASSIST  by WASHINGTON,DEVON",2
02:17,"FOUL  by HOLLIS,REX",,,,,,,"FOUL  by HOLLIS,REX",2
02:17,,83 (+13),,70,"GOOD FT by DENEKA,HARRISON",17BSC-M 83-70 (-13),,"GOOD FT by DENEKA,HARRISON",2
02:17,,83 (+12),,71,"GOOD FT by DENEKA,HARRISON",17BSC-M 83-71 (-12),,"GOOD FT by DENEKA,HARRISON",2
02:17,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",2
02:17,"SUB IN by HOLLIS,REX",,,,,,,"SUB IN by HOLLIS,REX",2
02:17,"SUB OUT by LEBLANC,LEJAWON",,,,,,,"SUB OUT by LEBLANC,LEJAWON",2
02:17,"SUB OUT by SCHULTZ,TRAVIS",,,,,,,"SUB OUT by SCHULTZ,TRAVIS",2
02:17,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
02:17,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
02:17,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
02:17,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
01:59,"GOOD LAYUP by WASHINGTON,DEVON(in the paint)",85 (+14),,71,,LCM 85-71 (-14),,"GOOD LAYUP by WASHINGTON,DEVON(in the paint)",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
01:50,,85 (+12),,73,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",17BSC-M 85-73 (-12),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
01:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:42,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
01:42,"GOOD FT by BURKS,NICK",86 (+13),,73,,LCM 86-73 (-13),,"GOOD FT by BURKS,NICK",2
01:42,"GOOD FT by BURKS,NICK",87 (+14),,73,,LCM 87-73 (-14),,"GOOD FT by BURKS,NICK",2
01:40,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
--,,,,,"REBOUND OFF by RUDAK,MATEUSZ",,,"REBOUND OFF by RUDAK,MATEUSZ",2
01:34,,,,,"MISS LAYUP by RUDAK,MATEUSZ",,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
01:29,"FOUL  by WASHINGTON,DEVON",,,,,,,"FOUL  by WASHINGTON,DEVON",2
01:29,,87 (+13),,74,"GOOD FT by DENEKA,HARRISON",17BSC-M 87-74 (-13),,"GOOD FT by DENEKA,HARRISON",2
01:29,,87 (+12),,75,"GOOD FT by DENEKA,HARRISON",17BSC-M 87-75 (-12),,"GOOD FT by DENEKA,HARRISON",2
01:29,"SUB IN by SCHULTZ,TRAVIS",,,,,,,"SUB IN by SCHULTZ,TRAVIS",2
01:29,"SUB OUT by WASHINGTON,DEVON",,,,,,,"SUB OUT by WASHINGTON,DEVON",2
01:21,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
01:21,"GOOD FT by GROGAN,TAYLAN",88 (+13),,75,,LCM 88-75 (-13),,"GOOD FT by GROGAN,TAYLAN",2
01:21,"GOOD FT by GROGAN,TAYLAN",89 (+14),,75,,LCM 89-75 (-14),,"GOOD FT by GROGAN,TAYLAN",2
01:15,,89 (+11),,78,"GOOD 3PTR by BAK,CALVIN",17BSC-M 89-78 (-11),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
01:05,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
