Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,IWU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
19:19,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND OFF by RUDAK,MATEUSZ",,,,,,,"REBOUND OFF by RUDAK,MATEUSZ",2
19:15,,,,,"FOUL  by O'NEILL,ALEX",,,"FOUL  by O'NEILL,ALEX",2
19:15,"GOOD FT by RUDAK,MATEUSZ",37,,43 (+6),,17BSC-M 37-43 (-6),,"GOOD FT by RUDAK,MATEUSZ",2
19:15,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by CURRY,MILES",,,"REBOUND DEF by CURRY,MILES",2
19:15,,,,,"SUB IN by BURDINE,TYLER",,,"SUB IN by BURDINE,TYLER",2
19:15,,,,,"SUB OUT by O'NEILL,ALEX",,,"SUB OUT by O'NEILL,ALEX",2
18:44,,,,,"MISS JUMPER by CURRY,MILES",,,"MISS JUMPER by CURRY,MILES",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
18:25,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
18:04,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",39,,43 (+4),,17BSC-M 39-43 (-4),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
17:44,,39,,45 (+6),"GOOD JUMPER by BONNETT,COLIN",IWU 39-45 (-6),,"GOOD JUMPER by BONNETT,COLIN",2
17:27,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
17:13,,,,,"TURNOVER  by ROSE,BRADY",,,"TURNOVER  by ROSE,BRADY",2
17:11,"STEAL  by ALLISON,ZACH",,,,,,,"STEAL  by ALLISON,ZACH",2
17:08,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by BONNETT,COLIN",,,"REBOUND DEF by BONNETT,COLIN",2
17:02,,39,,47 (+8),"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",IWU 39-47 (-8),,"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BONNETT,COLIN",,,"ASSIST  by BONNETT,COLIN",2
16:47,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
16:40,"GOOD 3PTR by BAK,CALVIN",42,,47 (+5),,17BSC-M 42-47 (-5),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
16:23,,,,,"MISS 3PTR by ROSE,BRADY",,,"MISS 3PTR by ROSE,BRADY",2
--,,,,,"REBOUND OFF by CURRY,MILES",,,"REBOUND OFF by CURRY,MILES",2
16:18,,42,,49 (+7),"GOOD JUMPER by BONNETT,COLIN",IWU 42-49 (-7),,"GOOD JUMPER by BONNETT,COLIN",2
15:56,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
15:56,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
15:56,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
15:56,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
15:56,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
15:56,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
15:56,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
15:56,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
15:56,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:56,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
15:56,,,,,"SUB IN by WALLEN,DOUG",,,"SUB IN by WALLEN,DOUG",2
15:56,,,,,"SUB IN by WOLFE,GRANT",,,"SUB IN by WOLFE,GRANT",2
15:56,,,,,"SUB IN by O'NEILL,ALEX",,,"SUB IN by O'NEILL,ALEX",2
15:56,,,,,"SUB IN by BEASLEY,JAYLEN",,,"SUB IN by BEASLEY,JAYLEN",2
15:56,,,,,"SUB OUT by BURDINE,TYLER",,,"SUB OUT by BURDINE,TYLER",2
15:56,,,,,"SUB OUT by GREGOIRE,JASON",,,"SUB OUT by GREGOIRE,JASON",2
15:56,,,,,"SUB OUT by BONNETT,COLIN",,,"SUB OUT by BONNETT,COLIN",2
15:56,,,,,"SUB OUT by CURRY,MILES",,,"SUB OUT by CURRY,MILES",2
15:37,,,,,"MISS 3PTR by BEASLEY,JAYLEN",,,"MISS 3PTR by BEASLEY,JAYLEN",2
--,"REBOUND DEF by DENBESTIN,COLE",,,,,,,"REBOUND DEF by DENBESTIN,COLE",2
15:12,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",44,,49 (+5),,17BSC-M 44-49 (-5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
15:12,,,,,"FOUL  by BEASLEY,JAYLEN",,,"FOUL  by BEASLEY,JAYLEN",2
15:12,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by ROSE,BRADY",,,"REBOUND DEF by ROSE,BRADY",2
15:12,,,,,"SUB IN by BAKER,DANNY",,,"SUB IN by BAKER,DANNY",2
15:12,,,,,"SUB OUT by BEASLEY,JAYLEN",,,"SUB OUT by BEASLEY,JAYLEN",2
14:44,,,,,"MISS JUMPER by WALLEN,DOUG",,,"MISS JUMPER by WALLEN,DOUG",2
--,,,,,"REBOUND OFF by O'NEILL,ALEX",,,"REBOUND OFF by O'NEILL,ALEX",2
14:41,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
14:26,,,,,"FOUL  by BAKER,DANNY",,,"FOUL  by BAKER,DANNY",2
14:19,,,,,"FOUL  by BAKER,DANNY",,,"FOUL  by BAKER,DANNY",2
14:10,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by O'NEILL,ALEX",,,"REBOUND DEF by O'NEILL,ALEX",2
14:07,"FOUL  by MURPHY,JUWAN",,,,,,,"FOUL  by MURPHY,JUWAN",2
14:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:50,,44,,51 (+7),"GOOD LAYUP by WOLFE,GRANT(in the paint)",IWU 44-51 (-7),,"GOOD LAYUP by WOLFE,GRANT(in the paint)",2
13:36,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by BAKER,DANNY",,,"REBOUND DEF by BAKER,DANNY",2
13:24,,,,,"MISS LAYUP by ROSE,BRADY",,,"MISS LAYUP by ROSE,BRADY",2
--,,,,,"REBOUND OFF by BAKER,DANNY",,,"REBOUND OFF by BAKER,DANNY",2
13:21,,44,,53 (+9),"GOOD LAYUP by BAKER,DANNY(in the paint)",IWU 44-53 (-9),,"GOOD LAYUP by BAKER,DANNY(in the paint)",2
13:13,"TURNOVER  by MURPHY,JUWAN",,,,,,,"TURNOVER  by MURPHY,JUWAN",2
13:13,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
13:13,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
13:13,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
13:13,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",2
13:13,,,,,"SUB IN by BONNETT,COLIN",,,"SUB IN by BONNETT,COLIN",2
13:13,,,,,"SUB IN by CURRY,MILES",,,"SUB IN by CURRY,MILES",2
13:13,,,,,"SUB OUT by BAKER,DANNY",,,"SUB OUT by BAKER,DANNY",2
13:13,,,,,"SUB OUT by ROSE,BRADY",,,"SUB OUT by ROSE,BRADY",2
13:03,,,,,"FOUL  by CURRY,MILES",,,"FOUL  by CURRY,MILES",2
13:03,,,,,"TURNOVER  by CURRY,MILES",,,"TURNOVER  by CURRY,MILES",2
12:36,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",46,,53 (+7),,17BSC-M 46-53 (-7),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
12:17,,,,,"MISS LAYUP by WOLFE,GRANT",,,"MISS LAYUP by WOLFE,GRANT",2
--,,,,,"REBOUND OFF by CURRY,MILES",,,"REBOUND OFF by CURRY,MILES",2
12:01,,,,,"TURNOVER  by WOLFE,GRANT",,,"TURNOVER  by WOLFE,GRANT",2
12:00,"STEAL  by SPENCE,BEN",,,,,,,"STEAL  by SPENCE,BEN",2
11:56,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,,,,,"REBOUND DEF by CURRY,MILES",,,"REBOUND DEF by CURRY,MILES",2
11:45,,46,,55 (+9),"GOOD LAYUP by BONNETT,COLIN(in the paint)",IWU 46-55 (-9),,"GOOD LAYUP by BONNETT,COLIN(in the paint)",2
11:36,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",48,,55 (+7),,17BSC-M 48-55 (-7),,"GOOD LAYUP by DENBESTIN,COLE(fastbreak)(in the paint)",2
11:14,,,,,"MISS JUMPER by O'NEILL,ALEX",,,"MISS JUMPER by O'NEILL,ALEX",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
11:02,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",50,,55 (+5),,17BSC-M 50-55 (-5),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
10:46,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
10:46,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
10:46,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:46,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
10:46,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
10:46,,,,,"SUB IN by BAKER,DANNY",,,"SUB IN by BAKER,DANNY",2
10:46,,,,,"SUB IN by BURDINE,TYLER",,,"SUB IN by BURDINE,TYLER",2
10:46,,,,,"SUB IN by ROSE,BRADY",,,"SUB IN by ROSE,BRADY",2
10:46,,,,,"SUB IN by GREGOIRE,JASON",,,"SUB IN by GREGOIRE,JASON",2
10:46,,,,,"SUB OUT by WALLEN,DOUG",,,"SUB OUT by WALLEN,DOUG",2
10:46,,,,,"SUB OUT by WOLFE,GRANT",,,"SUB OUT by WOLFE,GRANT",2
10:46,,,,,"SUB OUT by O'NEILL,ALEX",,,"SUB OUT by O'NEILL,ALEX",2
10:46,,,,,"SUB OUT by CURRY,MILES",,,"SUB OUT by CURRY,MILES",2
10:43,,,,,"MISS JUMPER by BONNETT,COLIN",,,"MISS JUMPER by BONNETT,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:40,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
10:40,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
10:40,,50,,56 (+6),"GOOD FT by ROSE,BRADY",IWU 50-56 (-6),,"GOOD FT by ROSE,BRADY",2
10:40,,,,,"MISS FT by ROSE,BRADY",,,"MISS FT by ROSE,BRADY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:40,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
10:40,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
10:26,,,,,"MISS JUMPER by BONNETT,COLIN",,,"MISS JUMPER by BONNETT,COLIN",2
--,,,,,"REBOUND OFF by BAKER,DANNY",,,"REBOUND OFF by BAKER,DANNY",2
10:21,,,,,"MISS LAYUP by BAKER,DANNY",,,"MISS LAYUP by BAKER,DANNY",2
10:21,"BLOCK  by SPENCE,BEN",,,,,,,"BLOCK  by SPENCE,BEN",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
10:09,,,,,"FOUL  by BURDINE,TYLER",,,"FOUL  by BURDINE,TYLER",2
10:09,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
10:09,"FOUL TECH by YANCEY,RICH",,,,,,,"FOUL TECH by YANCEY,RICH",2
10:09,,50,,57 (+7),"GOOD FT by ROSE,BRADY",IWU 50-57 (-7),,"GOOD FT by ROSE,BRADY",2
10:09,,50,,58 (+8),"GOOD FT by ROSE,BRADY",IWU 50-58 (-8),,"GOOD FT by ROSE,BRADY",2
10:06,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
10:03,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",52,,58 (+6),,17BSC-M 52-58 (-6),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
09:54,,52,,60 (+8),"GOOD LAYUP by BONNETT,COLIN(in the paint)",IWU 52-60 (-8),,"GOOD LAYUP by BONNETT,COLIN(in the paint)",2
--,,,,,"ASSIST  by ROSE,BRADY",,,"ASSIST  by ROSE,BRADY",2
09:53,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
09:53,,52,,61 (+9),"GOOD FT by BONNETT,COLIN",IWU 52-61 (-9),,"GOOD FT by BONNETT,COLIN",2
09:53,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
09:53,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
09:53,,,,,"SUB IN by O'NEILL,ALEX",,,"SUB IN by O'NEILL,ALEX",2
09:53,,,,,"SUB OUT by BURDINE,TYLER",,,"SUB OUT by BURDINE,TYLER",2
09:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:48,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
09:48,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
09:31,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by ROSE,BRADY",,,"REBOUND DEF by ROSE,BRADY",2
09:22,,,,,"MISS LAYUP by ROSE,BRADY",,,"MISS LAYUP by ROSE,BRADY",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
09:07,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
09:07,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
08:58,,,,,"MISS 3PTR by GREGOIRE,JASON",,,"MISS 3PTR by GREGOIRE,JASON",2
--,,,,,"REBOUND OFF by GREGOIRE,JASON",,,"REBOUND OFF by GREGOIRE,JASON",2
08:53,,52,,63 (+11),"GOOD JUMPER by BAKER,DANNY(in the paint)",IWU 52-63 (-11),,"GOOD JUMPER by BAKER,DANNY(in the paint)",2
--,,,,,"ASSIST  by GREGOIRE,JASON",,,"ASSIST  by GREGOIRE,JASON",2
08:31,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by GREGOIRE,JASON",,,"REBOUND DEF by GREGOIRE,JASON",2
08:29,,,,,"FOUL  by BAKER,DANNY",,,"FOUL  by BAKER,DANNY",2
08:29,,,,,"TURNOVER  by BAKER,DANNY",,,"TURNOVER  by BAKER,DANNY",2
08:29,"GOOD FT by DENEKA,HARRISON",53,,63 (+10),,17BSC-M 53-63 (-10),,"GOOD FT by DENEKA,HARRISON",2
08:29,"GOOD FT by DENEKA,HARRISON",54,,63 (+9),,17BSC-M 54-63 (-9),,"GOOD FT by DENEKA,HARRISON",2
08:29,"SUB IN by ZHOU,ANDY",,,,,,,"SUB IN by ZHOU,ANDY",2
08:29,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
08:29,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
08:29,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
08:29,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
08:29,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
08:22,,,,,"TURNOVER  by GREGOIRE,JASON",,,"TURNOVER  by GREGOIRE,JASON",2
08:22,,,,,"SUB IN by WOLFE,GRANT",,,"SUB IN by WOLFE,GRANT",2
08:22,,,,,"SUB IN by CURRY,MILES",,,"SUB IN by CURRY,MILES",2
08:22,,,,,"SUB OUT by BAKER,DANNY",,,"SUB OUT by BAKER,DANNY",2
08:22,,,,,"SUB OUT by GREGOIRE,JASON",,,"SUB OUT by GREGOIRE,JASON",2
08:14,"GOOD JUMPER by ZHOU,ANDY(in the paint)",56,,63 (+7),,17BSC-M 56-63 (-7),,"GOOD JUMPER by ZHOU,ANDY(in the paint)",2
08:04,,,,,"TURNOVER  by ROSE,BRADY",,,"TURNOVER  by ROSE,BRADY",2
08:03,"STEAL  by ZHOU,ANDY",,,,,,,"STEAL  by ZHOU,ANDY",2
07:54,,,,,"FOUL  by BONNETT,COLIN",,,"FOUL  by BONNETT,COLIN",2
07:54,"GOOD FT by ZHOU,ANDY",57,,63 (+6),,17BSC-M 57-63 (-6),,"GOOD FT by ZHOU,ANDY",2
07:54,"GOOD FT by ZHOU,ANDY",58,,63 (+5),,17BSC-M 58-63 (-5),,"GOOD FT by ZHOU,ANDY",2
07:54,,,,,"SUB IN by BEASLEY,JAYLEN",,,"SUB IN by BEASLEY,JAYLEN",2
07:54,,,,,"SUB OUT by CURRY,MILES",,,"SUB OUT by CURRY,MILES",2
07:44,,,,,"MISS 3PTR by BEASLEY,JAYLEN",,,"MISS 3PTR by BEASLEY,JAYLEN",2
--,,,,,"REBOUND OFF by WOLFE,GRANT",,,"REBOUND OFF by WOLFE,GRANT",2
07:40,,,,,"MISS LAYUP by WOLFE,GRANT",,,"MISS LAYUP by WOLFE,GRANT",2
--,"REBOUND DEF by ZHOU,ANDY",,,,,,,"REBOUND DEF by ZHOU,ANDY",2
07:34,"GOOD LAYUP by ZHOU,ANDY(fastbreak)(in the paint)",60,,63 (+3),,17BSC-M 60-63 (-3),,"GOOD LAYUP by ZHOU,ANDY(fastbreak)(in the paint)",2
07:11,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
07:11,,,,,"MISS FT by BONNETT,COLIN",,,"MISS FT by BONNETT,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:11,,60,,64 (+4),"GOOD FT by BONNETT,COLIN",IWU 60-64 (-4),,"GOOD FT by BONNETT,COLIN",2
07:11,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
07:11,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
07:11,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
07:11,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
06:54,"GOOD 3PTR by GONDA,MATT",63,,64 (+1),,17BSC-M 63-64 (-1),,"GOOD 3PTR by GONDA,MATT",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
06:34,,,,,"TURNOVER  by O'NEILL,ALEX",,,"TURNOVER  by O'NEILL,ALEX",2
06:34,,,,,"SUB IN by BURDINE,TYLER",,,"SUB IN by BURDINE,TYLER",2
06:34,,,,,"SUB OUT by O'NEILL,ALEX",,,"SUB OUT by O'NEILL,ALEX",2
06:24,"MISS JUMPER by ZHOU,ANDY",,,,,,,"MISS JUMPER by ZHOU,ANDY",2
--,"REBOUND OFF by ZHOU,ANDY",,,,,,,"REBOUND OFF by ZHOU,ANDY",2
06:06,,,,,"FOUL  by BURDINE,TYLER",,,"FOUL  by BURDINE,TYLER",2
06:06,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by BEASLEY,JAYLEN",,,"REBOUND DEF by BEASLEY,JAYLEN",2
05:52,,63,,66 (+3),"GOOD LAYUP by BONNETT,COLIN(in the paint)",IWU 63-66 (-3),,"GOOD LAYUP by BONNETT,COLIN(in the paint)",2
05:37,"MISS LAYUP by ZHOU,ANDY",,,,,,,"MISS LAYUP by ZHOU,ANDY",2
--,,,,,"REBOUND DEF by BEASLEY,JAYLEN",,,"REBOUND DEF by BEASLEY,JAYLEN",2
05:28,,63,,69 (+6),"GOOD 3PTR by ROSE,BRADY(fastbreak)",IWU 63-69 (-6),,"GOOD 3PTR by ROSE,BRADY(fastbreak)",2
--,,,,,"ASSIST  by WOLFE,GRANT",,,"ASSIST  by WOLFE,GRANT",2
05:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:18,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
05:18,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
05:18,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
05:18,"SUB OUT by ZHOU,ANDY",,,,,,,"SUB OUT by ZHOU,ANDY",2
05:18,,,,,"SUB IN by GREGOIRE,JASON",,,"SUB IN by GREGOIRE,JASON",2
05:18,,,,,"SUB OUT by BONNETT,COLIN",,,"SUB OUT by BONNETT,COLIN",2
05:05,,,,,"FOUL  by BEASLEY,JAYLEN",,,"FOUL  by BEASLEY,JAYLEN",2
05:05,"GOOD FT by DENEKA,HARRISON",64,,69 (+5),,17BSC-M 64-69 (-5),,"GOOD FT by DENEKA,HARRISON",2
05:05,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by BURDINE,TYLER",,,"REBOUND DEF by BURDINE,TYLER",2
05:05,,,,,"SUB IN by CURRY,MILES",,,"SUB IN by CURRY,MILES",2
05:05,,,,,"SUB OUT by BEASLEY,JAYLEN",,,"SUB OUT by BEASLEY,JAYLEN",2
04:50,,,,,"TURNOVER  by CURRY,MILES",,,"TURNOVER  by CURRY,MILES",2
04:50,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
04:50,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
04:50,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
04:50,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
04:33,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND DEF by CURRY,MILES",,,"REBOUND DEF by CURRY,MILES",2
04:16,,64,,72 (+8),"GOOD 3PTR by ROSE,BRADY",IWU 64-72 (-8),,"GOOD 3PTR by ROSE,BRADY",2
--,,,,,"ASSIST  by BURDINE,TYLER",,,"ASSIST  by BURDINE,TYLER",2
04:05,"GOOD JUMPER by ALLISON,ZACH(fastbreak)",66,,72 (+6),,17BSC-M 66-72 (-6),,"GOOD JUMPER by ALLISON,ZACH(fastbreak)",2
04:05,,,,,"FOUL  by WOLFE,GRANT",,,"FOUL  by WOLFE,GRANT",2
04:05,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by BURDINE,TYLER",,,"REBOUND DEF by BURDINE,TYLER",2
04:05,,,,,"SUB IN by BAKER,DANNY",,,"SUB IN by BAKER,DANNY",2
04:05,,,,,"SUB IN by BONNETT,COLIN",,,"SUB IN by BONNETT,COLIN",2
04:05,,,,,"SUB OUT by WOLFE,GRANT",,,"SUB OUT by WOLFE,GRANT",2
04:05,,,,,"SUB OUT by CURRY,MILES",,,"SUB OUT by CURRY,MILES",2
03:46,,,,,"MISS LAYUP by BONNETT,COLIN",,,"MISS LAYUP by BONNETT,COLIN",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
03:29,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",2
03:25,,,,,"FOUL  by BURDINE,TYLER",,,"FOUL  by BURDINE,TYLER",2
03:25,"GOOD FT by YANCEY,RICH",67,,72 (+5),,17BSC-M 67-72 (-5),,"GOOD FT by YANCEY,RICH",2
03:25,"GOOD FT by YANCEY,RICH",68,,72 (+4),,17BSC-M 68-72 (-4),,"GOOD FT by YANCEY,RICH",2
03:25,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
03:25,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
03:25,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
03:25,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
03:25,,,,,"SUB IN by O'NEILL,ALEX",,,"SUB IN by O'NEILL,ALEX",2
03:25,,,,,"SUB OUT by BURDINE,TYLER",,,"SUB OUT by BURDINE,TYLER",2
03:12,,68,,75 (+7),"GOOD 3PTR by ROSE,BRADY",IWU 68-75 (-7),,"GOOD 3PTR by ROSE,BRADY",2
--,,,,,"ASSIST  by GREGOIRE,JASON",,,"ASSIST  by GREGOIRE,JASON",2
02:58,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",70,,75 (+5),,17BSC-M 70-75 (-5),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
02:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:26,,,,,"MISS JUMPER by ROSE,BRADY",,,"MISS JUMPER by ROSE,BRADY",2
--,,,,,"REBOUND OFF by BONNETT,COLIN",,,"REBOUND OFF by BONNETT,COLIN",2
01:58,,,,,"MISS JUMPER by O'NEILL,ALEX",,,"MISS JUMPER by O'NEILL,ALEX",2
