Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,MSJMEN,Game Score,Team Indicator,Play,Period
11:18,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
11:18,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
11:18,"SUB OUT by JACKSON,CASEY",,,,,,,"SUB OUT by JACKSON,CASEY",2
11:18,,,,,"SUB IN by GALLENSTEIN,LEE",,,"SUB IN by GALLENSTEIN,LEE",2
11:18,,,,,"SUB OUT by COLE,ALEX",,,"SUB OUT by COLE,ALEX",2
11:02,,32,,39 (+7),"GOOD LAYUP by MANN,DAVID(in the paint)",MSJMEN 32-39 (-7),,"GOOD LAYUP by MANN,DAVID(in the paint)",2
--,,,,,"ASSIST  by GALLENSTEIN,LEE",,,"ASSIST  by GALLENSTEIN,LEE",2
10:46,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
10:28,,,,,"MISS 3PTR by MANN,DAVID",,,"MISS 3PTR by MANN,DAVID",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
10:14,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
10:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:58,,,,,"TURNOVER  by GALLENSTEIN,LEE",,,"TURNOVER  by GALLENSTEIN,LEE",2
09:38,"MISS JUMPER by GRIGGS,MATT",,,,,,,"MISS JUMPER by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by LANE,DANNY",,,"REBOUND DEF by LANE,DANNY",2
09:19,,,,,"TURNOVER  by MANN,DAVID",,,"TURNOVER  by MANN,DAVID",2
09:17,"STEAL  by ELLIS,BRYON",,,,,,,"STEAL  by ELLIS,BRYON",2
09:10,"MISS LAYUP by GRIGGS,MATT",,,,,,,"MISS LAYUP by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by LANE,DANNY",,,"REBOUND DEF by LANE,DANNY",2
08:48,,,,,"MISS LAYUP by CASS,CLIFFORD",,,"MISS LAYUP by CASS,CLIFFORD",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
08:34,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
08:06,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
08:06,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
08:06,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
08:02,,,,,"TURNOVER  by LANE,DANNY",,,"TURNOVER  by LANE,DANNY",2
07:48,"STEAL  by ELLIS,BRYON",,,,,,,"STEAL  by ELLIS,BRYON",2
07:44,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
07:42,,,,,"STEAL  by CASS,CLIFFORD",,,"STEAL  by CASS,CLIFFORD",2
07:39,,32,,41 (+9),"GOOD LAYUP by CASS,CLIFFORD(in the paint)",MSJMEN 32-41 (-9),,"GOOD LAYUP by CASS,CLIFFORD(in the paint)",2
07:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:30,,,,,"FOUL  by CASS,CLIFFORD",,,"FOUL  by CASS,CLIFFORD",2
07:30,,,,,"FOUL  by CASS,CLIFFORD",,,"FOUL  by CASS,CLIFFORD",2
07:30,"GOOD FT by MULLANEY,JEFF",33,,41 (+8),,CENTRE_M 33-41 (-8),,"GOOD FT by MULLANEY,JEFF",2
07:30,"GOOD FT by MULLANEY,JEFF",34,,41 (+7),,CENTRE_M 34-41 (-7),,"GOOD FT by MULLANEY,JEFF",2
07:18,,34,,43 (+9),"GOOD LAYUP by MANN,DAVID(in the paint)",MSJMEN 34-43 (-9),,"GOOD LAYUP by MANN,DAVID(in the paint)",2
--,,,,,"ASSIST  by CASS,CLIFFORD",,,"ASSIST  by CASS,CLIFFORD",2
06:58,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:31,,34,,45 (+11),"GOOD LAYUP by GALLENSTEIN,LEE(in the paint)",MSJMEN 34-45 (-11),,"GOOD LAYUP by GALLENSTEIN,LEE(in the paint)",2
--,,,,,"ASSIST  by CASS,CLIFFORD",,,"ASSIST  by CASS,CLIFFORD",2
06:10,,,,,"FOUL  by GALLENSTEIN,LEE",,,"FOUL  by GALLENSTEIN,LEE",2
06:08,"MISS LAYUP by LOPEZ,COLLIN",,,,,,,"MISS LAYUP by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
05:39,,,,,"TURNOVER  by CASS,CLIFFORD",,,"TURNOVER  by CASS,CLIFFORD",2
05:25,"GOOD 3PTR by LOPEZ,COLLIN",37,,45 (+8),,CENTRE_M 37-45 (-8),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
05:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:53,,,,,"MISS JUMPER by CASS,CLIFFORD",,,"MISS JUMPER by CASS,CLIFFORD",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
04:43,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
04:12,,,,,"TURNOVER  by LANE,DAVID",,,"TURNOVER  by LANE,DAVID",2
04:12,,,,,"SUB IN by COUNTRYMAN,ANDY",,,"SUB IN by COUNTRYMAN,ANDY",2
04:12,,,,,"SUB OUT by LANE,DANNY",,,"SUB OUT by LANE,DANNY",2
04:06,,,,,"FOUL  by GALLENSTEIN,LEE",,,"FOUL  by GALLENSTEIN,LEE",2
04:06,"GOOD FT by ROSS,GREG",38,,45 (+7),,CENTRE_M 38-45 (-7),,"GOOD FT by ROSS,GREG",2
04:06,"GOOD FT by ROSS,GREG",39,,45 (+6),,CENTRE_M 39-45 (-6),,"GOOD FT by ROSS,GREG",2
03:35,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
03:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:30,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
03:30,,39,,46 (+7),"GOOD FT by MANN,DAVID",MSJMEN 39-46 (-7),,"GOOD FT by MANN,DAVID",2
03:30,,39,,47 (+8),"GOOD FT by MANN,DAVID",MSJMEN 39-47 (-8),,"GOOD FT by MANN,DAVID",2
03:06,"MISS LAYUP by MULLANEY,JEFF",,,,,,,"MISS LAYUP by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
02:53,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
02:53,,39,,48 (+9),"GOOD FT by CASS,CLIFFORD",MSJMEN 39-48 (-9),,"GOOD FT by CASS,CLIFFORD",2
02:53,,39,,49 (+10),"GOOD FT by CASS,CLIFFORD",MSJMEN 39-49 (-10),,"GOOD FT by CASS,CLIFFORD",2
02:42,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by COUNTRYMAN,ANDY",,,"REBOUND DEF by COUNTRYMAN,ANDY",2
02:29,,,,,"MISS 3PTR by MANN,DAVID",,,"MISS 3PTR by MANN,DAVID",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:10,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",41,,49 (+8),,CENTRE_M 41-49 (-8),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
01:53,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
01:53,,,,,"MISS FT by CASS,CLIFFORD",,,"MISS FT by CASS,CLIFFORD",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
01:42,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",43,,49 (+6),,CENTRE_M 43-49 (-6),,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",2
01:22,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
01:22,,43,,50 (+7),"GOOD FT by CASS,CLIFFORD",MSJMEN 43-50 (-7),,"GOOD FT by CASS,CLIFFORD",2
01:22,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by CASS,CLIFFORD",,,"REBOUND DEF by CASS,CLIFFORD",2
01:22,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
01:22,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
01:09,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
01:09,,,,,"MISS FT by LANE,DAVID",,,"MISS FT by LANE,DAVID",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:09,,43,,51 (+8),"GOOD FT by LANE,DAVID",MSJMEN 43-51 (-8),,"GOOD FT by LANE,DAVID",2
01:02,"MISS LAYUP by ROSS,GREG",,,,,,,"MISS LAYUP by ROSS,GREG",2
--,"REBOUND OFF by KARSNER,JOSH",,,,,,,"REBOUND OFF by KARSNER,JOSH",2
01:01,,,,,"FOUL  by GALLENSTEIN,LEE",,,"FOUL  by GALLENSTEIN,LEE",2
01:01,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
01:01,,,,,"SUB IN by BARBER,AARON",,,"SUB IN by BARBER,AARON",2
01:01,,,,,"SUB OUT by GALLENSTEIN,LEE",,,"SUB OUT by GALLENSTEIN,LEE",2
00:59,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:59,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:58,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:58,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:56,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
00:56,,43,,52 (+9),"GOOD FT by CASS,CLIFFORD",MSJMEN 43-52 (-9),,"GOOD FT by CASS,CLIFFORD",2
00:56,,,,,"MISS FT by CASS,CLIFFORD",,,"MISS FT by CASS,CLIFFORD",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
00:40,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by BARBER,AARON",,,"REBOUND DEF by BARBER,AARON",2
00:37,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
00:37,,,,,"MISS FT by BARBER,AARON",,,"MISS FT by BARBER,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:37,,43,,53 (+10),"GOOD FT by BARBER,AARON",MSJMEN 43-53 (-10),,"GOOD FT by BARBER,AARON",2
00:37,"SUB IN by JACKSON,CASEY",,,,,,,"SUB IN by JACKSON,CASEY",2
00:37,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
00:33,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
00:27,,,,,"FOUL  by BARBER,AARON",,,"FOUL  by BARBER,AARON",2
00:27,"GOOD FT by ROSS,GREG",44,,53 (+9),,CENTRE_M 44-53 (-9),,"GOOD FT by ROSS,GREG",2
00:27,"GOOD FT by ROSS,GREG",45,,53 (+8),,CENTRE_M 45-53 (-8),,"GOOD FT by ROSS,GREG",2
00:27,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
00:27,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
00:26,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
00:26,,45,,54 (+9),"GOOD FT by COUNTRYMAN,ANDY",MSJMEN 45-54 (-9),,"GOOD FT by COUNTRYMAN,ANDY",2
00:26,,,,,"MISS FT by COUNTRYMAN,ANDY",,,"MISS FT by COUNTRYMAN,ANDY",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:26,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
00:26,"SUB OUT by LOHR,MATT",,,,,,,"SUB OUT by LOHR,MATT",2
00:20,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
00:20,,,,,"MISS FT by BARBER,AARON",,,"MISS FT by BARBER,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:20,,,,,"MISS FT by BARBER,AARON",,,"MISS FT by BARBER,AARON",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:18,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",47,,54 (+7),,CENTRE_M 47-54 (-7),,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",2
00:12,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
00:10,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
00:10,,47,,55 (+8),"GOOD FT by LANE,DAVID",MSJMEN 47-55 (-8),,"GOOD FT by LANE,DAVID",2
00:10,,,,,"MISS FT by LANE,DAVID",,,"MISS FT by LANE,DAVID",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:09,"GOOD LAYUP by ROSS,GREG(in the paint)",49,,55 (+6),,CENTRE_M 49-55 (-6),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
00:03,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MANN,DAVID",,,"REBOUND DEF by MANN,DAVID",2
