Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
18:32,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
18:30,"STEAL  by LOPEZ,COLLIN",,,,,,,"STEAL  by LOPEZ,COLLIN",2
18:27,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",40 (+13),,27,,CENTRE_M 40-27 (+13),,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
18:07,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
17:36,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
17:22,,40 (+10),,30,"GOOD 3PTR by JONUS,JASEN",BSC 40-30 (+10),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
17:02,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
17:01,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
16:57,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
16:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:47,,40 (+8),,32,"GOOD JUMPER by KEGARISE,KEVIN",BSC 40-32 (+8),,"GOOD JUMPER by KEGARISE,KEVIN",2
16:22,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",42 (+10),,32,,CENTRE_M 42-32 (+10),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
16:10,,,,,"MISS LAYUP by JONUS,JASEN",,,"MISS LAYUP by JONUS,JASEN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
15:43,"GOOD 3PTR by MULLANEY,JEFF",45 (+13),,32,,CENTRE_M 45-32 (+13),,"GOOD 3PTR by MULLANEY,JEFF",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
15:25,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
14:52,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
14:44,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
14:44,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
14:44,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
14:44,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
14:44,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
14:44,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
14:44,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
14:44,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:44,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:44,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
14:44,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:44,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
14:44,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:21,,,,,"MISS JUMPER by HOLLAND,JASON",,,"MISS JUMPER by HOLLAND,JASON",2
14:21,"BLOCK  by MULLANEY,JEFF",,,,,,,"BLOCK  by MULLANEY,JEFF",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
14:04,"GOOD LAYUP by ROSS,GREG(in the paint)",47 (+15),,32,,CENTRE_M 47-32 (+15),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
13:30,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
13:19,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",2
13:09,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
12:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:58,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
12:58,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
12:58,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
12:58,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
12:37,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
12:19,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
11:58,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
11:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:58,"GOOD FT by ROSS,GREG",48 (+16),,32,,CENTRE_M 48-32 (+16),,"GOOD FT by ROSS,GREG",2
11:58,"GOOD FT by ROSS,GREG",49 (+17),,32,,CENTRE_M 49-32 (+17),,"GOOD FT by ROSS,GREG",2
11:58,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
11:58,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
11:58,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
11:58,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
11:58,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
11:58,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
11:58,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:58,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
11:58,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
11:58,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
11:58,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
11:58,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
11:58,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
11:58,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
11:42,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
11:42,,49 (+16),,33,"GOOD FT by RICHARDS,ZAC",BSC 49-33 (+16),,"GOOD FT by RICHARDS,ZAC",2
11:42,,49 (+15),,34,"GOOD FT by RICHARDS,ZAC",BSC 49-34 (+15),,"GOOD FT by RICHARDS,ZAC",2
11:42,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
11:42,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
11:42,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
11:42,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
11:20,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
10:54,"TURNOVER  by TAYLOR,CHRIS",,,,,,,"TURNOVER  by TAYLOR,CHRIS",2
10:54,,,,,"STEAL  by JONUS,JASEN",,,"STEAL  by JONUS,JASEN",2
10:54,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
10:54,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
10:31,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
10:28,"FOUL  by NEWSOME,TAYLOR",,,,,,,"FOUL  by NEWSOME,TAYLOR",2
10:28,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
10:28,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
10:28,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
10:28,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
10:19,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
10:19,,49 (+14),,35,"GOOD FT by HENRY,COLIN",BSC 49-35 (+14),,"GOOD FT by HENRY,COLIN",2
10:19,,49 (+13),,36,"GOOD FT by HENRY,COLIN",BSC 49-36 (+13),,"GOOD FT by HENRY,COLIN",2
10:19,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
10:19,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
09:43,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
09:43,,,,,"STEAL  by JONUS,JASEN",,,"STEAL  by JONUS,JASEN",2
09:32,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
09:32,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
09:32,,49 (+12),,37,"GOOD FT by HENRY,COLIN",BSC 49-37 (+12),,"GOOD FT by HENRY,COLIN",2
09:32,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
09:00,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",51 (+14),,37,,CENTRE_M 51-37 (+14),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
08:53,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
08:28,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
08:28,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
08:28,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
08:28,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
08:28,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:04,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
08:04,"TURNOVER  by TAYLOR,CHRIS",,,,,,,"TURNOVER  by TAYLOR,CHRIS",2
07:58,,51 (+11),,40,"GOOD 3PTR by THOMAS,LARRY",BSC 51-40 (+11),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
07:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:58,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
07:58,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
07:58,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
07:58,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
07:25,"GOOD LAYUP by ROSS,GREG(in the paint)",53 (+13),,40,,CENTRE_M 53-40 (+13),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
07:05,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:01,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
06:30,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
06:30,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
06:30,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
06:30,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
06:30,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
06:13,"GOOD 3PTR by ROSS,GREG",56 (+16),,40,,CENTRE_M 56-40 (+16),,"GOOD 3PTR by ROSS,GREG",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
06:03,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
05:50,"TURNOVER  by ELLIS,BRYON",,,,,,,"TURNOVER  by ELLIS,BRYON",2
05:49,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
05:46,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
05:08,"GOOD JUMPER by ROSS,GREG",58 (+18),,40,,CENTRE_M 58-40 (+18),,"GOOD JUMPER by ROSS,GREG",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
04:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:50,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
04:50,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
04:50,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
04:50,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
04:49,,58 (+16),,42,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 58-42 (+16),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
04:32,"GOOD LAYUP by ROSS,GREG(in the paint)",60 (+18),,42,,CENTRE_M 60-42 (+18),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
04:20,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
04:06,"TURNOVER  by LOPEZ,COLLIN",,,,,,,"TURNOVER  by LOPEZ,COLLIN",2
03:54,,60 (+16),,44,"GOOD LAYUP by JONUS,JASEN(in the paint)",BSC 60-44 (+16),,"GOOD LAYUP by JONUS,JASEN(in the paint)",2
03:26,"GOOD JUMPER by ROSS,GREG(in the paint)",62 (+18),,44,,CENTRE_M 62-44 (+18),,"GOOD JUMPER by ROSS,GREG(in the paint)",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
03:16,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:14,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
03:14,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
03:14,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
03:14,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
03:14,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
03:14,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
03:14,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
03:14,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
03:14,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
03:14,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
03:14,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
03:14,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
03:11,"MISS LAYUP by ELLIS,BRYON",,,,,,,"MISS LAYUP by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
03:06,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
03:01,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by MURPHY,NICK",,,"REBOUND OFF by MURPHY,NICK",2
02:57,,62 (+16),,46,"GOOD JUMPER by MURPHY,NICK(in the paint)",BSC 62-46 (+16),,"GOOD JUMPER by MURPHY,NICK(in the paint)",2
02:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:57,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
02:57,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
02:33,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
02:33,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
02:26,"GOOD JUMPER by LOPEZ,COLLIN(in the paint)",64 (+18),,46,,CENTRE_M 64-46 (+18),,"GOOD JUMPER by LOPEZ,COLLIN(in the paint)",2
02:20,,64 (+15),,49,"GOOD 3PTR by THOMAS,LARRY",BSC 64-49 (+15),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
02:07,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
02:07,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
02:07,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
02:07,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
02:07,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
02:07,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
02:07,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
01:51,,,,,"FOUL  by JONUS,JASEN",,,"FOUL  by JONUS,JASEN",2
01:51,"GOOD FT by MULLANEY,JEFF",65 (+16),,49,,CENTRE_M 65-49 (+16),,"GOOD FT by MULLANEY,JEFF",2
01:51,"GOOD FT by MULLANEY,JEFF",66 (+17),,49,,CENTRE_M 66-49 (+17),,"GOOD FT by MULLANEY,JEFF",2
01:51,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
01:51,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
01:51,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
01:51,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
01:41,,66 (+15),,51,"GOOD LAYUP by LEE,CALEB(in the paint)",BSC 66-51 (+15),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
01:28,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
01:28,"GOOD FT by TAYLOR,CHRIS",67 (+16),,51,,CENTRE_M 67-51 (+16),,"GOOD FT by TAYLOR,CHRIS",2
01:28,"GOOD FT by TAYLOR,CHRIS",68 (+17),,51,,CENTRE_M 68-51 (+17),,"GOOD FT by TAYLOR,CHRIS",2
01:22,,68 (+15),,53,"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 68-53 (+15),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
01:22,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
01:22,,68 (+14),,54,"GOOD FT by WHITE,BLAISE",BSC 68-54 (+14),,"GOOD FT by WHITE,BLAISE",2
01:22,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
01:22,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
01:22,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
01:22,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
01:22,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
01:22,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
01:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:07,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
01:07,"GOOD FT by TAYLOR,CHRIS",69 (+15),,54,,CENTRE_M 69-54 (+15),,"GOOD FT by TAYLOR,CHRIS",2
01:07,"GOOD FT by TAYLOR,CHRIS",70 (+16),,54,,CENTRE_M 70-54 (+16),,"GOOD FT by TAYLOR,CHRIS",2
01:07,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
01:07,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
01:07,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
01:07,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
01:01,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
00:59,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
00:59,"GOOD FT by ELLIS,BRYON",71 (+17),,54,,CENTRE_M 71-54 (+17),,"GOOD FT by ELLIS,BRYON",2
00:59,"GOOD FT by ELLIS,BRYON",72 (+18),,54,,CENTRE_M 72-54 (+18),,"GOOD FT by ELLIS,BRYON",2
00:59,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:59,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
00:58,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by GRIGGS,MATT",,,,,,,"REBOUND DEF by GRIGGS,MATT",2
00:54,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
00:54,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
00:54,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
00:51,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
00:51,,72 (+17),,55,"GOOD FT by THOMAS,LARRY",BSC 72-55 (+17),,"GOOD FT by THOMAS,LARRY",2
00:51,,72 (+16),,56,"GOOD FT by THOMAS,LARRY",BSC 72-56 (+16),,"GOOD FT by THOMAS,LARRY",2
00:51,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
00:48,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
00:48,"GOOD FT by LOPEZ,COLLIN",73 (+17),,56,,CENTRE_M 73-56 (+17),,"GOOD FT by LOPEZ,COLLIN",2
00:48,"GOOD FT by LOPEZ,COLLIN",74 (+18),,56,,CENTRE_M 74-56 (+18),,"GOOD FT by LOPEZ,COLLIN",2
00:45,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:14,"GOOD 3PTR by LOPEZ,COLLIN",77 (+21),,56,,CENTRE_M 77-56 (+21),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
00:06,,77 (+19),,58,"GOOD LAYUP by JONUS,JASEN(in the paint)",BSC 77-58 (+19),,"GOOD LAYUP by JONUS,JASEN(in the paint)",2
