Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
01:49,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",2
01:49,"SUB OUT by BROOKS,KENNETH",,,,,,,"SUB OUT by BROOKS,KENNETH",2
01:49,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",2
01:49,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
01:49,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
01:41,"TURNOVER  by SPEARMAN,DEMETRICE",,,,,,,"TURNOVER  by SPEARMAN,DEMETRICE",2
01:41,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",2
01:11,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by DAVENPORT,JAMES",,,,,,,"REBOUND DEF by DAVENPORT,JAMES",2
01:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:04,"SUB IN by TATES,JOSHUA",,,,,,,"SUB IN by TATES,JOSHUA",2
01:04,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
00:58,"MISS LAYUP by TATES,JOSHUA",,,,,,,"MISS LAYUP by TATES,JOSHUA",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
00:54,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",2
00:54,"STEAL  by JOHNSON,ADRIAN",,,,,,,"STEAL  by JOHNSON,ADRIAN",2
00:45,"MISS 3PTR by JOHNSON,ADRIAN",,,,,,,"MISS 3PTR by JOHNSON,ADRIAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
00:09,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",2
00:08,"STEAL  by SPEARMAN,DEMETRICE",,,,,,,"STEAL  by SPEARMAN,DEMETRICE",2
00:02,"MISS LAYUP by SPEARMAN,DEMETRICE",,,,,,,"MISS LAYUP by SPEARMAN,DEMETRICE",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
