Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by MELLOAN,JAMES",,,,,,,"REBOUND DEF by MELLOAN,JAMES",2
12:37,"MISS LAYUP by MELLOAN,JAMES",,,,,,,"MISS LAYUP by MELLOAN,JAMES",2
--,,,,,"REBOUND DEF by WATERS,JEREMIAH",,,"REBOUND DEF by WATERS,JEREMIAH",2
12:14,,34,,43 (+9),"GOOD LAYUP by MILNE,RYAN(in the paint)",CCM 34-43 (-9),,"GOOD LAYUP by MILNE,RYAN(in the paint)",2
11:50,,,,,"FOUL  by WEBB,DANIEL",,,"FOUL  by WEBB,DANIEL",2
11:50,"GOOD FT by MULLANEY,JEFF",35,,43 (+8),,CENTRE_M 35-43 (-8),,"GOOD FT by MULLANEY,JEFF",2
11:50,"GOOD FT by MULLANEY,JEFF",36,,43 (+7),,CENTRE_M 36-43 (-7),,"GOOD FT by MULLANEY,JEFF",2
11:50,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
11:50,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
11:50,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
11:50,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
11:50,,,,,"SUB IN by LESNANSKY,CHRIS",,,"SUB IN by LESNANSKY,CHRIS",2
11:50,,,,,"SUB OUT by REWOLDT,IAN",,,"SUB OUT by REWOLDT,IAN",2
11:22,,,,,"MISS JUMPER by MILNE,RYAN",,,"MISS JUMPER by MILNE,RYAN",2
--,,,,,"REBOUND OFF by WEBB,DANIEL",,,"REBOUND OFF by WEBB,DANIEL",2
11:18,,36,,46 (+10),"GOOD 3PTR by TRAMUTOLO,JAKE",CCM 36-46 (-10),,"GOOD 3PTR by TRAMUTOLO,JAKE",2
--,,,,,"ASSIST  by WEBB,DANIEL",,,"ASSIST  by WEBB,DANIEL",2
11:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:14,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
11:14,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
11:14,,,,,"SUB IN by REWOLDT,IAN",,,"SUB IN by REWOLDT,IAN",2
11:14,,,,,"SUB OUT by LESNANSKY,CHRIS",,,"SUB OUT by LESNANSKY,CHRIS",2
11:03,"MISS LAYUP by ROSS,GREG",,,,,,,"MISS LAYUP by ROSS,GREG",2
--,,,,,"REBOUND DEF by REWOLDT,IAN",,,"REBOUND DEF by REWOLDT,IAN",2
10:48,,,,,"MISS 3PTR by WEBB,DANIEL",,,"MISS 3PTR by WEBB,DANIEL",2
--,,,,,"REBOUND OFF by REWOLDT,IAN",,,"REBOUND OFF by REWOLDT,IAN",2
10:25,,36,,48 (+12),"GOOD LAYUP by WEBB,DANIEL(in the paint)",CCM 36-48 (-12),,"GOOD LAYUP by WEBB,DANIEL(in the paint)",2
--,,,,,"ASSIST  by TRAMUTOLO,JAKE",,,"ASSIST  by TRAMUTOLO,JAKE",2
10:25,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
10:25,,,,,"MISS FT by WEBB,DANIEL",,,"MISS FT by WEBB,DANIEL",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:11,"GOOD LAYUP by ROSS,GREG(in the paint)",38,,48 (+10),,CENTRE_M 38-48 (-10),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,"ASSIST  by KARSNER,JOSH",,,,,,,"ASSIST  by KARSNER,JOSH",2
09:54,,,,,"MISS 3PTR by WATERS,JEREMIAH",,,"MISS 3PTR by WATERS,JEREMIAH",2
--,"REBOUND DEF by JACKSON,CASEY",,,,,,,"REBOUND DEF by JACKSON,CASEY",2
09:44,,,,,"FOUL  by WEBB,DANIEL",,,"FOUL  by WEBB,DANIEL",2
09:44,,,,,"SUB IN by LESNANSKY,CHRIS",,,"SUB IN by LESNANSKY,CHRIS",2
09:44,,,,,"SUB OUT by WEBB,DANIEL",,,"SUB OUT by WEBB,DANIEL",2
09:42,"GOOD LAYUP by ROSS,GREG(in the paint)",40,,48 (+8),,CENTRE_M 40-48 (-8),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
09:26,,40,,51 (+11),"GOOD 3PTR by TRAMUTOLO,JAKE",CCM 40-51 (-11),,"GOOD 3PTR by TRAMUTOLO,JAKE",2
--,,,,,"ASSIST  by REWOLDT,IAN",,,"ASSIST  by REWOLDT,IAN",2
08:56,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by LESNANSKY,CHRIS",,,"REBOUND DEF by LESNANSKY,CHRIS",2
08:50,,40,,53 (+13),"GOOD JUMPER by MILNE,RYAN",CCM 40-53 (-13),,"GOOD JUMPER by MILNE,RYAN",2
08:31,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by LESNANSKY,CHRIS",,,"REBOUND DEF by LESNANSKY,CHRIS",2
08:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:22,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
08:22,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
08:07,,,,,"MISS LAYUP by MILNE,RYAN",,,"MISS LAYUP by MILNE,RYAN",2
--,,,,,"REBOUND OFF by LESNANSKY,CHRIS",,,"REBOUND OFF by LESNANSKY,CHRIS",2
07:50,,,,,"TURNOVER  by LESNANSKY,CHRIS",,,"TURNOVER  by LESNANSKY,CHRIS",2
07:50,,,,,"FOUL  by LESNANSKY,CHRIS",,,"FOUL  by LESNANSKY,CHRIS",2
07:50,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
07:50,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
07:50,,,,,"SUB IN by WEBB,DANIEL",,,"SUB IN by WEBB,DANIEL",2
07:50,,,,,"SUB OUT by LESNANSKY,CHRIS",,,"SUB OUT by LESNANSKY,CHRIS",2
07:47,"GOOD LAYUP by ROSS,GREG(in the paint)",42,,53 (+11),,CENTRE_M 42-53 (-11),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
07:22,,,,,"MISS JUMPER by WEBB,DANIEL",,,"MISS JUMPER by WEBB,DANIEL",2
--,,,,,"REBOUND OFF by REWOLDT,IAN",,,"REBOUND OFF by REWOLDT,IAN",2
07:18,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
07:18,,42,,54 (+12),"GOOD FT by REWOLDT,IAN",CCM 42-54 (-12),,"GOOD FT by REWOLDT,IAN",2
07:18,,42,,55 (+13),"GOOD FT by REWOLDT,IAN",CCM 42-55 (-13),,"GOOD FT by REWOLDT,IAN",2
07:00,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by JACKSON,CASEY",,,,,,,"REBOUND OFF by JACKSON,CASEY",2
06:55,"MISS LAYUP by JACKSON,CASEY",,,,,,,"MISS LAYUP by JACKSON,CASEY",2
06:55,,,,,"BLOCK  by WEBB,DANIEL",,,"BLOCK  by WEBB,DANIEL",2
--,,,,,"REBOUND DEF by REWOLDT,IAN",,,"REBOUND DEF by REWOLDT,IAN",2
06:20,,,,,"MISS 3PTR by MILNE,RYAN",,,"MISS 3PTR by MILNE,RYAN",2
--,"REBOUND DEF by JACKSON,CASEY",,,,,,,"REBOUND DEF by JACKSON,CASEY",2
06:12,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by REWOLDT,IAN",,,"REBOUND DEF by REWOLDT,IAN",2
06:01,,,,,"TURNOVER  by MILNE,RYAN",,,"TURNOVER  by MILNE,RYAN",2
06:00,"STEAL  by MULLANEY,JEFF",,,,,,,"STEAL  by MULLANEY,JEFF",2
05:56,"MISS LAYUP by MULLANEY,JEFF",,,,,,,"MISS LAYUP by MULLANEY,JEFF",2
05:56,,,,,"BLOCK  by WEBB,DANIEL",,,"BLOCK  by WEBB,DANIEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:56,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
05:56,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
05:56,,,,,"SUB IN by KELL,RYAN",,,"SUB IN by KELL,RYAN",2
05:56,,,,,"SUB OUT by TRAMUTOLO,JAKE",,,"SUB OUT by TRAMUTOLO,JAKE",2
05:44,,,,,"FOUL  by KELL,RYAN",,,"FOUL  by KELL,RYAN",2
05:44,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
05:44,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
05:36,"GOOD LAYUP by ROSS,GREG(in the paint)",44,,55 (+11),,CENTRE_M 44-55 (-11),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
05:12,,44,,57 (+13),"GOOD LAYUP by MILNE,RYAN(in the paint)",CCM 44-57 (-13),,"GOOD LAYUP by MILNE,RYAN(in the paint)",2
04:59,,,,,"FOUL  by WATERS,JEREMIAH",,,"FOUL  by WATERS,JEREMIAH",2
04:59,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,"REBOUND OFF by JACKSON,CASEY",,,,,,,"REBOUND OFF by JACKSON,CASEY",2
04:59,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
04:59,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
04:59,,,,,"SUB IN by TRAMUTOLO,JAKE",,,"SUB IN by TRAMUTOLO,JAKE",2
04:59,,,,,"SUB IN by LESNANSKY,CHRIS",,,"SUB IN by LESNANSKY,CHRIS",2
04:59,,,,,"SUB OUT by KELL,RYAN",,,"SUB OUT by KELL,RYAN",2
04:59,,,,,"SUB OUT by WEBB,DANIEL",,,"SUB OUT by WEBB,DANIEL",2
04:56,"MISS LAYUP by JACKSON,CASEY",,,,,,,"MISS LAYUP by JACKSON,CASEY",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
04:53,"GOOD LAYUP by ROSS,GREG(in the paint)",46,,57 (+11),,CENTRE_M 46-57 (-11),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
04:27,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
04:27,,46,,58 (+12),"GOOD FT by REWOLDT,IAN",CCM 46-58 (-12),,"GOOD FT by REWOLDT,IAN",2
04:27,,,,,"MISS FT by REWOLDT,IAN",,,"MISS FT by REWOLDT,IAN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
04:27,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
04:27,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
04:27,,,,,"SUB IN by MAYO-SMITH,CHRIS",,,"SUB IN by MAYO-SMITH,CHRIS",2
04:27,,,,,"SUB OUT by LESNANSKY,CHRIS",,,"SUB OUT by LESNANSKY,CHRIS",2
04:10,"GOOD LAYUP by ELLIS,BRYON(in the paint)",48,,58 (+10),,CENTRE_M 48-58 (-10),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",2
03:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:58,,,,,"SUB IN by LESNANSKY,CHRIS",,,"SUB IN by LESNANSKY,CHRIS",2
03:58,,,,,"SUB OUT by MAYO-SMITH,CHRIS",,,"SUB OUT by MAYO-SMITH,CHRIS",2
03:47,,,,,"MISS LAYUP by REWOLDT,IAN",,,"MISS LAYUP by REWOLDT,IAN",2
--,,,,,"REBOUND OFF by REWOLDT,IAN",,,"REBOUND OFF by REWOLDT,IAN",2
03:41,,,,,"MISS JUMPER by MILNE,RYAN",,,"MISS JUMPER by MILNE,RYAN",2
--,"REBOUND DEF by JACKSON,CASEY",,,,,,,"REBOUND DEF by JACKSON,CASEY",2
03:22,"GOOD JUMPER by MULLANEY,JEFF",50,,58 (+8),,CENTRE_M 50-58 (-8),,"GOOD JUMPER by MULLANEY,JEFF",2
03:03,,,,,"MISS JUMPER by REWOLDT,IAN",,,"MISS JUMPER by REWOLDT,IAN",2
--,"REBOUND DEF by JACKSON,CASEY",,,,,,,"REBOUND DEF by JACKSON,CASEY",2
02:46,"GOOD JUMPER by ROSS,GREG",52,,58 (+6),,CENTRE_M 52-58 (-6),,"GOOD JUMPER by ROSS,GREG",2
02:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:30,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
02:30,,,,,"MISS FT by LESNANSKY,CHRIS",,,"MISS FT by LESNANSKY,CHRIS",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
02:14,"MISS LAYUP by KARSNER,JOSH",,,,,,,"MISS LAYUP by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by LESNANSKY,CHRIS",,,"REBOUND DEF by LESNANSKY,CHRIS",2
02:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:51,,,,,"TURNOVER  by MILNE,RYAN",,,"TURNOVER  by MILNE,RYAN",2
01:48,"STEAL  by JACKSON,CASEY",,,,,,,"STEAL  by JACKSON,CASEY",2
01:38,"GOOD 3PTR by KARSNER,JOSH",55,,58 (+3),,CENTRE_M 55-58 (-3),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
01:19,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
01:19,,,,,"MISS FT by LESNANSKY,CHRIS",,,"MISS FT by LESNANSKY,CHRIS",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
01:01,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
01:01,,,,,"SUB IN by WEBB,DANIEL",,,"SUB IN by WEBB,DANIEL",2
01:01,,,,,"SUB OUT by LESNANSKY,CHRIS",,,"SUB OUT by LESNANSKY,CHRIS",2
00:35,,,,,"FOUL  by WEBB,DANIEL",,,"FOUL  by WEBB,DANIEL",2
00:26,"GOOD LAYUP by ROSS,GREG(in the paint)",57,,58 (+1),,CENTRE_M 57-58 (-1),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:24,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
00:24,,57,,59 (+2),"GOOD FT by REWOLDT,IAN",CCM 57-59 (-2),,"GOOD FT by REWOLDT,IAN",2
00:24,,57,,60 (+3),"GOOD FT by REWOLDT,IAN",CCM 57-60 (-3),,"GOOD FT by REWOLDT,IAN",2
00:24,,,,,"SUB IN by KELL,RYAN",,,"SUB IN by KELL,RYAN",2
00:24,,,,,"SUB OUT by WEBB,DANIEL",,,"SUB OUT by WEBB,DANIEL",2
00:12,"MISS 3PTR by JACKSON,CASEY",,,,,,,"MISS 3PTR by JACKSON,CASEY",2
--,,,,,"REBOUND DEF by WATERS,JEREMIAH",,,"REBOUND DEF by WATERS,JEREMIAH",2
00:08,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
00:08,,,,,"MISS FT by WATERS,JEREMIAH",,,"MISS FT by WATERS,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:08,,57,,61 (+4),"GOOD FT by WATERS,JEREMIAH",CCM 57-61 (-4),,"GOOD FT by WATERS,JEREMIAH",2
00:08,,,,,"SUB IN by MAYO-SMITH,CHRIS",,,"SUB IN by MAYO-SMITH,CHRIS",2
00:08,,,,,"SUB OUT by KELL,RYAN",,,"SUB OUT by KELL,RYAN",2
00:05,"MISS JUMPER by SAGRAVES,AUSTIN",,,,,,,"MISS JUMPER by SAGRAVES,AUSTIN",2
--,,,,,"REBOUND DEF by MAYO-SMITH,CHRIS",,,"REBOUND DEF by MAYO-SMITH,CHRIS",2
00:02,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
00:01,,57,,62 (+5),"GOOD FT by MAYO-SMITH,CHRIS",CCM 57-62 (-5),,"GOOD FT by MAYO-SMITH,CHRIS",2
00:01,,,,,"MISS FT by MAYO-SMITH,CHRIS",,,"MISS FT by MAYO-SMITH,CHRIS",2
