Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
15:46,,,,,"MISS LAYUP by PITTS,ALEC",,,"MISS LAYUP by PITTS,ALEC",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
15:19,"GOOD JUMPER by LLOYD,ALEX(in the paint)",46 (+5),,41,,CENTRE_M 46-41 (+5),,"GOOD JUMPER by LLOYD,ALEX(in the paint)",2
15:08,,46 (+3),,43,"GOOD LAYUP by RICHEY,ALEX(in the paint)",OUM 46-43 (+3),,"GOOD LAYUP by RICHEY,ALEX(in the paint)",2
15:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:44,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by RICHEY,ALEX",,,"REBOUND DEF by RICHEY,ALEX",2
14:35,,,,,"MISS JUMPER by RICHEY,ALEX",,,"MISS JUMPER by RICHEY,ALEX",2
--,,,,,"REBOUND OFF by WARD,TODD",,,"REBOUND OFF by WARD,TODD",2
14:32,,,,,"MISS LAYUP by WARD,TODD",,,"MISS LAYUP by WARD,TODD",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
14:02,"MISS LAYUP by NEWSOME,TAYLOR",,,,,,,"MISS LAYUP by NEWSOME,TAYLOR",2
--,,,,,"REBOUND DEF by KENNEDY,JOE",,,"REBOUND DEF by KENNEDY,JOE",2
13:52,,,,,"MISS JUMPER by KENNEDY,JOE",,,"MISS JUMPER by KENNEDY,JOE",2
13:52,"BLOCK  by ROSS,GREG",,,,,,,"BLOCK  by ROSS,GREG",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
13:32,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
13:32,"SUB OUT by LLOYD,ALEX",,,,,,,"SUB OUT by LLOYD,ALEX",2
13:27,"MISS JUMPER by NEWSOME,TAYLOR",,,,,,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
13:24,,,,,"FOUL  by WARD,TODD",,,"FOUL  by WARD,TODD",2
13:24,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
13:24,"SUB IN by BINDER,KYLE",,,,,,,"SUB IN by BINDER,KYLE",2
13:24,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
13:24,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
13:24,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
13:24,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
13:24,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
13:24,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
13:24,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
13:24,,,,,"SUB IN by STRONG,ERIK",,,"SUB IN by STRONG,ERIK",2
13:24,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
13:24,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
13:24,,,,,"SUB OUT by KENNEDY,JOE",,,"SUB OUT by KENNEDY,JOE",2
13:24,,,,,"SUB OUT by WARD,TODD",,,"SUB OUT by WARD,TODD",2
13:24,,,,,"SUB OUT by RICHEY,ALEX",,,"SUB OUT by RICHEY,ALEX",2
13:24,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
13:22,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by STRONG,ERIK",,,"REBOUND DEF by STRONG,ERIK",2
13:13,,,,,"MISS LAYUP by JOVAAG,BRANDEN",,,"MISS LAYUP by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by STRONG,ERIK",,,"REBOUND OFF by STRONG,ERIK",2
13:09,,,,,"MISS TIPIN by STRONG,ERIK",,,"MISS TIPIN by STRONG,ERIK",2
--,"REBOUND DEF by BINDER,KYLE",,,,,,,"REBOUND DEF by BINDER,KYLE",2
12:49,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:19,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by BINDER,KYLE",,,,,,,"REBOUND OFF by BINDER,KYLE",2
11:58,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
11:57,,,,,"STEAL  by CERONE,TYLER",,,"STEAL  by CERONE,TYLER",2
11:31,,,,,"MISS LAYUP by JOVAAG,BRANDEN",,,"MISS LAYUP by JOVAAG,BRANDEN",2
--,"REBOUND DEF by NEWSOME,TAYLOR",,,,,,,"REBOUND DEF by NEWSOME,TAYLOR",2
11:24,"GOOD LAYUP by BINDER,KYLE(fastbreak)(in the paint)",48 (+5),,43,,CENTRE_M 48-43 (+5),,"GOOD LAYUP by BINDER,KYLE(fastbreak)(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
10:59,,,,,"TURNOVER  by CERONE,TYLER",,,"TURNOVER  by CERONE,TYLER",2
10:57,"STEAL  by WHITESIDE,DONOVAN",,,,,,,"STEAL  by WHITESIDE,DONOVAN",2
10:56,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",50 (+7),,43,,CENTRE_M 50-43 (+7),,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",2
10:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:52,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
10:52,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
10:52,"SUB IN by LLOYD,ALEX",,,,,,,"SUB IN by LLOYD,ALEX",2
10:52,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
10:52,"SUB OUT by BINDER,KYLE",,,,,,,"SUB OUT by BINDER,KYLE",2
10:52,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
10:52,,,,,"SUB IN by RICHEY,ALEX",,,"SUB IN by RICHEY,ALEX",2
10:52,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
10:52,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
10:52,,,,,"SUB IN by WARD,TODD",,,"SUB IN by WARD,TODD",2
10:52,,,,,"SUB IN by KENNEDY,JOE",,,"SUB IN by KENNEDY,JOE",2
10:52,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
10:52,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
10:52,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
10:52,,,,,"SUB OUT by STRONG,ERIK",,,"SUB OUT by STRONG,ERIK",2
10:52,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
10:33,,50 (+5),,45,"GOOD LAYUP by WARD,TODD(in the paint)",OUM 50-45 (+5),,"GOOD LAYUP by WARD,TODD(in the paint)",2
10:25,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
10:24,,,,,"STEAL  by WARD,TODD",,,"STEAL  by WARD,TODD",2
10:21,,50 (+2),,48,"GOOD 3PTR by RICHEY,ALEX(fastbreak)",OUM 50-48 (+2),,"GOOD 3PTR by RICHEY,ALEX(fastbreak)",2
--,,,,,"ASSIST  by KENNEDY,JOE",,,"ASSIST  by KENNEDY,JOE",2
10:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:16,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
10:16,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
09:48,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND OFF by MULLANEY,JEFF",,,,,,,"REBOUND OFF by MULLANEY,JEFF",2
09:41,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
09:31,,50,,51 (+1),"GOOD 3PTR by RICHEY,ALEX",OUM 50-51 (-1),,"GOOD 3PTR by RICHEY,ALEX",2
--,,,,,"ASSIST  by KENNEDY,JOE",,,"ASSIST  by KENNEDY,JOE",2
08:50,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
08:50,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
08:50,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
08:35,,,,,"MISS JUMPER by RICHEY,ALEX",,,"MISS JUMPER by RICHEY,ALEX",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
08:25,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND OFF by LLOYD,ALEX",,,,,,,"REBOUND OFF by LLOYD,ALEX",2
08:21,"MISS LAYUP by LLOYD,ALEX",,,,,,,"MISS LAYUP by LLOYD,ALEX",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
08:16,,50,,53 (+3),"GOOD LAYUP by PITTS,ALEC(fastbreak)(in the paint)",OUM 50-53 (-3),,"GOOD LAYUP by PITTS,ALEC(fastbreak)(in the paint)",2
08:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:46,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
07:27,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by RICHEY,ALEX",,,"REBOUND DEF by RICHEY,ALEX",2
07:10,,,,,"MISS JUMPER by WARD,TODD",,,"MISS JUMPER by WARD,TODD",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
06:40,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
06:30,,,,,"MISS JUMPER by KENNEDY,JOE",,,"MISS JUMPER by KENNEDY,JOE",2
06:30,"BLOCK  by LOPEZ,COLLIN",,,,,,,"BLOCK  by LOPEZ,COLLIN",2
--,"REBOUND DEF by LLOYD,ALEX",,,,,,,"REBOUND DEF by LLOYD,ALEX",2
06:13,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,,,,,"REBOUND DEF by WARD,TODD",,,"REBOUND DEF by WARD,TODD",2
06:05,,50,,55 (+5),"GOOD LAYUP by WARD,TODD(fastbreak)(in the paint)",OUM 50-55 (-5),,"GOOD LAYUP by WARD,TODD(fastbreak)(in the paint)",2
05:36,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND OFF by ELLIS,BRYON",,,,,,,"REBOUND OFF by ELLIS,BRYON",2
05:32,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND OFF by MULLANEY,JEFF",,,,,,,"REBOUND OFF by MULLANEY,JEFF",2
05:24,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
04:54,"GOOD LAYUP by ROSS,GREG(in the paint)",52,,55 (+3),,CENTRE_M 52-55 (-3),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
04:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:47,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
04:47,"SUB OUT by LLOYD,ALEX",,,,,,,"SUB OUT by LLOYD,ALEX",2
04:40,,52,,58 (+6),"GOOD 3PTR by RICHEY,ALEX",OUM 52-58 (-6),,"GOOD 3PTR by RICHEY,ALEX",2
--,,,,,"ASSIST  by PITTS,ALEC",,,"ASSIST  by PITTS,ALEC",2
04:01,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by WARD,TODD",,,"REBOUND DEF by WARD,TODD",2
03:45,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
03:43,"STEAL  by WHITESIDE,DONOVAN",,,,,,,"STEAL  by WHITESIDE,DONOVAN",2
03:41,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
03:41,,,,,"SUB OUT by KENNEDY,JOE",,,"SUB OUT by KENNEDY,JOE",2
03:37,"SUB IN by LLOYD,ALEX",,,,,,,"SUB IN by LLOYD,ALEX",2
03:37,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
03:37,,,,,"SUB IN by KENNEDY,JOE",,,"SUB IN by KENNEDY,JOE",2
03:37,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
03:37,,,,,"SUB IN by STRONG,ERIK",,,"SUB IN by STRONG,ERIK",2
03:37,,,,,"SUB OUT by RICHEY,ALEX",,,"SUB OUT by RICHEY,ALEX",2
03:37,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
03:37,,,,,"SUB OUT by WARD,TODD",,,"SUB OUT by WARD,TODD",2
03:24,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:55,,52,,60 (+8),"GOOD JUMPER by STEIOFF,ANDREW",OUM 52-60 (-8),,"GOOD JUMPER by STEIOFF,ANDREW",2
02:31,"GOOD JUMPER by LLOYD,ALEX(in the paint)",54,,60 (+6),,CENTRE_M 54-60 (-6),,"GOOD JUMPER by LLOYD,ALEX(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
02:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:30,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
02:30,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
02:30,,,,,"SUB IN by DAVIS,STEVEN",,,"SUB IN by DAVIS,STEVEN",2
02:30,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
02:30,,,,,"SUB IN by WARD,TODD",,,"SUB IN by WARD,TODD",2
02:30,,,,,"SUB IN by RICHEY,ALEX",,,"SUB IN by RICHEY,ALEX",2
02:30,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
02:30,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
02:30,,,,,"SUB OUT by STRONG,ERIK",,,"SUB OUT by STRONG,ERIK",2
02:30,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
02:14,,,,,"MISS 3PTR by RICHEY,ALEX",,,"MISS 3PTR by RICHEY,ALEX",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
02:07,,,,,"FOUL  by KENNEDY,JOE",,,"FOUL  by KENNEDY,JOE",2
02:07,"GOOD FT by WHITESIDE,DONOVAN",55,,60 (+5),,CENTRE_M 55-60 (-5),,"GOOD FT by WHITESIDE,DONOVAN",2
02:07,"GOOD FT by WHITESIDE,DONOVAN",56,,60 (+4),,CENTRE_M 56-60 (-4),,"GOOD FT by WHITESIDE,DONOVAN",2
02:07,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
02:07,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
01:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:52,,,,,"SUB IN by STRONG,ERIK",,,"SUB IN by STRONG,ERIK",2
01:52,,,,,"SUB OUT by DAVIS,STEVEN",,,"SUB OUT by DAVIS,STEVEN",2
01:39,,,,,"MISS LAYUP by WARD,TODD",,,"MISS LAYUP by WARD,TODD",2
01:28,"BLOCK  by LLOYD,ALEX",,,,,,,"BLOCK  by LLOYD,ALEX",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
01:21,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:13,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
01:13,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
01:06,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
01:06,,,,,"MISS FT by WARD,TODD",,,"MISS FT by WARD,TODD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:06,,,,,"MISS FT by WARD,TODD",,,"MISS FT by WARD,TODD",2
--,"REBOUND DEF by LLOYD,ALEX",,,,,,,"REBOUND DEF by LLOYD,ALEX",2
01:06,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
01:06,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
01:06,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
01:06,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:55,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
00:55,,,,,"SUB OUT by STRONG,ERIK",,,"SUB OUT by STRONG,ERIK",2
00:45,,,,,"FOUL  by KENNEDY,JOE",,,"FOUL  by KENNEDY,JOE",2
00:45,"GOOD FT by LLOYD,ALEX",57,,60 (+3),,CENTRE_M 57-60 (-3),,"GOOD FT by LLOYD,ALEX",2
00:45,"MISS FT by LLOYD,ALEX",,,,,,,"MISS FT by LLOYD,ALEX",2
--,"REBOUND OFF by MULLANEY,JEFF",,,,,,,"REBOUND OFF by MULLANEY,JEFF",2
00:45,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
00:45,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:45,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:45,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
00:44,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
00:44,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:44,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
00:44,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:26,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
00:26,,,,,"STEAL  by KENNEDY,JOE",,,"STEAL  by KENNEDY,JOE",2
00:24,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
00:24,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:24,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
00:24,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
00:24,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:24,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
00:24,,,,,"SUB OUT by WARD,TODD",,,"SUB OUT by WARD,TODD",2
00:19,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
00:18,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
00:16,,57,,62 (+5),"GOOD LAYUP by KENNEDY,JOE(in the paint)",OUM 57-62 (-5),,"GOOD LAYUP by KENNEDY,JOE(in the paint)",2
--,,,,,"ASSIST  by RICHEY,ALEX",,,"ASSIST  by RICHEY,ALEX",2
00:08,"GOOD DUNK by LLOYD,ALEX(in the paint)",59,,62 (+3),,CENTRE_M 59-62 (-3),,"GOOD DUNK by LLOYD,ALEX(in the paint)",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
00:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:04,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
00:04,,59,,63 (+4),"GOOD FT by KENNEDY,JOE",OUM 59-63 (-4),,"GOOD FT by KENNEDY,JOE",2
00:04,,59,,64 (+5),"GOOD FT by KENNEDY,JOE",OUM 59-64 (-5),,"GOOD FT by KENNEDY,JOE",2
00:04,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:04,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
00:04,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:04,"SUB OUT by LLOYD,ALEX",,,,,,,"SUB OUT by LLOYD,ALEX",2
00:04,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
00:04,,,,,"SUB IN by WARD,TODD",,,"SUB IN by WARD,TODD",2
00:04,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
00:04,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
00:03,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
