Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
15:22,,,,,"SUB OUT by CRAWFORD,JOSH",,,"SUB OUT by CRAWFORD,JOSH",1
15:07,"MISS JUMPER by MONTGOMERY,JACK",,,,,,,"MISS JUMPER by MONTGOMERY,JACK",1
15:07,,,,,"BLOCK  by LLOYD,ALEX",,,"BLOCK  by LLOYD,ALEX",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:45,,0,,18 (+18),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 0-18 (+18),,"GOOD 3PTR by ELLIS,BRYON",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
14:21,"MISS 3PTR by WILLIAMS,ADRIAN",,,,,,,"MISS 3PTR by WILLIAMS,ADRIAN",1
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",1
14:06,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
14:06,"SUB OUT by WILLIAMS,ADRIAN",,,,,,,"SUB OUT by WILLIAMS,ADRIAN",1
14:06,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",1
14:06,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",1
14:06,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
14:06,,,,,"SUB OUT by LLOYD,ALEX",,,"SUB OUT by LLOYD,ALEX",1
13:43,,,,,"MISS JUMPER by GRIGGS,MATT",,,"MISS JUMPER by GRIGGS,MATT",1
--,"REBOUND DEF by MONTGOMERY,JACK",,,,,,,"REBOUND DEF by MONTGOMERY,JACK",1
13:10,"MISS JUMPER by DANIELS,JAMES",,,,,,,"MISS JUMPER by DANIELS,JAMES",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
12:56,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",1
12:56,"SUB IN by WILLIAMS,ADRIAN",,,,,,,"SUB IN by WILLIAMS,ADRIAN",1
12:56,"SUB OUT by DANIELS,JAMES",,,,,,,"SUB OUT by DANIELS,JAMES",1
12:56,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",1
12:56,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",1
12:48,"TURNOVER  by KILPATRICK,MIKE",,,,,,,"TURNOVER  by KILPATRICK,MIKE",1
12:46,,,,,"STEAL  by NEWSOME,TAYLOR",,,"STEAL  by NEWSOME,TAYLOR",1
12:26,,,,,"MISS JUMPER by LOPEZ,COLLIN",,,"MISS JUMPER by LOPEZ,COLLIN",1
--,"REBOUND DEF by HUDSON,EPHRIAM",,,,,,,"REBOUND DEF by HUDSON,EPHRIAM",1
12:10,"MISS JUMPER by KILPATRICK,MIKE",,,,,,,"MISS JUMPER by KILPATRICK,MIKE",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
11:51,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",1
--,,,,,"REBOUND OFF by NEWSOME,TAYLOR",,,"REBOUND OFF by NEWSOME,TAYLOR",1
11:44,,0,,20 (+20),"GOOD LAYUP by NEWSOME,TAYLOR(in the paint)",CENTRE_M 0-20 (+20),,"GOOD LAYUP by NEWSOME,TAYLOR(in the paint)",1
11:27,"GOOD JUMPER by WILLIAMS,ADRIAN",2,,20 (+18),,HCM 2-20 (+18),,"GOOD JUMPER by WILLIAMS,ADRIAN",1
--,"ASSIST  by MONTGOMERY,JACK",,,,,,,"ASSIST  by MONTGOMERY,JACK",1
11:27,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",1
11:27,"GOOD FT by WILLIAMS,ADRIAN",3,,20 (+17),,HCM 3-20 (+17),,"GOOD FT by WILLIAMS,ADRIAN",1
11:27,"SUB IN by SMITH,DAYNE",,,,,,,"SUB IN by SMITH,DAYNE",1
11:27,"SUB IN by TURNIPSEED,D'AWVALO",,,,,,,"SUB IN by TURNIPSEED,D'AWVALO",1
11:27,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
11:27,"SUB OUT by MONTGOMERY,JACK",,,,,,,"SUB OUT by MONTGOMERY,JACK",1
11:27,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",1
11:27,,,,,"SUB IN by CRAWFORD,JOSH",,,"SUB IN by CRAWFORD,JOSH",1
11:27,,,,,"SUB IN by LLOYD,ALEX",,,"SUB IN by LLOYD,ALEX",1
11:27,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",1
11:27,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",1
11:27,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",1
11:15,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",1
11:13,"STEAL  by SMITH,DAYNE",,,,,,,"STEAL  by SMITH,DAYNE",1
11:09,"TURNOVER  by TURNIPSEED,D'AWVALO",,,,,,,"TURNOVER  by TURNIPSEED,D'AWVALO",1
11:07,,,,,"STEAL  by LLOYD,ALEX",,,"STEAL  by LLOYD,ALEX",1
10:33,,,,,"MISS LAYUP by CRAWFORD,JOSH",,,"MISS LAYUP by CRAWFORD,JOSH",1
10:33,"BLOCK  by WILLIAMS,ADRIAN",,,,,,,"BLOCK  by WILLIAMS,ADRIAN",1
--,,,,,"REBOUND OFF by LOPEZ,COLLIN",,,"REBOUND OFF by LOPEZ,COLLIN",1
10:21,,,,,"MISS JUMPER by LOPEZ,COLLIN",,,"MISS JUMPER by LOPEZ,COLLIN",1
--,"REBOUND DEF by SMITH,DAYNE",,,,,,,"REBOUND DEF by SMITH,DAYNE",1
10:19,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",1
10:19,"GOOD FT by HUDSON,EPHRIAM",4,,20 (+16),,HCM 4-20 (+16),,"GOOD FT by HUDSON,EPHRIAM",1
10:19,"GOOD FT by HUDSON,EPHRIAM",5,,20 (+15),,HCM 5-20 (+15),,"GOOD FT by HUDSON,EPHRIAM",1
10:19,"GOOD FT by HUDSON,EPHRIAM",6,,20 (+14),,HCM 6-20 (+14),,"GOOD FT by HUDSON,EPHRIAM",1
10:19,"SUB IN by WILLIAMS,DESHAUN",,,,,,,"SUB IN by WILLIAMS,DESHAUN",1
10:19,"SUB IN by MOODY,JACOB",,,,,,,"SUB IN by MOODY,JACOB",1
10:19,"SUB OUT by WILLIAMS,ADRIAN",,,,,,,"SUB OUT by WILLIAMS,ADRIAN",1
10:19,"SUB OUT by KILPATRICK,MIKE",,,,,,,"SUB OUT by KILPATRICK,MIKE",1
10:19,,,,,"SUB IN by SMITH,DEE",,,"SUB IN by SMITH,DEE",1
10:19,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",1
10:00,,6,,23 (+17),"GOOD 3PTR by SMITH,DEE",CENTRE_M 6-23 (+17),,"GOOD 3PTR by SMITH,DEE",1
09:44,,,,,"FOUL  by LLOYD,ALEX",,,"FOUL  by LLOYD,ALEX",1
09:44,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
09:44,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
09:39,"MISS JUMPER by SMITH,DAYNE",,,,,,,"MISS JUMPER by SMITH,DAYNE",1
--,,,,,"REBOUND DEF by CRAWFORD,JOSH",,,"REBOUND DEF by CRAWFORD,JOSH",1
09:20,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",1
09:01,"TURNOVER  by SMITH,DAYNE",,,,,,,"TURNOVER  by SMITH,DAYNE",1
08:58,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",1
08:51,"FOUL  by SMITH,DAYNE",,,,,,,"FOUL  by SMITH,DAYNE",1
08:51,,6,,24 (+18),"GOOD FT by CRAWFORD,JOSH",CENTRE_M 6-24 (+18),,"GOOD FT by CRAWFORD,JOSH",1
08:51,,,,,"MISS FT by CRAWFORD,JOSH",,,"MISS FT by CRAWFORD,JOSH",1
--,"REBOUND DEF by HUDSON,EPHRIAM",,,,,,,"REBOUND DEF by HUDSON,EPHRIAM",1
08:51,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",1
08:51,,,,,"SUB OUT by LLOYD,ALEX",,,"SUB OUT by LLOYD,ALEX",1
08:28,"GOOD 3PTR by WILLIAMS,DESHAUN",9,,24 (+15),,HCM 9-24 (+15),,"GOOD 3PTR by WILLIAMS,DESHAUN",1
--,"ASSIST  by SMITH,DAYNE",,,,,,,"ASSIST  by SMITH,DAYNE",1
08:04,,,,,"TURNOVER  by ELLIS,BRYON",,,"TURNOVER  by ELLIS,BRYON",1
08:02,"STEAL  by WILLIAMS,DESHAUN",,,,,,,"STEAL  by WILLIAMS,DESHAUN",1
08:00,"GOOD LAYUP by WILLIAMS,DESHAUN(in the paint)",11,,24 (+13),,HCM 11-24 (+13),,"GOOD LAYUP by WILLIAMS,DESHAUN(in the paint)",1
07:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:57,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
07:57,"SUB IN by DANIELS,JAMES",,,,,,,"SUB IN by DANIELS,JAMES",1
07:57,"SUB OUT by HUDSON,EPHRIAM",,,,,,,"SUB OUT by HUDSON,EPHRIAM",1
07:57,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",1
07:56,"FOUL  by DANIELS,JAMES",,,,,,,"FOUL  by DANIELS,JAMES",1
07:56,,,,,"SUB IN by MASON,ZERIC",,,"SUB IN by MASON,ZERIC",1
07:56,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
07:56,,,,,"SUB OUT by CRAWFORD,JOSH",,,"SUB OUT by CRAWFORD,JOSH",1
07:56,,,,,"SUB OUT by SMITH,DEE",,,"SUB OUT by SMITH,DEE",1
07:33,"FOUL  by SMITH,DAYNE",,,,,,,"FOUL  by SMITH,DAYNE",1
07:27,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",1
07:27,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",1
07:27,"SUB IN by HUDSON,EPHRIAM",,,,,,,"SUB IN by HUDSON,EPHRIAM",1
07:27,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
07:15,"GOOD 3PTR by HUDSON,EPHRIAM",14,,24 (+10),,HCM 14-24 (+10),,"GOOD 3PTR by HUDSON,EPHRIAM",1
--,"ASSIST  by WILLIAMS,DESHAUN",,,,,,,"ASSIST  by WILLIAMS,DESHAUN",1
07:00,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",1
--,,,,,"REBOUND OFF by ELLIS,BRYON",,,"REBOUND OFF by ELLIS,BRYON",1
06:56,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:53,"SUB IN by WILLIAMS,ADRIAN",,,,,,,"SUB IN by WILLIAMS,ADRIAN",1
06:53,"SUB OUT by DANIELS,JAMES",,,,,,,"SUB OUT by DANIELS,JAMES",1
06:53,,,,,"SUB IN by LLOYD,ALEX",,,"SUB IN by LLOYD,ALEX",1
06:53,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",1
06:53,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
06:53,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",1
06:43,,14,,26 (+12),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 14-26 (+12),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",1
--,,,,,"ASSIST  by ROSS,GREG",,,"ASSIST  by ROSS,GREG",1
06:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:28,"SUB IN by MOODY,JACOB",,,,,,,"SUB IN by MOODY,JACOB",1
06:28,"SUB OUT by SMITH,DAYNE",,,,,,,"SUB OUT by SMITH,DAYNE",1
06:10,,,,,"MISS JUMPER by LLOYD,ALEX",,,"MISS JUMPER by LLOYD,ALEX",1
--,"REBOUND DEF by TURNIPSEED,D'AWVALO",,,,,,,"REBOUND DEF by TURNIPSEED,D'AWVALO",1
05:53,"MISS 3PTR by WILLIAMS,DESHAUN",,,,,,,"MISS 3PTR by WILLIAMS,DESHAUN",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
05:37,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",1
05:35,"STEAL  by MOODY,JACOB",,,,,,,"STEAL  by MOODY,JACOB",1
05:30,"TURNOVER  by WILLIAMS,ADRIAN",,,,,,,"TURNOVER  by WILLIAMS,ADRIAN",1
05:28,,,,,"STEAL  by LOPEZ,COLLIN",,,"STEAL  by LOPEZ,COLLIN",1
05:12,"FOUL  by WILLIAMS,ADRIAN",,,,,,,"FOUL  by WILLIAMS,ADRIAN",1
05:02,,14,,29 (+15),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 14-29 (+15),,"GOOD 3PTR by LOPEZ,COLLIN",1
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",1
04:43,"TURNOVER  by MOODY,JACOB",,,,,,,"TURNOVER  by MOODY,JACOB",1
04:43,"SUB IN by MONTGOMERY,JACK",,,,,,,"SUB IN by MONTGOMERY,JACK",1
04:43,"SUB OUT by WILLIAMS,ADRIAN",,,,,,,"SUB OUT by WILLIAMS,ADRIAN",1
04:40,,14,,31 (+17),"GOOD LAYUP by ELLIS,BRYON(in the paint)",CENTRE_M 14-31 (+17),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",1
--,,,,,"ASSIST  by LLOYD,ALEX",,,"ASSIST  by LLOYD,ALEX",1
04:13,"MISS JUMPER by HUDSON,EPHRIAM",,,,,,,"MISS JUMPER by HUDSON,EPHRIAM",1
--,,,,,"REBOUND DEF by LLOYD,ALEX",,,"REBOUND DEF by LLOYD,ALEX",1
03:54,"FOUL  by WILLIAMS,DESHAUN",,,,,,,"FOUL  by WILLIAMS,DESHAUN",1
03:54,,14,,32 (+18),"GOOD FT by ELLIS,BRYON",CENTRE_M 14-32 (+18),,"GOOD FT by ELLIS,BRYON",1
03:54,"SUB IN by SMITH,DAYNE",,,,,,,"SUB IN by SMITH,DAYNE",1
03:54,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",1
03:54,,,,,"SUB IN by CRAWFORD,JOSH",,,"SUB IN by CRAWFORD,JOSH",1
03:54,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",1
03:54,,,,,"SUB OUT by LLOYD,ALEX",,,"SUB OUT by LLOYD,ALEX",1
03:54,,,,,"SUB OUT by MASON,ZERIC",,,"SUB OUT by MASON,ZERIC",1
03:52,,,,,"MISS FT by ELLIS,BRYON",,,"MISS FT by ELLIS,BRYON",1
--,"REBOUND DEF by MONTGOMERY,JACK",,,,,,,"REBOUND DEF by MONTGOMERY,JACK",1
03:47,"GOOD LAYUP by MONTGOMERY,JACK(in the paint)",16,,32 (+16),,HCM 16-32 (+16),,"GOOD LAYUP by MONTGOMERY,JACK(in the paint)",1
--,"ASSIST  by WILLIAMS,DESHAUN",,,,,,,"ASSIST  by WILLIAMS,DESHAUN",1
03:16,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",1
03:16,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",1
03:16,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
02:56,"MISS JUMPER by MONTGOMERY,JACK",,,,,,,"MISS JUMPER by MONTGOMERY,JACK",1
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",1
02:34,,16,,35 (+19),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 16-35 (+19),,"GOOD 3PTR by ELLIS,BRYON",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
02:13,"MISS 3PTR by MONTGOMERY,JACK",,,,,,,"MISS 3PTR by MONTGOMERY,JACK",1
--,,,,,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",1
01:48,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",1
01:47,"STEAL  by MONTGOMERY,JACK",,,,,,,"STEAL  by MONTGOMERY,JACK",1
01:43,"MISS JUMPER by MONTGOMERY,JACK",,,,,,,"MISS JUMPER by MONTGOMERY,JACK",1
--,,,,,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",1
01:34,,16,,38 (+22),"GOOD 3PTR by WHITESIDE,DONOVAN",CENTRE_M 16-38 (+22),,"GOOD 3PTR by WHITESIDE,DONOVAN",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
01:12,"MISS 3PTR by HUDSON,EPHRIAM",,,,,,,"MISS 3PTR by HUDSON,EPHRIAM",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:54,,,,,"FOUL  by CRAWFORD,JOSH",,,"FOUL  by CRAWFORD,JOSH",1
00:54,,,,,"TURNOVER  by CRAWFORD,JOSH",,,"TURNOVER  by CRAWFORD,JOSH",1
00:54,,,,,"SUB IN by LLOYD,ALEX",,,"SUB IN by LLOYD,ALEX",1
00:54,,,,,"SUB OUT by CRAWFORD,JOSH",,,"SUB OUT by CRAWFORD,JOSH",1
00:41,"TURNOVER  by MONTGOMERY,JACK",,,,,,,"TURNOVER  by MONTGOMERY,JACK",1
00:04,,,,,"MISS 3PTR by ROSS,GREG",,,"MISS 3PTR by ROSS,GREG",1
--,"REBOUND DEF by TURNIPSEED,D'AWVALO",,,,,,,"REBOUND DEF by TURNIPSEED,D'AWVALO",1
19:55,"GOOD JUMPER by MOODY,JACOB",18,,38 (+20),,HCM 18-38 (+20),,"GOOD JUMPER by MOODY,JACOB",2
19:25,,18,,40 (+22),"GOOD LAYUP by LLOYD,ALEX(in the paint)",CENTRE_M 18-40 (+22),,"GOOD LAYUP by LLOYD,ALEX(in the paint)",2
19:10,,,,,"FOUL  by CRAWFORD,JOSH",,,"FOUL  by CRAWFORD,JOSH",2
19:00,,,,,"FOUL  by LLOYD,ALEX",,,"FOUL  by LLOYD,ALEX",2
19:00,"MISS FT by WILLIAMS,ADRIAN",,,,,,,"MISS FT by WILLIAMS,ADRIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:00,"GOOD FT by WILLIAMS,ADRIAN",19,,40 (+21),,HCM 19-40 (+21),,"GOOD FT by WILLIAMS,ADRIAN",2
19:00,,,,,"MISS JUMPER by LLOYD,ALEX",,,"MISS JUMPER by LLOYD,ALEX",2
--,,,,,"REBOUND OFF by CRAWFORD,JOSH",,,"REBOUND OFF by CRAWFORD,JOSH",2
18:51,"FOUL  by WILLIAMS,ADRIAN",,,,,,,"FOUL  by WILLIAMS,ADRIAN",2
18:47,,,,,"MISS FT by CRAWFORD,JOSH",,,"MISS FT by CRAWFORD,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:39,,19,,41 (+22),"GOOD FT by CRAWFORD,JOSH",CENTRE_M 19-41 (+22),,"GOOD FT by CRAWFORD,JOSH",2
18:27,"TURNOVER  by WILLIAMS,ADRIAN",,,,,,,"TURNOVER  by WILLIAMS,ADRIAN",2
18:27,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
18:27,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
18:27,"STEAL  by TURNIPSEED,D'AWVALO",,,,,,,"STEAL  by TURNIPSEED,D'AWVALO",2
18:27,"MISS JUMPER by HUDSON,EPHRIAM",,,,,,,"MISS JUMPER by HUDSON,EPHRIAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:47,"FOUL  by WILLIAMS,ADRIAN",,,,,,,"FOUL  by WILLIAMS,ADRIAN",2
17:43,,19,,42 (+23),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 19-42 (+23),,"GOOD FT by WHITESIDE,DONOVAN",2
17:43,,19,,43 (+24),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 19-43 (+24),,"GOOD FT by WHITESIDE,DONOVAN",2
17:43,"SUB IN by SMITH,DAYNE",,,,,,,"SUB IN by SMITH,DAYNE",2
17:43,"SUB OUT by WILLIAMS,ADRIAN",,,,,,,"SUB OUT by WILLIAMS,ADRIAN",2
17:40,"FOUL  by WILLIAMS,DESHAUN",,,,,,,"FOUL  by WILLIAMS,DESHAUN",2
17:40,"MISS JUMPER by WILLIAMS,DESHAUN",,,,,,,"MISS JUMPER by WILLIAMS,DESHAUN",2
17:40,,,,,"BLOCK  by CRAWFORD,JOSH",,,"BLOCK  by CRAWFORD,JOSH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:25,,,,,"MISS JUMPER by LLOYD,ALEX",,,"MISS JUMPER by LLOYD,ALEX",2
17:25,"TURNOVER  by MOODY,JACOB",,,,,,,"TURNOVER  by MOODY,JACOB",2
--,"REBOUND DEF by SMITH,DAYNE",,,,,,,"REBOUND DEF by SMITH,DAYNE",2
17:23,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",2
17:16,,,,,"FOUL  by LLOYD,ALEX",,,"FOUL  by LLOYD,ALEX",2
17:16,"GOOD FT by MOODY,JACOB",20,,43 (+23),,HCM 20-43 (+23),,"GOOD FT by MOODY,JACOB",2
17:16,"MISS FT by MOODY,JACOB",,,,,,,"MISS FT by MOODY,JACOB",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
17:16,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",2
17:16,"SUB OUT by WILLIAMS,DESHAUN",,,,,,,"SUB OUT by WILLIAMS,DESHAUN",2
17:16,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
17:16,,,,,"SUB OUT by LLOYD,ALEX",,,"SUB OUT by LLOYD,ALEX",2
