Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MAR,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by LLOYD,ALEX",,,,,,,"REBOUND DEF by LLOYD,ALEX",2
11:16,,,,,"FOUL  by KILPATRICK,CONNER",,,"FOUL  by KILPATRICK,CONNER",2
10:43,"MISS JUMPER by NEWSOME,TAYLOR",,,,,,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,,,,,"REBOUND DEF by PUCH,JOE",,,"REBOUND DEF by PUCH,JOE",2
10:31,,,,,"MISS 3PTR by CRADER,BRIAN",,,"MISS 3PTR by CRADER,BRIAN",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
10:13,"MISS JUMPER by LLOYD,ALEX",,,,,,,"MISS JUMPER by LLOYD,ALEX",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:11,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
10:11,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
10:11,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
10:11,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
09:51,"GOOD LAYUP by ROSS,GREG(in the paint)",38,,43 (+5),,CENTRE 38-43 (-5),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
09:51,,,,,"FOUL  by HUMPHREY,JASON",,,"FOUL  by HUMPHREY,JASON",2
09:51,"GOOD FT by ROSS,GREG",39,,43 (+4),,CENTRE 39-43 (-4),,"GOOD FT by ROSS,GREG",2
09:36,,,,,"MISS JUMPER by HUMPHREY,JASON",,,"MISS JUMPER by HUMPHREY,JASON",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
09:14,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",41,,43 (+2),,CENTRE 41-43 (-2),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
09:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:04,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
09:04,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
09:04,,,,,"SUB IN by HALTER,TREVOR",,,"SUB IN by HALTER,TREVOR",2
09:04,,,,,"SUB OUT by CRADER,BRIAN",,,"SUB OUT by CRADER,BRIAN",2
08:54,,,,,"MISS 3PTR by WORSTELL,TYLER",,,"MISS 3PTR by WORSTELL,TYLER",2
--,,,,,"REBOUND OFF by WORSTELL,TYLER",,,"REBOUND OFF by WORSTELL,TYLER",2
08:45,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
08:45,,,,,"SUB IN by KNAB,KEVIN",,,"SUB IN by KNAB,KEVIN",2
08:45,,,,,"SUB OUT by KILPATRICK,CONNER",,,"SUB OUT by KILPATRICK,CONNER",2
08:42,,41,,45 (+4),"GOOD LAYUP by HALTER,TREVOR(in the paint)",MAR 41-45 (-4),,"GOOD LAYUP by HALTER,TREVOR(in the paint)",2
--,,,,,"ASSIST  by WORSTELL,TYLER",,,"ASSIST  by WORSTELL,TYLER",2
08:21,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",43,,45 (+2),,CENTRE 43-45 (-2),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
08:05,,,,,"MISS JUMPER by WORSTELL,TYLER",,,"MISS JUMPER by WORSTELL,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:04,,,,,"SUB IN by HAMMOND,TYLER",,,"SUB IN by HAMMOND,TYLER",2
08:04,,,,,"SUB OUT by WORSTELL,TYLER",,,"SUB OUT by WORSTELL,TYLER",2
07:55,"FOUL  by LLOYD,ALEX",,,,,,,"FOUL  by LLOYD,ALEX",2
07:55,,,,,"SUB IN by OWENS,JACOB",,,"SUB IN by OWENS,JACOB",2
07:55,,,,,"SUB OUT by PUCH,JOE",,,"SUB OUT by PUCH,JOE",2
07:53,,,,,"MISS 3PTR by HALTER,TREVOR",,,"MISS 3PTR by HALTER,TREVOR",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
07:32,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
07:19,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
07:19,"FOUL TECH by ROSS,GREG",,,,,,,"FOUL TECH by ROSS,GREG",2
07:19,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
07:19,,,,,"MISS FT by KNAB,KEVIN",,,"MISS FT by KNAB,KEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:19,,,,,"MISS FT by KNAB,KEVIN",,,"MISS FT by KNAB,KEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:19,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
07:19,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
07:05,,,,,"MISS JUMPER by KNAB,KEVIN",,,"MISS JUMPER by KNAB,KEVIN",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
07:01,"MISS LAYUP by MULLANEY,JEFF",,,,,,,"MISS LAYUP by MULLANEY,JEFF",2
07:01,,,,,"BLOCK  by HAMMOND,TYLER",,,"BLOCK  by HAMMOND,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:01,"FOUL TECH by MULLANEY,JEFF",,,,,,,"FOUL TECH by MULLANEY,JEFF",2
07:01,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
07:01,,43,,46 (+3),"GOOD FT by HAMMOND,TYLER",MAR 43-46 (-3),,"GOOD FT by HAMMOND,TYLER",2
07:01,,43,,47 (+4),"GOOD FT by HAMMOND,TYLER",MAR 43-47 (-4),,"GOOD FT by HAMMOND,TYLER",2
06:48,"GOOD JUMPER by WHITESIDE,DONOVAN(in the paint)",45,,47 (+2),,CENTRE 45-47 (-2),,"GOOD JUMPER by WHITESIDE,DONOVAN(in the paint)",2
06:35,,45,,49 (+4),"GOOD JUMPER by KNAB,KEVIN",MAR 45-49 (-4),,"GOOD JUMPER by KNAB,KEVIN",2
--,,,,,"ASSIST  by HALTER,TREVOR",,,"ASSIST  by HALTER,TREVOR",2
06:11,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by HALTER,TREVOR",,,"REBOUND DEF by HALTER,TREVOR",2
05:53,,,,,"MISS LAYUP by HUMPHREY,JASON",,,"MISS LAYUP by HUMPHREY,JASON",2
--,"REBOUND DEF by LLOYD,ALEX",,,,,,,"REBOUND DEF by LLOYD,ALEX",2
05:32,,,,,"FOUL  by HAMMOND,TYLER",,,"FOUL  by HAMMOND,TYLER",2
05:32,,,,,"SUB IN by MARTIN,JJ",,,"SUB IN by MARTIN,JJ",2
05:32,,,,,"SUB OUT by HUMPHREY,JASON",,,"SUB OUT by HUMPHREY,JASON",2
05:19,"GOOD JUMPER by LLOYD,ALEX(in the paint)",47,,49 (+2),,CENTRE 47-49 (-2),,"GOOD JUMPER by LLOYD,ALEX(in the paint)",2
05:00,,47,,51 (+4),"GOOD JUMPER by MARTIN,JJ(in the paint)",MAR 47-51 (-4),,"GOOD JUMPER by MARTIN,JJ(in the paint)",2
04:43,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:40,"SUB IN by BINDER,KYLE",,,,,,,"SUB IN by BINDER,KYLE",2
04:40,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
04:20,,,,,"MISS 3PTR by MARTIN,JJ",,,"MISS 3PTR by MARTIN,JJ",2
--,"REBOUND DEF by LLOYD,ALEX",,,,,,,"REBOUND DEF by LLOYD,ALEX",2
03:56,"MISS JUMPER by BINDER,KYLE",,,,,,,"MISS JUMPER by BINDER,KYLE",2
--,,,,,"REBOUND DEF by HALTER,TREVOR",,,"REBOUND DEF by HALTER,TREVOR",2
03:27,,47,,53 (+6),"GOOD LAYUP by KNAB,KEVIN(in the paint)",MAR 47-53 (-6),,"GOOD LAYUP by KNAB,KEVIN(in the paint)",2
03:27,"FOUL  by LLOYD,ALEX",,,,,,,"FOUL  by LLOYD,ALEX",2
03:27,,47,,54 (+7),"GOOD FT by KNAB,KEVIN",MAR 47-54 (-7),,"GOOD FT by KNAB,KEVIN",2
03:27,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
03:27,"SUB OUT by BINDER,KYLE",,,,,,,"SUB OUT by BINDER,KYLE",2
03:27,,,,,"SUB IN by PUCH,JOE",,,"SUB IN by PUCH,JOE",2
03:27,,,,,"SUB OUT by OWENS,JACOB",,,"SUB OUT by OWENS,JACOB",2
03:11,"GOOD 3PTR by ELLIS,BRYON",50,,54 (+4),,CENTRE 50-54 (-4),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
03:01,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
03:01,,50,,55 (+5),"GOOD FT by HALTER,TREVOR",MAR 50-55 (-5),,"GOOD FT by HALTER,TREVOR",2
03:01,,,,,"MISS FT by HALTER,TREVOR",,,"MISS FT by HALTER,TREVOR",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
02:48,,,,,"FOUL  by MARTIN,JJ",,,"FOUL  by MARTIN,JJ",2
02:44,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by KNAB,KEVIN",,,"REBOUND DEF by KNAB,KEVIN",2
02:26,,,,,"MISS JUMPER by MARTIN,JJ",,,"MISS JUMPER by MARTIN,JJ",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
02:12,,,,,"FOUL  by KNAB,KEVIN",,,"FOUL  by KNAB,KEVIN",2
02:12,"GOOD FT by LLOYD,ALEX",51,,55 (+4),,CENTRE 51-55 (-4),,"GOOD FT by LLOYD,ALEX",2
02:12,"MISS FT by LLOYD,ALEX",,,,,,,"MISS FT by LLOYD,ALEX",2
--,,,,,"REBOUND DEF by PUCH,JOE",,,"REBOUND DEF by PUCH,JOE",2
02:12,"SUB IN by BINDER,KYLE",,,,,,,"SUB IN by BINDER,KYLE",2
02:12,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
01:53,,51,,58 (+7),"GOOD 3PTR by HAMMOND,TYLER",MAR 51-58 (-7),,"GOOD 3PTR by HAMMOND,TYLER",2
--,,,,,"ASSIST  by KNAB,KEVIN",,,"ASSIST  by KNAB,KEVIN",2
01:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:46,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
01:46,"SUB OUT by BINDER,KYLE",,,,,,,"SUB OUT by BINDER,KYLE",2
01:40,,,,,"FOUL  by HAMMOND,TYLER",,,"FOUL  by HAMMOND,TYLER",2
01:40,"GOOD FT by MULLANEY,JEFF",52,,58 (+6),,CENTRE 52-58 (-6),,"GOOD FT by MULLANEY,JEFF",2
01:40,"GOOD FT by MULLANEY,JEFF",53,,58 (+5),,CENTRE 53-58 (-5),,"GOOD FT by MULLANEY,JEFF",2
01:18,,53,,60 (+7),"GOOD LAYUP by KNAB,KEVIN(in the paint)",MAR 53-60 (-7),,"GOOD LAYUP by KNAB,KEVIN(in the paint)",2
--,,,,,"ASSIST  by HAMMOND,TYLER",,,"ASSIST  by HAMMOND,TYLER",2
01:18,"FOUL  by LLOYD,ALEX",,,,,,,"FOUL  by LLOYD,ALEX",2
01:18,,53,,61 (+8),"GOOD FT by KNAB,KEVIN",MAR 53-61 (-8),,"GOOD FT by KNAB,KEVIN",2
01:13,,,,,"FOUL  by HAMMOND,TYLER",,,"FOUL  by HAMMOND,TYLER",2
01:13,"GOOD FT by MULLANEY,JEFF",54,,61 (+7),,CENTRE 54-61 (-7),,"GOOD FT by MULLANEY,JEFF",2
01:13,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by KNAB,KEVIN",,,"REBOUND DEF by KNAB,KEVIN",2
01:06,,,,,"TURNOVER  by HAMMOND,TYLER",,,"TURNOVER  by HAMMOND,TYLER",2
01:00,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
00:57,,,,,"FOUL  by PUCH,JOE",,,"FOUL  by PUCH,JOE",2
00:57,"GOOD FT by WHITESIDE,DONOVAN",55,,61 (+6),,CENTRE 55-61 (-6),,"GOOD FT by WHITESIDE,DONOVAN",2
00:57,"GOOD FT by WHITESIDE,DONOVAN",56,,61 (+5),,CENTRE 56-61 (-5),,"GOOD FT by WHITESIDE,DONOVAN",2
00:57,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:57,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:48,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
00:48,,56,,62 (+6),"GOOD FT by MARTIN,JJ",MAR 56-62 (-6),,"GOOD FT by MARTIN,JJ",2
00:48,,56,,63 (+7),"GOOD FT by MARTIN,JJ",MAR 56-63 (-7),,"GOOD FT by MARTIN,JJ",2
00:48,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:48,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:42,"GOOD 3PTR by MULLANEY,JEFF",59,,63 (+4),,CENTRE 59-63 (-4),,"GOOD 3PTR by MULLANEY,JEFF",2
00:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:40,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:40,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:27,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
00:27,,59,,64 (+5),"GOOD FT by HAMMOND,TYLER",MAR 59-64 (-5),,"GOOD FT by HAMMOND,TYLER",2
00:27,,59,,65 (+6),"GOOD FT by HAMMOND,TYLER",MAR 59-65 (-6),,"GOOD FT by HAMMOND,TYLER",2
00:27,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:27,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:19,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
00:18,,,,,"STEAL  by HAMMOND,TYLER",,,"STEAL  by HAMMOND,TYLER",2
00:16,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
00:16,,59,,66 (+7),"GOOD FT by HAMMOND,TYLER",MAR 59-66 (-7),,"GOOD FT by HAMMOND,TYLER",2
00:16,,59,,67 (+8),"GOOD FT by HAMMOND,TYLER",MAR 59-67 (-8),,"GOOD FT by HAMMOND,TYLER",2
00:12,,,,,"FOUL  by HAMMOND,TYLER",,,"FOUL  by HAMMOND,TYLER",2
00:12,"GOOD FT by MULLANEY,JEFF",60,,67 (+7),,CENTRE 60-67 (-7),,"GOOD FT by MULLANEY,JEFF",2
00:12,"GOOD FT by MULLANEY,JEFF",61,,67 (+6),,CENTRE 61-67 (-6),,"GOOD FT by MULLANEY,JEFF",2
00:12,"GOOD FT by MULLANEY,JEFF",62,,67 (+5),,CENTRE 62-67 (-5),,"GOOD FT by MULLANEY,JEFF",2
00:12,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:12,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:06,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
00:06,,,,,"MISS FT by PUCH,JOE",,,"MISS FT by PUCH,JOE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:06,,,,,"MISS FT by PUCH,JOE",,,"MISS FT by PUCH,JOE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
00:06,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:06,"SUB OUT by LLOYD,ALEX",,,,,,,"SUB OUT by LLOYD,ALEX",2
00:00,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by HAMMOND,TYLER",,,"REBOUND DEF by HAMMOND,TYLER",2
