Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
05:00,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",3
04:51,,74,,76 (+2),"GOOD JUMPER by GILLISPIE,JAY(in the paint)",BSC 74-76 (+2),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",3
04:25,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",3
04:25,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
04:25,"GOOD FT by ELLIS,CHASE",75,,76 (+1),,Berry 75-76 (+1),,"GOOD FT by ELLIS,CHASE",3
04:09,,,,,"MISS JUMPER by BISHOP,BRYSON",,,"MISS JUMPER by BISHOP,BRYSON",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
04:04,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",77 (+1),,76,,Berry 77-76 (-1),,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",3
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",3
04:00,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",3
03:49,"GOOD LAYUP by HONROTH,OWEN(in the paint)",79 (+3),,76,,Berry 79-76 (-3),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",3
03:37,,,,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",3
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",3
03:34,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",3
03:34,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",3
03:34,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",3
03:34,"GOOD FT by HONROTH,OWEN(fastbreak)",80 (+4),,76,,Berry 80-76 (-4),,"GOOD FT by HONROTH,OWEN(fastbreak)",3
03:34,"GOOD FT by HONROTH,OWEN(fastbreak)",81 (+5),,76,,Berry 81-76 (-5),,"GOOD FT by HONROTH,OWEN(fastbreak)",3
03:34,,81 (+3),,78,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",BSC 81-78 (-3),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",3
03:01,"TURNOVER  by CLARK,BRYCE",,,,,,,"TURNOVER  by CLARK,BRYCE",3
03:01,,,,,"STEAL  by GILLISPIE,JAY",,,"STEAL  by GILLISPIE,JAY",3
02:40,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
02:21,"GOOD LAYUP by CLARK,BRYCE(in the paint)",83 (+5),,78,,Berry 83-78 (-5),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",3
02:08,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",3
02:08,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",3
02:05,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",3
--,"REBOUND DEF by SEGALL,RYAN",,,,,,,"REBOUND DEF by SEGALL,RYAN",3
01:43,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",3
01:43,"TURNOVER  by SEGALL,RYAN",,,,,,,"TURNOVER  by SEGALL,RYAN",3
01:29,,,,,"TURNOVER  by PATRICK,DYLAN",,,"TURNOVER  by PATRICK,DYLAN",3
01:29,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",3
01:29,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",3
01:07,"GOOD LAYUP by CLARK,BRYCE(in the paint)",85 (+7),,78,,Berry 85-78 (-7),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",3
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",3
00:50,,85 (+4),,81,"GOOD 3PTR by BISHOP,BRYSON",BSC 85-81 (-4),,"GOOD 3PTR by BISHOP,BRYSON",3
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",3
00:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:44,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",3
00:44,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",3
00:42,,,,,"FOUL  by PATRICK,DYLAN",,,"FOUL  by PATRICK,DYLAN",3
00:42,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",86 (+5),,81,,Berry 86-81 (-5),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",3
00:42,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",3
00:42,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",3
00:42,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",87 (+6),,81,,Berry 87-81 (-6),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",3
00:34,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
00:33,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",3
00:33,"MISS FT by COSTAS,RILEY(fastbreak)",,,,,,,"MISS FT by COSTAS,RILEY(fastbreak)",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:33,"MISS FT by COSTAS,RILEY(fastbreak)",,,,,,,"MISS FT by COSTAS,RILEY(fastbreak)",3
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",3
00:25,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
00:24,,,,,"FOUL  by JACKSON,MARTISE",,,"FOUL  by JACKSON,MARTISE",3
00:24,"GOOD FT by COSTAS,RILEY(fastbreak)",88 (+7),,81,,Berry 88-81 (-7),,"GOOD FT by COSTAS,RILEY(fastbreak)",3
00:24,"GOOD FT by COSTAS,RILEY(fastbreak)",89 (+8),,81,,Berry 89-81 (-8),,"GOOD FT by COSTAS,RILEY(fastbreak)",3
00:18,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",3
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",3
